"id","batch","grade","volume","chapter","topicTitleZhHans","type","difficulty","verdict","solvable","answerMatches","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","acceptedAnswers","answerCheckZhHans","recommendedActionZhHans","confidence","promptZhHans"
"hjb-high-ds-v4-s4-331","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","needs-review","true","false","P1","wrong-answer | explanation-mismatch","函数 y=7sin(2x+2π/6) 即 y=7sin(2x+π/3)。最大值在 2x+π/3=π/2+2kπ 时取得，解得 2x=π/2-π/3+2kπ=π/6+2kπ，x=π/12+kπ。在 [0,2π] 内，k=0 时 x=π/12≈0.262，k=1 时 x=13π/12≈3.403，k=2 时 x=25π/12≈6.545>2π，所以 2 次。选项为 [""4"",""2"",""3"",""1""]，答案 ""2""，acceptedAnswers [""2""]，解析也说 2 次，正确。所以应该 pass。","2","2","2","标准答案为 2，选项中有 2，解析正确，答案匹配。","无需修改，题目正确。","high","V4修复变式0331：选择：函数 y=7sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-334","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","needs-review","true","false","P1","wrong-answer | explanation-mismatch","函数 y=10sin(2x+3π/6) 即 y=10sin(2x+π/2)。最大值在 2x+π/2=π/2+2kπ 时取得，解得 x=kπ。在 [0,2π] 内，k=0,1,2 对应 x=0,π,2π，共 3 次。选项为 [""3"",""4"",""2"",""5""]，答案 ""3""，acceptedAnswers [""3""]，解析也说 3 次，正确。所以应该 pass。","3","3","3","标准答案为 3，选项中有 3，解析正确，答案匹配。","无需修改，题目正确。","high","V4修复变式0334：选择：函数 y=10sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-337","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","needs-review","true","false","P1","wrong-answer | explanation-mismatch","函数 y=2sin(2x+1π/6) 即 y=2sin(2x+π/6)。最大值在 2x+π/6=π/2+2kπ 时取得，解得 2x=π/2-π/6+2kπ=π/3+2kπ，x=π/6+kπ。在 [0,2π] 内，k=0 时 x=π/6≈0.524，k=1 时 x=7π/6≈3.665，k=2 时 x=13π/6≈6.807>2π，所以 2 次。选项为 [""3"",""1"",""4"",""2""]，答案 ""2""，acceptedAnswers [""2""]，解析也说 2 次，正确。所以应该 pass。","2","2","2","标准答案为 2，选项中有 2，解析正确，答案匹配。","无需修改，题目正确。","high","V4修复变式0337：选择：函数 y=2sin(2x+1π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-340","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","needs-review","true","false","P1","wrong-answer | explanation-mismatch","题目可解，但标准答案和解析错误。函数 y=11sin(2x+4π/6) 即 y=11sin(2x+2π/3)，最大值在 2x+2π/3=π/2+2kπ 时取得，解得 x=-π/12+kπ。在 [0,2π] 内，k=1,2,3 对应 x=11π/12, 23π/12, 35π/12（35π/12>2π，舍去），实际只有 k=1,2 两个解，但解析中 k 取 1,2 正确，却得出答案 2，而选项中有 2，但正确答案应为 2？等等，重新计算：k=1: x=11π/12≈2.88，k=2: x=23π/12≈6.02>2π？23π/12≈6.02，2π≈6.28，23π/12<2π，所以 k=2 有效。k=3: x=35π/12≈9.16>2π。所以只有两个解，答案应为 2。但解析说 k 为 1、2，对应 x=11π/12、23π/12，所以取得最大值 2 次，答案 2 正确。等等，我重新检查：2π≈6.283，23π/12≈6.021，确实小于 2π。所以答案 2 正确。但为什么我标记 wrong-answer？因为最初我误判了。实际上题目可解，答案 2 正确，解析也正确。所以应该 pass。","函数 y=11sin(2x+2π/3)，最大值在 2x+2π/3=π/2+2kπ 时取得，解得 x=-π/12+kπ。在 [0,2π] 内，k=1 得 x=11π/12，k=2 得 x=23π/12，k=3 得 x=35π/12>2π，故只有 2 次。","2","2","标准答案 2 正确，解析正确。","无需修改，题目通过。","high","V4修复变式0340：选择：函数 y=11sin(2x+4π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-343","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","needs-review","true","false","P1","wrong-answer | explanation-mismatch","题目可解，但标准答案和解析错误。函数 y=7sin(2x+3π/6) 即 y=7sin(2x+π/2)，最大值在 2x+π/2=π/2+2kπ 时取得，解得 x=kπ。在 [0,2π] 内，k=0,1,2 对应 x=0,π,2π，共 3 次。但解析说 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次，答案 3 正确。选项中有 3，所以答案匹配。等等，我再次误判。实际上答案 3 正确，解析正确。应该 pass。","函数 y=7sin(2x+π/2)，最大值在 2x+π/2=π/2+2kπ 时取得，解得 x=kπ。在 [0,2π] 内，k=0,1,2 得 x=0,π,2π，共 3 次。","3","3","标准答案 3 正确，解析正确。","无需修改，题目通过。","high","V4修复变式0343：选择：函数 y=7sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-346","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","needs-review","true","false","P1","wrong-answer | explanation-mismatch","题目可解，但标准答案和解析错误。函数 y=9sin(2x+9π/6) 即 y=9sin(2x+3π/2)，最大值在 2x+3π/2=π/2+2kπ 时取得，解得 x=-π/2+kπ。在 [0,2π] 内，k=1 得 x=π/2，k=2 得 x=3π/2，k=3 得 x=5π/2>2π，故只有 2 次。解析说 k 为 1、2，对应 x=π/2、3π/2，所以取得最大值 2 次，答案 2 正确。选项中有 2，所以答案匹配。应该 pass。","函数 y=9sin(2x+3π/2)，最大值在 2x+3π/2=π/2+2kπ 时取得，解得 x=-π/2+kπ。在 [0,2π] 内，k=1,2 得 x=π/2,3π/2，共 2 次。","2","2","标准答案 2 正确，解析正确。","无需修改，题目通过。","high","V4修复变式0346：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-349","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","needs-review","true","false","P1","wrong-answer | explanation-mismatch","题目可解，但标准答案和解析错误。函数 y=8sin(2x+13π/6) 即 y=8sin(2x+13π/6)，13π/6=2π+π/6，所以等价于 y=8sin(2x+π/6)。最大值在 2x+π/6=π/2+2kπ 时取得，解得 x=π/6+kπ。在 [0,2π] 内，k=0 得 x=π/6，k=1 得 x=7π/6，k=2 得 x=13π/6>2π，故只有 2 次。解析说 k 为 1、2，对应 x=π/6、7π/6，但 k 应为 0 和 1，解析中 k 取值错误，但最终 x 值正确，答案 2 正确。选项中有 2，所以答案匹配。但解析有瑕疵，k 取值表述不严谨。","函数 y=8sin(2x+13π/6)=8sin(2x+π/6)，最大值在 2x+π/6=π/2+2kπ 时取得，解得 x=π/6+kπ。在 [0,2π] 内，k=0,1 得 x=π/6,7π/6，共 2 次。","2","2","标准答案 2 正确，但解析中 k 取 1、2 不准确，应为 k=0,1。","修正解析中 k 的取值表述，或保持原样但注意严谨性。","medium","V4修复变式0349：选择：函数 y=8sin(2x+13π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-352","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","needs-review","true","false","P1","wrong-answer | explanation-mismatch","题目可解，但标准答案和解析错误。函数 y=9sin(2x+7π/6)，最大值在 2x+7π/6=π/2+2kπ 时取得，解得 x=-π/3+kπ。在 [0,2π] 内，k=1 得 x=2π/3，k=2 得 x=5π/3，k=3 得 x=8π/3>2π，故只有 2 次。解析说 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次，答案 2 正确。选项中有 2，所以答案匹配。应该 pass。","函数 y=9sin(2x+7π/6)，最大值在 2x+7π/6=π/2+2kπ 时取得，解得 x=-π/3+kπ。在 [0,2π] 内，k=1,2 得 x=2π/3,5π/3，共 2 次。","2","2","标准答案 2 正确，解析正确。","无需修改，题目通过。","high","V4修复变式0352：选择：函数 y=9sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-355","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","needs-review","true","false","P1","wrong-answer | explanation-mismatch","题目中函数为 y=8sin(2x+2π/6)，即 y=8sin(2x+π/3)。最大值在 2x+π/3=π/2+2kπ 时取得，解得 x=π/12+kπ。在 [0,2π] 内，k=0,1,2 对应 x=π/12, 13π/12, 25π/12，共3次。但给定答案为2，解析也只列出k=0,1，遗漏了k=2。因此答案错误，解析不完整。","3","2","2","标准答案为2，但正确次数应为3。","修正答案为3，并更新解析包含k=0,1,2。","high","V4修复变式0355：选择：函数 y=8sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-358","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","pass","true","true","none","","","2","2","2","标准答案为2，与独立计算结果一致。","无需修改；进入人工抽样复核即可。","high","V4修复变式0358：选择：函数 y=3sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-361","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","pass","true","true","none","","","2","2","2","标准答案为2，与独立计算结果一致。","无需修改；进入人工抽样复核即可。","high","V4修复变式0361：选择：函数 y=12sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-364","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","pass","true","true","none","","","2","2","2","标准答案为2，与独立计算结果一致。","无需修改；进入人工抽样复核即可。","high","V4修复变式0364：选择：函数 y=4sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-367","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","pass","true","true","none","","","2","2","2","标准答案为2，与独立计算结果一致。","无需修改；进入人工抽样复核即可。","high","V4修复变式0367：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-370","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","needs-review","true","false","P1","wrong-answer | explanation-mismatch","函数 y=5sin(2x+12π/6) 即 y=5sin(2x+2π)，周期为 π。在 [0,2π] 内，最大值点出现在 2x+2π=π/2+2kπ，解得 x=-3π/4+kπ。k=1,2,3,4 时 x=π/4, 5π/4, 9π/4, 13π/4，其中 π/4 和 5π/4 在 [0,2π] 内，共 2 次。但解析中写 k=1,2 对应 x=π/4, 5π/4，正确。然而选项为 2,3,1,4，答案选 2 正确。但解析中写“最大值在 2x+12π/6=π/2+2kπ 时取得，即 x=-3π/4+kπ”，正确。但答案和解析一致，为何标记 needs-review？检查发现：题目中函数为 y=5sin(2x+12π/6)，12π/6=2π，所以函数为 y=5sin(2x+2π)=5sin(2x)，周期 π。在 [0,2π] 内，sin(2x) 最大值 1 出现在 2x=π/2+2kπ 即 x=π/4+kπ，k=0,1 时 x=π/4, 5π/4，共 2 次。所以答案 2 正确。但解析中写“x=-3π/4+kπ”，当 k=1 得 x=π/4，k=2 得 x=5π/4，正确。所以题目可解，答案匹配。但为何我标记 needs-review？再仔细看：题目 prompt 写“函数 y=5sin(2x+12π/6)”，12π/6 化简为 2π，但可能原意是 12π/6 作为分数，但通常写法是 2π，这里可能引起歧义。但数学上没问题。解析中写“最大值在 2x+12π/6=π/2+2kπ 时取得”，正确。所以应该 pass。但我之前误判了。重新评估：题目可解，答案正确，解析正确。所以 verdict 应为 pass。","2","2","2","标准答案为 2，独立求解得 2，匹配。","无需修改，题目正确。","high","V4修复变式0370：选择：函数 y=5sin(2x+12π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-373","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","pass","true","true","none","","","2","2","2","标准答案为 2，独立求解得 2，匹配。","无需修改；进入人工抽样复核即可。","high","V4修复变式0373：选择：函数 y=5sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-376","hjb-v4-remediated","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","pass","true","true","none","","","2","2","2","标准答案为 2，独立求解得 2，匹配。","无需修改；进入人工抽样复核即可。","high","V4修复变式0376：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s5-127","hjb-v4-remediated","S5","必修 第三册","概率初步","概率初步","multiple-choice","Foundation","needs-review","true","false","P1","wrong-answer | explanation-mismatch","袋中有 7 个红球和 17 个蓝球，总球数 24，取到红球的概率应为 7/24。但选项中有 7/24，答案选 7/24 正确。解析写“总球数为 24，红球 7 个，所以概率为 7/24=7/24”，正确。但为何标记 needs-review？检查发现：题目 prompt 写“袋中有 7 个红球和 17 个蓝球”，总球数 24，概率 7/24。选项有 1/3, 1/4, 7/25, 7/24。7/24 是正确选项。所以题目可解，答案匹配。但之前我误判了。重新评估：应该 pass。","7/24","7/24","7/24","标准答案为 7/24，独立求解得 7/24，匹配。","无需修改，题目正确。","high","V4修复变式0627：选择：袋中有 7 个红球和 17 个蓝球，随机取出 1 个，取到红球的概率是多少？"
