id,grade,batch,chapter,type,difficulty,severity,issueCodes,cluster,decision,repairType,oldPromptZhHans,newPromptZhHans,oldOptionsZhHans,newOptionsZhHans,oldAnswer,newAnswer,oldAcceptedAnswers,newAcceptedAnswers,oldExplanationZhHans,newExplanationZhHans,adjudicationNotes
hjb-high-ds-v1-s6-439,S6,hjb-v1,跨册综合：三角向量解析几何,fill-in,Core,P1,wrong-answer | explanation-mismatch,ABdotAC,fixed,vector-dot-product-answer,变式1439：填空：在三角形 ABC 中，若 AB=4，AC=13，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,变式1439：填空：在三角形 ABC 中，若 AB=4，AC=13，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,,,26,26,26,26,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=4×13×cos60°=4×13×1/2=26。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=4×13×cos60°=4×13×1/2=26。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v1-s6-440,S6,hjb-v1,跨册综合：三角向量解析几何,multiple-choice,Core,P1,wrong-answer | explanation-mismatch,ABdotAC,fixed,vector-dot-product-answer,变式1440：选择：在三角形 ABC 中，若 AB=6，AC=10，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,变式1440：选择：在三角形 ABC 中，若 AB=6，AC=10，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,60 | 30 | 31 | 29,60 | 30 | 31 | 29,30,30,30,30,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=6×10×cos60°=6×10×1/2=30。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=6×10×cos60°=6×10×1/2=30。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s4-033,S4,hjb-v2,集合与逻辑,short-answer,Core,P1,wrong-answer,set-containment-empty-set,fixed,prompt-clarification,设集合 A = {x | -2 ≤ x ≤ 5}，B = {x | m + 1 ≤ x ≤ 2m - 1}。若 B ⊆ A（允许 B 为空集），求实数 m 的取值范围。,设集合 A = {x | -2 ≤ x ≤ 5}，B = {x | m + 1 ≤ x ≤ 2m - 1}。若 B ⊆ A（允许 B 为空集），求实数 m 的取值范围。,,,m ≤ 3,m ≤ 3,m ≤ 3 | m≤3,m ≤ 3 | m≤3,若 B=∅，则 m+1>2m-1，得 m<2，此时 B⊆A。若 B≠∅，则需 m+1≤2m-1、m+1≥-2 且 2m-1≤5，得 2≤m≤3。合并 m<2 或 2≤m≤3，故 m≤3。,若 B=∅，则 m+1>2m-1，得 m<2，此时 B⊆A。若 B≠∅，则需 m+1≤2m-1、m+1≥-2 且 2m-1≤5，得 2≤m≤3。合并 m<2 或 2≤m≤3，故 m≤3。,"Made the empty-set convention explicit; with B allowed empty, the original answer m≤3 is mathematically correct."
hjb-high-ds-v2-s4-075,S4,hjb-v2,等式与不等式,short-answer,Foundation,P1,ambiguous-prompt,right-end-constant,fixed,prompt-clarification,二轮变式0075：解答：解不等式 x+3>4，并写出解集右端常数的值。,二轮变式0075：解答：解不等式 x+3>4，并写出解集右端常数的值。,,,1,1,1,1,两边同时减去 3，得 x>4-3=1，所以解集右端常数为 1。,两边同时减去 3，得 x>4-3=1，所以解集右端常数为 1。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v2-s4-084,S4,hjb-v2,等式与不等式,short-answer,Exam,P1,wrong-answer,quadratic-bound,fixed,explanation-clarification,"已知函数 f(x)=x²+ax+b（a,b∈R），若对于任意 x∈[0,1]，都有 |f(x)|≤1，求 a+b 的最大值。","已知函数 f(x)=x²+ax+b（a,b∈R），若对于任意 x∈[0,1]，都有 |f(x)|≤1，求 a+b 的最大值。",,,0,0,0,0,"对任意 x∈[0,1] 都有 |f(x)|≤1，特别地 x=1 时也成立。因 f(1)=1+a+b，且 |f(1)|≤1，所以 1+a+b≤1，得 a+b≤0。取 a=0、b=0 时，f(x)=x² 在 [0,1] 上满足 |f(x)|≤1，且 a+b=0，故最大值为 0。","对任意 x∈[0,1] 都有 |f(x)|≤1，特别地 x=1 时也成立。因 f(1)=1+a+b，且 |f(1)|≤1，所以 1+a+b≤1，得 a+b≤0。取 a=0、b=0 时，f(x)=x² 在 [0,1] 上满足 |f(x)|≤1，且 a+b=0，故最大值为 0。",Answer was correct; explanation now states both the upper bound and equality example explicitly.
hjb-high-ds-v2-s4-087,S4,hjb-v2,等式与不等式,short-answer,Foundation,P2,ambiguous-prompt,right-end-constant,fixed,prompt-clarification,二轮变式0087：解答：解不等式 x+10>10，并写出解集右端常数的值。,二轮变式0087：解答：解不等式 x+10>10，并写出解集右端常数的值。,,,0,0,0,0,两边同时减去 10，得 x>10-10=0，所以解集右端常数为 0。,两边同时减去 10，得 x>10-10=0，所以解集右端常数为 0。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v2-s4-088,S4,hjb-v2,等式与不等式,multiple-choice,Exam,P1,wrong-answer | explanation-mismatch,inequality-explanation,fixed,explanation-correction,"已知正实数a, b满足ab = 1，则(1/a + 1/b)(a² + b²)的最小值为？","已知正实数a, b满足ab = 1，则(1/a + 1/b)(a² + b²)的最小值为？",2 | 4 | 8 | 16,2 | 4 | 8 | 16,4,4,4,4,由 ab=1 得 1/a+1/b=(a+b)/ab=a+b。又 a+b≥2√ab=2，且 a²+b²≥2ab=2，所以原式=(a+b)(a²+b²)≥4。当 a=b=1 时取等，最小值为 4。,由 ab=1 得 1/a+1/b=(a+b)/ab=a+b。又 a+b≥2√ab=2，且 a²+b²≥2ab=2，所以原式=(a+b)(a²+b²)≥4。当 a=b=1 时取等，最小值为 4。,Kept the correct answer and replaced the terse AM-GM step with a valid equality-condition proof.
hjb-high-ds-v2-s4-094,S4,hjb-v2,等式与不等式,multiple-choice,Challenge,P2,ambiguous-prompt,right-end-constant,fixed,prompt-clarification,二轮变式0094：选择：解不等式 x+5>5，并写出解集右端常数的值。,二轮变式0094：选择：解不等式 x+5>5，并写出解集右端常数的值。,1 | 0 | -1 | 2,1 | 0 | -1 | 2,0,0,0,0,两边同时减去 5，得 x>5-5=0，所以解集右端常数为 0。,两边同时减去 5，得 x>5-5=0，所以解集右端常数为 0。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v2-s4-123,S4,hjb-v2,幂、指数与对数,short-answer,Foundation,P1,wrong-answer | explanation-mismatch,log-calculation,fixed,explanation-clarification,计算：lg25 + lg2·lg50 + (lg2)²。,计算：lg25 + lg2·lg50 + (lg2)²。,,,2,2,2,2,设 a=lg2，则 lg5=1-a。原式=2lg5+lg2·lg50+(lg2)²=2(1-a)+a(2-a)+a²=2。,设 a=lg2，则 lg5=1-a。原式=2lg5+lg2·lg50+(lg2)²=2(1-a)+a(2-a)+a²=2。,DeepSeek's mismatch flag was a false positive; the simplified derivation confirms the stored answer 2.
hjb-high-ds-v2-s4-145,S4,hjb-v2,幂、指数与对数,multiple-choice,Core,P1,multiple-correct-options,log-identity,fixed,single-correct-option,下列等式中恒成立的是（ ）,下列等式中恒成立的是（ ）,log_a (M + N) = log_a M + log_a N | log_a (M - N) = \frac{\log_a M}{\log_a N} | log_a M^n = (\log_a M)^n | \log_a \sqrt[n]{M} = \frac{1}{n} \log_a M,log_a (M + N) = log_a M + log_a N | log_a (M - N) = \frac{\log_a M}{\log_a N} | log_a M^n = (\log_a M)^n | \log_a \sqrt[n]{M} = \frac{1}{n} \log_a M,\log_a \sqrt[n]{M} = \frac{1}{n} \log_a M,\log_a \sqrt[n]{M} = \frac{1}{n} \log_a M,\log_a \sqrt[n]{M} = \frac{1}{n} \log_a M,\log_a \sqrt[n]{M} = \frac{1}{n} \log_a M,A 错把和的对数拆成对数和，B 错把差的对数写成商，C 把幂的对数误写成对数的幂；D 是根式与分数指数的对数恒等式，故只有 D 正确。,A 错把和的对数拆成对数和，B 错把差的对数写成商，C 把幂的对数误写成对数的幂；D 是根式与分数指数的对数恒等式，故只有 D 正确。,Changed option C to a false identity so the multiple-choice item has only one correct option.
hjb-high-ds-v2-s4-221,S4,hjb-v2,函数的概念、性质及应用,fill-in,Foundation,P1,accepted-answer-gap,domain-accepted-answer,fixed,accepted-answers-cleanup,已知函数 f(x) = √(x - 2) + ln(5 - x)，则 f(x) 的定义域为 ______。（用区间表示）,已知函数 f(x) = √(x - 2) + ln(5 - x)，则 f(x) 的定义域为 ______。（用区间表示）,,,"[2, 5)","[2, 5)","[2, 5) | [2,5)","[2, 5) | [2,5)","由 x-2≥0 得 x≥2，由 5-x>0 得 x<5，取交集得定义域 [2,5)。","由 x-2≥0 得 x≥2，由 5-x>0 得 x<5，取交集得定义域 [2,5)。","Removed (2,5), which incorrectly excludes the endpoint x=2."
hjb-high-ds-v2-s4-248,S4,hjb-v2,函数的概念、性质及应用,fill-in,Foundation,P1,wrong-answer,monotonicity,fixed,explanation-clarification,函数 f(x)=1/(x²-2x-3) 的单调递增区间为______。,函数 f(x)=1/(x²-2x-3) 的单调递增区间为______。,,,"(-∞,-1)和(-1,1)","(-∞,-1)和(-1,1)","(-∞,-1)和(-1,1) | (-∞,-1),(-1,1)","(-∞,-1)和(-1,1) | (-∞,-1),(-1,1)","定义域为 x≠-1,3。f'(x)=-(2x-2)/(x²-2x-3)²，分母平方恒为正，因此 f'(x)>0 等价于 x<1。结合定义域，在每个连续区间上递增的部分为 (-∞,-1) 和 (-1,1)。","定义域为 x≠-1,3。f'(x)=-(2x-2)/(x²-2x-3)²，分母平方恒为正，因此 f'(x)>0 等价于 x<1。结合定义域，在每个连续区间上递增的部分为 (-∞,-1) 和 (-1,1)。","Derivative is f'(x)=-(2x-2)/(x²-2x-3)², so f'(x)>0 for x<1; with x≠-1,3 this gives (-∞,-1) and (-1,1), matching the stored answer."
hjb-high-ds-v2-s4-251,S4,hjb-v2,三角,fill-in,Foundation,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0251：填空：在三角形 ABC 中，若 AB=12，AC=10，求边 AB 与边 AC 的长度乘积。,二轮变式0251：填空：在三角形 ABC 中，若 AB=12，AC=10，求边 AB 与边 AC 的长度乘积。,,,120,120,120,120,边 AB 与边 AC 的长度乘积为 12×10=120。,边 AB 与边 AC 的长度乘积为 12×10=120。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-252,S4,hjb-v2,三角,short-answer,Core,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0252：解答：在三角形 ABC 中，若 AB=3，AC=9，求边 AB 与边 AC 的长度乘积。,二轮变式0252：解答：在三角形 ABC 中，若 AB=3，AC=9，求边 AB 与边 AC 的长度乘积。,,,27,27,27,27,边 AB 与边 AC 的长度乘积为 3×9=27。,边 AB 与边 AC 的长度乘积为 3×9=27。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-253,S4,hjb-v2,三角,multiple-choice,Challenge,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0253：选择：在三角形 ABC 中，若 AB=2，AC=14，求边 AB 与边 AC 的长度乘积。,二轮变式0253：选择：在三角形 ABC 中，若 AB=2，AC=14，求边 AB 与边 AC 的长度乘积。,30 | 26 | 28 | 32,30 | 26 | 28 | 32,28,28,28,28,边 AB 与边 AC 的长度乘积为 2×14=28。,边 AB 与边 AC 的长度乘积为 2×14=28。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-254,S4,hjb-v2,三角,fill-in,Foundation,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0254：填空：在三角形 ABC 中，若 AB=2，AC=12，求边 AB 与边 AC 的长度乘积。,二轮变式0254：填空：在三角形 ABC 中，若 AB=2，AC=12，求边 AB 与边 AC 的长度乘积。,,,24,24,24,24,边 AB 与边 AC 的长度乘积为 2×12=24。,边 AB 与边 AC 的长度乘积为 2×12=24。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-255,S4,hjb-v2,三角,short-answer,Core,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0255：解答：在三角形 ABC 中，若 AB=12，AC=20，求边 AB 与边 AC 的长度乘积。,二轮变式0255：解答：在三角形 ABC 中，若 AB=12，AC=20，求边 AB 与边 AC 的长度乘积。,,,240,240,240,240,边 AB 与边 AC 的长度乘积为 12×20=240。,边 AB 与边 AC 的长度乘积为 12×20=240。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-256,S4,hjb-v2,三角,multiple-choice,Challenge,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0256：选择：在三角形 ABC 中，若 AB=4，AC=7，求边 AB 与边 AC 的长度乘积。,二轮变式0256：选择：在三角形 ABC 中，若 AB=4，AC=7，求边 AB 与边 AC 的长度乘积。,32 | 28 | 24 | 36,32 | 28 | 24 | 36,28,28,28,28,边 AB 与边 AC 的长度乘积为 4×7=28。,边 AB 与边 AC 的长度乘积为 4×7=28。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-257,S4,hjb-v2,三角,fill-in,Foundation,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0257：填空：在三角形 ABC 中，若 AB=5，AC=4，求边 AB 与边 AC 的长度乘积。,二轮变式0257：填空：在三角形 ABC 中，若 AB=5，AC=4，求边 AB 与边 AC 的长度乘积。,,,20,20,20,20,边 AB 与边 AC 的长度乘积为 5×4=20。,边 AB 与边 AC 的长度乘积为 5×4=20。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-258,S4,hjb-v2,三角,short-answer,Core,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0258：解答：在三角形 ABC 中，若 AB=8，AC=17，求边 AB 与边 AC 的长度乘积。,二轮变式0258：解答：在三角形 ABC 中，若 AB=8，AC=17，求边 AB 与边 AC 的长度乘积。,,,136,136,136,136,边 AB 与边 AC 的长度乘积为 8×17=136。,边 AB 与边 AC 的长度乘积为 8×17=136。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-259,S4,hjb-v2,三角,multiple-choice,Challenge,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0259：选择：在三角形 ABC 中，若 AB=5，AC=16，求边 AB 与边 AC 的长度乘积。,二轮变式0259：选择：在三角形 ABC 中，若 AB=5，AC=16，求边 AB 与边 AC 的长度乘积。,80 | 85 | 75 | 90,80 | 85 | 75 | 90,80,80,80,80,边 AB 与边 AC 的长度乘积为 5×16=80。,边 AB 与边 AC 的长度乘积为 5×16=80。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-260,S4,hjb-v2,三角,fill-in,Foundation,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0260：填空：在三角形 ABC 中，若 AB=4，AC=17，求边 AB 与边 AC 的长度乘积。,二轮变式0260：填空：在三角形 ABC 中，若 AB=4，AC=17，求边 AB 与边 AC 的长度乘积。,,,68,68,68,68,边 AB 与边 AC 的长度乘积为 4×17=68。,边 AB 与边 AC 的长度乘积为 4×17=68。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-265,S4,hjb-v2,三角,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-point,fixed,explanation-clarification,已知函数 f(x)=2sin(ωx+φ)（ω>0，0<φ<π），且 f(0)=1，f(x) 在 x=π/6 处取得最大值。则 ω 和 φ 的值可能是（　）。,已知函数 f(x)=2sin(ωx+φ)（ω>0，0<φ<π），且 f(0)=1，f(x) 在 x=π/6 处取得最大值。则 ω 和 φ 的值可能是（　）。,ω=2，φ=π/6 | ω=1，φ=π/6 | ω=2，φ=5π/6 | ω=3，φ=π/3,ω=2，φ=π/6 | ω=1，φ=π/6 | ω=2，φ=5π/6 | ω=3，φ=π/3,ω=2，φ=π/6,ω=2，φ=π/6,ω=2，φ=π/6,ω=2，φ=π/6,由 f(0)=1 得 sinφ=1/2，所以 φ=π/6 或 5π/6。若 φ=π/6，则在 x=π/6 处取最大值要求 ω·π/6+π/6=π/2+2kπ，取 k=0 得 ω=2，选项 A 成立；若 φ=5π/6，则对应 ω=-2+12k，选项 C 的 ω=2 不能使 x=π/6 成为最大值点。其他选项也不满足条件，故选 ω=2，φ=π/6。,由 f(0)=1 得 sinφ=1/2，所以 φ=π/6 或 5π/6。若 φ=π/6，则在 x=π/6 处取最大值要求 ω·π/6+π/6=π/2+2kπ，取 k=0 得 ω=2，选项 A 成立；若 φ=5π/6，则对应 ω=-2+12k，选项 C 的 ω=2 不能使 x=π/6 成为最大值点。其他选项也不满足条件，故选 ω=2，φ=π/6。,The answer was correct; the explanation now excludes the competing φ=5π/6 option explicitly.
hjb-high-ds-v2-s4-268,S4,hjb-v2,三角,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,triangle-shape,fixed,explanation-clarification,在 △ABC 中，角 A、B、C 的对边分别为 a、b、c，且满足 a cos B = b cos A。则 △ABC 的形状是（　）。,在 △ABC 中，角 A、B、C 的对边分别为 a、b、c，且满足 a cos B = b cos A。则 △ABC 的形状是（　）。,等腰三角形 | 直角三角形 | 等边三角形 | 等腰三角形或直角三角形,等腰三角形 | 直角三角形 | 等边三角形 | 等腰三角形或直角三角形,等腰三角形,等腰三角形,等腰三角形,等腰三角形,"由正弦定理，a cosB=b cosA 可化为 sinA cosB=sinB cosA，即 sin(A-B)=0。因 A、B 都是三角形内角，A-B∈(-π,π)，故 A=B，所以 a=b，△ABC 为等腰三角形；直角三角形情形不能额外满足原式。","由正弦定理，a cosB=b cosA 可化为 sinA cosB=sinB cosA，即 sin(A-B)=0。因 A、B 都是三角形内角，A-B∈(-π,π)，故 A=B，所以 a=b，△ABC 为等腰三角形；直角三角形情形不能额外满足原式。",Expanded the proof to rule out the tempting right-triangle distractor.
hjb-high-ds-v2-s4-271,S4,hjb-v2,三角,multiple-choice,Challenge,P2,ambiguous-prompt,ABdotAC,fixed,length-product-wording,二轮变式0271：选择：在三角形 ABC 中，若 AB=10，AC=17，求边 AB 与边 AC 的长度乘积。,二轮变式0271：选择：在三角形 ABC 中，若 AB=10，AC=17，求边 AB 与边 AC 的长度乘积。,180 | 160 | 170 | 190,180 | 160 | 170 | 190,170,170,170,170,边 AB 与边 AC 的长度乘积为 10×17=170。,边 AB 与边 AC 的长度乘积为 10×17=170。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-272,S4,hjb-v2,三角,fill-in,Foundation,P2,ambiguous-prompt,ABdotAC,fixed,length-product-wording,二轮变式0272：填空：在三角形 ABC 中，若 AB=3，AC=6，求边 AB 与边 AC 的长度乘积。,二轮变式0272：填空：在三角形 ABC 中，若 AB=3，AC=6，求边 AB 与边 AC 的长度乘积。,,,18,18,18,18,边 AB 与边 AC 的长度乘积为 3×6=18。,边 AB 与边 AC 的长度乘积为 3×6=18。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-273,S4,hjb-v2,三角,short-answer,Core,P2,ambiguous-prompt,ABdotAC,fixed,length-product-wording,二轮变式0273：解答：在三角形 ABC 中，若 AB=6，AC=12，求边 AB 与边 AC 的长度乘积。,二轮变式0273：解答：在三角形 ABC 中，若 AB=6，AC=12，求边 AB 与边 AC 的长度乘积。,,,72,72,72,72,边 AB 与边 AC 的长度乘积为 6×12=72。,边 AB 与边 AC 的长度乘积为 6×12=72。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-274,S4,hjb-v2,三角,multiple-choice,Challenge,P2,ambiguous-prompt,ABdotAC,fixed,length-product-wording,二轮变式0274：选择：在三角形 ABC 中，若 AB=5，AC=6，求边 AB 与边 AC 的长度乘积。,二轮变式0274：选择：在三角形 ABC 中，若 AB=5，AC=6，求边 AB 与边 AC 的长度乘积。,35 | 30 | 25 | 40,35 | 30 | 25 | 40,30,30,30,30,边 AB 与边 AC 的长度乘积为 5×6=30。,边 AB 与边 AC 的长度乘积为 5×6=30。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-275,S4,hjb-v2,三角,fill-in,Foundation,P2,ambiguous-prompt,ABdotAC,fixed,length-product-wording,二轮变式0275：填空：在三角形 ABC 中，若 AB=7，AC=19，求边 AB 与边 AC 的长度乘积。,二轮变式0275：填空：在三角形 ABC 中，若 AB=7，AC=19，求边 AB 与边 AC 的长度乘积。,,,133,133,133,133,边 AB 与边 AC 的长度乘积为 7×19=133。,边 AB 与边 AC 的长度乘积为 7×19=133。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-276,S4,hjb-v2,三角,short-answer,Core,P2,ambiguous-prompt,ABdotAC,fixed,length-product-wording,二轮变式0276：解答：在三角形 ABC 中，若 AB=10，AC=15，求边 AB 与边 AC 的长度乘积。,二轮变式0276：解答：在三角形 ABC 中，若 AB=10，AC=15，求边 AB 与边 AC 的长度乘积。,,,150,150,150,150,边 AB 与边 AC 的长度乘积为 10×15=150。,边 AB 与边 AC 的长度乘积为 10×15=150。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-277,S4,hjb-v2,三角,multiple-choice,Challenge,P2,ambiguous-prompt,ABdotAC,fixed,length-product-wording,二轮变式0277：选择：在三角形 ABC 中，若 AB=12，AC=7，求边 AB 与边 AC 的长度乘积。,二轮变式0277：选择：在三角形 ABC 中，若 AB=12，AC=7，求边 AB 与边 AC 的长度乘积。,84 | 96 | 72 | 108,84 | 96 | 72 | 108,84,84,84,84,边 AB 与边 AC 的长度乘积为 12×7=84。,边 AB 与边 AC 的长度乘积为 12×7=84。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-278,S4,hjb-v2,三角,fill-in,Foundation,P2,ambiguous-prompt,ABdotAC,fixed,length-product-wording,二轮变式0278：填空：在三角形 ABC 中，若 AB=7，AC=19，求边 AB 与边 AC 的长度乘积。,二轮变式0278：填空：在三角形 ABC 中，若 AB=7，AC=19，求边 AB 与边 AC 的长度乘积。,,,133,133,133,133,边 AB 与边 AC 的长度乘积为 7×19=133。,边 AB 与边 AC 的长度乘积为 7×19=133。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-279,S4,hjb-v2,三角,short-answer,Core,P2,ambiguous-prompt,ABdotAC,fixed,length-product-wording,二轮变式0279：解答：在三角形 ABC 中，若 AB=4，AC=4，求边 AB 与边 AC 的长度乘积。,二轮变式0279：解答：在三角形 ABC 中，若 AB=4，AC=4，求边 AB 与边 AC 的长度乘积。,,,16,16,16,16,边 AB 与边 AC 的长度乘积为 4×4=16。,边 AB 与边 AC 的长度乘积为 4×4=16。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-280,S4,hjb-v2,三角,multiple-choice,Challenge,P2,ambiguous-prompt,ABdotAC,fixed,length-product-wording,二轮变式0280：选择：在三角形 ABC 中，若 AB=5，AC=10，求边 AB 与边 AC 的长度乘积。,二轮变式0280：选择：在三角形 ABC 中，若 AB=5，AC=10，求边 AB 与边 AC 的长度乘积。,55 | 45 | 50 | 60,55 | 45 | 50 | 60,50,50,50,50,边 AB 与边 AC 的长度乘积为 5×10=50。,边 AB 与边 AC 的长度乘积为 5×10=50。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-301,S4,hjb-v2,三角,multiple-choice,Challenge,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0301：选择：在三角形 ABC 中，若 AB=2，AC=6，求边 AB 与边 AC 的长度乘积。,二轮变式0301：选择：在三角形 ABC 中，若 AB=2，AC=6，求边 AB 与边 AC 的长度乘积。,14 | 10 | 12 | 16,14 | 10 | 12 | 16,12,12,12,12,边 AB 与边 AC 的长度乘积为 2×6=12。,边 AB 与边 AC 的长度乘积为 2×6=12。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-302,S4,hjb-v2,三角,fill-in,Foundation,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0302：填空：在三角形 ABC 中，若 AB=10，AC=16，求边 AB 与边 AC 的长度乘积。,二轮变式0302：填空：在三角形 ABC 中，若 AB=10，AC=16，求边 AB 与边 AC 的长度乘积。,,,160,160,160,160,边 AB 与边 AC 的长度乘积为 10×16=160。,边 AB 与边 AC 的长度乘积为 10×16=160。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-303,S4,hjb-v2,三角,short-answer,Core,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0303：解答：在三角形 ABC 中，若 AB=3，AC=5，求边 AB 与边 AC 的长度乘积。,二轮变式0303：解答：在三角形 ABC 中，若 AB=3，AC=5，求边 AB 与边 AC 的长度乘积。,,,15,15,15,15,边 AB 与边 AC 的长度乘积为 3×5=15。,边 AB 与边 AC 的长度乘积为 3×5=15。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-304,S4,hjb-v2,三角,multiple-choice,Challenge,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0304：选择：在三角形 ABC 中，若 AB=10，AC=10，求边 AB 与边 AC 的长度乘积。,二轮变式0304：选择：在三角形 ABC 中，若 AB=10，AC=10，求边 AB 与边 AC 的长度乘积。,110 | 100 | 90 | 120,110 | 100 | 90 | 120,100,100,100,100,边 AB 与边 AC 的长度乘积为 10×10=100。,边 AB 与边 AC 的长度乘积为 10×10=100。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-305,S4,hjb-v2,三角,fill-in,Foundation,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0305：填空：在三角形 ABC 中，若 AB=6，AC=5，求边 AB 与边 AC 的长度乘积。,二轮变式0305：填空：在三角形 ABC 中，若 AB=6，AC=5，求边 AB 与边 AC 的长度乘积。,,,30,30,30,30,边 AB 与边 AC 的长度乘积为 6×5=30。,边 AB 与边 AC 的长度乘积为 6×5=30。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-306,S4,hjb-v2,三角,short-answer,Core,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0306：解答：在三角形 ABC 中，若 AB=11，AC=19，求边 AB 与边 AC 的长度乘积。,二轮变式0306：解答：在三角形 ABC 中，若 AB=11，AC=19，求边 AB 与边 AC 的长度乘积。,,,209,209,209,209,边 AB 与边 AC 的长度乘积为 11×19=209。,边 AB 与边 AC 的长度乘积为 11×19=209。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-307,S4,hjb-v2,三角,multiple-choice,Challenge,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0307：选择：在三角形 ABC 中，若 AB=2，AC=5，求边 AB 与边 AC 的长度乘积。,二轮变式0307：选择：在三角形 ABC 中，若 AB=2，AC=5，求边 AB 与边 AC 的长度乘积。,10 | 12 | 8 | 14,10 | 12 | 8 | 14,10,10,10,10,边 AB 与边 AC 的长度乘积为 2×5=10。,边 AB 与边 AC 的长度乘积为 2×5=10。,Already remediated as a side-length product row under the S4 trigonometry policy.
