"questionId","grade","volume","chapter","type","difficulty","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"hjb-high-ds-v2-s4-218","S4","必修 第一册","函数的概念、性质及应用","fill-in","Foundation","[0,1]","[0,1] | (0,1]","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-219","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","最小值为 2√2，此时 x=√2/2","最小值为 2√2，此时 x=√2/2 | 2√2, √2/2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-220","S4","必修 第一册","函数的概念、性质及应用","multiple-choice","Challenge","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-221","S4","必修 第一册","函数的概念、性质及应用","fill-in","Foundation","[2, 5)","[2, 5) | (2,5) | [2,5)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-222","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","奇函数","奇函数","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-223","S4","必修 第一册","函数的概念、性质及应用","multiple-choice","Challenge","1","1","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-224","S4","必修 第一册","函数的概念、性质及应用","fill-in","Foundation","7/2","7/2 | 3.5","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-225","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","a ≥ 2","a ≥ 2 | a>=2 | [2,+∞)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-226","S4","必修 第一册","函数的概念、性质及应用","multiple-choice","Challenge","f(x) 是周期为 8 的周期函数","f(x) 是周期为 8 的周期函数","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-227","S4","必修 第一册","函数的概念、性质及应用","fill-in","Foundation","(3, +∞)","(3, +∞) | (3,+∞) | x>3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-228","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","x = -1 或 x = 1","x = -1 或 x = 1 | -1,1 | x=-1或x=1","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-229","S4","必修 第一册","函数的概念、性质及应用","multiple-choice","Challenge","0","0","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-230","S4","必修 第一册","函数的概念、性质及应用","fill-in","Foundation","50","50","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-231","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","(-∞, -1] ∪ [3, 4) ∪ (4, +∞)","(-∞, -1] ∪ [3, 4) ∪ (4, +∞) | x ≤ -1 或 3 ≤ x < 4 或 x > 4 | (-∞, -1] ∪ [3, 4) ∪ (4, ∞)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-232","S4","必修 第一册","函数的概念、性质及应用","multiple-choice","Challenge","52","52","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-233","S4","必修 第一册","函数的概念、性质及应用","fill-in","Foundation","x = ±1","x = ±1 | ±1 | -1 和 1 | 1 和 -1","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-234","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","f⁻¹(x) = (x + 1)/(x - 2)，定义域为 (2, +∞)","f⁻¹(x) = (x + 1)/(x - 2)，定义域为 (2, +∞) | f⁻¹(x) = (x+1)/(x-2), x>2 | 反函数为 y=(x+1)/(x-2)，定义域 (2,+∞)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-235","S4","必修 第一册","函数的概念、性质及应用","multiple-choice","Challenge","167","167","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-236","S4","必修 第一册","函数的概念、性质及应用","fill-in","Foundation","[√2, 2]","[√2, 2] | [根号2, 2] | [√2,2]","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-237","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","(-∞, -2) ∪ (0, 2)","(-∞, -2) ∪ (0, 2) | x < -2 或 0 < x < 2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-238","S4","必修 第一册","函数的概念、性质及应用","multiple-choice","Challenge","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-239","S4","必修 第一册","函数的概念、性质及应用","fill-in","Foundation","[1, 2]","[1, 2] | 1 ≤ m ≤ 2 | [1,2]","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-240","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","奇函数","奇函数 | 是奇函数 | f(x) 是奇函数","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-241","S4","必修 第一册","函数的概念、性质及应用","multiple-choice","Challenge","f(3)=0","f(3)=0","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-242","S4","必修 第一册","函数的概念、性质及应用","fill-in","Foundation","(-∞,1]∪[3,+∞)","(-∞,1]∪[3,+∞) | x≤1或x≥3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-243","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","a=0, b=-3, c=2","a=0, b=-3, c=2 | a=0,b=-3,c=2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-244","S4","必修 第一册","函数的概念、性质及应用","multiple-choice","Challenge","43","43","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-245","S4","必修 第一册","函数的概念、性质及应用","fill-in","Foundation","132","132","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-246","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","125","125","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-247","S4","必修 第一册","函数的概念、性质及应用","multiple-choice","Challenge","77","77","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-248","S4","必修 第一册","函数的概念、性质及应用","fill-in","Foundation","(-∞,-1)和(-1,1)","(-∞,-1)和(-1,1) | (-∞,-1),(-1,1)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-249","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","奇函数，值域为[-1/2,1/2]","奇函数，值域为[-1/2,1/2] | 奇函数,值域为[-1/2,1/2]","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-250","S4","必修 第一册","函数的概念、性质及应用","multiple-choice","Challenge","45","45","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-251","S4","必修 第二册","三角","fill-in","Foundation","120","120","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-252","S4","必修 第二册","三角","short-answer","Core","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-253","S4","必修 第二册","三角","multiple-choice","Challenge","28","28","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-254","S4","必修 第二册","三角","fill-in","Foundation","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-255","S4","必修 第二册","三角","short-answer","Core","240","240","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-256","S4","必修 第二册","三角","multiple-choice","Challenge","28","28","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-257","S4","必修 第二册","三角","fill-in","Foundation","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-258","S4","必修 第二册","三角","short-answer","Core","136","136","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-259","S4","必修 第二册","三角","multiple-choice","Challenge","80","80","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-260","S4","必修 第二册","三角","fill-in","Foundation","68","68","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-261","S4","必修 第二册","三角","short-answer","Core","0.60","0.60","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-262","S4","必修 第二册","三角","multiple-choice","Challenge","0° < A < arcsin(7/8)","0° < A < arcsin(7/8)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-263","S4","必修 第二册","三角","fill-in","Foundation","1/5","1/5 | 0.2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-264","S4","必修 第二册","三角","short-answer","Core","7","7","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-265","S4","必修 第二册","三角","multiple-choice","Challenge","ω=2，φ=π/6","ω=2，φ=π/6","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-266","S4","必修 第二册","三角","fill-in","Foundation","3","3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-267","S4","必修 第二册","三角","short-answer","Core","-(3√3+4)/10","-(3√3+4)/10 | (-3√3-4)/10","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-268","S4","必修 第二册","三角","multiple-choice","Challenge","等腰三角形","等腰三角形","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-269","S4","必修 第二册","三角","fill-in","Foundation","1/2 或 8","1/2 或 8 | 0.5 或 8","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-270","S4","必修 第二册","三角","short-answer","Core","60°或120°","60°或120° | 60° 或 120°","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-271","S4","必修 第二册","三角","multiple-choice","Challenge","170","170","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-272","S4","必修 第二册","三角","fill-in","Foundation","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-273","S4","必修 第二册","三角","short-answer","Core","72","72","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-274","S4","必修 第二册","三角","multiple-choice","Challenge","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-275","S4","必修 第二册","三角","fill-in","Foundation","133","133","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-276","S4","必修 第二册","三角","short-answer","Core","150","150","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-277","S4","必修 第二册","三角","multiple-choice","Challenge","84","84","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-278","S4","必修 第二册","三角","fill-in","Foundation","133","133","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-279","S4","必修 第二册","三角","short-answer","Core","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-280","S4","必修 第二册","三角","multiple-choice","Challenge","50","50","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-281","S4","必修 第二册","三角","fill-in","Foundation","70","70","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-282","S4","必修 第二册","三角","short-answer","Core","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-283","S4","必修 第二册","三角","multiple-choice","Challenge","57","57","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-284","S4","必修 第二册","三角","fill-in","Foundation","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-285","S4","必修 第二册","三角","short-answer","Core","72","72","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-286","S4","必修 第二册","三角","multiple-choice","Challenge","60","60","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-287","S4","必修 第二册","三角","fill-in","Foundation","70","70","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-288","S4","必修 第二册","三角","short-answer","Core","77","77","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-289","S4","必修 第二册","三角","multiple-choice","Challenge","54","54","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-290","S4","必修 第二册","三角","fill-in","Foundation","12","12","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-291","S4","必修 第二册","三角","short-answer","Core","143","143","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-292","S4","必修 第二册","三角","multiple-choice","Challenge","130","130","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-293","S4","必修 第二册","三角","fill-in","Foundation","68","68","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-294","S4","必修 第二册","三角","short-answer","Core","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-295","S4","必修 第二册","三角","multiple-choice","Challenge","99","99","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-296","S4","必修 第二册","三角","fill-in","Foundation","121","121","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-297","S4","必修 第二册","三角","short-answer","Core","66","66","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-298","S4","必修 第二册","三角","multiple-choice","Challenge","72","72","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-299","S4","必修 第二册","三角","fill-in","Foundation","90","90","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-300","S4","必修 第二册","三角","short-answer","Core","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-301","S4","必修 第二册","三角","multiple-choice","Challenge","12","12","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-302","S4","必修 第二册","三角","fill-in","Foundation","160","160","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-303","S4","必修 第二册","三角","short-answer","Core","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-304","S4","必修 第二册","三角","multiple-choice","Challenge","100","100","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-305","S4","必修 第二册","三角","fill-in","Foundation","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-306","S4","必修 第二册","三角","short-answer","Core","209","209","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-307","S4","必修 第二册","三角","multiple-choice","Challenge","10","10","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-308","S4","必修 第二册","三角","fill-in","Foundation","104","104","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-309","S4","必修 第二册","三角","short-answer","Core","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-310","S4","必修 第二册","三角","multiple-choice","Challenge","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-311","S4","必修 第二册","三角","fill-in","Foundation","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-312","S4","必修 第二册","三角","short-answer","Core","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-313","S4","必修 第二册","三角","multiple-choice","Challenge","63","63","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-314","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-315","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-316","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-317","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-318","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-319","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-320","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-321","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-322","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-323","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-324","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-325","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-326","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-327","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-328","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-329","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-330","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-331","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-332","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-333","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-334","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-335","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-336","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-337","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-338","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-339","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-340","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-341","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-342","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-343","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-344","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-345","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-346","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-347","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-348","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-349","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-350","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-351","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-352","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-353","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-354","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-355","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-356","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-357","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-358","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-359","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-360","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-361","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-362","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-363","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-364","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-365","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-366","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-367","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-368","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-369","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-370","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-371","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-372","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-373","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-374","S4","必修 第二册","三角函数","fill-in","Foundation","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-375","S4","必修 第二册","三角函数","short-answer","Core","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-376","S4","必修 第二册","三角函数","multiple-choice","Challenge","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-377","S4","必修 第二册","平面向量","fill-in","Foundation","142","142","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-378","S4","必修 第二册","平面向量","multiple-choice","Core","96","96","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-379","S4","必修 第二册","平面向量","fill-in","Challenge","72","72","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-380","S4","必修 第二册","平面向量","multiple-choice","Foundation","222","222","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-381","S4","必修 第二册","平面向量","fill-in","Core","182","182","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-382","S4","必修 第二册","平面向量","multiple-choice","Challenge","152","152","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-383","S4","必修 第二册","平面向量","fill-in","Foundation","224","224","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-384","S4","必修 第二册","平面向量","multiple-choice","Core","348","348","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-385","S4","必修 第二册","平面向量","fill-in","Challenge","172","172","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-386","S4","必修 第二册","平面向量","multiple-choice","Foundation","81","81","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-387","S4","必修 第二册","平面向量","fill-in","Core","66","66","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-388","S4","必修 第二册","平面向量","multiple-choice","Challenge","266","266","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-389","S4","必修 第二册","平面向量","fill-in","Foundation","92","92","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-390","S4","必修 第二册","平面向量","multiple-choice","Core","204","204","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-391","S4","必修 第二册","平面向量","fill-in","Challenge","180","180","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-392","S4","必修 第二册","平面向量","multiple-choice","Foundation","186","186","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-393","S4","必修 第二册","平面向量","fill-in","Core","141","141","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-394","S4","必修 第二册","平面向量","multiple-choice","Challenge","348","348","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-395","S4","必修 第二册","平面向量","fill-in","Foundation","210","210","pass","none","","","Include in S18 pass-sample review before app integration."
