"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v2-s5-419","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Foundation","二轮变式0919：填空：空间向量 p=(4,15,4)，求 |p|²。","","257","257","|p|²=4²+15²+4²=257。","grade-pass-sample"
"hjb-high-ds-v2-s5-440","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","二轮变式0940：选择：等差数列首项为 7，公差为 6，求第 6 项。","38 | 36 | 39 | 37","37","37","a_6=a_1+(6-1)d=7+5×6=37。","grade-pass-sample"
"hjb-high-ds-v2-s5-446","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","二轮变式0946：选择：等差数列首项为 4，公差为 6，求第 10 项。","59 | 58 | 57 | 60","58","58","a_10=a_1+(10-1)d=4+9×6=58。","grade-pass-sample"
"hjb-high-ds-v2-s5-447","S5","选择性必修 第一册","数列","数列","fill-in","Core","二轮变式0947：填空：等差数列首项为 4，公差为 12，求第 10 项。","","112","112","a_10=a_1+(10-1)d=4+9×12=112。","grade-pass-sample"
"hjb-high-ds-v2-s5-449","S5","选择性必修 第一册","数列","数列","fill-in","Core","二轮变式0949：填空：等差数列首项为 12，公差为 7，求第 13 项。","","96","96","a_13=a_1+(13-1)d=12+12×7=96。","grade-pass-sample"
"hjb-high-ds-v2-s5-461","S5","选择性必修 第一册","数列","数列","fill-in","Core","二轮变式0961：填空：等差数列首项为 6，公差为 13，求第 4 项。","","45","45","a_4=a_1+(4-1)d=6+3×13=45。","grade-pass-sample"
"hjb-high-ds-v2-s5-462","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","二轮变式0962：选择：等差数列首项为 10，公差为 6，求第 7 项。","47 | 45 | 48 | 46","46","46","a_7=a_1+(7-1)d=10+6×6=46。","grade-pass-sample"
"hjb-high-ds-v2-s5-467","S5","选择性必修 第一册","数列","数列","fill-in","Core","二轮变式0967：填空：等差数列首项为 11，公差为 5，求第 11 项。","","61","61","a_11=a_1+(11-1)d=11+10×5=61。","grade-pass-sample"
"hjb-high-ds-v2-s5-470","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","二轮变式0970：选择：等差数列首项为 9，公差为 1，求第 13 项。","21 | 22 | 20 | 23","21","21","a_13=a_1+(13-1)d=9+12×1=21。","grade-pass-sample"
"hjb-high-ds-v2-s5-477","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","二轮变式0977：选择：等差数列首项为 7，公差为 1，求第 13 项。","20 | 19 | 18 | 21","19","19","a_13=a_1+(13-1)d=7+12×1=19。","grade-pass-sample"
"hjb-high-ds-v2-s5-483","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","二轮变式0983：选择：等差数列首项为 6，公差为 9，求第 10 项。","88 | 86 | 87 | 89","87","87","a_10=a_1+(10-1)d=6+9×9=87。","grade-pass-sample"
"hjb-high-ds-v2-s5-488","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","二轮变式0988：选择：等差数列首项为 11，公差为 12，求第 11 项。","132 | 130 | 133 | 131","131","131","a_11=a_1+(11-1)d=11+10×12=131。","grade-pass-sample"
"hjb-high-ds-v2-s5-494","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","二轮变式0994：选择：等差数列首项为 12，公差为 6，求第 13 项。","85 | 83 | 84 | 86","84","84","a_13=a_1+(13-1)d=12+12×6=84。","grade-pass-sample"
"hjb-high-ds-v2-s5-497","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","二轮变式0997：选择：等差数列首项为 6，公差为 11，求第 14 项。","150 | 148 | 151 | 149","149","149","a_14=a_1+(14-1)d=6+13×11=149。","grade-pass-sample"
"hjb-high-ds-v2-s6-001","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Core","二轮变式1001：选择：函数 f(x)=11x²+13，求 f'(5)。","121 | 110 | 99 | 132","110","110","f'(x)=22x，代入 x=5 得 22×5=110。","grade-pass-sample"
"hjb-high-ds-v2-s6-002","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Challenge","二轮变式1002：填空：函数 f(x)=5x²+7，求 f'(15)。","","150","150","f'(x)=10x，代入 x=15 得 10×15=150。","grade-pass-sample"
"hjb-high-ds-v2-s6-075","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Foundation","二轮变式1075：解答：函数 f(x)=5x²+11，求 f'(13)。","","130","130","f'(x)=10x，代入 x=13 得 10×13=130。","grade-pass-sample"
"hjb-high-ds-v2-s6-079","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Foundation","二轮变式1079：选择：从 7 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","22 | 20 | 21 | 23","21","21","组合数 C(7,2)=7×6/2=21。","grade-pass-sample"
"hjb-high-ds-v2-s6-088","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Exam","二轮变式1088：选择：从 3 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","4 | 2 | 3 | 5","3","3","组合数 C(3,2)=3×2/2=3。","grade-pass-sample"
"hjb-high-ds-v2-s6-095","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Foundation","二轮变式1095：填空：从 8 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","28","28","组合数 C(8,2)=8×7/2=28。","grade-pass-sample"
"hjb-high-ds-v2-s6-103","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Foundation","二轮变式1103：选择：从 13 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","78 | 79 | 77 | 80","78","78","组合数 C(13,2)=13×12/2=78。","grade-pass-sample"
"hjb-high-ds-v2-s6-113","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Core","二轮变式1113：填空：从 4 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","6","6","组合数 C(4,2)=4×3/2=6。","grade-pass-sample"
"hjb-high-ds-v2-s6-116","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Exam","二轮变式1116：填空：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","66","66","组合数 C(12,2)=12×11/2=66。","grade-pass-sample"
"hjb-high-ds-v2-s6-122","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Challenge","二轮变式1122：填空：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","66","66","组合数 C(12,2)=12×11/2=66。","grade-pass-sample"
"hjb-high-ds-v2-s6-130","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Challenge","二轮变式1130：选择：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","46 | 44 | 45 | 47","45","45","组合数 C(10,2)=10×9/2=45。","grade-pass-sample"
"hjb-high-ds-v2-s6-136","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Exam","二轮变式1136：选择：从 5 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","10 | 11 | 9 | 12","10","10","组合数 C(5,2)=5×4/2=10。","grade-pass-sample"
"hjb-high-ds-v2-s6-140","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Exam","二轮变式1140：填空：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","45","45","组合数 C(10,2)=10×9/2=45。","grade-pass-sample"
"hjb-high-ds-v2-s6-163","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Foundation","二轮变式1163：选择：若事件 A 有 11 种情况，且每种 A 情况下事件 B 有 11 种情况，则按分步计数共有多少种结果？","132 | 110 | 121 | 143","121","121","分步计数原理：总数=11×11=121。","grade-pass-sample"
"hjb-high-ds-v2-s6-174","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Challenge","二轮变式1174：解答：若事件 A 有 5 种情况，且每种 A 情况下事件 B 有 18 种情况，则按分步计数共有多少种结果？","","90","90","分步计数原理：总数=5×18=90。","grade-pass-sample"
"hjb-high-ds-v2-s6-187","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Foundation","二轮变式1187：选择：若事件 A 有 9 种情况，且每种 A 情况下事件 B 有 10 种情况，则按分步计数共有多少种结果？","90 | 99 | 81 | 108","90","90","分步计数原理：总数=9×10=90。","grade-pass-sample"
"hjb-high-ds-v2-s6-190","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Challenge","二轮变式1190：选择：若事件 A 有 6 种情况，且每种 A 情况下事件 B 有 4 种情况，则按分步计数共有多少种结果？","24 | 30 | 18 | 36","24","24","分步计数原理：总数=6×4=24。","grade-pass-sample"
"hjb-high-ds-v2-s6-193","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Core","二轮变式1193：选择：若事件 A 有 6 种情况，且每种 A 情况下事件 B 有 12 种情况，则按分步计数共有多少种结果？","78 | 72 | 66 | 84","72","72","分步计数原理：总数=6×12=72。","grade-pass-sample"
"hjb-high-ds-v2-s6-194","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Challenge","二轮变式1194：填空：若事件 A 有 2 种情况，且每种 A 情况下事件 B 有 14 种情况，则按分步计数共有多少种结果？","","28","28","分步计数原理：总数=2×14=28。","grade-pass-sample"
"hjb-high-ds-v2-s6-221","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Foundation","二轮变式1221：填空：若事件 A 有 7 种情况，且每种 A 情况下事件 B 有 5 种情况，则按分步计数共有多少种结果？","","35","35","分步计数原理：总数=7×5=35。","grade-pass-sample"
"hjb-high-ds-v2-s6-225","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Core","二轮变式1225：解答：若事件 A 有 2 种情况，且每种 A 情况下事件 B 有 19 种情况，则按分步计数共有多少种结果？","","38","38","分步计数原理：总数=2×19=38。","grade-pass-sample"
"hjb-high-ds-v2-s6-230","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","二轮变式1230：填空：一组数据为 5，10，15，求这组数据的平均数。","","10","10","三数等差，中间数就是平均数，所以平均数为 10。","grade-pass-sample"
"hjb-high-ds-v2-s6-231","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","二轮变式1231：解答：一组数据为 3，7，11，求这组数据的平均数。","","7","7","三数等差，中间数就是平均数，所以平均数为 7。","grade-pass-sample"
"hjb-high-ds-v2-s6-238","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","二轮变式1238：选择：一组数据为 9，15，21，求这组数据的平均数。","16 | 14 | 17 | 15","15","15","三数等差，中间数就是平均数，所以平均数为 15。","grade-pass-sample"
"hjb-high-ds-v2-s6-249","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","二轮变式1249：解答：一组数据为 7，8，9，求这组数据的平均数。","","8","8","三数等差，中间数就是平均数，所以平均数为 8。","grade-pass-sample"
"hjb-high-ds-v2-s6-262","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","二轮变式1262：选择：一组数据为 10，17，24，求这组数据的平均数。","17 | 18 | 16 | 19","17","17","三数等差，中间数就是平均数，所以平均数为 17。","grade-pass-sample"
"hjb-high-ds-v2-s6-266","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","二轮变式1266：填空：一组数据为 8，11，14，求这组数据的平均数。","","11","11","三数等差，中间数就是平均数，所以平均数为 11。","grade-pass-sample"
"hjb-high-ds-v2-s6-279","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","二轮变式1279：解答：一组数据为 12，16，20，求这组数据的平均数。","","16","16","三数等差，中间数就是平均数，所以平均数为 16。","grade-pass-sample"
"hjb-high-ds-v2-s6-283","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","二轮变式1283：选择：一组数据为 10，21，32，求这组数据的平均数。","22 | 21 | 20 | 23","21","21","三数等差，中间数就是平均数，所以平均数为 21。","grade-pass-sample"
"hjb-high-ds-v2-s6-295","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","二轮变式1295：选择：一组数据为 12，19，26，求这组数据的平均数。","20 | 18 | 19 | 21","19","19","三数等差，中间数就是平均数，所以平均数为 19。","grade-pass-sample"
"hjb-high-ds-v2-s6-301","S6","选择性必修 第一册复习","数列","数列综合复习","multiple-choice","Challenge","二轮变式1301：选择：等差数列首项为 10，公差为 12，求第 4 项。","46 | 47 | 45 | 48","46","46","a_4=a_1+(4-1)d=10+3×12=46。","grade-pass-sample"
"hjb-high-ds-v2-s6-315","S6","选择性必修 第一册复习","数列","数列综合复习","short-answer","Core","二轮变式1315：解答：等差数列首项为 11，公差为 12，求第 12 项。","","143","143","a_12=a_1+(12-1)d=11+11×12=143。","grade-pass-sample"
"hjb-high-ds-v2-s6-320","S6","选择性必修 第一册复习","数列","数列综合复习","fill-in","Foundation","二轮变式1320：填空：等差数列首项为 7，公差为 5，求第 7 项。","","37","37","a_7=a_1+(7-1)d=7+6×5=37。","grade-pass-sample"
"hjb-high-ds-v2-s6-322","S6","选择性必修 第一册复习","数列","数列综合复习","multiple-choice","Challenge","二轮变式1322：选择：等差数列首项为 10，公差为 10，求第 12 项。","121 | 119 | 122 | 120","120","120","a_12=a_1+(12-1)d=10+11×10=120。","grade-pass-sample"
"hjb-high-ds-v2-s6-334","S6","选择性必修 第一册复习","平面直角坐标系中的直线","解析几何直线综合复习","multiple-choice","Challenge","二轮变式1334：选择：直线经过点 (10,2) 和 (11,10)，求斜率。","8 | 9 | 7 | 10","8","8","斜率=(10-2)/(11-10)=8。","grade-pass-sample"
"hjb-high-ds-v2-s6-340","S6","选择性必修 第一册复习","平面直角坐标系中的直线","解析几何直线综合复习","multiple-choice","Challenge","二轮变式1340：选择：直线经过点 (3,12) 和 (4,24)，求斜率。","13 | 11 | 14 | 12","12","12","斜率=(24-12)/(4-3)=12。","grade-pass-sample"
"hjb-high-ds-v2-s6-348","S6","选择性必修 第一册复习","平面直角坐标系中的直线","解析几何直线综合复习","short-answer","Core","二轮变式1348：解答：直线经过点 (11,12) 和 (12,16)，求斜率。","","4","4","斜率=(16-12)/(12-11)=4。","grade-pass-sample"
"hjb-high-ds-v2-s6-356","S6","选择性必修 第一册复习","圆锥曲线","圆锥曲线综合复习","fill-in","Foundation","二轮变式1356：填空：椭圆 x²/576+y²/144=1 中，求 c²=a²-b² 的值。","","432","432","这里 a²=576，b²=144，所以 c²=576-144=432。","grade-pass-sample"
"hjb-high-ds-v2-s6-385","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","fill-in","Challenge","二轮变式1385：填空：空间向量 p=(10,20,7)，求 |p|²。","","549","549","|p|²=10²+20²+7²=549。","grade-pass-sample"
"hjb-high-ds-v2-s6-389","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","fill-in","Foundation","二轮变式1389：填空：空间向量 p=(7,19,3)，求 |p|²。","","419","419","|p|²=7²+19²+3²=419。","grade-pass-sample"
"hjb-high-ds-v2-s6-394","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","multiple-choice","Challenge","二轮变式1394：选择：空间向量 p=(9,16,4)，求 |p|²。","362 | 344 | 353 | 371","353","353","|p|²=9²+16²+4²=353。","grade-pass-sample"
"hjb-high-ds-v2-s6-408","S6","跨册综合复习","跨册综合：函数与导数","函数、导数与不等式综合","multiple-choice","Core","二轮变式1408：选择：已知 f(x)=2x+2，求 f(20)。","44 | 40 | 42 | 46","42","42","f(20)=2×20+2=42。","grade-pass-sample"
"hjb-high-ds-v2-s6-443","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","fill-in","Core","二轮变式1443：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 3 和 11，这两条棱围成的矩形面积是多少？","","33","33","相邻垂直棱围成矩形，面积=3×11=33。","grade-pass-sample"
"hjb-high-ds-v2-s6-448","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","multiple-choice","Core","二轮变式1448：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 12 和 17，这两条棱围成的矩形面积是多少？","216 | 192 | 204 | 228","204","204","相邻垂直棱围成矩形，面积=12×17=204。","grade-pass-sample"
"hjb-high-ds-v2-s6-466","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","multiple-choice","Core","二轮变式1466：选择：袋中有 3 个红球和 5 个蓝球，随机取出 1 个，取到红球的概率是多少？","5/8 | 4/8 | 3/8 | 3/9","3/8","3/8","总球数为 8，红球 3 个，所以概率为 3/8。","grade-pass-sample"
"hjb-high-ds-v2-s6-467","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","fill-in","Core","二轮变式1467：填空：袋中有 2 个红球和 12 个蓝球，随机取出 1 个，取到红球的概率是多少？","","2/14","2/14","总球数为 14，红球 2 个，所以概率为 2/14。","grade-pass-sample"
"hjb-high-ds-v2-s6-476","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","multiple-choice","Core","二轮变式1476：选择：袋中有 9 个红球和 11 个蓝球，随机取出 1 个，取到红球的概率是多少？","11/20 | 10/20 | 9/21 | 9/20","9/20","9/20","总球数为 20，红球 9 个，所以概率为 9/20。","grade-pass-sample"
"hjb-high-ds-v2-s6-482","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","二轮变式1482：选择：等差数列首项为 2，公差为 3，求第 9 项。","26 | 27 | 25 | 28","26","26","a_9=a_1+(9-1)d=2+8×3=26。","grade-pass-sample"
"hjb-high-ds-v2-s6-499","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","二轮变式1499：选择：等差数列首项为 12，公差为 11，求第 13 项。","144 | 145 | 143 | 146","144","144","a_13=a_1+(13-1)d=12+12×11=144。","grade-pass-sample"
"hjb-high-ds-v2-s6-500","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","二轮变式1500：选择：等差数列首项为 5，公差为 3，求第 8 项。","27 | 26 | 25 | 28","26","26","a_8=a_1+(8-1)d=5+7×3=26。","grade-pass-sample"
