id,questionId,reviewStatus,reviewerNotes,illustrationTier,illustrationCategory,reusableTemplateKey,candidatePath,generatedVia,generatedAt,sourceGeneratedPath,importedBytes,importedDimensions,model,size,quality,exactMathLabelsNeeded,sourcePromptZh
hjb-high-ds-v3-s5-238__image2-v1,hjb-high-ds-v3-s5-238,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-238__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0738：选择：直线 l 经过点 (2,13) 和 (3,25)。直线 m 与 l 平行，且经过点 (0,1)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-241__image2-v1,hjb-high-ds-v3-s5-241,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-241__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0741：选择：直线 l 经过点 (6,2) 和 (7,15)。直线 m 与 l 平行，且经过点 (0,4)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-244__image2-v1,hjb-high-ds-v3-s5-244,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-244__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0744：选择：直线 l 经过点 (10,8) 和 (11,18)。直线 m 与 l 平行，且经过点 (0,7)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-247__image2-v1,hjb-high-ds-v3-s5-247,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-247__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0747：选择：直线 l 经过点 (10,11) 和 (11,21)。直线 m 与 l 平行，且经过点 (0,3)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-250__image2-v1,hjb-high-ds-v3-s5-250,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-250__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0750：选择：直线 l 经过点 (9,7) 和 (10,20)。直线 m 与 l 平行，且经过点 (0,6)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-253__image2-v1,hjb-high-ds-v3-s5-253,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-253__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0753：选择：直线 l 经过点 (3,4) 和 (4,16)。直线 m 与 l 平行，且经过点 (0,2)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-256__image2-v1,hjb-high-ds-v3-s5-256,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-256__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0756：选择：直线 l 经过点 (6,10) 和 (7,30)。直线 m 与 l 平行，且经过点 (0,5)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-259__image2-v1,hjb-high-ds-v3-s5-259,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-259__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0759：选择：直线 l 经过点 (9,1) 和 (10,7)。直线 m 与 l 平行，且经过点 (0,1)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-262__image2-v1,hjb-high-ds-v3-s5-262,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-262__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0762：选择：直线 l 经过点 (8,11) 和 (9,16)。直线 m 与 l 平行，且经过点 (0,4)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-265__image2-v1,hjb-high-ds-v3-s5-265,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-265__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0765：选择：直线 l 经过点 (7,6) 和 (8,17)。直线 m 与 l 平行，且经过点 (0,7)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-268__image2-v1,hjb-high-ds-v3-s5-268,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-268__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0768：选择：直线 l 经过点 (4,5) 和 (5,11)。直线 m 与 l 平行，且经过点 (0,3)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-271__image2-v1,hjb-high-ds-v3-s5-271,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-271__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0771：选择：直线 l 经过点 (7,13) 和 (8,31)。直线 m 与 l 平行，且经过点 (0,6)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-274__image2-v1,hjb-high-ds-v3-s5-274,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-274__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0774：选择：直线 l 经过点 (3,4) 和 (4,15)。直线 m 与 l 平行，且经过点 (0,2)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-277__image2-v1,hjb-high-ds-v3-s5-277,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-277__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0777：选择：直线 l 经过点 (3,8) 和 (4,15)。直线 m 与 l 平行，且经过点 (0,5)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-280__image2-v1,hjb-high-ds-v3-s5-280,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-280__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0780：选择：直线 l 经过点 (4,5) 和 (5,14)。直线 m 与 l 平行，且经过点 (0,1)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-283__image2-v1,hjb-high-ds-v3-s5-283,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-283__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0783：选择：直线 l 经过点 (2,5) 和 (3,23)。直线 m 与 l 平行，且经过点 (0,4)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-286__image2-v1,hjb-high-ds-v3-s5-286,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-286__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0786：选择：直线 l 经过点 (5,1) 和 (6,17)。直线 m 与 l 平行，且经过点 (0,7)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v3-s5-289__image2-v1,hjb-high-ds-v3-s5-289,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-289__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V3修复变式0789：选择：直线 l 经过点 (9,9) 和 (10,28)。直线 m 与 l 平行，且经过点 (0,3)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-223__image2-v1,hjb-high-ds-v4-s5-223,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-223__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0723：选择：直线 l 经过点 (6,12) 和 (7,30)。直线 m 与 l 平行，且经过点 (0,7)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-226__image2-v1,hjb-high-ds-v4-s5-226,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-226__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0726：选择：直线 l 经过点 (3,2) 和 (4,16)。直线 m 与 l 平行，且经过点 (0,3)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-229__image2-v1,hjb-high-ds-v4-s5-229,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-229__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0729：选择：直线 l 经过点 (8,9) 和 (9,25)。直线 m 与 l 平行，且经过点 (0,6)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-232__image2-v1,hjb-high-ds-v4-s5-232,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-232__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0732：选择：直线 l 经过点 (11,6) 和 (12,25)。直线 m 与 l 平行，且经过点 (0,2)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-235__image2-v1,hjb-high-ds-v4-s5-235,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-235__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0735：选择：直线 l 经过点 (3,13) 和 (4,31)。直线 m 与 l 平行，且经过点 (0,5)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-238__image2-v1,hjb-high-ds-v4-s5-238,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-238__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0738：选择：直线 l 经过点 (2,13) 和 (3,25)。直线 m 与 l 平行，且经过点 (0,1)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-241__image2-v1,hjb-high-ds-v4-s5-241,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-241__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0741：选择：直线 l 经过点 (6,2) 和 (7,15)。直线 m 与 l 平行，且经过点 (0,4)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-244__image2-v1,hjb-high-ds-v4-s5-244,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-244__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0744：选择：直线 l 经过点 (10,8) 和 (11,18)。直线 m 与 l 平行，且经过点 (0,7)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-247__image2-v1,hjb-high-ds-v4-s5-247,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-247__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0747：选择：直线 l 经过点 (10,11) 和 (11,21)。直线 m 与 l 平行，且经过点 (0,3)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-250__image2-v1,hjb-high-ds-v4-s5-250,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-250__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0750：选择：直线 l 经过点 (9,7) 和 (10,20)。直线 m 与 l 平行，且经过点 (0,6)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-253__image2-v1,hjb-high-ds-v4-s5-253,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-253__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0753：选择：直线 l 经过点 (3,4) 和 (4,16)。直线 m 与 l 平行，且经过点 (0,2)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-256__image2-v1,hjb-high-ds-v4-s5-256,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-256__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0756：选择：直线 l 经过点 (6,10) 和 (7,30)。直线 m 与 l 平行，且经过点 (0,5)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-259__image2-v1,hjb-high-ds-v4-s5-259,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-259__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0759：选择：直线 l 经过点 (9,1) 和 (10,7)。直线 m 与 l 平行，且经过点 (0,1)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-262__image2-v1,hjb-high-ds-v4-s5-262,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-262__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0762：选择：直线 l 经过点 (8,11) 和 (9,16)。直线 m 与 l 平行，且经过点 (0,4)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-265__image2-v1,hjb-high-ds-v4-s5-265,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-265__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0765：选择：直线 l 经过点 (7,6) 和 (8,17)。直线 m 与 l 平行，且经过点 (0,7)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-268__image2-v1,hjb-high-ds-v4-s5-268,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-268__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0768：选择：直线 l 经过点 (4,5) 和 (5,11)。直线 m 与 l 平行，且经过点 (0,3)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-271__image2-v1,hjb-high-ds-v4-s5-271,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-271__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0771：选择：直线 l 经过点 (7,13) 和 (8,31)。直线 m 与 l 平行，且经过点 (0,6)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-274__image2-v1,hjb-high-ds-v4-s5-274,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-274__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0774：选择：直线 l 经过点 (3,4) 和 (4,15)。直线 m 与 l 平行，且经过点 (0,2)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-277__image2-v1,hjb-high-ds-v4-s5-277,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-277__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0777：选择：直线 l 经过点 (3,8) 和 (4,15)。直线 m 与 l 平行，且经过点 (0,5)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-280__image2-v1,hjb-high-ds-v4-s5-280,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-280__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0780：选择：直线 l 经过点 (4,5) 和 (5,14)。直线 m 与 l 平行，且经过点 (0,1)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-283__image2-v1,hjb-high-ds-v4-s5-283,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-283__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0783：选择：直线 l 经过点 (2,5) 和 (3,23)。直线 m 与 l 平行，且经过点 (0,4)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-286__image2-v1,hjb-high-ds-v4-s5-286,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-286__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0786：选择：直线 l 经过点 (5,1) 和 (6,17)。直线 m 与 l 平行，且经过点 (0,7)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v4-s5-289__image2-v1,hjb-high-ds-v4-s5-289,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-289__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","V4修复变式0789：选择：直线 l 经过点 (9,9) 和 (10,28)。直线 m 与 l 平行，且经过点 (0,3)。求直线 m 在 x=2 时的 y 坐标。"
hjb-high-ds-v1-s6-328__image2-v1,hjb-high-ds-v1-s6-328,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s6-328__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","变式1328：选择：直线经过点 (3,3) 和 (4,20)，求斜率。"
hjb-high-ds-v1-s6-331__image2-v1,hjb-high-ds-v1-s6-331,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s6-331__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","变式1331：选择：直线经过点 (7,11) 和 (8,21)，求斜率。"
hjb-high-ds-v1-s6-334__image2-v1,hjb-high-ds-v1-s6-334,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s6-334__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","变式1334：选择：直线经过点 (2,10) 和 (3,27)，求斜率。"
hjb-high-ds-v1-s6-337__image2-v1,hjb-high-ds-v1-s6-337,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s6-337__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","变式1337：选择：直线经过点 (11,1) 和 (12,7)，求斜率。"
hjb-high-ds-v1-s6-340__image2-v1,hjb-high-ds-v1-s6-340,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s6-340__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","变式1340：选择：直线经过点 (9,11) 和 (10,19)，求斜率。"
hjb-high-ds-v1-s6-343__image2-v1,hjb-high-ds-v1-s6-343,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s6-343__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","变式1343：选择：直线经过点 (12,11) 和 (13,28)，求斜率。"
hjb-high-ds-v1-s6-346__image2-v1,hjb-high-ds-v1-s6-346,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s6-346__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","变式1346：选择：直线经过点 (4,5) 和 (5,20)，求斜率。"
hjb-high-ds-v1-s6-349__image2-v1,hjb-high-ds-v1-s6-349,pending,,P1,解析几何直线坐标图,P1:analytic-line-coordinate-plane:multiple-choice,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s6-349__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: coordinates, slope, line names, equations, and intercept labels should be deterministic overlays","变式1349：选择：直线经过点 (7,5) 和 (8,23)，求斜率。"
