questionId,topicId,grade,type,difficulty,storedAnswer,independentAnswer,computedAnswer,status,notes
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-oa-fluency-arrays-q04,us-ca-math-p2-2-oa-fluency-arrays,P2,short-answer,High,35,35,35,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-oa-fluency-arrays-q05,us-ca-math-p2-2-oa-fluency-arrays,P2,multiple-choice,Low,18,18,18,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-oa-fluency-arrays-q06,us-ca-math-p2-2-oa-fluency-arrays,P2,fill-in,Medium,8,8,8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-oa-fluency-arrays-q07,us-ca-math-p2-2-oa-fluency-arrays,P2,multiple-choice,Medium,15,15,15,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-oa-fluency-arrays-q08,us-ca-math-p2-2-oa-fluency-arrays,P2,short-answer,High,24,24,24,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-oa-fluency-arrays-q09,us-ca-math-p2-2-oa-fluency-arrays,P2,multiple-choice,Low,35,35,35,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-oa-fluency-arrays-q10,us-ca-math-p2-2-oa-fluency-arrays,P2,fill-in,Medium,18,18,18,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-oa-fluency-arrays-q11,us-ca-math-p2-2-oa-fluency-arrays,P2,multiple-choice,Medium,8,8,8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-oa-fluency-arrays-q12,us-ca-math-p2-2-oa-fluency-arrays,P2,short-answer,High,15,15,15,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q01,us-ca-math-p2-2-nbt-three-digit-place-value,P2,multiple-choice,Low,175,175,175,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q02,us-ca-math-p2-2-nbt-three-digit-place-value,P2,fill-in,Medium,286,286,286,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q03,us-ca-math-p2-2-nbt-three-digit-place-value,P2,fill-in,Medium,327,327,327,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q04,us-ca-math-p2-2-nbt-three-digit-place-value,P2,fill-in,High,438,438,438,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q05,us-ca-math-p2-2-nbt-three-digit-place-value,P2,fill-in,Low,541,541,541,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q06,us-ca-math-p2-2-nbt-three-digit-place-value,P2,fill-in,Medium,652,652,652,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q07,us-ca-math-p2-2-nbt-three-digit-place-value,P2,fill-in,Medium,163,163,163,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q08,us-ca-math-p2-2-nbt-three-digit-place-value,P2,fill-in,High,274,274,274,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q09,us-ca-math-p2-2-nbt-three-digit-place-value,P2,fill-in,Low,385,385,385,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q10,us-ca-math-p2-2-nbt-three-digit-place-value,P2,fill-in,Medium,426,426,426,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q11,us-ca-math-p2-2-nbt-three-digit-place-value,P2,fill-in,Medium,537,537,537,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q12,us-ca-math-p2-2-nbt-three-digit-place-value,P2,fill-in,High,648,648,648,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q01,us-ca-math-p2-2-md-measure-data-money-time,P2,fill-in,Low,25 cm,25 cm,25 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q02,us-ca-math-p2-2-md-measure-data-money-time,P2,fill-in,Medium,4:00,4:00,4:00,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q03,us-ca-math-p2-2-md-measure-data-money-time,P2,short-answer,Medium,27 cents,27 cents,27 cents,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q04,us-ca-math-p2-2-md-measure-data-money-time,P2,short-answer,High,17 cm,17 cm,17 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q05,us-ca-math-p2-2-md-measure-data-money-time,P2,fill-in,Low,25 cm,25 cm,25 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q06,us-ca-math-p2-2-md-measure-data-money-time,P2,fill-in,Medium,9:00,9:00,9:00,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q07,us-ca-math-p2-2-md-measure-data-money-time,P2,short-answer,Medium,13 cents,13 cents,13 cents,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q08,us-ca-math-p2-2-md-measure-data-money-time,P2,short-answer,High,11 cm,11 cm,11 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q09,us-ca-math-p2-2-md-measure-data-money-time,P2,fill-in,Low,16 cm,16 cm,16 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q10,us-ca-math-p2-2-md-measure-data-money-time,P2,fill-in,Medium,6:00,6:00,6:00,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q11,us-ca-math-p2-2-md-measure-data-money-time,P2,short-answer,Medium,57 cents,57 cents,57 cents,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q12,us-ca-math-p2-2-md-measure-data-money-time,P2,short-answer,High,13 cm,13 cm,13 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q01,us-ca-math-p2-2-g-partition-shapes,P2,multiple-choice,Low,cube,cube,cube,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q02,us-ca-math-p2-2-g-partition-shapes,P2,fill-in,Medium,cone,cone,cone,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q03,us-ca-math-p2-2-g-partition-shapes,P2,fill-in,Medium,3,3,3,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q04,us-ca-math-p2-2-g-partition-shapes,P2,fill-in,High,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q05,us-ca-math-p2-2-g-partition-shapes,P2,fill-in,Low,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q06,us-ca-math-p2-2-g-partition-shapes,P2,fill-in,Medium,circle,circle,circle,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q07,us-ca-math-p2-2-g-partition-shapes,P2,multiple-choice,Medium,cube,cube,cube,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q08,us-ca-math-p2-2-g-partition-shapes,P2,short-answer,High,cone,cone,cone,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q09,us-ca-math-p2-2-g-partition-shapes,P2,fill-in,Low,3,3,3,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q10,us-ca-math-p2-2-g-partition-shapes,P2,fill-in,Medium,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q11,us-ca-math-p2-2-g-partition-shapes,P2,fill-in,Medium,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q12,us-ca-math-p2-2-g-partition-shapes,P2,short-answer,High,circle,circle,circle,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q01,us-ca-math-p3-3-oa-mult-div,P3,multiple-choice,Low,35,35,35,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q02,us-ca-math-p3-3-oa-mult-div,P3,fill-in,Medium,11,11,11,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q03,us-ca-math-p3-3-oa-mult-div,P3,multiple-choice,Medium,8,8,8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q04,us-ca-math-p3-3-oa-mult-div,P3,short-answer,High,15,15,15,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q05,us-ca-math-p3-3-oa-mult-div,P3,multiple-choice,Low,24,24,24,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q06,us-ca-math-p3-3-oa-mult-div,P3,fill-in,Medium,35,35,35,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q07,us-ca-math-p3-3-oa-mult-div,P3,multiple-choice,Medium,18,18,18,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q08,us-ca-math-p3-3-oa-mult-div,P3,short-answer,High,8,8,8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q09,us-ca-math-p3-3-oa-mult-div,P3,multiple-choice,Low,15,15,15,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q10,us-ca-math-p3-3-oa-mult-div,P3,fill-in,Medium,24,24,24,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q11,us-ca-math-p3-3-oa-mult-div,P3,multiple-choice,Medium,35,35,35,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q12,us-ca-math-p3-3-oa-mult-div,P3,short-answer,High,18,18,18,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q01,us-ca-math-p3-3-nbt-arithmetic,P3,multiple-choice,Low,351,351,351,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q02,us-ca-math-p3-3-nbt-arithmetic,P3,fill-in,Medium,462,462,462,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q03,us-ca-math-p3-3-nbt-arithmetic,P3,fill-in,Medium,573,573,573,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q04,us-ca-math-p3-3-nbt-arithmetic,P3,fill-in,High,684,684,684,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q05,us-ca-math-p3-3-nbt-arithmetic,P3,fill-in,Low,125,125,125,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q06,us-ca-math-p3-3-nbt-arithmetic,P3,fill-in,Medium,236,236,236,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q07,us-ca-math-p3-3-nbt-arithmetic,P3,fill-in,Medium,347,347,347,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q08,us-ca-math-p3-3-nbt-arithmetic,P3,fill-in,High,458,458,458,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q09,us-ca-math-p3-3-nbt-arithmetic,P3,fill-in,Low,561,561,561,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q10,us-ca-math-p3-3-nbt-arithmetic,P3,fill-in,Medium,672,672,672,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q11,us-ca-math-p3-3-nbt-arithmetic,P3,fill-in,Medium,183,183,183,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q12,us-ca-math-p3-3-nbt-arithmetic,P3,fill-in,High,224,224,224,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q01,us-ca-math-p3-3-nf-fraction-meaning,P3,fill-in,Low,4/6,4/6,4/6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q02,us-ca-math-p3-3-nf-fraction-meaning,P3,fill-in,Medium,5/7,5/7,5/7,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q03,us-ca-math-p3-3-nf-fraction-meaning,P3,short-answer,Medium,2/16,2/16,2/16,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q04,us-ca-math-p3-3-nf-fraction-meaning,P3,short-answer,High,2/4,2/4,2/4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q05,us-ca-math-p3-3-nf-fraction-meaning,P3,fill-in,Low,3/5,3/5,3/5,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q06,us-ca-math-p3-3-nf-fraction-meaning,P3,fill-in,Medium,5/6,5/6,5/6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q07,us-ca-math-p3-3-nf-fraction-meaning,P3,short-answer,Medium,6/14,6/14,6/14,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q08,us-ca-math-p3-3-nf-fraction-meaning,P3,short-answer,High,5/8,5/8,5/8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q09,us-ca-math-p3-3-nf-fraction-meaning,P3,fill-in,Low,2/4,2/4,2/4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q10,us-ca-math-p3-3-nf-fraction-meaning,P3,fill-in,Medium,4/5,4/5,4/5,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q11,us-ca-math-p3-3-nf-fraction-meaning,P3,short-answer,Medium,8/12,8/12,8/12,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q12,us-ca-math-p3-3-nf-fraction-meaning,P3,short-answer,High,1/7,1/7,1/7,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q01,us-ca-math-p3-3-md-time-data-area-perimeter,P3,fill-in,Low,2 more apples,2 more apples,2 more apples,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q02,us-ca-math-p3-3-md-time-data-area-perimeter,P3,short-answer,Medium,1 more apples,1 more apples,1 more apples,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q03,us-ca-math-p3-3-md-time-data-area-perimeter,P3,short-answer,Medium,13 cm,13 cm,13 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q04,us-ca-math-p3-3-md-time-data-area-perimeter,P3,short-answer,High,26 units,26 units,26 units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q05,us-ca-math-p3-3-md-time-data-area-perimeter,P3,fill-in,Low,11 cm,11 cm,11 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q06,us-ca-math-p3-3-md-time-data-area-perimeter,P3,short-answer,Medium,13 cm,13 cm,13 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q07,us-ca-math-p3-3-md-time-data-area-perimeter,P3,short-answer,Medium,4 more oranges,4 more oranges,4 more oranges,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q08,us-ca-math-p3-3-md-time-data-area-perimeter,P3,short-answer,High,20 units,20 units,20 units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q09,us-ca-math-p3-3-md-time-data-area-perimeter,P3,fill-in,Low,2 more apples,2 more apples,2 more apples,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q10,us-ca-math-p3-3-md-time-data-area-perimeter,P3,short-answer,Medium,15 cm,15 cm,15 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q11,us-ca-math-p3-3-md-time-data-area-perimeter,P3,short-answer,Medium,1 more oranges,1 more oranges,1 more oranges,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q12,us-ca-math-p3-3-md-time-data-area-perimeter,P3,short-answer,High,26 units,26 units,26 units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q01,us-ca-math-p3-3-g-categories,P3,multiple-choice,Low,cone,cone,cone,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q02,us-ca-math-p3-3-g-categories,P3,fill-in,Medium,3,3,3,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q03,us-ca-math-p3-3-g-categories,P3,fill-in,Medium,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q04,us-ca-math-p3-3-g-categories,P3,fill-in,High,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q05,us-ca-math-p3-3-g-categories,P3,multiple-choice,Low,circle,circle,circle,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q06,us-ca-math-p3-3-g-categories,P3,fill-in,Medium,cube,cube,cube,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q07,us-ca-math-p3-3-g-categories,P3,multiple-choice,Medium,cone,cone,cone,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q08,us-ca-math-p3-3-g-categories,P3,fill-in,High,3,3,3,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q09,us-ca-math-p3-3-g-categories,P3,fill-in,Low,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q10,us-ca-math-p3-3-g-categories,P3,fill-in,Medium,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q11,us-ca-math-p3-3-g-categories,P3,multiple-choice,Medium,circle,circle,circle,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-g-categories-q12,us-ca-math-p3-3-g-categories,P3,short-answer,High,cube,cube,cube,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q01,us-ca-math-p4-4-oa-factors-patterns,P4,multiple-choice,Low,yes,yes,yes,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q02,us-ca-math-p4-4-oa-factors-patterns,P4,fill-in,Medium,7,7,7,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q03,us-ca-math-p4-4-oa-factors-patterns,P4,multiple-choice,Medium,no,no,no,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q04,us-ca-math-p4-4-oa-factors-patterns,P4,fill-in,High,21,21,21,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q05,us-ca-math-p4-4-oa-factors-patterns,P4,multiple-choice,Low,24,24,24,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q06,us-ca-math-p4-4-oa-factors-patterns,P4,fill-in,Medium,35,35,35,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q07,us-ca-math-p4-4-oa-factors-patterns,P4,multiple-choice,Medium,18,18,18,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q08,us-ca-math-p4-4-oa-factors-patterns,P4,fill-in,High,12,12,12,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q09,us-ca-math-p4-4-oa-factors-patterns,P4,multiple-choice,Low,no,no,no,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q10,us-ca-math-p4-4-oa-factors-patterns,P4,fill-in,Medium,24,24,24,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q11,us-ca-math-p4-4-oa-factors-patterns,P4,multiple-choice,Medium,35,35,35,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-oa-factors-patterns-q12,us-ca-math-p4-4-oa-factors-patterns,P4,fill-in,High,30,30,30,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q01,us-ca-math-p4-4-nbt-multi-digit,P4,multiple-choice,Low,8,8,8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q02,us-ca-math-p4-4-nbt-multi-digit,P4,fill-in,Medium,577,577,577,pass,"Deterministic generated answer, independent answer, and computed answer agree."
