id,grade,usGradeLabel,topicId,sourceKind,domainId,clusterTitle,currentDifficulty,s18RecommendedDifficulty,type,validationMethod,answer,promptEn
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q01,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,Low,Low,multiple-choice,computed-place-value,175,"Three Digit Place Value checkpoint: On a warm-up card, count or model, then answer: what number has 1 hundred, 7 tens, and 5 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q02,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,Medium,Medium,fill-in,computed-place-value,286,"Three Digit Place Value checkpoint: During partner practice, write the missing answer: what number has 2 hundreds, 8 tens, and 6 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q03,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,Medium,Medium,fill-in,computed-place-value,327,"Three Digit Place Value checkpoint: On a classroom mat, choose the best answer: what number has 3 hundreds, 2 tens, and 7 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q04,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,High,High,fill-in,computed-place-value,438,"Three Digit Place Value checkpoint: In a quick check, show the reasoning in one step: what number has 4 hundreds, 3 tens, and 8 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q05,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,Low,Low,fill-in,computed-place-value,541,"Three Digit Place Value checkpoint: On a math notebook page, use a quick check strategy: what number has 5 hundreds, 4 tens, and 1 one?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q06,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,Medium,Medium,fill-in,computed-place-value,652,"Three Digit Place Value checkpoint: At a learning station, solve with a drawing or number sentence: what number has 6 hundreds, 5 tens, and 2 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q07,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,Medium,Medium,fill-in,computed-place-value,163,"Three Digit Place Value checkpoint: On a teacher card, look for the important numbers: what number has 1 hundred, 6 tens, and 3 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q08,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,High,High,fill-in,computed-place-value,274,"Three Digit Place Value checkpoint: During independent practice, explain the matching idea: what number has 2 hundreds, 7 tens, and 4 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q09,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,Low,Low,fill-in,computed-place-value,385,"Three Digit Place Value checkpoint: On an exit ticket, try a second strategy to confirm: what number has 3 hundreds, 8 tens, and 5 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q10,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,Medium,Medium,fill-in,computed-place-value,426,"Three Digit Place Value checkpoint: In a review game, answer and check the unit or label: what number has 4 hundreds, 2 tens, and 6 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q11,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,Medium,Medium,fill-in,computed-place-value,537,"Three Digit Place Value checkpoint: On a strategy board, use the topic idea to decide: what number has 5 hundreds, 3 tens, and 7 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-nbt-three-digit-place-value-q12,P2,Grade 2,us-ca-math-p2-2-nbt-three-digit-place-value,k-g5-textbook-lesson,2.NBT,Three Digit Place Value,High,High,fill-in,computed-place-value,648,"Three Digit Place Value checkpoint: During a small-group check, finish the challenge carefully: what number has 6 hundreds, 4 tens, and 8 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q01,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,Low,Low,fill-in,computed-measurement-subtraction,25 cm,"Measure Data Money Time checkpoint: On a warm-up card, count or model, then answer: a ribbon is 34 cm long. It is cut 9 cm shorter. How long is it now?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q02,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,Medium,Medium,fill-in,computed-time-addition,4:00,"Measure Data Money Time checkpoint: During partner practice, write the missing answer: a clock shows 3:00. What time will it be 1 hours later?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q03,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,Medium,Medium,short-answer,computed-money-value,27 cents,"Measure Data Money Time checkpoint: On a classroom mat, choose the best answer: a coin cup has 2 dimes and 7 pennies. How many cents is that?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q04,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,High,High,short-answer,computed-measurement-addition,17 cm,"Measure Data Money Time checkpoint: In a quick check, show the reasoning in one step: a ribbon is 9 cm long. Another ribbon is 8 cm long. What is the total length?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q05,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,Low,Low,fill-in,computed-measurement-subtraction,25 cm,"Measure Data Money Time checkpoint: On a math notebook page, use a quick check strategy: a ribbon is 38 cm long. It is cut 13 cm shorter. How long is it now?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q06,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,Medium,Medium,fill-in,computed-time-addition,9:00,"Measure Data Money Time checkpoint: At a learning station, solve with a drawing or number sentence: a clock shows 7:00. What time will it be 2 hours later?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q07,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,Medium,Medium,short-answer,computed-money-value,13 cents,"Measure Data Money Time checkpoint: On a teacher card, look for the important numbers: a coin cup has 1 dimes and 3 pennies. How many cents is that?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q08,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,High,High,short-answer,computed-measurement-addition,11 cm,"Measure Data Money Time checkpoint: During independent practice, explain the matching idea: a ribbon is 5 cm long. Another ribbon is 6 cm long. What is the total length?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q09,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,Low,Low,fill-in,computed-measurement-subtraction,16 cm,"Measure Data Money Time checkpoint: On an exit ticket, try a second strategy to confirm: a ribbon is 24 cm long. It is cut 8 cm shorter. How long is it now?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q10,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,Medium,Medium,fill-in,computed-time-addition,6:00,"Measure Data Money Time checkpoint: In a review game, answer and check the unit or label: a clock shows 3:00. What time will it be 3 hours later?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q11,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,Medium,Medium,short-answer,computed-money-value,57 cents,"Measure Data Money Time checkpoint: On a strategy board, use the topic idea to decide: a coin cup has 5 dimes and 7 pennies. How many cents is that?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-md-measure-data-money-time-q12,P2,Grade 2,us-ca-math-p2-2-md-measure-data-money-time,k-g5-textbook-lesson,2.MD,Measure Data Money Time,High,High,short-answer,computed-measurement-addition,13 cm,"Measure Data Money Time checkpoint: During a small-group check, finish the challenge carefully: a ribbon is 9 cm long. Another ribbon is 4 cm long. What is the total length?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q01,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,Low,Low,multiple-choice,computed-shape-identification,cube,"Partition Shapes checkpoint: On a warm-up card, count or model, then answer: on a drawing label, which shape name matches an object with the label ""cube""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q02,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,Medium,Medium,fill-in,computed-shape-identification,cone,"Partition Shapes checkpoint: During partner practice, write the missing answer: on a model tray, which shape name matches an object with the label ""cone""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q03,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,Medium,Medium,fill-in,computed-shape-property,3,"Partition Shapes checkpoint: On a classroom mat, choose the best answer: in a notebook sketch, how many sides does a triangle have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q04,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,High,High,fill-in,computed-shape-property,4,"Partition Shapes checkpoint: In a quick check, show the reasoning in one step: in an attribute chart, how many sides does a rectangle have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q05,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,Low,Low,fill-in,computed-shape-property,4,"Partition Shapes checkpoint: On a math notebook page, use a quick check strategy: in a math poster, how many sides does a square have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q06,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,Medium,Medium,fill-in,computed-shape-identification,circle,"Partition Shapes checkpoint: At a learning station, solve with a drawing or number sentence: on a shape station, which shape name matches an object with the label ""circle""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q07,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,Medium,Medium,multiple-choice,computed-shape-identification,cube,"Partition Shapes checkpoint: On a teacher card, look for the important numbers: on a sorting mat, which shape name matches an object with the label ""cube""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q08,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,High,High,short-answer,computed-shape-identification,cone,"Partition Shapes checkpoint: During independent practice, explain the matching idea: on a classroom card, which shape name matches an object with the label ""cone""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q09,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,Low,Low,fill-in,computed-shape-property,3,"Partition Shapes checkpoint: On an exit ticket, try a second strategy to confirm: in a drawing label, how many sides does a triangle have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q10,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,Medium,Medium,fill-in,computed-shape-property,4,"Partition Shapes checkpoint: In a review game, answer and check the unit or label: in a model tray, how many sides does a rectangle have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q11,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,Medium,Medium,fill-in,computed-shape-property,4,"Partition Shapes checkpoint: On a strategy board, use the topic idea to decide: in a notebook sketch, how many sides does a square have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p2-2-g-partition-shapes-q12,P2,Grade 2,us-ca-math-p2-2-g-partition-shapes,k-g5-textbook-lesson,2.G,Partition Shapes,High,High,short-answer,computed-shape-identification,circle,"Partition Shapes checkpoint: During a small-group check, finish the challenge carefully: on an attribute chart, which shape name matches an object with the label ""circle""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q01,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,Low,Low,multiple-choice,computed-multiplication,35,"Mult Div checkpoint: On a warm-up card, count or model, then answer: 5 equal bags each hold 7 shells. How many shells are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q02,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,Medium,Medium,fill-in,computed-addition,11,"Mult Div checkpoint: During partner practice, write the missing answer: a tray has 8 red buttons and 3 blue buttons. How many buttons are on the tray?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q03,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,Medium,Medium,multiple-choice,computed-multiplication,8,"Mult Div checkpoint: On a classroom mat, choose the best answer: 2 equal bags each hold 4 tiles. How many tiles are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q04,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,High,High,short-answer,computed-multiplication,15,"Mult Div checkpoint: In a quick check, show the reasoning in one step: 3 equal bags each hold 5 stickers. How many stickers are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q05,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,Low,Low,multiple-choice,computed-multiplication,24,"Mult Div checkpoint: On a math notebook page, use a quick check strategy: 4 equal bags each hold 6 blocks. How many blocks are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q06,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,Medium,Medium,fill-in,computed-multiplication,35,"Mult Div checkpoint: At a learning station, solve with a drawing or number sentence: 5 equal bags each hold 7 buttons. How many buttons are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q07,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,Medium,Medium,multiple-choice,computed-multiplication,18,"Mult Div checkpoint: On a teacher card, look for the important numbers: 6 equal bags each hold 3 cubes. How many cubes are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q08,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,High,High,short-answer,computed-multiplication,8,"Mult Div checkpoint: During independent practice, explain the matching idea: 2 equal bags each hold 4 cards. How many cards are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q09,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,Low,Low,multiple-choice,computed-multiplication,15,"Mult Div checkpoint: On an exit ticket, try a second strategy to confirm: 3 equal bags each hold 5 shells. How many shells are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q10,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,Medium,Medium,fill-in,computed-multiplication,24,"Mult Div checkpoint: In a review game, answer and check the unit or label: 4 equal bags each hold 6 counters. How many counters are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q11,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,Medium,Medium,multiple-choice,computed-multiplication,35,"Mult Div checkpoint: On a strategy board, use the topic idea to decide: 5 equal bags each hold 7 tiles. How many tiles are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-oa-mult-div-q12,P3,Grade 3,us-ca-math-p3-3-oa-mult-div,k-g5-textbook-lesson,3.OA,Mult Div,High,High,short-answer,computed-multiplication,18,"Mult Div checkpoint: During a small-group check, finish the challenge carefully: 6 equal bags each hold 3 stickers. How many stickers are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q01,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,Low,Low,multiple-choice,computed-place-value,351,"Arithmetic checkpoint: On a warm-up card, count or model, then answer: what number has 3 hundreds, 5 tens, and 1 one?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q02,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,Medium,Medium,fill-in,computed-place-value,462,"Arithmetic checkpoint: During partner practice, write the missing answer: what number has 4 hundreds, 6 tens, and 2 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q03,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,Medium,Medium,fill-in,computed-place-value,573,"Arithmetic checkpoint: On a classroom mat, choose the best answer: what number has 5 hundreds, 7 tens, and 3 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q04,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,High,High,fill-in,computed-place-value,684,"Arithmetic checkpoint: In a quick check, show the reasoning in one step: what number has 6 hundreds, 8 tens, and 4 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q05,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,Low,Low,fill-in,computed-place-value,125,"Arithmetic checkpoint: On a math notebook page, use a quick check strategy: what number has 1 hundred, 2 tens, and 5 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q06,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,Medium,Medium,fill-in,computed-place-value,236,"Arithmetic checkpoint: At a learning station, solve with a drawing or number sentence: what number has 2 hundreds, 3 tens, and 6 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q07,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,Medium,Medium,fill-in,computed-place-value,347,"Arithmetic checkpoint: On a teacher card, look for the important numbers: what number has 3 hundreds, 4 tens, and 7 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q08,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,High,High,fill-in,computed-place-value,458,"Arithmetic checkpoint: During independent practice, explain the matching idea: what number has 4 hundreds, 5 tens, and 8 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q09,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,Low,Low,fill-in,computed-place-value,561,"Arithmetic checkpoint: On an exit ticket, try a second strategy to confirm: what number has 5 hundreds, 6 tens, and 1 one?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q10,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,Medium,Medium,fill-in,computed-place-value,672,"Arithmetic checkpoint: In a review game, answer and check the unit or label: what number has 6 hundreds, 7 tens, and 2 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q11,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,Medium,Medium,fill-in,computed-place-value,183,"Arithmetic checkpoint: On a strategy board, use the topic idea to decide: what number has 1 hundred, 8 tens, and 3 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nbt-arithmetic-q12,P3,Grade 3,us-ca-math-p3-3-nbt-arithmetic,k-g5-textbook-lesson,3.NBT,Arithmetic,High,High,fill-in,computed-place-value,224,"Arithmetic checkpoint: During a small-group check, finish the challenge carefully: what number has 2 hundreds, 2 tens, and 4 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q01,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,Low,Low,fill-in,computed-fraction-number-line,4/6,"Fraction Meaning checkpoint: On a warm-up card, count or model, then answer: a number line from 0 to 1 is split into 6 equal jumps. A point is at jump 4. What fraction names the point?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q02,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,Medium,Medium,fill-in,computed-fraction-comparison,5/7,"Fraction Meaning checkpoint: During partner practice, write the missing answer: which fraction is greater: 4/7 or 5/7?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q03,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,Medium,Medium,short-answer,computed-fraction-equivalence,2/16,"Fraction Meaning checkpoint: On a classroom mat, choose the best answer: name a fraction equivalent to 1/8 by splitting each part into 2 equal pieces."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q04,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,High,High,short-answer,computed-fraction-model,2/4,"Fraction Meaning checkpoint: In a quick check, show the reasoning in one step: a rectangle is split into 4 equal parts. 2 parts are shaded. What fraction is shaded?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q05,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,Low,Low,fill-in,computed-fraction-number-line,3/5,"Fraction Meaning checkpoint: On a math notebook page, use a quick check strategy: a number line from 0 to 1 is split into 5 equal jumps. A point is at jump 3. What fraction names the point?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q06,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,Medium,Medium,fill-in,computed-fraction-comparison,5/6,"Fraction Meaning checkpoint: At a learning station, solve with a drawing or number sentence: which fraction is greater: 4/6 or 5/6?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q07,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,Medium,Medium,short-answer,computed-fraction-equivalence,6/14,"Fraction Meaning checkpoint: On a teacher card, look for the important numbers: name a fraction equivalent to 3/7 by splitting each part into 2 equal pieces."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q08,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,High,High,short-answer,computed-fraction-model,5/8,"Fraction Meaning checkpoint: During independent practice, explain the matching idea: a rectangle is split into 8 equal parts. 5 parts are shaded. What fraction is shaded?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q09,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,Low,Low,fill-in,computed-fraction-number-line,2/4,"Fraction Meaning checkpoint: On an exit ticket, try a second strategy to confirm: a number line from 0 to 1 is split into 4 equal jumps. A point is at jump 2. What fraction names the point?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q10,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,Medium,Medium,fill-in,computed-fraction-comparison,4/5,"Fraction Meaning checkpoint: In a review game, answer and check the unit or label: which fraction is greater: 4/5 or 3/5?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q11,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,Medium,Medium,short-answer,computed-fraction-equivalence,8/12,"Fraction Meaning checkpoint: On a strategy board, use the topic idea to decide: name a fraction equivalent to 4/6 by splitting each part into 2 equal pieces."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-nf-fraction-meaning-q12,P3,Grade 3,us-ca-math-p3-3-nf-fraction-meaning,k-g5-textbook-lesson,3.NF,Fraction Meaning,High,High,short-answer,computed-fraction-model,1/7,"Fraction Meaning checkpoint: During a small-group check, finish the challenge carefully: a rectangle is split into 7 equal parts. 1 part are shaded. What fraction is shaded?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q01,P3,Grade 3,us-ca-math-p3-3-md-time-data-area-perimeter,k-g5-textbook-lesson,3.MD,Time Data Area Perimeter,Low,Low,fill-in,computed-data-comparison,2 more apples,"Time Data Area Perimeter checkpoint: On a warm-up card, count or model, then answer: a picture graph shows 7 apples and 5 oranges. Which fruit has more, and by how many?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p3-3-md-time-data-area-perimeter-q02,P3,Grade 3,us-ca-math-p3-3-md-time-data-area-perimeter,k-g5-textbook-lesson,3.MD,Time Data Area Perimeter,Medium,Medium,short-answer,computed-data-comparison,1 more apples,"Time Data Area Perimeter checkpoint: During partner practice, write the missing answer: a picture graph shows 9 apples and 8 oranges. Which fruit has more, and by how many?"
