id,batch,grade,semester,knowledgePointId,unitTitle,type,difficulty,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,paperPatternCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,reviewNotes
pep-junior-candidate-k02-fi-026,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,fill-in,Core,解方程：4x+7=19。x=____。,,3,3,两边减7得4x=12，再除以4，x=3。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-upper-paper-expression-simplification,pep-junior-exam-quadrilaterals-pythagorean,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-fi-027,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,fill-in,Core,解方程：5x+10=30。x=____。,,4,4,两边减10得5x=20，再除以5，x=4。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-upper-paper-linear-equation-modeling,pep-junior-exam-circle-geometry,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-fi-028,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,fill-in,Core,解方程：2x+5=15。x=____。,,5,5,两边减5得2x=10，再除以2，x=5。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-upper-paper-midterm-final-integrated,pep-junior-exam-similarity-right-triangle-trig,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-001,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买4本后又花8元买笔，共用24元。写出求x的方程。,,4x+8=24,4x+8=24 | 8+4x=24,4本练习本花4x元，加上8元等于24元，方程是4x+8=24。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-upper-paper-expression-simplification,pep-junior-exam-linear-equation-inequality-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-002,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买5本后又花9元买笔，共用39元。写出求x的方程。,,5x+9=39,5x+9=39 | 9+5x=39,5本练习本花5x元，加上9元等于39元，方程是5x+9=39。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-upper-paper-linear-equation-modeling,pep-junior-exam-applied-modeling-finance-rate,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-003,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买6本后又花10元买笔，共用22元。写出求x的方程。,,6x+10=22,6x+10=22 | 10+6x=22,6本练习本花6x元，加上10元等于22元，方程是6x+10=22。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-upper-paper-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-004,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买7本后又花4元买笔，共用32元。写出求x的方程。,,7x+4=32,7x+4=32 | 4+7x=32,7本练习本花7x元，加上4元等于32元，方程是7x+4=32。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-upper-paper-rational-number-operations,pep-junior-exam-statistics-probability,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-005,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买3本后又花5元买笔，共用23元。写出求x的方程。,,3x+5=23,3x+5=23 | 5+3x=23,3本练习本花3x元，加上5元等于23元，方程是3x+5=23。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-upper-paper-geometric-figures,pep-junior-exam-coordinate-transformations,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-006,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买4本后又花6元买笔，共用14元。写出求x的方程。,,4x+6=14,4x+6=14 | 6+4x=14,4本练习本花4x元，加上6元等于14元，方程是4x+6=14。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s2-upper-paper-polynomial-multiplication-factorization,pep-junior-exam-polynomial-factorization-fractions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-007,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买5本后又花7元买笔，共用27元。写出求x的方程。,,5x+7=27,5x+7=27 | 7+5x=27,5本练习本花5x元，加上7元等于27元，方程是5x+7=27。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s2-upper-paper-integrated-review,pep-junior-exam-inverse-proportion-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-008,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买6本后又花8元买笔，共用44元。写出求x的方程。,,6x+8=44,6x+8=44 | 8+6x=44,6本练习本花6x元，加上8元等于44元，方程是6x+8=44。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-lower-paper-lines-parallel-angles,pep-junior-exam-linear-functions-graphs,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-009,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买7本后又花9元买笔，共用23元。写出求x的方程。,,7x+9=23,7x+9=23 | 9+7x=23,7本练习本花7x元，加上9元等于23元，方程是7x+9=23。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-lower-paper-real-numbers,pep-junior-exam-quadratic-equations-functions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-010,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买3本后又花10元买笔，共用22元。写出求x的方程。,,3x+10=22,3x+10=22 | 10+3x=22,3本练习本花3x元，加上10元等于22元，方程是3x+10=22。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-lower-paper-coordinate-plane,pep-junior-exam-triangles-congruence-proof,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-011,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买4本后又花4元买笔，共用28元。写出求x的方程。,,4x+4=28,4x+4=28 | 4+4x=28,4本练习本花4x元，加上4元等于28元，方程是4x+4=28。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-lower-paper-linear-systems,pep-junior-exam-quadrilaterals-pythagorean,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-012,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买5本后又花5元买笔，共用15元。写出求x的方程。,,5x+5=15,5x+5=15 | 5+5x=15,5本练习本花5x元，加上5元等于15元，方程是5x+5=15。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-lower-paper-inequalities,pep-junior-exam-circle-geometry,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-013,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买6本后又花6元买笔，共用30元。写出求x的方程。,,6x+6=30,6x+6=30 | 6+6x=30,6本练习本花6x元，加上6元等于30元，方程是6x+6=30。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-lower-paper-data-collection,pep-junior-exam-similarity-right-triangle-trig,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-014,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买7本后又花7元买笔，共用49元。写出求x的方程。,,7x+7=49,7x+7=49 | 7+7x=49,7本练习本花7x元，加上7元等于49元，方程是7x+7=49。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-lower-paper-midterm-final-integrated,pep-junior-exam-dynamic-geometry-functions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-015,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买3本后又花8元买笔，共用14元。写出求x的方程。,,3x+8=14,3x+8=14 | 8+3x=14,3本练习本花3x元，加上8元等于14元，方程是3x+8=14。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s2-upper-paper-triangle-angle-relations,pep-junior-exam-proof-calculation-integrated,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-016,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买4本后又花9元买笔，共用25元。写出求x的方程。,,4x+9=25,4x+9=25 | 9+4x=25,4本练习本花4x元，加上9元等于25元，方程是4x+9=25。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s2-upper-paper-congruence-proof,pep-junior-exam-linear-equation-inequality-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-017,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买5本后又花10元买笔，共用40元。写出求x的方程。,,5x+10=40,5x+10=40 | 10+5x=40,5本练习本花5x元，加上10元等于40元，方程是5x+10=40。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s2-upper-paper-axis-symmetry-isosceles,pep-junior-exam-applied-modeling-finance-rate,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-018,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买6本后又花4元买笔，共用16元。写出求x的方程。,,6x+4=16,6x+4=16 | 4+6x=16,6本练习本花6x元，加上4元等于16元，方程是6x+4=16。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s2-upper-paper-algebraic-fractions,pep-junior-exam-number-sense-real-numbers,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-019,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买7本后又花5元买笔，共用33元。写出求x的方程。,,7x+5=33,7x+5=33 | 5+7x=33,7本练习本花7x元，加上5元等于33元，方程是7x+5=33。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s3-upper-paper-quadratic-equations,pep-junior-exam-statistics-probability,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-020,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买3本后又花6元买笔，共用24元。写出求x的方程。,,3x+6=24,3x+6=24 | 6+3x=24,3本练习本花3x元，加上6元等于24元，方程是3x+6=24。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s3-upper-paper-quadratic-functions,pep-junior-exam-coordinate-transformations,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-021,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买4本后又花7元买笔，共用15元。写出求x的方程。,,4x+7=15,4x+7=15 | 7+4x=15,4本练习本花4x元，加上7元等于15元，方程是4x+7=15。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s3-upper-paper-rotation-transformations,pep-junior-exam-polynomial-factorization-fractions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-022,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买5本后又花8元买笔，共用28元。写出求x的方程。,,5x+8=28,5x+8=28 | 8+5x=28,5本练习本花5x元，加上8元等于28元，方程是5x+8=28。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s3-upper-paper-circle-geometry,pep-junior-exam-inverse-proportion-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-023,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买6本后又花9元买笔，共用45元。写出求x的方程。,,6x+9=45,6x+9=45 | 9+6x=45,6本练习本花6x元，加上9元等于45元，方程是6x+9=45。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s3-upper-paper-probability-introduction,pep-junior-exam-linear-functions-graphs,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-024,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买7本后又花10元买笔，共用24元。写出求x的方程。,,7x+10=24,7x+10=24 | 10+7x=24,7本练习本花7x元，加上10元等于24元，方程是7x+10=24。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s3-upper-paper-integrated-review,pep-junior-exam-quadratic-equations-functions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-025,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买3本后又花4元买笔，共用16元。写出求x的方程。,,3x+4=16,3x+4=16 | 4+3x=16,3本练习本花3x元，加上4元等于16元，方程是3x+4=16。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s2-lower-paper-linear-functions,pep-junior-exam-triangles-congruence-proof,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-026,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买4本后又花5元买笔，共用29元。写出求x的方程。,,4x+5=29,4x+5=29 | 5+4x=29,4本练习本花4x元，加上5元等于29元，方程是4x+5=29。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-upper-paper-expression-simplification,pep-junior-exam-quadrilaterals-pythagorean,passed,pass,deterministic-original-candidate
pep-junior-candidate-k02-sa-027,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,Core,每本练习本x元，买5本后又花6元买笔，共用16元。写出求x的方程。,,5x+6=16,5x+6=16 | 6+5x=16,5本练习本花5x元，加上6元等于16元，方程是5x+6=16。,pep-junior-s1-upper-expressions-linear-equations,pep-junior-s1-upper-paper-linear-equation-modeling,pep-junior-exam-circle-geometry,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-001,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是42°，另一个角是多少？,42° | 78° | 180° | 138°,138°,138° | 138,平角为180°，另一个角是180°-42°=138°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-upper-paper-geometric-figures,pep-junior-exam-number-sense-real-numbers,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-002,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是49°，另一个角是多少？,71° | 180° | 131° | 49°,131°,131° | 131,平角为180°，另一个角是180°-49°=131°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-upper-paper-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-003,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是56°，另一个角是多少？,180° | 124° | 56° | 64°,124°,124° | 124,平角为180°，另一个角是180°-56°=124°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-upper-paper-rational-number-operations,pep-junior-exam-statistics-probability,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-004,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是63°，另一个角是多少？,117° | 63° | 87° | 180°,117°,117° | 117,平角为180°，另一个角是180°-63°=117°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-upper-paper-expression-simplification,pep-junior-exam-coordinate-transformations,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-005,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Core,两个角组成平角，其中一个角是70°，另一个角是多少？,70° | 80° | 180° | 110°,110°,110° | 110,平角为180°，另一个角是180°-70°=110°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-upper-paper-linear-equation-modeling,pep-junior-exam-applied-modeling-finance-rate,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-006,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是77°，另一个角是多少？,73° | 180° | 103° | 77°,103°,103° | 103,平角为180°，另一个角是180°-77°=103°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-lower-paper-lines-parallel-angles,pep-junior-exam-polynomial-factorization-fractions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-007,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是84°，另一个角是多少？,180° | 96° | 84° | 66°,96°,96° | 96,平角为180°，另一个角是180°-84°=96°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-lower-paper-real-numbers,pep-junior-exam-linear-functions-graphs,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-008,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是91°，另一个角是多少？,89° | 91° | 180° | 90°,89°,89° | 89,平角为180°，另一个角是180°-91°=89°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-lower-paper-coordinate-plane,pep-junior-exam-quadratic-equations-functions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-009,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是98°，另一个角是多少？,98° | 180° | 83° | 82°,82°,82° | 82,平角为180°，另一个角是180°-98°=82°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-lower-paper-linear-systems,pep-junior-exam-triangles-congruence-proof,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-010,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Core,两个角组成平角，其中一个角是105°，另一个角是多少？,180° | 76° | 75° | 105°,75°,75° | 75,平角为180°，另一个角是180°-105°=75°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-lower-paper-inequalities,pep-junior-exam-quadrilaterals-pythagorean,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-011,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是112°，另一个角是多少？,69° | 68° | 112° | 180°,68°,68° | 68,平角为180°，另一个角是180°-112°=68°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-lower-paper-data-collection,pep-junior-exam-circle-geometry,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-012,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是119°，另一个角是多少？,61° | 119° | 180° | 62°,61°,61° | 61,平角为180°，另一个角是180°-119°=61°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-lower-paper-midterm-final-integrated,pep-junior-exam-similarity-right-triangle-trig,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-013,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是126°，另一个角是多少？,126° | 84° | 180° | 54°,54°,54° | 54,平角为180°，另一个角是180°-126°=54°。,pep-junior-s1-upper-geometric-figures,pep-junior-s2-upper-paper-triangle-angle-relations,pep-junior-exam-inverse-proportion-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-014,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是133°，另一个角是多少？,77° | 180° | 47° | 133°,47°,47° | 47,平角为180°，另一个角是180°-133°=47°。,pep-junior-s1-upper-geometric-figures,pep-junior-s2-upper-paper-congruence-proof,pep-junior-exam-dynamic-geometry-functions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-015,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Core,两个角组成平角，其中一个角是40°，另一个角是多少？,180° | 140° | 40° | 80°,140°,140° | 140,平角为180°，另一个角是180°-40°=140°。,pep-junior-s1-upper-geometric-figures,pep-junior-s2-upper-paper-axis-symmetry-isosceles,pep-junior-exam-proof-calculation-integrated,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-016,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是47°，另一个角是多少？,133° | 47° | 73° | 180°,133°,133° | 133,平角为180°，另一个角是180°-47°=133°。,pep-junior-s1-upper-geometric-figures,pep-junior-s2-upper-paper-polynomial-multiplication-factorization,pep-junior-exam-number-sense-real-numbers,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-017,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是54°，另一个角是多少？,54° | 66° | 180° | 126°,126°,126° | 126,平角为180°，另一个角是180°-54°=126°。,pep-junior-s1-upper-geometric-figures,pep-junior-s2-upper-paper-algebraic-fractions,pep-junior-exam-linear-equation-inequality-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-018,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是61°，另一个角是多少？,89° | 180° | 119° | 61°,119°,119° | 119,平角为180°，另一个角是180°-61°=119°。,pep-junior-s1-upper-geometric-figures,pep-junior-s2-upper-paper-integrated-review,pep-junior-exam-statistics-probability,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-019,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是68°，另一个角是多少？,180° | 112° | 68° | 82°,112°,112° | 112,平角为180°，另一个角是180°-68°=112°。,pep-junior-s1-upper-geometric-figures,pep-junior-s3-upper-paper-quadratic-equations,pep-junior-exam-coordinate-transformations,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-020,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Core,两个角组成平角，其中一个角是75°，另一个角是多少？,105° | 75° | 180° | 106°,105°,105° | 105,平角为180°，另一个角是180°-75°=105°。,pep-junior-s1-upper-geometric-figures,pep-junior-s3-upper-paper-quadratic-functions,pep-junior-exam-applied-modeling-finance-rate,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-021,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是82°，另一个角是多少？,82° | 68° | 180° | 98°,98°,98° | 98,平角为180°，另一个角是180°-82°=98°。,pep-junior-s1-upper-geometric-figures,pep-junior-s3-upper-paper-rotation-transformations,pep-junior-exam-polynomial-factorization-fractions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-022,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是89°，另一个角是多少？,61° | 180° | 91° | 89°,91°,91° | 91,平角为180°，另一个角是180°-89°=91°。,pep-junior-s1-upper-geometric-figures,pep-junior-s3-upper-paper-circle-geometry,pep-junior-exam-linear-functions-graphs,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-023,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是96°，另一个角是多少？,85° | 84° | 96° | 180°,84°,84° | 84,平角为180°，另一个角是180°-96°=84°。,pep-junior-s1-upper-geometric-figures,pep-junior-s3-upper-paper-probability-introduction,pep-junior-exam-quadratic-equations-functions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-024,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是103°，另一个角是多少？,77° | 103° | 180° | 78°,77°,77° | 77,平角为180°，另一个角是180°-103°=77°。,pep-junior-s1-upper-geometric-figures,pep-junior-s3-upper-paper-integrated-review,pep-junior-exam-triangles-congruence-proof,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-025,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Core,两个角组成平角，其中一个角是110°，另一个角是多少？,110° | 180° | 71° | 70°,70°,70° | 70,平角为180°，另一个角是180°-110°=70°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-upper-paper-geometric-figures,pep-junior-exam-quadrilaterals-pythagorean,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-026,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是117°，另一个角是多少？,180° | 64° | 63° | 117°,63°,63° | 63,平角为180°，另一个角是180°-117°=63°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-upper-paper-midterm-final-integrated,pep-junior-exam-circle-geometry,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-mc-027,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,multiple-choice,Foundation,两个角组成平角，其中一个角是124°，另一个角是多少？,180° | 56° | 124° | 86°,56°,56° | 56,平角为180°，另一个角是180°-124°=56°。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-upper-paper-rational-number-operations,pep-junior-exam-similarity-right-triangle-trig,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-fi-001,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,fill-in,Foundation,线段AB长14厘米，点C是AB的中点。AC=____。,,7厘米,7厘米 | 7 | 7cm,中点把线段平均分成两段，AC=14÷2=7厘米。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-upper-paper-geometric-figures,pep-junior-exam-number-sense-real-numbers,passed,pass,deterministic-original-candidate
pep-junior-candidate-k03-fi-002,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-geometric-figures,几何图形初步,fill-in,Foundation,线段AB长16厘米，点C是AB的中点。AC=____。,,8厘米,8厘米 | 8 | 8cm,中点把线段平均分成两段，AC=16÷2=8厘米。,pep-junior-s1-upper-geometric-figures,pep-junior-s1-upper-paper-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models,passed,pass,deterministic-original-candidate
