questionId,grade,semester,knowledgePointId,type,difficulty,status,notes
pep-junior-candidate-k03-sa-015,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-016,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-017,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-018,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-019,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-020,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-021,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-022,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-023,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-024,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-025,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-026,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-027,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k03-sa-028,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,Foundation,pass,pass
pep-junior-candidate-k04-mc-001,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-002,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-003,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-004,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-005,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-006,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-007,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-008,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-009,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-010,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-011,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-012,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-013,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-014,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-015,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-016,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-017,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-018,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-019,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-020,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-021,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-022,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-023,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-024,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-025,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-026,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-mc-027,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,Core,pass,pass
pep-junior-candidate-k04-fi-001,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-002,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-003,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-004,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-005,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-006,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-007,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-008,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-009,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-010,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-011,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-012,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-013,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-014,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-015,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-016,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-017,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-018,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-019,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-020,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-021,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-022,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-023,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-024,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-025,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-026,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-fi-027,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,Core,pass,pass
pep-junior-candidate-k04-sa-001,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-002,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-003,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-004,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-005,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-006,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-007,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-008,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-009,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-010,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-011,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-012,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-013,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-014,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-015,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-016,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-017,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-018,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-019,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-020,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-021,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-022,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-023,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-024,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-025,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-026,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k04-sa-027,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,Core,pass,pass
pep-junior-candidate-k05-mc-001,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-002,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-003,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-004,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-005,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-006,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-007,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-008,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-009,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-010,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-011,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-012,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-013,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-014,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-015,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-016,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-017,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-018,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-019,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-020,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-021,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-022,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-023,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-024,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-025,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-026,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-027,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-mc-028,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,Core,pass,pass
pep-junior-candidate-k05-fi-001,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-002,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-003,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-004,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-005,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-006,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-007,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-008,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-009,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-010,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-011,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-012,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-013,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-014,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-015,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-016,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-017,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-018,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-019,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-020,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-021,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-022,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-023,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-024,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-025,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-026,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-fi-027,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,Core,pass,pass
pep-junior-candidate-k05-sa-001,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-002,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-003,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-004,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-005,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-006,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-007,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-008,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-009,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-010,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-011,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-012,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-013,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-014,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-015,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-016,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-017,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-018,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-019,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-020,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-021,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-022,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-023,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-024,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-025,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-026,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k05-sa-027,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,Core,pass,pass
pep-junior-candidate-k06-mc-001,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-002,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-003,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-004,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-005,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-006,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-007,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-008,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-009,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-010,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-011,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-012,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-013,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-014,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-015,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-016,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-017,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-018,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-019,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-020,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-021,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-022,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-023,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-024,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-025,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-026,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-mc-027,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,Core,pass,pass
pep-junior-candidate-k06-fi-001,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-002,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-003,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-004,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-005,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-006,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-007,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-008,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-009,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-010,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-011,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-012,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-013,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-014,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-015,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-016,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-017,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-018,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-019,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-020,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-021,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-022,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-023,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-024,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-025,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-026,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-027,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-fi-028,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,Core,pass,pass
pep-junior-candidate-k06-sa-001,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-002,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
