questionId,grade,semester,knowledgePointId,type,storedAnswer,acceptedAnswers,computedAnswer,status,severity,notes
pep-junior-candidate-k03-fi-006,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,12厘米,12厘米 | 12 | 12cm,12厘米,pass,none,OK
pep-junior-candidate-k03-fi-007,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,13厘米,13厘米 | 13 | 13cm,13厘米,pass,none,OK
pep-junior-candidate-k03-fi-008,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,14厘米,14厘米 | 14 | 14cm,14厘米,pass,none,OK
pep-junior-candidate-k03-fi-009,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,15厘米,15厘米 | 15 | 15cm,15厘米,pass,none,OK
pep-junior-candidate-k03-fi-010,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,16厘米,16厘米 | 16 | 16cm,16厘米,pass,none,OK
pep-junior-candidate-k03-fi-011,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,17厘米,17厘米 | 17 | 17cm,17厘米,pass,none,OK
pep-junior-candidate-k03-fi-012,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,18厘米,18厘米 | 18 | 18cm,18厘米,pass,none,OK
pep-junior-candidate-k03-fi-013,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,19厘米,19厘米 | 19 | 19cm,19厘米,pass,none,OK
pep-junior-candidate-k03-fi-014,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,20厘米,20厘米 | 20 | 20cm,20厘米,pass,none,OK
pep-junior-candidate-k03-fi-015,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,21厘米,21厘米 | 21 | 21cm,21厘米,pass,none,OK
pep-junior-candidate-k03-fi-016,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,22厘米,22厘米 | 22 | 22cm,22厘米,pass,none,OK
pep-junior-candidate-k03-fi-017,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,23厘米,23厘米 | 23 | 23cm,23厘米,pass,none,OK
pep-junior-candidate-k03-fi-018,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,24厘米,24厘米 | 24 | 24cm,24厘米,pass,none,OK
pep-junior-candidate-k03-fi-019,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,25厘米,25厘米 | 25 | 25cm,25厘米,pass,none,OK
pep-junior-candidate-k03-fi-020,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,26厘米,26厘米 | 26 | 26cm,26厘米,pass,none,OK
pep-junior-candidate-k03-fi-021,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,27厘米,27厘米 | 27 | 27cm,27厘米,pass,none,OK
pep-junior-candidate-k03-fi-022,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,28厘米,28厘米 | 28 | 28cm,28厘米,pass,none,OK
pep-junior-candidate-k03-fi-023,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,29厘米,29厘米 | 29 | 29cm,29厘米,pass,none,OK
pep-junior-candidate-k03-fi-024,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,30厘米,30厘米 | 30 | 30cm,30厘米,pass,none,OK
pep-junior-candidate-k03-fi-025,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,31厘米,31厘米 | 31 | 31cm,31厘米,pass,none,OK
pep-junior-candidate-k03-fi-026,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,32厘米,32厘米 | 32 | 32cm,32厘米,pass,none,OK
pep-junior-candidate-k03-fi-027,S1,upper,pep-junior-s1-upper-geometric-figures,fill-in,33厘米,33厘米 | 33 | 33cm,33厘米,pass,none,OK
pep-junior-candidate-k03-sa-001,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,50°,50° | 50,50°,pass,none,OK
pep-junior-candidate-k03-sa-002,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,43°,43° | 43,43°,pass,none,OK
pep-junior-candidate-k03-sa-003,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,36°,36° | 36,36°,pass,none,OK
pep-junior-candidate-k03-sa-004,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,29°,29° | 29,29°,pass,none,OK
pep-junior-candidate-k03-sa-005,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,22°,22° | 22,22°,pass,none,OK
pep-junior-candidate-k03-sa-006,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,15°,15° | 15,15°,pass,none,OK
pep-junior-candidate-k03-sa-007,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,8°,8° | 8,8°,pass,none,OK
pep-junior-candidate-k03-sa-008,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,70°,70° | 70,70°,pass,none,OK
pep-junior-candidate-k03-sa-009,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,63°,63° | 63,63°,pass,none,OK
pep-junior-candidate-k03-sa-010,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,56°,56° | 56,56°,pass,none,OK
pep-junior-candidate-k03-sa-011,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,49°,49° | 49,49°,pass,none,OK
pep-junior-candidate-k03-sa-012,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,42°,42° | 42,42°,pass,none,OK
pep-junior-candidate-k03-sa-013,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,35°,35° | 35,35°,pass,none,OK
pep-junior-candidate-k03-sa-014,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,28°,28° | 28,28°,pass,none,OK
pep-junior-candidate-k03-sa-015,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,21°,21° | 21,21°,pass,none,OK
pep-junior-candidate-k03-sa-016,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,14°,14° | 14,14°,pass,none,OK
pep-junior-candidate-k03-sa-017,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,7°,7° | 7,7°,pass,none,OK
pep-junior-candidate-k03-sa-018,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,69°,69° | 69,69°,pass,none,OK
pep-junior-candidate-k03-sa-019,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,62°,62° | 62,62°,pass,none,OK
pep-junior-candidate-k03-sa-020,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,55°,55° | 55,55°,pass,none,OK
pep-junior-candidate-k03-sa-021,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,48°,48° | 48,48°,pass,none,OK
pep-junior-candidate-k03-sa-022,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,41°,41° | 41,41°,pass,none,OK
pep-junior-candidate-k03-sa-023,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,34°,34° | 34,34°,pass,none,OK
pep-junior-candidate-k03-sa-024,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,27°,27° | 27,27°,pass,none,OK
pep-junior-candidate-k03-sa-025,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,20°,20° | 20,20°,pass,none,OK
pep-junior-candidate-k03-sa-026,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,13°,13° | 13,13°,pass,none,OK
pep-junior-candidate-k03-sa-027,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,6°,6° | 6,6°,pass,none,OK
pep-junior-candidate-k03-sa-028,S1,upper,pep-junior-s1-upper-geometric-figures,short-answer,68°,68° | 68,68°,pass,none,OK
pep-junior-candidate-k04-mc-001,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(7,-2)","(7,-2) | (7, -2)","(7,-2)",pass,none,OK
pep-junior-candidate-k04-mc-002,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(9,3)","(9,3) | (9, 3)","(9,3)",pass,none,OK
pep-junior-candidate-k04-mc-003,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(0,-9)","(0,-9) | (0, -9)","(0,-9)",pass,none,OK
pep-junior-candidate-k04-mc-004,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(2,-4)","(2,-4) | (2, -4)","(2,-4)",pass,none,OK
pep-junior-candidate-k04-mc-005,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(-1,-3)","(-1,-3) | (-1, -3)","(-1,-3)",pass,none,OK
pep-junior-candidate-k04-mc-006,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(1,2)","(1,2) | (1, 2)","(1,2)",pass,none,OK
pep-junior-candidate-k04-mc-007,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(3,3)","(3,3) | (3, 3)","(3,3)",pass,none,OK
pep-junior-candidate-k04-mc-008,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(5,-5)","(5,-5) | (5, -5)","(5,-5)",pass,none,OK
pep-junior-candidate-k04-mc-009,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(7,-4)","(7,-4) | (7, -4)","(7,-4)",pass,none,OK
pep-junior-candidate-k04-mc-010,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(4,1)","(4,1) | (4, 1)","(4,1)",pass,none,OK
pep-junior-candidate-k04-mc-011,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(6,2)","(6,2) | (6, 2)","(6,2)",pass,none,OK
pep-junior-candidate-k04-mc-012,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(8,-6)","(8,-6) | (8, -6)","(8,-6)",pass,none,OK
pep-junior-candidate-k04-mc-013,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(10,-5)","(10,-5) | (10, -5)","(10,-5)",pass,none,OK
pep-junior-candidate-k04-mc-014,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(1,0)","(1,0) | (1, 0)","(1,0)",pass,none,OK
pep-junior-candidate-k04-mc-015,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(-2,1)","(-2,1) | (-2, 1)","(-2,1)",pass,none,OK
pep-junior-candidate-k04-mc-016,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(0,-7)","(0,-7) | (0, -7)","(0,-7)",pass,none,OK
pep-junior-candidate-k04-mc-017,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(2,-6)","(2,-6) | (2, -6)","(2,-6)",pass,none,OK
pep-junior-candidate-k04-mc-018,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(4,-1)","(4,-1) | (4, -1)","(4,-1)",pass,none,OK
pep-junior-candidate-k04-mc-019,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(6,0)","(6,0) | (6, 0)","(6,0)",pass,none,OK
pep-junior-candidate-k04-mc-020,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(3,5)","(3,5) | (3, 5)","(3,5)",pass,none,OK
pep-junior-candidate-k04-mc-021,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(5,-7)","(5,-7) | (5, -7)","(5,-7)",pass,none,OK
pep-junior-candidate-k04-mc-022,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(7,-2)","(7,-2) | (7, -2)","(7,-2)",pass,none,OK
pep-junior-candidate-k04-mc-023,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(9,-1)","(9,-1) | (9, -1)","(9,-1)",pass,none,OK
pep-junior-candidate-k04-mc-024,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(11,4)","(11,4) | (11, 4)","(11,4)",pass,none,OK
pep-junior-candidate-k04-mc-025,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(-3,-8)","(-3,-8) | (-3, -8)","(-3,-8)",pass,none,OK
pep-junior-candidate-k04-mc-026,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(-1,-3)","(-1,-3) | (-1, -3)","(-1,-3)",pass,none,OK
pep-junior-candidate-k04-mc-027,S1,lower,pep-junior-s1-lower-lines-coordinates,multiple-choice,"(1,-2)","(1,-2) | (1, -2)","(1,-2)",pass,none,OK
pep-junior-candidate-k04-fi-001,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,109°,109° | 109,109°,pass,none,OK
pep-junior-candidate-k04-fi-002,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,118°,118° | 118,118°,pass,none,OK
pep-junior-candidate-k04-fi-003,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,47°,47° | 47,47°,pass,none,OK
pep-junior-candidate-k04-fi-004,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,56°,56° | 56,56°,pass,none,OK
pep-junior-candidate-k04-fi-005,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,65°,65° | 65,65°,pass,none,OK
pep-junior-candidate-k04-fi-006,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,74°,74° | 74,74°,pass,none,OK
pep-junior-candidate-k04-fi-007,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,83°,83° | 83,83°,pass,none,OK
pep-junior-candidate-k04-fi-008,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,92°,92° | 92,92°,pass,none,OK
pep-junior-candidate-k04-fi-009,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,101°,101° | 101,101°,pass,none,OK
pep-junior-candidate-k04-fi-010,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,110°,110° | 110,110°,pass,none,OK
pep-junior-candidate-k04-fi-011,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,119°,119° | 119,119°,pass,none,OK
pep-junior-candidate-k04-fi-012,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,48°,48° | 48,48°,pass,none,OK
pep-junior-candidate-k04-fi-013,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,57°,57° | 57,57°,pass,none,OK
pep-junior-candidate-k04-fi-014,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,66°,66° | 66,66°,pass,none,OK
pep-junior-candidate-k04-fi-015,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,75°,75° | 75,75°,pass,none,OK
pep-junior-candidate-k04-fi-016,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,84°,84° | 84,84°,pass,none,OK
pep-junior-candidate-k04-fi-017,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,93°,93° | 93,93°,pass,none,OK
pep-junior-candidate-k04-fi-018,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,102°,102° | 102,102°,pass,none,OK
pep-junior-candidate-k04-fi-019,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,111°,111° | 111,111°,pass,none,OK
pep-junior-candidate-k04-fi-020,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,40°,40° | 40,40°,pass,none,OK
pep-junior-candidate-k04-fi-021,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,49°,49° | 49,49°,pass,none,OK
pep-junior-candidate-k04-fi-022,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,58°,58° | 58,58°,pass,none,OK
pep-junior-candidate-k04-fi-023,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,67°,67° | 67,67°,pass,none,OK
pep-junior-candidate-k04-fi-024,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,76°,76° | 76,76°,pass,none,OK
pep-junior-candidate-k04-fi-025,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,85°,85° | 85,85°,pass,none,OK
pep-junior-candidate-k04-fi-026,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,94°,94° | 94,94°,pass,none,OK
pep-junior-candidate-k04-fi-027,S1,lower,pep-junior-s1-lower-lines-coordinates,fill-in,103°,103° | 103,103°,pass,none,OK
pep-junior-candidate-k04-sa-001,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-002,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-003,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-004,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-005,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-006,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-007,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-008,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-009,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-010,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-011,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-012,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-013,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-014,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-015,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-016,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-017,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-018,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-019,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-020,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-021,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-022,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-023,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-024,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-025,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-026,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k04-sa-027,S1,lower,pep-junior-s1-lower-lines-coordinates,short-answer,第四象限,第四象限 | 第IV象限 | 第4象限,第四象限,pass,none,OK
pep-junior-candidate-k05-mc-001,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>8,x>8 | x＞8,x>8,pass,none,OK
pep-junior-candidate-k05-mc-002,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>9,x>9 | x＞9,x>9,pass,none,OK
pep-junior-candidate-k05-mc-003,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>10,x>10 | x＞10,x>10,pass,none,OK
pep-junior-candidate-k05-mc-004,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>11,x>11 | x＞11,x>11,pass,none,OK
pep-junior-candidate-k05-mc-005,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>12,x>12 | x＞12,x>12,pass,none,OK
pep-junior-candidate-k05-mc-006,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>13,x>13 | x＞13,x>13,pass,none,OK
pep-junior-candidate-k05-mc-007,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>14,x>14 | x＞14,x>14,pass,none,OK
pep-junior-candidate-k05-mc-008,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>15,x>15 | x＞15,x>15,pass,none,OK
pep-junior-candidate-k05-mc-009,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>16,x>16 | x＞16,x>16,pass,none,OK
pep-junior-candidate-k05-mc-010,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>17,x>17 | x＞17,x>17,pass,none,OK
pep-junior-candidate-k05-mc-011,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>18,x>18 | x＞18,x>18,pass,none,OK
pep-junior-candidate-k05-mc-012,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>19,x>19 | x＞19,x>19,pass,none,OK
pep-junior-candidate-k05-mc-013,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>20,x>20 | x＞20,x>20,pass,none,OK
pep-junior-candidate-k05-mc-014,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>21,x>21 | x＞21,x>21,pass,none,OK
pep-junior-candidate-k05-mc-015,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>22,x>22 | x＞22,x>22,pass,none,OK
pep-junior-candidate-k05-mc-016,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>23,x>23 | x＞23,x>23,pass,none,OK
pep-junior-candidate-k05-mc-017,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>24,x>24 | x＞24,x>24,pass,none,OK
pep-junior-candidate-k05-mc-018,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>25,x>25 | x＞25,x>25,pass,none,OK
pep-junior-candidate-k05-mc-019,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>26,x>26 | x＞26,x>26,pass,none,OK
pep-junior-candidate-k05-mc-020,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>27,x>27 | x＞27,x>27,pass,none,OK
pep-junior-candidate-k05-mc-021,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>28,x>28 | x＞28,x>28,pass,none,OK
pep-junior-candidate-k05-mc-022,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>29,x>29 | x＞29,x>29,pass,none,OK
pep-junior-candidate-k05-mc-023,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>30,x>30 | x＞30,x>30,pass,none,OK
pep-junior-candidate-k05-mc-024,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>31,x>31 | x＞31,x>31,pass,none,OK
pep-junior-candidate-k05-mc-025,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>32,x>32 | x＞32,x>32,pass,none,OK
pep-junior-candidate-k05-mc-026,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>33,x>33 | x＞33,x>33,pass,none,OK
pep-junior-candidate-k05-mc-027,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>34,x>34 | x＞34,x>34,pass,none,OK
pep-junior-candidate-k05-mc-028,S1,lower,pep-junior-s1-lower-equations-inequalities-data,multiple-choice,x>35,x>35 | x＞35,x>35,pass,none,OK
pep-junior-candidate-k05-fi-001,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(9,19)","(9,19) | x=9,y=19 | (9, 19)","(9,19)",pass,none,OK
pep-junior-candidate-k05-fi-002,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(10,21)","(10,21) | x=10,y=21 | (10, 21)","(10,21)",pass,none,OK
pep-junior-candidate-k05-fi-003,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(11,23)","(11,23) | x=11,y=23 | (11, 23)","(11,23)",pass,none,OK
pep-junior-candidate-k05-fi-004,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(12,25)","(12,25) | x=12,y=25 | (12, 25)","(12,25)",pass,none,OK
pep-junior-candidate-k05-fi-005,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(13,27)","(13,27) | x=13,y=27 | (13, 27)","(13,27)",pass,none,OK
pep-junior-candidate-k05-fi-006,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(14,29)","(14,29) | x=14,y=29 | (14, 29)","(14,29)",pass,none,OK
pep-junior-candidate-k05-fi-007,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(15,31)","(15,31) | x=15,y=31 | (15, 31)","(15,31)",pass,none,OK
pep-junior-candidate-k05-fi-008,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(16,2)","(16,2) | x=16,y=2 | (16, 2)","(16,2)",pass,none,OK
pep-junior-candidate-k05-fi-009,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(17,4)","(17,4) | x=17,y=4 | (17, 4)","(17,4)",pass,none,OK
pep-junior-candidate-k05-fi-010,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(18,6)","(18,6) | x=18,y=6 | (18, 6)","(18,6)",pass,none,OK
pep-junior-candidate-k05-fi-011,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(19,8)","(19,8) | x=19,y=8 | (19, 8)","(19,8)",pass,none,OK
pep-junior-candidate-k05-fi-012,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(20,10)","(20,10) | x=20,y=10 | (20, 10)","(20,10)",pass,none,OK
pep-junior-candidate-k05-fi-013,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(21,12)","(21,12) | x=21,y=12 | (21, 12)","(21,12)",pass,none,OK
pep-junior-candidate-k05-fi-014,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(22,14)","(22,14) | x=22,y=14 | (22, 14)","(22,14)",pass,none,OK
pep-junior-candidate-k05-fi-015,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(23,16)","(23,16) | x=23,y=16 | (23, 16)","(23,16)",pass,none,OK
