"reviewId","grade","stage","topicId","unitTitle","routeName","stations","busStops","reviewFocus"
"roadmap-review-48","S5","senior-secondary","pep-high-s5-conics","圆锥曲线的方程","人教版高二 · 圆锥曲线的方程","教材单元 / 概念建构 / 模型方法 / 练习诊断","高二 · 全年模块路线 / 人教版高中数学范围 / 课节入口：圆锥曲线的方程 / 练习场题组已关联 / 圆锥曲线 / 方程 / 分析椭圆 / 数学语言与表示 / 圆锥曲线表示 / 方程关系 / 图形、表格、算式互译 / 步骤表达与推理 / 圆锥曲线易错辨析 / 条件、单位与范围检查 / 原创练习迁移 / 答案合理性验证","教材顺序、概念层级、中文表达、Lesson/Practice联动"
"roadmap-review-49","S5","senior-secondary","pep-high-s5-sequences","数列","人教版高二 · 数列","教材单元 / 概念建构 / 模型方法 / 练习诊断","高二 · 全年模块路线 / 人教版高中数学范围 / 课节入口：数列 / 练习场题组已关联 / 数列 / 处理等差数列 / 等比数列 / 数学语言与表示 / 数列表示 / 处理等差数列关系 / 图形、表格、算式互译 / 步骤表达与推理 / 数列易错辨析 / 条件、单位与范围检查 / 原创练习迁移 / 答案合理性验证","教材顺序、概念层级、中文表达、Lesson/Practice联动"
"roadmap-review-50","S5","senior-secondary","pep-high-s5-derivatives","一元函数的导数及其应用","人教版高二 · 一元函数的导数及其应用","教材单元 / 概念建构 / 模型方法 / 练习诊断","高二 · 全年模块路线 / 人教版高中数学范围 / 课节入口：一元函数的导数及其应用 / 练习场题组已关联 / 一元函数 / 导数 / 应用 / 数学语言与表示 / 一元函数表示 / 导数关系 / 图形、表格、算式互译 / 步骤表达与推理 / 一元函数易错辨析 / 条件、单位与范围检查 / 原创练习迁移 / 答案合理性验证","教材顺序、概念层级、中文表达、Lesson/Practice联动"
"roadmap-review-51","S6","senior-secondary","pep-high-s6-counting","计数原理","人教版高三 · 计数原理","教材单元 / 概念建构 / 模型方法 / 练习诊断","高三 · 全年模块路线 / 人教版高中数学范围 / 课节入口：计数原理 / 练习场题组已关联 / 计数原理 / 应用排列 / 组合 / 数学语言与表示 / 计数原理表示 / 应用排列关系 / 图形、表格、算式互译 / 步骤表达与推理 / 计数原理易错辨析 / 条件、单位与范围检查 / 原创练习迁移 / 答案合理性验证","教材顺序、概念层级、中文表达、Lesson/Practice联动"
"roadmap-review-52","S6","senior-secondary","pep-high-s6-random-variables","随机变量及其分布","人教版高三 · 随机变量及其分布","教材单元 / 概念建构 / 模型方法 / 练习诊断","高三 · 全年模块路线 / 人教版高中数学范围 / 课节入口：随机变量及其分布 / 练习场题组已关联 / 随机变量 / 分布 / 运用离散分布 / 数学语言与表示 / 随机变量表示 / 分布关系 / 图形、表格、算式互译 / 步骤表达与推理 / 随机变量易错辨析 / 条件、单位与范围检查 / 原创练习迁移 / 答案合理性验证","教材顺序、概念层级、中文表达、Lesson/Practice联动"
"roadmap-review-53","S6","senior-secondary","pep-high-s6-bivariate-data","成对数据的统计分析","人教版高三 · 成对数据的统计分析","教材单元 / 概念建构 / 模型方法 / 练习诊断","高三 · 全年模块路线 / 人教版高中数学范围 / 课节入口：成对数据的统计分析 / 练习场题组已关联 / 成对数据 / 统计分析 / 解释相关 / 数学语言与表示 / 成对数据表示 / 统计分析关系 / 图形、表格、算式互译 / 步骤表达与推理 / 成对数据易错辨析 / 条件、单位与范围检查 / 原创练习迁移 / 答案合理性验证","教材顺序、概念层级、中文表达、Lesson/Practice联动"
"roadmap-review-54","S6","senior-secondary","pep-high-s6-derivative-synthesis","导数综合","人教版高三 · 导数综合","教材单元 / 概念建构 / 模型方法 / 练习诊断","高三 · 全年模块路线 / 人教版高中数学范围 / 课节入口：导数综合 / 练习场题组已关联 / 导数综合 / 综合导数规则 / 参数分析 / 数学语言与表示 / 导数综合表示 / 综合导数规则关系 / 图形、表格、算式互译 / 步骤表达与推理 / 导数综合易错辨析 / 条件、单位与范围检查 / 原创练习迁移 / 答案合理性验证","教材顺序、概念层级、中文表达、Lesson/Practice联动"
"roadmap-review-55","S6","senior-secondary","pep-high-s6-analytic-geometry-synthesis","解析几何综合","人教版高三 · 解析几何综合","教材单元 / 概念建构 / 模型方法 / 练习诊断","高三 · 全年模块路线 / 人教版高中数学范围 / 课节入口：解析几何综合 / 练习场题组已关联 / 解析几何综合 / 综合直线 / 圆锥曲线 / 数学语言与表示 / 解析几何综合表示 / 综合直线关系 / 图形、表格、算式互译 / 步骤表达与推理 / 解析几何综合易错辨析 / 条件、单位与范围检查 / 原创练习迁移 / 答案合理性验证","教材顺序、概念层级、中文表达、Lesson/Practice联动"
"roadmap-review-56","S6","senior-secondary","pep-high-s6-probability-statistics-synthesis","概率统计综合","人教版高三 · 概率统计综合","教材单元 / 概念建构 / 模型方法 / 练习诊断","高三 · 全年模块路线 / 人教版高中数学范围 / 课节入口：概率统计综合 / 练习场题组已关联 / 概率统计综合 / 综合计数 / 概率 / 数学语言与表示 / 概率统计综合表示 / 综合计数关系 / 图形、表格、算式互译 / 步骤表达与推理 / 概率统计综合易错辨析 / 条件、单位与范围检查 / 原创练习迁移 / 答案合理性验证","教材顺序、概念层级、中文表达、Lesson/Practice联动"
"roadmap-review-57","S6","senior-secondary","pep-high-s6-exam-practice","高考风格综合练习","人教版高三 · 高考风格综合练习","教材单元 / 概念建构 / 模型方法 / 练习诊断","高三 · 全年模块路线 / 人教版高中数学范围 / 课节入口：高考风格综合练习 / 练习场题组已关联 / 高考风格综合练习 / 练习原创跨章节任务 / 强调策略选择 / 数学语言与表示 / 高考风格综合练习表示 / 练习原创跨章节任务关系 / 图形、表格、算式互译 / 步骤表达与推理 / 高考风格综合练习易错辨析 / 条件、单位与范围检查 / 原创练习迁移 / 答案合理性验证","教材顺序、概念层级、中文表达、Lesson/Practice联动"
