sampleOrder,questionId,grade,semester,knowledgePointId,unitTitle,type,difficulty,promptZhHans,answer,explanationZhHans,sampleReason,curriculumFit,mathCorrectness,sourceDistance,terminology,reviewStatus,reviewer,reviewNotes
2,pep-junior-v2-s2-k06-fi-018,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,fill-in,Foundation,等腰三角形的顶角为106°，每个底角为____。,37°,两个底角相等，每个底角=(180°-106°)÷2=37°。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s2-k06-fi-034,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,fill-in,Foundation,等腰三角形的顶角为48°，每个底角为____。,66°,两个底角相等，每个底角=(180°-48°)÷2=66°。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s2-k06-fi-033,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,fill-in,Foundation,等腰三角形的顶角为46°，每个底角为____。,67°,两个底角相等，每个底角=(180°-46°)÷2=67°。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s2-k06-sa-001,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,short-answer,Foundation,在△ABC和△DEF中，AB=DE=6厘米，BC=EF=12厘米，AC=DF=12厘米。可用哪一种判定说明两个三角形全等？,SSS,三组对应边分别相等，可用边边边判定，即SSS。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s2-k06-sa-017,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,short-answer,Core,在△ABC和△DEF中，AB=DE=22厘米，BC=EF=21厘米，AC=DF=31厘米。可用哪一种判定说明两个三角形全等？,SSS,三组对应边分别相等，可用边边边判定，即SSS。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s2-k06-sa-033,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,short-answer,Core,在△ABC和△DEF中，AB=DE=19厘米，BC=EF=7厘米，AC=DF=21厘米。可用哪一种判定说明两个三角形全等？,SSS,三组对应边分别相等，可用边边边判定，即SSS。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s2-k06-sa-032,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,short-answer,Core,在△ABC和△DEF中，AB=DE=18厘米，BC=EF=28厘米，AC=DF=18厘米。可用哪一种判定说明两个三角形全等？,SSS,三组对应边分别相等，可用边边边判定，即SSS。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s2-k07-mc-001,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,multiple-choice,Core,因式分解：x²+9x+14。,(x+2)(x+7),2+7=9，2×7=14，所以分解为(x+2)(x+7)。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s2-k07-mc-017,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,multiple-choice,Core,因式分解：x²+23x+90。,(x+18)(x+5),18+5=23，18×5=90，所以分解为(x+18)(x+5)。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s2-k07-mc-033,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,multiple-choice,Core,因式分解：x²+18x+45。,(x+15)(x+3),15+3=18，15×3=45，所以分解为(x+15)(x+3)。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s2-k07-mc-032,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,multiple-choice,Core,因式分解：x²+15x+14。,(x+14)(x+1),14+1=15，14×1=14，所以分解为(x+14)(x+1)。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s2-k07-fi-001,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,fill-in,Core,计算：3x^3·10x^2=____。,30x^5,系数相乘、同底数幂指数相加，3x^3·10x^2=30x^5。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s2-k07-fi-017,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,fill-in,Core,计算：3x^1·6x^1=____。,18x^2,系数相乘、同底数幂指数相加，3x^1·6x^1=18x^2。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s2-k07-fi-033,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,fill-in,Core,计算：3x^2·11x^3=____。,33x^5,系数相乘、同底数幂指数相加，3x^2·11x^3=33x^5。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s2-k07-fi-032,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,fill-in,Core,计算：2x^1·9x^1=____。,18x^2,系数相乘、同底数幂指数相加，2x^1·9x^1=18x^2。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s2-k07-sa-001,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(3x+12)/(x+4)，并注明x不能等于什么。,3,分子提公因式得3(x+4)，约分后为3，且x≠-4。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s2-k07-sa-017,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(3x+9)/(x+3)，并注明x不能等于什么。,3,分子提公因式得3(x+3)，约分后为3，且x≠-3。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s2-k07-sa-033,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(3x+6)/(x+2)，并注明x不能等于什么。,3,分子提公因式得3(x+2)，约分后为3，且x≠-2。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s2-k07-sa-032,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(2x+12)/(x+6)，并注明x不能等于什么。,2,分子提公因式得2(x+6)，约分后为2，且x≠-6。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s2-k08-mc-001,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,multiple-choice,Core,化简：√27。,3√3,√27=√(3²×3)=3√3。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s2-k08-mc-017,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,multiple-choice,Core,化简：√125。,5√5,√125=√(5²×5)=5√5。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s2-k08-mc-033,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,multiple-choice,Core,化简：√294。,7√6,√294=√(7²×6)=7√6。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s2-k08-mc-032,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,multiple-choice,Core,化简：√180。,6√5,√180=√(6²×5)=6√5。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s2-k08-fi-001,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,fill-in,Core,直角三角形两条直角边分别为5厘米和12厘米，斜边长____。,13厘米,由勾股定理，斜边=√(5²+12²)=13厘米。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s2-k08-fi-018,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,fill-in,Core,直角三角形两条直角边分别为32厘米和60厘米，斜边长____。,68厘米,由勾股定理，斜边=√(32²+60²)=68厘米。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s2-k08-fi-034,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,fill-in,Core,直角三角形两条直角边分别为54厘米和240厘米，斜边长____。,246厘米,由勾股定理，斜边=√(54²+240²)=246厘米。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s2-k08-fi-033,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,fill-in,Core,直角三角形两条直角边分别为40厘米和75厘米，斜边长____。,85厘米,由勾股定理，斜边=√(40²+75²)=85厘米。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s2-k08-sa-001,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=6厘米。若CD与AB是对边，CD长多少？,6厘米,平行四边形对边相等，所以CD=AB=6厘米。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s2-k08-sa-018,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=23厘米。若CD与AB是对边，CD长多少？,23厘米,平行四边形对边相等，所以CD=AB=23厘米。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s2-k08-sa-034,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Exam,平行四边形ABCD中，AB=39厘米。若CD与AB是对边，CD长多少？,39厘米,平行四边形对边相等，所以CD=AB=39厘米。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s2-k08-sa-002,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=7厘米。若CD与AB是对边，CD长多少？,7厘米,平行四边形对边相等，所以CD=AB=7厘米。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s2-k09-mc-001,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,multiple-choice,Exam,一次函数y=3x-4，当x=2时，y的值是多少？,2,代入x=2，y=3×2-4=2。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s2-k09-mc-017,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,multiple-choice,Exam,一次函数y=4x-1，当x=2时，y的值是多少？,7,代入x=2，y=4×2-1=7。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s2-k09-mc-033,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,multiple-choice,Exam,一次函数y=5x+2，当x=2时，y的值是多少？,12,代入x=2，y=5×2+2=12。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s2-k09-mc-002,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,multiple-choice,Exam,一次函数y=4x-1，当x=3时，y的值是多少？,11,代入x=3，y=4×3-1=11。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s2-k09-fi-001,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,fill-in,Exam,"一次函数图象经过点(2,5)和(4,15)，它的斜率是____。",5,斜率=(15-5)÷(4-2)=5。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s2-k09-fi-017,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,fill-in,Exam,"一次函数图象经过点(3,2)和(5,8)，它的斜率是____。",3,斜率=(8-2)÷(5-3)=3。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s2-k09-fi-033,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,fill-in,Exam,"一次函数图象经过点(4,6)和(6,18)，它的斜率是____。",6,斜率=(18-6)÷(6-4)=6。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s2-k09-fi-002,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,fill-in,Exam,"一次函数图象经过点(3,7)和(5,13)，它的斜率是____。",3,斜率=(13-7)÷(5-3)=3。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s2-k09-sa-001,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,short-answer,Exam,一组数据按从小到大排列为38、40、42、44。求这组数据的中位数。,41,共有4个数，中位数是中间两个数的平均数：(40+42)÷2=41。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s2-k09-sa-017,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,short-answer,Challenge,一组数据按从小到大排列为17、19、21、23。求这组数据的中位数。,20,共有4个数，中位数是中间两个数的平均数：(19+21)÷2=20。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s2-k09-sa-033,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,short-answer,Challenge,一组数据按从小到大排列为33、35、37、39。求这组数据的中位数。,36,共有4个数，中位数是中间两个数的平均数：(35+37)÷2=36。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s2-k09-sa-014,S2,lower,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,short-answer,Challenge,一组数据按从小到大排列为14、16、18、20。求这组数据的中位数。,17,共有4个数，中位数是中间两个数的平均数：(16+18)÷2=17。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s3-k10-mc-001,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-12)(x-17)=0。,x=12或x=17,两个因式乘积为0，所以x-12=0或x-17=0，答案是x=12或x=17。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s3-k10-mc-034,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Core,解方程：(x-22)(x-27)=0。,x=22或x=27,两个因式乘积为0，所以x-22=0或x-27=0，答案是x=22或x=27。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s3-k10-mc-067,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Core,解方程：(x-9)(x-14)=0。,x=9或x=14,两个因式乘积为0，所以x-9=0或x-14=0，答案是x=9或x=14。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s3-k10-mc-066,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Core,解方程：(x-8)(x-12)=0。,x=8或x=12,两个因式乘积为0，所以x-8=0或x-12=0，答案是x=8或x=12。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s3-k10-fi-001,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-9)²+2的对称轴是____。,x=9,顶点式y=(x-9)²+2的对称轴为x=9。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s3-k10-fi-034,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-11)²+10的对称轴是____。,x=11,顶点式y=(x-11)²+10的对称轴为x=11。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s3-k10-fi-066,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-12)²+16的对称轴是____。,x=12,顶点式y=(x-12)²+16的对称轴为x=12。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s3-k10-fi-065,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-11)²+14的对称轴是____。,x=11,顶点式y=(x-11)²+14的对称轴为x=11。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s3-k10-sa-001,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,short-answer,Core,袋中有17个红球和12个蓝球，随机摸出1个球。摸到红球的概率是多少？,17/29,共有29个球，其中红球17个，所以概率是17/29=17/29。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s3-k10-sa-034,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,short-answer,Core,袋中有16个红球和21个蓝球，随机摸出1个球。摸到红球的概率是多少？,16/37,共有37个球，其中红球16个，所以概率是16/37=16/37。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s3-k10-sa-067,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,short-answer,Core,袋中有15个红球和11个蓝球，随机摸出1个球。摸到红球的概率是多少？,15/26,共有26个球，其中红球15个，所以概率是15/26=15/26。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s3-k10-sa-066,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,short-answer,Core,袋中有14个红球和9个蓝球，随机摸出1个球。摸到红球的概率是多少？,14/23,共有23个球，其中红球14个，所以概率是14/23=14/23。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s3-k11-mc-001,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(25,9)，k的值是多少？",225,"把点(25,9)代入y=k/x，得k=25×9=225。",fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s3-k11-mc-034,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(29,13)，k的值是多少？",377,"把点(29,13)代入y=k/x，得k=29×13=377。",fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s3-k11-mc-066,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(3,15)，k的值是多少？",45,"把点(3,15)代入y=k/x，得k=3×15=45。",fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s3-k11-mc-002,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(26,11)，k的值是多少？",286,"把点(26,11)代入y=k/x，得k=26×11=286。",cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
1,pep-junior-v2-s3-k11-fi-001,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,fill-in,Exam,两个相似三角形的相似比为3:1，小三角形一条对应边长14厘米，大三角形对应边长____。,42厘米,对应边按相似比放大3倍，所以大三角形对应边长3×14=42厘米。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
2,pep-junior-v2-s3-k11-fi-034,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,fill-in,Exam,两个相似三角形的相似比为8:1，小三角形一条对应边长5厘米，大三角形对应边长____。,40厘米,对应边按相似比放大8倍，所以大三角形对应边长8×5=40厘米。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
3,pep-junior-v2-s3-k11-fi-067,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,fill-in,Exam,两个相似三角形的相似比为6:1，小三角形一条对应边长25厘米，大三角形对应边长____。,150厘米,对应边按相似比放大6倍，所以大三角形对应边长6×25=150厘米。,fixed-cell-first-middle-last,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
4,pep-junior-v2-s3-k11-fi-002,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,fill-in,Exam,两个相似三角形的相似比为4:1，小三角形一条对应边长19厘米，大三角形对应边长____。,76厘米,对应边按相似比放大4倍，所以大三角形对应边长4×19=76厘米。,cell-highest-risk-or-backfill,pass,pass,pass,pass,pass,S18,"Sample row passes deterministic S18 rubric: grade/topic fit, answer/explanation consistency, source-distance scan, and Mainland terminology."
