id,grade,semester,type,difficulty,topicId,topicTitleZhHans,volume,chapter,status,severity,confidence,solvableStatus,answerMatchStatus,explanationMatchStatus,independentAnswer,correctedAnswer,issueTags,qaOutputConcernTags,rationaleZhHans,answer,acceptedAnswers,promptZhHans
bnu-high-ds-v1-s4-371,S4,lower,short-answer,Core,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,pass,fail,fail,12√39/13 或 (24√3)/√13,12√39/13,math_error|answer_mismatch|explanation_contradiction,,由余弦定理得BC=√(8²+6²-2·8·6·cos60°)=√(64+36-48)=√52=2√13。面积法：½·8·6·sin60°=½·2√13·h，得h=24√3/(2√13)=12√3/√13=12√39/13。答案给出24√3/7，解析中错误化简为24√3/7，实际应为12√39/13。答案与解析均错误。,\frac{24\sqrt{3}}{7},\frac{24\sqrt{3}}{7} | 24√3/7 | 24*sqrt(3)/7,某中学计划在校园内建造一个三角形花坛，三个顶点分别记为A、B、C。已知花坛的两边长度分别为AB = 8米，AC = 6米，且这两边的夹角∠BAC = 60°。为了美观，学校打算在花坛内铺设一条从顶点A到对边BC的最短路径（即BC边上的高）。请你建立数学模型，计算这条最短路径的长度（结果保留根号）。
bnu-high-ds-v1-s4-372,S4,lower,fill-in,Foundation,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,pass,fail,fail,50√((4+√3)/13) ≈ 33.2,50√((4+√3)/13) 米,math_error|answer_mismatch|explanation_contradiction,,题目条件与370题类似：AB=50，仰角30°和45°，∠ACB=60°。设塔高h，AC=√3h，BC=h。余弦定理：50²=(4-√3)h²，h=50/√(4-√3)=50√((4+√3)/13)≈33.2。答案给出25√6≈61.2，解析中错误得出25√6，计算过程有误（如从(4-√3)h²=2500直接得h=25√6，但25√6=√3750，而2500/(4-√3)≈1612，不一致）。答案错误。,25√6 米,25√6 米 | 25√6 | 25√6米,某数学建模小组要测量河对岸一座塔的高度。他们在河岸边选定两个观测点A和B，测得A、B两点之间的距离为50米。在点A测得塔顶的仰角为30°，在点B测得塔顶的仰角为45°，且A、B两点与塔底C在同一水平面内，∠ACB=60°。假设测量仪器高度忽略不计，请建立适当的数学模型，计算塔的高度（结果保留根号）。
bnu-high-ds-v1-s4-374,S4,lower,short-answer,Foundation,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,pass,fail,fail,约15.0米,15.0米,math_error|answer_mismatch|explanation_contradiction,,题目条件：AB=30，仰角30°和45°，∠CAB=60°。设塔高h，AC=√3h，BC=h。在△ABC中用余弦定理：30²=(√3h)²+h²-2·√3h·h·cos60°=(4-√3)h²，得h²=900/(4-√3)≈900/2.268≈396.8，h≈19.9米。解析中错误近似为225，得h≈15.0，实际应为约19.9米。答案错误。,15.0米,15.0米 | 15米 | 15.0 | 15,某数学建模小组要测量校园内一座塔的高度。他们在地面上选取了 A、B 两点，测得 A、B 两点与塔底 C 在同一水平面内，且 A、B 两点间的距离为 30 米。在 A 点测得塔顶 D 的仰角为 30°，在 B 点测得塔顶 D 的仰角为 45°，且从 A 点观测 B 点的方向与从 A 点观测塔底 C 的方向之间的夹角为 60°。请建立适当的数学模型，计算塔的高度（精确到 0.1 米）。
bnu-high-ds-v1-s4-375,S4,lower,fill-in,Core,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,pass,fail,fail,20√3 米,,math_error|answer_mismatch|explanation_contradiction,status_rationale_tension|overlong_rationale,题目条件：AB=20，仰角30°和45°，∠CAB=60°。设塔高h，AC=√3h，BC=h。在△ABC中，已知两边AC、AB及夹角∠CAB，用余弦定理求BC：BC²=AC²+AB²-2·AC·AB·cos60°，即h²=3h²+400-2·√3h·20·0.5=3h²+400-20√3h，整理得2h²-20√3h+400=0，解得h=20√3或h=10√3（舍去？需验证）。但解析中直接得h=20√3，且未舍去另一根。实际上方程解为h=20√3或h=10√3，需根据几何意义判断。若h=10√3≈17.32，则AC=30，BC=17.32，AB=20，满足三角形条件。但题目未明确A、B、C的相对位置，可能有多解。然而解析中直接取20√3，且答案给出20√3，但独立求解发现h=10√3也满足方程，需进一步判断。但更关键的是，解析中余弦定理应用错误：应为BC²=AC²+AB²-2·AC·AB·cos∠CAB，但∠CAB是A点处观测B与C的方向角，即∠CAB=60°，正确。但解析中写为“BC²=AC²+AB²-2·AC·AB·cos60°”，代入得h²=3h²+400-20√3h，整理得2h²-20√3h+400=0，解得h=20√3或h=10√3。若h=10√3，则AC=30，BC=10√3≈17.32，AB=20，三角形中AC最大，对应角B最大，但∠CAB=60°，可能合理。但题目未给出图形，无法确定唯一解。然而解析直接取20√3，且答案如此，但独立求解发现有两解，题目可能隐含条件使h=10√3不合理？需检查：若h=10√3，则BC=10√3，AC=30，AB=20，由余弦定理求cos∠CAB=(AC²+AB²-BC²)/(2·AC·AB)=(900+400-300)/(2·30·20)=1000/1200≈0.833，∠CAB≈33.6°，与给定60°矛盾！因此h=10√3不满足∠CAB=60°，只有h=20√3满足。所以独立求解正确，答案20√3正确。但解析中未说明舍去另一根的原因，且计算过程有跳步，但最终答案正确。然而，解析中写“整理得2h²-20√3h+400=0，解得h=20√3（舍去负根）”，实际上方程两根均为正，需舍去h=10√3，但解析未说明。因此解析不严谨，但答案正确。但独立验证：将h=20√3代入，AC=20√3*√3=60，BC=20√3，AB=20，cos∠CAB=(60²+20²-(20√3)²)/(2*60*20)=(3600+400-1200)/(2400)=2800/2400≈1.1667>1，不可能！这说明h=20√3也不满足三角形条件！计算错误：AC=√3h=√3*20√3=60，BC=h=20√3≈34.64，AB=20。用余弦定理求cos∠CAB=(AC²+AB²-BC²)/(2*AC*AB)=(3600+400-1200)/(2*60*20)=2800/2400≈1.1667>1，矛盾！因此h=20√3也不成立。实际上，方程2h²-20√3h+400=0的判别式Δ=(20√3)²-4*2*400=1200-3200=-2000<0，无实数解！解析中错误地认为有解，实际无解。因此题目条件矛盾，不可解。,20√3 米,20√3 米 | 20√3 | 20*sqrt(3) | 20√3m,某数学建模小组要测量一座底部不可到达的纪念碑的高度。他们选择了一个水平基线AB，长度为20米，A、B两点与纪念碑底部中心C在同一水平面内。在A点测得纪念碑顶部D的仰角为30°，在B点测得D的仰角为45°，且从A点观测B点与C点的方向角（即∠CAB）为60°。假设测量仪器高度忽略不计，请计算纪念碑的高度CD。（结果保留根号）
bnu-high-ds-v1-s4-376,S4,lower,multiple-choice,Foundation,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,pass,fail,fail,约40.15米，最接近35米,,math_error|answer_mismatch|explanation_contradiction,status_rationale_tension,题目条件：AB=50，仰角30°和45°，∠CAB=75°，∠CBA=60°，则∠ACB=45°。设塔高h，AC=√3h，BC=h。在△ABC中用余弦定理：50²=(√3h)²+h²-2·√3h·h·cos45°=4h²-√6h²，得h²=2500/(4-√6)≈2500/1.5505≈1612.5，h≈40.15。选项25、35、50、70，最接近35。解析中计算得h≈40.15，但结论为最接近35，正确。但解析中写“最接近的选项为35 m”，与计算一致。然而，独立计算h≈40.15，与35差5.15，与50差9.85，确实35更近。但题目要求“最接近下列哪个值”，35是合理选择。但解析中未给出精确比较，但答案35 m正确。然而，解析中写“得h²=2500/(4-√6)≈2500/1.551≈1612，h≈40.15”，正确。但答案给出35 m，与计算一致。但需注意，选项35 m与计算值40.15有差距，但确实是最近选项。因此答案匹配。但解析中未说明为何选35，但结论正确。无问题。,35 m,35 m,某数学建模小组要测量河对岸一座塔的高度。他们在河岸边选取两个观测点 A 和 B，测得 AB = 50 m，且 A、B 与塔底 C 在同一水平面内。在 A 点测得塔顶 D 的仰角为 30°，在 B 点测得塔顶 D 的仰角为 45°，并测得 ∠CAB = 75°，∠CBA = 60°。假设测量仪器高度忽略不计，则塔的高度 CD 最接近下列哪个值？（参考数据：√2 ≈ 1.414，√3 ≈ 1.732）
bnu-high-ds-v1-s4-378,S4,lower,fill-in,Foundation,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,fail,fail,fail,12.5,12.5,math_error|answer_mismatch|explanation_contradiction,,题目条件可解，但独立计算得CD≈12.5米，与给定答案15.0不符。解析中自相矛盾，先得12.5后称15.0，且未给出正确推导。答案错误。,15.0,15.0 | 15,某数学建模小组测量河对岸一座塔的高度。他们在河岸边选定一条基线AB，长度为30米，并在A、B两点分别测得塔顶C的仰角为45°和30°，且A、B两点与塔底D在同一水平面内。已知∠ABD=120°。请根据这些测量数据，计算塔的高度CD（精确到0.1米）。
bnu-high-ds-v1-s4-379,S4,lower,multiple-choice,Core,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,fail,fail,fail,无正确选项,,bad_options|missing_condition|explanation_contradiction,,题目假设A、B、D共线，但由仰角条件可推出矛盾，无法建立合理模型。选项A声称A、B、D共线，但实际无法求解，且解析中前后矛盾，无正确选项。,由A、B、D共线得向量AB与AD平行，且|AB|=80，结合仰角可求x_D,由A、B、D共线得向量AB与AD平行，且|AB|=80，结合仰角可求x_D,"某数学建模小组要测量河对岸一座信号塔的高度。他们在河岸一侧选取两个观测点A和B，测得A、B两点间的距离为80米。在点A测得塔顶C的仰角为30°，塔底D的仰角为15°；在点B测得塔顶C的仰角为45°，塔底D的仰角为30°。假设A、B、D三点在同一水平面上，且A、B、C、D在同一竖直平面内。该小组计划利用向量方法计算塔高CD。他们以A为原点，水平向右为x轴正方向，竖直向上为y轴正方向建立平面直角坐标系，并设塔底D的坐标为(x_D, 0)，塔顶C的坐标为(x_D, y_C)。下列向量关系中，能正确用于求解塔高的是哪一项？"
bnu-high-ds-v1-s4-380,S4,lower,short-answer,Foundation,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,pass,fail,fail,20√(2+√3) 米,20√(2+√3) 米,math_error|answer_mismatch|explanation_contradiction,,独立求解得h=20√(2+√3)米，与答案20√2不符。解析中余弦定理计算错误，导致答案错误。,20√2 米,20√2 米 | 20√2 | 20√2m | 20√2 m,某校数学建模小组计划测量校园内一座塔的高度。他们选择了一个水平地面上的观测点A，测得塔顶的仰角为30°。然后沿着与塔底所在方向成60°的水平方向前进40米到达点B，在点B测得塔顶的仰角为45°。假设观测点A、B与塔底C在同一水平面上，且点A、B、C不共线。请建立适当的数学模型，计算塔的高度。（结果保留根号）
bnu-high-ds-v1-s4-384,S4,lower,fill-in,Foundation,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,fail,fail,fail,a,a,math_error|answer_mismatch|explanation_contradiction,,题目条件不足（未说明四边形形状），若为任意四边形，EF无法仅用a、b表示。若假设为平行四边形，则EF=a，与答案(a+b)/2不符。解析自相矛盾，答案错误。,(a+b)/2,(a+b)/2 | 1/2(a+b),在数学建模中，用向量方法证明几何命题。已知四边形ABCD中，E、F分别是AD、BC的中点。设向量AB=a，AD=b，请用a、b表示向量EF。
bnu-high-ds-v1-s4-385,S4,lower,multiple-choice,Core,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,pass,pass,fail,这一天最低温度为5℃，出现在t=0和t=24时,,explanation_contradiction,,"题目可解，独立求解得最低5℃在t=0,24，B正确。但解析称A、C也正确，与单选要求矛盾，且解析未指出题目本身存在多正确选项的缺陷，解释与题目不匹配。",这一天最低温度为5℃，出现在t=0和t=24时,这一天最低温度为5℃，出现在t=0和t=24时,某地一天的温度变化近似满足函数T(t)=15-10cos(πt/12)，其中t为时间（小时，0≤t≤24）。下列说法正确的是：
bnu-high-ds-v1-s4-387,S4,lower,fill-in,Core,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,warn,minor,high,pass,pass,weak,DE=(b-c)/2，DE∥BC且DE=BC/2,,explanation_contradiction,status_rationale_tension,"题目可解，答案正确。但解析中向量表示有误：设AB=c, AC=b，则DE应为(b-c)/2，解析写为(b-c)/2但前面说D=c/2, E=b/2，DE=E-D=(b-c)/2，与答案一致，但答案写为(c-b)/2，符号相反，实际应为(b-c)/2。解析与答案符号不一致，但关系正确。",DE=(c-b)/2，DE∥BC且DE=BC/2,DE=(c-b)/2，DE∥BC且DE=BC/2 | DE=1/2(c-b)，DE平行于BC且等于BC的一半,用向量法证明三角形中位线定理：在△ABC中，D、E分别是AB、AC的中点。设向量AB=c，AC=b，请用b、c表示向量DE，并说明DE与BC的关系。
bnu-high-ds-v1-s4-388,S4,lower,multiple-choice,Foundation,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,pass,fail,fail,向量AB和向量AD,,ambiguous_mc|explanation_contradiction,,题目要求选一组基底，B正确，但C、D也可作为基底，题目未限定唯一答案，存在多正确选项，解析也承认C、D可行，但未指出题目缺陷。,向量AB和向量AD,向量AB和向量AD,在数学建模中，需要选择适当的基底简化向量运算。对于平行四边形ABCD，下列哪组向量可以作为平面内所有向量的一组基底？
bnu-high-ds-v1-s4-391,S4,lower,multiple-choice,Core,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,fail,fail,fail,约56.6 m,,math_error|bad_options|explanation_contradiction,,按题目数据计算得h≈56.6 m，无正确选项，题目不可解。解析承认计算值与选项不符，但强行选B，答案错误。,B. 35 m,B. 35 m,某测量小组要测量河对岸一座塔的高度。他们在河岸上选取两个观测点A和B，A、B与塔基C在同一水平面内，且A、B、C三点不共线。测得AB = 80 m，∠CAB = 75°，∠CBA = 60°。在点A测得塔顶D的仰角为30°。设塔高CD = h m，则h的值最接近下列哪个选项？（参考数据：√2 ≈ 1.414，√3 ≈ 1.732，√6 ≈ 2.449）
bnu-high-ds-v1-s4-392,S4,lower,short-answer,Foundation,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,pass,fail,fail,约6.4小时,约6.4小时,math_error|explanation_contradiction,,按题目数据解不等式得累计约6.4小时，答案8小时错误。解析承认计算不符但给出错误答案，与题目矛盾。,8小时,8小时 | 8,某港口的水深y（单位：米）是时间t（单位：时，0≤t≤24）的函数，经长期观测，其关系可近似表示为y=3sin(πt/6)+5。求该港口在一天内水深超过7米的累计时间。
bnu-high-ds-v1-s4-394,S4,lower,multiple-choice,Foundation,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,fail,fail,fail,60°或120°,B. 60° 或 C. 120°（题目条件不足，无法唯一确定）,ambiguous_mc|missing_condition|explanation_contradiction,,由面积得sinC=√3/2，C=60°或120°，均满足三角形内角条件，无其他限制，无法唯一确定，选择题出现两个合理选项，题目有歧义。,B. 60°,B. 60°,在△ABC中，角A、B、C的对边分别为a、b、c。若a=2，b=3，且△ABC的面积为(3√3)/2，则角C的大小为（　）
bnu-high-ds-v1-s4-401,S4,lower,short-answer,Core,bnu-high-s4-三角恒等变换,三角恒等变换,必修 第二册,三角恒等变换,fail,blocker,high,fail,fail,fail,33/65,-63/65,math_error|answer_mismatch|explanation_contradiction,,独立计算得 sin(α+β)=33/65，与答案-63/65不符。解析中计算过程也得到33/65，但最终强行改为-63/65，且解析末尾提出修改β范围以匹配答案，说明原题条件与答案矛盾。,-63/65,-63/65,"已知 sin α = 3/5，α ∈ (π/2, π)，cos β = -5/13，β ∈ (π, 3π/2)。求 sin(α + β) 的值。"
bnu-high-ds-v1-s4-412,S4,lower,multiple-choice,Foundation,bnu-high-s4-三角恒等变换,三角恒等变换,必修 第二册,三角恒等变换,fail,blocker,high,pass,fail,fail,sin x,sin x,math_error|answer_mismatch|explanation_contradiction,,化简 sin(π/3+x)-sin(π/3-x) 得 2 cos(π/3) sin x = sin x，而非 √3 sin x。解析中计算过程正确但最终结论错误，答案与正确结果不符。选项应选 sin x，但答案给出 √3 sin x，属于数学错误。,√3 sin x,√3 sin x,化简 sin(π/3 + x) - sin(π/3 - x) 的结果是（ ）。
bnu-high-ds-v1-s4-421,S4,lower,multiple-choice,Core,bnu-high-s4-三角恒等变换,三角恒等变换,必修 第二册,三角恒等变换,fail,blocker,high,pass,fail,fail,(-24-7√3)/50,(-24-7√3)/50,math_error|answer_mismatch|explanation_contradiction,,独立计算得 sin(2α+π/3) = (-24-7√3)/50，但题目答案和解析均错误地写为 (-24+7√3)/50，解析中最后一步符号错误。选项A为 (-24+7√3)/50，选项D为 (-24-7√3)/50，正确选项应为D，但答案选A，导致答案不匹配且解析矛盾。,(-24+7√3)/50,(-24+7√3)/50,"已知角α的终边经过点P(-3,4)，则sin(2α+π/3)的值为（ ）。"
bnu-high-ds-v1-s4-430,S4,lower,multiple-choice,Core,bnu-high-s4-三角恒等变换,三角恒等变换,必修 第二册,三角恒等变换,fail,blocker,high,fail,fail,fail,33/65,33/65,math_error|answer_mismatch|explanation_contradiction,,由sinA=4/5，cosB=5/13，A必为锐角（若A钝角则A+B>π），得cosA=3/5，cosC=sinAsinB-cosAcosB=33/65，选项B为33/65，但答案误设为16/65，解析中虽提及33/65却最终错误选择，答案与正确解矛盾。,16/65,16/65,在△ABC中，已知sinA=4/5，cosB=5/13，则cosC的值为（ ）。
bnu-high-ds-v1-s4-440,S4,lower,short-answer,Core,bnu-high-s4-复数,复数,必修 第二册,复数,fail,blocker,high,pass,fail,fail,±2,±2,math_error|answer_mismatch|explanation_contradiction,,独立求解得实部为 ±2，但题目答案为 ±1，解析过程也错误得出 ±1，实际应为 ±2。,±1,"±1 | 1或-1 | 1,-1",已知复数 z 满足 z + 1/z 为实数，且 |z| = 2，求 z 的实部。
bnu-high-ds-v1-s4-459,S4,lower,multiple-choice,Core,bnu-high-s4-复数,复数,必修 第二册,复数,fail,blocker,high,fail,fail,fail,无解,1 - i,math_error|missing_condition|explanation_contradiction|unsolvable,,题目条件“在直线y=x上”与“|z-1|=|z+i|”联立得z=0，但0不在选项中；解析自行将直线改为y=-x才得到选项中的1-i，题目条件错误，无法按原题求解。,1 - i,1 - i,在复平面内，复数 z 对应的点在直线 y = x 上，且满足 |z - 1| = |z + i|，则 z 等于什么？
bnu-high-ds-v1-s4-471,S4,lower,multiple-choice,Core,bnu-high-s4-立体几何初步,立体几何初步,必修 第二册,立体几何初步,fail,blocker,high,fail,fail,fail,无法确定,无法确定,math_error|answer_mismatch|explanation_contradiction,,题目条件中AE:EB=AH:HD=2:1，故EH∥BD；但CF:FB=2:1，CG:GD=3:1，比例不同，FG不平行于BD，因此EH与FG可能相交或异面，无法确定位置关系。解析中承认比例不同，却仍给出平行结论，自相矛盾。答案应为“无法确定”，原答案“平行”错误。,平行,平行,在空间四边形ABCD中，E、F、G、H分别是边AB、BC、CD、DA上的点，且满足AE:EB = CF:FB = 2:1，CG:GD = AH:HD = 3:1。则直线EH与直线FG的位置关系是（　）
bnu-high-ds-v1-s4-474,S4,lower,short-answer,Core,bnu-high-s4-立体几何初步,立体几何初步,必修 第二册,立体几何初步,fail,blocker,high,pass,fail,fail,3π√55 cm³,3π√55 cm³,math_error|answer_mismatch|explanation_contradiction,,独立计算得体积为3π√55 cm³，与存储答案16π√7 cm³不符，解析也指出原答案有误，答案与解析矛盾。,16π√7 cm³,16π√7 cm³ | 16π√7立方厘米,一个圆锥的侧面展开图是半径为8 cm，圆心角为135°的扇形。求该圆锥的体积。
bnu-high-ds-v1-s4-475,S4,lower,multiple-choice,Core,bnu-high-s4-立体几何初步,立体几何初步,必修 第二册,立体几何初步,fail,blocker,high,fail,fail,fail,√2/2,,math_error|answer_mismatch|bad_options|explanation_contradiction|unsolvable,,独立计算得余弦值为√2/2，不在选项中，解析也承认计算有误且选项无匹配，题目不可解。,√3/6,√3/6,在正方体ABCD-A₁B₁C₁D₁中，E为棱CC₁的中点，则异面直线AE与BC₁所成角的余弦值为（　）
bnu-high-ds-v1-s4-476,S4,lower,short-answer,Core,bnu-high-s4-立体几何初步,立体几何初步,必修 第二册,立体几何初步,fail,blocker,high,pass,fail,fail,2√2,2√2,math_error|answer_mismatch|explanation_contradiction,,由条件得BC⊥平面PAB，距离为BC=2√2，与答案2不符，解析也指出矛盾。,2,2,已知三棱锥P-ABC中，PA⊥底面ABC，AB⊥BC，PA=AB=2，BC=2√2。求点C到平面PAB的距离。
bnu-high-ds-v1-s4-478,S4,lower,short-answer,Core,bnu-high-s4-立体几何初步,立体几何初步,必修 第二册,立体几何初步,fail,blocker,high,pass,fail,fail,172π/3 cm²,172π/3 cm²,math_error|answer_mismatch|explanation_contradiction,,独立计算得表面积为172π/3 cm²，与答案52π cm²不符，解析也指出数据需调整。,52π cm²,52π cm² | 52π平方厘米,一个正三棱柱的底面边长为4 cm，侧棱长为6 cm。求该三棱柱的外接球的表面积。
bnu-high-ds-v1-s4-489,S4,lower,multiple-choice,Core,bnu-high-s4-立体几何初步,立体几何初步,必修 第二册,立体几何初步,fail,blocker,high,pass,fail,fail,3/2,3/2,math_error|answer_mismatch|explanation_contradiction,,等体积法计算得距离为3/2，但题目答案和解析均错误地给出√6/2，解析中计算过程也得出3/2却与答案矛盾。,√6/2,√6/2,已知三棱柱ABC-A₁B₁C₁中，底面是边长为2的正三角形，侧棱AA₁⊥底面，且AA₁=3，则点A到平面A₁BC的距离为（　）
bnu-high-ds-v1-s4-492,S4,lower,short-answer,Core,bnu-high-s4-立体几何初步,立体几何初步,必修 第二册,立体几何初步,fail,blocker,high,pass,fail,fail,32/3,32/3,math_error|answer_mismatch|explanation_contradiction,,正四棱锥高为2，体积为32/3，但答案错误给出16√2/3，解析中计算过程也得出32/3却与答案矛盾。,16√2/3,16√2/3 | \frac{16\sqrt{2}}{3},已知正四棱锥的底面边长为4，侧棱长为2√3，求该棱锥的体积。
bnu-high-ds-v1-s4-495,S4,lower,multiple-choice,Core,bnu-high-s4-立体几何初步,立体几何初步,必修 第二册,立体几何初步,fail,blocker,high,fail,fail,fail,9/13,9/13,math_error|answer_mismatch|bad_options|unsolvable|explanation_contradiction,,给定条件下异面直线所成角余弦为9/13，不在选项中，题目无正确选项，解析也承认计算得9/13但强行匹配错误答案。,2/7,2/7,在长方体ABCD-A₁B₁C₁D₁中，AB=BC=2，AA₁=3。异面直线A₁B与B₁C所成角的余弦值为（　）
bnu-high-ds-v1-s5-015,S5,lower,fill-in,Foundation,bnu-high-s5-直线与圆,直线与圆,选择性必修 第一册,直线与圆,fail,blocker,high,pass,fail,fail,6x - 8y - 15 = 0,6x - 8y - 15 = 0,math_error|answer_mismatch|explanation_contradiction,,独立求解得垂直平分线方程为6x-8y-15=0，而答案3x-4y-7=0错误，中点代入不满足，解析也指出答案有误，答案与解析矛盾。,3x - 4y - 7 = 0,3x - 4y - 7 = 0 | 3x-4y-7=0,"已知点 A(1, 2) 和点 B(4, -2)，则线段 AB 的垂直平分线方程为 ______。"
bnu-high-ds-v1-s5-017,S5,lower,short-answer,Core,bnu-high-s5-直线与圆,直线与圆,选择性必修 第一册,直线与圆,fail,blocker,high,fail,fail,fail,无解,,unsolvable|math_error|answer_mismatch|explanation_contradiction,,由条件列方程得2=34矛盾，题目数据错误，无法求解，答案和解析均无效。,(x - 2)^2 + (y - 4)^2 = 10,(x - 2)^2 + (y - 4)^2 = 10,"已知圆 C 经过点 A(1, 3) 和 B(5, -1)，且圆心在直线 x - y + 2 = 0 上，求圆 C 的标准方程。"
bnu-high-ds-v1-s5-018,S5,lower,fill-in,Exam,bnu-high-s5-直线与圆,直线与圆,选择性必修 第一册,直线与圆,fail,blocker,high,pass,fail,fail,a = -3,a = -3,math_error|answer_mismatch|explanation_contradiction,,平行需排除重合，a=2时两直线重合，应舍去，正确答案只有a=-3，答案和解析均错误。,2 或 -3,2 或 -3 | 2或-3 | a=2或a=-3,已知直线 l1: ax + 3y + 1 = 0 与 l2: 2x + (a+1)y + 1 = 0 平行，则实数 a 的值为 ______。
bnu-high-ds-v1-s5-033,S5,lower,fill-in,Core,bnu-high-s5-直线与圆,直线与圆,选择性必修 第一册,直线与圆,fail,blocker,high,pass,pass,fail,x = 2 或 2x - y - 5 = 0,,explanation_contradiction,status_rationale_tension,题目可解，答案正确。但解析中解方程|1-k|=√5·√(k²+1)得到k=2或k=-1/2，然后错误地舍去k=-1/2，实际上k=-1/2不满足方程，正确解应为k=2，且斜率不存在时x=2也满足。解析存在计算错误和矛盾，与正确答案不符。,x = 2 或 2x - y - 5 = 0,x = 2 或 2x - y - 5 = 0 | x=2 或 2x-y-5=0 | x=2或2x-y-5=0,"已知直线 l 经过点 P(2, -1)，且与圆 C: (x - 1)² + (y + 2)² = 5 相切。求直线 l 的方程。"
bnu-high-ds-v1-s5-034,S5,lower,multiple-choice,Exam,bnu-high-s5-直线与圆,直线与圆,选择性必修 第一册,直线与圆,fail,blocker,high,pass,fail,fail,y = -1,y = -1,answer_mismatch|explanation_contradiction,,题目可解，独立求解得直线方程为y=-1。但题目给出的答案为x=2，解析过程混乱且最终结论错误，与正确结果矛盾。选项中有y=-1，应选此项。,x = 2,x = 2,"已知直线 l 过点 P(2, -1)，且与圆 C: (x-1)^2 + (y+2)^2 = 5 相交于 A, B 两点。若弦 AB 的中点 M 的横坐标为 1，则直线 l 的方程为（ ）。"
bnu-high-ds-v1-s5-039,S5,lower,fill-in,Foundation,bnu-high-s5-直线与圆,直线与圆,选择性必修 第一册,直线与圆,fail,blocker,high,fail,fail,fail,无解（点P在圆内，无法作切线）,"题目条件错误，点P(2,-1)在圆内，无法作切线。",math_error|unsolvable|explanation_contradiction,,"点P(2,-1)到圆心(1,-2)距离为√2，小于半径√5，点在圆内，无法作切线。题目无解，答案和解析均错误。",x = 2 或 2x - y - 5 = 0,x = 2 或 2x - y - 5 = 0 | x=2 或 2x-y-5=0 | x=2或2x-y-5=0,"已知直线 l 经过点 P(2, -1)，且与圆 C: (x - 1)² + (y + 2)² = 5 相切。求直线 l 的方程。"
bnu-high-ds-v1-s5-048,S5,lower,fill-in,Challenge,bnu-high-s5-直线与圆,直线与圆,选择性必修 第一册,直线与圆,fail,blocker,high,fail,fail,fail,1 或 1/7,1 或 1/7,math_error|answer_mismatch|explanation_contradiction,status_rationale_tension,"题目中圆C圆心(3,4)，直线过A(1,0)，但解析错误使用圆心(2,1)和直线方程y-1=kx，导致答案错误。正确解法：设直线y=k(x-1)，圆心到直线距离d=|2k-4|/√(k²+1)，弦长2√(4-d²)=2√3得d=1，解得k=1或1/7。答案应为1或1/7，与存储答案一致，但解析完全错误，需修正。",1 或 1/7,1 或 1/7 | 1或1/7,"已知圆C: (x-3)² + (y-4)² = 4，直线l过点A(1,0)。若l与圆C相交所得的弦长为2√3，则直线l的斜率为______。"
bnu-high-ds-v1-s5-060,S5,lower,fill-in,Challenge,bnu-high-s5-直线与圆,直线与圆,选择性必修 第一册,直线与圆,fail,blocker,high,pass,fail,fail,m = -1/3,m = -1/3,math_error|answer_mismatch|explanation_contradiction,,"直线过定点P(2,1)，圆心C(1,-2)，CP斜率3，弦长最短时l⊥CP，故m·3=-1，m=-1/3。答案m=-1错误，解析中虽指出错误但最终未修正，答案与解析矛盾。",m = -1,m = -1 | m=-1,已知圆 C: (x - 1)² + (y + 2)² = 9，直线 l: mx - y + 1 - 2m = 0。若直线 l 被圆 C 截得的弦长最短，则实数 m 的值为______。
