"id","grade","semester","topicId","unitTitle","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"bnu-primary-ds-v1-p2-090","P2","upper","bnu-primary-p2-upper-measurement","测量","short-answer","Core","把下面长度按从短到长排列：80厘米、1米、50厘米、2米。","","50厘米、80厘米、1米、2米","50厘米、80厘米、1米、2米 | 50cm、80cm、1m、2m","统一单位：50厘米<80厘米<100厘米(1米)<200厘米(2米)。","grade-pass-sample"
"bnu-primary-ds-v1-p2-093","P2","upper","bnu-primary-p2-upper-division-introduction","分一分与除法","short-answer","Core","有30支铅笔，每个小朋友分5支，可以分给几个小朋友？请你写出除法算式，并说出算式中每个数表示的意思。","","30 ÷ 5 = 6（个）","30 ÷ 5 = 6（个） | 30÷5=6（个） | 30 ÷ 5 = 6 | 30÷5=6","30支铅笔是总数，每5支为一份，求份数用除法：30 ÷ 5 = 6（个）。30表示铅笔总数，5表示每个小朋友分到的支数，6表示小朋友的人数。","grade-pass-sample"
"bnu-primary-ds-v1-p2-095","P2","upper","bnu-primary-p2-upper-division-introduction","分一分与除法","fill-in","Foundation","20个小朋友做游戏，每4人一组，可以分成几组？用除法算式表示：___ ÷ ___ = ___（组）","","20 ÷ 4 = 5","20 ÷ 4 = 5 | 20÷4=5","求20里面有几个4，用除法：20 ÷ 4 = 5（组）。","grade-pass-sample"
"bnu-primary-ds-v1-p2-114","P2","upper","bnu-primary-p2-upper-multiplication-facts-6-to-9","6-9的乘法口诀","short-answer","Foundation","操场上有7组同学在跳绳，每组6人，跳绳的一共有多少人？","","42","42 | 42人","7个6相加，用乘法口诀“六七四十二”，6×7=42（人）。","grade-pass-sample"
"bnu-primary-ds-v1-p2-115","P2","upper","bnu-primary-p2-upper-multiplication-facts-6-to-9","6-9的乘法口诀","multiple-choice","Core","下面哪个算式的积最大？","6×7 | 5×9 | 8×6 | 7×8","7×8","7×8","分别计算：6×7=42，5×9=45，8×6=48，7×8=56。56最大，所以7×8的积最大。","grade-pass-sample"
"bnu-primary-ds-v1-p2-121","P2","upper","bnu-primary-p2-upper-division-facts-review","除法与整理复习","multiple-choice","Core","妈妈买了24颗草莓，平均分给4个小朋友。每个小朋友分到几颗草莓？下面哪个算式是正确的？","24 ÷ 4 = 6（颗） | 24 ÷ 6 = 4（颗） | 4 × 6 = 24（颗） | 24 - 4 = 20（颗）","24 ÷ 4 = 6（颗）","24 ÷ 4 = 6（颗）","把24颗草莓平均分成4份，求每份是多少，用除法计算：24 ÷ 4 = 6（颗）。","grade-pass-sample"
"bnu-primary-ds-v1-p2-125","P2","upper","bnu-primary-p2-upper-division-facts-review","除法与整理复习","fill-in","Core","根据乘法算式4 × 7 = 28，写出两道除法算式：______÷______=______，______÷______=______。","","28 ÷ 4 = 7，28 ÷ 7 = 4","28 ÷ 4 = 7，28 ÷ 7 = 4 | 28÷4=7，28÷7=4","根据乘除法的关系，由4×7=28可得28÷4=7和28÷7=4。","grade-pass-sample"
"bnu-primary-ds-v1-p2-128","P2","upper","bnu-primary-p2-upper-division-facts-review","除法与整理复习","fill-in","Foundation","45 ÷ 9 = □，想乘法口诀：______四十五，所以商是______。","","五九四十五，5","五九四十五，5 | 五九四十五， 5","计算45 ÷ 9时，想9乘几等于45，口诀“五九四十五”，所以商是5。","grade-pass-sample"
"bnu-primary-ds-v1-p2-135","P2","upper","bnu-primary-p2-upper-division-facts-review","除法与整理复习","short-answer","Core","妈妈买了18个橘子，每6个装一袋，可以装几袋？请写出算式，并说一说你是怎样用乘法口诀计算的。","","18÷6=3（袋），想乘法口诀“三六十八”，因为3×6=18，所以商是3。","18÷6=3（袋），想乘法口诀“三六十八”，因为3×6=18，所以商是3。","求18里面有几个6，用除法18÷6。想6×3=18，口诀“三六十八”，所以商是3，可以装3袋。","grade-pass-sample"
"bnu-primary-ds-v1-p2-141","P2","lower","bnu-primary-p2-lower-division-strengthening","除法","short-answer","Core","把35颗草莓平均分给6个小朋友，每个小朋友最多分到几颗？还剩几颗？","","每个小朋友分到5颗，还剩5颗","每个小朋友分到5颗，还剩5颗 | 5颗，剩5颗 | 5颗 剩5颗 | 5，剩5 | 5颗，还剩5颗 | 5颗 还剩5颗","35÷6=5（颗）……5（颗），商5表示每个小朋友分到5颗，余数5表示还剩5颗。","grade-pass-sample"
"bnu-primary-ds-v1-p2-152","P2","lower","bnu-primary-p2-lower-direction-position","方向与位置","fill-in","Foundation","小明从家出发，先向东走100米到超市，再向北走50米到学校。那么学校在小明家的什么方向？","","东北","东北","从家向东再向北，学校位于家的东和北之间，即东北方向。","grade-pass-sample"
"bnu-primary-ds-v1-p2-161","P2","lower","bnu-primary-p2-lower-direction-position","方向与位置","fill-in","Core","小动物们在森林里玩。小兔的家在小狗家的东面，小羊的家在小兔家的南面。小羊的家在小狗家的什么方向？","","东南","东南","以小兔家为参考点，小羊在小兔家的南面；再以小兔家为中间点，小兔在小狗家的东面，所以小羊在小狗家的东面再向南，即东南方向。","grade-pass-sample"
"bnu-primary-ds-v1-p2-163","P2","lower","bnu-primary-p2-lower-direction-position","方向与位置","multiple-choice","Core","在操场上，旗杆在教学楼的北面，花坛在旗杆的西面。花坛在教学楼的什么方向？","东北 | 西北 | 西南 | 东南","西北","西北","以教学楼为参考点，旗杆在北面；花坛在旗杆的西面，所以花坛在教学楼的北面再向西，即西北方向。","grade-pass-sample"
"bnu-primary-ds-v1-p2-184","P2","lower","bnu-primary-p2-lower-measurement","测量","fill-in","Foundation","300厘米 = ______ 米","","3","3","1米=100厘米，所以300厘米=300÷100=3米。","grade-pass-sample"
"bnu-primary-ds-v1-p2-185","P2","lower","bnu-primary-p2-lower-measurement","测量","multiple-choice","Core","测量一枚硬币的厚度，用哪个单位最合适？","千米 | 米 | 厘米 | 毫米","毫米","毫米","硬币厚度很小，通常只有1~2毫米，用毫米最精确。厘米偏大，米和千米完全不合适。","grade-pass-sample"
"bnu-primary-ds-v1-p2-188","P2","lower","bnu-primary-p2-lower-measurement","测量","fill-in","Foundation","80毫米 = ______ 厘米","","8","8","1厘米=10毫米，所以80毫米=80÷10=8厘米。","grade-pass-sample"
"bnu-primary-ds-v1-p2-196","P2","lower","bnu-primary-p2-lower-three-digit-add-sub","加与减","fill-in","Foundation","计算：703 - 258 = （ ）","","445","445","个位3减8不够，向十位借1，十位为0向百位借1，百位7变6，十位变10，借给个位后十位变9，个位13-8=5，十位9-5=4，百位6-2=4，得445。","grade-pass-sample"
"bnu-primary-ds-v1-p2-203","P2","lower","bnu-primary-p2-lower-three-digit-add-sub","加与减","multiple-choice","Core","图书馆原有故事书384本，上午借出157本，下午借出126本。下面哪个算式能正确求出还剩多少本？","384 - 157 + 126 | 384 - 157 - 126 | 384 + 157 - 126 | 384 + 157 + 126","384 - 157 - 126","384 - 157 - 126","原有384本，借出就要减去。上午借出157本，下午借出126本，一共借出157+126本，所以还剩384-157-126本。","grade-pass-sample"
"bnu-primary-ds-v1-p2-207","P2","lower","bnu-primary-p2-lower-three-digit-add-sub","加与减","multiple-choice","Core","小乐计算 426 + 298 时，先估算“大约是多少”，再笔算。下面哪种做法是正确的？","估算：426 看作 400，298 看作 300，400+300=700；笔算：426+298=724，结果比 700 多一些，合理。 | 估算：426 看作 430，298 看作 300，430+300=730；笔算：426+298=624，结果比 730 少很多，不合理。 | 估算：426 看作 400，298 看作 200，400+200=600；笔算：426+298=724，结果比 600 多很多，不合理。 | 估算：426 看作 500，298 看作 300，500+300=800；笔算：426+298=724，结果比 800 少一些，合理。","估算：426 看作 400，298 看作 300，400+300=700；笔算：426+298=724，结果比 700 多一些，合理。","估算：426 看作 400，298 看作 300，400+300=700；笔算：426+298=724，结果比 700 多一些，合理。","估算时把 426 看作 400，298 看作 300，和约是 700。笔算 426+298=724，个位 6+8=14 进 1，十位 2+9+1=12 进 1，百位 4+2+1=7，得 724。724 比 700 多一些，说明计算合理。","grade-pass-sample"
"bnu-primary-ds-v1-p2-208","P2","lower","bnu-primary-p2-lower-three-digit-add-sub","加与减","fill-in","Foundation","学校图书馆原来有故事书 268 本，科普书 195 本。这周新买了一批书，其中故事书增加了 137 本，科普书增加了 156 本。现在故事书和科普书一共有多少本？先估一估，再列竖式计算，最后用交换加数位置的方法验算。","","756","756","先估算：268+137≈270+140=410，195+156≈200+160=360，合计约770。竖式计算：268+137=405，195+156=351，405+351=756。验算：交换加数351+405=756，结果一致。","grade-pass-sample"
"bnu-primary-ds-v1-p2-214","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","fill-in","Foundation","一个平面图形有4条边，其中2条边是斜的，2条边是平的，对边一样长，4个角不是方方正正的。这个图形是______。","","平行四边形","平行四边形","平行四边形有四条边，对边平行且相等，但角不一定是直角。题目中描述的对边相等且角不是直角，符合平行四边形特征。","grade-pass-sample"
"bnu-primary-ds-v1-p2-215","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","multiple-choice","Core","一个图形有4条边，4个角都是直角，但4条边都相等。这个图形是？","正方形 | 长方形 | 平行四边形 | 梯形","正方形","正方形","正方形是特殊的长方形，四条边都相等，四个角都是直角。长方形只要求对边相等，所以正方形符合所有条件。","grade-pass-sample"
"bnu-primary-ds-v1-p2-218","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","fill-in","Foundation","一个正方形有4条边，每条边都______，4个角都是______角。","","相等,直","相等,直 | 相等，直 | 相等 直","正方形的特征是四条边都相等，四个角都是直角。","grade-pass-sample"
"bnu-primary-ds-v1-p2-219","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","multiple-choice","Core","下面哪个图形不是四边形？","三角形 | 长方形 | 正方形 | 平行四边形","三角形","三角形","四边形是由四条边围成的图形，长方形、正方形、平行四边形都是四边形。三角形只有三条边，不是四边形。","grade-pass-sample"
"bnu-primary-ds-v1-p2-220","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","fill-in","Foundation","长方形和正方形都有______条边，但正方形的______条边都相等，长方形只有______边相等。","","4,4,对","4,4,对 | 4，4，对 | 4 4 对","长方形和正方形都是四边形，都有4条边。正方形四条边都相等，长方形是对边相等。","grade-pass-sample"
"bnu-primary-ds-v1-p2-221","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","multiple-choice","Core","下面四个图形中，哪一个图形有4条边、4个角，而且4条边都相等？","A. 长方形 | B. 正方形 | C. 三角形 | D. 平行四边形","B. 正方形","B. 正方形","正方形有4条边、4个角，并且4条边都相等。长方形也有4条边和4个角，但通常只有对边相等。三角形有3条边和3个角。平行四边形通常对边相等，不一定4条边都相等。","grade-pass-sample"
"bnu-primary-ds-v1-p2-228","P2","lower","bnu-primary-p2-lower-time","时、分、秒","fill-in","Foundation","写出下面钟面上的时间。\n时针指向8和9之间，分针指向6。\n______时______分","","8,30","8,30","时针在8和9之间，表示8时多；分针指向6，表示30分，所以是8时30分。","grade-pass-sample"
"bnu-primary-ds-v1-p2-229","P2","lower","bnu-primary-p2-lower-time","时、分、秒","multiple-choice","Core","小丽从家到学校要走15分钟，她每天7:40从家出发，到学校的时间是（ ）。","A. 7:55 | B. 7:25 | C. 8:00 | D. 7:45","A. 7:55","A. 7:55","7时40分 + 15分 = 7时55分。注意分钟相加满60才进1小时，这里40+15=55，未满60。","grade-pass-sample"
"bnu-primary-ds-v1-p2-236","P2","lower","bnu-primary-p2-lower-time","时、分、秒","fill-in","Foundation","秒针走一圈，分针走______小格。","","1","1 | 一小格","秒针走一圈是60秒，即1分，分针正好走1小格。","grade-pass-sample"
"bnu-primary-ds-v1-p2-238","P2","lower","bnu-primary-p2-lower-data-recording-review","调查与记录及整理复习","fill-in","Foundation","下面是二（2）班部分同学的跳绳成绩记录：小红：正正，小明：正正正，小刚：正正，小丽：正。小明比小丽多跳了______下。","","10","10 | 10下","小明3个正=15下，小丽1个正=5下，15-5=10下。","grade-pass-sample"
"bnu-primary-ds-v1-p3-001","P3","upper","bnu-primary-p3-upper-mixed-operations","混合运算","multiple-choice","Core","妈妈买了3千克苹果，每千克8元；又买了2千克梨，每千克6元。妈妈一共要付多少元？下面列式正确的是（ ）。","3×8+2×6 | 3×8+6 | 3+8×2+6 | 8+6×3+2","3×8+2×6","3×8+2×6","先分别算出苹果和梨的总价，再相加。苹果总价：3×8=24元，梨总价：2×6=12元，一共24+12=36元，对应综合算式3×8+2×6。","grade-pass-sample"
"bnu-primary-ds-v1-p3-003","P3","upper","bnu-primary-p3-upper-mixed-operations","混合运算","short-answer","Challenge","小明有50元，买一个书包用了34元，剩下的钱买了4本同样的笔记本。每本笔记本多少元？请写出分步算式和综合算式。","","分步：50−34=16（元），16÷4=4（元）；综合：(50−34)÷4=4（元）","分步：50−34=16（元），16÷4=4（元）；综合：(50−34)÷4=4（元） | 分步：50-34=16元，16÷4=4元；综合：(50-34)÷4=4元","先求剩下的钱：50−34=16元，再平均分成4份：16÷4=4元。综合算式要先算减法，所以写成(50−34)÷4=4。","grade-pass-sample"
"bnu-primary-ds-v1-p3-005","P3","upper","bnu-primary-p3-upper-mixed-operations","混合运算","fill-in","Core","把“24÷6=4”和“30+4=34”合并成一个综合算式：（ ）。","","30+24÷6=34","30+24÷6=34","第二个算式的4来自24÷6，替换后得30+24÷6。计算时先算除法24÷6=4，再算加法30+4=34。","grade-pass-sample"
"bnu-primary-ds-v1-p3-022","P3","upper","bnu-primary-p3-upper-observe-objects","观察物体","multiple-choice","Foundation","一个立体图形由5个同样的小正方体搭成。从前面看，看到的是下面一层有3个小正方形，上面一层中间有1个小正方形。从右面看，看到的是下面一层有2个小正方形，上面一层靠左有1个小正方形。这个立体图形是下面哪一个？","A. 底层前面横着放3个，底层后面中间放1个，上层在底层前面中间那个上面放1个。 | B. 底层前面横着放3个，底层后面右边放1个，上层在底层前面左边那个上面放1个。 | C. 底层前面横着放2个，底层后面横着放2个，上层在底层前面右边那个上面放1个。 | D. 底层前面横着放3个，底层后面左边放1个，上层在底层前面中间那个上面放1个。","A. 底层前面横着放3个，底层后面中间放1个，上层在底层前面中间那个上面放1个。","A. 底层前面横着放3个，底层后面中间放1个，上层在底层前面中间那个上面放1个。","从前面看：底层3个，上层中间1个，说明前面一排有3个且中间上面有1个。从右面看：底层2个，上层靠左1个，说明从右看有两列，左列有上下两个。选项A符合：前面3个，后面中间1个，上层在中间上面，从右看左列上下两个。","grade-pass-sample"
"bnu-primary-ds-v1-p3-027","P3","upper","bnu-primary-p3-upper-observe-objects","观察物体","short-answer","Challenge","用6个同样的小正方体搭成一个立体图形。从前面看，看到的是左边一列有2个小正方形，中间一列有1个小正方形，右边一列有1个小正方形，且中间和右边这两列都在下面。从上面看，看到的是左边一列有2个小正方形，中间一列有1个小正方形，右边一列有1个小正方形，且中间和右边这两列都在上面。请你描述这个立体图形是怎样搭成的。","","底层：左边一列前后放2个，中间一列前放1个，右边一列前放1个；上层：左边一列前放1个，中间和右边不放。","底层：左边一列前后放2个，中间一列前放1个，右边一列前放1个；上层：左边一列前放1个，中间和右边不放。 | 底层左边前后各1个，底层中间前1个，底层右边前1个；上层左边前1个。","从前面看：左边上下两个，中间和右边下面一个，说明左边有上下两层，中间和右边只有一层。从上面看：左边前后两个，中间和右边前面一个，说明左边有前后两排，中间和右边只有前排。综合得：底层左边前后各1，中间前1，右边前1；上层左边前1。","grade-pass-sample"
"bnu-primary-ds-v1-p3-028","P3","upper","bnu-primary-p3-upper-observe-objects","观察物体","multiple-choice","Exam","一个立体图形由5个同样的小正方体搭成。从前面看，看到的是横着排成一排的3个小正方形；从右面看，看到的是竖着排成一列的3个小正方形。这个立体图形是下面哪一个？","A. 底层横着放3个，中间层在左边放1个，上层在左边放1个。 | B. 底层横着放3个，中间层在中间放1个，上层在中间放1个。 | C. 底层横着放3个，中间层在右边放1个，上层在右边放1个。 | D. 底层横着放3个，中间层在左边和右边各放1个。","C. 底层横着放3个，中间层在右边放1个，上层在右边放1个。","C. 底层横着放3个，中间层在右边放1个，上层在右边放1个。","从前面看一排3个，说明前面一排有3个。从右面看一列3个，说明从右看有上中下三层，且都在右边。所以立体图形应该是底层3个横排，然后在右边那个上面再放2个，即选项C。","grade-pass-sample"
"bnu-primary-ds-v1-p3-034","P3","upper","bnu-primary-p3-upper-three-digit-add-sub","加与减","multiple-choice","Foundation","学校图书馆原有故事书 426 本，又买来 389 本，现在大约有多少本？下面哪个估算方法最合适？","把 426 看作 400，把 389 看作 400，400 + 400 = 800 | 把 426 看作 430，把 389 看作 390，430 + 390 = 820 | 把 426 看作 500，把 389 看作 400，500 + 400 = 900 | 把 426 看作 400，把 389 看作 300，400 + 300 = 700","把 426 看作 430，把 389 看作 390，430 + 390 = 820","把 426 看作 430，把 389 看作 390，430 + 390 = 820","估算时把两个数都看作最接近的整十数，426≈430，389≈390，和约为820，最接近精确结果815，所以这个估算最合适。","grade-pass-sample"
"bnu-primary-ds-v1-p3-037","P3","upper","bnu-primary-p3-upper-three-digit-add-sub","加与减","multiple-choice","Core","学校图书馆有故事书 268 本，科技书比故事书多 155 本。图书馆的故事书和科技书一共有多少本？下面哪个算式和结果正确？","268 + 155 = 423（本） | 268 + 155 = 413（本），268 + 413 = 681（本） | 268 + 155 = 423（本），268 + 423 = 691（本） | 268 - 155 = 113（本），268 + 113 = 381（本）","268 + 155 = 423（本），268 + 423 = 691（本）","268 + 155 = 423（本），268 + 423 = 691（本）","先求科技书数量：268+155=423本；再求总数：268+423=691本。选项C正确。","grade-pass-sample"
"bnu-primary-ds-v1-p3-041","P3","upper","bnu-primary-p3-upper-three-digit-add-sub","加与减","fill-in","Core","学校图书馆原有故事书536本，上午借出284本，下午还回157本。现在图书馆有故事书多少本？","","409","409 | 409本","先算借出后剩余：536-284=252（本），再算还回后总数：252+157=409（本）。注意退位和进位，最后带上单位“本”。","grade-pass-sample"
"bnu-primary-ds-v1-p3-046","P3","upper","bnu-primary-p3-upper-multiplication-division-fluency","乘与除","multiple-choice","Foundation","小乐有36张贴纸，平均分给4个好朋友，每人分到多少张？下面哪个算式可以验算你的结果是否正确？","36 × 4 | 36 ÷ 4 | 9 × 4 | 36 ÷ 9","9 × 4","9 × 4","36张贴纸平均分给4人，每人分到36÷4=9张。用乘法验算：9×4=36，正好等于总数，所以用9×4验算正确。","grade-pass-sample"
"bnu-primary-ds-v1-p3-054","P3","upper","bnu-primary-p3-upper-multiplication-division-fluency","乘与除","short-answer","Challenge","体育课上，李老师把一些跳绳平均分给4个小组，每个小组分到12根，还剩下3根。李老师原来有多少根跳绳？","","51根","51根 | 51","先用乘法求分出的跳绳：4×12=48（根），再加上剩下的3根：48+3=51（根）。所以李老师原来有51根跳绳。","grade-pass-sample"
"bnu-primary-ds-v1-p3-067","P3","upper","bnu-primary-p3-upper-perimeter","周长","multiple-choice","Core","一个长方形花坛，长8米，宽5米。工人沿着花坛边缘围一圈篱笆，篱笆的长度是多少米？","13米 | 26米 | 40米 | 16米","26米","26米","长方形周长等于长加宽的和乘2。长8米，宽5米，周长=(8+5)×2=13×2=26米。篱笆沿着边缘围一圈，长度就是周长26米。","grade-pass-sample"
"bnu-primary-ds-v1-p3-082","P3","upper","bnu-primary-p3-upper-multi-digit-multiplication","乘法","multiple-choice","Core","一箱矿泉水有24瓶，学校买了3箱。下面哪个算式能正确算出总瓶数？","24 × 3 = 72（瓶） | 24 + 3 = 27（瓶） | 24 × 3 = 62（瓶） | 24 ÷ 3 = 8（瓶）","24 × 3 = 72（瓶）","24 × 3 = 72（瓶）","求3个24是多少，用乘法：24×3。先算4×3=12，个位写2向十位进1；再算2×3=6，加上进位的1得7，十位写7，结果是72。","grade-pass-sample"
"bnu-primary-ds-v1-p3-096","P3","upper","bnu-primary-p3-upper-calendar-time","年、月、日","short-answer","Challenge","小明从2025年1月28日开始放寒假，2月13日开学。他的寒假一共有多少天？","","16","16 | 16天","1月28日到1月31日共4天（31-28+1），2月1日到2月12日共12天，合计4+12=16天。","grade-pass-sample"
"bnu-primary-ds-v1-p3-102","P3","upper","bnu-primary-p3-upper-calendar-time","年、月、日","short-answer","Challenge","小明的生日是6月30日，小红的生日比小明晚15天。小红的生日是几月几日？请写出思考过程。","","7月15日","7月15日","6月有30天，从6月30日往后推15天：6月30日过1天是7月1日，再推14天是7月15日。","grade-pass-sample"
"bnu-primary-ds-v1-p3-103","P3","upper","bnu-primary-p3-upper-calendar-time","年、月、日","multiple-choice","Core","下面哪一天所在的月份有31天？","4月5日 | 6月1日 | 9月10日 | 12月25日","12月25日","12月25日","12月是大月，有31天；4月、6月、9月都是小月，只有30天。","grade-pass-sample"
"bnu-primary-ds-v1-p3-106","P3","upper","bnu-primary-p3-upper-decimal-introduction","认识小数","multiple-choice","Core","下面四个小数中，哪一个最大？","0.9 | 1.2 | 0.85 | 1.09","1.2","1.2","比较小数先看整数部分，1.2和1.09的整数部分都是1，十分位2>0，所以1.2最大。","grade-pass-sample"
"bnu-primary-ds-v1-p3-118","P3","upper","bnu-primary-p3-upper-decimal-introduction","认识小数","multiple-choice","Core","在跳远比赛中，小杰跳了1.4米，小宇跳了1.35米，小轩跳了1.5米。谁跳得最远？","小杰 | 小宇 | 小轩 | 无法比较","小轩","小轩","比较1.4、1.35和1.5。先看整数部分：1=1=1；再看十分位：1.4的十分位是4，1.35的十分位是3，1.5的十分位是5。5最大，所以1.5最大，小轩跳得最远。","grade-pass-sample"
"bnu-primary-ds-v1-p3-122","P3","upper","bnu-primary-p3-upper-math-play-review","数学好玩及整理复习","fill-in","Foundation","在“数学好玩”活动中，小丽用24厘米长的铁丝围成一个正方形，这个正方形的边长是______厘米。","","6","6","正方形周长=边长×4，所以边长=周长÷4。24÷4=6（厘米）。","grade-pass-sample"
"bnu-primary-ds-v1-p3-128","P3","upper","bnu-primary-p3-upper-math-play-review","数学好玩及整理复习","fill-in","Foundation","在“数学好玩”的测量活动中，小东走一步大约是4分米，他沿着教室长边走了9步，教室的长大约是______分米。","","36","36","一步4分米，9步就是9个4分米，4×9=36（分米）。","grade-pass-sample"
"bnu-primary-ds-v1-p3-129","P3","upper","bnu-primary-p3-upper-math-play-review","数学好玩及整理复习","short-answer","Core","在整理复习时，小华列出了本学期学过的长度单位：毫米、厘米、分米、米、千米。请按从小到大的顺序排列这些单位，并写出它们之间的进率关系。","","毫米<厘米<分米<米<千米。1千米=1000米，1米=10分米，1分米=10厘米，1厘米=10毫米。","毫米<厘米<分米<米<千米。1千米=1000米，1米=10分米，1分米=10厘米，1厘米=10毫米。","长度单位从小到大排列，相邻单位间进率是10，只有千米和米进率是1000。","grade-pass-sample"
"bnu-primary-ds-v1-p3-135","P3","upper","bnu-primary-p3-upper-math-play-review","数学好玩及整理复习","short-answer","Core","在数学好玩活动中，小乐和小思一起整理三年级上册的知识。小乐说：“我每次做混合运算时，都从左往右依次计算。”小思说：“我测量课桌长度时，直接用厘米作单位，量出是120，所以课桌长120。”请你分别指出他们说法中的错误，并给出正确的做法。","","小乐的错误：没有考虑运算顺序，应该先乘除后加减，有括号的先算括号里的。正确做法：先观察算式中有哪些运算，再按照先乘除后加减的顺序计算，如果有括号要先算括号里面的。小思的错误：测量结果没有写单位，且没有根据实际长度选择合适的单位。正确做法：测量课桌长度可以用厘米作单位，但结果要写上单位，比如120厘米，也可以说1米20厘米。","小乐的错误：没有考虑运算顺序，应该先乘除后加减，有括号的先算括号里的。正确做法：先观察算式中有哪些运算，再按照先乘除后加减的顺序计算，如果有括号要先算括号里面的。小思的错误：测量结果没有写单位，且没有根据实际长度选择合适的单位。正确做法：测量课桌长度可以用厘米作单位，但结果要写上单位，比如120厘米，也可以说1米20厘米。","小乐忽略了混合运算的顺序规则，不是简单从左往右。小思忘记写单位，且120厘米应合理表达为1米20厘米。","grade-pass-sample"
"bnu-primary-ds-v1-p3-146","P3","lower","bnu-primary-p3-lower-division","除法","fill-in","Foundation","把65支铅笔平均分给8个小朋友，每人分到（ ）支，还剩（ ）支。","","8，1","8，1 | 8 1 | 8和1","65÷8=8（支）……1（支），商8是每人分到的数量，余数1是剩下的铅笔数。","grade-pass-sample"
"bnu-primary-ds-v1-p3-161","P3","lower","bnu-primary-p3-lower-shape-motion","图形的运动","fill-in","Core","在方格纸上，有一个三角形，三个顶点分别是A(2,1)、B(4,1)、C(3,4)。将这个三角形向右平移5格后，点A移动到了哪个位置？请用数对表示。","","(7,1)","(7,1) | 7,1","平移时图形的大小和形状不变，只是位置改变。点A(2,1)向右平移5格，行不变，列加5，得到(7,1)。","grade-pass-sample"
"bnu-primary-ds-v1-p3-165","P3","lower","bnu-primary-p3-lower-shape-motion","图形的运动","short-answer","Core","在方格纸上有一个长方形，长6格，宽4格。将这个长方形向右平移3格，再向下平移2格。请描述平移后长方形的位置变化，并说明平移前后长方形的什么变了，什么没变。","","位置变了，形状和大小没变。","位置变了，形状和大小没变。 | 位置改变，形状和大小不变。","平移只是图形的位置发生改变，图形的形状、大小和方向都不变。所以平移后长方形的位置变了，但长还是6格，宽还是4格。","grade-pass-sample"
"bnu-primary-ds-v1-p3-170","P3","lower","bnu-primary-p3-lower-two-digit-multiplication","乘法","fill-in","Foundation","一箱苹果有24个，超市运来18箱。估一估，大约有多少个苹果？","","400个","400个 | 400 | 大约400个","把24看作20，18看作20，20×20=400，所以大约有400个苹果。实际计算24×18=432，接近400。","grade-pass-sample"
"bnu-primary-ds-v1-p3-175","P3","lower","bnu-primary-p3-lower-two-digit-multiplication","乘法","multiple-choice","Core","下面哪个算式的积最接近1000？","19×49 | 21×51 | 22×48 | 25×42","25×42","25×42","19×49=931，21×51=1071，22×48=1056，25×42=1050。它们与1000的差分别是69、71、56、50，所以25×42的积最接近1000。","grade-pass-sample"
"bnu-primary-ds-v1-p3-177","P3","lower","bnu-primary-p3-lower-two-digit-multiplication","乘法","short-answer","Core","一个电影院有28排座位，每排有36个座位。这个电影院一共有多少个座位？请写出计算过程。","","1008","1008","28×36，先算28×30=840，再算28×6=168，840+168=1008。","grade-pass-sample"
"bnu-primary-ds-v1-p3-181","P3","lower","bnu-primary-p3-lower-mass-units","千克、克、吨","multiple-choice","Core","一袋大米重25千克，一袋面粉重2500克。下面说法正确的是（　）。","大米比面粉重 | 面粉比大米重 | 大米和面粉一样重 | 无法比较","大米比面粉重","大米比面粉重","2500克=2千克500克，25千克>2千克500克，所以大米更重。比较质量时，要先统一单位。","grade-pass-sample"
"bnu-primary-ds-v1-p3-182","P3","lower","bnu-primary-p3-lower-mass-units","千克、克、吨","fill-in","Foundation","在括号里填上合适的质量单位。\n一个苹果大约重200（　）。","","克","克","一个苹果的质量较轻，通常用克作单位。200克符合实际，而200千克太重，200吨更不可能。","grade-pass-sample"
"bnu-primary-ds-v1-p3-187","P3","lower","bnu-primary-p3-lower-mass-units","千克、克、吨","multiple-choice","Core","下面哪种水果的质量大约是200克？（　）","一个西瓜 | 一个苹果 | 一颗葡萄 | 一个菠萝","一个苹果","一个苹果","一个苹果的质量通常在150-250克之间，200克是合理的。西瓜和菠萝通常几千克，葡萄几克。","grade-pass-sample"
"bnu-primary-ds-v1-p3-190","P3","lower","bnu-primary-p3-lower-mass-units","千克、克、吨","fill-in","Foundation","在括号里填上合适的质量单位。\n一袋食盐大约重500（　）。","","克","克","一袋食盐的质量较轻，常用克作单位。500克是常见的包装，500千克或500吨都不合理。","grade-pass-sample"
"bnu-primary-ds-v1-p3-193","P3","lower","bnu-primary-p3-lower-mass-units","千克、克、吨","multiple-choice","Core","一辆卡车的载质量是4吨，已经装了2800千克货物，最多还能装多少千克货物？","1200千克 | 1000千克 | 800千克 | 600千克","1200千克","1200千克","4吨=4000千克，4000−2800=1200（千克），所以还能装1200千克。","grade-pass-sample"
