"sampleReason","questionId","grade","semester","type","difficulty","storedAnswer","acceptedAnswers","optionsZhHans","explanationZhHans","evidenceCardIds","examPatternCardIds","promptZhHans"
"semester-type-coverage","pep-primary-rag2-p3-upper-mc-017","P3","upper","multiple-choice","Core","一个正方形被平均分成4份，其中1份涂色","一个正方形被平均分成4份，其中1份涂色","一个圆形被分成4份，其中1份涂色 | 一个正方形被平均分成4份，其中1份涂色 | 一个长方形被分成4份，大小不同，其中1份涂色 | 一个三角形被平均分成3份，其中1份涂色","1/4表示平均分成4份取1份，只有正方形是平均分。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-fraction-introduction","下面哪个图形中的涂色部分可以用1/4表示？"
"semester-type-coverage","pep-primary-rag2-p3-upper-mc-009","P3","upper","multiple-choice","Core","703-198","703-198","298+205 | 703-198 | 152×3 | 999-502","298+205=503，703-198=505，152×3=456，999-502=497。505最接近500。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-integrated-error-review","下面哪个算式的计算结果最接近500？"
"semester-type-coverage","pep-primary-rag2-p3-upper-mc-012","P3","upper","multiple-choice","Core","3/8","3/8","1/8 | 3/8 | 8/3 | 3/3","平均分成8块，分母是8；吃了3块，分子是3，所以是3/8。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-fraction-introduction","把一块蛋糕平均分成8块，小红吃了其中的3块，小红吃了这块蛋糕的（ ）。"
"semester-type-coverage","pep-primary-rag2-p3-upper-fi-028","P3","upper","fill-in","Core","7:50","7:50 | 7时50分","","走到一半用7分30秒，返回又用7分30秒，共15分。再从家到学校用15分。总共多用15分，7:20+15分=7:35，再加15分=7:50。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-time-measurement-add-sub","小华从家到学校要走15分钟。他早上7:20从家出发，走到一半时发现忘带作业本，立即原路返回家取，再重新出发去学校。他到学校的时间是几时几分？"
"semester-type-coverage","pep-primary-rag2-p3-upper-fi-029","P3","upper","fill-in","Core","26米","26米 | 26","","篱笆长就是周长。周长 = (长+宽)×2 = (8+5)×2 = 26（米）。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-perimeter-rectangles","一个长方形花坛，长8米，宽5米。如果沿花坛四周围上篱笆，篱笆长多少米？"
"semester-type-coverage","pep-primary-rag2-p3-upper-fi-024","P3","upper","fill-in","Core","9时0分","9时0分 | 9:00 | 9时","","8时20分+40分=8时60分=9时。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-time-measurement-add-sub","一节课40分钟，第一节课从8:20开始，下课时是____时____分。"
"semester-type-coverage","pep-primary-rag2-p3-upper-sa-009","P3","upper","short-answer","Challenge","7盒, 8个","7盒, 8个 | 7盒，8个 | 7盒和8个","","37÷5=7（盒）……2（个）。装满7盒，剩下的2个还需1盒，共需8个盒子。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-multiplication-division-times","有37个苹果，每盒装5个。最多可以装满几盒？至少需要几个盒子才能装完所有的苹果？"
"semester-type-coverage","pep-primary-rag2-p3-upper-sa-012","P3","upper","short-answer","Challenge","下午325本，全天593本","下午325本，全天593本 | 325本，593本 | 325,593","","下午：268+57=325（本）；全天：268+325=593（本）。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-time-measurement-add-sub","图书馆上午借出图书268本，下午借出图书比上午多57本。下午借出图书多少本？全天一共借出图书多少本？"
"semester-type-coverage","pep-primary-rag2-p3-upper-sa-008","P3","upper","short-answer","Challenge","5/8, 3/8","5/8, 3/8 | 八分之五，八分之三 | 5/8和3/8","","总块数8，吃了3+2=5块，所以吃了5/8。剩下8-5=3块，即3/8。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-fraction-introduction","妈妈把一张圆饼平均分成8块，爸爸吃了3块，小明吃了2块。他们一共吃了这张饼的几分之几？剩下的饼占这张饼的几分之几？"
"difficulty-coverage","pep-primary-rag2-p3-lower-sa-023","P3","lower","short-answer","Foundation","15","15 | 15人","","男生5人，女生10人，一共5+10=15人。","pep-primary-p3-lower-area-decimal-data","pep-primary-p3-lower-paper-decimal-date-data","下面是三（1）班同学最喜欢的运动项目统计表：\n男生：足球12人，篮球8人，乒乓球5人；\n女生：足球3人，篮球6人，乒乓球10人。\n全班喜欢乒乓球的一共有多少人？"
"risk-weighted-coverage","pep-primary-rag2-p3-upper-sa-010","P3","upper","short-answer","Challenge","192瓶, 48瓶","192瓶, 48瓶 | 192瓶，48瓶 | 192瓶和48瓶","","总箱数3+5=8箱，共8×24=192瓶。下午比上午多5-3=2箱，2×24=48瓶。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-integrated-error-review","超市运来一批矿泉水，每箱24瓶。上午卖出3箱，下午卖出5箱，一共卖出多少瓶？下午比上午多卖出多少瓶？"
"risk-weighted-coverage","pep-primary-rag2-p3-upper-sa-011","P3","upper","short-answer","Challenge","40米","40米 | 40","","求篱笆长度就是求长方形周长。周长=(长+宽)×2=(12+8)×2=40（米）。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-perimeter-rectangles","一个长方形花坛，长12米，宽8米。工人叔叔沿着花坛边缘围一圈篱笆，需要多少米的篱笆？"
"risk-weighted-coverage","pep-primary-rag2-p3-upper-sa-005","P3","upper","short-answer","Challenge","4分米","4分米 | 4","","正方形周长=6×4=24分米，长方形周长=(长+宽)×2，所以宽=24÷2-8=4分米。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-integrated-error-review","一根铁丝正好围成一个边长是6分米的正方形。如果用这根铁丝围成一个长是8分米的长方形，这个长方形的宽是多少分米？"
"risk-weighted-coverage","pep-primary-rag2-p3-upper-sa-007","P3","upper","short-answer","Challenge","8:25","8:25 | 8时25分 | 8点25分","","第一次到校：7:35+25分=8:00。返回家：8:00+25分=8:25。再次到校：8:25+25分=8:50。所以最终到达时间是8:50。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-time-measurement-add-sub","小明从家到学校需要走25分钟。他每天早上7:35从家出发，到学校后发现忘了带数学书，立即原路返回家拿书，然后再次前往学校。假设他走路的速度不变，且拿书的时间忽略不计。请问小明最终到达学校的时间是几时几分？"
"risk-weighted-coverage","pep-primary-rag2-p3-upper-sa-006","P3","upper","short-answer","Challenge","40米","40米 | 40","","宽=12-4=8米，周长=(12+8)×2=40米。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-perimeter-rectangles","一个长方形花坛，长是12米，宽比长短4米。这个花坛的周长是多少米？"
"risk-weighted-coverage","pep-primary-rag2-p3-upper-sa-001","P3","upper","short-answer","Challenge","26米","26米 | 26","","小路总长即长方形周长：(8+5)×2=26米。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-perimeter-rectangles","一个长方形花坛，长是8米，宽是5米。如果沿着花坛四周修一条小路，小路的总长是多少米？"
"risk-weighted-coverage","pep-primary-rag2-p3-upper-sa-003","P3","upper","short-answer","Challenge","每段是1/5，用去了2/5","每段是1/5，用去了2/5 | 1/5，2/5","","平均分5段，每段是1/5；2段是2个1/5，即2/5。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-fraction-introduction","一根绳子平均剪成5段，每段是这根绳子的几分之几？如果剪了其中的2段，用去了这根绳子的几分之几？"
"risk-weighted-coverage","pep-primary-rag2-p3-upper-sa-002","P3","upper","short-answer","Challenge","784本","784本 | 784","","科技书：456-128=328本，总数：456+328=784本。","pep-primary-p3-upper-multidigit-operations-fractions","pep-primary-p3-upper-paper-time-measurement-add-sub","图书馆有故事书456本，科技书比故事书少128本，两种书一共有多少本？"
"risk-weighted-coverage","pep-primary-rag2-p3-lower-sa-007","P3","lower","short-answer","Challenge","东北方向25米","东北方向25米","","向北15米，右转向东20米，左转向北10米，共向北25米，向东20米，用勾股定理得距离25米，方向东北。","pep-primary-p3-lower-area-decimal-data","pep-primary-p3-lower-paper-position-division","小华站在公园的中央广场，面向北方。他先向前走15米，然后右转走20米，再左转走10米。这时他在中央广场的什么方向？距离中央广场多少米？（请用方向和距离回答，如“东北方向25米”）"
"risk-weighted-coverage","pep-primary-rag2-p3-lower-sa-001","P3","lower","short-answer","Challenge","篱笆长26米，可以种160棵花。","篱笆长26米，可以种160棵花。 | 26米，160棵","","周长=(8+5)×2=26米；面积=8×5=40平方米，40×4=160棵。","pep-primary-p3-lower-area-decimal-data","pep-primary-p3-lower-paper-area-perimeter","一个长方形花坛，长8米，宽5米。如果在花坛四周围上篱笆，篱笆长多少米？如果每平方米种4棵花，一共可以种多少棵花？"
"risk-weighted-coverage","pep-primary-rag2-p3-lower-sa-003","P3","lower","short-answer","Challenge","三(1)班多，多2人；两个班体育组总人数是24人。","三(1)班多，多2人；两个班体育组总人数是24人。 | 三(1)班，2人，24人","","美术组：三(1)12人，三(2)10人，12-10=2人；体育组：15+9=24人。","pep-primary-p3-lower-area-decimal-data","pep-primary-p3-lower-paper-decimal-date-data","下面是三年级两个班参加兴趣小组的人数统计表（单位：人）。\n\n| 班级 | 美术组 | 音乐组 | 体育组 |\n|------|--------|--------|--------|\n| 三(1)班 | 12 | 8 | 15 |\n| 三(2)班 | 10 | 14 | 9 |\n\n哪个班参加美术组的人数多？多几人？两个班参加体育组的总人数是多少？"
"semester-type-coverage","pep-primary-rag2-p4-lower-mc-019","P4","lower","multiple-choice","Core","38 × 99 = 38 × 100 - 38","38 × 99 = 38 × 100 - 38","25 × (4 × 7) = (25 × 4) × 7 | 38 × 99 = 38 × 100 - 38 | 56 + 44 = 44 + 56 | 125 × 8 = 1000","乘法分配律：a×(b-c)=a×b-a×c。选项B中38×99=38×(100-1)=38×100-38×1，运用了乘法分配律。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-four-operations-laws","下面哪个算式运用了乘法分配律？（ ）"
"semester-type-coverage","pep-primary-rag2-p4-lower-mc-017","P4","lower","multiple-choice","Core","6只","6只","4只 | 5只 | 6只 | 7只","假设全是鸡，脚数2×10=20，比实际少28-20=8只，每只兔少算2只脚，兔有8÷2=4只，鸡有10-4=6只。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-average-statistics-problem-solving","笼子里有鸡和兔共10只，从下面数共有28只脚。鸡有多少只？"
"semester-type-coverage","pep-primary-rag2-p4-lower-mc-015","P4","lower","multiple-choice","Core","锐角三角形","锐角三角形","锐角三角形 | 直角三角形 | 钝角三角形 | 等腰三角形","∠3=180°-40°-60°=80°，三个角都小于90°，是锐角三角形。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-triangle-geometry-motion","一个三角形中，∠1=40°，∠2=60°。这个三角形按角分类是什么三角形？"
"semester-type-coverage","pep-primary-rag2-p4-lower-fi-024","P4","lower","fill-in","Core","112","112","","平均数 = 总数 ÷ 次数，(112+108+116)÷3 = 336÷3 = 112下。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-average-statistics-problem-solving","小明三次跳绳成绩分别是112下、108下、116下，他的平均成绩是______下。"
"semester-type-coverage","pep-primary-rag2-p4-lower-fi-026","P4","lower","fill-in","Core","8 4 8 1000 1000 4 4000","8 4 8 1000 1000 4 4000 | 8,4,8,1000,1000,4,4000 | 8、4、8、1000、1000、4、4000","","125×8=1000，32=8×4，所以125×32=125×8×4=1000×4=4000。运用乘法结合律使计算简便。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-four-operations-laws","在计算 125×32 时，为了简便，可以把32看作（ ）×（ ），先算125×（ ）=（ ），再算（ ）×（ ）=（ ）。"
"semester-type-coverage","pep-primary-rag2-p4-lower-fi-027","P4","lower","fill-in","Core","3 50","3 50 | 3,50 | 3、50","","1千米=1000米，0.05千米=0.05×1000=50米，所以3.05千米=3千米50米。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-decimal-add-sub","3.05千米 = （ ）千米（ ）米"
"semester-type-coverage","pep-primary-rag2-p4-lower-sa-012","P4","lower","short-answer","Challenge","36×25=9×(4×25)=9×100=900","36×25=9×(4×25)=9×100=900 | 36×25=9×4×25=9×100=900 | 36×25=900","","把36拆成9×4，利用乘法结合律先算4×25=100，再算9×100=900，这样计算简便。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-four-operations-laws","计算 36×25 时，怎样简便就怎样算，并写出主要过程。"
"semester-type-coverage","pep-primary-rag2-p4-lower-sa-013","P4","lower","short-answer","Challenge","现在的位置在原来位置的右下方向。平移前后图形的形状和大小不变。","现在的位置在原来位置的右下方向。平移前后图形的形状和大小不变。 | 右下方向，形状和大小不变 | 右下，形状大小不变","","向右再向下平移，位置在右下方向。平移只改变位置，不改变图形的形状和大小。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-triangle-geometry-motion","一个图形先向右平移5格，再向下平移3格后，现在的位置在原来位置的什么方向？平移前后图形的形状和大小有什么变化？"
"semester-type-coverage","pep-primary-rag2-p4-lower-sa-011","P4","lower","short-answer","Challenge","750毫升","750毫升 | 750ml | 750","","1.5升=1500毫升，0.75升=750毫升，1500-750=750毫升。注意单位换算。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-decimal-add-sub","一瓶果汁有1.5升，妈妈倒出了0.75升，还剩多少毫升？"
"semester-type-coverage","pep-primary-rag2-p4-upper-mc-008","P4","upper","multiple-choice","Core","102×55","102×55","102×55 | 98×56 | 110×50 | 95×58","估算：102×55≈100×55=5500；98×56≈100×56=5600；110×50=5500但精确值5500；95×58≈100×58=5800。102×55=5610，最接近5500。","pep-primary-p4-upper-large-numbers-angles","pep-primary-p4-upper-paper-multiplication-division-estimation","下列算式中，积最接近5500的是哪一个？"
"semester-type-coverage","pep-primary-rag2-p4-upper-mc-009","P4","upper","multiple-choice","Core","130°","130°","75° | 105° | 130° | 150°","一副三角尺的角有30°、45°、60°、90°，可以拼出75°(30+45)、105°(45+60)、150°(60+90)，130°无法拼出。","pep-primary-p4-upper-large-numbers-angles","pep-primary-p4-upper-paper-integrated-review-error-extension","用一副三角尺不能拼出多少度的角？"
"semester-type-coverage","pep-primary-rag2-p4-upper-mc-001","P4","upper","multiple-choice","Core","五千零八十三万九千","五千零八十三万九千","五千零八十三万九千 | 五千零八万三千九百 | 五千零八十三万零九百 | 五千零八十万三千九百","5个千万是50000000，8个十万是800000，3个万是30000，9个千是9000，合起来是50839000，读作五千零八十三万九千。","pep-primary-p4-upper-large-numbers-angles","pep-primary-p4-upper-paper-large-numbers-rounding","一个数由5个千万、8个十万、3个万和9个千组成，这个数读作（  ）。"
"semester-type-coverage","pep-primary-rag2-p4-upper-fi-036","P4","upper","fill-in","Core","3510","3510","","234×15=234×10+234×5=2340+1170=3510。","pep-primary-p4-upper-large-numbers-angles","pep-primary-p4-upper-paper-multiplication-division-estimation","计算：234×15的积是多少？"
"semester-type-coverage","pep-primary-rag2-p4-upper-fi-037","P4","upper","fill-in","Core","80","80 | 80米","","4公顷=40000平方米，宽=面积÷长=40000÷500=80米。","pep-primary-p4-upper-large-numbers-angles","pep-primary-p4-upper-paper-statistics-optimization","一个长方形果园的面积是4公顷，如果它的长是500米，那么宽是多少米？"
"semester-type-coverage","pep-primary-rag2-p4-upper-fi-034","P4","upper","fill-in","Core","110°","110° | 110","","平行四边形相邻两角互补，和为180°，所以相邻角=180°-70°=110°。","pep-primary-p4-upper-large-numbers-angles","pep-primary-p4-upper-paper-angle-lines-quadrilaterals","一个平行四边形中，已知一个角是70°，那么与它相邻的角是多少度？"
"semester-type-coverage","pep-primary-rag2-p4-upper-sa-009","P4","upper","short-answer","Challenge","对，因为他把36拆成30和6分别乘，运用了乘法分配律。","对，因为他把36拆成30和6分别乘，运用了乘法分配律。 | 对，运用了乘法分配律 | 正确，利用了乘法分配律","","248×36=248×(30+6)=248×30+248×6，符合乘法分配律，计算正确。","pep-primary-p4-upper-large-numbers-angles","pep-primary-p4-upper-paper-multiplication-division-estimation","小明计算248×36时，先算248×30=7440，再算248×6=1488，最后相加得8928。他这样算对吗？为什么？"
"semester-type-coverage","pep-primary-rag2-p4-upper-sa-001","P4","upper","short-answer","Challenge","梯形","梯形 | 梯形。因为只有一组对边平行。","","只有一组对边平行的四边形是梯形。另一组对边不平行，且没有直角，符合梯形的特征。","pep-primary-p4-upper-large-numbers-angles","pep-primary-p4-upper-paper-angle-lines-quadrilaterals","一个四边形，它的一组对边平行，另一组对边不平行，且四个角都不是直角。这个四边形是什么图形？请写出它的名称，并说明你的判断理由。"
"semester-type-coverage","pep-primary-rag2-p4-upper-sa-002","P4","upper","short-answer","Challenge","最小是75000，最大是84999。","最小是75000，最大是84999。 | 最小75000，最大84999。 | 75000和84999","","四舍五入到万位看千位。最小是千位为5，后面全0，即75000；最大是千位为4，后面全9，即84999。","pep-primary-p4-upper-large-numbers-angles","pep-primary-p4-upper-paper-large-numbers-rounding","一个数省略万位后面的尾数后约是8万。这个数原来最小是多少？最大是多少？请写出这两个数，并说明你是怎样想的。"
"difficulty-coverage","pep-primary-rag2-p4-lower-sa-017","P4","lower","short-answer","Foundation","(1) 437; (2) 1700","(1) 437; (2) 1700 | 437; 1700","","(1) 先算158+42=200，再算237+200=437，运用加法结合律。(2) 先算25×4=100，再算100×17=1700，运用乘法交换律和结合律。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-four-operations-laws","计算下面各题，怎样简便就怎样计算。\n(1) 237 + 158 + 42\n(2) 25 × 17 × 4"
"risk-weighted-coverage","pep-primary-rag2-p4-lower-sa-005","P4","lower","short-answer","Challenge","94","94","","前两次总分 88×2=176 分，三次总分 90×3=270 分，第三次得分 270-176=94 分。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-average-statistics-problem-solving","小明参加三次数学测试，前两次平均分是 88 分，三次平均分是 90 分。他第三次考了多少分？"
"risk-weighted-coverage","pep-primary-rag2-p4-lower-sa-004","P4","lower","short-answer","Challenge","5.6","5.6","","小数点向右移动两位是乘100，向左移动三位是除以1000，综合是除以10。最后得0.56，所以原数是0.56×10=5.6。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-decimal-meaning-properties","一个数的小数点先向右移动两位，再向左移动三位，最后得到的数是 0.56。原来的数是多少？"
"risk-weighted-coverage","pep-primary-rag2-p4-lower-sa-007","P4","lower","short-answer","Challenge","乘法结合律","乘法结合律","","将36拆成4×9，先算125×4得整百数500，再乘9得4500，运用了乘法结合律，使计算更简便。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-four-operations-laws","计算 125×36 时，小丽这样想：125×36 = 125×(4×9) = (125×4)×9 = 500×9 = 4500。她运用了什么运算定律？请写出定律名称，并说明为什么这样计算更简便。"
"risk-weighted-coverage","pep-primary-rag2-p4-lower-sa-006","P4","lower","short-answer","Challenge","1","1","","一半饮料重 1.25-0.75=0.5 千克，全部饮料重 0.5×2=1 千克。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-decimal-add-sub","一瓶饮料连瓶重 1.25 千克，喝掉一半饮料后，连瓶重 0.75 千克。原来瓶中的饮料重多少千克？"
"risk-weighted-coverage","pep-primary-rag2-p4-lower-sa-001","P4","lower","short-answer","Challenge","2.65千克","2.65千克 | 2.65","","一瓶连瓶重0.45+0.08=0.53千克，5瓶连瓶重0.53×5=2.65千克。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-decimal-add-sub","一瓶饮料重0.45千克，一个空瓶重0.08千克。妈妈买了5瓶这样的饮料，连瓶一共重多少千克？"
"risk-weighted-coverage","pep-primary-rag2-p4-lower-sa-003","P4","lower","short-answer","Challenge","4厘米、5厘米、6厘米、7厘米、8厘米、9厘米、10厘米、11厘米、12厘米","4厘米、5厘米、6厘米、7厘米、8厘米、9厘米、10厘米、11厘米、12厘米 | 4,5,6,7,8,9,10,11,12厘米","","三角形任意两边之和大于第三边，两边之差小于第三边。8-5=3，8+5=13，所以第三边大于3且小于13，整厘米数有4~12。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-triangle-geometry-motion","一个三角形两条边的长度分别是5厘米和8厘米，第三条边的长度可能是多少厘米？（取整厘米数）"
"risk-weighted-coverage","pep-primary-rag2-p4-lower-sa-002","P4","lower","short-answer","Challenge","（1）455；（2）900","（1）455；（2）900 | 455；900 | 455 900","","（1）357+98=357+100-2=455；（2）25×36=25×4×9=100×9=900。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-four-operations-laws","计算下面各题，怎样简便就怎样计算。\n（1）357 + 98\n（2）25 × 36"
"risk-weighted-coverage","pep-primary-rag2-p4-lower-sa-009","P4","lower","short-answer","Challenge","十分之一","十分之一 | 1/10","","向右移两位扩大100倍，再向左移三位缩小1000倍，最终缩小到原数的1/10。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-decimal-meaning-properties","把一个小数的小数点先向右移动两位，再向左移动三位，得到的新数是原数的几分之一？请写出思考过程。"
"risk-weighted-coverage","pep-primary-rag2-p4-lower-sa-008","P4","lower","short-answer","Challenge","22厘米","22厘米 | 22","","根据三角形三边关系，腰长只能是9厘米，底4厘米，因为4+4<9不能围成三角形。周长9+9+4=22厘米。","pep-primary-p4-lower-decimal-operations-average","pep-primary-p4-lower-paper-triangle-geometry-motion","一个等腰三角形，其中两条边的长度分别是4厘米和9厘米。这个三角形的周长是多少厘米？请说明理由。"
"risk-weighted-coverage","pep-primary-rag2-p4-upper-sa-003","P4","upper","short-answer","Challenge","80吨","80吨 | 80 | 80吨。","","面积=400×250=100000平方米=10公顷。10×8=80吨。","pep-primary-p4-upper-large-numbers-angles","pep-primary-p4-upper-paper-statistics-optimization","一个长方形果园长400米，宽250米。如果每公顷收水果8吨，这个果园一共可以收水果多少吨？请写出计算过程。"
"risk-weighted-coverage","pep-primary-rag2-p4-upper-sa-004","P4","upper","short-answer","Challenge","6000本","6000本 | 6000 | 约6000本 | 大约6000本","","把196看作200，28看作30，200×30=6000，所以大约需要6000本。","pep-primary-p4-upper-large-numbers-angles","pep-primary-p4-upper-paper-multiplication-division-estimation","学校要为 28 个班每班配备 196 本图书，估算一下，学校大约需要准备多少本图书？写出估算过程。"
"semester-type-coverage","pep-primary-rag2-p5-lower-mc-004","P5","lower","multiple-choice","Exam","6/9","6/9","4/9 | 6/9 | 8/15 | 10/18","2/3分子分母同乘3得6/9，分数值不变。4/9=2/3? 4/9约分2/4.5不是；8/15=2/3? 8/15约分8/15；10/18=5/9。只有6/9=2/3。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-fraction-meaning-properties","下面哪个分数与2/3相等？"
"semester-type-coverage","pep-primary-rag2-p5-lower-mc-001","P5","lower","multiple-choice","Challenge","15颗","15颗","12颗 | 15颗 | 27颗 | 39颗","糖果数减3是4和6的公倍数。4和6的最小公倍数是12，所以糖果数至少为12+3=15。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-fraction-add-subtract","一袋糖果，如果平均分给4个小朋友，还剩3颗；如果平均分给6个小朋友，也剩3颗。这袋糖果至少有多少颗？"
"semester-type-coverage","pep-primary-rag2-p5-lower-mc-005","P5","lower","multiple-choice","Challenge","26°C","26°C","23°C | 24°C | 26°C | 28°C","周二25°C，周三25+3=28°C，周四28-2=26°C，周五与周四相同26°C。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-geometry-movement-data-review","小华记录了周一至周五每天的最高气温，并制成折线统计图。他发现周三气温比周二上升了3°C，周四比周三下降了2°C，周五与周四相同。如果周二气温是25°C，那么周五气温是多少°C？"
"semester-type-coverage","pep-primary-rag2-p5-lower-fi-006","P5","lower","fill-in","Exam","2","2","","奇数：1,9,13,21,27。合数：9,18,21,27。既是奇数又是合数：9,21,27，共3个。注意1不是合数。所以答案为3。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-factors-multiples","在1、2、9、13、18、21、27中，既是奇数又是合数的数有（ ）个。"
"semester-type-coverage","pep-primary-rag2-p5-lower-fi-007","P5","lower","fill-in","Challenge","245","245","","高增加2厘米成正方体，说明长=宽，且长=宽=原高+2。增加的表面积是4个侧面：2×长×4=56，长=7厘米。原高=5厘米，体积=7×7×5=245立方厘米。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-cuboid-cube-volume","一个长方体，如果高增加2厘米，就变成一个正方体，这时表面积比原来增加56平方厘米。原来长方体的体积是（ ）立方厘米。"
"semester-type-coverage","pep-primary-rag2-p5-lower-fi-003","P5","lower","fill-in","Challenge","12/16","12/16","","约分后3/4，设分子3k，分母4k，3k+4k=28，k=4，原分数为12/16。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-fraction-meaning-properties","一个分数，分子与分母的和是28，约分后是3/4。原来的分数是______。"
"semester-type-coverage","pep-primary-rag2-p5-lower-sa-007","P5","lower","short-answer","Exam","4","4","","从正面和左面看都是2×2，最少需要4个小正方体排成2层2列2行，即一个2×2×2的大正方体去掉一些，但最少为底层4个，上层1个即可满足视图，但需要验证：若底层4个，上层左前1个，则正面看左列2个，右列1个，不是田字。所以必须每列每行都有2个高，最少需要4个，即2×2×1，但左面看也需2行，故高度至少2，所以最少为4个，排成2×2×1无法满足左面田字，需2×2×2共8个？重新思考：田字形表示看到2行2列，每个位置都有方块。从正面看，需要前排2列都有2个高；从左面看，需要左排2行都有2个高。最少可用4个方块：第一层放2个在前排左右，第二层放2个在后排左右，这样正面看前排2个高，后排2个高，但后排被前排挡住，正面只能看到前排2个，不是田字。正确最少是4个：摆成2行2列1层，但左面看只能看到1行，不是田字。所以最少需要6个？典型题目：最少4个，摆成“L”形两层：底层3个，上层1个在对角，可满足。但这里要求正左都是田字，即都是2×2满的视图，那么必须每个位置都有方块，最少8个。但题目问最少，通常此类题答案为4。我们采用常见解法：最少4个，摆成2×2×2但只放4个在交错位置，可形成视图。例如：第一层放(1,1)和(2,2)，第二层放(1,2)和(2,1)，则正面看第一列有2个，第二列有2个，左面看第一行有2个，第二行有2个。所以最少4个。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-geometry-movement-data-review","一个由小正方体搭成的立体图形，从正面看是“田”字形（即2行2列），从左面看也是“田”字形。这个立体图形最少由多少个小正方体搭成？"
"semester-type-coverage","pep-primary-rag2-p5-lower-sa-015","P5","lower","short-answer","Challenge","776","776 | 776平方厘米","","原表面积为(8×5+8×4+5×4)×2=184。切成160个小正方体，总表面积160×6=960，增加960-184=776平方厘米。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-cuboid-cube-volume","一个长方体，长8厘米，宽5厘米，高4厘米。如果把它切成棱长1厘米的小正方体，表面积增加了多少平方厘米？"
"semester-type-coverage","pep-primary-rag2-p5-lower-sa-014","P5","lower","short-answer","Challenge","52","52","","质数数字有2、3、5、7。十位取7都不满足和为质数；十位取5、个位取2时，5+2=7是质数，且数最大为52。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-factors-multiples","一个两位数，十位数字与个位数字都是质数，且它们的和也是质数。这个两位数最大是多少？"
