sampleReason,questionId,grade,semester,type,difficulty,reviewer,solvableFromPrompt,independentAnswer,storedAnswerMatches,explanationMatches,gradeFit,terminologyOk,sourceDistanceOk,verdict,recommendedFix,reviewNotes
semester-type-coverage,pep-primary-rag2-p4-lower-mc-017,P4,lower,multiple-choice,Core,S18-final-review,yes,6只,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-lower-mc-015,P4,lower,multiple-choice,Core,S18-final-review,yes,锐角三角形,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-lower-fi-024,P4,lower,fill-in,Core,S18-final-review,yes,112,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-lower-fi-026,P4,lower,fill-in,Core,S18-final-review,yes,8 4 8 1000 1000 4 4000,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-lower-fi-027,P4,lower,fill-in,Core,S18-final-review,yes,3.05千米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-lower-sa-012,P4,lower,short-answer,Challenge,S18-final-review,yes,36×25=9×(4×25)=9×100=900,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-lower-sa-013,P4,lower,short-answer,Challenge,S18-final-review,yes,现在的位置在原来位置的右下方向。平移前后图形的形状和大小不变。,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-lower-sa-011,P4,lower,short-answer,Challenge,S18-final-review,yes,750毫升,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-upper-mc-008,P4,upper,multiple-choice,Core,S18-final-review,yes,110×50,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-upper-mc-009,P4,upper,multiple-choice,Core,S18-final-review,yes,130°,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-upper-mc-001,P4,upper,multiple-choice,Core,S18-final-review,yes,五千零八十三万九千,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-upper-fi-036,P4,upper,fill-in,Core,S18-final-review,yes,3510,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-upper-fi-037,P4,upper,fill-in,Core,S18-final-review,yes,80,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-upper-fi-034,P4,upper,fill-in,Core,S18-final-review,yes,110°,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-upper-sa-009,P4,upper,short-answer,Challenge,S18-final-review,yes,对，因为他把36拆成30和6分别乘，运用了乘法分配律。,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-upper-sa-001,P4,upper,short-answer,Challenge,S18-final-review,yes,梯形,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p4-upper-sa-002,P4,upper,short-answer,Challenge,S18-final-review,yes,最小是75000，最大是84999。,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
difficulty-coverage,pep-primary-rag2-p4-lower-sa-017,P4,lower,short-answer,Foundation,S18-final-review,yes,(1) 437; (2) 1700,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p4-lower-sa-005,P4,lower,short-answer,Challenge,S18-final-review,yes,94,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p4-lower-sa-004,P4,lower,short-answer,Challenge,S18-final-review,yes,5.6,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p4-lower-sa-007,P4,lower,short-answer,Challenge,S18-final-review,yes,乘法结合律,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p4-lower-sa-006,P4,lower,short-answer,Challenge,S18-final-review,yes,1,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p4-lower-sa-001,P4,lower,short-answer,Challenge,S18-final-review,yes,2.65千克,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p4-lower-sa-003,P4,lower,short-answer,Challenge,S18-final-review,yes,4厘米、5厘米、6厘米、7厘米、8厘米、9厘米、10厘米、11厘米、12厘米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p4-lower-sa-002,P4,lower,short-answer,Challenge,S18-final-review,yes,（1）455；（2）900,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p4-lower-sa-009,P4,lower,short-answer,Challenge,S18-final-review,yes,十分之一,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p4-lower-sa-008,P4,lower,short-answer,Challenge,S18-final-review,yes,22厘米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p4-upper-sa-003,P4,upper,short-answer,Challenge,S18-final-review,yes,80吨,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p4-upper-sa-004,P4,upper,short-answer,Challenge,S18-final-review,yes,6000本,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-lower-mc-004,P5,lower,multiple-choice,Exam,S18-final-review,yes,6/9,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-lower-mc-001,P5,lower,multiple-choice,Challenge,S18-final-review,yes,"0, 4",yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-lower-mc-005,P5,lower,multiple-choice,Challenge,S18-final-review,yes,26°C,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-lower-fi-006,P5,lower,fill-in,Exam,S18-final-review,yes,3,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-lower-fi-007,P5,lower,fill-in,Challenge,S18-final-review,yes,245,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-lower-fi-003,P5,lower,fill-in,Challenge,S18-final-review,yes,12/16,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-lower-sa-007,P5,lower,short-answer,Exam,S18-final-review,yes,4,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-lower-sa-015,P5,lower,short-answer,Challenge,S18-final-review,yes,776,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-lower-sa-014,P5,lower,short-answer,Challenge,S18-final-review,yes,52,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-upper-mc-004,P5,upper,multiple-choice,Exam,S18-final-review,yes,3x + 2 × 6 = 25.5,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-upper-mc-005,P5,upper,multiple-choice,Challenge,S18-final-review,yes,3.6 × 2.5 = 3.6 × (2 + 5) = 25.2,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-upper-mc-001,P5,upper,multiple-choice,Challenge,S18-final-review,yes,18,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-upper-fi-002,P5,upper,fill-in,Exam,S18-final-review,yes,41,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-upper-fi-006,P5,upper,fill-in,Exam,S18-final-review,yes,"4, 0.0224",yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-upper-fi-003,P5,upper,fill-in,Challenge,S18-final-review,yes,23,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-upper-sa-003,P5,upper,short-answer,Exam,S18-final-review,yes,44,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-upper-sa-007,P5,upper,short-answer,Exam,S18-final-review,yes,650,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p5-upper-sa-009,P5,upper,short-answer,Challenge,S18-final-review,yes,9段，8次,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
difficulty-coverage,pep-primary-rag2-p5-upper-sa-021,P5,upper,short-answer,Foundation,S18-final-review,yes,45x + 60y,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
difficulty-coverage,pep-primary-rag2-p5-upper-sa-020,P5,upper,short-answer,Core,S18-final-review,yes,白球，因为白球数量最多。,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p5-lower-sa-017,P5,lower,short-answer,Challenge,S18-final-review,yes,"(6,5)",yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p5-lower-sa-016,P5,lower,short-answer,Challenge,S18-final-review,yes,12/16,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p5-lower-sa-011,P5,lower,short-answer,Challenge,S18-final-review,yes,12/30,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p5-lower-sa-012,P5,lower,short-answer,Challenge,S18-final-review,yes,从3月到4月、4月到5月、5月到6月上升最快，都是6℃。,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p5-upper-sa-008,P5,upper,short-answer,Challenge,S18-final-review,yes,48,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p5-upper-sa-010,P5,upper,short-answer,Challenge,S18-final-review,yes,黄球可能性最大，蓝球可能性最小,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p5-upper-sa-011,P5,upper,short-answer,Challenge,S18-final-review,yes,"3x = 20 - 2.6, x = 5.8",yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p5-upper-sa-012,P5,upper,short-answer,Challenge,S18-final-review,yes,900,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p5-upper-sa-013,P5,upper,short-answer,Challenge,S18-final-review,yes,72,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p5-lower-sa-008,P5,lower,short-answer,Challenge,S18-final-review,yes,1.35千克,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-lower-mc-004,P6,lower,multiple-choice,Exam,S18-final-review,yes,0.075分米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-lower-mc-005,P6,lower,multiple-choice,Challenge,S18-final-review,yes,3小时,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-lower-mc-001,P6,lower,multiple-choice,Challenge,S18-final-review,yes,3,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-lower-fi-002,P6,lower,fill-in,Exam,S18-final-review,yes,5,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-lower-fi-006,P6,lower,fill-in,Exam,S18-final-review,yes,5,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-lower-fi-003,P6,lower,fill-in,Challenge,S18-final-review,yes,125,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-lower-sa-003,P6,lower,short-answer,Exam,S18-final-review,yes,抹水泥面积31.4平方米，需要水泥376.8千克,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-lower-sa-007,P6,lower,short-answer,Exam,S18-final-review,yes,31.4米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-lower-sa-010,P6,lower,short-answer,Challenge,S18-final-review,yes,12个,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-upper-mc-004,P6,upper,multiple-choice,Exam,S18-final-review,yes,28.26,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-upper-mc-005,P6,upper,multiple-choice,Challenge,S18-final-review,yes,184,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-upper-mc-001,P6,upper,multiple-choice,Challenge,S18-final-review,yes,现价比原价低,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-upper-fi-002,P6,upper,fill-in,Exam,S18-final-review,yes,500米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-upper-fi-006,P6,upper,fill-in,Exam,S18-final-review,yes,南偏西30°，400米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-upper-fi-003,P6,upper,fill-in,Challenge,S18-final-review,yes,30,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-upper-sa-007,P6,upper,short-answer,Exam,S18-final-review,yes,138.16,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-upper-sa-003,P6,upper,short-answer,Exam,S18-final-review,yes,50.24,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
semester-type-coverage,pep-primary-rag2-p6-upper-sa-010,P6,upper,short-answer,Challenge,S18-final-review,yes,40人,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
difficulty-coverage,pep-primary-rag2-p6-upper-sa-019,P6,upper,short-answer,Foundation,S18-final-review,yes,20分钟,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
difficulty-coverage,pep-primary-rag2-p6-upper-sa-018,P6,upper,short-answer,Core,S18-final-review,yes,138.16平方米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p6-upper-sa-013,P6,upper,short-answer,Challenge,S18-final-review,yes,78.5平方厘米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p6-upper-sa-012,P6,upper,short-answer,Challenge,S18-final-review,yes,800米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p6-upper-sa-015,P6,upper,short-answer,Challenge,S18-final-review,yes,40,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p6-upper-sa-014,P6,upper,short-answer,Challenge,S18-final-review,yes,96,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p6-upper-sa-017,P6,upper,short-answer,Challenge,S18-final-review,yes,78.5%,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p6-upper-sa-016,P6,upper,short-answer,Challenge,S18-final-review,yes,200,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p6-upper-sa-008,P6,upper,short-answer,Challenge,S18-final-review,yes,138.16平方米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p6-upper-sa-009,P6,upper,short-answer,Challenge,S18-final-review,yes,25.12平方厘米,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p6-upper-sa-004,P6,upper,short-answer,Challenge,S18-final-review,yes,13,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
risk-weighted-coverage,pep-primary-rag2-p6-lower-sa-011,P6,lower,short-answer,Challenge,S18-final-review,yes,217,yes,yes,yes,yes,yes,accepted-s18-final-review,,"Passed S18 final content QA overlay after deterministic audit, source-safety scan, answer-key check, explanation contradiction scan, terminology review, and grade-fit review."
