"id","grade","unitTitle","type","difficulty","deepseekSeverity","deepseekIssueCodes","deepseekConfidence","codexStatus","codexAction","codexReason","answer","deepseekIssueDetailsZhHans","promptZhHans"
"hjb-junior-ds-v2-s1-348","S1","相交线与平行线","short-answer","Core","P1","missing-condition | ambiguous-prompt","high","repair-required","修复题干条件/图形依赖/唯一性；无法修复则剔除或重生成。","Missing-condition or ambiguous-prompt issues are content blockers for a generated bank.","∠DOF = 88°","题干未给出图形，点E在AB上且在O左侧，点F在CD上且在O下方，但未明确∠EOB和∠DOF的边与已知射线的关系。解析中假设∠EOB与∠BOF是邻补角，但未说明F在OB上，且∠DOF的计算依赖于F的位置，无法唯一确定。","已知直线AB与直线CD相交于点O，且∠AOC = 58°。点E在直线AB上且在点O的左侧，点F在直线CD上且在点O的下方。若∠EOB = 34°，求∠DOF的度数。"
"hjb-junior-ds-v2-s1-350","S1","相交线与平行线","fill-in","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","40°","解析中称∠COE=∠BOD+∠DOE，但∠BOD与∠AOC是对顶角，而∠COE是∠BOD与∠DOE之和的前提是点E在∠BOD内部，但题干说OE在∠AOD内部，这可能导致∠COE不等于∠BOD+∠DOE。实际上，∠COE=90°，∠AOC=50°，则∠AOE=40°，而∠DOE=∠AOD-∠AOE，∠AOD=180°-∠AOC=130°，所以∠DOE=130°-40°=90°。答案应为90°，而非40°。","直线AB与CD相交于点O，射线OE在∠AOD内部，且∠COE=90°。若∠AOC=50°，求∠DOE的度数。"
"hjb-junior-ds-v2-s1-354","S1","相交线与平行线","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","修正答案与解析；AB⊥l2 且 B、C 在 l2 上时，∠ABC 应为 90°，不是 60°。","Codex geometry recomputation overrides model-contradictory status.","60°","题干条件不足，无法唯一确定∠ABC。解析中引入点D但未定义，且推理有误。独立计算得∠ABC=60°或30°等多种可能，标准答案60°不唯一。","已知直线l1∥l2，点A在l1上，点B、C在l2上，且AB⊥l2。若∠BAC = 30°，求∠ABC的度数。"
"hjb-junior-ds-v2-s1-360","S1","相交线与平行线","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","100°","解析中∠ADC = ∠B + ∠BAD = 50° + 30° = 80°，但标准答案为100°，两者矛盾。独立计算得∠ADC = 100°，解析错误。","在三角形ABC中，点D在BC边上，AD平分∠BAC。若∠B = 50°，∠C = 70°，求∠ADC的度数。"
"hjb-junior-ds-v2-s1-368","S1","相交线与平行线","fill-in","Core","P1","ambiguous-prompt | missing-condition","high","repair-required","修复题干条件/图形依赖/唯一性；无法修复则剔除或重生成。","Missing-condition or ambiguous-prompt issues are content blockers for a generated bank.","同旁内角，因为l₁∥l₂，同旁内角互补，∠1＋∠2＝180°","题目未给出图形，也未明确∠1和∠2的具体位置，仅凭度数无法唯一确定位置关系。虽然65°+115°=180°暗示同旁内角，但缺少图形或文字描述（如'∠1和∠2是直线l₃截l₁、l₂形成的角'），导致答案不唯一。","已知直线l₁∥l₂，直线l₃与l₁、l₂分别相交于点A、B，且∠1＝65°，∠2＝115°。判断∠1与∠2的位置关系，并说明理由。"
"hjb-junior-ds-v2-s1-369","S1","相交线与平行线","short-answer","Foundation","P1","wrong-answer","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","108.5°","标准答案108.5°错误。根据题干，∠AOC=62°，∠AOD=180°-62°=118°。设∠AOE=x，则∠DOE=3x，x+3x=118°，x=29.5°。∠COE=∠AOC+∠AOE=62°+29.5°=91.5°，而非108.5°。解析中计算过程正确，但最终答案写错。","已知直线AB与直线CD相交于点O，∠AOC＝62°。若射线OE在∠AOD的内部，且∠DOE＝3∠AOE，求∠COE的度数。"
"hjb-junior-ds-v2-s1-370","S1","相交线与平行线","multiple-choice","Core","P1","ambiguous-prompt | multiple-correct-options","high","repair-required","修复题干条件/图形依赖/唯一性；无法修复则剔除或重生成。","Missing-condition or ambiguous-prompt issues are content blockers for a generated bank.","a∥b，依据是同位角相等，两直线平行","题干未明确∠1和∠2的位置关系，仅说“被直线c所截，得到∠1和∠2”，未指明是同位角、内错角还是同旁内角。若∠1和∠2是同位角，则选项A正确；若它们是内错角，则选项B也正确。由于位置关系不明确，无法唯一确定正确选项，且可能同时存在多个正确选项。","已知直线a、b被直线c所截，得到∠1和∠2。若∠1＝65°，∠2＝65°，则下列结论正确的是（ ）"
"hjb-junior-ds-v2-s1-441","S1","等腰三角形","fill-in","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","15°","题干给出∠A=50°，但解析中计算底角时使用了80°（180°-80°），且最终答案15°与解析得出的30°矛盾。独立计算：∠B=∠C=(180°-50°)/2=65°，AD=BD得∠BAD=∠B=65°，∠DAC=50°-65°=-15°，不可能。题目条件矛盾，无法求解。","在△ABC中，AB=AC，∠A=50°，点D在BC边上，且AD=BD。求∠DAC的度数。"
"hjb-junior-ds-v2-s1-444","S1","等腰三角形","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","∠A=∠B=60°","选项C：∠A=∠B=60°，则∠C=60°，三角形等边，是等腰三角形，能判定。解析中写∠A=∠B=70°与选项不符，且结论错误。正确不能判定的选项应为A：∠A=50°，∠B=65°，得∠C=65°，是等腰三角形；B、D明显能判定。所有选项都能判定等腰，题目无正确选项。","下列条件中，不能判定△ABC是等腰三角形的是（　）"
"hjb-junior-ds-v2-s1-445","S1","等腰三角形","fill-in","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","50°","题干给出∠BAD=30°，但解析中写已知∠BAD=50°，矛盾。独立计算：设∠B=x，AD=BD得∠BAD=x=30°，则∠B=30°，AB=AC得∠C=30°，但∠A=180°-30°-30°=120°，∠BAD=30°合理，∠C=30°。给定答案50°错误。","在△ABC中，AB=AC，点D在BC上，且AD=BD，∠BAD=30°。求∠C的度数。"
"hjb-junior-ds-v2-s1-448","S1","等腰三角形","multiple-choice","Core","P1","multiple-correct-options","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","∠A=40°，∠B=70°，∠C=70°","选项B：AB=5，BC=6，CA=5，有AB=CA，是等腰三角形；选项C：∠B=∠C=70°，是等腰三角形。两个选项都能判定等腰三角形，但题目为单选题，应只有一个正确选项。","下列条件中，能判定△ABC是等腰三角形的是（ ）。"
"hjb-junior-ds-v2-s1-450","S1","等腰三角形","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","AD⊥BC","题干：在△ABC中，AB=AC，点D是BC中点，连接AD。下列说法错误的是（ ）。选项：AD⊥BC, AD平分∠BAC, BD=CD, ∠B=∠C。标准答案选AD⊥BC，解析称“等腰三角形底边中线与高重合需顶角平分线条件。仅由AB=AC和D为BC中点，不能直接推出AD⊥BC，除非已知AD也是角平分线。其他选项均正确。”但根据等腰三角形性质，AB=AC且D为BC中点时，AD既是中线也是高和角平分线，因此AD⊥BC正确，AD平分∠BAC正确，BD=CD正确，∠B=∠C正确。所有选项都正确，没有错误说法。因此题目无正确选项，或标准答案错误。","在△ABC中，AB=AC，点D是BC中点，连接AD。下列说法错误的是（ ）。"
"hjb-junior-ds-v2-s1-453","S1","等腰三角形","fill-in","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","107.5°","题干：在△ABC中，AB=AC，∠A=50°，点D在边BC上，且AD平分∠BAC。求∠ADC的度数。标准答案为107.5°，解析却得出90°，矛盾。独立解题：∠B=∠C=65°，∠BAD=25°，在△ABD中，∠ADB=180°-65°-25°=90°，∠ADC=180°-90°=90°。因此正确答案应为90°，标准答案107.5°错误。","在△ABC中，AB = AC，∠A = 50°，点D在边BC上，且AD平分∠BAC。求∠ADC的度数。"
"hjb-junior-ds-v2-s1-455","S1","等腰三角形","fill-in","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","107.5°","题干：在△ABC中，AB=AC，∠A=50°。点D在边BC上，且AD平分∠BAC。求∠ADC的度数。标准答案为107.5°，解析却得出90°，矛盾。独立解题：∠B=∠C=65°，∠BAD=25°，在△ABD中，∠ADB=180°-65°-25°=90°，∠ADC=180°-90°=90°。因此正确答案应为90°，标准答案107.5°错误。","在△ABC中，AB = AC，∠A = 50°。点D在边BC上，且AD平分∠BAC。求∠ADC的度数。"
"hjb-junior-ds-v2-s1-465","S1","等腰三角形","fill-in","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","40","等腰三角形一腰上的高与另一腰的夹角为20°，顶角可能为40°或140°（高在三角形内或外）。标准答案只给出40°，不完整。解析中提及α/2=20°或70°，但未正确得出140°，且最终只取40°，与正确解答矛盾。","等腰三角形一腰上的高与另一腰的夹角为20°，则顶角的度数为______°。"
"hjb-junior-ds-v2-s1-466","S1","等腰三角形","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","20°","解析中计算∠DAC = ∠A - ∠BAD = 80° - 50° = 30°，但标准答案给出20°，与解析矛盾。正确计算应为30°，选项中有30°。","在△ABC中，AB = AC，点D在边BC上，且AD = BD。若∠B = 50°，则∠DAC的度数为（ ）"
"hjb-junior-ds-v2-s1-468","S1","等腰三角形","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","15°","解析中计算∠DAC = ∠A - ∠BAD = 70° - 55° = 15°，但∠A=50°，不是70°。正确计算：∠B=∠C=65°，∠BAD=∠B=65°，∠DAC=50°-65°=-15°，不可能。题目条件矛盾：AD=BD且AB=AC，∠A=50°时，点D在BC上无法满足AD=BD。","在△ABC中，AB = AC，∠A = 50°，点D在边BC上，且AD = BD。求∠DAC的度数。"
"hjb-junior-ds-v2-s1-470","S1","等腰三角形","multiple-choice","Core","P1","multiple-correct-options","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","AD平分∠BAC且AD⊥BC","由等腰三角形三线合一，D为BC中点，AD是中线，因此AD也是高和角平分线。选项A“AD是BC的垂直平分线”也正确（AD⊥BC且BD=CD），选项B“AD平分∠BAC且AD⊥BC”正确，选项C“BD=CD”正确。但题目要求“能直接由‘等腰三角形三线合一’推出的是”，可能期望B，但A和C也直接由三线合一推出。存在多个正确选项。","在△ABC中，AB = AC，D是BC的中点，连接AD。下列结论中，能直接由“等腰三角形三线合一”推出的是（ ）"
"hjb-junior-ds-v2-s1-476","S1","等腰三角形","multiple-choice","Core","P1","wrong-answer | explanation-mismatch | missing-condition","high","repair-required","修复题干条件/图形依赖/唯一性；无法修复则剔除或重生成。","Missing-condition or ambiguous-prompt issues are content blockers for a generated bank.","30°","题干条件∠B=70°与AB=AC、AD=BD矛盾，导致无法在边BC上找到点D。解析中自行将∠B改为50°并得出答案30°，但题干未修改，标准答案30°与给定条件不符。","在△ABC中，AB=AC，∠B=70°，点D在边BC上，且AD=BD。求∠DAC的度数。"
"hjb-junior-ds-v2-s1-481","S1","等腰三角形","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","△ADE是等腰三角形","解析得出∠ADE=70°，∠DAE=20°，不相等，故△ADE不是等腰三角形。正确结论应为∠ADE=70°。答案与解析矛盾。","在△ABC中，AB=AC，∠A=40°。点D在边BC上，且AD平分∠BAC。点E在边AC上，且DE⊥AC。下列结论中，正确的是（　）"
"hjb-junior-ds-v2-s1-484","S1","等腰三角形","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","重做选项；BD = AD 与 AB = BD 都能判定△ABD是等腰三角形，单选不唯一。","Codex option check found a true multiple-correct single-choice blocker.","BD = AD","解析称AD⊥BC且BD=CD，但题干未说明D是BC中点，仅AD平分∠BAC，等腰三角形顶角平分线也是底边中线和高，故BD=CD成立。但选项BD=AD能直接使△ABD等腰，其他选项不能。然而解析说“若BD=AD，则△ABD中BD=AD，故为等腰三角形”，这正确。但选项BD=AD是条件，不是结论，题目问“能判定△ABD是等腰三角形的是”，BD=AD本身就是等腰三角形的定义，所以选BD=AD正确。但解析中“AD⊥BC且BD=CD”是已知推出的，不是判定条件。答案和解析一致，但需确认是否有其他选项也能判定。∠B=30°不能推出等腰；∠BAD=30°不能；AB=BD不能，因为AB=AC，若AB=BD则BD=AC，但△ABD中AB和BD不一定相等。所以唯一正确选项是BD=AD。题目无问题。","在△ABC中，AB = AC，点D在边BC上，且AD平分∠BAC。下列条件中，能判定△ABD是等腰三角形的是（ ）"
"hjb-junior-ds-v2-s1-488","S1","等腰三角形","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","20°","解析得出∠DAC=30°，但答案误写为20°。正确选项应为30°。","在△ABC中，AB = AC，∠A = 80°，点D在BC上，且AD = BD。则∠DAC的度数为（ ）"
"hjb-junior-ds-v2-s1-489","S1","等腰三角形","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","30°","解析中先得出∠DBC=40°，但答案误写为30°。实际计算：等腰△ABC中，∠ABC=∠C=70°；BD=BC得∠BDC=∠C=70°，∠DBC=180°-70°-70°=40°。正确选项应为40°，但答案和acceptedAnswers均为30°，与解析矛盾。","在△ABC中，AB = AC，∠A = 40°，点D在AC上，且BD = BC。则∠DBC的度数为（ ）"
"hjb-junior-ds-v2-s1-494","S1","等腰三角形","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","15°","解析中得出∠DAC=30°，但答案和acceptedAnswers均为15°，矛盾。正确计算：∠A=80°，AD=BD得∠BAD=∠B=50°，∠DAC=80°-50°=30°。选项中有30°吗？选项为10°,15°,20°,25°，没有30°。因此题目可能缺条件或答案错误。","在△ABC中，AB=AC，点D在边BC上，且AD=BD。若∠B=50°，求∠DAC的度数。"
"hjb-junior-ds-v2-s1-498","S1","等腰三角形","multiple-choice","Core","P1","multiple-correct-options","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","BD = CD","选项A（BD=CD）和选项C（BE=CF）均能判定△BDE≌△CDF。由已知AB=AC，∠A=40°，得∠B=∠C=70°。AD平分∠BAC，且AB=AC，故AD是底边中线，BD=CD。已知DE=DF。若添加BD=CD，则SSS全等；若添加BE=CF，则SAS全等（BD=CD，∠B=∠C，BE=CF）。因此存在两个正确选项。","在△ABC中，AB = AC，∠A = 40°。点D在边BC上，且AD平分∠BAC。点E在边AB上，点F在边AC上，且DE = DF。下列条件中，能判定△BDE ≌ △CDF的是（ ）"
"hjb-junior-ds-v2-s2-008","S2","实数","fill-in","Challenge","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","125 cm³","标准答案为“125 cm³”，但根据题干条件计算，第二个正方体的体积应为 125/(6√6) cm³，与答案不符。解析中也得出 125/(6√6) cm³，与答案矛盾。","已知一个正方体的体积是 125 cm³，它的棱长等于另一个正方体表面积的算术平方根。求另一个正方体的体积。"
"hjb-junior-ds-v2-s2-009","S2","实数","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","2","标准答案为“2”，但4的立方根是∛4，不是2。解析中写“4 的立方根为 2”错误，2³=8≠4。","已知一个正数的两个平方根分别是 3a - 5 与 a + 1，求这个正数的立方根。"
"hjb-junior-ds-v2-s2-021","S2","实数","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","9","标准答案为9，但解析得出正数为49/9，两者不一致。根据解析，正确答案应为49/9。","已知一个正数的平方根分别是 2a-5 与 a+1，求这个正数。"
"hjb-junior-ds-v2-s2-033","S2","实数","short-answer","Core","P1","wrong-answer","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","1.5<√2<√3","标准答案1.5<√2<√3错误。√2≈1.414，1.5=1.5，√3≈1.732，正确顺序应为√2<1.5<√3。解析中比较得1.414<1.5<1.732，却得出1.5<√2<√3，自相矛盾。","在数轴上，点A表示√2，点B表示√3，点C表示1.5。请比较这三个数的大小，并用“<”连接它们。"
"hjb-junior-ds-v2-s2-039","S2","实数","short-answer","Foundation","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","∛8 < 2.5 < √5","标准答案为“∛8 < 2.5 < √5”，但解析说“∛8<√5<2.5”，两者矛盾。实际计算：∛8=2，√5≈2.236，2.5=2.5，所以正确顺序是2<2.236<2.5，即∛8<√5<2.5。标准答案错误。","在数轴上，点A表示√5，点B表示2.5，点C表示∛8。请将这三个点表示的数按从小到大的顺序排列，并用“<”连接。"
"hjb-junior-ds-v2-s2-042","S2","实数","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","14-4√5","解析计算 a^2+b^2 时，展开 (√5-2)^2 得到 5-4√5+4=9-4√5，再加 4 得 13-4√5，但标准答案为 14-4√5，解析结果与答案不一致。独立计算：a=2, b=√5-2, a^2+b^2=4+(√5-2)^2=4+5-4√5+4=13-4√5。因此标准答案错误，应为 13-4√5。","已知 $\sqrt{5}$ 的整数部分为 $a$，小数部分为 $b$，求 $a^2+b^2$ 的值。"
"hjb-junior-ds-v2-s2-044","S2","实数","fill-in","Challenge","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","1","解析得出 x+y 可能为 -0.5 或 2，但标准答案仅为 1，未覆盖所有可能值。且题干未明确 y 的算术平方根是它本身是否唯一确定 y，y=0 或 1 均满足，因此 x+y 有两个值。标准答案不完整。","若 $\sqrt[3]{1-2x}$ 与 $\sqrt[3]{3y-2}$ 互为相反数，且 $y$ 的算术平方根是它本身，则 $x+y$ 的值为______。"
"hjb-junior-ds-v2-s2-048","S2","实数","short-answer","Challenge","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","15","答案给出 15，但解析中计算 a²+b² 得到 33-6√15，不等于 15。正确计算：a=3，b=√15-3，a²+b²=9+(√15-3)²=9+15-6√15+9=33-6√15，不是 15。如果题目意图是求 a²+b² 的值，那么答案错误。可能题目本意是求 a²-b² 或其他，但题干明确是 a²+b²。因此答案错误。","已知a是√15的整数部分，b是√15的小数部分，求a²+b²的值。"
"hjb-junior-ds-v2-s2-050","S2","实数","fill-in","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.",">","答案给出“>”，但解析中说明 -√7 < -2.6，应填“<”。解析正确：√7≈2.6458，-√7≈-2.6458，-2.6=-2.6，因为 -2.6458 < -2.6，所以 -√7 < -2.6。因此答案应为“<”，而不是“>”。答案与解析矛盾。","比较大小：-√7______-2.6（填“>”“<”或“=”）。"
"hjb-junior-ds-v2-s2-055","S2","实数","multiple-choice","Foundation","P1","multiple-correct-options","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","B. 2.3","选项C（3.1）也满足条件：√3≈1.732，√10≈3.162，3.1在两者之间。因此B和C都是正确选项，但标准答案只选了B。","下列各数中，比√3大且比√10小的数是（　）\nA. 1.7\nB. 2.3\nC. 3.1\nD. 4.0"
"hjb-junior-ds-v2-s2-066","S2","二次根式","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","a=2，值为2","标准答案为“a=2，值为2”，但解析中计算值为1，且独立计算也为1。答案与解析矛盾。","已知二次根式 \(\sqrt{3a-5}\) 与 \(\sqrt{2-a}\) 都有意义，求整数 \(a\) 的值，并计算当 \(a\) 取该整数时，\(\sqrt{3a-5} + \sqrt{2-a}\) 的值。"
"hjb-junior-ds-v2-s2-069","S2","二次根式","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","0","标准答案为0，但解析结果为-2√3/3，两者不一致。独立计算得-2√3/3，故答案错误。","计算：\(\sqrt{12} + \sqrt{\frac{1}{3}} - \sqrt{27}\)。"
"hjb-junior-ds-v2-s2-073","S2","二次根式","multiple-choice","Core","P1","multiple-correct-options","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","√27","√12化简为2√3，√27化简为3√3，两者都与√3是同类二次根式，但标准答案只选了√27。选项B和D均正确。","下列二次根式中，与√3是同类二次根式的是（ ）"
"hjb-junior-ds-v2-s2-079","S2","二次根式","multiple-choice","Foundation","P1","multiple-correct-options | explanation-mismatch","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","√18","√8=2√2，√18=3√2，√32=4√2，两者都是同类二次根式。解析承认√32也是同类，但答案只选√18，导致存在两个正确选项。","下列二次根式中，化简后与 √8 是同类二次根式的是（ ）"
"hjb-junior-ds-v2-s2-086","S2","二次根式","fill-in","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","0","标准答案为0，但根据解析，x=0时2x+3=3，|3|√2=3√2为最简二次根式，a+b=3+2=5。然而，x=-1时2x+3=1，|1|√2=√2，a+b=1+2=3，更小。x=-2时2x+3=-1，| -1|√2=√2，同样a+b=3。x=-3时2x+3=-3，| -3|√2=3√2，a+b=5。因此最小值为3，对应x=-1或-2。但题目要求整数x的最小值，x=-2比0小，故答案应为-2。解析中列举了x=4,5,...，但未考虑负整数，且最终结论为3，与答案0矛盾。","已知二次根式 √(2x+6) 在实数范围内有意义，且化简 √(8x^2+24x+18) 的结果为最简二次根式。求整数 x 的最小值。"
"hjb-junior-ds-v2-s2-089","S2","二次根式","fill-in","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","5","标准答案为5，但解析中计算得最小值为3（x=4时√2，a=1,b=2，a+b=3）。解析最后说“比较得最小值为3”，但答案却为5，矛盾。且x=4时√2符合最简二次根式，a+b=3，小于5。","已知二次根式√(2x-6)在实数范围内有意义，且x为整数。若该二次根式化简后为最简二次根式a√b，其中a、b为正整数，且b不含平方因数，求a+b的最小值。"
"hjb-junior-ds-v2-s2-094","S2","二次根式","multiple-choice","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","A. \(4\sqrt{5}\)","解析正确计算出结果为 2√5，但标准答案标记为 A. 4√5，与解析矛盾。正确选项应为 B. 2√5。","已知 \(a=\sqrt{5}+2\)，\(b=\sqrt{5}-2\)，则 \(a^2b+ab^2\) 的值为（ ）"
"hjb-junior-ds-v2-s2-097","S2","二次根式","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","(16/3)√3","解析正确计算出结果为 (14/3)√3，但标准答案标记为 (16/3)√3，与解析矛盾。正确选项应为 (14/3)√3。","计算 √12 - √(1/3) + √27 的结果是（ ）"
"hjb-junior-ds-v2-s2-108","S2","二次根式","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","4","标准答案为4，但解析计算得10，两者矛盾。独立计算得10，故答案错误。","计算：(√12 + √27) × √3 - 5。请写出化简步骤。"
"hjb-junior-ds-v2-s2-112","S2","二次根式","multiple-choice","Foundation","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","－2","标准答案为－2，但解析自相矛盾：解析称x+3不能是完全平方数，但又说x=－2时x+3=1是完全平方数，√1仍为最简二次根式，这不符合最简二次根式的定义（被开方数不含能开得尽方的因数或因式）。实际上，√1=1不是二次根式，且1是完全平方数，因此x=－2不满足最简二次根式条件。x=－3时√0=0不是二次根式；x=－4、－5无意义。因此无正确选项。","已知 √(x+3) 在实数范围内有意义，且 √(x+3) 是最简二次根式，则 x 的值可以是（　）"
"hjb-junior-ds-v2-s2-114","S2","二次根式","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","4√7","标准答案为4√7，但解析计算错误：xy=4，x+y=2√7，乘积应为8√7，而非4√7。解析最后一步写“原式 = 4 × 2√7 = 8√7”，但答案却给4√7，自相矛盾。","已知 x = √7 + √3，y = √7 - √3，求 x²y + xy² 的值。"
