questionId,status,decision,reviewNotes,grade,family,needLevel,illustrationKind,priority,imagePath,promptZhHans,imageBriefZhHans
pep-primary-p3-l-fi-110,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-110.png,第110小组：一个长方形长5厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第110小组：一个长方形长5厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-111,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-111.png,第111小组：一个长方形长6厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第111小组：一个长方形长6厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-112,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-112.png,第112小组：一个长方形长7厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第112小组：一个长方形长7厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-113,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-113.png,第113小组：一个长方形长8厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第113小组：一个长方形长8厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-114,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-114.png,第114小组：一个长方形长9厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第114小组：一个长方形长9厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-115,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-115.png,第115小组：一个长方形长10厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第115小组：一个长方形长10厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-116,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-116.png,第116小组：一个长方形长11厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第116小组：一个长方形长11厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-117,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-117.png,小林画了一个长方形，长9厘米、宽2厘米。面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：小林画了一个长方形，长9厘米、宽2厘米。面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-118,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-118.png,第118小组：一个长方形长4厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第118小组：一个长方形长4厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-119,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-119.png,第119小组：一个长方形长5厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第119小组：一个长方形长5厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-120,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-120.png,第120小组：一个长方形长6厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第120小组：一个长方形长6厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-121,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-121.png,第121小组：一个长方形长7厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第121小组：一个长方形长7厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-122,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-122.png,第122小组：一个长方形长8厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第122小组：一个长方形长8厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-123,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-123.png,第123小组：一个长方形长9厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第123小组：一个长方形长9厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-124,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-124.png,第124小组：一个长方形长10厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第124小组：一个长方形长10厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-125,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-125.png,第125小组：一个长方形长11厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第125小组：一个长方形长11厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-126,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-126.png,第126小组：一个长方形长3厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第126小组：一个长方形长3厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-127,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-127.png,第127小组：一个长方形长4厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第127小组：一个长方形长4厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-128,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-128.png,第128小组：一个长方形长5厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第128小组：一个长方形长5厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-129,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-129.png,第129小组：一个长方形长6厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第129小组：一个长方形长6厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-130,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-130.png,第130小组：一个长方形长7厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第130小组：一个长方形长7厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-131,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-131.png,第131小组：一个长方形长8厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第131小组：一个长方形长8厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-132,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-132.png,第132小组：一个长方形长9厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第132小组：一个长方形长9厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-133,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-133.png,第133小组：一个长方形长10厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第133小组：一个长方形长10厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-134,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-134.png,手工桌有一张长方形标签，长9厘米、宽7厘米。标签面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：手工桌有一张长方形标签，长9厘米、宽7厘米。标签面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-135,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-135.png,第135小组：一个长方形长3厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第135小组：一个长方形长3厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-136,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-136.png,第136小组：一个长方形长4厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第136小组：一个长方形长4厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-137,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-137.png,第137小组：一个长方形长5厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第137小组：一个长方形长5厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-138,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-138.png,第138小组：一个长方形长6厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第138小组：一个长方形长6厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-139,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-139.png,第139小组：一个长方形长7厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第139小组：一个长方形长7厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-140,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-140.png,第140小组：一个长方形长8厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第140小组：一个长方形长8厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-141,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-141.png,第141小组：一个长方形长9厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第141小组：一个长方形长9厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-142,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-142.png,第142小组：一个长方形长10厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第142小组：一个长方形长10厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-143,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-143.png,第143小组：一个长方形长11厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第143小组：一个长方形长11厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-144,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-144.png,第144小组：一个长方形长3厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第144小组：一个长方形长3厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-145,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-145.png,第145小组：一个长方形长4厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第145小组：一个长方形长4厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-146,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-146.png,第146小组：一个长方形长5厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第146小组：一个长方形长5厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-147,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-147.png,第147小组：一个长方形长6厘米、宽2厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第147小组：一个长方形长6厘米、宽2厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-148,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-148.png,第148小组：一个长方形长7厘米、宽4厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第148小组：一个长方形长7厘米、宽4厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-149,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-149.png,第149小组：一个长方形长8厘米、宽6厘米，面积是多少？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：第149小组：一个长方形长8厘米、宽6厘米，面积是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p3-l-fi-150,missing,,,P3,area-decimals,core,area-grid,P1,candidates/P3/area-decimals/pep-primary-p3-l-fi-150.png,一块长方形纸板长8厘米、宽4厘米，它的面积是多少平方厘米？,为人教版小学数学“面积与小数初步”题目生成一张面积方格/长方形模型题目插图。题干：一块长方形纸板长8厘米、宽4厘米，它的面积是多少平方厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-076,pending,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-076.png,乐乐画了两个组成平角的角，其中一个是45°，另一个是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：乐乐画了两个组成平角的角，其中一个是45°，另一个是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-077,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-077.png,一条直线上的两个相邻角和为180°，已知一个角是51°，另一个角是多少？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：一条直线上的两个相邻角和为180°，已知一个角是51°，另一个角是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-078,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-078.png,手工桌的角度卡显示一个角为57°，它的邻补角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：手工桌的角度卡显示一个角为57°，它的邻补角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-079,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-079.png,第79小组：两个角组成一个平角，其中一个角是60°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第79小组：两个角组成一个平角，其中一个角是60°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-080,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-080.png,第80小组：两个角组成一个平角，其中一个角是65°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第80小组：两个角组成一个平角，其中一个角是65°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-081,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-081.png,第81小组：两个角组成一个平角，其中一个角是70°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第81小组：两个角组成一个平角，其中一个角是70°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-082,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-082.png,第82小组：两个角组成一个平角，其中一个角是75°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第82小组：两个角组成一个平角，其中一个角是75°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-083,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-083.png,第83小组：两个角组成一个平角，其中一个角是80°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第83小组：两个角组成一个平角，其中一个角是80°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-084,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-084.png,浩浩画了两个组成平角的角，其中一个是88°，另一个是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：浩浩画了两个组成平角的角，其中一个是88°，另一个是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-085,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-085.png,第85小组：两个角组成一个平角，其中一个角是90°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第85小组：两个角组成一个平角，其中一个角是90°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-086,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-086.png,第86小组：两个角组成一个平角，其中一个角是95°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第86小组：两个角组成一个平角，其中一个角是95°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-087,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-087.png,第87小组：两个角组成一个平角，其中一个角是100°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第87小组：两个角组成一个平角，其中一个角是100°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-088,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-088.png,第88小组：两个角组成一个平角，其中一个角是105°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第88小组：两个角组成一个平角，其中一个角是105°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-089,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-089.png,第89小组：两个角组成一个平角，其中一个角是110°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第89小组：两个角组成一个平角，其中一个角是110°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-090,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-090.png,第90小组：两个角组成一个平角，其中一个角是115°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第90小组：两个角组成一个平角，其中一个角是115°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-091,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-091.png,第91小组：两个角组成一个平角，其中一个角是120°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第91小组：两个角组成一个平角，其中一个角是120°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-092,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-092.png,一条直线上的两个相邻角和为180°，已知一个角是129°，另一个角是多少？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：一条直线上的两个相邻角和为180°，已知一个角是129°，另一个角是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-093,missing,,,P4,angles-geometry,core,angle,P1,candidates/P4/angles-geometry/pep-primary-p4-u-fi-093.png,第93小组：两个角组成一个平角，其中一个角是130°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第93小组：两个角组成一个平角，其中一个角是130°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
