reviewReason,id,grade,topicId,type,difficulty,generatorFamily,generatorVariant,auditStatus,independentAnswer,storedAnswer,manualStatus,mathCorrect,curriculumFit,wordingNatural,sourceSafe,fixRecommendation,reviewerNotes
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-sequences-mc-012,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,pass,22,22,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-sequences-sa-001,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,pass,18,18,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-sequences-sa-004,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,pass,180,180,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-space-vectors-fi-002,S5,pep-high-s5-space-vectors,fill-in,Challenge,space-vectors,space-vector-length-squared,pass,10,10,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-space-vectors-fi-005,S5,pep-high-s5-space-vectors,fill-in,Core,space-vectors,space-vector-length-squared,pass,24,24,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-space-vectors-fi-008,S5,pep-high-s5-space-vectors,fill-in,Foundation,space-vectors,space-vector-length-squared,pass,3,3,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-space-vectors-fi-011,S5,pep-high-s5-space-vectors,fill-in,Exam,space-vectors,space-vector-length-squared,pass,33,33,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-space-vectors-mc-003,S5,pep-high-s5-space-vectors,multiple-choice,Exam,space-vectors,space-vector-dot,pass,3,3,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-space-vectors-mc-006,S5,pep-high-s5-space-vectors,multiple-choice,Challenge,space-vectors,space-vector-dot,pass,-9,-9,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-space-vectors-mc-009,S5,pep-high-s5-space-vectors,multiple-choice,Core,space-vectors,space-vector-dot,pass,6,6,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-space-vectors-mc-012,S5,pep-high-s5-space-vectors,multiple-choice,Foundation,space-vectors,space-vector-dot,pass,-3,-3,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-space-vectors-sa-001,S5,pep-high-s5-space-vectors,short-answer,Core,space-vectors,space-vector-sum,pass,"(1,-1,0)","(1,-1,0)",pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s5-s5-space-vectors-sa-004,S5,pep-high-s5-space-vectors,short-answer,Foundation,space-vectors,space-vector-sum,pass,"(4,5,2)","(4,5,2)",pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-002,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,pass,4,4,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-005,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,pass,3,3,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-008,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,pass,2,2,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-011,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,pass,5,5,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-003,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,pass,6,6,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-006,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,pass,3,3,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-009,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,pass,5,5,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-012,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,pass,2,2,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-001,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,pass,(x+1)^2+(y+1)^2=9,(x+1)^2+(y+1)^2=9,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-004,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,pass,(x-2)^2+(y-2)^2=4,(x-2)^2+(y-2)^2=4,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-bivariate-data-fi-002,S6,pep-high-s6-bivariate-data,fill-in,Foundation,bivariate-data,regression-residual,pass,1,1,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-bivariate-data-fi-005,S6,pep-high-s6-bivariate-data,fill-in,Exam,bivariate-data,regression-residual,pass,1,1,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-bivariate-data-fi-008,S6,pep-high-s6-bivariate-data,fill-in,Core,bivariate-data,regression-residual,pass,1,1,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-bivariate-data-fi-011,S6,pep-high-s6-bivariate-data,fill-in,Challenge,bivariate-data,regression-residual,pass,1,1,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-bivariate-data-mc-003,S6,pep-high-s6-bivariate-data,multiple-choice,Challenge,bivariate-data,linear-regression-prediction,pass,20,20,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-bivariate-data-mc-006,S6,pep-high-s6-bivariate-data,multiple-choice,Foundation,bivariate-data,linear-regression-prediction,pass,9,9,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-bivariate-data-mc-009,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,bivariate-data,linear-regression-prediction,pass,9,9,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-bivariate-data-mc-012,S6,pep-high-s6-bivariate-data,multiple-choice,Core,bivariate-data,linear-regression-prediction,pass,4,4,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-bivariate-data-sa-001,S6,pep-high-s6-bivariate-data,short-answer,Exam,bivariate-data,regression-through-means,pass,6,6,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-bivariate-data-sa-004,S6,pep-high-s6-bivariate-data,short-answer,Core,bivariate-data,regression-through-means,pass,8,8,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-counting-fi-002,S6,pep-high-s6-counting,fill-in,Core,counting,permutation-from-small-set,pass,24,24,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-counting-fi-005,S6,pep-high-s6-counting,fill-in,Challenge,counting,permutation-from-small-set,pass,24,24,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-counting-fi-008,S6,pep-high-s6-counting,fill-in,Foundation,counting,permutation-from-small-set,pass,24,24,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-counting-fi-011,S6,pep-high-s6-counting,fill-in,Exam,counting,permutation-from-small-set,pass,24,24,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-counting-mc-003,S6,pep-high-s6-counting,multiple-choice,Exam,counting,combination-count,pass,36,36,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-counting-mc-006,S6,pep-high-s6-counting,multiple-choice,Core,counting,combination-count,pass,21,21,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-counting-mc-009,S6,pep-high-s6-counting,multiple-choice,Challenge,counting,combination-count,pass,45,45,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-counting-mc-012,S6,pep-high-s6-counting,multiple-choice,Foundation,counting,combination-count,pass,28,28,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-counting-sa-001,S6,pep-high-s6-counting,short-answer,Challenge,counting,binomial-coefficient,pass,21,21,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-counting-sa-004,S6,pep-high-s6-counting,short-answer,Foundation,counting,binomial-coefficient,pass,10,10,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-002,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,pass,18,18,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-005,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,pass,9,9,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-008,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,pass,-9,-9,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-011,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,pass,42,42,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-003,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,pass,x=±√4,x=±√4,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-006,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,pass,x=±√2,x=±√2,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-009,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,pass,x=±√5,x=±√5,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-012,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,pass,x=±√3,x=±√3,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-001,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,pass,6,6,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-004,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,pass,-12,-12,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-exam-practice-fi-002,S6,pep-high-s6-exam-practice,fill-in,Core,exam-practice,arithmetic-sum,pass,63,63,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-exam-practice-fi-005,S6,pep-high-s6-exam-practice,fill-in,Challenge,exam-practice,parabola-p,pass,6,6,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-exam-practice-fi-008,S6,pep-high-s6-exam-practice,fill-in,Core,exam-practice,quadratic-extreme-point,pass,1,1,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-exam-practice-fi-011,S6,pep-high-s6-exam-practice,fill-in,Challenge,exam-practice,single-draw-blue,pass,2/3,2/3,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-exam-practice-mc-003,S6,pep-high-s6-exam-practice,multiple-choice,Challenge,exam-practice,single-draw-red,pass,5/11,5/11,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-exam-practice-mc-006,S6,pep-high-s6-exam-practice,multiple-choice,Core,exam-practice,arithmetic-nth-term,pass,19,19,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-exam-practice-mc-009,S6,pep-high-s6-exam-practice,multiple-choice,Challenge,exam-practice,ellipse-c-squared,pass,4,4,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-exam-practice-mc-012,S6,pep-high-s6-exam-practice,multiple-choice,Core,exam-practice,quadratic-derivative-value,pass,2,2,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-exam-practice-sa-001,S6,pep-high-s6-exam-practice,short-answer,Challenge,exam-practice,ellipse-focal-distance,pass,4,4,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-exam-practice-sa-004,S6,pep-high-s6-exam-practice,short-answer,Core,exam-practice,tangent-slope,pass,5,5,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-probability-statistics-synthesis-fi-002,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,probability-statistics-synthesis,binomial-expected-value,pass,5/3,5/3,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-probability-statistics-synthesis-fi-005,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,probability-statistics-synthesis,binomial-expected-value,pass,8/3,8/3,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-probability-statistics-synthesis-fi-008,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,probability-statistics-synthesis,binomial-expected-value,pass,1,1,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-probability-statistics-synthesis-fi-011,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,probability-statistics-synthesis,binomial-expected-value,pass,4,4,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-probability-statistics-synthesis-mc-003,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Core,probability-statistics-synthesis,binomial-one-success,pass,4/243,4/243,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-probability-statistics-synthesis-mc-006,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Core,probability-statistics-synthesis,binomial-one-success,pass,80/243,80/243,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-probability-statistics-synthesis-mc-009,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Core,probability-statistics-synthesis,binomial-one-success,pass,8/81,8/81,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-probability-statistics-synthesis-mc-012,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Core,probability-statistics-synthesis,binomial-one-success,pass,4/9,4/9,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-probability-statistics-synthesis-sa-001,S6,pep-high-s6-probability-statistics-synthesis,short-answer,Exam,probability-statistics-synthesis,frequency-interpretation,pass,2/3,2/3,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-probability-statistics-synthesis-sa-004,S6,pep-high-s6-probability-statistics-synthesis,short-answer,Exam,probability-statistics-synthesis,frequency-interpretation,pass,1/3,1/3,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-random-variables-fi-002,S6,pep-high-s6-random-variables,fill-in,Exam,random-variables,binomial-variance,pass,9/8,9/8,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-random-variables-fi-005,S6,pep-high-s6-random-variables,fill-in,Core,random-variables,binomial-variance,pass,3/4,3/4,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-random-variables-fi-008,S6,pep-high-s6-random-variables,fill-in,Challenge,random-variables,binomial-variance,pass,21/16,21/16,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-random-variables-fi-011,S6,pep-high-s6-random-variables,fill-in,Foundation,random-variables,binomial-variance,pass,15/16,15/16,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-random-variables-mc-003,S6,pep-high-s6-random-variables,multiple-choice,Foundation,random-variables,binomial-expectation,pass,7/4,7/4,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-random-variables-mc-006,S6,pep-high-s6-random-variables,multiple-choice,Exam,random-variables,binomial-expectation,pass,5/4,5/4,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-random-variables-mc-009,S6,pep-high-s6-random-variables,multiple-choice,Core,random-variables,binomial-expectation,pass,2,2,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-random-variables-mc-012,S6,pep-high-s6-random-variables,multiple-choice,Challenge,random-variables,binomial-expectation,pass,3/2,3/2,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-random-variables-sa-001,S6,pep-high-s6-random-variables,short-answer,Core,random-variables,two-point-expectation,pass,3/2,3/2,pending,,,,,,
topic-balanced-s18-sample,pep-high-hybrid-v1-s6-s6-random-variables-sa-004,S6,pep-high-s6-random-variables,short-answer,Challenge,random-variables,two-point-expectation,pass,3,3,pending,,,,,,
