id,grade,topicId,type,difficulty,generatorFamily,generatorVariant,independentAnswer,storedAnswer,status,reviewReason,notes
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-fi-023,S4,pep-high-s4-solid-geometry-intro,fill-in,Core,solid-geometry,cuboid-diagonal-squared,110,110,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-mc-024,S4,pep-high-s4-solid-geometry-intro,multiple-choice,Challenge,solid-geometry,cuboid-volume,28,28,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-025,S4,pep-high-s4-solid-geometry-intro,short-answer,Core,solid-geometry,cuboid-surface-area,54,54,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-fi-026,S4,pep-high-s4-solid-geometry-intro,fill-in,Challenge,solid-geometry,cuboid-diagonal-squared,48,48,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-mc-027,S4,pep-high-s4-solid-geometry-intro,multiple-choice,Core,solid-geometry,cuboid-volume,125,125,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-028,S4,pep-high-s4-solid-geometry-intro,short-answer,Challenge,solid-geometry,cuboid-surface-area,120,120,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-fi-029,S4,pep-high-s4-solid-geometry-intro,fill-in,Core,solid-geometry,cuboid-diagonal-squared,107,107,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-mc-030,S4,pep-high-s4-solid-geometry-intro,multiple-choice,Challenge,solid-geometry,cuboid-volume,24,24,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-031,S4,pep-high-s4-solid-geometry-intro,short-answer,Core,solid-geometry,cuboid-surface-area,94,94,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-fi-032,S4,pep-high-s4-solid-geometry-intro,fill-in,Challenge,solid-geometry,cuboid-diagonal-squared,45,45,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-mc-033,S4,pep-high-s4-solid-geometry-intro,multiple-choice,Core,solid-geometry,cuboid-volume,90,90,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-034,S4,pep-high-s4-solid-geometry-intro,short-answer,Challenge,solid-geometry,cuboid-surface-area,188,188,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-fi-035,S4,pep-high-s4-solid-geometry-intro,fill-in,Core,solid-geometry,cuboid-diagonal-squared,83,83,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-mc-036,S4,pep-high-s4-solid-geometry-intro,multiple-choice,Challenge,solid-geometry,cuboid-volume,16,16,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-037,S4,pep-high-s4-solid-geometry-intro,short-answer,Core,solid-geometry,cuboid-surface-area,78,78,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-038,S4,pep-high-s4-solid-geometry-intro,short-answer,Challenge,solid-geometry,cuboid-surface-area,128,128,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-039,S4,pep-high-s4-solid-geometry-intro,short-answer,Core,solid-geometry,cuboid-surface-area,190,190,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-040,S4,pep-high-s4-solid-geometry-intro,short-answer,Challenge,solid-geometry,cuboid-surface-area,72,72,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-001,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,13,13,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-002,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,6,6,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-003,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,7,7,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-004,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,16,16,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-005,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,4,4,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-006,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,10,10,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-007,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,19,19,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-008,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,2,2,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-009,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,5,5,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-010,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,14,14,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-011,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,8,8,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-012,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,8,8,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-013,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,17,17,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-014,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,6,6,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-015,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,11,11,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-016,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,12,12,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-017,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,4,4,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-018,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,6,6,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-019,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,15,15,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-020,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,2,2,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-021,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,9,9,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-022,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,18,18,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-023,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,8,8,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-024,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,4,4,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-025,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,13,13,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-026,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,6,6,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-027,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,7,7,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-028,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,16,16,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-029,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,4,4,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-030,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,10,10,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-031,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,19,19,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-032,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,2,2,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-033,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,5,5,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-034,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,14,14,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-fi-035,S4,pep-high-s4-statistics,fill-in,Core,statistics,three-number-range,8,8,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-mc-036,S4,pep-high-s4-statistics,multiple-choice,Core,statistics,three-number-mean,8,8,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-037,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,17,17,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-038,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,18,18,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-039,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,19,19,pass,,OK
pep-high-hybrid-v1-s4-s4-statistics-sa-040,S4,pep-high-s4-statistics,short-answer,Core,statistics,mean-completion,12,12,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-001,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,2/7,2/7,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-probability-fi-002,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,5/9,5/9,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-probability-mc-003,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,5/11,5/11,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-probability-sa-004,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,1/4,1/4,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-probability-fi-005,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,2/3,2/3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-probability-mc-006,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,3/8,3/8,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-probability-sa-007,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,4/15,4/15,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-fi-008,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,3/8,3/8,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-probability-mc-009,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,3/5,3/5,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-probability-sa-010,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,5/21,5/21,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-fi-011,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,2/3,2/3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-probability-mc-012,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,4/7,4/7,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-probability-sa-013,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,5/18,5/18,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-fi-014,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,5/11,5/11,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-mc-015,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,1/4,1/4,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-016,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,3/10,3/10,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-fi-017,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,1/2,1/2,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-mc-018,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,1/2,1/2,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-019,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,3/11,3/11,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-fi-020,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,3/5,3/5,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-mc-021,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,3/7,3/7,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-022,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,5/18,5/18,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-fi-023,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,6/11,6/11,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-mc-024,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,2/3,2/3,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-025,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,4/15,4/15,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-fi-026,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,5/8,5/8,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-mc-027,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,2/5,2/5,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-028,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,15/56,15/56,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-fi-029,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,2/5,2/5,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-mc-030,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,2/7,2/7,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-031,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,1/4,1/4,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-fi-032,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,3/7,3/7,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-mc-033,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,5/9,5/9,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-034,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,3/11,3/11,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-fi-035,S4,pep-high-s4-probability,fill-in,Core,probability,single-draw-blue,3/4,3/4,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-mc-036,S4,pep-high-s4-probability,multiple-choice,Core,probability,single-draw-red,1/2,1/2,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-037,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,2/7,2/7,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-038,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,5/18,5/18,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-039,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,3/11,3/11,pass,,OK
pep-high-hybrid-v1-s4-s4-probability-sa-040,S4,pep-high-s4-probability,short-answer,Core,probability,two-draw-red-then-blue,3/10,3/10,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-001,S5,pep-high-s5-space-vectors,short-answer,Core,space-vectors,space-vector-sum,"(1,-1,0)","(1,-1,0)",pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-002,S5,pep-high-s5-space-vectors,fill-in,Challenge,space-vectors,space-vector-length-squared,10,10,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-003,S5,pep-high-s5-space-vectors,multiple-choice,Exam,space-vectors,space-vector-dot,3,3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-004,S5,pep-high-s5-space-vectors,short-answer,Foundation,space-vectors,space-vector-sum,"(4,5,2)","(4,5,2)",pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-005,S5,pep-high-s5-space-vectors,fill-in,Core,space-vectors,space-vector-length-squared,24,24,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-006,S5,pep-high-s5-space-vectors,multiple-choice,Challenge,space-vectors,space-vector-dot,-9,-9,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-007,S5,pep-high-s5-space-vectors,short-answer,Exam,space-vectors,space-vector-sum,"(2,0,2)","(2,0,2)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-008,S5,pep-high-s5-space-vectors,fill-in,Foundation,space-vectors,space-vector-length-squared,3,3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-009,S5,pep-high-s5-space-vectors,multiple-choice,Core,space-vectors,space-vector-dot,6,6,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-010,S5,pep-high-s5-space-vectors,short-answer,Challenge,space-vectors,space-vector-sum,"(0,1,4)","(0,1,4)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-011,S5,pep-high-s5-space-vectors,fill-in,Exam,space-vectors,space-vector-length-squared,33,33,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-012,S5,pep-high-s5-space-vectors,multiple-choice,Foundation,space-vectors,space-vector-dot,-3,-3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-013,S5,pep-high-s5-space-vectors,short-answer,Core,space-vectors,space-vector-sum,"(3,1,0)","(3,1,0)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-014,S5,pep-high-s5-space-vectors,fill-in,Challenge,space-vectors,space-vector-length-squared,14,14,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-015,S5,pep-high-s5-space-vectors,multiple-choice,Exam,space-vectors,space-vector-dot,-6,-6,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-016,S5,pep-high-s5-space-vectors,short-answer,Foundation,space-vectors,space-vector-sum,"(1,2,2)","(1,2,2)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-017,S5,pep-high-s5-space-vectors,fill-in,Core,space-vectors,space-vector-length-squared,20,20,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-018,S5,pep-high-s5-space-vectors,multiple-choice,Challenge,space-vectors,space-vector-dot,-9,-9,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-019,S5,pep-high-s5-space-vectors,short-answer,Exam,space-vectors,space-vector-sum,"(4,2,2)","(4,2,2)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-020,S5,pep-high-s5-space-vectors,fill-in,Foundation,space-vectors,space-vector-length-squared,6,6,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-021,S5,pep-high-s5-space-vectors,multiple-choice,Core,space-vectors,space-vector-dot,-3,-3,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-022,S5,pep-high-s5-space-vectors,short-answer,Challenge,space-vectors,space-vector-sum,"(2,3,4)","(2,3,4)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-023,S5,pep-high-s5-space-vectors,fill-in,Exam,space-vectors,space-vector-length-squared,33,33,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-024,S5,pep-high-s5-space-vectors,multiple-choice,Foundation,space-vectors,space-vector-dot,-3,-3,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-025,S5,pep-high-s5-space-vectors,short-answer,Core,space-vectors,space-vector-sum,"(0,-2,0)","(0,-2,0)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-026,S5,pep-high-s5-space-vectors,fill-in,Challenge,space-vectors,space-vector-length-squared,11,11,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-027,S5,pep-high-s5-space-vectors,multiple-choice,Exam,space-vectors,space-vector-dot,0,0,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-028,S5,pep-high-s5-space-vectors,short-answer,Foundation,space-vectors,space-vector-sum,"(3,4,2)","(3,4,2)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-029,S5,pep-high-s5-space-vectors,fill-in,Core,space-vectors,space-vector-length-squared,24,24,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-030,S5,pep-high-s5-space-vectors,multiple-choice,Challenge,space-vectors,space-vector-dot,-9,-9,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-031,S5,pep-high-s5-space-vectors,short-answer,Exam,space-vectors,space-vector-sum,"(1,-1,2)","(1,-1,2)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-032,S5,pep-high-s5-space-vectors,fill-in,Foundation,space-vectors,space-vector-length-squared,2,2,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-033,S5,pep-high-s5-space-vectors,multiple-choice,Core,space-vectors,space-vector-dot,3,3,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-034,S5,pep-high-s5-space-vectors,short-answer,Challenge,space-vectors,space-vector-sum,"(4,5,4)","(4,5,4)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-035,S5,pep-high-s5-space-vectors,fill-in,Exam,space-vectors,space-vector-length-squared,36,36,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-036,S5,pep-high-s5-space-vectors,multiple-choice,Foundation,space-vectors,space-vector-dot,-3,-3,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-037,S5,pep-high-s5-space-vectors,short-answer,Core,space-vectors,space-vector-sum,"(2,0,0)","(2,0,0)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-038,S5,pep-high-s5-space-vectors,fill-in,Challenge,space-vectors,space-vector-length-squared,11,11,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-039,S5,pep-high-s5-space-vectors,multiple-choice,Exam,space-vectors,space-vector-dot,6,6,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-040,S5,pep-high-s5-space-vectors,short-answer,Foundation,space-vectors,space-vector-sum,"(0,1,2)","(0,1,2)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-041,S5,pep-high-s5-space-vectors,fill-in,Core,space-vectors,space-vector-length-squared,21,21,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-042,S5,pep-high-s5-space-vectors,multiple-choice,Challenge,space-vectors,space-vector-dot,-9,-9,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-043,S5,pep-high-s5-space-vectors,short-answer,Exam,space-vectors,space-vector-sum,"(3,1,2)","(3,1,2)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-044,S5,pep-high-s5-space-vectors,fill-in,Foundation,space-vectors,space-vector-length-squared,6,6,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-045,S5,pep-high-s5-space-vectors,multiple-choice,Core,space-vectors,space-vector-dot,-6,-6,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-046,S5,pep-high-s5-space-vectors,short-answer,Challenge,space-vectors,space-vector-sum,"(1,2,4)","(1,2,4)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-047,S5,pep-high-s5-space-vectors,fill-in,Exam,space-vectors,space-vector-length-squared,32,32,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-048,S5,pep-high-s5-space-vectors,multiple-choice,Foundation,space-vectors,space-vector-dot,-3,-3,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-049,S5,pep-high-s5-space-vectors,short-answer,Core,space-vectors,space-vector-sum,"(4,2,0)","(4,2,0)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-050,S5,pep-high-s5-space-vectors,fill-in,Challenge,space-vectors,space-vector-length-squared,14,14,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-051,S5,pep-high-s5-space-vectors,multiple-choice,Exam,space-vectors,space-vector-dot,-3,-3,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-052,S5,pep-high-s5-space-vectors,short-answer,Foundation,space-vectors,space-vector-sum,"(2,3,2)","(2,3,2)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-053,S5,pep-high-s5-space-vectors,fill-in,Core,space-vectors,space-vector-length-squared,21,21,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-054,S5,pep-high-s5-space-vectors,multiple-choice,Challenge,space-vectors,space-vector-dot,-9,-9,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-055,S5,pep-high-s5-space-vectors,short-answer,Exam,space-vectors,space-vector-sum,"(0,-2,2)","(0,-2,2)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-056,S5,pep-high-s5-space-vectors,fill-in,Foundation,space-vectors,space-vector-length-squared,3,3,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-057,S5,pep-high-s5-space-vectors,multiple-choice,Core,space-vectors,space-vector-dot,0,0,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-058,S5,pep-high-s5-space-vectors,short-answer,Challenge,space-vectors,space-vector-sum,"(3,4,4)","(3,4,4)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-059,S5,pep-high-s5-space-vectors,fill-in,Exam,space-vectors,space-vector-length-squared,36,36,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-060,S5,pep-high-s5-space-vectors,multiple-choice,Foundation,space-vectors,space-vector-dot,-3,-3,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-061,S5,pep-high-s5-space-vectors,short-answer,Core,space-vectors,space-vector-sum,"(1,-1,0)","(1,-1,0)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-062,S5,pep-high-s5-space-vectors,fill-in,Challenge,space-vectors,space-vector-length-squared,10,10,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-063,S5,pep-high-s5-space-vectors,multiple-choice,Exam,space-vectors,space-vector-dot,3,3,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-064,S5,pep-high-s5-space-vectors,short-answer,Foundation,space-vectors,space-vector-sum,"(4,5,2)","(4,5,2)",pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-fi-065,S5,pep-high-s5-space-vectors,fill-in,Core,space-vectors,space-vector-length-squared,24,24,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-mc-066,S5,pep-high-s5-space-vectors,multiple-choice,Challenge,space-vectors,space-vector-dot,-9,-9,pass,,OK
pep-high-hybrid-v1-s5-s5-space-vectors-sa-067,S5,pep-high-s5-space-vectors,short-answer,Exam,space-vectors,space-vector-sum,"(2,0,2)","(2,0,2)",pass,,OK
