"id","batch","grade","topicId","topicZhHans","type","difficulty","verdict","solvable","answerMatches","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","acceptedAnswers","answerCheckZhHans","recommendedActionZhHans","confidence","localValidationNotes","promptZhHans"
"pep-high-s4-rag4-mc-022","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。把答案代回原符号核对。\(y=(x-2)^2-1\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-023","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。用一条清晰思路得到最终结果。\(y=(x-2)^2-3\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-024","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。说明式子中哪一部分决定答案。\(y=(x-2)^2+2\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-025","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。优先使用精确值，不用猜测小数。\(y=(x-2)^2+0\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-026","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。确认条件匹配后再使用标准公式。\(y=(x-2)^2-2\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-027","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。把答案代回原符号核对。\(y=(x-2)^2+3\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-028","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。用一条清晰思路得到最终结果。\(y=(x-2)^2+1\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-029","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。说明式子中哪一部分决定答案。\(y=(x-2)^2-1\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-030","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。优先使用精确值，不用猜测小数。\(y=(x-2)^2-3\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-031","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。确认条件匹配后再使用标准公式。\(y=(x-2)^2+2\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-032","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。把答案代回原符号核对。\(y=(x-2)^2+0\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-033","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。用一条清晰思路得到最终结果。\(y=(x-2)^2-2\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-034","rag-v4","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。说明式子中哪一部分决定答案。\(y=(x-2)^2+3\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-rag4-mc-035","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-10","-10","","标准答案为-10，独立计算得-10，匹配。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(f(x)=6x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-036","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-8","-8","","标准答案为-8，独立计算f(-2)=5*(-2)+2=-10+2=-8，与标准答案一致。选项中有且仅有-8，解析正确。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(f(x)=5x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-037","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-6","-6","","标准答案为-6，独立计算f(-2)=4*(-2)+2=-8+2=-6，与标准答案一致。选项中有且仅有-6，解析正确。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知 \(f(x)=4x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-038","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-4","-4","","标准答案为-4，独立计算f(-2)=3*(-2)+2=-6+2=-4，与标准答案一致。选项中有且仅有-4，解析正确。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知 \(f(x)=3x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-039","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-2","-2","","标准答案为-2，独立计算f(-2)=2*(-2)+2=-4+2=-2，与标准答案一致。选项中有且仅有-2，解析正确。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(f(x)=2x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-040","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-10","-10","","标准答案为-10，独立计算f(-2)=6*(-2)+2=-12+2=-10，与标准答案一致。选项中有且仅有-10，解析正确。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(f(x)=6x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-041","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-8","-8","","标准答案为-8，独立计算f(-2)=5*(-2)+2=-10+2=-8，与标准答案一致。选项中有且仅有-8，解析正确。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(f(x)=5x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-042","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-6","-6","","标准答案为-6，独立计算f(-2)=4*(-2)+2=-8+2=-6，与标准答案一致。选项中有且仅有-6，解析正确。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知 \(f(x)=4x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-043","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-4","-4","","标准答案为-4，独立计算f(-2)=3*(-2)+2=-6+2=-4，与标准答案一致。选项中有且仅有-4，解析正确。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知 \(f(x)=3x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-044","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-2","-2","","标准答案为-2，独立计算f(-2)=2*(-2)+2=-4+2=-2，与标准答案一致。选项中有且仅有-2，解析正确。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(f(x)=2x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-045","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-10","-10","","标准答案为-10，独立计算f(-2)=6*(-2)+2=-12+2=-10，与标准答案一致。选项中有且仅有-10，解析正确。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(f(x)=6x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-046","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-8","-8","","标准答案为-8，独立计算f(-2)=5*(-2)+2=-10+2=-8，与标准答案一致。选项中有且仅有-8，解析正确。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(f(x)=5x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-047","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-6","-6","","标准答案为-6，独立计算f(-2)=4*(-2)+2=-8+2=-6，与标准答案一致。选项中有且仅有-6，解析正确。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知 \(f(x)=4x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-048","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-4","-4","","标准答案为-4，独立计算f(-2)=3*(-2)+2=-6+2=-4，与标准答案一致。选项中有且仅有-4，解析正确。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知 \(f(x)=3x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-049","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-2","-2","","标准答案为-2，独立计算f(-2)=2*(-2)+2=-4+2=-2，与标准答案一致。选项中有且仅有-2，解析正确。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(f(x)=2x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-050","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-10","-10","","标准答案为-10，独立计算f(-2)=6*(-2)+2=-12+2=-10，与标准答案一致。选项中有且仅有-10，解析正确。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(f(x)=6x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-051","rag-v4","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-8","-8","","标准答案为-8，独立计算f(-2)=5*(-2)+2=-10+2=-8，与标准答案一致。选项中有且仅有-8，解析正确。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(f(x)=5x+2\)，求 \(f(-2)\)。"
"pep-high-s4-rag4-mc-052","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","4","4","","标准答案为4，独立计算log_2(16)=4，因为2^4=16。选项中有且仅有4，解析正确。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。不要额外加入题目没有给出的假设。求 \(\log_216\)。"
"pep-high-s4-rag4-mc-053","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","3","3","","标准答案为3，独立计算log_2(8)=3，因为2^3=8。选项中有且仅有3，解析正确。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。回答所求量，不停留在中间结果。求 \(\log_28\)。"
"pep-high-s4-rag4-mc-054","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算log_2(4)=2，因为2^2=4。选项中有且仅有2，解析正确。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。让等价形式与题目要求保持一致。求 \(\log_24\)。"
"pep-high-s4-rag4-mc-055","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","6","6","","标准答案为6，独立计算log_2(64)=6，因为2^6=64。选项中有且仅有6，解析正确。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。求 \(\log_264\)。"
"pep-high-s4-rag4-mc-056","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","5","5","","标准答案为5，独立计算得5，匹配。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。只要条件用全，简短计算即可。求 \(\log_232\)。"
"pep-high-s4-rag4-mc-057","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。不要额外加入题目没有给出的假设。求 \(\log_216\)。"
"pep-high-s4-rag4-mc-058","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。回答所求量，不停留在中间结果。求 \(\log_28\)。"
"pep-high-s4-rag4-mc-059","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。让等价形式与题目要求保持一致。求 \(\log_24\)。"
"pep-high-s4-rag4-mc-060","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","6","6","","标准答案为6，独立计算得6，匹配。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。求 \(\log_264\)。"
"pep-high-s4-rag4-mc-061","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","5","5","","标准答案为5，独立计算得5，匹配。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。只要条件用全，简短计算即可。求 \(\log_232\)。"
"pep-high-s4-rag4-mc-062","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。不要额外加入题目没有给出的假设。求 \(\log_216\)。"
"pep-high-s4-rag4-mc-063","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。回答所求量，不停留在中间结果。求 \(\log_28\)。"
"pep-high-s4-rag4-mc-064","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。让等价形式与题目要求保持一致。求 \(\log_24\)。"
"pep-high-s4-rag4-mc-065","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","6","6","","标准答案为6，独立计算得6，匹配。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。求 \(\log_264\)。"
"pep-high-s4-rag4-mc-066","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","5","5","","标准答案为5，独立计算得5，匹配。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。只要条件用全，简短计算即可。求 \(\log_232\)。"
"pep-high-s4-rag4-mc-067","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。不要额外加入题目没有给出的假设。求 \(\log_216\)。"
"pep-high-s4-rag4-mc-068","rag-v4","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。回答所求量，不停留在中间结果。求 \(\log_28\)。"
"pep-high-s4-rag4-mc-069","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算得1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。说明式子中哪一部分决定答案。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-070","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算得1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。优先使用精确值，不用猜测小数。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-071","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算得1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。确认条件匹配后再使用标准公式。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-072","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算得1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。把答案代回原符号核对。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-073","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算得1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。用一条清晰思路得到最终结果。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-074","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算得1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。说明式子中哪一部分决定答案。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-075","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算得1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。优先使用精确值，不用猜测小数。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-076","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算也为1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。确认条件匹配后再使用标准公式。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-077","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算也为1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。把答案代回原符号核对。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-078","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算也为1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。用一条清晰思路得到最终结果。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-079","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算也为1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。说明式子中哪一部分决定答案。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-080","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算也为1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。优先使用精确值，不用猜测小数。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-081","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算也为1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。确认条件匹配后再使用标准公式。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-082","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算也为1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。把答案代回原符号核对。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-083","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算也为1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。用一条清晰思路得到最终结果。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-084","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算也为1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。说明式子中哪一部分决定答案。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-085","rag-v4","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算也为1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。优先使用精确值，不用猜测小数。求 \(\sin30^\circ\)。"
"pep-high-s4-rag4-mc-086","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","23","23","","标准答案为23，独立计算也为23，匹配。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知 \(\vec a=(1,5)\)，\(\vec b=(3,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-087","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","47","47","","标准答案为47，独立计算也为47，匹配。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(\vec a=(5,3)\)，\(\vec b=(7,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-088","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","44","44","","标准答案为44，独立计算也为44，匹配。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(\vec a=(4,5)\)，\(\vec b=(6,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-089","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","27","27","","标准答案为27，独立计算也为27，匹配。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(\vec a=(3,3)\)，\(\vec b=(5,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-090","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","28","28","","标准答案为28，独立计算也为28，匹配。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知 \(\vec a=(2,5)\)，\(\vec b=(4,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-091","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","15","15","","标准答案为15，独立计算也为15，匹配。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知 \(\vec a=(1,3)\)，\(\vec b=(3,4)\)，求 \(\vec a\cdot\vec b\)。"
