id,grade,semester,type,difficulty,topicId,unitTitle,solvable,answerMatches,severity,issueTags,correctAnswer,rationale,answer,acceptedAnswers,optionsZhHans,promptZhHans
bnu-primary-ds-v1-p2-145,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-division-strengthening,除法,yes,yes,none,,,题目完整，答案正确。,26根,26根,24根|26根|28根|30根,用一些小棒摆三角形，摆了8个后还剩2根小棒。一共有多少根小棒？
bnu-primary-ds-v1-p2-146,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-division-strengthening,除法,yes,yes,none,,,题目完整，答案正确。,23,23,,在算式□÷5=4……3中，□里应该填___。
bnu-primary-ds-v1-p2-147,P2,lower,short-answer,Core,bnu-primary-p2-lower-division-strengthening,除法,yes,yes,none,,,题目完整，答案正确。,可以扎成3束，还剩4个,可以扎成3束，还剩4个|3束，剩4个|3束 剩4个|3，剩4|3束，还剩4个|3束 还剩4个,,有19个气球，每5个扎成一束，可以扎成几束？还剩几个？
bnu-primary-ds-v1-p2-148,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-division-strengthening,除法,yes,yes,none,,,题目完整，答案正确。,28÷3=9……1,28÷3=9……1,28÷3=9……1|28÷3=8……4|28÷3=7……7|28÷3=6……10,下面哪个算式的结果与“把28个苹果平均放在3个盘子里，每盘放几个，还剩几个”的意思相同？
bnu-primary-ds-v1-p2-149,P2,lower,fill-in,Core,bnu-primary-p2-lower-division-strengthening,除法,yes,yes,none,,,题目完整，答案正确。,7,7,,在有余数的除法中，除数是8，余数最大是___。
bnu-primary-ds-v1-p2-150,P2,lower,short-answer,Foundation,bnu-primary-p2-lower-division-strengthening,除法,yes,yes,none,,,题目完整，答案正确。,7条,7条|7,,有25个同学去划船，每条船最多坐4人，至少需要几条船？
bnu-primary-ds-v1-p2-151,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,北,北,东|南|西|北,早晨，小红面向太阳站立。她的左边是什么方向？
bnu-primary-ds-v1-p2-152,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,东北,东北,,小明从家出发，先向东走100米到超市，再向北走50米到学校。那么学校在小明家的什么方向？
bnu-primary-ds-v1-p2-153,P2,lower,short-answer,Core,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,南,南,,小芳站在操场中心，她的南边是教学楼，北边是图书馆。请问教学楼在图书馆的什么方向？
bnu-primary-ds-v1-p2-154,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,东南,东南,东|南|西|东南,小动物们排队：小狗在小猫的东边，小兔在小狗的南边。小兔在小猫的什么方向？
bnu-primary-ds-v1-p2-155,P2,lower,fill-in,Core,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,东北,东北,,公园里，凉亭在假山的西边，花坛在假山的北边。花坛在凉亭的什么方向？
bnu-primary-ds-v1-p2-156,P2,lower,short-answer,Foundation,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,西北,西北,,小华从学校回家：先向南走200米，再向东走100米。请用方向词描述学校在小华家的什么位置。
bnu-primary-ds-v1-p2-157,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,南,南,东|南|西|北,教室里，黑板在教室的东墙，窗户在北墙。小明面向黑板，他的右边是什么方向？
bnu-primary-ds-v1-p2-158,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,西北,西北,,小丽从家去图书馆：先向北走300米，再向西走150米。图书馆在小丽家的什么方向？
bnu-primary-ds-v1-p2-159,P2,lower,short-answer,Core,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,西南,西南,,小东站在路口，他的东边是邮局，南边是银行。请问银行在邮局的什么方向？
bnu-primary-ds-v1-p2-160,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,东南,东南,东|南|西|东南,小美从家出发，先向东走，再向南走，到达公园。公园在小美家的什么方向？
bnu-primary-ds-v1-p2-161,P2,lower,fill-in,Core,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,东南,东南,,小动物们在森林里玩。小兔的家在小狗家的东面，小羊的家在小兔家的南面。小羊的家在小狗家的什么方向？
bnu-primary-ds-v1-p2-162,P2,lower,short-answer,Foundation,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,从公园出发，先向北走150米到图书馆，再向西走200米到学校。,从公园出发，先向北走150米到图书馆，再向西走200米到学校。|从公园向北走150米到图书馆，然后向西走200米到学校。|先向北走150米到图书馆，再向西走200米到学校。,,小明从学校出发，先向东走200米到图书馆，再向南走150米到公园。请你说一说小明从公园回到学校的路线。
bnu-primary-ds-v1-p2-163,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,西北,西北,东北|西北|西南|东南,在操场上，旗杆在教学楼的北面，花坛在旗杆的西面。花坛在教学楼的什么方向？
bnu-primary-ds-v1-p2-164,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,西，北，南,西，北，南|西 北 南|西、北、南,,小红面向东站立，她的后面是______面，左面是______面，右面是______面。
bnu-primary-ds-v1-p2-165,P2,lower,short-answer,Core,bnu-primary-p2-lower-direction-position,方向与位置,yes,yes,none,,,题目完整，答案正确。,从书店出发，先向西走到超市，再向北走到家。,从书店出发，先向西走到超市，再向北走到家。|从书店向西走到超市，再向北走到家。|先向西走到超市，再向北走到家。,,小丽从家出发，先向南走一段路到超市，再向东走一段路到书店。请你描述小丽从书店回家的路线。
bnu-primary-ds-v1-p2-166,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,题目完整，答案正确。,3006,3006,306|3060|3006|3600,下面哪个数读作“三千零六”？
bnu-primary-ds-v1-p2-167,P2,lower,fill-in,Core,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,题目完整，答案正确。,5038，五千零三十八,5038，五千零三十八|5038 五千零三十八|5038、五千零三十八,,一个数由5个千、3个十和8个一组成，这个数写作______，读作______。
bnu-primary-ds-v1-p2-168,P2,lower,short-answer,Foundation,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,题目完整，答案正确。,最大的四位数是8530，最小的四位数是3058。,最大的四位数是8530，最小的四位数是3058。|8530和3058|最大8530，最小3058,,用3、0、5、8这四个数字组成一个最大的四位数和一个最小的四位数，并写出来。
bnu-primary-ds-v1-p2-169,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,题目完整，答案正确。,5012,5012,4987|5012|4899|5103,下面四个数中，最接近5000的是哪一个？
bnu-primary-ds-v1-p2-170,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,题目完整，答案正确。,2048，9020,2048，9020|2048 9020|2048、9020,,"写出下面各数。\n（1）实验小学有学生二千零四十八人。写作：______\n（2）图书馆有图书九千零二十本。写作：______"
bnu-primary-ds-v1-p2-171,P2,lower,short-answer,Core,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,题目信息完整，答案正确。,3058,3058,,一个数由3个千、5个十和8个一组成，这个数是多少？
bnu-primary-ds-v1-p2-172,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,选项清晰，唯一正确答案6009。,6009,6009,609|6009|6900|6090,下面哪个数读作“六千零九”？
bnu-primary-ds-v1-p2-173,P2,lower,fill-in,Core,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,数位顺序表知识，答案“千”正确。,千,千,,在数位顺序表中，从右边起，第四位是（    ）位。
bnu-primary-ds-v1-p2-174,P2,lower,short-answer,Foundation,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,写作2050，答案正确。,2050,2050,,写出下面各数：二千零五十  写作：______
bnu-primary-ds-v1-p2-175,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,5090符合条件，解释中提及5900但未选，答案唯一。,5090,5090,4980|5090|6010|5900,下面各数中，比5000大，比6000小的数是哪一个？
bnu-primary-ds-v1-p2-176,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,最大四位数8530正确。,8530,8530,,用3、0、5、8组成一个最大的四位数是（    ）。
bnu-primary-ds-v1-p2-177,P2,lower,short-answer,Core,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,比较和计算正确，答案完整。,故事书多，多49本,故事书多，多49本,,学校图书馆有故事书2036本，科技书1987本。哪种书更多？多多少本？
bnu-primary-ds-v1-p2-178,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,3520中5在百位，答案正确。,3520,3520,3520|5203|3052|2350,下面哪个数中的“5”表示5个百？
bnu-primary-ds-v1-p2-179,P2,lower,fill-in,Core,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,规律正确，填3000。,3000,3000,,按规律填数：2980，2990，（    ），3010，3020。
bnu-primary-ds-v1-p2-180,P2,lower,short-answer,Foundation,bnu-primary-p2-lower-large-numbers,生活中的大数,yes,yes,none,,,写作4070，答案正确。,4070,4070,,一个四位数，千位上是4，十位上是7，其余各位都是0，这个数写作：______
bnu-primary-ds-v1-p2-181,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,身高单位厘米合理，答案正确。,厘米,厘米,毫米|厘米|分米|千米,小明的身高大约是140（  ）。
bnu-primary-ds-v1-p2-182,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,单位换算正确，50厘米。,50,50,,5分米 = ______ 厘米
bnu-primary-ds-v1-p2-183,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,操场一圈最接近1千米，答案正确。,学校操场一圈的长度,学校操场一圈的长度,学校操场一圈的长度|教室黑板的长度|数学课本的厚度|铅笔的长度,下面哪个长度最接近1千米？
bnu-primary-ds-v1-p2-184,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,300厘米=3米，答案正确。,3,3,,300厘米 = ______ 米
bnu-primary-ds-v1-p2-185,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,硬币厚度用毫米，答案正确。,毫米,毫米,千米|米|厘米|毫米,测量一枚硬币的厚度，用哪个单位最合适？
bnu-primary-ds-v1-p2-186,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,7千米=7000米，答案正确。,7000,7000,,7千米 = ______ 米
bnu-primary-ds-v1-p2-187,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,家到学校距离用千米，答案正确。,千米,千米,毫米|厘米|分米|千米,小丽家到学校的距离大约是2（  ）。
bnu-primary-ds-v1-p2-188,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,80毫米=8厘米，答案正确。,8,8,,80毫米 = ______ 厘米
bnu-primary-ds-v1-p2-189,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,铅笔长度约2分米，答案正确。,一根新铅笔的长度,一根新铅笔的长度,一根新铅笔的长度|教室门的高度|一张床的长度|一座桥的长度,下面哪个物体的长度大约是2分米？
bnu-primary-ds-v1-p2-190,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,4米=40分米，答案正确。,40,40,,4米 = ______ 分米
bnu-primary-ds-v1-p2-191,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,统一单位后小宇13分米最远，答案正确。,小宇,小宇,小杰|小宇|小轩|无法比较,体育课上，同学们练习立定跳远。小杰跳了1米2分米，小宇跳了13分米，小轩跳了1米15厘米。谁跳得最远？
bnu-primary-ds-v1-p2-192,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,5千米=5000米，答案正确。,5000,5000,,"在括号里填上合适的数。\n5千米 = （ ）米"
bnu-primary-ds-v1-p2-193,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,硬币厚度约1毫米，答案正确。,一枚5角硬币的厚度,一枚5角硬币的厚度,数学书的厚度|一枚5角硬币的厚度|课桌的高度|教室的长度,下面哪种物体的长度最接近1毫米？
bnu-primary-ds-v1-p2-194,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-measurement,测量,yes,yes,none,,,黄瓜长约2分米，答案正确。,分米,分米,,"在括号里填上合适的单位。\n一根黄瓜长约 2（ ）。"
bnu-primary-ds-v1-p2-195,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,算式528-176+239正确。,528 - 176 + 239,528 - 176 + 239,528 - 176 + 239|528 + 176 - 239|528 - 176 - 239|528 + 176 + 239,图书馆原来有528本书，上午借出176本，下午还回239本。现在图书馆有多少本书？正确的算式是（ ）。
bnu-primary-ds-v1-p2-196,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,703-258=445，答案正确。,445,445,,计算：703 - 258 = （ ）
bnu-primary-ds-v1-p2-197,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,900-399=501>500，其他选项均不大于500，答案唯一。,900 - 399,900 - 399,900 - 399|256 + 189|723 - 248|345 + 178,下面哪道题的计算结果大于500？
bnu-primary-ds-v1-p2-198,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,估算800，计算802，答案正确。,"800,802","800,802|800 802",,"先估算，再计算。\n估算：598 + 204 ≈ （ ）\n计算：598 + 204 = （ ）"
bnu-primary-ds-v1-p2-199,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,正确差185，答案正确。,185,185,185|131|449|421,小马虎在计算一道减法题时，把减数236看成了263，算出的差是158。正确的差是多少？
bnu-primary-ds-v1-p2-200,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,476+389=865，答案正确。,865,865,,"用竖式计算，并验算。\n476 + 389 = （ ）\n验算："
bnu-primary-ds-v1-p2-201,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,题目完整，计算正确，答案唯一。,A. 693 本,A. 693 本,A. 693 本|B. 425 本|C. 583 本|D. 111 本,学校图书馆有故事书 268 本，科普书比故事书多 157 本。图书馆共有多少本故事书和科普书？
bnu-primary-ds-v1-p2-202,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,题目信息充分，答案正确。,少了43本,少了43本|少了43|43本,,图书馆原来有故事书264本，上午借出138本，下午还回95本。现在图书馆里故事书比原来多了还是少了？多或少几本？请先估算，再列竖式计算，并验算。
bnu-primary-ds-v1-p2-203,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,选项清晰，正确答案唯一。,384 - 157 - 126,384 - 157 - 126,384 - 157 + 126|384 - 157 - 126|384 + 157 - 126|384 + 157 + 126,图书馆原有故事书384本，上午借出157本，下午借出126本。下面哪个算式能正确求出还剩多少本？
bnu-primary-ds-v1-p2-204,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,估算合理，计算正确，验算方法得当。,估算：270+180=450（个）或 270+170=440（个）等合理估算；竖式计算：268+175=443；验算：443-175=268 或 443-268=175,估算：270+180=450（个）或 270+170=440（个）等合理估算；竖式计算：268+175=443；验算：443-175=268 或 443-268=175,,果园里上午摘了268个苹果，下午摘了175个苹果。先估一估，全天摘的苹果大约有多少个？再列竖式算一算，全天一共摘了多少个苹果？最后用减法验算一下。
bnu-primary-ds-v1-p2-205,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,题目可解，答案正确。,58本,58本,58本|145本|87本|210本,图书馆原有故事书268本，上午借出145本，下午归还87本。现在故事书比原来少了多少本？
bnu-primary-ds-v1-p2-206,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,估算和计算均正确。,估算：268接近270，157接近160，270+160=430，大约430本。竖式计算：268+157=425（本）。验算：425-157=268，正确。答：科技书有425本。,估算：268接近270，157接近160，270+160=430，大约430本。竖式计算：268+157=425（本）。验算：425-157=268，正确。答：科技书有425本。,,学校图书馆新买了一批书。故事书有268本，科技书比故事书多157本。科技书有多少本？先估算结果大约是多少，再列竖式计算，并验算。
bnu-primary-ds-v1-p2-207,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,正确选项估算和笔算均合理。,估算：426 看作 400，298 看作 300，400+300=700；笔算：426+298=724，结果比 700 多一些，合理。,估算：426 看作 400，298 看作 300，400+300=700；笔算：426+298=724，结果比 700 多一些，合理。,估算：426 看作 400，298 看作 300，400+300=700；笔算：426+298=724，结果比 700 多一些，合理。|估算：426 看作 430，298 看作 300，430+300=730；笔算：426+298=624，结果比 730 少很多，不合理。|估算：426 看作 400，298 看作 200，400+200=600；笔算：426+298=724，结果比 600 多很多，不合理。|估算：426 看作 500，298 看作 300，500+300=800；笔算：426+298=724，结果比 800 少一些，合理。,小乐计算 426 + 298 时，先估算“大约是多少”，再笔算。下面哪种做法是正确的？
bnu-primary-ds-v1-p2-208,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-three-digit-add-sub,加与减,yes,yes,none,,,计算正确，答案756。,756,756,,学校图书馆原来有故事书 268 本，科普书 195 本。这周新买了一批书，其中故事书增加了 137 本，科普书增加了 156 本。现在故事书和科普书一共有多少本？先估一估，再列竖式计算，最后用交换加数位置的方法验算。
bnu-primary-ds-v1-p2-209,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,长方形定义准确，选项唯一正确。,对边相等、4个角都是直角的四边形,对边相等、4个角都是直角的四边形,有4条边和4个角的图形|对边相等、4个角都是直角的四边形|4条边都相等的四边形|有2条边比较长的四边形,下面哪个图形一定是长方形？
bnu-primary-ds-v1-p2-210,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,图形描述清晰，答案正确。,图形A,图形A|A,,"下面四个图形中，每个图形都有4条边和4个角，但只有一个图形是正方形。请你根据正方形的特征选出来。\n图形A：四条边都相等，四个角都是直角。\n图形B：四条边都相等，四个角都不是直角。\n图形C：只有对边相等，四个角都是直角。\n图形D：只有对边相等，四个角都不是直角。"
bnu-primary-ds-v1-p2-211,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,描述符合长方形特征，答案正确。,长方形,长方形,长方形|正方形|平行四边形|三角形,一个平面图形有4条边，其中有2条长边一样长，2条短边一样长，4个角都是方方正正的。这个图形是什么？
bnu-primary-ds-v1-p2-212,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,正方形定义明确，答案正确。,正方形,正方形,,写出一个平面图形的名称：它有4条边，4条边都一样长，4个角都是方方正正的。这个图形是______。
bnu-primary-ds-v1-p2-213,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,三角形特征明显，答案正确。,三角形,三角形,三角形|长方形|正方形|平行四边形,下面哪个图形有3条边和3个角？
bnu-primary-ds-v1-p2-214,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,描述符合平行四边形，答案正确。,平行四边形,平行四边形,,一个平面图形有4条边，其中2条边是斜的，2条边是平的，对边一样长，4个角不是方方正正的。这个图形是______。
bnu-primary-ds-v1-p2-215,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,正方形满足条件，答案正确。,正方形,正方形,正方形|长方形|平行四边形|梯形,一个图形有4条边，4个角都是直角，但4条边都相等。这个图形是？
bnu-primary-ds-v1-p2-216,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,长方形边角数量正确。,"4,4","4,4|4，4|4 4",,数一数，长方形有______条边，______个角。
bnu-primary-ds-v1-p2-217,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,对角线剪开得三角形，答案正确。,三角形,三角形,三角形|长方形|圆形|五边形,把一个正方形沿一条对角线剪开，可以得到两个完全一样的什么图形？
bnu-primary-ds-v1-p2-218,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,正方形特征描述正确。,"相等,直","相等,直|相等，直|相等 直",,一个正方形有4条边，每条边都______，4个角都是______角。
bnu-primary-ds-v1-p2-219,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,三角形不是四边形，答案正确。,三角形,三角形,三角形|长方形|正方形|平行四边形,下面哪个图形不是四边形？
bnu-primary-ds-v1-p2-220,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,填空答案正确。,"4,4,对","4,4,对|4，4，对|4 4 对",,长方形和正方形都有______条边，但正方形的______条边都相等，长方形只有______边相等。
bnu-primary-ds-v1-p2-221,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,正方形符合条件，答案正确。,B. 正方形,B. 正方形,A. 长方形|B. 正方形|C. 三角形|D. 平行四边形,下面四个图形中，哪一个图形有4条边、4个角，而且4条边都相等？
bnu-primary-ds-v1-p2-222,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-plane-shapes,认识图形,yes,yes,none,,,长方形特征填空正确。,"4,4,相等","4,4,相等",,长方形有______条边，______个角，对边______。
bnu-primary-ds-v1-p2-223,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,分针走6大格为30分钟，答案正确。,B. 30分钟,B. 30分钟,A. 6分钟|B. 30分钟|C. 6小时|D. 30小时,钟面上，分针从数字12走到数字6，经过的时间是（ ）。
bnu-primary-ds-v1-p2-224,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,时间单位换算正确。,"60,60","60,60",,1时 = ______分，1分 = ______秒。
bnu-primary-ds-v1-p2-225,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,睡眠时间计算正确。,B. 10小时,B. 10小时,A. 2小时|B. 10小时|C. 14小时|D. 8小时30分,小明晚上8:30睡觉，第二天早上6:30起床。他睡了多长时间？
bnu-primary-ds-v1-p2-226,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,时间单位选择合理。,"分,时","分,时",,"在（ ）里填上合适的时间单位。\n（1）一节课大约40______。\n（2）妈妈每天工作8______。"
bnu-primary-ds-v1-p2-227,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,眼保健操约1分钟，答案正确。,B. 做一次眼保健操,B. 做一次眼保健操,A. 吃一顿午饭|B. 做一次眼保健操|C. 从1楼走到3楼|D. 上一节数学课,下面哪件事情用的时间大约是1分钟？
bnu-primary-ds-v1-p2-228,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,钟面时间读取正确。,"8,30","8,30",,"写出下面钟面上的时间。\n时针指向8和9之间，分针指向6。\n______时______分"
bnu-primary-ds-v1-p2-229,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,时间计算正确。,A. 7:55,A. 7:55,A. 7:55|B. 7:25|C. 8:00|D. 7:45,小丽从家到学校要走15分钟，她每天7:40从家出发，到学校的时间是（ ）。
bnu-primary-ds-v1-p2-230,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,单位换算比较正确。,"<,=","<,=",,"在○里填上“>”“<”或“=”。\n（1）1时 ○ 100分\n（2）60秒 ○ 1分"
bnu-primary-ds-v1-p2-231,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,题目信息完整，答案正确。,25分,25分,20分|25分|30分|35分,小明下午4时开始写作业，4时25分完成。他写作业用了多长时间？
bnu-primary-ds-v1-p2-232,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,题目信息完整，答案正确。,30,30|30分,,分针从12走到6，走了______分。
bnu-primary-ds-v1-p2-233,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,题目信息完整，答案正确。,眨一下眼睛,眨一下眼睛,眨一下眼睛|上一节课|吃一顿午饭|跑100米,下面哪件事大约需要1秒？
bnu-primary-ds-v1-p2-234,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,题目信息完整，答案正确。,"7,45","7,45|7时45分",,钟面上，时针在7和8之间，分针指向9，这时是______时______分。
bnu-primary-ds-v1-p2-235,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,题目信息完整，答案正确。,10小时,10小时,9小时|10小时|11小时|12小时,小红晚上8:30睡觉，第二天早上6:30起床。她一共睡了多长时间？
bnu-primary-ds-v1-p2-236,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-time,时、分、秒,yes,yes,none,,,题目信息完整，答案正确。,1,1|一小格,,秒针走一圈，分针走______小格。
bnu-primary-ds-v1-p2-237,P2,lower,multiple-choice,Core,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,橘子,橘子,苹果|香蕉|橘子|草莓,二（1）班同学调查了大家最喜欢的水果，记录如下：苹果：正正正，香蕉：正正，橘子：正正正正，草莓：正正正。喜欢哪种水果的人数最多？
bnu-primary-ds-v1-p2-238,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,10,10|10下,,下面是二（2）班部分同学的跳绳成绩记录：小红：正正，小明：正正正，小刚：正正，小丽：正。小明比小丽多跳了______下。
bnu-primary-ds-v1-p2-239,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,10人,10人,5人|10人|15人|20人,老师调查了同学们最喜欢的运动，结果如下：跑步：正正正正，跳绳：正正正，踢毽子：正正，打篮球：正正正正正。喜欢跑步的比喜欢踢毽子的多几人？
bnu-primary-ds-v1-p2-240,P2,lower,fill-in,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,50,50|50人,,二（3）班同学统计了本班同学的生日季节，结果如下：春季：正正，夏季：正正正，秋季：正正正正，冬季：正。全班共有______人。
