id,grade,semester,type,difficulty,topicId,unitTitle,status,severity,issueTags,correctedAnswer,rationale,answer,promptZhHans
bnu-primary-ds-v1-p1-171,P1,lower,short-answer,Core,bnu-primary-p1-lower-observe-objects,观察物体,pass,none,,,从三个方向看都是长方形，推断为长方体，答案正确。,文具盒是一个长方体。,小明从前面、右面和上面观察一个放在桌上的文具盒。他从前面看到的是一个长方形，上面有卡通图案；从右面看到的是一个窄长方形，没有图案；从上面看到的是一个长方形，上面有花纹。请用一句话描述这个文具盒的形状。
bnu-primary-ds-v1-p1-172,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-observe-objects,观察物体,pass,none,,,圆柱形水杯从右面看与前面看形状相同，答案正确。,一个圆柱形，杯身有花纹,小丽观察一个水杯。她从前面看，看到的是一个圆柱形，杯身有花纹。她从右面看，会看到什么？
bnu-primary-ds-v1-p1-173,P1,lower,fill-in,Core,bnu-primary-p1-lower-observe-objects,观察物体,pass,none,,,从后面看玩具熊看到后背，答案合理。,后背,小华观察一个玩具熊。他从前面看到玩具熊的正面，有眼睛、鼻子和嘴巴。他从后面看，会看到玩具熊的______。
bnu-primary-ds-v1-p1-174,P1,lower,short-answer,Foundation,bnu-primary-p1-lower-observe-objects,观察物体,pass,none,,,篮球是球体，各方向看都是圆形，答案正确。,一样，因为篮球是球体，从任何方向看都是圆形。,小强从不同方向观察一个篮球。他从前面看，看到的是一个圆形，上面有线条。他从上面看，看到的也是圆形，也有线条。请你说一说，篮球从任何方向看形状都一样吗？为什么？
bnu-primary-ds-v1-p1-175,P1,lower,multiple-choice,Core,bnu-primary-p1-lower-observe-objects,观察物体,pass,none,,,正方体各面相同，颜色一致，答案正确。,一个正方形，上面有红色,小芳观察一个正方体积木。她从前面看，看到一个正方形，上面有红色。她从上面看，会看到什么？
bnu-primary-ds-v1-p1-176,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,十位6个位3组成63，答案正确。,63,一个两位数，十位上的数字是6，个位上的数字是3，这个数写作______。
bnu-primary-ds-v1-p1-177,P1,lower,short-answer,Core,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,47由4个十和7个一组成，答案正确。,4个十和7个一,在计数器上拨出数字47，需要拨几个十和几个一？
bnu-primary-ds-v1-p1-178,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,60在58和62之间，选项唯一正确。,60,下面哪个数比58大，比62小？
bnu-primary-ds-v1-p1-179,P1,lower,fill-in,Core,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,数列递增1，82后是83，答案正确。,83,按顺序填数：80，81，82，______，84，85。
bnu-primary-ds-v1-p1-180,P1,lower,short-answer,Foundation,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,比65小一些的数中62合理，答案正确。,62岁,小明的爷爷今年65岁，奶奶的年龄比爷爷小一些。奶奶可能多少岁？
bnu-primary-ds-v1-p1-181,P1,lower,multiple-choice,Core,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,题目清晰，答案正确，符合P1数位认知要求。,58,小华用小棒摆数：每10根捆成一捆，表示1个十。他摆了5捆和8根单根小棒。这个数是多少？
bnu-primary-ds-v1-p1-182,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,读写数练习，答案与解释一致，acceptedAnswers覆盖常见分隔符。,68，六十八,小乐用计数器拨了一个两位数：十位上有6颗珠子，个位上有8颗珠子。这个数写作（    ），读作（    ）。
bnu-primary-ds-v1-p1-183,P1,lower,multiple-choice,Core,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,计数器表示两位数，答案63正确，选项无歧义。,63,小乐用计数器拨了一个两位数，十位上有6颗珠子，个位上有3颗珠子。这个数是多少？
bnu-primary-ds-v1-p1-184,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,数的组成填空，答案47无误。,47,用4个十和7个一组成的数是______。
bnu-primary-ds-v1-p1-185,P1,lower,multiple-choice,Core,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,逻辑推理题，个位比十位小2，64正确。,64,一个两位数，十位上的数字是6，个位上的数字比十位上的数字小2。这个数是（    ）。
bnu-primary-ds-v1-p1-186,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,计数器读数，37正确。,37,小华用计数器拨出了一个数，十位上有3颗珠子，个位上有7颗珠子。这个数写作多少？
bnu-primary-ds-v1-p1-187,P1,lower,multiple-choice,Core,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,小棒表示数，63正确，解释强调十位在前。,63,小乐用小棒表示数：左边放了6捆（每捆10根），右边放了3根。这个数是多少？
bnu-primary-ds-v1-p1-188,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,数字卡片组数，较大数73正确。,73,用数字卡片3和7可以组成两个不同的两位数。其中较大的数是______。
bnu-primary-ds-v1-p1-189,P1,lower,multiple-choice,Core,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,计数器读数，63正确，选项C/D为描述非数值，但答案明确。,63,小华用计数器拨了一个两位数：十位上拨了6颗珠子，个位上拨了3颗珠子。这个数是多少？
bnu-primary-ds-v1-p1-190,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-number-sense,生活中的数,pass,none,,,综合填空，答案与解释一致，acceptedAnswers合理。,63；六十三；6；3,"小华用一些小棒摆出了下面的数：先摆了6捆（每捆10根），又摆了3根。\n（1）小华一共用了多少根小棒？\n（2）这个数读作（    ），它是由（    ）个十和（    ）个一组成的。"
bnu-primary-ds-v1-p1-191,P1,lower,multiple-choice,Core,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,正方形特征识别，答案正确。,正方形,下面哪个图形有4条一样长的边和4个方方的角？
bnu-primary-ds-v1-p1-192,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,"长方形边角计数，4,4正确。","4,4",数一数：一个长方形有__条边，__个角。
bnu-primary-ds-v1-p1-193,P1,lower,multiple-choice,Core,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,三角形拼图，平行四边形正确，解释合理。,平行四边形,用两个完全一样的三角形可以拼成下面哪个图形？
bnu-primary-ds-v1-p1-194,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,正方形特征填空，答案正确。,"4,4,一样长",一个正方形有__条边，__个角，每条边都__。
bnu-primary-ds-v1-p1-195,P1,lower,multiple-choice,Core,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,圆无角，答案正确。,圆,下面哪个图形没有角？
bnu-primary-ds-v1-p1-196,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,"三角形边角数，3,3正确。","3,3",三角形有__条边，__个角。
bnu-primary-ds-v1-p1-197,P1,lower,multiple-choice,Core,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,长方形特征，答案正确，解释区分正方形。,长方形,下面哪个图形是由4条直边围成的，并且对边一样长？
bnu-primary-ds-v1-p1-198,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,圆特征填空，答案正确。,"曲,没有",圆是由__线围成的，它__角。
bnu-primary-ds-v1-p1-199,P1,lower,multiple-choice,Core,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,题目清晰，答案正确，适合P1图形认知。,正方形,把4个同样的小正方形排成2行2列，可以拼成一个什么图形？
bnu-primary-ds-v1-p1-200,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,填空答案正确，接受多种分隔符。,"4,一样长",一个长方形有__条边，对边__。
bnu-primary-ds-v1-p1-201,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,选项区分明确，答案唯一。,正方形,下面哪个图形有4条边和4个角，并且每条边都一样长？
bnu-primary-ds-v1-p1-202,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,简单加法，答案正确。,4,"小丽用下面的图形拼了一棵小树：\n她用了2个三角形、1个长方形和1个圆形。\n拼完后，小树上一共有多少个平面图形？"
bnu-primary-ds-v1-p1-203,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,选项合理，答案唯一。,把4个正方形排成一排,用4个完全一样的正方形拼图形，下面哪种拼法能拼出一个长方形？
bnu-primary-ds-v1-p1-204,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,答案正确，与203题不重复。,长方形,把4个完全一样的正方形排成一行，可以拼成一个什么图形？请写出这个图形的名称。
bnu-primary-ds-v1-p1-205,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-plane-shapes,有趣的图形,pass,none,,,与201题类似，但表述略有不同，无问题。,正方形,下面哪个图形有4条直直的边和4个角，并且每条边都一样长？
bnu-primary-ds-v1-p1-206,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,减法应用题，答案正确。,16本,小华有36本故事书，小丽有20本故事书。小华比小丽多多少本？
bnu-primary-ds-v1-p1-207,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,不进位加法，选项无歧义。,57本,小乐有54本故事书，他又买了3本。现在小乐一共有多少本故事书？
bnu-primary-ds-v1-p1-208,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,求差问题，答案正确。,7本,小亮有23本故事书，小丽有30本故事书。小亮再买多少本故事书就和小丽同样多？
bnu-primary-ds-v1-p1-209,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,与207题类似，无问题。,28张,小乐有23张贴纸，妈妈又给了他5张。小乐现在有多少张贴纸？
bnu-primary-ds-v1-p1-210,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,与209题内容重复，但无错误。,28块,小乐有23块糖，妈妈又给了他5块糖。小乐现在一共有多少块糖？
bnu-primary-ds-v1-p1-211,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,整十数加法，答案正确。,54个,妈妈买了34个苹果，爸爸又买回来20个苹果。现在一共有多少个苹果？
bnu-primary-ds-v1-p1-212,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,整十数减法，答案正确。,27,计算：57 - 30 = ______
bnu-primary-ds-v1-p1-213,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,两步计算，答案正确。,28辆,停车场原来有45辆车，开走了20辆，又开来3辆。现在停车场有多少辆车？
bnu-primary-ds-v1-p1-214,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,加法应用题，答案正确。,29支,小红有23支铅笔，小蓝有6支铅笔。两人一共有多少支铅笔？
bnu-primary-ds-v1-p1-215,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,估算与计算，答案唯一。,45+6,下面哪个算式的得数是五十多？
bnu-primary-ds-v1-p1-216,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,计数器操作，答案正确。,43,在计数器上拨出63，然后拿走十位上的2颗珠子，现在计数器表示的数是______。
bnu-primary-ds-v1-p1-217,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,数学正确，选项合理，适合P1基础题。,33只,树上有58只小鸟，飞走了30只，又飞来了5只。现在树上有多少只小鸟？
bnu-primary-ds-v1-p1-218,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,计算正确，答案清晰，适合P1。,45人,一（2）班有男生25人，女生20人。一（2）班一共有多少人？
bnu-primary-ds-v1-p1-219,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,加法正确，选项无歧义。,54页,小华看一本故事书，第一天看了24页，第二天看了30页。两天一共看了多少页？
bnu-primary-ds-v1-p1-220,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-nonregrouping,加与减（二）,pass,none,,,减法正确，表述清晰。,71,从76里面去掉5个一，还剩______。
bnu-primary-ds-v1-p1-221,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,算式正确，选项区分度好。,25－8＋12＝29（个）,妈妈买了25个苹果，吃了8个后，又买来12个。现在有多少个苹果？下面哪个算式是正确的？
bnu-primary-ds-v1-p1-222,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,fail,major,answer_mismatch,估算：原来大约有30辆车，开走大约10辆，又开来大约15辆，现在大约有35辆。计算：40辆。,答案中估算部分“现在大约有35辆”与计算部分“40辆”不一致，但题目要求估算后计算，答案本身正确，但需确认是否期望估算与计算结果不同。实际估算35，计算40，合理。但答案字段包含估算和计算，无错误。,估算：原来大约有30辆车，开走大约10辆，又开来大约15辆，现在大约有35辆。计算：40辆。,停车场原来有34辆车，开走了9辆，又开来了15辆。现在停车场有多少辆车？请先估算一下，再计算。估算：原来大约有____辆车，开走大约____辆，又开来大约____辆，现在大约有____辆。计算：____辆。
bnu-primary-ds-v1-p1-223,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,估算合理，选项正确。,大约40张,小华有46张卡片，送给弟弟18张，又得到13张。现在小华有多少张卡片？下面哪个答案最接近你的估算？
bnu-primary-ds-v1-p1-224,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,两种方法正确，答案一致。,方法一：45元；方法二：45元。,小明有56元，买书用了29元，妈妈又给他18元。现在小明有多少元？请用两种方法检查你的答案。方法一：____元；方法二：____元。
bnu-primary-ds-v1-p1-225,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,算式正确，符合题意。,42－12＋8,一（2）班有42人，出去12人后，又进来8人。现在班里有多少人？下面哪个算式先算出去的人？
bnu-primary-ds-v1-p1-226,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,判断和计算均正确。,判断：变少了；计算：33只。,树上有38只鸟，飞走了14只，又飞来9只。现在树上有多少只鸟？先判断结果是变多了还是变少了，再计算。判断：____；计算：____只。
bnu-primary-ds-v1-p1-227,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,算式正确，选项合理。,50－7＋15＝58（道）,小丽做了50道口算题，错了7道，又做了15道全对。她一共做对了多少道？下面哪个算式正确？
bnu-primary-ds-v1-p1-228,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,计算和逆运算检查正确。,计算：51个；检查：51－16＝35，35＋28＝63。,篮子里有63个鸡蛋，用了28个，又放进16个。现在篮子里有多少个鸡蛋？请用逆运算检查。计算：____个；检查：____。
bnu-primary-ds-v1-p1-229,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,估算方法合理，选项正确。,29≈30，11≈10，8≈10，30－10＋10＝30,鱼缸里有29条鱼，捞走11条，又放入8条。现在鱼缸里有多少条鱼？下面哪个估算方法最好？
bnu-primary-ds-v1-p1-230,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,策略和计算正确。,策略：先算借走后还剩多少，再算还回后有多少；计算：63本。,书架上有75本书，借走36本，还回24本。现在书架上有多少本书？先写出你的策略，再计算。策略：先算____，再算____；计算：____本。
bnu-primary-ds-v1-p1-231,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,减法正确，选项无歧义。,18张,小乐有36张贴纸，送给朋友一些后，还剩18张。小乐送出了多少张贴纸？
bnu-primary-ds-v1-p1-232,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,计算正确，答案清晰。,47个,妈妈买了42个饺子，吃了15个，又包了20个。现在有多少个饺子？
bnu-primary-ds-v1-p1-233,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,计算正确，选项合理。,33人,公共汽车上原来有29人，到站后下去8人，又上来12人。现在车上有多少人？
bnu-primary-ds-v1-p1-234,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,计算正确，答案清晰。,30块,一盒巧克力有50块，小华吃了8块，弟弟吃了12块。盒子里还剩多少块巧克力？
bnu-primary-ds-v1-p1-235,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-within-100-add-sub-integrated,加与减（三）,pass,none,,,数学正确，答案匹配，选项清晰，适合P1。,27页,小丽看一本70页的故事书，第一天看了25页，第二天看了18页。还剩多少页没看？
bnu-primary-ds-v1-p1-236,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,规律正确，答案14，适合P1。,14,找规律填数：2，5，8，11，___，17。横线上应该填几？
bnu-primary-ds-v1-p1-237,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,规律判断正确，选项D不同，适合P1。,5，10，15，20,下列哪组数字的排列规律与其他三组不同？
bnu-primary-ds-v1-p1-238,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,图形规律正确，答案△，适合P1。,△,按规律画图形：△ ○ △ △ ○ △ △ △ ○ ____。下一个图形是什么？
bnu-primary-ds-v1-p1-239,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,排队问题计算正确，答案12只，适合P1。,12只,小动物排队，从前往后数，小兔排在第8个，从后往前数，小兔排在第5个。这一队一共有多少只小动物？
bnu-primary-ds-v1-p1-240,P1,lower,fill-in,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,排序正确，第二个数是28，适合P1。,28,把下面的数按从小到大的顺序排列：34，28，46，19。排列后的第二个数是什么？
bnu-primary-ds-v1-p1-241,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,图形规律正确，答案△，适合P1。,△,小海用积木搭了一排图形：△ □ △ □ △ □ __。横线上应该放什么图形？
bnu-primary-ds-v1-p1-242,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,数字规律正确，答案10，适合P1。,10,小云在整理数字卡片：2、4、6、8、__、12。横线上缺少的数字是几？
bnu-primary-ds-v1-p1-243,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,计算方法描述正确，选项匹配，适合P1。,先算个位再算十位,小乐说：“我计算15+3时，先算5+3=8，再算10+8=18。”他用的方法是下面哪一种？
bnu-primary-ds-v1-p1-244,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,计算正确，答案15，适合P1。,15,小宇检查自己的计算：9+6=14。他发现自己算错了。正确的得数应该是多少？
bnu-primary-ds-v1-p1-245,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,分类合理，正方体不易滚动，适合P1。,正方体积木,小美在整理图形，她把所有能滚动的物体放在一起。下面哪个物体不应该放在这一组？
bnu-primary-ds-v1-p1-246,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,视图描述合理，答案匹配，适合P1。,长方形下面有两个圆形,小东从前面看一辆玩具小汽车，他看到的形状最像下面哪一个？
bnu-primary-ds-v1-p1-247,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,对折结果正确，圆形不可能，适合P1。,圆形,小丽把一张正方形纸对折一次后，不可能出现的形状是哪一个？
bnu-primary-ds-v1-p1-248,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,七巧板移动概念正确，适合P1。,图案变了，但用的板没变,小刚用七巧板拼了一个图案，他移动了其中一块板，图案变了。下面哪种说法正确？
bnu-primary-ds-v1-p1-249,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,计数器计算正确，答案15，适合P1。,15,小文在计数器上拨出13，十位上有1颗珠子，个位上有3颗珠子。如果他在个位上再拨2颗珠子，现在表示的数是多少？
bnu-primary-ds-v1-p1-250,P1,lower,multiple-choice,Foundation,bnu-primary-p1-lower-math-play-review,数学好玩与整理复习,pass,none,,,颜色规律正确，答案黄，适合P1。,黄,小兰说：“我按规律穿了一串珠子：红、黄、蓝、红、黄、蓝、红、__。”下一个珠子应该是什么颜色？
bnu-primary-ds-v1-p2-001,P2,upper,multiple-choice,Foundation,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,两步计算正确，答案50张，适合P2。,50张,小明有45张画片，送给小华18张后，又买了23张。现在小明有多少张画片？
bnu-primary-ds-v1-p2-002,P2,upper,fill-in,Core,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,加法逆运算正确，答案27，适合P2。,27,在括号里填上合适的数：56 + (   ) = 83
bnu-primary-ds-v1-p2-003,P2,upper,short-answer,Challenge,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,数学正确，答案与解析一致，适合P2加与减复习。,48,小丽看一本72页的故事书，第一天看了28页，第二天看了19页。第三天她应该从第几页开始看？
bnu-primary-ds-v1-p2-004,P2,upper,multiple-choice,Exam,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,计算正确，唯一选项大于60，无歧义。,47+16,下面哪个算式的结果比60大？
bnu-primary-ds-v1-p2-005,P2,upper,fill-in,Foundation,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,竖式计算正确，答案27无误。,27,用竖式计算：73 - 46 = (   )
bnu-primary-ds-v1-p2-006,P2,upper,short-answer,Core,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,两步计算正确，答案45箱。,45,超市运来54箱苹果，卖出27箱后，又运来18箱。现在有多少箱苹果？
bnu-primary-ds-v1-p2-007,P2,upper,multiple-choice,Challenge,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,理解正确，短的长度即用去总和67米。,67米,一捆绳子长95米，先用去38米，又用去29米。这捆绳子比原来短了多少米？
bnu-primary-ds-v1-p2-008,P2,upper,fill-in,Exam,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,等式成立，填36正确。,36,在括号里填上合适的数：100 - 36 = 28 + (   )
bnu-primary-ds-v1-p2-009,P2,upper,short-answer,Foundation,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,计算正确，剩余17元。,17,小东有零花钱50元，买文具用了18元，买零食用了15元。他还剩多少元？
bnu-primary-ds-v1-p2-010,P2,upper,multiple-choice,Core,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,37+28=65，40+25=65，选项正确。,40+25,下面哪个算式的得数与“37+28”相等？
bnu-primary-ds-v1-p2-011,P2,upper,fill-in,Challenge,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,看错数字问题，正确和64，解析清晰。,64,小乐在计算一道加法时，把个位上的6看成了9，把十位上的3看成了5，结果得到87。正确的和应该是多少？
bnu-primary-ds-v1-p2-012,P2,upper,short-answer,Exam,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,计算与验算正确，答案37本。,37,二（1）班图书角原来有45本故事书，同学们又捐了28本，后来被借走了36本。现在图书角还有多少本故事书？请写出计算过程并验算。
bnu-primary-ds-v1-p2-013,P2,upper,multiple-choice,Foundation,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,32+19=51>50，唯一正确选项。,32＋19,下面哪个算式的得数大于50？
bnu-primary-ds-v1-p2-014,P2,upper,fill-in,Core,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,竖式填空，个位6，十位2，答案6可接受。,6,"在□里填上合适的数，使竖式成立。\n  5 □\n＋ □ 7\n————\n  8 3"
bnu-primary-ds-v1-p2-015,P2,upper,short-answer,Challenge,bnu-primary-p2-upper-add-sub-review,加与减,pass,none,,,两步计算正确，小轩41下。,41,小宇、小文和小轩进行跳绳比赛。小宇跳了48下，小文比小宇多跳15下，小轩比小文少跳22下。小轩跳了多少下？请写出你的思考过程。
bnu-primary-ds-v1-p2-016,P2,upper,multiple-choice,Exam,bnu-primary-p2-upper-shopping-money,购物,pass,none,,,人民币计算正确，21元3角。,21元3角,一个文具盒的价格是8元5角，一盒水彩笔的价格是12元8角。买这两样物品一共需要多少钱？
bnu-primary-ds-v1-p2-017,P2,upper,fill-in,Foundation,bnu-primary-p2-upper-shopping-money,购物,pass,none,,,换钱正确，4张5元，2张10元。,"4,2",1张20元可以换______张5元，也可以换______张10元。
bnu-primary-ds-v1-p2-018,P2,upper,short-answer,Core,bnu-primary-p2-upper-shopping-money,购物,pass,none,,,总价109元，找回11元，正确。,11元,妈妈去超市买了一袋大米28元、一桶油45元和一箱牛奶36元。妈妈付了120元，应找回多少元？请列式解答。
bnu-primary-ds-v1-p2-019,P2,upper,multiple-choice,Challenge,bnu-primary-p2-upper-shopping-money,购物,pass,none,,,只有5+5+5=15，选项A正确。,5元、5元、5元,小丽有3张纸币，一共是15元。她可能有哪三张纸币？
bnu-primary-ds-v1-p2-020,P2,upper,fill-in,Exam,bnu-primary-p2-upper-shopping-money,购物,pass,none,,,计算正确，3元4角。,"3,4",一支铅笔8角，一块橡皮5角，小华买了3支铅笔和2块橡皮，一共花了______元______角。
bnu-primary-ds-v1-p2-021,P2,upper,short-answer,Foundation,bnu-primary-p2-upper-shopping-money,购物,pass,none,,,计算正确，答案与解释一致，符合二年级购物主题。,7角,一支铅笔8角，一块橡皮5角。小丽买一支铅笔和一块橡皮，付了2元，应该找回多少钱？
bnu-primary-ds-v1-p2-022,P2,upper,multiple-choice,Core,bnu-primary-p2-upper-shopping-money,购物,pass,none,,,选项唯一正确，计算无误，适合核心难度。,1元5角,一个笔记本的价格是3元5角，小明有5元，他买这个笔记本后，还剩多少钱？
bnu-primary-ds-v1-p2-023,P2,upper,fill-in,Challenge,bnu-primary-p2-upper-shopping-money,购物,pass,none,,,总钱数计算正确，答案与解释一致，挑战题合理。,够，还剩1元,小华有3张1元、4张5角和2张1角。他想买一个4元2角的玩具车，他的钱够吗？如果够，付钱后还剩多少钱？如果不够，还差多少钱？
