id,grade,semester,type,difficulty,topicId,unitTitle,status,severity,issueTags,correctedAnswer,rationale,answer,promptZhHans
hjb-primary-ds-v1-p2-227,P2,lower,multiple-choice,Core,hjb-primary-p2-lower-two-three-digit-add-sub,两位数与三位数的加减法,pass,none,,,减法计算正确，选项B唯一正确。,268 - 195 = 73（张）,小丁有 268 张卡片，小亚有 195 张卡片，小丁比小亚多多少张卡片？下面哪个算式和结果都正确？
hjb-primary-ds-v1-p2-228,P2,lower,fill-in,Foundation,hjb-primary-p2-lower-two-three-digit-add-sub,两位数与三位数的加减法,pass,none,,,竖式计算与验算均正确。,"336,336,523","用竖式计算 523 - 187，并验算。\n竖式：\n  5 2 3\n- 1 8 7\n______\n验算：用差加上减数，看是否等于被减数。\n差是 ______，187 + ______ = ______，与被减数 523 相同，所以计算正确。"
hjb-primary-ds-v1-p2-229,P2,lower,multiple-choice,Core,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,分类合理，选项描述清晰。,按题目类型分：除法①⑤，时间单位换算②⑥，两三位数加减法③④,"老师让同学们把下面的题目分类整理。下面哪种分法最合理？\n① 24÷4=6  ② 3时=180分  ③ 456+278=734  ④ 800-365=435  ⑤ 18÷3=6  ⑥ 1分=60秒"
hjb-primary-ds-v1-p2-230,P2,lower,fill-in,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,平方数规律正确，填25。,25,"按规律填数：1, 4, 9, 16, ______, 36。"
hjb-primary-ds-v1-p2-231,P2,lower,multiple-choice,Core,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,用乘法检验除法正确。,用乘法检验：4×6=24,"小乐在复习时看到下面这道题：\n“把24块饼干平均分给6个小朋友，每人分到几块？”\n他列出了算式24÷6=4（块）。\n老师让他用另一种方法检验答案是否正确。下面哪种检验方法最合适？"
hjb-primary-ds-v1-p2-232,P2,lower,fill-in,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,规律应用正确，得56。,56,在数学广场活动中，小丁发现了一组数：2，4，8，14，22，32。他发现从第三个数开始，每个数都是前两个数的和再加2。按照这个规律，32后面的一个数是多少？
hjb-primary-ds-v1-p2-233,P2,lower,multiple-choice,Core,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,时间计算正确，选项A唯一正确。,40+10=50，1小时=60分钟，60-50=10，答案是10分钟,"小胖在整理错题时，看到自己的一道错题：\n“一节课40分钟，课间休息10分钟，再加上多少分钟是1小时？”\n他原来写的答案是30分钟，被老师打了叉。\n他应该怎样改正？"
hjb-primary-ds-v1-p2-234,P2,lower,fill-in,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,分类标准明确，答案合理。,第一类是加减法，第二类是乘除法。,"小亚在复习时，把下面这些算式分成了两类。\n第一类：35+27， 62-19， 48+36\n第二类：8×7， 45÷5， 63÷9\n她分类的标准是什么？请用一句话写出来。"
hjb-primary-ds-v1-p2-235,P2,lower,multiple-choice,Core,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,乘加两步计算识别正确。,一盒铅笔有6支，3盒铅笔和2支单独的铅笔，一共有多少支？,"小玲在解决一个问题：“妈妈买了3盒牛奶，每盒4元，又买了一袋面包8元。妈妈一共花了多少钱？”\n她列出了两个算式：\n① 3×4=12（元）\n② 12+8=20（元）\n她选择用乘加两步计算来解决。下面哪个问题也需要用乘加两步计算？"
hjb-primary-ds-v1-p2-236,P2,lower,fill-in,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,等分除模型名称正确。,等分除,小华在复习时看到一道题：把24个苹果平均分给6个小朋友，每个小朋友分到几个？他列式24÷6=4（个）。请你写出他用的数学模型名称。
hjb-primary-ds-v1-p2-237,P2,lower,multiple-choice,Core,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,题目清晰，选项区分明确，答案正确，符合二年级包含除概念。,B. 一根绳子长18米，每3米剪一段，可以剪成几段？,下面哪一道题需要用“包含除”模型来解决？
hjb-primary-ds-v1-p2-238,P2,lower,fill-in,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,填空答案准确，接受答案覆盖合理，符合口算拆分方法。,整十数，一位数,小红计算35+28时，先算30+20=50，再算5+8=13，最后50+13=63。她用的方法是把两位数拆成____和____分别相加。
hjb-primary-ds-v1-p2-239,P2,lower,multiple-choice,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,选项B时间计算正确，其他选项错误明显，题目无歧义。,B. 电影从2:30开始，3:50结束，放映了1小时20分,下列哪个时间表示是正确的？
hjb-primary-ds-v1-p2-240,P2,lower,fill-in,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,余数最大为4，被除数34，答案正确，符合有余数除法规则。,4，34,在算式□÷5=6……△中，△最大是____，这时□是____。
hjb-primary-ds-v1-p2-241,P2,lower,multiple-choice,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,验算方法正确，选项唯一，符合除法验算逻辑。,用9×4看是否等于36,小华有36块饼干，平均分给4个小朋友，每人分到几块？他列式36÷4=9（块）。下面哪种检查方法最合适？
hjb-primary-ds-v1-p2-242,P2,lower,multiple-choice,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,错误原因分析准确，选项指向明确，符合常见错误类型。,把1时当成100分,小明做了一道题：1时20分=120分。他的错误是什么？
hjb-primary-ds-v1-p2-243,P2,lower,multiple-choice,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,加法进位过程描述正确，结果721无误，选项区分清晰。,个位3+8=11，向十位进1；十位5+6+1=12，向百位进1；百位2+4+1=7，结果是721,计算253+468时，下面哪种做法是正确的？
hjb-primary-ds-v1-p2-244,P2,lower,multiple-choice,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,平均分模型识别正确，选项A符合，其他选项为减法或包含除。,把24支铅笔平均放在3个笔筒里，每个笔筒放几支？,下面哪道题应该用“平均分”的方法解决？
hjb-primary-ds-v1-p2-245,P2,lower,multiple-choice,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,方法描述准确，选项唯一，符合退位减法口算策略。,把19分成10和9，分两次减,小丽计算56-19时，先算56-10=46，再算46-9=37。她用的方法是？
hjb-primary-ds-v1-p2-246,P2,lower,multiple-choice,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,错误原因明确，选项指向除数看错，符合题意。,把除数6看成了4,小玲在整理错题时发现一道题：把24块饼干平均分给6个小朋友，每人分几块？她写成了24÷4=6。她的错误是什么？
hjb-primary-ds-v1-p2-247,P2,lower,multiple-choice,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,检查方法合理，逆运算验证时间计算，选项唯一。,用结束时间减去开始时间看是否等于30分钟,小明做了一道题：从8:15开始看书，看了30分钟，结束时间是几时几分？他写8:15+30=8:45。下面哪种检查方法最合适？
hjb-primary-ds-v1-p2-248,P2,lower,multiple-choice,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,分类标准清晰，①③为计算，②④为单位换算，答案正确。,①和③一类，②和④一类,老师让同学们把下面的题目分类：①36÷4=9  ②2时=120分  ③45+37=82  ④10个百是1000。下面哪种分类是按“计算与单位换算”来分的？
hjb-primary-ds-v1-p2-249,P2,lower,multiple-choice,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,错误原因分析准确，关键词误导，符合低年级常见问题。,看到“一共”就用加法,小芳在复习时看到一道题：一盒巧克力有3层，每层8块，一共有多少块？她选了3+8=11。她选错模型的原因是什么？
hjb-primary-ds-v1-p2-250,P2,lower,multiple-choice,Foundation,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,pass,none,,,数位对齐要求明确，三位数减法最需注意，选项正确。,345 - 128,下面哪道题在计算时最需要注意数位对齐？
hjb-primary-ds-v1-p3-001,P3,upper,multiple-choice,Core,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,看错加数导致和增加9，计算正确，选项无歧义。,9,在计算 345 + 278 时，小马虎把 345 看成了 354，他算出的和比正确的和大多少？
hjb-primary-ds-v1-p3-002,P3,upper,fill-in,Foundation,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,简单乘除法关系，答案7正确。,7,在算式 6×□＝42 中，□里的数是____。
hjb-primary-ds-v1-p3-003,P3,upper,short-answer,Challenge,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,错中求解，多加了23，正确和777，过程合理。,777,小胖在计算一道加法题时，把一个加数个位上的6看成了9，十位上的3看成了5，结果得到的和是800。正确的和应该是多少？请写出你的思考过程。
hjb-primary-ds-v1-p3-004,P3,upper,multiple-choice,Exam,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,减法性质应用正确，456-199=456-200+1，选项唯一。,456－200＋1,下面哪个算式的结果与 456－199 的结果相等？
hjb-primary-ds-v1-p3-005,P3,upper,fill-in,Core,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,题目正确，最大四位数7520，最小四位数2057，符合位值规则。,"7520,2057",用2、5、7、0组成一个最大的四位数是____，最小的四位数是____。
hjb-primary-ds-v1-p3-006,P3,upper,short-answer,Foundation,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,题目要求说出数字意义并计算验算，答案完整正确。,234 中，2 表示 2 个百，3 表示 3 个十，4 表示 4 个一；567 中，5 表示 5 个百，6 表示 6 个十，7 表示 7 个一。计算：234 + 567 = 801。验算：801 - 567 = 234，或 801 - 234 = 567，结果正确。,计算 234 + 567 之前，先说出每个加数中每个数字表示的意义，再计算并验算。
hjb-primary-ds-v1-p3-007,P3,upper,multiple-choice,Challenge,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,错误分析合理，十位忘记进位导致513，选项唯一正确。,十位相加时忘记进位,小马虎计算 345 + 278 时，得到 513。他可能错在哪里？下面哪种说法最合理？
hjb-primary-ds-v1-p3-008,P3,upper,fill-in,Exam,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,简单乘除关系，答案9正确。,9,在算式 8 × □ = 72 中，□ 里应该填（ ）。
hjb-primary-ds-v1-p3-009,P3,upper,short-answer,Core,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,估算与精确计算步骤清晰，结果正确。,估算：598 接近 600，304 接近 300，600 + 300 = 900。精确计算：598 + 304 = 902。估算结果 900 与精确结果 902 很接近，相差 2。,先估算 598 + 304 的结果大约是多少，再精确计算，并比较估算与精确结果。
hjb-primary-ds-v1-p3-010,P3,upper,multiple-choice,Foundation,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,利用凑整巧算，选项A正确，其他错误。,456 + 200 - 2,下面哪个算式的结果与 456 + 198 相等？
hjb-primary-ds-v1-p3-011,P3,upper,fill-in,Challenge,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,分析看错数的位值变化，正确和724，答案合理。,百位不变，十位多了5个十，个位少了4个一；正确的和是724,小马虎计算 528 + 196 时，把 528 看成了 582，算出的结果是 778。他检查时想用减法验算，但不知道正确的和应该是多少。请你帮他分析：他看错的数在百位、十位、个位上分别发生了什么变化？正确的和是多少？
hjb-primary-ds-v1-p3-012,P3,upper,short-answer,Exam,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,解释乘除互逆关系，答案开放但合理，符合要求。,因为乘法和除法互为逆运算，已知积和一个乘数，可以用积除以已知乘数得到另一个乘数。例子合理即可。,小胖在计算 7 × □ = 56 时，想：因为 56 ÷ 7 = 8，所以 □ 里填 8。后来他又遇到 9 × □ = 63，他直接用 63 ÷ 9 = 7 得到答案。请你用乘除法关系解释：为什么可以用除法来求乘法算式中的未知数？再举一个你生活中的例子说明。
hjb-primary-ds-v1-p3-013,P3,upper,multiple-choice,Core,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,验算方法正确，选项A唯一正确。,A. 用 713 - 435，看是否等于 278,下面哪种验算方法可以检验 435 + 278 = 713 是否正确？
hjb-primary-ds-v1-p3-014,P3,upper,fill-in,Foundation,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,递等式计算正确，先乘后加得398。,398,用递等式计算：128 + 45 × 6
hjb-primary-ds-v1-p3-015,P3,upper,short-answer,Challenge,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,估算、计算、检验步骤完整，答案465正确。,估算：5包约125本，共约465本；计算：340 + 25 × 5 = 340 + 125 = 465（本）；检验：465 - 340 = 125，125 ÷ 5 = 25，正确。,学校图书馆原来有 340 本书，又买来 5 包新书，每包 25 本。现在图书馆一共有多少本书？请先估算结果大约是多少，再列式计算，最后用逆运算检验你的答案。
hjb-primary-ds-v1-p3-016,P3,upper,multiple-choice,Exam,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,最直接验算为逆运算，选项B正确，但需注意和应为734，题目中选项B写为734-278，与计算一致。,B. 用 734 - 278 看是否等于 456,计算 456 + 278 时，下面哪种验算方法可以最直接地判断结果是否正确？
hjb-primary-ds-v1-p3-017,P3,upper,fill-in,Core,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,填空考查乘除关系，答案“逆运算”等均可接受。,逆运算,在算式 8 × 7 = 56 中，如果忘记了 8 × 7 的结果，可以用 56 ÷ 7 来回忆。这种利用乘法和除法之间关系的方法叫做______。
hjb-primary-ds-v1-p3-018,P3,upper,short-answer,Foundation,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,多减了2要加回，正确答案325。,325,小马虎计算 523 - 198 时，错误地算成了 523 - 200 = 323，他多减了 2。正确的计算结果应该是多少？请写出你的思考过程。
hjb-primary-ds-v1-p3-019,P3,upper,multiple-choice,Challenge,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,位值理解正确，609中的6在百位，选项B正确。,B. 609 - 234,下面哪个算式中的“6”表示 6 个百？
hjb-primary-ds-v1-p3-020,P3,upper,fill-in,Exam,hjb-primary-p3-upper-review-place-value-operations,三年级上册复习与数的运算,pass,none,,,估算分析正确，精确结果503比500大。,大,估算 198 + 305 时，把 198 看作 200，把 305 看作 300，估算结果是 500。精确计算结果比 500 ______（填“大”或“小”），因为______。
hjb-primary-ds-v1-p3-021,P3,upper,short-answer,Core,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,乘加应用，8×6+3=51，答案正确。,51本,学校图书馆新买来一批书，每班分到8本，分给6个班后还剩3本。图书馆一共买来多少本书？
hjb-primary-ds-v1-p3-022,P3,upper,multiple-choice,Foundation,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,倍数问题，12×3=36，选项C正确，其他为常见错误。,36张,小雅有12张贴纸，小明的贴纸张数是小雅的3倍。小明有多少张贴纸？
hjb-primary-ds-v1-p3-023,P3,upper,fill-in,Challenge,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，答案与解释一致，符合P3乘除余数要求。,"9,2",把47颗糖果平均分给5个小朋友，每人最多分到______颗，还剩______颗。
hjb-primary-ds-v1-p3-024,P3,upper,short-answer,Exam,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，答案38人，计算无误。,38人,同学们去划船，每条船坐4人，他们租了9条船，结果还有2人没有上船。一共有多少人去划船？
hjb-primary-ds-v1-p3-025,P3,upper,multiple-choice,Core,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，24÷5=4余4，最多分给4个小朋友，选项无误。,4个,一盒巧克力有24块，每个小朋友分5块，最多可以分给几个小朋友？
hjb-primary-ds-v1-p3-026,P3,upper,fill-in,Foundation,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，35÷4=8余3，答案与解释一致。,"8,3",把35支铅笔平均分给4个小朋友，每个小朋友分到______支，还剩______支。
hjb-primary-ds-v1-p3-027,P3,upper,short-answer,Challenge,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，分掉28颗剩2颗，总30颗，符合逻辑。,30颗,一盒巧克力有6颗。妈妈买了若干盒，分给小朋友们后还剩2颗。已知分掉的巧克力颗数是28颗，妈妈一共买了多少颗巧克力？请写出算式和答案。
hjb-primary-ds-v1-p3-028,P3,upper,multiple-choice,Exam,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，必须知道总根数才能求班数，选项B正确。,B. 跳绳的总根数是32根,学校买来一些跳绳，每班分4根，可以分给几个班？下面哪个信息是解决问题必需的？
hjb-primary-ds-v1-p3-029,P3,upper,fill-in,Core,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，求4个6用乘法，算式6×4=24或4×6=24，答案覆盖全面。,"4,6,乘,6×4=24",看图填空：每行有6个点子，有这样的4行。要求一共有多少个点子，就是求______个______是多少，用______法计算，算式是______。
hjb-primary-ds-v1-p3-030,P3,upper,short-answer,Foundation,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，12的3倍是36，答案无误。,36张,小明有12张动物贴纸，小红的贴纸张数是小明的3倍。小红有多少张贴纸？请写出算式和答案。
hjb-primary-ds-v1-p3-031,P3,upper,multiple-choice,Challenge,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，45÷6=7余3，选项A正确。,她贴了 7 行，剩下 3 张,小雅有 45 张贴纸，每 6 张贴成一行。她贴了完整的行后，剩下的贴纸不够贴满一行。下面哪句话是正确的？
hjb-primary-ds-v1-p3-032,P3,upper,fill-in,Exam,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，8和5的最小公倍数40，答案无误。,40,一盒巧克力有 8 颗。老师买了若干盒，全部分给小朋友，每人分得 5 颗，正好分完。老师最少买了多少颗巧克力？
hjb-primary-ds-v1-p3-033,P3,upper,short-answer,Core,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，86÷9=9余5，最后一个书架放5本。,5,学校买来 86 本新书，每个书架放 9 本。全部放完后，最后一个书架没有放满。最后一个书架放了多少本？
hjb-primary-ds-v1-p3-034,P3,upper,multiple-choice,Foundation,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，24×3=72，选项C正确。,72 块,小杰有 24 块积木，小雅的积木数量是小杰的 3 倍。小雅有多少块积木？
hjb-primary-ds-v1-p3-035,P3,upper,fill-in,Challenge,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，3和4的最小公倍数12，答案无误。,12,用一堆小棒摆三角形，每个三角形用 3 根小棒。摆完后小棒没有剩余。如果改用这些小棒摆正方形，每个正方形用 4 根，摆完后也没有剩余。这堆小棒最少有多少根？
hjb-primary-ds-v1-p3-036,P3,upper,short-answer,Exam,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，97÷4=24余1，答案与解释一致。,97 ÷ 4 = 24（本）……1（本） 答：每个班分到24本，还剩1本。,学校图书馆新到一批图书，共97本。管理员想把这些书平均分给三年级的4个班，每个班能分到多少本？还剩多少本？请写出除法算式并回答。
hjb-primary-ds-v1-p3-037,P3,upper,multiple-choice,Core,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，求倍数用乘法，36×3正确。,36 × 3,小雅有36张贴纸，小轩的贴纸数量是小雅的3倍。小轩有多少张贴纸？正确的算式是哪一个？
hjb-primary-ds-v1-p3-038,P3,upper,fill-in,Foundation,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，45÷6=7余3，答案无误。,"7,3",把45颗糖果平均分给6个小朋友，每人分到____颗，还剩____颗。
hjb-primary-ds-v1-p3-039,P3,upper,short-answer,Challenge,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，58÷3=19余1，19÷5=3余4，解答完整。,58 ÷ 3 = 19（根）……1（米） 最多做19根。19 ÷ 5 = 3（根）……4（根） 答：每个班级分到3根，还剩4根。,用一根长58米的绳子做跳绳，每根跳绳需要3米。最多能做多少根跳绳？如果把这些跳绳平均分给5个班级，每个班级能分到几根？还剩几根？请写出完整的解答过程。
hjb-primary-ds-v1-p3-040,P3,upper,multiple-choice,Exam,hjb-primary-p3-upper-multiplication-division-extension,乘与除,pass,none,,,题目正确，24是4和6的公倍数，选项B正确。,24支,老师把一些铅笔分给小朋友，每人分4支，正好分完；如果每人分6支，也正好分完。铅笔的数量可能是多少支？
hjb-primary-ds-v1-p3-041,P3,upper,fill-in,Core,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致，无歧义。,2:55,小杰下午2:15开始做数学作业，他用了40分钟完成。完成作业的时刻是下午（ ）。
hjb-primary-ds-v1-p3-042,P3,upper,short-answer,Foundation,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致，符合要求。,3小时30分钟,小丽上午8:10到校，上午11:40放学。她上午在校多长时间？请写出计算过程。
hjb-primary-ds-v1-p3-043,P3,upper,multiple-choice,Challenge,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，选项唯一，解释清晰。,40分钟,小宇晚上7:45开始阅读，8:25结束。他阅读了多长时间？
hjb-primary-ds-v1-p3-044,P3,upper,fill-in,Exam,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致。,4:30,一场电影从下午2:40开始，放映了1小时50分钟，结束时间是下午（ ）。
hjb-primary-ds-v1-p3-045,P3,upper,short-answer,Core,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致。,9:40,小华上午9:15从家出发去公园，路上用了25分钟。他到达公园的时刻是上午（ ）。
hjb-primary-ds-v1-p3-046,P3,upper,multiple-choice,Foundation,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，选项唯一，解释清晰。,3:55,小杰下午2:15开始做手工，做了1小时40分钟后结束。他结束的时间是下午（ ）。
hjb-primary-ds-v1-p3-047,P3,upper,fill-in,Challenge,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致。,11时40分,小丽上午9:10从家出发去图书馆，路上用了35分钟，她在图书馆看书1小时20分钟，然后原路返回，路上时间相同。小丽回到家时是上午（ ）时（ ）分。
hjb-primary-ds-v1-p3-048,P3,upper,short-answer,Exam,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致，过程清晰。,8时50分,小宇晚上7:45开始写作业，他先用了25分钟完成数学，休息10分钟，又用了30分钟完成语文。小宇完成全部作业时是晚上几时几分？请写出你的计算过程。
hjb-primary-ds-v1-p3-049,P3,upper,multiple-choice,Core,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，选项唯一，解释清晰。,3小时20分钟,小东上午8:30到学校，中午11:50放学。他在学校的时间是（ ）。
hjb-primary-ds-v1-p3-050,P3,upper,fill-in,Foundation,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致。,4时30分,小芳下午3:40开始练琴，练了50分钟后结束。她结束的时间是下午（ ）时（ ）分。
hjb-primary-ds-v1-p3-051,P3,upper,short-answer,Challenge,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致，过程合理。,7:57,小杰从家走到学校需要15分钟。今天他7:25从家出发，走到一半发现忘带作业本，立即原路返回家拿作业本，然后再次出发去学校。如果返回和再次出发的速度与原来相同，且拿作业本用了2分钟，小杰今天到校的时间是几时几分？
hjb-primary-ds-v1-p3-052,P3,upper,multiple-choice,Core,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，选项唯一，解释清晰。,10:53,小丽参加学校朗诵比赛，她的上场时间是上午10:45，朗诵时长8分钟。如果前一位选手10:38结束，中间有2分钟评委打分时间，小丽朗诵结束的时间是几时几分？
hjb-primary-ds-v1-p3-053,P3,upper,fill-in,Foundation,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致。,22,一集动画片从9:15开始播放，到9:37结束。这集动画片播放了______分钟。
hjb-primary-ds-v1-p3-054,P3,upper,short-answer,Challenge,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致。,4:30,小东每天下午3:50放学，他先参加30分钟的足球训练，再花15分钟走回家。今天训练提前5分钟结束，他到家时是下午几时几分？
hjb-primary-ds-v1-p3-055,P3,upper,multiple-choice,Core,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，选项唯一，解释清晰。,妈妈买菜用了35分钟,妈妈上午8:40出门买菜，9:15回到家。下面哪个说法是正确的？
hjb-primary-ds-v1-p3-056,P3,upper,fill-in,Foundation,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致。,8:05,小华从家走到学校需要25分钟。他早上7:40从家出发，到学校的时间是（    ）。
hjb-primary-ds-v1-p3-057,P3,upper,short-answer,Challenge,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，答案与解释一致，过程清晰。,1小时35分钟,学校组织看电影，电影从下午2:15开始，到下午3:50结束。这场电影一共放映了多长时间？请写出计算过程。
hjb-primary-ds-v1-p3-058,P3,upper,multiple-choice,Core,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,计算正确，选项唯一，解释清晰。,10小时20分钟,小丽晚上8:30睡觉，第二天早上6:50起床。她一共睡了多长时间？
hjb-primary-ds-v1-p3-059,P3,upper,fill-in,Foundation,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,时间计算正确，8:20加40分钟得9:00，答案和解释一致。,9:00,一节课40分钟，第一节课从8:20开始，下课时间是（    ）。
hjb-primary-ds-v1-p3-060,P3,upper,short-answer,Challenge,hjb-primary-p3-upper-time-measurement,时间与日程推理,pass,none,,,90分钟=1小时30分，9:10加1小时30分得10:40，计算正确，解释清晰。,10:40,小军参加数学竞赛，竞赛时间是90分钟。如果竞赛在上午9:10开始，那么结束时间是几时几分？请写出你的思考过程。
hjb-primary-ds-v1-p3-061,P3,upper,multiple-choice,Core,hjb-primary-p3-upper-one-digit-multiplication,用一位数乘,pass,none,,,247×3=741，选项A描述正确，其他选项结果错误，无歧义。,个位 7×3=21，向十位进 2，十位 4×3=12，加进位 2 得 14，向百位进 1，百位 2×3=6，加进位 1 得 7，结果是 741,计算 247 × 3 时，下面哪种说法是正确的？
hjb-primary-ds-v1-p3-062,P3,upper,fill-in,Foundation,hjb-primary-p3-upper-one-digit-multiplication,用一位数乘,pass,none,,,305×4竖式填空，十位0×4=0，加进位2得2，答案正确。,0，2，2,在竖式计算 305 × 4 时，十位上的 0 乘 4 得（ ），然后加上个位进上来的（ ），十位应写（ ）。
