grade,semester,topicId,unitTitle,type,difficulty,count,evidenceCardIds,assessmentPatternCardIds,paperPatternCardIds,examPatternCardIds
S2,lower,hjb-junior-s2-lower-quadrilaterals,四边形,multiple-choice,Foundation,15,hjb-junior-s2-lower-quadrilaterals,,hjb-junior-s2-lower-paper-quadrilaterals-unit|hjb-junior-s2-lower-paper-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,lower,hjb-junior-s2-lower-quadrilaterals,四边形,multiple-choice,Core,3,hjb-junior-s2-lower-quadrilaterals,,hjb-junior-s2-lower-paper-quadrilaterals-unit|hjb-junior-s2-lower-paper-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,lower,hjb-junior-s2-lower-quadrilaterals,四边形,fill-in,Exam,3,hjb-junior-s2-lower-quadrilaterals,,hjb-junior-s2-lower-paper-quadrilaterals-unit|hjb-junior-s2-lower-paper-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,lower,hjb-junior-s2-lower-quadrilaterals,四边形,short-answer,Core,3,hjb-junior-s2-lower-quadrilaterals,,hjb-junior-s2-lower-paper-quadrilaterals-unit|hjb-junior-s2-lower-paper-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,lower,hjb-junior-s2-lower-quadrilaterals,四边形,multiple-choice,Exam,3,hjb-junior-s2-lower-quadrilaterals,,hjb-junior-s2-lower-paper-quadrilaterals-unit|hjb-junior-s2-lower-paper-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,hjb-junior-s2-upper-quadratic-equations,一元二次方程,short-answer,Exam,21,hjb-junior-s2-upper-quadratic-equations,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-equations-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S2,upper,hjb-junior-s2-upper-quadratic-equations,一元二次方程,multiple-choice,Foundation,21,hjb-junior-s2-upper-quadratic-equations,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-equations-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S2,upper,hjb-junior-s2-upper-quadratic-equations,一元二次方程,fill-in,Core,21,hjb-junior-s2-upper-quadratic-equations,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-equations-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,short-answer,Foundation,4,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,multiple-choice,Challenge,4,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,fill-in,Core,12,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,short-answer,Exam,11,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,multiple-choice,Foundation,11,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,fill-in,Challenge,3,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,short-answer,Core,3,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,multiple-choice,Exam,3,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,fill-in,Foundation,3,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,short-answer,Challenge,3,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,multiple-choice,Core,3,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-quadratic-radicals,二次根式,fill-in,Exam,3,hjb-junior-s2-upper-quadratic-radicals,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-quadratic-radicals-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,multiple-choice,Core,6,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,fill-in,Exam,6,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,short-answer,Foundation,5,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,multiple-choice,Challenge,5,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,fill-in,Core,5,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,short-answer,Exam,5,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,multiple-choice,Foundation,5,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,fill-in,Challenge,5,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,short-answer,Core,5,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,multiple-choice,Exam,5,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,fill-in,Foundation,5,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-real-numbers,实数,short-answer,Challenge,5,hjb-junior-s2-upper-real-numbers,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-real-numbers-unit|hjb-junior-s2-upper-paper-midterm-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,hjb-junior-s2-upper-right-triangles,直角三角形,short-answer,Exam,21,hjb-junior-s2-upper-right-triangles,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-right-triangles-unit|hjb-junior-s2-upper-paper-final-integrated,pep-junior-exam-triangles-congruence-proof|pep-junior-exam-quadrilaterals-pythagorean
S2,upper,hjb-junior-s2-upper-right-triangles,直角三角形,multiple-choice,Foundation,21,hjb-junior-s2-upper-right-triangles,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-right-triangles-unit|hjb-junior-s2-upper-paper-final-integrated,pep-junior-exam-triangles-congruence-proof|pep-junior-exam-quadrilaterals-pythagorean
S2,upper,hjb-junior-s2-upper-right-triangles,直角三角形,fill-in,Core,20,hjb-junior-s2-upper-right-triangles,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s2-upper-paper-right-triangles-unit|hjb-junior-s2-upper-paper-final-integrated,pep-junior-exam-triangles-congruence-proof|pep-junior-exam-quadrilaterals-pythagorean
S3,lower,hjb-junior-s3-lower-circle-regular-polygons,圆与正多边形,fill-in,Core,33,hjb-junior-s3-lower-circle-regular-polygons,,hjb-junior-s3-lower-paper-circle-regular-polygons-unit|hjb-junior-s3-lower-paper-midterm-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,hjb-junior-s3-lower-circle-regular-polygons,圆与正多边形,short-answer,Exam,21,hjb-junior-s3-lower-circle-regular-polygons,,hjb-junior-s3-lower-paper-circle-regular-polygons-unit|hjb-junior-s3-lower-paper-midterm-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,hjb-junior-s3-lower-circle-regular-polygons,圆与正多边形,multiple-choice,Core,21,hjb-junior-s3-lower-circle-regular-polygons,,hjb-junior-s3-lower-paper-circle-regular-polygons-unit|hjb-junior-s3-lower-paper-midterm-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,hjb-junior-s3-lower-circle-regular-polygons,圆与正多边形,fill-in,Exam,21,hjb-junior-s3-lower-circle-regular-polygons,,hjb-junior-s3-lower-paper-circle-regular-polygons-unit|hjb-junior-s3-lower-paper-midterm-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,hjb-junior-s3-lower-circle-regular-polygons,圆与正多边形,short-answer,Core,21,hjb-junior-s3-lower-circle-regular-polygons,,hjb-junior-s3-lower-paper-circle-regular-polygons-unit|hjb-junior-s3-lower-paper-midterm-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,hjb-junior-s3-lower-circle-regular-polygons,圆与正多边形,multiple-choice,Exam,33,hjb-junior-s3-lower-circle-regular-polygons,,hjb-junior-s3-lower-paper-circle-regular-polygons-unit|hjb-junior-s3-lower-paper-midterm-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,hjb-junior-s3-lower-statistics-introduction,统计初步,fill-in,Core,38,hjb-junior-s3-lower-statistics-introduction,,hjb-junior-s3-lower-paper-statistics-introduction-unit|hjb-junior-s3-lower-paper-final-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,lower,hjb-junior-s3-lower-statistics-introduction,统计初步,multiple-choice,Exam,40,hjb-junior-s3-lower-statistics-introduction,,hjb-junior-s3-lower-paper-statistics-introduction-unit|hjb-junior-s3-lower-paper-final-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,lower,hjb-junior-s3-lower-statistics-introduction,统计初步,multiple-choice,Core,22,hjb-junior-s3-lower-statistics-introduction,,hjb-junior-s3-lower-paper-statistics-introduction-unit|hjb-junior-s3-lower-paper-final-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,multiple-choice,Core,7,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,fill-in,Exam,7,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,short-answer,Challenge,7,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,multiple-choice,Foundation,7,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,fill-in,Core,9,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,short-answer,Exam,8,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,multiple-choice,Challenge,8,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,fill-in,Foundation,6,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,short-answer,Core,6,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,multiple-choice,Exam,6,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,fill-in,Challenge,6,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-acute-trigonometry,锐角的三角比,short-answer,Foundation,6,hjb-junior-s3-upper-acute-trigonometry,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-acute-trigonometry-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,hjb-junior-s3-upper-quadratic-functions,二次函数,short-answer,Exam,23,hjb-junior-s3-upper-quadratic-functions,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-quadratic-functions-unit|hjb-junior-s3-upper-paper-final-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-linear-functions-graphs
S3,upper,hjb-junior-s3-upper-quadratic-functions,二次函数,multiple-choice,Challenge,18,hjb-junior-s3-upper-quadratic-functions,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-quadratic-functions-unit|hjb-junior-s3-upper-paper-final-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-linear-functions-graphs
S3,upper,hjb-junior-s3-upper-quadratic-functions,二次函数,fill-in,Core,22,hjb-junior-s3-upper-quadratic-functions,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-quadratic-functions-unit|hjb-junior-s3-upper-paper-final-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-linear-functions-graphs
S3,upper,hjb-junior-s3-upper-quadratic-functions,二次函数,multiple-choice,Core,5,hjb-junior-s3-upper-quadratic-functions,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-quadratic-functions-unit|hjb-junior-s3-upper-paper-final-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-linear-functions-graphs
S3,upper,hjb-junior-s3-upper-quadratic-functions,二次函数,fill-in,Exam,5,hjb-junior-s3-upper-quadratic-functions,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-quadratic-functions-unit|hjb-junior-s3-upper-paper-final-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-linear-functions-graphs
S3,upper,hjb-junior-s3-upper-quadratic-functions,二次函数,short-answer,Core,5,hjb-junior-s3-upper-quadratic-functions,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-quadratic-functions-unit|hjb-junior-s3-upper-paper-final-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-linear-functions-graphs
S3,upper,hjb-junior-s3-upper-quadratic-functions,二次函数,multiple-choice,Exam,5,hjb-junior-s3-upper-quadratic-functions,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-quadratic-functions-unit|hjb-junior-s3-upper-paper-final-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-linear-functions-graphs
S3,upper,hjb-junior-s3-upper-similar-triangles,相似三角形,multiple-choice,Core,7,hjb-junior-s3-upper-similar-triangles,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-similar-triangles-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-triangles-congruence-proof
S3,upper,hjb-junior-s3-upper-similar-triangles,相似三角形,fill-in,Exam,7,hjb-junior-s3-upper-similar-triangles,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-similar-triangles-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-triangles-congruence-proof
S3,upper,hjb-junior-s3-upper-similar-triangles,相似三角形,short-answer,Challenge,7,hjb-junior-s3-upper-similar-triangles,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-similar-triangles-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-triangles-congruence-proof
S3,upper,hjb-junior-s3-upper-similar-triangles,相似三角形,multiple-choice,Foundation,7,hjb-junior-s3-upper-similar-triangles,hjb-junior-s1-upper-assessment-polynomial-add-subtract-unit|hjb-junior-s1-upper-assessment-polynomial-multiply-divide-unit,hjb-junior-s3-upper-paper-similar-triangles-unit|hjb-junior-s3-upper-paper-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-triangles-congruence-proof
