id,batch,grade,semester,topicId,unitTitle,volume,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,assessmentPatternCardIds,paperPatternCardIds,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,manualQaStatus,reviewNotes
bnu-primary-ds-v2-p2-098,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,二年级上册,division-meaning | equal-sharing | equal-grouping | 除法意义 | 分一分,Foundation,fill-in,把15朵花插在3个花瓶里，平均每个花瓶插______朵。,,5,5 | 5朵,15朵花平均分成3份，每份是15÷3=5（朵）。,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-099,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,二年级上册,division-meaning | equal-sharing | equal-grouping | 除法意义 | 分一分,Core,short-answer,有28块饼干，每7块装一盒，可以装几盒？请写出除法算式并回答。,,28÷7=4（盒）,28÷7=4（盒） | 28÷7=4 | 4盒 | 4,求28里面有几个7，用除法28÷7=4（盒）。,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-100,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,二年级上册,division-meaning | equal-sharing | equal-grouping | 除法意义 | 分一分,Foundation,multiple-choice,有27个足球，平均分给3个班，每个班分到几个？正确的算式是（ ）。,27÷3=9 | 27÷9=3 | 3×9=27 | 27-3=24,27÷3=9,27÷3=9,平均分用除法，总数27除以份数3，得每份9个。选项B除数错误，C是乘法，D是减法。,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-101,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,二年级上册,division-meaning | equal-sharing | equal-grouping | 除法意义 | 分一分,Core,fill-in,王老师买了24支铅笔，想平均分给8个小朋友，每人分到几支？请写出除法算式并计算。,,24 ÷ 8 = 3（支）,24 ÷ 8 = 3（支） | 24÷8=3（支） | 24 ÷ 8 = 3支 | 24÷8=3支,把24支铅笔平均分成8份，求每份是多少，用除法计算：24 ÷ 8 = 3（支）。,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-102,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,二年级上册,division-meaning | equal-sharing | equal-grouping | 除法意义 | 分一分,Foundation,short-answer,王老师有24块巧克力，要平均分给8个小朋友。每个小朋友能分到几块巧克力？请写出除法算式和答案。,,24 ÷ 8 = 3（块）,24 ÷ 8 = 3（块） | 24÷8=3（块） | 24 ÷ 8 = 3块 | 24÷8=3块,把24块巧克力平均分成8份，求每份是多少，用除法计算：24 ÷ 8 = 3（块）。,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-103,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,二年级上册,division-meaning | equal-sharing | equal-grouping | 除法意义 | 分一分,Core,multiple-choice,妈妈买了24颗草莓，平均分给4个小朋友，每个小朋友分到几颗？下面哪个算式是正确的？,24 ÷ 4 = 6（颗） | 24 ÷ 6 = 4（颗） | 4 × 6 = 24（颗） | 24 - 4 = 20（颗）,24 ÷ 4 = 6（颗）,24 ÷ 4 = 6（颗）,把24颗草莓平均分成4份，求每份是多少，用除法：24 ÷ 4 = 6（颗）。选项B的除数和商反了，选项C是乘法，选项D是减法，都不符合平均分的意思。,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-104,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,二年级上册,division-meaning | equal-sharing | equal-grouping | 除法意义 | 分一分,Foundation,fill-in,妈妈买了18个苹果，平均放在3个盘子里，每个盘子放几个？用除法算式表示，并写出结果。,,18÷3=6（个）,18÷3=6（个） | 18÷3=6 | 6个 | 6,把18个苹果平均分成3份，求每份是多少，用除法计算：18÷3。想乘法口诀“三六十八”，所以18÷3=6（个）。,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-105,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,二年级上册,division-meaning | equal-sharing | equal-grouping | 除法意义 | 分一分,Core,short-answer,妈妈买了18个苹果，要平均分给3个小朋友，每个小朋友分到几个苹果？请写出除法算式。,,18÷3=6（个）,18÷3=6（个） | 18÷3=6 | 18除以3等于6 | 18÷3=6个,把18个苹果平均分成3份，求每份是多少，用除法计算：18÷3=6（个）。,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-106,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Foundation,multiple-choice,二（3）班同学做操，每行站8人，正好站了7行。二（3）班一共有多少人？,A. 48人 | B. 54人 | C. 56人 | D. 64人,C. 56人,C. 56人,每行8人，7行就是7个8，用乘法计算：8×7=56（人）。口诀是“七八五十六”，所以一共有56人。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-107,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Core,fill-in,二年级同学布置教室，每行挂7个气球，挂了8行。一共挂了多少个气球？,,56,56 | 56个,每行7个，8行就是8个7，用乘法口诀“七八五十六”，7×8=56（个）。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-108,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Foundation,short-answer,二（1）班同学做操，每行站8人，正好站了7行。二（1）班一共有多少人？,,56,56 | 56人,每行8人，有7行，求总人数就是求7个8是多少，用乘法：8×7=56（人），口诀是七八五十六。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-109,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Core,multiple-choice,一盒巧克力有8块，小丽买了6盒。她送给朋友一些后，还剩下30块。小丽送给朋友多少块巧克力？,18块 | 20块 | 22块 | 24块,18块,18块,先算一共多少块：8×6=48块。再算送出的：48−30=18块。所以送给朋友18块。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-110,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Foundation,fill-in,"小明用口诀“六九五十四”算出了6×9=54。他想到：6×9表示6个9相加，也可以看成9个6相加。请你用另一种拆分方法，把6×9拆成两个你已经学过的乘法算式，使它们相加后也等于54，并写出结果。
例如：6×9 = 6×5 + 6×4 = 30 + 24 = 54。
请写出一种与例子不同的拆分方法：
6×9 = ___ × ___ + ___ × ___ = ___ + ___ = ___",,6×3+6×6=18+36=54,6×3+6×6=18+36=54 | 6×2+6×7=12+42=54 | 6×1+6×8=6+48=54 | 9×2+9×4=18+36=54 | 9×1+9×5=9+45=54 | 9×3+9×3=27+27=54,把6×9拆成两个6的乘法算式，如6×3和6×6，因为3+6=9，所以6×3+6×6=18+36=54。也可以拆成9的乘法算式，如9×2+9×4=18+36=54。只要两个算式相加等于54且与例子不同即可。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-111,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Core,short-answer,每辆小汽车有4个车轮，停车场里有8辆这样的小汽车。这些汽车一共有多少个车轮？,,32,32 | 32个,每辆车4个车轮，8辆车就是8个4，用乘法4×8=32（个），口诀四八三十二。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-112,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Foundation,multiple-choice,下面哪道算式的结果与7×6的得数相同？,6×7 | 7+6 | 7×5+6 | 6×8-6,6×7,6×7,7×6和6×7都表示7个6相加或6个7相加，根据乘法交换律，结果相同，都是42。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-113,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Core,fill-in,根据口诀“六九五十四”写出两个乘法算式：______×______=______ 和 ______×______=______。,,6×9=54 和 9×6=54,6×9=54 和 9×6=54 | 6×9=54，9×6=54,口诀“六九五十四”对应两个乘法算式：6×9=54和9×6=54。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-114,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Foundation,short-answer,一盒水彩笔有7支，妈妈买了4盒。一共买了多少支水彩笔？,,28,28 | 28支,每盒7支，4盒就是4个7，用乘法7×4=28（支），口诀四七二十八。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-115,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Core,multiple-choice,小丽想用口诀“七八五十六”计算一道题，她可能计算的是下面哪道算式？,7+8 | 8×7 | 56-8 | 7×6,8×7,8×7,口诀“七八五十六”表示7和8相乘得56，所以对应的算式是8×7或7×8。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-116,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Foundation,fill-in,在括号里填上合适的数：9×（ ）=63，口诀是______。,,7，七九六十三,"7，七九六十三 | 7,七九六十三",想9的乘法口诀，几九六十三？七九六十三，所以填7。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-117,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Core,short-answer,同学们排队做操，每行站8人，站了6行。一共有多少人？,,48,48 | 48人,每行8人，6行就是6个8，用乘法8×6=48（人），口诀六八四十八。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-118,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Foundation,multiple-choice,下面哪句口诀只能计算一个乘法算式？,四六二十四 | 七七四十九 | 五八四十 | 三九二十七,七七四十九,七七四十九,当两个乘数相同时，口诀只能写出一道乘法算式。七七四十九的两个乘数都是7，所以只能计算7×7=49。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-119,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Core,fill-in,把口诀补充完整：______八三十二，六______四十二。,,四，七,四，七 | 四 七,四八三十二，六七四十二，根据乘法口诀填写。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-120,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,二年级上册,multiplication-facts | 6-to-9-times-tables | 乘法口诀 | 6到9乘法,Foundation,short-answer,每个小朋友分6块饼干，分给9个小朋友，一共需要多少块饼干？,,54,54 | 54块,每人6块，9人就是9个6，用乘法6×9=54（块），口诀六九五十四。,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit | bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-121,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,二年级上册,division-facts | multiplication-division-relationship | p2-upper-review | 表内除法,Core,multiple-choice,妈妈买了24颗糖果，平均分给6个小朋友，每个小朋友分到几颗？下面哪个算式和想法是正确的？,24÷6=4，因为四六二十四 | 24÷4=6，因为四六二十四 | 6×4=24，所以每个小朋友分到4颗 | 24－6－6－6－6=0，所以每个小朋友分到4颗,24÷6=4，因为四六二十四,24÷6=4，因为四六二十四,平均分用除法，总数24除以人数6，想6×()=24，口诀四六二十四，商是4。选项A正确。选项B除数错误；C是乘法算式；D是连减，虽结果正确但不是除法算式。,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-multiplication-division-application-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-122,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,二年级上册,division-facts | multiplication-division-relationship | p2-upper-review | 表内除法,Foundation,fill-in,小乐有24张贴纸，平均分给4个小朋友，每个小朋友分到几张？想：四（ ）二十四，所以每个小朋友分到（ ）张。,,六，6,六，6 | 6，六,把24平均分成4份，求每份是多少，用除法24÷4。想乘法口诀：四六二十四，所以商是6，每个小朋友分到6张。,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-multiplication-division-application-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-123,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,二年级上册,division-facts | multiplication-division-relationship | p2-upper-review | 表内除法,Core,short-answer,二年级同学在整理图书角。书架上有24本故事书，每个班级分到同样多的故事书，正好分完。如果分给3个班，每个班分到多少本？如果分给6个班呢？请分别写出除法算式，并说一说你是怎样用乘法口诀想出商的。,,分给3个班：24÷3=8（本）；分给6个班：24÷6=4（本）。想：三八二十四，所以24÷3=8；四六二十四，所以24÷6=4。,分给3个班：24÷3=8（本）；分给6个班：24÷6=4（本）。想：三八二十四，所以24÷3=8；四六二十四，所以24÷6=4。,把24本故事书平均分给3个班，就是求24里面有几个3，用除法24÷3，想乘法口诀“三八二十四”，所以商是8。分给6个班时，用24÷6，想“四六二十四”，商是4。,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-multiplication-division-application-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-124,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,二年级上册,division-facts | multiplication-division-relationship | p2-upper-review | 表内除法,Foundation,multiple-choice,二（1）班有24本故事书，平均分给6个小组，每个小组分到几本？下面哪个算式是正确的？,24 ÷ 6 = 4（本） | 24 ÷ 4 = 6（本） | 6 × 4 = 24（本） | 24 - 6 = 18（本）,24 ÷ 6 = 4（本）,24 ÷ 6 = 4（本）,把24本故事书平均分成6份，求每份是多少，用除法计算：24 ÷ 6 = 4（本）。选项B的除数错误，选项C是乘法，选项D是减法，都不符合平均分的意义。,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-multiplication-division-application-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-125,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,二年级上册,division-facts | multiplication-division-relationship | p2-upper-review | 表内除法,Core,fill-in,王老师把24本练习本平均分给一些同学，每人分到6本。王老师分给了几名同学？请用一句乘法口诀写出除法算式，并回答。,,4名,4名 | 4 | 4人,已知总数24本，每份6本，求份数用除法：24÷6。想乘法口诀“四六二十四”，所以24÷6=4（名）。,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-multiplication-division-application-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-126,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,二年级上册,division-facts | multiplication-division-relationship | p2-upper-review | 表内除法,Foundation,short-answer,王老师把24本故事书平均分给一些小组，每个小组分到6本。王老师一共分给了几个小组？请写出算式和答案，并说一说你是怎样想的。,,24÷6=4（个）,24÷6=4（个） | 24÷6=4 | 4个 | 4,已知总数24本和每份数6本，求份数，用除法。24÷6，想6×4=24，所以商是4，单位是“个”。,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-multiplication-division-application-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p2-127,bnu-primary-v2,P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,二年级上册,division-facts | multiplication-division-relationship | p2-upper-review | 表内除法,Core,multiple-choice,王老师买了24支铅笔，平均分给一些小朋友，每个小朋友分到6支。一共有几个小朋友？下面哪个算式和想法是正确的？,24÷6=4（个），因为把24平均分，每份是6，求份数用除法。 | 24÷4=6（个），因为24里面有4个6，所以是4个小朋友。 | 6×4=24（个），因为每个小朋友6支，4个小朋友就是24支。 | 24÷6=4（支），因为每个小朋友分到4支铅笔。,24÷6=4（个），因为把24平均分，每份是6，求份数用除法。,24÷6=4（个），因为把24平均分，每份是6，求份数用除法。,已知总数24支和每份数6支，求份数，用除法24÷6=4（个）。选项A算式和单位正确，解释合理。选项B算式错误；选项C是乘法，未直接求人数；选项D单位错误。,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit | bnu-primary-p2-upper-assessment-multiplication-division-application-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
