"reviewReason","questionId","grade","semester","type","difficulty","status","solverMethod","independentAnswer","storedAnswer","acceptedAnswers","notes","promptZhHans"
"required-solver-gap","pep-primary-p3-lower-016","P3","lower","multiple-choice","Core","solver-gap","","","B. 141","B. 141 | B","solver:no deterministic solver matched this free-form item","算式 846÷6 的商是（ ）。"
"required-solver-gap","pep-primary-p3-lower-017","P3","lower","fill-in","Foundation","solver-gap","","","69, 1, 690","69, 1, 690 | 69,1,690 | 69 1 690","solver:no deterministic solver matched this free-form item","口算 23×30 时，可以先算 23×3=（ ），再在积的末尾添上（ ）个0，结果是（ ）。"
"required-solver-gap","pep-primary-p3-lower-019","P3","lower","multiple-choice","Core","solver-gap","","","A. 0.58","A. 0.58 | A","solver:no deterministic solver matched this free-form item","下面小数中，读作“零点五八”的是（ ）。"
"required-solver-gap","pep-primary-p3-lower-020","P3","lower","fill-in","Foundation","solver-gap","","","平方分米","平方分米 | dm²","solver:no deterministic solver matched this free-form item","在括号里填上合适的单位：一张课桌桌面的面积大约是24（ ）。"
"required-solver-gap","pep-primary-p3-lower-021","P3","lower","short-answer","Challenge","solver-gap","","","西方","西方 | 西","solver:no deterministic solver matched this free-form item","小华站在学校操场的中心。他面向东方。然后他向左转两次，再向后转一次。请问他现在面向哪个方向？请写出方向名称，并说明你是如何推理的。"
"required-solver-gap","pep-primary-p3-lower-022","P3","lower","multiple-choice","Core","solver-gap","","","24 × 10 + 24 × 8","24 × 10 + 24 × 8","solver:no deterministic solver matched this free-form item","学校图书馆新购进一批图书，每包有24本，共买了18包。下列哪个算式能正确计算出图书的总本数？"
"required-solver-gap","pep-primary-p3-lower-024","P3","lower","short-answer","Challenge","solver-gap","","","6, 22","6, 22 | 6 22 | 6人, 22人","solver:no deterministic solver matched this free-form item","下面是三年级两个班学生喜欢的运动项目统计表：\n\n| 班级 | 足球 | 篮球 | 乒乓球 | 跳绳 |\n|------|------|------|--------|------|\n| 三(1)班 | 12 | 8 | 15 | 10 |\n| 三(2)班 | 10 | 14 | 9 | 11 |\n\n请问：三(1)班喜欢乒乓球的人数比三(2)班多几人？两个班喜欢篮球的总人数是多少？"
"required-solver-gap","pep-primary-p3-lower-025","P3","lower","multiple-choice","Core","solver-gap","","","大长方形的面积是36平方厘米，周长不固定。","大长方形的面积是36平方厘米，周长不固定。","solver:no deterministic solver matched this free-form item","小明用36个边长1厘米的小正方形拼成一个大长方形。下面哪个说法是正确的？"
"required-solver-gap","pep-primary-p3-lower-026","P3","lower","fill-in","Foundation","solver-gap","","","5, 77","5, 77 | 5 77","solver:no deterministic solver matched this free-form item","在算式 □÷6=12……△ 中，△最大是______，此时□是______。"
"required-solver-gap","pep-primary-p3-lower-027","P3","lower","short-answer","Core","solver-gap","","","估算：约300个；精确：360个","估算：约300个；精确：360个 | 约300, 360 | 300, 360","solver:no deterministic solver matched this free-form item","一箱橙子有24个，幼儿园买了15箱。先估算大约有多少个橙子，再精确计算。写出估算和精确计算的过程。"
"required-solver-gap","pep-primary-p3-lower-029","P3","lower","fill-in","Core","solver-gap","","","29, 366","29, 366 | 29 366","solver:no deterministic solver matched this free-form item","2024年是闰年，2月有______天，全年有______天。"
"required-solver-gap","pep-primary-p3-lower-030","P3","lower","short-answer","Foundation","solver-gap","","","30.8元","30.8元 | 30.8","solver:no deterministic solver matched this free-form item","妈妈买了2.5千克苹果和1.8千克香蕉。苹果每千克8元，香蕉每千克6元。妈妈一共花了多少钱？"
"required-solver-gap","pep-primary-p3-lower-031","P3","lower","multiple-choice","Core","solver-gap","","","西","西","solver:no deterministic solver matched this free-form item","小华站在学校操场中央，面向北方。他先向左转90度，再向后转180度。此时他面向什么方向？"
"required-solver-gap","pep-primary-p3-lower-034","P3","lower","multiple-choice","Foundation","solver-gap","","","1.3元","1.3元","solver:no deterministic solver matched this free-form item","小明买一支铅笔花了 0.8 元，买一块橡皮花了 0.5 元。他一共花了多少钱？"
"required-solver-gap","pep-primary-p3-lower-037","P3","lower","multiple-choice","Core","solver-gap","","","23 × 30 + 23 × 1","23 × 30 + 23 × 1","solver:no deterministic solver matched this free-form item","计算 23 × 31 时，下面哪个算式表示的是正确的竖式计算过程？"
"required-solver-gap","pep-primary-p3-lower-039","P3","lower","multiple-choice","Core","solver-gap","","","一班","一班","solver:no deterministic solver matched this free-form item","下面是三年级两个班同学喜欢的水果统计表（单位：人）：\n一班：苹果 12，香蕉 8，橘子 5\n二班：苹果 10，香蕉 11，橘子 7\n哪个班喜欢苹果的人数更多？"
"required-solver-gap","pep-primary-p3-lower-041","P3","lower","multiple-choice","Core","solver-gap","","","东北","东北","solver:no deterministic solver matched this free-form item","小华站在操场中央，面向北。他先向右转，向前走10米；再向左转，向前走5米。现在小华在出发点的什么方向？"
"required-solver-gap","pep-primary-p3-lower-042","P3","lower","fill-in","Foundation","solver-gap","","","322","322","solver:no deterministic solver matched this free-form item","计算 23 × 14 时，可以先算 23 × 10 = 230，再算 23 × 4 = 92，最后把两个积相加。请写出 23 × 14 的积。"
"required-solver-gap","pep-primary-p3-lower-043","P3","lower","multiple-choice","Core","solver-gap","","","面积是40平方厘米，周长是26厘米","面积是40平方厘米，周长是26厘米","solver:no deterministic solver matched this free-form item","一个长方形，长8厘米，宽5厘米。下面说法正确的是："
"required-solver-gap","pep-primary-p3-lower-044","P3","lower","fill-in","Foundation","solver-gap","","","48","48 | 48页","solver:no deterministic solver matched this free-form item","2024年是闰年，2月有29天。小丽从2月26日开始读一本故事书，每天读12页，到2月29日共读了多少页？"
"required-solver-gap","pep-primary-p3-lower-045","P3","lower","multiple-choice","Core","solver-gap","","","6 × 4 × 25","6 × 4 × 25","solver:no deterministic solver matched this free-form item","学校图书室有6个书架，每个书架有4层，每层放25本书。这些书架一共能放多少本书？下面列式正确的是："
"required-solver-gap","pep-primary-p3-lower-049","P3","lower","multiple-choice","Core","solver-gap","","","5.6元","5.6元","solver:no deterministic solver matched this free-form item","下面哪个小数表示“5元6角”？"
"required-solver-gap","pep-primary-p3-lower-050","P3","lower","multiple-choice","Core","solver-gap","","","多4人，一共25人","多4人，一共25人","solver:no deterministic solver matched this free-form item","三（1）班同学参加兴趣小组情况如下：绘画组12人，舞蹈组8人，书法组5人。绘画组比舞蹈组多几人？全班一共有多少人？"
"required-solver-gap","pep-primary-p3-upper-001","P3","upper","multiple-choice","Core","solver-gap","","","8:05","8:05","solver:no deterministic solver matched this free-form item","小华从家走到学校用了25分钟。他早上7:40从家出发，到学校时是几点？"
"required-solver-gap","pep-primary-p3-upper-003","P3","upper","short-answer","Challenge","solver-gap","","","26","26 | 26米","solver:no deterministic solver matched this free-form item","一个长方形花坛，长是8米，宽是5米。如果在花坛四周围上篱笆，篱笆长多少米？"
"required-solver-gap","pep-primary-p3-upper-004","P3","upper","multiple-choice","Exam","solver-gap","","","3/8","3/8","solver:no deterministic solver matched this free-form item","把一张圆形纸片平均分成8份，涂色部分占其中的3份。涂色部分可以用哪个分数表示？"
"required-solver-gap","pep-primary-p3-upper-006","P3","upper","short-answer","Foundation","solver-gap","","","164","164 | 164本","solver:no deterministic solver matched this free-form item","图书馆有故事书126本，科技书比故事书多38本。科技书有多少本？"
"required-solver-gap","pep-primary-p3-upper-007","P3","upper","multiple-choice","Challenge","solver-gap","","","32棵","32棵","solver:no deterministic solver matched this free-form item","果园里有苹果树8棵，梨树的棵数是苹果树的4倍。梨树有多少棵？"
"required-solver-gap","pep-primary-p3-upper-009","P3","upper","short-answer","Core","solver-gap","","","2/5","2/5 | 五分之二","solver:no deterministic solver matched this free-form item","把一根绳子平均分成5段，取其中的2段。这2段是这根绳子的几分之几？"
"required-solver-gap","pep-primary-p3-upper-010","P3","upper","multiple-choice","Foundation","solver-gap","","","一个圆形被平均分成4份，涂了其中1份。","一个圆形被平均分成4份，涂了其中1份。","solver:no deterministic solver matched this free-form item","下列哪个图形的涂色部分可以用1/4表示？"
"required-solver-gap","pep-primary-p3-upper-011","P3","upper","fill-in","Challenge","solver-gap","","","8:03","8:03 | 8时3分 | 8点3分","solver:no deterministic solver matched this free-form item","小华从家到学校要走15分钟，他每天7:40从家出发。今天他比平时晚出发了8分钟，到达学校的时间是几时几分？"
"required-solver-gap","pep-primary-p3-upper-012","P3","upper","short-answer","Core","solver-gap","","","28面，剩1米","28面，剩1米 | 28面剩1米 | 28面 剩1米 | 28面1米","solver:no deterministic solver matched this free-form item","三年级同学做彩旗，每面彩旗需要3米长的彩带。李老师买了85米彩带，最多可以做多少面彩旗？还剩多少米彩带？"
"required-solver-gap","pep-primary-p3-upper-013","P3","upper","multiple-choice","Foundation","solver-gap","","","周长是26厘米","周长是26厘米","solver:no deterministic solver matched this free-form item","一个长方形的长是8厘米，宽是5厘米。下面哪个说法是正确的？"
"required-solver-gap","pep-primary-p3-upper-014","P3","upper","fill-in","Challenge","solver-gap","","","四分之一","四分之一 | 1/4 | 4分之1","solver:no deterministic solver matched this free-form item","把一张圆形纸片对折两次后，沿折痕剪开，得到大小一样的4份。每份是这张纸的几分之一？"
"required-solver-gap","pep-primary-p3-upper-015","P3","upper","short-answer","Core","solver-gap","","","4厘米","4厘米 | 4cm | 4","solver:no deterministic solver matched this free-form item","小明用一根铁丝围成了一个边长6厘米的正方形。如果用这根铁丝围成一个长8厘米的长方形，这个长方形的宽是多少厘米？"
"required-solver-gap","pep-primary-p3-upper-016","P3","upper","multiple-choice","Foundation","solver-gap","","","9:10","9:10","solver:no deterministic solver matched this free-form item","一节课40分钟，课间休息10分钟。第一节课8:20开始，第二节课什么时间开始？"
"required-solver-gap","pep-primary-p3-upper-017","P3","upper","fill-in","Challenge","solver-gap","","","18瓶","18瓶 | 18","solver:no deterministic solver matched this free-form item","一箱矿泉水有24瓶，学校买了6箱。如果把这些矿泉水平均分给8个班，每个班可以分到多少瓶？"
"required-solver-gap","pep-primary-p3-upper-018","P3","upper","short-answer","Core","solver-gap","","","72米","72米 | 72","solver:no deterministic solver matched this free-form item","一个长方形花坛的宽是12米，长是宽的2倍。这个花坛的周长是多少米？"
"required-solver-gap","pep-primary-p3-upper-019","P3","upper","multiple-choice","Foundation","solver-gap","","","B","B","solver:no deterministic solver matched this free-form item","下面哪幅图的涂色部分可以用三分之一表示？\nA. 一个长方形被分成3份，涂了1份。\nB. 一个圆形被平均分成3份，涂了1份。\nC. 一个正方形被分成3份，其中1份涂色，但3份大小不同。\nD. 一条线段被平均分成4份，涂了1份。"
"required-solver-gap","pep-primary-p3-upper-020","P3","upper","fill-in","Challenge","solver-gap","","","△最大是6，□是90","△最大是6，□是90 | 6,90 | 6 90","solver:no deterministic solver matched this free-form item","在算式□÷7=12……△中，△最大是几？这时□是多少？"
"required-solver-gap","pep-primary-p3-upper-021","P3","upper","short-answer","Core","solver-gap","","","下午5:30","下午5:30 | 5:30 | 17:30","solver:no deterministic solver matched this free-form item","小丽从家到公园需要走25分钟。她下午3:10从家出发，到达公园后玩了1小时40分钟，然后原路返回。她回到家时是下午几点几分？请写出计算过程。"
"required-solver-gap","pep-primary-p3-upper-022","P3","upper","multiple-choice","Foundation","solver-gap","","","240本","240本 | 240","solver:no deterministic solver matched this free-form item","学校图书馆有故事书120本，科技书的数量是故事书的3倍。科技书比故事书多多少本？"
"required-solver-gap","pep-primary-p3-upper-023","P3","upper","fill-in","Challenge","solver-gap","","","48","48 | 48厘米","solver:no deterministic solver matched this free-form item","一个长方形的长是宽的2倍。如果宽是8厘米，那么这个长方形的周长是______厘米。"
"required-solver-gap","pep-primary-p3-upper-024","P3","upper","short-answer","Core","solver-gap","","","八分之三，八分之五","八分之三，八分之五 | 3/8, 5/8 | 3/8 和 5/8","solver:no deterministic solver matched this free-form item","把一张圆形纸片平均分成8份，其中3份涂上红色。红色部分占这张纸的几分之几？如果再涂2份蓝色，那么涂色部分一共占这张纸的几分之几？请写出两个分数。"
"required-solver-gap","pep-primary-p3-upper-025","P3","upper","multiple-choice","Foundation","solver-gap","","","秒针走一圈是1分钟。","秒针走一圈是1分钟。 | 秒针走一圈是1分钟","solver:no deterministic solver matched this free-form item","下面哪句话是正确的？"
"required-solver-gap","pep-primary-p3-upper-026","P3","upper","fill-in","Challenge","solver-gap","","","70","70 | 70厘米","solver:no deterministic solver matched this free-form item","一根绳子长2米，第一次用去8分米，第二次用去50厘米。这根绳子还剩下______厘米。"
"required-solver-gap","pep-primary-p3-upper-028","P3","upper","multiple-choice","Foundation","solver-gap","","","24厘米","24厘米 | 24","solver:no deterministic solver matched this free-form item","用两个长6厘米、宽3厘米的长方形拼成一个正方形，这个正方形的周长是多少厘米？"
"required-solver-gap","pep-primary-p3-upper-029","P3","upper","fill-in","Core","solver-gap","","","四分之一，4","四分之一，4 | 1/4, 4 | 四分之一 4","solver:no deterministic solver matched this free-form item","把一根彩带对折再对折后，每一段的长度是原来彩带长度的几分之一？如果原来彩带长16分米，对折两次后每段长______分米。"
"required-solver-gap","pep-primary-p3-upper-030","P3","upper","short-answer","Foundation","solver-gap","","","480","480 | 480。","solver:no deterministic solver matched this free-form item","小明在计算一道减法题时，把减数240看成了420，算出的差是300。正确的差应该是多少？请写出你的思考过程。"
"required-solver-gap","pep-primary-p3-upper-031","P3","upper","multiple-choice","Core","solver-gap","","","7:55","7:55","solver:no deterministic solver matched this free-form item","小华从家到学校需要走15分钟。他早上7:40从家出发，到达学校时是几点？"
"required-solver-gap","pep-primary-p3-upper-032","P3","upper","fill-in","Foundation","solver-gap","","","384","384 | 384本","solver:no deterministic solver matched this free-form item","学校图书馆有故事书128本，科技书的数量是故事书的3倍。科技书有多少本？"
"required-solver-gap","pep-primary-p3-upper-033","P3","upper","short-answer","Core","solver-gap","","","26","26 | 26米","solver:no deterministic solver matched this free-form item","一个长方形花坛的长是8米，宽是5米。工人叔叔沿着花坛边缘围了一圈篱笆，篱笆总长是多少米？"
"required-solver-gap","pep-primary-p3-upper-034","P3","upper","multiple-choice","Foundation","solver-gap","","","3/8","3/8","solver:no deterministic solver matched this free-form item","妈妈把一个月饼平均切成8块，小明吃了其中的3块。小明吃了这个月饼的几分之几？"
"required-solver-gap","pep-primary-p3-upper-035","P3","upper","fill-in","Core","solver-gap","","","9","9","solver:no deterministic solver matched this free-form item","在计算245 + 178时，小马虎把178看成了187，他算出的结果比正确结果多多少？"
"required-solver-gap","pep-primary-p3-upper-037","P3","upper","multiple-choice","Core","solver-gap","","","96","96","solver:no deterministic solver matched this free-form item","公园里有杨树24棵，柳树的棵数是杨树的4倍。柳树有多少棵？"
"required-solver-gap","pep-primary-p3-upper-039","P3","upper","multiple-choice","Core","solver-gap","","","B","B","solver:no deterministic solver matched this free-form item","下面哪一项描述的涂色部分可以用1/4表示？\nA. 一个圆形被分成4份，其中1份涂色，但每份大小不一样。\nB. 一个正方形被平均分成4个小正方形，其中1个小正方形涂色。\nC. 一个长方形被平均分成4份，其中2份涂色。\nD. 一个三角形被平均分成3份，其中1份涂色。"
"required-solver-gap","pep-primary-p3-upper-040","P3","upper","fill-in","Foundation","solver-gap","","","8","8","solver:no deterministic solver matched this free-form item","一根铁丝刚好围成一个长10厘米、宽6厘米的长方形。如果把这根铁丝改围成一个正方形，这个正方形的边长是（    ）厘米。"
"required-solver-gap","pep-primary-p3-upper-041","P3","upper","multiple-choice","Core","solver-gap","","","8:05","8:05","solver:no deterministic solver matched this free-form item","小华从家走到学校用了25分钟。他7:40从家出发，到学校的时间是（  ）。"
"required-solver-gap","pep-primary-p3-upper-043","P3","upper","multiple-choice","Core","solver-gap","","","周长是40厘米","周长是40厘米","solver:no deterministic solver matched this free-form item","一个长方形的长是12厘米，宽是8厘米。下面哪个说法是正确的？"
"required-solver-gap","pep-primary-p3-upper-044","P3","upper","fill-in","Foundation","solver-gap","","","四","四 | 4","solver:no deterministic solver matched this free-form item","把一张圆形纸片对折再对折，然后展开。其中一份是这张纸的（  ）分之一。"
"required-solver-gap","pep-primary-p3-upper-045","P3","upper","multiple-choice","Core","solver-gap","","","198 + 203","198 + 203","solver:no deterministic solver matched this free-form item","下面哪道题的得数大约是400？"
"required-solver-gap","pep-primary-p3-upper-046","P3","upper","fill-in","Foundation","solver-gap","","","25","25 | 25秒","solver:no deterministic solver matched this free-form item","秒针从数字“3”走到数字“8”，经过了（  ）秒。"
"required-solver-gap","pep-primary-p3-upper-047","P3","upper","multiple-choice","Core","solver-gap","","","6块","6块","solver:no deterministic solver matched this free-form item","一盒巧克力有24块，小丽吃了其中的3块，小强吃的是小丽的2倍。小强吃了多少块？"
"required-solver-gap","pep-primary-p3-upper-049","P3","upper","multiple-choice","Core","solver-gap","","","一个正方形被对角线分成4个同样大的三角形，涂了其中1个","一个正方形被对角线分成4个同样大的三角形，涂了其中1个","solver:no deterministic solver matched this free-form item","下面哪个图形中的涂色部分可以用1/4表示？"
"required-solver-gap","pep-primary-p3-upper-050","P3","upper","multiple-choice","Core","solver-gap","","","8厘米","8厘米","solver:no deterministic solver matched this free-form item","一根铁丝刚好围成一个长10厘米、宽6厘米的长方形。如果把这根铁丝改围成一个正方形，这个正方形的边长是多少厘米？"
"required-solver-gap","pep-primary-p4-lower-001","P4","lower","multiple-choice","Core","solver-gap","","","先算 125 × 8，再算 125 × 4，最后相加","先算 125 × 8，再算 125 × 4，最后相加","solver:no deterministic solver matched this free-form item","计算 125 × (8 + 4) 时，下面哪种做法运用了乘法分配律？"
"required-solver-gap","pep-primary-p4-lower-002","P4","lower","fill-in","Foundation","solver-gap","","","6","6","solver:no deterministic solver matched this free-form item","在 0.□8 中，□ 里填一个数字，使它比 0.58 大。这个数字最小是几？"
"required-solver-gap","pep-primary-p4-lower-003","P4","lower","short-answer","Challenge","solver-gap","","","1.5 千克","1.5 千克 | 1.5 | 1.5kg","solver:no deterministic solver matched this free-form item","一瓶果汁重 1.25 千克，妈妈用掉了 0.48 千克后，又倒入 0.73 千克。现在这瓶果汁重多少千克？请列式并计算。"
"required-solver-gap","pep-primary-p4-lower-004","P4","lower","multiple-choice","Exam","solver-gap","","","直角三角形","直角三角形","solver:no deterministic solver matched this free-form item","一个三角形，其中两个内角分别是 45° 和 90°，这个三角形按角分类是什么三角形？"
"required-solver-gap","pep-primary-p4-lower-005","P4","lower","fill-in","Core","solver-gap","","","6","6","solver:no deterministic solver matched this free-form item","笼子里有鸡和兔共 10 只，它们共有 28 条腿。鸡有 ___ 只。"
"required-solver-gap","pep-primary-p4-lower-007","P4","lower","multiple-choice","Challenge","solver-gap","","","8.50","8.50","solver:no deterministic solver matched this free-form item","下面各数中，去掉“0”后大小不变的是？"
"required-solver-gap","pep-primary-p4-lower-008","P4","lower","fill-in","Exam","solver-gap","","","2.82 米","2.82 米 | 2.82 | 2.82m","solver:no deterministic solver matched this free-form item","一根绳子长 5.6 米，剪成两段，第一段长 2.78 米，第二段长多少米？"
"required-solver-gap","pep-primary-p4-lower-009","P4","lower","short-answer","Core","solver-gap","","","右下方，平移了 5 格向右、3 格向下","右下方，平移了 5 格向右、3 格向下 | 右下方 | 向右5格向下3格","solver:no deterministic solver matched this free-form item","一个图形先向右平移 5 格，再向下平移 3 格，现在的位置在原来位置的什么方向？请用方向和距离描述。"
"required-solver-gap","pep-primary-p4-lower-010","P4","lower","multiple-choice","Foundation","solver-gap","","","36 千克","36 千克","solver:no deterministic solver matched this free-form item","四个同学的体重分别是 32 千克、35 千克、37 千克、40 千克，他们的平均体重是多少千克？"
"required-solver-gap","pep-primary-p4-lower-011","P4","lower","fill-in","Challenge","solver-gap","","","5 × 5 ÷ 5 + 5 = 10","5 × 5 ÷ 5 + 5 = 10 | 5×5÷5+5=10 | 5 × 5 ÷ 5 + 5 | 5×5÷5+5 | (5 × 5) ÷ 5 + 5 = 10 | (5×5)÷5+5=10 | 5 + 5 × 5 ÷ 5 = 10 | 5+5×5÷5=10 | 5 + (5 × 5) ÷ 5 = 10 | 5+(5×5)÷5=10","solver:no deterministic solver matched this free-form item","在下面的算式中，填入合适的运算符号（＋、－、×、÷）和括号，使等式成立。\n5 ___ 5 ___ 5 ___ 5 = 10"
"required-solver-gap","pep-primary-p4-lower-012","P4","lower","short-answer","Exam","solver-gap","","","2","2 | 2.00","solver:no deterministic solver matched this free-form item","一个数的小数点向右移动两位后，比原数大 198。原数是多少？"
"required-solver-gap","pep-primary-p4-lower-013","P4","lower","multiple-choice","Core","solver-gap","","","10.00 元","10.00 元","solver:no deterministic solver matched this free-form item","妈妈买了一瓶酱油，用去 3.45 元后，还剩 6.55 元。这瓶酱油原价多少元？"
"required-solver-gap","pep-primary-p4-lower-014","P4","lower","fill-in","Foundation","solver-gap","","","锐角三角形","锐角三角形 | 锐角","solver:no deterministic solver matched this free-form item","一个三角形，其中两个内角的度数分别是 40° 和 60°。按角分类，这个三角形是什么三角形？"
"required-solver-gap","pep-primary-p4-lower-015","P4","lower","short-answer","Challenge","solver-gap","","","鸡 6 只，兔 4 只","鸡 6 只，兔 4 只 | 鸡6只，兔4只 | 鸡6只,兔4只 | 鸡6只 兔4只 | 鸡6只兔4只 | 6只鸡，4只兔 | 6只鸡,4只兔 | 6只鸡 4只兔 | 6只鸡4只兔 | 鸡有6只，兔有4只 | 鸡有6只,兔有4只 | 鸡有6只 兔有4只 | 鸡有6只兔有4只","solver:no deterministic solver matched this free-form item","笼子里有鸡和兔共 10 只，从下面数共有 28 只脚。鸡和兔各有多少只？"
"required-solver-gap","pep-primary-p4-lower-016","P4","lower","multiple-choice","Core","solver-gap","","","28 +（72 ÷ 9）","28 +（72 ÷ 9）","solver:no deterministic solver matched this free-form item","下列算式中，去掉括号后计算结果不变的是（ ）。"
"required-solver-gap","pep-primary-p4-lower-017","P4","lower","fill-in","Foundation","solver-gap","","","3","3 | 三个","solver:no deterministic solver matched this free-form item","在 0.6、0.60、0.600 这三个数中，大小相等的有 ______ 个。"
"required-solver-gap","pep-primary-p4-lower-018","P4","lower","short-answer","Challenge","solver-gap","","","7.8","7.8 | 7.80","solver:no deterministic solver matched this free-form item","小华在计算一道小数减法时，把被减数 15.6 看成了 16.5，算出的差是 8.7。正确的差是多少？"
"required-solver-gap","pep-primary-p4-lower-019","P4","lower","multiple-choice","Core","solver-gap","","","下面一排两个，上面两个分别放在左右两边","下面一排两个，上面两个分别放在左右两边","solver:no deterministic solver matched this free-form item","用 4 个同样的小正方体搭成一个立体图形，从前面看是“田”字形，从上面看是“一”字形。这个立体图形是（ ）。"
"required-solver-gap","pep-primary-p4-lower-020","P4","lower","fill-in","Foundation","solver-gap","","","15","15 | 十五","solver:no deterministic solver matched this free-form item","停车场有三轮车和汽车共 20 辆，共有 65 个轮子。三轮车有 ______ 辆。"
"required-solver-gap","pep-primary-p4-lower-021","P4","lower","short-answer","Challenge","solver-gap","","","运用了乘法结合律和乘法交换律。过程：125×32×25 = 125×(8×4)×25 = (125×8)×(4×25) = 1000×100 = 100000。第一步将32拆成8×4，用了乘法结合律；第二步交换位置并重新结合，用了乘法交换律和结合律。","运用了乘法结合律和乘法交换律。过程：125×32×25 = 125×(8×4)×25 = (125×8)×(4×25) = 1000×100 = 100000。第一步将32拆成8×4，用了乘法结合律；第二步交换位置并重新结合，用了乘法交换律和结合律。","solver:no deterministic solver matched this free-form item","计算 125×32×25 时，小丽想用简便方法，她先算 125×8=1000，再算 25×4=100，最后得到 1000×100=100000。请问她运用了哪些运算定律？请写出完整的简便计算过程，并说明每一步的依据。"
"required-solver-gap","pep-primary-p4-lower-022","P4","lower","multiple-choice","Core","solver-gap","","","0.80","0.80","solver:no deterministic solver matched this free-form item","下面四个小数中，哪一个与 0.8 大小相等，但计数单位不同？"
"required-solver-gap","pep-primary-p4-lower-023","P4","lower","fill-in","Foundation","solver-gap","","","饮料净重 0.6 千克，空瓶重 0.05 千克。","饮料净重 0.6 千克，空瓶重 0.05 千克。","solver:no deterministic solver matched this free-form item","一瓶饮料连瓶重 0.65 千克，喝了一半后，连瓶重 0.35 千克。原来饮料净重多少千克？空瓶重多少千克？"
"required-solver-gap","pep-primary-p4-lower-024","P4","lower","short-answer","Challenge","solver-gap","","","按角分类是锐角三角形，按边分类是等腰三角形。","按角分类是锐角三角形，按边分类是等腰三角形。 | 锐角三角形；等腰三角形 | 锐角三角形，等腰三角形","solver:no deterministic solver matched this free-form item","一个三角形，其中两个内角的度数之和是 110°，且这个三角形是轴对称图形。请判断这个三角形按角分类是什么三角形？按边分类是什么三角形？并说明理由。"
"required-solver-gap","pep-primary-p4-lower-025","P4","lower","multiple-choice","Core","solver-gap","","","平均数是这组数据的总和除以数据的个数","平均数是这组数据的总和除以数据的个数","solver:no deterministic solver matched this free-form item","下面是四年级一班第一小组同学的身高数据（单位：厘米）：145, 138, 142, 136, 141, 143。关于这组数据的平均数，下面哪种说法是正确的？"
"required-solver-gap","pep-primary-p4-lower-026","P4","lower","fill-in","Foundation","solver-gap","","","47×25×4 = 47 × (25 × 4)，运用了乘法结合律。","47×25×4 = 47 × (25 × 4)，运用了乘法结合律。","solver:no deterministic solver matched this free-form item","在横线上填上适当的数或运算符号，使计算简便：\n47×25×4 = 47 × ( ____ × ____ )，这里运用了乘法____律。"
"required-solver-gap","pep-primary-p4-lower-027","P4","lower","short-answer","Core","solver-gap","","","向右移动两位得到75，是原数的100倍。再向左移动三位得到0.075。","向右移动两位得到75，是原数的100倍。再向左移动三位得到0.075。","solver:no deterministic solver matched this free-form item","把 0.75 的小数点向右移动两位，得到的数是原数的多少倍？如果再把小数点向左移动三位，得到的数是多少？请写出过程和结果。"
"required-solver-gap","pep-primary-p4-lower-028","P4","lower","multiple-choice","Foundation","solver-gap","","","2.5","2.5","solver:no deterministic solver matched this free-form item","小明在计算一道小数减法时，把被减数 5.4 看成了 5.7，算出的差是 2.8。正确的差应该是多少？"
"required-solver-gap","pep-primary-p4-lower-029","P4","lower","fill-in","Core","solver-gap","","","最长 12 厘米，最短 4 厘米。","最长 12 厘米，最短 4 厘米。","solver:no deterministic solver matched this free-form item","一个三角形三条边的长度都是整厘米数，其中两条边分别是 5 厘米和 8 厘米。第三条边最长是多少厘米？最短是多少厘米？"
"required-solver-gap","pep-primary-p4-lower-030","P4","lower","short-answer","Foundation","solver-gap","","","答对了17道题。思考过程：假设全对，应得20×5=100分，实际少得100-79=21分。每把一道对的换成错的，损失5+2=7分。所以错题数=21÷7=3道，对题数=20-3=17道。","答对了17道题。思考过程：假设全对，应得20×5=100分，实际少得100-79=21分。每把一道对的换成错的，损失5+2=7分。所以错题数=21÷7=3道，对题数=20-3=17道。","solver:no deterministic solver matched this free-form item","学校举行环保知识竞赛，共有20道题，答对一道得5分，答错一道倒扣2分。小华得了79分，他答对了几道题？请写出你的思考过程。"
"required-solver-gap","pep-primary-p4-lower-031","P4","lower","multiple-choice","Core","solver-gap","","","15 × 6 × 4","15 × 6 × 4","solver:no deterministic solver matched this free-form item","下面哪个算式的结果与 15 × 24 相等？"
"required-solver-gap","pep-primary-p4-lower-032","P4","lower","fill-in","Foundation","solver-gap","","","0.600, 0.6","0.600, 0.6 | 0.600 0.6","solver:no deterministic solver matched this free-form item","在 0.6、0.60、0.600 中，最大的数是 ______，最小的数是 ______。"
"required-solver-gap","pep-primary-p4-lower-033","P4","lower","short-answer","Core","solver-gap","","","小亮更高，高 5 厘米。","小亮更高，高 5 厘米。 | 小亮更高，高5厘米 | 小亮高，5厘米","solver:no deterministic solver matched this free-form item","小明的身高是 1 米 35 厘米，小亮的身高是 1.4 米。谁更高？高多少厘米？"
"required-solver-gap","pep-primary-p4-lower-034","P4","lower","multiple-choice","Foundation","solver-gap","","","锐角三角形","锐角三角形","solver:no deterministic solver matched this free-form item","一个三角形中，有两个角分别是 30° 和 70°，这个三角形按角分类是什么三角形？"
