"clusterId","grade","semester","unitTitle","type","conceptIds","promptPattern","count","exampleQuestionIds","recommendedAction"
"gap-cluster-103","P2","upper","观察物体","short-answer","angle-introduction | right-angle | object-observation | spatial-visualization","一个正方体盒子放在桌子上,从前面看是什么形状?从上面看呢?从右面看呢?请描述看到的形状。","1","pep-primary-p2-upper-018","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-104","P2","upper","乘法的初步认识","short-answer","multiplication-meaning | multiplication-facts | arrays-equal-groups | 乘法口诀","每个盘子放#个苹果,放了#盘。一共放了多少个苹果?","1","pep-primary-p2-upper-021","manual S18 review"
"gap-cluster-105","P2","upper","厘米和米","multiple-choice","length-measurement | centimeter-meter | measurement-estimation | 长度单位","下面哪个物体的长度最接近#米?","1","pep-primary-p2-upper-022","manual S18 review"
"gap-cluster-106","P2","upper","角的初步认识","fill-in","angle-introduction | right-angle | object-observation | spatial-visualization","数学书封面有#个角,每个角都是______角。","1","pep-primary-p2-upper-023","manual S18 review"
"gap-cluster-107","P2","upper","素养达标","short-answer","p2-upper-integrated-review | multiplication-facts | length-measurement | angle-introduction","一根绳子长#厘米,另一根绳子长#厘米。两根绳子接在一起,接头处用去#厘米。接好后的绳子长多少厘米?","1","pep-primary-p2-upper-024","manual S18 review"
"gap-cluster-108","P2","upper","易错提优","multiple-choice","p2-upper-error-analysis | multiplication-reasoning | measurement-reasoning | 数学表达","下面哪个算式表示“#个#相加”?","1","pep-primary-p2-upper-025","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-109","P2","upper","表内乘法（二）","fill-in","multiplication-meaning | multiplication-facts | arrays-equal-groups | 乘法口诀","根据口诀“五六三十”写出一个乘法算式:______。","1","pep-primary-p2-upper-026","manual S18 review"
"gap-cluster-110","P2","upper","长度单位","short-answer","length-measurement | centimeter-meter | measurement-estimation | 长度单位","小明的身高是#米#厘米,爸爸比他高#厘米。爸爸的身高是多少厘米?","1","pep-primary-p2-upper-027","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-111","P2","upper","观察物体","multiple-choice","angle-introduction | right-angle | object-observation | spatial-visualization","从上面看一个圆柱形的水杯,看到的是什么形状?","1","pep-primary-p2-upper-028","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-112","P2","upper","期末综合","fill-in","p2-upper-integrated-review | multiplication-facts | length-measurement | angle-introduction","在括号里填上合适的单位:教室的门高约#______。","1","pep-primary-p2-upper-029","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-113","P2","upper","素养拓展","short-answer","p2-upper-error-analysis | multiplication-reasoning | measurement-reasoning | 数学表达","妈妈买了#盒饼干,每盒#块。吃了#块后,还剩多少块?","1","pep-primary-p2-upper-030","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-114","P2","upper","表内乘法（一）","multiple-choice","multiplication-meaning | multiplication-facts | arrays-equal-groups | 乘法口诀","教室里有#排桌子,每排有#张桌子。下面哪个算式可以正确算出桌子的总数?","1","pep-primary-p2-upper-031","manual S18 review"
"gap-cluster-115","P2","upper","角的初步认识","short-answer","angle-introduction | right-angle | object-observation | spatial-visualization","一个三角尺上有几个角?其中几个是直角?请写出你的答案并简单说明。","1","pep-primary-p2-upper-033","manual S18 review"
"gap-cluster-116","P2","upper","期中综合","multiple-choice","p2-upper-integrated-review | multiplication-facts | length-measurement | angle-introduction","小明用尺子量一支铅笔,从刻度#开始,量到刻度#厘米。他又量了一块橡皮,从刻度#开始,量到刻度#厘米。橡皮长多少厘米?","1","pep-primary-p2-upper-034","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-117","P2","upper","情境应用","fill-in","p2-upper-error-analysis | multiplication-reasoning | measurement-reasoning | 数学表达","小丽说:“#×#和#×#的结果一样,所以它们的意思也完全一样。”你认为她说得对吗?在横线上写“对”或“错”,并简单说明理由。","1","pep-primary-p2-upper-035","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-118","P2","upper","长度单位","multiple-choice","length-measurement | centimeter-meter | measurement-estimation | 长度单位","下面哪个物体的长度最接近#米?","1","pep-primary-p2-upper-037","manual S18 review"
"gap-cluster-119","P2","upper","观察物体","fill-in","angle-introduction | right-angle | object-observation | spatial-visualization","一个长方体盒子,从前面看是一个长方形,从上面看也是一个长方形。从右面看是什么形状?在横线上填写形状名称。","1","pep-primary-p2-upper-038","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-120","P2","upper","素养达标","multiple-choice","p2-upper-integrated-review | multiplication-facts | length-measurement | angle-introduction","下面哪种情况用乘法计算更合适?","1","pep-primary-p2-upper-039","manual S18 review"
"gap-cluster-121","P2","upper","易错提优","fill-in","p2-upper-error-analysis | multiplication-reasoning | measurement-reasoning | 数学表达","计算#×#时,小明说:“#×#就是#+#。”这个想法是正确还是错误?请填写“正确”或“错误”。","1","pep-primary-p2-upper-040","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-122","P2","upper","表内乘法（二）","multiple-choice","multiplication-meaning | multiplication-facts | arrays-equal-groups | 乘法口诀","小美有#盒铅笔,每盒有#支。她一共有多少支铅笔?下面哪个算式是正确的?","1","pep-primary-p2-upper-041","manual S18 review"
"gap-cluster-123","P2","upper","厘米和米","fill-in","length-measurement | centimeter-meter | measurement-estimation | 长度单位","在括号里填上合适的长度单位(厘米或米)。 教室的门高大约#( )。 一支新铅笔长约#( )。","1","pep-primary-p2-upper-042","manual S18 review"
"gap-cluster-124","P2","upper","角的初步认识","multiple-choice","angle-introduction | right-angle | object-observation | spatial-visualization","下面哪个图形中的角是直角?","1","pep-primary-p2-upper-043","manual S18 review"
"gap-cluster-125","P2","upper","期末综合","fill-in","p2-upper-integrated-review | multiplication-facts | length-measurement | angle-introduction","看图填空: 每盘有( )个苹果,有( )盘,一共有( )个苹果。 (提示:你可以这样想:每盘#个苹果,摆了#盘。)","1","pep-primary-p2-upper-044","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-126","P2","upper","素养拓展","multiple-choice","p2-upper-error-analysis | multiplication-reasoning | measurement-reasoning | 数学表达","下面哪个说法是错误的?","1","pep-primary-p2-upper-045","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-127","P2","upper","表内乘法（一）","fill-in","multiplication-meaning | multiplication-facts | arrays-equal-groups | 乘法口诀","把下面的加法算式改写成乘法算式。 #+#+#+#+#=( )×( )","1","pep-primary-p2-upper-046","manual S18 review"
"gap-cluster-128","P2","upper","长度单位","multiple-choice","length-measurement | centimeter-meter | measurement-estimation | 长度单位","一根绳子长#米,下面哪个物品的长度和它最接近?","1","pep-primary-p2-upper-047","manual S18 review"
"gap-cluster-129","P2","upper","观察物体","fill-in","angle-introduction | right-angle | object-observation | spatial-visualization","站在一个正方体形状的盒子前面,从正面看,看到的是什么形状?","1","pep-primary-p2-upper-048","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-130","P2","upper","期中综合","multiple-choice","p2-upper-integrated-review | multiplication-facts | length-measurement | angle-introduction","下面哪个问题可以用“#×#”来解决?","1","pep-primary-p2-upper-049","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-131","P2","upper","情境应用","multiple-choice","p2-upper-error-analysis | multiplication-reasoning | measurement-reasoning | 数学表达","小杰说:“因为#×#=#,所以#+#也等于#。”你认为他说的对吗?","1","pep-primary-p2-upper-050","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-132","P3","lower","小数的初步认识","multiple-choice","decimal-introduction | money-decimal | date-calendar | data-table","小明买文具花了#元#角,写成小数是( )元。","1","pep-primary-p3-lower-004","manual S18 review"
"gap-cluster-133","P3","lower","复式统计表","short-answer","decimal-introduction | money-decimal | date-calendar | data-table","下面是三年级两个班参加兴趣小组的人数统计表: | 兴趣小组 | 三(#)班 | 三(#)班 | |----------|-----------|-----------| | 绘画 | # | # | | 书法 | # | # | | 舞蹈 ","1","pep-primary-p3-lower-009","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-134","P3","lower","位置与方向（一）","fill-in","position-direction | map-orientation | one-digit-divisor-division | division-algorithm","小华站在学校操场的中央,面向东。她先向左转#度,然后向前走#步,再向右转#度,向前走#步。请问现在小华在操场的哪个方向?请填写方向名称。","1","pep-primary-p3-lower-011","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-135","P3","lower","笔算乘法","short-answer","two-digit-by-two-digit-multiplication | partial-products | multiplication-estimation | 两位数乘两位数","学校图书馆有#个书架,每个书架有#层,每层可以放#本书。图书馆已经放了#本书,请问还能放多少本书?请写出计算过程并回答。","1","pep-primary-p3-lower-012","manual S18 review"
"gap-cluster-136","P3","lower","面积","multiple-choice","area-measurement | unit-square | rectangle-square-area | perimeter-area","一个长方形的长是#厘米,宽是#厘米。下列说法正确的是( )。","1","pep-primary-p3-lower-013","manual S18 review"
"gap-cluster-137","P3","lower","年、月、日","fill-in","decimal-introduction | money-decimal | date-calendar | data-table","#年是闰年,#月有#天。小明的生日是#月#日,小红的生日是#月#日。请问从小明生日到小红生日,中间经过了多少天?(不包括小明生日当天,包括小红生日当天)","1","pep-primary-p3-lower-014","manual S18 review"
"gap-cluster-138","P3","lower","除数是一位数的除法","multiple-choice","position-direction | map-orientation | one-digit-divisor-division | division-algorithm","算式 #÷# 的商是( )。","1","pep-primary-p3-lower-016","manual S18 review"
"gap-cluster-139","P3","lower","口算乘法","fill-in","two-digit-by-two-digit-multiplication | partial-products | multiplication-estimation | 两位数乘两位数","口算 #×# 时,可以先算 #×#=( ),再在积的末尾添上( )个#,结果是( )。","1","pep-primary-p3-lower-017","manual S18 review"
"gap-cluster-140","P3","lower","小数的初步认识","multiple-choice","decimal-introduction | money-decimal | date-calendar | data-table","下面小数中,读作“零点五八”的是( )。","1","pep-primary-p3-lower-019","manual S18 review"
"gap-cluster-141","P3","lower","提优拓展","fill-in","p3-lower-integrated-review | operation-selection | area-measurement | two-digit-multiplication","在括号里填上合适的单位:一张课桌桌面的面积大约是#( )。","1","pep-primary-p3-lower-020","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-142","P3","lower","位置与方向（一）","short-answer","position-direction | map-orientation | one-digit-divisor-division | division-algorithm","小华站在学校操场的中心。他面向东方。然后他向左转两次,再向后转一次。请问他现在面向哪个方向?请写出方向名称,并说明你是如何推理的。","1","pep-primary-p3-lower-021","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-143","P3","lower","两位数乘两位数","multiple-choice","two-digit-by-two-digit-multiplication | partial-products | multiplication-estimation | 两位数乘两位数","学校图书馆新购进一批图书,每包有#本,共买了#包。下列哪个算式能正确计算出图书的总本数?","1","pep-primary-p3-lower-022","manual S18 review"
"gap-cluster-144","P3","lower","复式统计表","short-answer","decimal-introduction | money-decimal | date-calendar | data-table","下面是三年级两个班学生喜欢的运动项目统计表: | 班级 | 足球 | 篮球 | 乒乓球 | 跳绳 | |------|------|------|--------|------| | 三(#)班 | # | # | # | # | | 三(","1","pep-primary-p3-lower-024","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-145","P3","lower","期中综合","multiple-choice","p3-lower-integrated-review | operation-selection | area-measurement | two-digit-multiplication","小明用#个边长#厘米的小正方形拼成一个大长方形。下面哪个说法是正确的?","1","pep-primary-p3-lower-025","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-146","P3","lower","除数是一位数的除法","fill-in","position-direction | map-orientation | one-digit-divisor-division | division-algorithm","在算式 □÷#=#……△ 中,△最大是______,此时□是______。","1","pep-primary-p3-lower-026","manual S18 review"
"gap-cluster-147","P3","lower","笔算乘法","short-answer","two-digit-by-two-digit-multiplication | partial-products | multiplication-estimation | 两位数乘两位数","一箱橙子有#个,幼儿园买了#箱。先估算大约有多少个橙子,再精确计算。写出估算和精确计算的过程。","1","pep-primary-p3-lower-027","manual S18 review"
"gap-cluster-148","P3","lower","年、月、日","fill-in","decimal-introduction | money-decimal | date-calendar | data-table","#年是闰年,#月有______天,全年有______天。","1","pep-primary-p3-lower-029","manual S18 review"
"gap-cluster-149","P3","lower","期末综合","short-answer","p3-lower-integrated-review | operation-selection | area-measurement | two-digit-multiplication","妈妈买了#千克苹果和#千克香蕉。苹果每千克#元,香蕉每千克#元。妈妈一共花了多少钱?","1","pep-primary-p3-lower-030","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-150","P3","lower","位置与方向（一）","multiple-choice","position-direction | map-orientation | one-digit-divisor-division | division-algorithm","小华站在学校操场中央,面向北方。他先向左转#度,再向后转#度。此时他面向什么方向?","1","pep-primary-p3-lower-031","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-151","P3","lower","小数的初步认识","multiple-choice","decimal-introduction | money-decimal | date-calendar | data-table","小明买一支铅笔花了 # 元,买一块橡皮花了 # 元。他一共花了多少钱?","1","pep-primary-p3-lower-034","manual S18 review"
"gap-cluster-152","P3","lower","两位数乘两位数","multiple-choice","two-digit-by-two-digit-multiplication | partial-products | multiplication-estimation | 两位数乘两位数","计算 # × # 时,下面哪个算式表示的是正确的竖式计算过程?","1","pep-primary-p3-lower-037","manual S18 review"
"gap-cluster-153","P3","lower","复式统计表","multiple-choice","decimal-introduction | money-decimal | date-calendar | data-table","下面是三年级两个班同学喜欢的水果统计表(单位:人): 一班:苹果 #,香蕉 #,橘子 # 二班:苹果 #,香蕉 #,橘子 # 哪个班喜欢苹果的人数更多?","1","pep-primary-p3-lower-039","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-154","P3","lower","位置与方向（一）","multiple-choice","position-direction | map-orientation | one-digit-divisor-division | division-algorithm","小华站在操场中央,面向北。他先向右转,向前走#米;再向左转,向前走#米。现在小华在出发点的什么方向?","1","pep-primary-p3-lower-041","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-155","P3","lower","笔算乘法","fill-in","two-digit-by-two-digit-multiplication | partial-products | multiplication-estimation | 两位数乘两位数","计算 # × # 时,可以先算 # × # = #,再算 # × # = #,最后把两个积相加。请写出 # × # 的积。","1","pep-primary-p3-lower-042","manual S18 review"
"gap-cluster-156","P3","lower","面积","multiple-choice","area-measurement | unit-square | rectangle-square-area | perimeter-area","一个长方形,长#厘米,宽#厘米。下面说法正确的是:","1","pep-primary-p3-lower-043","manual S18 review"
"gap-cluster-157","P3","lower","年、月、日","fill-in","decimal-introduction | money-decimal | date-calendar | data-table","#年是闰年,#月有#天。小丽从#月#日开始读一本故事书,每天读#页,到#月#日共读了多少页?","1","pep-primary-p3-lower-044","manual S18 review"
"gap-cluster-158","P3","lower","期中综合","multiple-choice","p3-lower-integrated-review | operation-selection | area-measurement | two-digit-multiplication","学校图书室有#个书架,每个书架有#层,每层放#本书。这些书架一共能放多少本书?下面列式正确的是:","1","pep-primary-p3-lower-045","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-159","P3","lower","小数的初步认识","multiple-choice","decimal-introduction | money-decimal | date-calendar | data-table","下面哪个小数表示“#元#角”?","1","pep-primary-p3-lower-049","manual S18 review"
"gap-cluster-160","P3","lower","期末综合","multiple-choice","p3-lower-integrated-review | operation-selection | area-measurement | two-digit-multiplication","三(#)班同学参加兴趣小组情况如下:绘画组#人,舞蹈组#人,书法组#人。绘画组比舞蹈组多几人?全班一共有多少人?","1","pep-primary-p3-lower-050","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-161","P3","upper","时、分、秒","multiple-choice","time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction","小华从家走到学校用了#分钟。他早上#:#从家出发,到学校时是几点?","1","pep-primary-p3-upper-001","manual S18 review"
"gap-cluster-162","P3","upper","长方形和正方形","short-answer","rectangle-square | perimeter | side-length-reasoning | 长方形","一个长方形花坛,长是#米,宽是#米。如果在花坛四周围上篱笆,篱笆长多少米?","1","pep-primary-p3-upper-003","manual S18 review"
"gap-cluster-163","P3","upper","分数的初步认识","multiple-choice","fraction-introduction | unit-fraction | equal-partition | fraction-comparison","把一张圆形纸片平均分成#份,涂色部分占其中的#份。涂色部分可以用哪个分数表示?","1","pep-primary-p3-upper-004","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-164","P3","upper","万以内的加法和减法","short-answer","time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction","图书馆有故事书#本,科技书比故事书多#本。科技书有多少本?","1","pep-primary-p3-upper-006","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-165","P3","upper","倍的认识","multiple-choice","times-as-many | multidigit-by-one-digit-multiplication | division-with-remainder | 倍的认识","果园里有苹果树#棵,梨树的棵数是苹果树的#倍。梨树有多少棵?","1","pep-primary-p3-upper-007","manual S18 review"
"gap-cluster-166","P3","upper","几分之几","short-answer","fraction-introduction | unit-fraction | equal-partition | fraction-comparison","把一根绳子平均分成#段,取其中的#段。这#段是这根绳子的几分之几?","1","pep-primary-p3-upper-009","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-167","P3","upper","期末综合","multiple-choice","p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter","下列哪个图形的涂色部分可以用#/#表示?","1","pep-primary-p3-upper-010","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-168","P3","upper","测量","fill-in","time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction","小华从家到学校要走#分钟,他每天#:#从家出发。今天他比平时晚出发了#分钟,到达学校的时间是几时几分?","1","pep-primary-p3-upper-011","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-169","P3","upper","有余数的除法","short-answer","times-as-many | multidigit-by-one-digit-multiplication | division-with-remainder | 倍的认识","三年级同学做彩旗,每面彩旗需要#米长的彩带。李老师买了#米彩带,最多可以做多少面彩旗?还剩多少米彩带?","1","pep-primary-p3-upper-012","manual S18 review"
"gap-cluster-171","P3","upper","几分之一","fill-in","fraction-introduction | unit-fraction | equal-partition | fraction-comparison","把一张圆形纸片对折两次后,沿折痕剪开,得到大小一样的#份。每份是这张纸的几分之一?","1","pep-primary-p3-upper-014","manual S18 review"
"gap-cluster-172","P3","upper","易错提优","short-answer","p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter","小明用一根铁丝围成了一个边长#厘米的正方形。如果用这根铁丝围成一个长#厘米的长方形,这个长方形的宽是多少厘米?","1","pep-primary-p3-upper-015","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-173","P3","upper","时、分、秒","multiple-choice","time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction","一节课#分钟,课间休息#分钟。第一节课#:#开始,第二节课什么时间开始?","1","pep-primary-p3-upper-016","manual S18 review"
"gap-cluster-174","P3","upper","多位数乘一位数","fill-in","times-as-many | multidigit-by-one-digit-multiplication | division-with-remainder | 倍的认识","一箱矿泉水有#瓶,学校买了#箱。如果把这些矿泉水平均分给#个班,每个班可以分到多少瓶?","1","pep-primary-p3-upper-017","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-175","P3","upper","周长","short-answer","rectangle-square | perimeter | side-length-reasoning | 长方形","一个长方形花坛的宽是#米,长是宽的#倍。这个花坛的周长是多少米?","1","pep-primary-p3-upper-018","manual S18 review"
"gap-cluster-176","P3","upper","分数的初步认识","multiple-choice","fraction-introduction | unit-fraction | equal-partition | fraction-comparison","下面哪幅图的涂色部分可以用三分之一表示? 一个长方形被分成#份,涂了#份。 一个圆形被平均分成#份,涂了#份。 一个正方形被分成#份,其中#份涂色,但#份大小不同。 一条线段被平均分成#份,涂了#份。","1","pep-primary-p3-upper-019","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-177","P3","upper","素养达标","fill-in","p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter","在算式□÷#=#……△中,△最大是几?这时□是多少?","1","pep-primary-p3-upper-020","manual S18 review"
"gap-cluster-178","P3","upper","万以内的加法和减法","short-answer","time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction","小丽从家到公园需要走#分钟。她下午#:#从家出发,到达公园后玩了#小时#分钟,然后原路返回。她回到家时是下午几点几分?请写出计算过程。","1","pep-primary-p3-upper-021","manual S18 review"
"gap-cluster-179","P3","upper","倍的认识","multiple-choice","times-as-many | multidigit-by-one-digit-multiplication | division-with-remainder | 倍的认识","学校图书馆有故事书#本,科技书的数量是故事书的#倍。科技书比故事书多多少本?","1","pep-primary-p3-upper-022","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-180","P3","upper","长方形和正方形","fill-in","rectangle-square | perimeter | side-length-reasoning | 长方形","一个长方形的长是宽的#倍。如果宽是#厘米,那么这个长方形的周长是______厘米。","1","pep-primary-p3-upper-023","manual S18 review"
"gap-cluster-181","P3","upper","几分之几","short-answer","fraction-introduction | unit-fraction | equal-partition | fraction-comparison","把一张圆形纸片平均分成#份,其中#份涂上红色。红色部分占这张纸的几分之几?如果再涂#份蓝色,那么涂色部分一共占这张纸的几分之几?请写出两个分数。","1","pep-primary-p3-upper-024","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-182","P3","upper","期中综合","multiple-choice","p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter","下面哪句话是正确的?","1","pep-primary-p3-upper-025","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-183","P3","upper","测量","fill-in","time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction","一根绳子长#米,第一次用去#分米,第二次用去#厘米。这根绳子还剩下______厘米。","1","pep-primary-p3-upper-026","manual S18 review"
"gap-cluster-184","P3","upper","周长","multiple-choice","rectangle-square | perimeter | side-length-reasoning | 长方形","用两个长#厘米、宽#厘米的长方形拼成一个正方形,这个正方形的周长是多少厘米?","1","pep-primary-p3-upper-028","manual S18 review"
"gap-cluster-185","P3","upper","几分之一","fill-in","fraction-introduction | unit-fraction | equal-partition | fraction-comparison","把一根彩带对折再对折后,每一段的长度是原来彩带长度的几分之一?如果原来彩带长#分米,对折两次后每段长______分米。","1","pep-primary-p3-upper-029","manual S18 review"
"gap-cluster-186","P3","upper","期末综合","short-answer","p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter","小明在计算一道减法题时,把减数#看成了#,算出的差是#。正确的差应该是多少?请写出你的思考过程。","1","pep-primary-p3-upper-030","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-187","P3","upper","时、分、秒","multiple-choice","time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction","小华从家到学校需要走#分钟。他早上#:#从家出发,到达学校时是几点?","1","pep-primary-p3-upper-031","manual S18 review"
"gap-cluster-188","P3","upper","多位数乘一位数","fill-in","times-as-many | multidigit-by-one-digit-multiplication | division-with-remainder | 倍的认识","学校图书馆有故事书#本,科技书的数量是故事书的#倍。科技书有多少本?","1","pep-primary-p3-upper-032","manual S18 review"
"gap-cluster-189","P3","upper","长方形和正方形","short-answer","rectangle-square | perimeter | side-length-reasoning | 长方形","一个长方形花坛的长是#米,宽是#米。工人叔叔沿着花坛边缘围了一圈篱笆,篱笆总长是多少米?","1","pep-primary-p3-upper-033","manual S18 review"
"gap-cluster-190","P3","upper","分数的初步认识","multiple-choice","fraction-introduction | unit-fraction | equal-partition | fraction-comparison","妈妈把一个月饼平均切成#块,小明吃了其中的#块。小明吃了这个月饼的几分之几?","1","pep-primary-p3-upper-034","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-191","P3","upper","易错提优","fill-in","p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter","在计算# + #时,小马虎把#看成了#,他算出的结果比正确结果多多少?","1","pep-primary-p3-upper-035","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-192","P3","upper","倍的认识","multiple-choice","times-as-many | multidigit-by-one-digit-multiplication | division-with-remainder | 倍的认识","公园里有杨树#棵,柳树的棵数是杨树的#倍。柳树有多少棵?","1","pep-primary-p3-upper-037","manual S18 review"
"gap-cluster-193","P3","upper","几分之几","multiple-choice","fraction-introduction | unit-fraction | equal-partition | fraction-comparison","下面哪一项描述的涂色部分可以用#/#表示? 一个圆形被分成#份,其中#份涂色,但每份大小不一样。 一个正方形被平均分成#个小正方形,其中#个小正方形涂色。 一个长方形被平均分成#份,其中#份涂色。 一个三角形被平均分成#份,其中#份涂色。","1","pep-primary-p3-upper-039","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-194","P3","upper","素养达标","fill-in","p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter","一根铁丝刚好围成一个长#厘米、宽#厘米的长方形。如果把这根铁丝改围成一个正方形,这个正方形的边长是( )厘米。","1","pep-primary-p3-upper-040","manual S18 review"
"gap-cluster-195","P3","upper","测量","multiple-choice","time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction","小华从家走到学校用了#分钟。他#:#从家出发,到学校的时间是( )。","1","pep-primary-p3-upper-041","manual S18 review"
"gap-cluster-196","P3","upper","几分之一","fill-in","fraction-introduction | unit-fraction | equal-partition | fraction-comparison","把一张圆形纸片对折再对折,然后展开。其中一份是这张纸的( )分之一。","1","pep-primary-p3-upper-044","manual S18 review"
"gap-cluster-197","P3","upper","期中综合","multiple-choice","p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter","下面哪道题的得数大约是#?","1","pep-primary-p3-upper-045","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-198","P3","upper","时、分、秒","fill-in","time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction","秒针从数字“#”走到数字“#”,经过了( )秒。","1","pep-primary-p3-upper-046","manual S18 review"
"gap-cluster-199","P3","upper","多位数乘一位数","multiple-choice","times-as-many | multidigit-by-one-digit-multiplication | division-with-remainder | 倍的认识","一盒巧克力有#块,小丽吃了其中的#块,小强吃的是小丽的#倍。小强吃了多少块?","1","pep-primary-p3-upper-047","manual S18 review"
"gap-cluster-200","P3","upper","分数的初步认识","multiple-choice","fraction-introduction | unit-fraction | equal-partition | fraction-comparison","下面哪个图形中的涂色部分可以用#/#表示?","1","pep-primary-p3-upper-049","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-201","P3","upper","期末综合","multiple-choice","p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter","一根铁丝刚好围成一个长#厘米、宽#厘米的长方形。如果把这根铁丝改围成一个正方形,这个正方形的边长是多少厘米?","1","pep-primary-p3-upper-050","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-202","P4","lower","四则运算","multiple-choice","four-operations | operation-order | operation-laws | mental-calculation-strategy","计算 # × (# + #) 时,下面哪种做法运用了乘法分配律?","1","pep-primary-p4-lower-001","manual S18 review"
"gap-cluster-203","P4","lower","小数大小比较","fill-in","decimal-place-value | decimal-comparison | decimal-properties | decimal-point-movement","在 #.□# 中,□ 里填一个数字,使它比 # 大。这个数字最小是几?","1","pep-primary-p4-lower-002","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-204","P4","lower","单位换算","short-answer","decimal-addition-subtraction | decimal-place-value | unit-conversion | 小数加减法","一瓶果汁重 # 千克,妈妈用掉了 # 千克后,又倒入 # 千克。现在这瓶果汁重多少千克?请列式并计算。","1","pep-primary-p4-lower-003","manual S18 review"
"gap-cluster-205","P4","lower","观察物体（二）","multiple-choice","triangle-attributes | triangle-classification | viewpoint-geometry | translation-rotation-symmetry","一个三角形,其中两个内角分别是 #° 和 #°,这个三角形按角分类是什么三角形?","1","pep-primary-p4-lower-004","manual S18 review unless prompt is fully textual and unambiguous"
