"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v1-s6-004","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Exam","变式1004：选择：函数 f(x)=2x²+7，求 f'(7)。","30 | 28 | 26 | 32","28","28","f'(x)=4x，代入 x=7 得 4×7=28。","grade-pass-sample"
"hjb-high-ds-v1-s6-010","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Challenge","变式1010：选择：函数 f(x)=11x²+1，求 f'(10)。","220 | 231 | 209 | 242","220","220","f'(x)=22x，代入 x=10 得 22×10=220。","grade-pass-sample"
"hjb-high-ds-v1-s6-020","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Exam","变式1020：填空：函数 f(x)=12x²+1，求 f'(16)。","","384","384","f'(x)=24x，代入 x=16 得 24×16=384。","grade-pass-sample"
"hjb-high-ds-v1-s6-021","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Core","变式1021：解答：函数 f(x)=6x²+9，求 f'(8)。","","96","96","f'(x)=12x，代入 x=8 得 12×8=96。","grade-pass-sample"
"hjb-high-ds-v1-s6-036","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Exam","变式1036：解答：函数 f(x)=2x²+9，求 f'(8)。","","32","32","f'(x)=4x，代入 x=8 得 4×8=32。","grade-pass-sample"
"hjb-high-ds-v1-s6-057","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Core","变式1057：解答：函数 f(x)=7x²+4，求 f'(8)。","","112","112","f'(x)=14x，代入 x=8 得 14×8=112。","grade-pass-sample"
"hjb-high-ds-v1-s6-071","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Foundation","变式1071：填空：函数 f(x)=5x²+1，求 f'(16)。","","160","160","f'(x)=10x，代入 x=16 得 10×16=160。","grade-pass-sample"
"hjb-high-ds-v1-s6-073","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Core","变式1073：选择：函数 f(x)=3x²+2，求 f'(14)。","87 | 81 | 90 | 84","84","84","f'(x)=6x，代入 x=14 得 6×14=84。","grade-pass-sample"
"hjb-high-ds-v1-s6-076","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Exam","变式1076：选择：从 6 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","15 | 16 | 14 | 17","15","15","组合数 C(6,2)=6×5/2=15。","grade-pass-sample"
"hjb-high-ds-v1-s6-078","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Challenge","变式1078：解答：从 3 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","3","3","组合数 C(3,2)=3×2/2=3。","grade-pass-sample"
"hjb-high-ds-v1-s6-080","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Exam","变式1080：填空：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","45","45","组合数 C(10,2)=10×9/2=45。","grade-pass-sample"
"hjb-high-ds-v1-s6-100","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Exam","变式1100：选择：从 14 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","92 | 90 | 91 | 93","91","91","组合数 C(14,2)=14×13/2=91。","grade-pass-sample"
"hjb-high-ds-v1-s6-110","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Challenge","变式1110：填空：从 7 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","21","21","组合数 C(7,2)=7×6/2=21。","grade-pass-sample"
"hjb-high-ds-v1-s6-137","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Core","变式1137：填空：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","66","66","组合数 C(12,2)=12×11/2=66。","grade-pass-sample"
"hjb-high-ds-v1-s6-142","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Challenge","变式1142：选择：从 14 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","91 | 92 | 90 | 93","91","91","组合数 C(14,2)=14×13/2=91。","grade-pass-sample"
"hjb-high-ds-v1-s6-146","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Challenge","变式1146：填空：从 13 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","78","78","组合数 C(13,2)=13×12/2=78。","grade-pass-sample"
"hjb-high-ds-v1-s6-153","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Core","变式1153：解答：若事件 A 有 12 种情况，且每种 A 情况下事件 B 有 14 种情况，则按分步计数共有多少种结果？","","168","168","分步计数原理：总数=12×14=168。","grade-pass-sample"
"hjb-high-ds-v1-s6-183","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Foundation","变式1183：解答：若事件 A 有 11 种情况，且每种 A 情况下事件 B 有 17 种情况，则按分步计数共有多少种结果？","","187","187","分步计数原理：总数=11×17=187。","grade-pass-sample"
"hjb-high-ds-v1-s6-186","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Challenge","变式1186：解答：若事件 A 有 8 种情况，且每种 A 情况下事件 B 有 8 种情况，则按分步计数共有多少种结果？","","64","64","分步计数原理：总数=8×8=64。","grade-pass-sample"
"hjb-high-ds-v1-s6-212","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Foundation","变式1212：填空：若事件 A 有 10 种情况，且每种 A 情况下事件 B 有 16 种情况，则按分步计数共有多少种结果？","","160","160","分步计数原理：总数=10×16=160。","grade-pass-sample"
"hjb-high-ds-v1-s6-223","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Challenge","变式1223：选择：若事件 A 有 9 种情况，且每种 A 情况下事件 B 有 11 种情况，则按分步计数共有多少种结果？","99 | 108 | 90 | 117","99","99","分步计数原理：总数=9×11=99。","grade-pass-sample"
"hjb-high-ds-v1-s6-224","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Foundation","变式1224：填空：若事件 A 有 3 种情况，且每种 A 情况下事件 B 有 17 种情况，则按分步计数共有多少种结果？","","51","51","分步计数原理：总数=3×17=51。","grade-pass-sample"
"hjb-high-ds-v1-s6-232","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","变式1232：选择：一组数据为 12，24，36，求这组数据的平均数。","25 | 23 | 24 | 26","24","24","三数等差，中间数就是平均数，所以平均数为 24。","grade-pass-sample"
"hjb-high-ds-v1-s6-239","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","变式1239：填空：一组数据为 12，15，18，求这组数据的平均数。","","15","15","三数等差，中间数就是平均数，所以平均数为 15。","grade-pass-sample"
"hjb-high-ds-v1-s6-254","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","变式1254：填空：一组数据为 9，13，17，求这组数据的平均数。","","13","13","三数等差，中间数就是平均数，所以平均数为 13。","grade-pass-sample"
"hjb-high-ds-v1-s6-255","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","变式1255：解答：一组数据为 8，14，20，求这组数据的平均数。","","14","14","三数等差，中间数就是平均数，所以平均数为 14。","grade-pass-sample"
"hjb-high-ds-v1-s6-258","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","变式1258：解答：一组数据为 11，12，13，求这组数据的平均数。","","12","12","三数等差，中间数就是平均数，所以平均数为 12。","grade-pass-sample"
"hjb-high-ds-v1-s6-260","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","变式1260：填空：一组数据为 9，17，25，求这组数据的平均数。","","17","17","三数等差，中间数就是平均数，所以平均数为 17。","grade-pass-sample"
"hjb-high-ds-v1-s6-261","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","变式1261：解答：一组数据为 11，24，37，求这组数据的平均数。","","24","24","三数等差，中间数就是平均数，所以平均数为 24。","grade-pass-sample"
"hjb-high-ds-v1-s6-277","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","变式1277：选择：一组数据为 8，14，20，求这组数据的平均数。","15 | 14 | 13 | 16","14","14","三数等差，中间数就是平均数，所以平均数为 14。","grade-pass-sample"
"hjb-high-ds-v1-s6-285","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","变式1285：解答：一组数据为 8，18，28，求这组数据的平均数。","","18","18","三数等差，中间数就是平均数，所以平均数为 18。","grade-pass-sample"
"hjb-high-ds-v1-s6-287","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","变式1287：填空：一组数据为 7，19，31，求这组数据的平均数。","","19","19","三数等差，中间数就是平均数，所以平均数为 19。","grade-pass-sample"
"hjb-high-ds-v1-s6-299","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","变式1299：填空：一组数据为 9，14，19，求这组数据的平均数。","","14","14","三数等差，中间数就是平均数，所以平均数为 14。","grade-pass-sample"
"hjb-high-ds-v1-s6-317","S6","选择性必修 第一册复习","数列","数列综合复习","fill-in","Foundation","变式1317：填空：等差数列首项为 2，公差为 2，求第 9 项。","","18","18","a_9=a_1+(9-1)d=2+8×2=18。","grade-pass-sample"
"hjb-high-ds-v1-s6-341","S6","选择性必修 第一册复习","平面直角坐标系中的直线","解析几何直线综合复习","fill-in","Foundation","变式1341：填空：直线经过点 (4,8) 和 (5,28)，求斜率。","","20","20","斜率=(28-8)/(5-4)=20。","grade-pass-sample"
"hjb-high-ds-v1-s6-348","S6","选择性必修 第一册复习","平面直角坐标系中的直线","解析几何直线综合复习","short-answer","Core","变式1348：解答：直线经过点 (10,9) 和 (11,17)，求斜率。","","8","8","斜率=(17-9)/(11-10)=8。","grade-pass-sample"
"hjb-high-ds-v1-s6-355","S6","选择性必修 第一册复习","圆锥曲线","圆锥曲线综合复习","multiple-choice","Challenge","变式1355：选择：椭圆 x²/100+y²/64=1 中，求 c²=a²-b² 的值。","38 | 34 | 36 | 40","36","36","这里 a²=100，b²=64，所以 c²=100-64=36。","grade-pass-sample"
"hjb-high-ds-v1-s6-385","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","fill-in","Challenge","变式1385：填空：空间向量 p=(2,15,5)，求 |p|²。","","254","254","|p|²=2²+15²+5²=254。","grade-pass-sample"
"hjb-high-ds-v1-s6-394","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","multiple-choice","Challenge","变式1394：选择：空间向量 p=(7,11,12)，求 |p|²。","321 | 314 | 307 | 328","314","314","|p|²=7²+11²+12²=314。","grade-pass-sample"
"hjb-high-ds-v1-s6-405","S6","跨册综合复习","跨册综合：函数与导数","函数、导数与不等式综合","fill-in","Core","变式1405：填空：已知 f(x)=3x+7，求 f(20)。","","67","67","f(20)=3×20+7=67。","grade-pass-sample"
"hjb-high-ds-v1-s6-407","S6","跨册综合复习","跨册综合：函数与导数","函数、导数与不等式综合","fill-in","Foundation","变式1407：填空：已知 f(x)=7x+12，求 f(12)。","","96","96","f(12)=7×12+12=96。","grade-pass-sample"
"hjb-high-ds-v1-s6-421","S6","跨册综合复习","跨册综合：三角向量解析几何","三角、向量与解析几何综合","fill-in","Challenge","变式1421：填空：在三角形 ABC 中，若 AB=7，AC=20，且 ∠A=60°，表达式 AB·AC 的值是多少？","","140","140","AB·AC 只表示两边长度乘积，7×20=140。","grade-pass-sample"
"hjb-high-ds-v1-s6-441","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","fill-in","Core","变式1441：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 2 和 4，这两条棱围成的矩形面积是多少？","","8","8","相邻垂直棱围成矩形，面积=2×4=8。","grade-pass-sample"
"hjb-high-ds-v1-s6-447","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","fill-in","Core","变式1447：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 12 和 18，这两条棱围成的矩形面积是多少？","","216","216","相邻垂直棱围成矩形，面积=12×18=216。","grade-pass-sample"
"hjb-high-ds-v1-s6-480","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","multiple-choice","Core","变式1480：选择：袋中有 5 个红球和 9 个蓝球，随机取出 1 个，取到红球的概率是多少？","9/14 | 5/14 | 6/14 | 5/15","5/14","5/14","总球数为 14，红球 5 个，所以概率为 5/14。","grade-pass-sample"
"hjb-high-ds-v1-s6-482","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","变式1482：选择：等差数列首项为 5，公差为 7，求第 14 项。","97 | 95 | 98 | 96","96","96","a_14=a_1+(14-1)d=5+13×7=96。","grade-pass-sample"
"hjb-high-ds-v1-s6-484","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","变式1484：选择：等差数列首项为 11，公差为 12，求第 14 项。","168 | 167 | 166 | 169","167","167","a_14=a_1+(14-1)d=11+13×12=167。","grade-pass-sample"
"hjb-high-ds-v1-s6-497","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","变式1497：选择：等差数列首项为 9，公差为 9，求第 4 项。","37 | 36 | 35 | 38","36","36","a_4=a_1+(4-1)d=9+3×9=36。","grade-pass-sample"
"hjb-high-ds-v1-s6-500","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","变式1500：选择：等差数列首项为 10，公差为 13，求第 5 项。","63 | 61 | 62 | 64","62","62","a_5=a_1+(5-1)d=10+4×13=62。","grade-pass-sample"
