"id","grade","semester","topicId","unitTitle","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-primary-ds-v1-p2-076","P2","upper","hjb-primary-p2-upper-multiplication-facts","表内乘法","multiple-choice","Challenge","小华有4个盒子，每个盒子里都放着同样多的铅笔。他数了数，一共有28支铅笔。下面哪个算式可以正确表示铅笔的总数？","4×7=28 | 4+7=11 | 28−4=24 | 7+4=11","4×7=28","4×7=28","4个盒子一共28支，每个盒子有7支。表示总数可以用4×7=28。其他选项不是表示4个7的乘法。","grade-pass-sample"
"hjb-primary-ds-v1-p2-087","P2","upper","hjb-primary-p2-upper-multiplication-facts","表内乘法","short-answer","Core","小丽买了4袋糖果，每袋6颗。她一共买了多少颗糖果？请写出乘法算式和口诀。","","4×6=24（颗），四六二十四","4×6=24（颗），四六二十四 | 6×4=24（颗），四六二十四","4袋糖果，每袋6颗，就是4个6，用乘法4×6=24或6×4=24，口诀都是“四六二十四”。","grade-pass-sample"
"hjb-primary-ds-v1-p2-094","P2","upper","hjb-primary-p2-upper-classification","分类与整理","multiple-choice","Challenge","下面哪种分类标准是正确的？一组物品：铅笔、橡皮、尺子、苹果、香蕉、橘子。","按形状分：长的和短的 | 按用途分：学习用品和水果 | 按颜色分：红色和黄色 | 按大小分：大的和小的","按用途分：学习用品和水果","按用途分：学习用品和水果","铅笔、橡皮、尺子是学习用品，苹果、香蕉、橘子是水果，按用途分类合理。其他标准不能清晰区分所有物品。","grade-pass-sample"
"hjb-primary-ds-v1-p2-097","P2","upper","hjb-primary-p2-upper-classification","分类与整理","multiple-choice","Challenge","老师让同学们把下面的动物卡片分成两组。卡片有：金鱼、燕子、蝴蝶、鲨鱼、老鹰、海豚。下面哪种分法是正确的？","按会不会飞分：会飞的有燕子、蝴蝶、老鹰；不会飞的有金鱼、鲨鱼、海豚 | 按生活地点分：水里生活的有金鱼、鲨鱼、海豚；天上飞的有燕子、蝴蝶、老鹰 | 按是不是昆虫分：昆虫有蝴蝶；不是昆虫的有金鱼、燕子、鲨鱼、老鹰、海豚 | 按是不是鱼分：是鱼的有金鱼、鲨鱼、海豚；不是鱼的有燕子、蝴蝶、老鹰","按会不会飞分：会飞的有燕子、蝴蝶、老鹰；不会飞的有金鱼、鲨鱼、海豚","按会不会飞分：会飞的有燕子、蝴蝶、老鹰；不会飞的有金鱼、鲨鱼、海豚","按会不会飞分，燕子、蝴蝶、老鹰会飞，金鱼、鲨鱼、海豚不会飞，每个动物只在一组，分类正确。其他选项都有动物被分错组。","grade-pass-sample"
"hjb-primary-ds-v1-p2-102","P2","upper","hjb-primary-p2-upper-classification","分类与整理","short-answer","Foundation","二（1）班同学最喜欢的水果情况如下：苹果：12人，香蕉：8人，橘子：10人，草莓：6人。请你说一说，最喜欢哪种水果的人数最多？","","苹果","苹果 | 最喜欢苹果的人数最多","比较人数：12>10>8>6，所以最喜欢苹果的人数最多。","grade-pass-sample"
"hjb-primary-ds-v1-p2-107","P2","upper","hjb-primary-p2-upper-classification","分类与整理","fill-in","Core","按“是否主要生活在水中”把下面的动物分成两类，并写出分类标准。动物：金鱼、燕子、蝴蝶、鲨鱼、老鹰、蜻蜓。第一类：______，第二类：______。分类标准：______。","","第一类：金鱼、鲨鱼；第二类：燕子、蝴蝶、老鹰、蜻蜓；分类标准：是否主要生活在水中","第一类：金鱼、鲨鱼；第二类：燕子、蝴蝶、老鹰、蜻蜓；分类标准：是否主要生活在水中 | 金鱼、鲨鱼；燕子、蝴蝶、老鹰、蜻蜓；是否主要生活在水中 | 水中生活：金鱼、鲨鱼；不在水中生活：燕子、蝴蝶、老鹰、蜻蜓","金鱼、鲨鱼主要生活在水中；燕子、蝴蝶、老鹰、蜻蜓不主要生活在水中，所以可以按是否主要生活在水中分类。","grade-pass-sample"
"hjb-primary-ds-v1-p2-108","P2","upper","hjb-primary-p2-upper-classification","分类与整理","short-answer","Foundation","老师调查了同学们最喜欢的水果，结果如下：苹果：9人，香蕉：6人，草莓：12人，橘子：3人。请回答：最喜欢草莓的比最喜欢橘子的多几人？","","9人","9人 | 9","草莓12人，橘子3人，12-3=9，所以多9人。","grade-pass-sample"
"hjb-primary-ds-v1-p2-109","P2","upper","hjb-primary-p2-upper-classification","分类与整理","multiple-choice","Core","下面是一些图形：圆形、正方形、三角形、长方形、圆形、正方形、圆形、三角形。按形状分类后，哪种图形最多？","圆形 | 正方形 | 三角形 | 长方形","圆形","圆形","圆形有3个，正方形2个，三角形2个，长方形1个。3>2>1，所以圆形最多。","grade-pass-sample"
"hjb-primary-ds-v1-p2-115","P2","upper","hjb-primary-p2-upper-classification","分类与整理","multiple-choice","Core","二（1）班同学在整理图书角时，把图书分成了三类：故事书、科普书和漫画书。他们数了数，故事书有15本，科普书有8本，漫画书有12本。请问他们是用什么标准进行分类的？","按书的大小分类 | 按书的颜色分类 | 按书的内容分类 | 按书的价格分类","按书的内容分类","按书的内容分类","故事书、科普书和漫画书是根据书的内容不同来区分的，所以分类标准是“书的内容”。","grade-pass-sample"
"hjb-primary-ds-v1-p2-118","P2","upper","hjb-primary-p2-upper-math-square-review","二年级上册数学广场与整理复习","multiple-choice","Foundation","下面哪种整理复习的方法最好？","把所有的题目重新做一遍 | 把错题分类，找出错误原因，再练习同类题 | 只看课本上的例题 | 只做计算题，不做应用题","把错题分类，找出错误原因，再练习同类题","把错题分类，找出错误原因，再练习同类题","整理复习时，分类分析错题能针对薄弱点，提高效率。其他方法要么重复劳动，要么范围太窄。","grade-pass-sample"
"hjb-primary-ds-v1-p2-120","P2","upper","hjb-primary-p2-upper-math-square-review","二年级上册数学广场与整理复习","short-answer","Foundation","小杰在复习方向时，写了一段话：""早晨，我面向太阳，前面是东，后面是西，左面是北，右面是南。""他写得对吗？如果不对，请改正。","","不对，左面是北，右面是南。改正：左面是北，右面是南。","不对，左面是北，右面是南。改正：左面是北，右面是南。 | 不对，左面是北，右面是南。 | 不对，左和右写反了，应该是左北右南。 | 不对，早晨面向太阳，前面是东，后面是西，左面是北，右面是南。","早晨面向太阳即面向东，按顺时针方向，右是南，后是西，左是北。小杰把左右方向写反了。","grade-pass-sample"
"hjb-primary-ds-v1-p2-121","P2","upper","hjb-primary-p2-upper-math-square-review","二年级上册数学广场与整理复习","multiple-choice","Core","小乐在整理自己的错题本时，看到一道题：""一盒巧克力有6颗，妈妈买了4盒，一共有多少颗巧克力？"" 他列的算式是6+4=10（颗）。小乐出错的原因是什么？","把乘法问题当成了加法 | 没有写单位名称 | 计算错误 | 题目看错了数字","把乘法问题当成了加法","把乘法问题当成了加法","每盒6颗，4盒就是4个6，应该用乘法6×4=24（颗）。小乐用了加法，说明他根据“一共”这个词就选了加法，没有分析数量关系。","grade-pass-sample"
"hjb-primary-ds-v1-p2-125","P2","upper","hjb-primary-p2-upper-math-square-review","二年级上册数学广场与整理复习","fill-in","Core","在数学广场活动中，小亮观察一组图形：△□○△□○△□○…… 他发现规律是每3个图形重复一次。按照这个规律，第10个图形是（  ）。","","△","△ | 三角形","周期是3，10÷3=3组余1个，余1就是周期里的第1个图形△。注意余数对应位置，余0才是最后一个。","grade-pass-sample"
"hjb-primary-ds-v1-p2-129","P2","upper","hjb-primary-p2-upper-math-square-review","二年级上册数学广场与整理复习","short-answer","Core","小明面向东站立，他向右转两次后，面向哪个方向？请写出方向，并说明你是怎样想的。","","西","西 | 西面 | 西方 | 西方向","面向东，右转一次面向南，再右转一次面向西。可以画方向标帮助思考：东→南→西。","grade-pass-sample"
"hjb-primary-ds-v1-p2-134","P2","upper","hjb-primary-p2-upper-math-square-review","二年级上册数学广场与整理复习","fill-in","Foundation","把下面的加法算式改写成乘法算式：7+7+7+7+7=______。","","7×5=35","7×5=35 | 7×5=35。 | 5×7=35 | 5×7=35。","5个7相加，写成乘法是7×5或5×7，结果都是35。注意乘法是求几个相同加数和的简便运算。","grade-pass-sample"
"hjb-primary-ds-v1-p2-140","P2","lower","hjb-primary-p2-lower-division-facts","表内除法","fill-in","Foundation","有18个苹果，每3个装一袋，可以装____袋。","","6","6 | 6袋","这是包含分问题，求18里面有几个3，用除法18÷3=6（袋）。","grade-pass-sample"
"hjb-primary-ds-v1-p2-147","P2","lower","hjb-primary-p2-lower-division-facts","表内除法","short-answer","Core","妈妈买了18颗糖，每6颗装一袋，可以装几袋？请写出除法算式并回答。","","18 ÷ 6 = 3（袋）","18 ÷ 6 = 3（袋） | 18÷6=3（袋）","这是包含分，求份数。总数18除以每份数6，口诀三六十八，商是3，单位是“袋”。","grade-pass-sample"
"hjb-primary-ds-v1-p2-158","P2","lower","hjb-primary-p2-lower-division-facts","表内除法","fill-in","Foundation","把12块饼干平均分给4个小朋友，每个小朋友分到___块。","","3","3 | 3块","12块饼干平均分成4份，求每份数，用除法12÷4=3（块）。","grade-pass-sample"
"hjb-primary-ds-v1-p2-159","P2","lower","hjb-primary-p2-lower-division-facts","表内除法","short-answer","Core","王老师有20本练习本，每个同学发5本，可以发给几个同学？请写出除法算式并解答。","","20÷5=4（个）","20÷5=4（个） | 20÷5=4 | 20÷5＝4（个） | 20÷5＝4","总数20本，每份5本，求份数，用除法。20÷5，想乘法口诀“四五二十”，商是4，单位是“个”。","grade-pass-sample"
"hjb-primary-ds-v1-p2-160","P2","lower","hjb-primary-p2-lower-division-facts","表内除法","multiple-choice","Foundation","下面哪个问题表示“把15平均分成3份，求每份是多少”，可以用“15÷3”来解决？","把15个气球平均分给3个小朋友，每人分几个？ | 有15个气球，送给小朋友3个，还剩几个？ | 有15个气球，每5个扎成一束，可以扎成几束？ | 小明有15个气球，小红有3个气球，小明比小红多几个？","把15个气球平均分给3个小朋友，每人分几个？","把15个气球平均分给3个小朋友，每人分几个？","把15个气球平均分给3个小朋友，求每人几个，就是15÷3。其他选项分别用减法或15÷5解决。","grade-pass-sample"
"hjb-primary-ds-v1-p2-179","P2","lower","hjb-primary-p2-lower-time","时间在哪里","fill-in","Core","根据描述写出时间：时针刚走过7，分针指向11。这时是___时___分。","","7时55分","7时55分 | 7:55","时针刚过7表示7时多；分针指向11，11大格是55分，所以是7时55分。","grade-pass-sample"
"hjb-primary-ds-v1-p2-180","P2","lower","hjb-primary-p2-lower-time","时间在哪里","short-answer","Foundation","小东晚上8:30上床，听故事用了15分钟，然后立刻睡觉。他几点几分开始睡觉？","","8时45分","8时45分 | 8:45","8时30分加15分，30+15=45，未满60分，所以是8时45分。","grade-pass-sample"
"hjb-primary-ds-v1-p2-195","P2","lower","hjb-primary-p2-lower-within-10000-number-sense","万以内的数","multiple-choice","Core","比较大小：在○里填上“>”“<”或“=”。\n5078 ○ 5087","> | < | = | 无法比较","<","<","千位和百位相同，比较十位：7<8，所以5078<5087。","grade-pass-sample"
"hjb-primary-ds-v1-p2-198","P2","lower","hjb-primary-p2-lower-within-10000-number-sense","万以内的数","fill-in","Foundation","用数字卡片4、0、7、2摆出一个最大的四位数，这个数是______。","","7420","7420","要组成最大的四位数，把最大的数字7放在千位，然后依次是4、2、0，所以是7420。","grade-pass-sample"
"hjb-primary-ds-v1-p2-208","P2","lower","hjb-primary-p2-lower-two-three-digit-add-sub","两位数与三位数的加减法","fill-in","Foundation","计算：423 + 198 = ______。","","621","621","个位3+8=11，写1进1；十位2+9+1=12，写2进1；百位4+1+1=6，结果是621。","grade-pass-sample"
"hjb-primary-ds-v1-p2-209","P2","lower","hjb-primary-p2-lower-two-three-digit-add-sub","两位数与三位数的加减法","multiple-choice","Core","果园里有苹果树345棵，梨树比苹果树少168棵。梨树有多少棵？下面哪个算式和结果都正确？","345 + 168 = 513（棵） | 345 - 168 = 187（棵） | 345 - 168 = 177（棵） | 168 - 345 = 177（棵）","345 - 168 = 177（棵）","345 - 168 = 177（棵）","梨树比苹果树少，用减法：345 - 168。个位5-8不够，向十位借1，15-8=7；十位4借走1剩3，3-6不够，向百位借1，13-6=7；百位3借走1剩2，2-1=1，结果是177。","grade-pass-sample"
"hjb-primary-ds-v1-p2-212","P2","lower","hjb-primary-p2-lower-two-three-digit-add-sub","两位数与三位数的加减法","fill-in","Foundation","用竖式计算 506 - 238，差的百位是（    ），十位是（    ），个位是（    ）。","","2,6,8","2,6,8 | 268","个位6减8不够，向十位借1，十位是0，向百位借1，百位5变4，十位10变9，个位16-8=8；十位9-3=6；百位4-2=2，差是268。","grade-pass-sample"
"hjb-primary-ds-v1-p2-216","P2","lower","hjb-primary-p2-lower-two-three-digit-add-sub","两位数与三位数的加减法","fill-in","Foundation","计算：345 + 278 = ______","","623","623","个位5+8=13，写3进1；十位4+7+1=12，写2进1；百位3+2+1=6，结果是623。","grade-pass-sample"
"hjb-primary-ds-v1-p2-220","P2","lower","hjb-primary-p2-lower-two-three-digit-add-sub","两位数与三位数的加减法","fill-in","Foundation","先估算，再计算：789 + 156 ≈ ______，789 + 156 = ______","","950,945","950,945 | 945,950","估算：789≈790，156≈160，790+160=950。精确计算：个位9+6=15，写5进1；十位8+5+1=14，写4进1；百位7+1+1=9，结果是945。","grade-pass-sample"
"hjb-primary-ds-v1-p2-224","P2","lower","hjb-primary-p2-lower-two-three-digit-add-sub","两位数与三位数的加减法","fill-in","Foundation","一捆绳子长 100 厘米，先用去 38 厘米，又用去 45 厘米，还剩 ___ 厘米。","","17","17 | 17厘米","两次共用去 38+45=83 厘米，100-83=17 厘米。","grade-pass-sample"
"hjb-primary-ds-v1-p2-227","P2","lower","hjb-primary-p2-lower-two-three-digit-add-sub","两位数与三位数的加减法","multiple-choice","Core","小丁有 268 张卡片，小亚有 195 张卡片，小丁比小亚多多少张卡片？下面哪个算式和结果都正确？","268 + 195 = 463（张） | 268 - 195 = 73（张） | 268 - 195 = 173（张） | 195 + 73 = 268（张）","268 - 195 = 73（张）","268 - 195 = 73（张）","求小丁比小亚多多少，用减法：268 - 195。个位8-5=3，十位6减9不够，从百位退1，16-9=7，百位剩1-1=0，结果是73张。选项B正确。","grade-pass-sample"
"hjb-primary-ds-v1-p2-228","P2","lower","hjb-primary-p2-lower-two-three-digit-add-sub","两位数与三位数的加减法","fill-in","Foundation","用竖式计算 523 - 187，并验算。\n竖式：\n  5 2 3\n- 1 8 7\n______\n验算：用差加上减数，看是否等于被减数。\n差是 ______，187 + ______ = ______，与被减数 523 相同，所以计算正确。","","336,336,523","336,336,523","竖式：个位3减7不够，从十位退1，13-7=6；十位1减8不够，从百位退1，11-8=3；百位4-1=3，差是336。验算：336+187=523，等于被减数，正确。","grade-pass-sample"
"hjb-primary-ds-v1-p2-236","P2","lower","hjb-primary-p2-lower-math-square-review","二年级下册数学广场与整理复习","fill-in","Foundation","小华在复习时看到一道题：把24个苹果平均分给6个小朋友，每个小朋友分到几个？他列式24÷6=4（个）。请你写出他用的数学模型名称。","","等分除","等分除 | 平均分","把总数平均分成几份，求每份是多少，用除法，这种模型叫等分除或平均分。","grade-pass-sample"
"hjb-primary-ds-v1-p2-246","P2","lower","hjb-primary-p2-lower-math-square-review","二年级下册数学广场与整理复习","multiple-choice","Foundation","小玲在整理错题时发现一道题：把24块饼干平均分给6个小朋友，每人分几块？她写成了24÷4=6。她的错误是什么？","把平均分当成了包含除 | 把除数6看成了4 | 把乘法口诀记错了 | 没有写单位名称","把除数6看成了4","把除数6看成了4","题目是24块饼干平均分给6人，正确算式是24÷6=4，每人4块。小玲写成24÷4=6，把除数6错看成4，所以选“把除数6看成了4”。","grade-pass-sample"
"hjb-primary-ds-v1-p2-247","P2","lower","hjb-primary-p2-lower-math-square-review","二年级下册数学广场与整理复习","multiple-choice","Foundation","小明做了一道题：从8:15开始看书，看了30分钟，结束时间是几时几分？他写8:15+30=8:45。下面哪种检查方法最合适？","用减法验算加法 | 重新数一数分钟 | 用结束时间减去开始时间看是否等于30分钟 | 把8:15改成8时15分再算","用结束时间减去开始时间看是否等于30分钟","用结束时间减去开始时间看是否等于30分钟","小明算得8:45，检查时用结束时间8:45减去开始时间8:15，得到30分钟，符合条件，说明计算正确。这种逆运算检查最合适。","grade-pass-sample"
"hjb-primary-ds-v1-p2-249","P2","lower","hjb-primary-p2-lower-math-square-review","二年级下册数学广场与整理复习","multiple-choice","Foundation","小芳在复习时看到一道题：一盒巧克力有3层，每层8块，一共有多少块？她选了3+8=11。她选错模型的原因是什么？","看到“一共”就用加法 | 没有数清楚层数 | 把乘法口诀背错了 | 没有写答句","看到“一共”就用加法","看到“一共”就用加法","题目是每层8块，有3层，求总数应该用乘法3×8=24。小芳看到“一共”就用了加法，属于看到关键词就选模型，没有分析数量关系。","grade-pass-sample"
"hjb-primary-ds-v1-p3-006","P3","upper","hjb-primary-p3-upper-review-place-value-operations","三年级上册复习与数的运算","short-answer","Foundation","计算 234 + 567 之前，先说出每个加数中每个数字表示的意义，再计算并验算。","","234 中，2 表示 2 个百，3 表示 3 个十，4 表示 4 个一；567 中，5 表示 5 个百，6 表示 6 个十，7 表示 7 个一。计算：234 + 567 = 801。验算：801 - 567 = 234，或 801 - 234 = 567，结果正确。","234 中，2 表示 2 个百，3 表示 3 个十，4 表示 4 个一；567 中，5 表示 5 个百，6 表示 6 个十，7 表示 7 个一。计算：234 + 567 = 801。验算：801 - 567 = 234，或 801 - 234 = 567，结果正确。","先根据位值说出每个数字的意义，再计算。个位 4+7=11，向十位进 1，十位 3+6+1=10，向百位进 1，百位 2+5+1=8，得 801。用减法验算：801-567=234，符合原加数。","grade-pass-sample"
"hjb-primary-ds-v1-p3-019","P3","upper","hjb-primary-p3-upper-review-place-value-operations","三年级上册复习与数的运算","multiple-choice","Challenge","下面哪个算式中的“6”表示 6 个百？","A. 263 + 145 | B. 609 - 234 | C. 716 + 82 | D. 560 - 320","B. 609 - 234","B. 609 - 234","在 609 中，6 在百位上，表示 6 个百。其他选项中，A 的 6 在十位，C 的 6 在个位，D 的 6 在十位。","grade-pass-sample"
"hjb-primary-ds-v1-p3-025","P3","upper","hjb-primary-p3-upper-multiplication-division-extension","乘与除","multiple-choice","Core","一盒巧克力有24块，每个小朋友分5块，最多可以分给几个小朋友？","5个 | 4个 | 6个 | 3个","4个","4个","24÷5=4余4，商4表示可以分给4个小朋友，余数4块不够再分一人。选项5个是余数当一人，6个是24÷4，3个是估算错误。","grade-pass-sample"
"hjb-primary-ds-v1-p3-031","P3","upper","hjb-primary-p3-upper-multiplication-division-extension","乘与除","multiple-choice","Challenge","小雅有 45 张贴纸，每 6 张贴成一行。她贴了完整的行后，剩下的贴纸不够贴满一行。下面哪句话是正确的？","她贴了 7 行，剩下 3 张 | 她贴了 8 行，剩下 3 张 | 她贴了 7 行，剩下 9 张 | 她贴了 6 行，剩下 9 张","她贴了 7 行，剩下 3 张","她贴了 7 行，剩下 3 张","45 ÷ 6 = 7（行）……3（张）。商是完整的行数，余数是剩下的张数。余数 3 小于除数 6，所以不能再贴满一行。","grade-pass-sample"
"hjb-primary-ds-v1-p3-035","P3","upper","hjb-primary-p3-upper-multiplication-division-extension","乘与除","fill-in","Challenge","用一堆小棒摆三角形，每个三角形用 3 根小棒。摆完后小棒没有剩余。如果改用这些小棒摆正方形，每个正方形用 4 根，摆完后也没有剩余。这堆小棒最少有多少根？","","12","12 | 12根 | 12 根","小棒根数既是 3 的倍数（摆三角形无剩余），又是 4 的倍数（摆正方形无剩余）。3 和 4 的最小公倍数是 12，所以最少 12 根。","grade-pass-sample"
"hjb-primary-ds-v1-p3-041","P3","upper","hjb-primary-p3-upper-time-measurement","时间与日程推理","fill-in","Core","小杰下午2:15开始做数学作业，他用了40分钟完成。完成作业的时刻是下午（ ）。","","2:55","2:55 | 下午2:55","2:15经过40分钟：15+40=55分，小时不变，所以是2:55。注意分钟满60才进位，这里55<60，直接写2:55。","grade-pass-sample"
"hjb-primary-ds-v1-p3-042","P3","upper","hjb-primary-p3-upper-time-measurement","时间与日程推理","short-answer","Foundation","小丽上午8:10到校，上午11:40放学。她上午在校多长时间？请写出计算过程。","","3小时30分钟","3小时30分钟 | 3小时30分 | 3时30分","从8:10到11:10是3小时，再到11:40是30分钟，合起来3小时30分钟。注意不是用11-8=3小时，40-10=30分，直接组合。","grade-pass-sample"
"hjb-primary-ds-v1-p3-045","P3","upper","hjb-primary-p3-upper-time-measurement","时间与日程推理","short-answer","Core","小华上午9:15从家出发去公园，路上用了25分钟。他到达公园的时刻是上午（ ）。","","9:40","9:40 | 上午9:40","9:15经过25分钟：15+25=40分，小时不变，所以是9:40。注意分钟相加未满60，直接写9:40。","grade-pass-sample"
"hjb-primary-ds-v1-p3-050","P3","upper","hjb-primary-p3-upper-time-measurement","时间与日程推理","fill-in","Foundation","小芳下午3:40开始练琴，练了50分钟后结束。她结束的时间是下午（ ）时（ ）分。","","4时30分","4时30分 | 4:30","3:40加50分钟，40+50=90分，即1小时30分，所以3时+1时30分=4时30分。注意分钟满60要转化为小时。","grade-pass-sample"
"hjb-primary-ds-v1-p3-055","P3","upper","hjb-primary-p3-upper-time-measurement","时间与日程推理","multiple-choice","Core","妈妈上午8:40出门买菜，9:15回到家。下面哪个说法是正确的？","妈妈买菜用了35分钟 | 妈妈买菜用了25分钟 | 妈妈买菜用了1小时15分钟 | 妈妈买菜用了45分钟","妈妈买菜用了35分钟","妈妈买菜用了35分钟","从8:40到9:15，分针从8走到3，走了7大格，是35分钟。","grade-pass-sample"
"hjb-primary-ds-v1-p3-064","P3","upper","hjb-primary-p3-upper-one-digit-multiplication","用一位数乘","multiple-choice","Core","估算 389 × 6 的结果，下面哪个估算最接近精确值？","把 389 看作 400，400×6=2400 | 把 389 看作 390，390×6=2340 | 把 389 看作 380，380×6=2280 | 把 389 看作 300，300×6=1800","把 389 看作 390，390×6=2340","把 389 看作 390，390×6=2340","389×6=2334。选项估算：400×6=2400，差66；390×6=2340，差6；380×6=2280，差54；300×6=1800，差534。390×6最接近。","grade-pass-sample"
"hjb-primary-ds-v1-p3-069","P3","upper","hjb-primary-p3-upper-one-digit-multiplication","用一位数乘","short-answer","Challenge","小丁做了一道题：4 × 1 2 5 = 500。他检查时发现忘了进位。请你写出正确的竖式过程，并说明哪一步进位错了。","","正确竖式：125×4，个位5×4=20，写0进2；十位2×4=8，加进位2得10，写0进1；百位1×4=4，加进位1得5；积为500。小丁可能十位忘了加进位2，或者进位加错位置。","正确竖式：125×4，个位5×4=20，写0进2；十位2×4=8，加进位2得10，写0进1；百位1×4=4，加进位1得5；积为500。小丁可能十位忘了加进位2，或者进位加错位置。 | 125×4=500，竖式：个位5×4=20，进2写0；十位2×4=8，加2得10，进1写0；百位1×4=4，加1得5。小丁可能十位没加进位。","125×4，个位积20，向十位进2；十位2×4=8，加2得10，向百位进1，十位写0；百位1×4=4，加1得5。小丁可能漏加十位进位。","grade-pass-sample"
"hjb-primary-ds-v1-p3-070","P3","upper","hjb-primary-p3-upper-one-digit-multiplication","用一位数乘","multiple-choice","Core","下面哪道题的积的个位是0？","3 × 214 | 6 × 152 | 4 × 270 | 5 × 183","4 × 270","4 × 270 | 4×270","3×214=642，6×152=912，4×270=1080，5×183=915。只有1080的个位是0，所以选4×270。","grade-pass-sample"
"hjb-primary-ds-v1-p3-073","P3","upper","hjb-primary-p3-upper-one-digit-multiplication","用一位数乘","multiple-choice","Core","下面哪个算式的积最接近 1200？","298 × 4 | 403 × 3 | 242 × 5 | 601 × 2","403 × 3","403 × 3","298×4≈1200，403×3=1209，242×5=1210，601×2=1202，1209最接近1200。","grade-pass-sample"
"hjb-primary-ds-v1-p3-080","P3","upper","hjb-primary-p3-upper-rectangle-square-geometry","长方形与正方形","fill-in","Foundation","一个长方形花坛，长是8米，宽是5米。小明沿着花坛边缘走了一圈，他一共走了______米。","","26","26","走一圈就是求周长。长方形周长 = (长+宽)×2 = (8+5)×2 = 26米。","grade-pass-sample"
"hjb-primary-ds-v1-p3-085","P3","upper","hjb-primary-p3-upper-rectangle-square-geometry","长方形与正方形","multiple-choice","Core","一个正方形的边长增加2厘米后，周长增加了多少厘米？","2厘米 | 4厘米 | 8厘米 | 16厘米","8厘米","8厘米","正方形周长=边长×4。边长增加2厘米，周长增加2×4=8厘米。","grade-pass-sample"
"hjb-primary-ds-v1-p3-094","P3","upper","hjb-primary-p3-upper-rectangle-square-geometry","长方形与正方形","multiple-choice","Core","一个正方形花坛，边长是6米。小明沿着花坛边缘走了2圈，他一共走了多少米？","12米 | 24米 | 36米 | 48米","48米","48米","正方形周长=边长×4=6×4=24米。走2圈：24×2=48米。选项12米是半圈，24米是1圈，36米是边长×6，均错。","grade-pass-sample"
"hjb-primary-ds-v1-p3-095","P3","upper","hjb-primary-p3-upper-rectangle-square-geometry","长方形与正方形","fill-in","Foundation","一个正方形有____条边，____个角，所有的边都____，所有的角都是____角。","","4,4,相等,直","4,4,相等,直 | 4，4，相等，直","正方形有4条边，4个角，所有边长度相等，所有角都是直角。这是正方形的基本特征。","grade-pass-sample"
"hjb-primary-ds-v1-p3-104","P3","upper","hjb-primary-p3-upper-fraction-introduction","分数的初步认识","fill-in","Foundation","用分数表示涂色部分。\n一个正方形被平均分成9个小方格，其中4个小方格涂色。涂色部分占整个正方形的（    ），这个分数读作（    ）。","","九分之四，九分之四","九分之四，九分之四 | 4/9，九分之四 | 九分之四，4/9 | 4/9，4/9","整体平均分成9份，涂色部分占4份，所以是4/9，读作九分之四。","grade-pass-sample"
"hjb-primary-ds-v1-p3-105","P3","upper","hjb-primary-p3-upper-fraction-introduction","分数的初步认识","short-answer","Challenge","小华有一根彩带，他先把彩带平均分成6段，取走2段；又把剩下的部分平均分成2段，取走1段。小华两次一共取走的彩带占原来整根彩带的几分之几？请写出你的思考过程。","","第一次取走2/6，即1/3。剩下4/6，即2/3。第二次取走剩下的一半，即2/3的一半，是1/3。两次一共取走1/3+1/3=2/3。所以一共取走2/3。","第一次取走2/6，即1/3。剩下4/6，即2/3。第二次取走剩下的一半，即2/3的一半，是1/3。两次一共取走1/3+1/3=2/3。所以一共取走2/3。 | 2/3。第一次取走2/6=1/3，剩下4/6=2/3。第二次取走剩下的一半，即2/3÷2=1/3。一共1/3+1/3=2/3。","把彩带看作整体1。第一次取走2/6=1/3，剩2/3。第二次取走剩下的一半，即1/3。两次共取走2/3。","grade-pass-sample"
"hjb-primary-ds-v1-p3-107","P3","upper","hjb-primary-p3-upper-fraction-introduction","分数的初步认识","fill-in","Foundation","把一块蛋糕平均分成8块，小华吃了其中的3块。小华吃了这块蛋糕的几分之几？请用分数表示。","","3/8","3/8 | 八分之三","整体被平均分成8份，吃了3份，所以是3/8。","grade-pass-sample"
"hjb-primary-ds-v1-p3-111","P3","upper","hjb-primary-p3-upper-fraction-introduction","分数的初步认识","short-answer","Challenge","妈妈把一张圆形的饼平均分成了8块。小丽吃了其中的3块，小强吃了其中的2块。两人一共吃了这张饼的几分之几？","","八分之五","八分之五 | 5/8","把饼平均分成8块，每块是八分之一。小丽吃3块是八分之三，小强吃2块是八分之二，合起来是八分之五。","grade-pass-sample"
"hjb-primary-ds-v1-p3-113","P3","upper","hjb-primary-p3-upper-fraction-introduction","分数的初步认识","fill-in","Foundation","把一条彩带平均分成6段，每段是这条彩带的（    ）分之（    ）。","","六、一","六、一 | 六分之一 | 1/6","平均分成6段，每段就是六分之一。分母是总份数6，分子是取出的份数1。","grade-pass-sample"
"hjb-primary-ds-v1-p3-125","P3","upper","hjb-primary-p3-upper-math-square-review","三年级上册数学广场与整理复习","fill-in","Foundation","在数学广场的探索活动中，小亚发现一个规律：1+3=4，1+3+5=9，1+3+5+7=16。按照这个规律，1+3+5+7+9+11 的结果是多少？","","36","36","规律：从1开始连续奇数的和等于加数个数的平方。1+3（2个奇数）和是4=2²；1+3+5（3个）和是9=3²；1+3+5+7+9+11（6个）和是6²=36。","grade-pass-sample"
