questionId,grade,volume,unitTitle,questionType,difficulty,needTier,needLevel,priority,visualCategory,family,illustrationKind,needsDeterministicOverlay,assetStatus,imagePath,reason,promptZhHans,imageBriefZhHans
hjb-primary-ds-v1-p4-234,P4,四年级下册,四年级下册整理与提高,fill-in,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p4-234.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,"小丁丁站在点(3,5)处，他先向东走2格，再向北走3格，最后到达点______。",表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p4-237,P4,四年级下册,四年级下册整理与提高,multiple-choice,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p4-237.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪一组中的两条直线互相平行？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p4-242,P4,四年级下册,四年级下册整理与提高,multiple-choice,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p4-242.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪组直线互相垂直？A. 长方形相邻的两条边；B. 平行四边形相对的两条边；C. 梯形的一条腰和上底；D. 三角形的一条边和它的高所在的直线。,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p4-244,P4,四年级下册,四年级下册整理与提高,multiple-choice,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p4-244.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小丁丁在方格纸上画了两条直线，他说这两条直线互相平行。下面哪种情况他说的不对？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p4-246,P4,四年级下册,四年级下册整理与提高,multiple-choice,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p4-246.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小马虎用“五舍六入”法将一个小数保留一位小数后得到 3.5。下面哪个数可能是原来的小数？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p4-247,P4,四年级下册,四年级下册整理与提高,multiple-choice,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p4-247.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪一组直线互相平行？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p4-249,P4,四年级下册,四年级下册整理与提高,multiple-choice,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p4-249.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,用数对表示位置时，小军在教室的位置是（4，3），他的右侧同桌与他在同一行、相邻一列。下面哪个数对可能是他右侧同桌的位置？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p4-250,P4,四年级下册,四年级下册整理与提高,multiple-choice,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p4-250.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个小数在“五舍六入”保留一位小数后是 2.0？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-055,P5,五年级上册,用字母表示数与简易方程,multiple-choice,Challenge,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-055.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个长方形的周长是36厘米，长是宽的2倍。设宽为x厘米，下面哪个方程是正确的？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-065,P5,五年级上册,平面图形面积,fill-in,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-065.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个平行四边形的底是8厘米，高是5厘米，它的面积是（ ）平方厘米。,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-066,P5,五年级上册,平面图形面积,short-answer,Foundation,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-066.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个平行四边形的底是12厘米，高是8厘米。与它等底等高的三角形的面积是多少平方厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-067,P5,五年级上册,平面图形面积,multiple-choice,Challenge,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-067.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个梯形的上底是5厘米，下底是9厘米，高是4厘米。如果把这个梯形分成一个平行四边形和一个三角形，平行四边形的面积是多少平方厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-068,P5,五年级上册,平面图形面积,fill-in,Exam,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-068.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个三角形的底是10分米，高是6分米，面积是____平方分米。,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-069,P5,五年级上册,平面图形面积,short-answer,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-069.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一块梯形菜地，上底是8米，下底是12米，高是5米。如果每平方米收白菜6千克，这块地一共可以收白菜多少千克？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-070,P5,五年级上册,平面图形面积,multiple-choice,Foundation,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-070.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个平行四边形的两条邻边分别是7厘米和5厘米，其中一条边上的高是4厘米。这个平行四边形的面积可能是多少平方厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-071,P5,五年级上册,平面图形面积,fill-in,Challenge,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-071.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个梯形，上底长8厘米，下底长12厘米。如果它的面积是80平方厘米，那么它的高是多少厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-072,P5,五年级上册,平面图形面积,short-answer,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-072.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个平行四边形相邻两条边的长度分别是15厘米和10厘米，其中一条边上的高是8厘米。这个平行四边形的面积是多少平方厘米？请写出所有可能的情况。,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-073,P5,五年级上册,平面图形面积,multiple-choice,Foundation,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-073.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个三角形的面积是24平方厘米，底是6厘米。它的高是多少厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-074,P5,五年级上册,平面图形面积,fill-in,Challenge,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-074.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个梯形，如果上底增加3厘米，下底减少3厘米，高不变，得到的新梯形面积与原梯形面积相比，有什么变化？请填写“变大”“变小”或“不变”。,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-075,P5,五年级上册,平面图形面积,short-answer,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-075.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个三角形和一个平行四边形等底等高。已知平行四边形的面积是36平方分米，那么三角形的面积是多少平方分米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-076,P5,五年级上册,平面图形面积,multiple-choice,Foundation,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-076.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个平行四边形，底边长10厘米，底边上的高是6厘米。另一条邻边长8厘米。这个平行四边形的面积是多少平方厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-077,P5,五年级上册,平面图形面积,fill-in,Challenge,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-077.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个三角形的底是12分米，高是5分米。与它等底等高的平行四边形的面积是多少平方分米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-078,P5,五年级上册,平面图形面积,short-answer,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-078.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个梯形，上底长4米，下底长8米，高5米。求这个梯形的面积。,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-079,P5,五年级上册,平面图形面积,multiple-choice,Foundation,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-079.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个三角形，三条边的长度分别是5厘米、12厘米、13厘米，其中12厘米边上的高是5厘米。这个三角形的面积是多少平方厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-080,P5,五年级上册,平面图形面积,fill-in,Challenge,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-080.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个平行四边形的一条底边长15厘米，这条底边上的高是8厘米。这个平行四边形的面积是多少平方厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-081,P5,五年级上册,平面图形面积,short-answer,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-081.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个平行四边形，底边长12厘米，对应的高是8厘米。将这个平行四边形沿一条高剪开，拼成一个长方形。拼成的长方形的面积是多少平方厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-082,P5,五年级上册,平面图形面积,multiple-choice,Foundation,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-082.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个三角形的底是10厘米，高是6厘米，它的面积是多少平方厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-083,P5,五年级上册,平面图形面积,fill-in,Challenge,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-083.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个梯形，上底长5厘米，下底长9厘米，高是4厘米。从这个梯形中剪下一个最大的平行四边形，剩下的三角形面积是______平方厘米。,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-084,P5,五年级上册,平面图形面积,short-answer,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-084.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一块平行四边形菜地，底边长25米，高16米。如果每平方米收白菜8千克，这块地一共可以收白菜多少千克？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-085,P5,五年级上册,平面图形面积,multiple-choice,Foundation,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-085.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个梯形的上底是4分米，下底是8分米，面积是36平方分米。它的高是多少分米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-086,P5,五年级上册,平面图形面积,fill-in,Challenge,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-086.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个梯形的上底是8厘米，下底是12厘米。如果把这个梯形分成一个平行四边形和一个三角形，平行四边形的面积是48平方厘米。那么原来梯形的面积是多少平方厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-087,P5,五年级上册,平面图形面积,short-answer,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-087.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个三角形的底是10分米，面积是35平方分米。这个三角形的高是多少分米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-088,P5,五年级上册,平面图形面积,multiple-choice,Foundation,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-088.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个平行四边形的底是9米，高是4米，与它等底等高的三角形的面积是多少平方米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-089,P5,五年级上册,平面图形面积,fill-in,Challenge,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-089.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个梯形的上底是5厘米，下底是9厘米，高是6厘米。从这个梯形中剪去一个最大的平行四边形，剩下的三角形面积是多少平方厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-090,P5,五年级上册,平面图形面积,short-answer,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-090.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一块平行四边形菜地的底是15米，高是8米。如果每平方米收白菜12千克，这块地一共可以收白菜多少千克？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-091,P5,五年级上册,平面图形面积,multiple-choice,Foundation,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-091.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个平行四边形的底是8厘米，高是5厘米，与它等底等高的三角形的面积是多少平方厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-092,P5,五年级上册,平面图形面积,fill-in,Challenge,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-092.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个梯形的上底是4厘米，下底是10厘米，面积是42平方厘米。这个梯形的高是多少厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-093,P5,五年级上册,平面图形面积,short-answer,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-093.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一块平行四边形菜地，底是12米，高是8米。如果每平方米收白菜15千克，这块地一共可以收白菜多少千克？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-094,P5,五年级上册,平面图形面积,multiple-choice,Foundation,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-094.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个三角形的面积是24平方厘米，底是6厘米，它的高是多少厘米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-095,P5,五年级上册,平面图形面积,fill-in,Challenge,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-095.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个梯形的上底是5分米，下底是7分米，高是4分米。从这个梯形中剪去一个最大的平行四边形，剩下的面积是多少平方分米？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p5-156,P5,五年级下册,因数、倍数与数的结构,short-answer,Foundation,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p5-156.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,把24个同样大小的正方形拼成一个长方形，要求每行个数相同。拼成的长方形每行可能有几个正方形？请写出所有可能的情况。,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p6-197,P6,六年级下册,简单的代数式,multiple-choice,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p6-197.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个长方形的长是 x 厘米，宽比长短 4 厘米。下面哪个式子表示这个长方形的周长？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p6-217,P6,六年级下册,线段与角,multiple-choice,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p6-217.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面关于线段、射线和直线的说法中，正确的是哪一项？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p6-219,P6,六年级下册,线段与角,multiple-choice,Core,A_required,core,P1,plane_geometry,plane-geometry,geometry-diagram,true,not-generated,candidates/hjb-primary-ds-v1-p6-219.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,用三个大写字母表示角时，必须把表示顶点的字母写在中间。下面哪个角可以用∠AOB表示？,表现线段、角、圆、长方形、正方形、三角形、组合图形或面积周长示意，精确尺寸和文字后续叠加。
hjb-primary-ds-v1-p2-095,P2,二年级上册,分类与整理,fill-in,Foundation,A_required,core,P1,sorting_data_chart,sorting-data-chart,chart,true,not-generated,candidates/hjb-primary-ds-v1-p2-095.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,按“是否主要生活在水中”把下面的动物分成两类：猫、狗、金鱼、鸟、马。一类是（ ），另一类是（ ）。,表现分类物品、象形统计、条形图或折线图底图；坐标轴、分类名、数值和标题后续叠加。
hjb-primary-ds-v1-p2-100,P2,二年级上册,分类与整理,multiple-choice,Foundation,A_required,core,P1,sorting_data_chart,sorting-data-chart,chart,true,not-generated,candidates/hjb-primary-ds-v1-p2-100.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪种分类标准是正确的？,表现分类物品、象形统计、条形图或折线图底图；坐标轴、分类名、数值和标题后续叠加。
hjb-primary-ds-v1-p2-106,P2,二年级上册,分类与整理,multiple-choice,Foundation,A_required,core,P1,sorting_data_chart,sorting-data-chart,chart,true,not-generated,candidates/hjb-primary-ds-v1-p2-106.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,二（1）班同学收集了一些树叶标本，按颜色分类：红色树叶有8片，黄色树叶有12片，绿色树叶有5片。下面哪种说法是正确的？,表现分类物品、象形统计、条形图或折线图底图；坐标轴、分类名、数值和标题后续叠加。
hjb-primary-ds-v1-p2-107,P2,二年级上册,分类与整理,fill-in,Core,A_required,core,P1,sorting_data_chart,sorting-data-chart,chart,true,not-generated,candidates/hjb-primary-ds-v1-p2-107.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,按“是否主要生活在水中”把下面的动物分成两类，并写出分类标准。动物：金鱼、燕子、蝴蝶、鲨鱼、老鹰、蜻蜓。第一类：______，第二类：______。分类标准：______。,表现分类物品、象形统计、条形图或折线图底图；坐标轴、分类名、数值和标题后续叠加。
hjb-primary-ds-v1-p2-109,P2,二年级上册,分类与整理,multiple-choice,Core,A_required,core,P1,sorting_data_chart,sorting-data-chart,chart,true,not-generated,candidates/hjb-primary-ds-v1-p2-109.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是一些图形：圆形、正方形、三角形、长方形、圆形、正方形、圆形、三角形。按形状分类后，哪种图形最多？,表现分类物品、象形统计、条形图或折线图底图；坐标轴、分类名、数值和标题后续叠加。
hjb-primary-ds-v1-p3-213,P3,三年级下册,数据整理与统计表达,multiple-choice,Core,A_required,core,P1,sorting_data_chart,sorting-data-chart,chart,true,not-generated,candidates/hjb-primary-ds-v1-p3-213.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,三（1）班同学最喜欢的运动项目统计如下：跳绳15人，踢毽子10人，打篮球20人，跑步5人。下面说法正确的是（ ）。,表现分类物品、象形统计、条形图或折线图底图；坐标轴、分类名、数值和标题后续叠加。
hjb-primary-ds-v1-p3-214,P3,三年级下册,数据整理与统计表达,fill-in,Foundation,A_required,core,P1,sorting_data_chart,sorting-data-chart,chart,true,not-generated,candidates/hjb-primary-ds-v1-p3-214.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是某书店一周售出图书数量的统计表： 星期一：12本，星期二：8本，星期三：15本，星期四：10本，星期五：20本，星期六：25本，星期日：18本。 售出最多的一天是（ ），售出了（ ）本。,表现分类物品、象形统计、条形图或折线图底图；坐标轴、分类名、数值和标题后续叠加。
