"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v3-s5-124","S5","必修 第三册","概率初步","概率初步","multiple-choice","Exam","V3修复变式0624：选择：袋中有 4 个红球和 9 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","1/13 | 1/12 | 11/156 | 12/157","1/13","1/13 | 12/156","不放回取两次都为红球的概率为 4/13×3/12=12/156=1/13。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-148","S5","必修 第三册","概率初步","概率初步","multiple-choice","Exam","V3修复变式0648：选择：袋中有 7 个红球和 12 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","41/342 | 6/49 | 7/57 | 43/342","7/57","7/57 | 42/342","不放回取两次都为红球的概率为 7/19×6/18=42/342=7/57。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-152","S5","必修 第三册","概率初步","概率初步","fill-in","Exam","V3修复变式0652：填空：袋中有 11 个红球和 10 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","","11/42","11/42 | 110/420","不放回取两次都为红球的概率为 11/21×10/20=110/420=11/42。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-154","S5","必修 第三册","概率初步","概率初步","multiple-choice","Challenge","V3修复变式0654：选择：袋中有 9 个红球和 10 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","72/343 | 4/19 | 73/342 | 71/342","4/19","4/19 | 72/342","不放回取两次都为红球的概率为 9/19×8/18=72/342=4/19。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-156","S5","必修 第三册","概率初步","概率初步","short-answer","Exam","V3修复变式0656：解答：袋中有 12 个红球和 14 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","","66/325","66/325 | 132/650","不放回取两次都为红球的概率为 12/26×11/25=132/650=66/325。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-173","S5","必修 第三册","统计","统计","fill-in","Core","V3修复变式0673：填空：一组数据为 5，14，23，求这组数据的平均数。","","14","14","三数等差，中间数就是平均数，所以平均数为 14。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-183","S5","必修 第三册","统计","统计","short-answer","Foundation","V3修复变式0683：解答：一组数据为 3，4，5，求这组数据的平均数。","","4","4","三数等差，中间数就是平均数，所以平均数为 4。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-187","S5","必修 第三册","统计","统计","multiple-choice","Foundation","V3修复变式0687：选择：一组数据为 6，7，8，求这组数据的平均数。","8 | 6 | 9 | 7","7","7","三数等差，中间数就是平均数，所以平均数为 7。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-194","S5","必修 第三册","统计","统计","fill-in","Challenge","V3修复变式0694：填空：一组数据为 10，20，30，若再加入一个数 x 后，四个数平均数比原平均数大 3，求 x。","","32","32","原平均数为 (10+20+30)/3=20。加入 x 后平均数为 20+3=23，所以 x=4×23-(10+20+30)=32。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-200","S5","必修 第三册","统计","统计","fill-in","Exam","V3修复变式0700：填空：一组数据为 4，16，28，若再加入一个数 x 后，四个数平均数比原平均数大 3，求 x。","","28","28","原平均数为 (4+16+28)/3=16。加入 x 后平均数为 16+3=19，所以 x=4×19-(4+16+28)=28。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-203","S5","必修 第三册","统计","统计","fill-in","Foundation","V3修复变式0703：填空：一组数据为 12，22，32，求这组数据的平均数。","","22","22","三数等差，中间数就是平均数，所以平均数为 22。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-215","S5","必修 第三册","统计","统计","fill-in","Foundation","V3修复变式0715：填空：一组数据为 12，18，24，求这组数据的平均数。","","18","18","三数等差，中间数就是平均数，所以平均数为 18。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-244","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","multiple-choice","Challenge","V3修复变式0744：选择：直线 l 经过点 (10,8) 和 (11,18)。直线 m 与 l 平行，且经过点 (0,7)。求直线 m 在 x=2 时的 y 坐标。","29 | 27 | 28 | 26","27","27","l 的斜率为 (18-8)/(11-10)=10。m 与 l 平行，斜率也为 10，且过 (0,7)，所以 x=2 时 y=10×2+7=27。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-255","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","short-answer","Core","V3修复变式0755：解答：直线经过点 (11,2) 和 (12,7)，求斜率。","","5","5","斜率=(7-2)/(12-11)=5。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-262","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","multiple-choice","Challenge","V3修复变式0762：选择：直线 l 经过点 (8,11) 和 (9,16)。直线 m 与 l 平行，且经过点 (0,4)。求直线 m 在 x=2 时的 y 坐标。","16 | 14 | 15 | 13","14","14","l 的斜率为 (16-11)/(9-8)=5。m 与 l 平行，斜率也为 5，且过 (0,4)，所以 x=2 时 y=5×2+4=14。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-268","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","multiple-choice","Challenge","V3修复变式0768：选择：直线 l 经过点 (4,5) 和 (5,11)。直线 m 与 l 平行，且经过点 (0,3)。求直线 m 在 x=2 时的 y 坐标。","16 | 14 | 17 | 15","15","15","l 的斜率为 (11-5)/(5-4)=6。m 与 l 平行，斜率也为 6，且过 (0,3)，所以 x=2 时 y=6×2+3=15。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-271","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","multiple-choice","Challenge","V3修复变式0771：选择：直线 l 经过点 (7,13) 和 (8,31)。直线 m 与 l 平行，且经过点 (0,6)。求直线 m 在 x=2 时的 y 坐标。","44 | 42 | 43 | 41","42","42","l 的斜率为 (31-13)/(8-7)=18。m 与 l 平行，斜率也为 18，且过 (0,6)，所以 x=2 时 y=18×2+6=42。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-287","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","fill-in","Foundation","V3修复变式0787：填空：直线经过点 (6,1) 和 (7,8)，求斜率。","","7","7","斜率=(8-1)/(7-6)=7。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-299","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","V3修复变式0799：填空：椭圆 x²/529+y²/169=1 中，求 c²=a²-b² 的值。","","360","360","这里 a²=529，b²=169，所以 c²=529-169=360。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-302","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","V3修复变式0802：填空：椭圆 x²/625+y²/196=1 中，求 c²=a²-b² 的值。","","429","429","这里 a²=625，b²=196，所以 c²=625-196=429。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-316","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V3修复变式0816：选择：椭圆 x²/841+y²/400=1 的两个焦点为 F1，F2。求 |F1F2|²。","1766 | 1764 | 1765 | 1763","1764","1764","c²=841-400=441，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=1764。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-317","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","V3修复变式0817：填空：椭圆 x²/441+y²/121=1 中，求 c²=a²-b² 的值。","","320","320","这里 a²=441，b²=121，所以 c²=441-121=320。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-318","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","short-answer","Core","V3修复变式0818：解答：椭圆 x²/676+y²/289=1 中，求 c²=a²-b² 的值。","","387","387","这里 a²=676，b²=289，所以 c²=676-289=387。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-322","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V3修复变式0822：选择：椭圆 x²/121+y²/81=1 的两个焦点为 F1，F2。求 |F1F2|²。","160 | 161 | 159 | 162","160","160","c²=121-81=40，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=160。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-324","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","short-answer","Core","V3修复变式0824：解答：椭圆 x²/576+y²/361=1 中，求 c²=a²-b² 的值。","","215","215","这里 a²=576，b²=361，所以 c²=576-361=215。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-325","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V3修复变式0825：选择：椭圆 x²/289+y²/81=1 的两个焦点为 F1，F2。求 |F1F2|²。","833 | 831 | 834 | 832","832","832","c²=289-81=208，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=832。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-328","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V3修复变式0828：选择：椭圆 x²/729+y²/324=1 的两个焦点为 F1，F2。求 |F1F2|²。","1619 | 1622 | 1620 | 1621","1620","1620","c²=729-324=405，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=1620。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-332","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","V3修复变式0832：填空：椭圆 x²/144+y²/81=1 中，求 c²=a²-b² 的值。","","63","63","这里 a²=144，b²=81，所以 c²=144-81=63。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-340","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V3修复变式0840：选择：椭圆 x²/361+y²/289=1 的两个焦点为 F1，F2。求 |F1F2|²。","288 | 289 | 287 | 290","288","288","c²=361-289=72，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=288。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-343","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V3修复变式0843：选择：椭圆 x²/576+y²/144=1 的两个焦点为 F1，F2。求 |F1F2|²。","1729 | 1727 | 1730 | 1728","1728","1728","c²=576-144=432，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=1728。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-378","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Core","V3修复变式0878：选择：空间向量 p=(6,6,4)，求 |p|²。","94 | 82 | 100 | 88","88","88","|p|²=6²+6²+4²=88。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-381","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Core","V3修复变式0881：填空：空间向量 p=(5,6,2)，求 |p|²。","","65","65","|p|²=5²+6²+2²=65。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-388","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","V3修复变式0888：选择：空间向量 p=(4,6,4)，q=(1,1,1)，求 |p+q|²-|p|²。","31 | 32 | 30 | 33","31","31","|p+q|²-|p|²=2p·q+|q|²=2×(4+6+4)+3=31。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-394","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","V3修复变式0894：选择：空间向量 p=(6,17,8)，q=(1,1,1)，求 |p+q|²-|p|²。","66 | 64 | 67 | 65","65","65","|p+q|²-|p|²=2p·q+|q|²=2×(6+17+8)+3=65。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-397","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Challenge","V3修复变式0897：填空：空间向量 p=(8,14,1)，q=(1,1,1)，求 |p+q|²-|p|²。","","49","49","|p+q|²-|p|²=2p·q+|q|²=2×(8+14+1)+3=49。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-401","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Foundation","V3修复变式0901：填空：空间向量 p=(3,15,2)，求 |p|²。","","238","238","|p|²=3²+15²+2²=238。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-403","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Challenge","V3修复变式0903：填空：空间向量 p=(3,14,9)，q=(1,1,1)，求 |p+q|²-|p|²。","","55","55","|p+q|²-|p|²=2p·q+|q|²=2×(3+14+9)+3=55。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-406","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","V3修复变式0906：选择：空间向量 p=(11,5,13)，q=(1,1,1)，求 |p+q|²-|p|²。","63 | 61 | 62 | 60","61","61","|p+q|²-|p|²=2p·q+|q|²=2×(11+5+13)+3=61。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-411","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Core","V3修复变式0911：填空：空间向量 p=(2,9,6)，求 |p|²。","","121","121","|p|²=2²+9²+6²=121。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-432","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0932：选择：等差数列首项为 9，公差为 9，求第 4 项。","36 | 37 | 35 | 38","36","36","a_4=a_1+(4-1)d=9+3×9=36。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-439","S5","选择性必修 第一册","数列","数列","fill-in","Core","V3修复变式0939：填空：等差数列首项为 10，公差为 11，求第 3 项。","","32","32","a_3=a_1+(3-1)d=10+2×11=32。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-441","S5","选择性必修 第一册","数列","数列","fill-in","Core","V3修复变式0941：填空：等差数列首项为 11，公差为 8，求第 13 项。","","107","107","a_13=a_1+(13-1)d=11+12×8=107。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-448","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0948：选择：等差数列首项为 2，公差为 3，求第 12 项。","36 | 35 | 34 | 37","35","35","a_12=a_1+(12-1)d=2+11×3=35。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-463","S5","选择性必修 第一册","数列","数列","fill-in","Core","V3修复变式0963：填空：等差数列首项为 6，公差为 8，求第 14 项。","","110","110","a_14=a_1+(14-1)d=6+13×8=110。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-466","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0966：选择：等差数列首项为 9，公差为 13，求第 13 项。","166 | 165 | 164 | 167","165","165","a_13=a_1+(13-1)d=9+12×13=165。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-477","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0977：选择：等差数列首项为 3，公差为 6，求第 9 项。","52 | 50 | 53 | 51","51","51","a_9=a_1+(9-1)d=3+8×6=51。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-488","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0988：选择：等差数列首项为 6，公差为 12，求第 10 项。","115 | 114 | 113 | 116","114","114","a_10=a_1+(10-1)d=6+9×12=114。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-489","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0989：选择：等差数列首项为 10，公差为 13，求第 11 项。","141 | 139 | 140 | 142","140","140","a_11=a_1+(11-1)d=10+10×13=140。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-492","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0992：选择：等差数列首项为 5，公差为 13，求第 14 项。","175 | 173 | 174 | 176","174","174","a_14=a_1+(14-1)d=5+13×13=174。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-493","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0993：选择：等差数列首项为 4，公差为 7，求第 11 项。","75 | 74 | 73 | 76","74","74","a_11=a_1+(11-1)d=4+10×7=74。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-499","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0999：选择：等差数列首项为 12，公差为 12，求第 12 项。","145 | 143 | 146 | 144","144","144","a_12=a_1+(12-1)d=12+11×12=144。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-001","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Core","V3修复变式1001：选择：函数 f(x)=8x²+9，求 f'(15)。","248 | 232 | 256 | 240","240","240","f'(x)=16x，代入 x=15 得 16×15=240。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-002","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Challenge","V3修复变式1002：填空：函数 f(x)=8x²+7，求曲线 y=f(x) 在 x=5 处切线的 y 轴截距。","","-193","-193","f'(5)=80，f(5)=207。切线方程为 y-207=80(x-5)，令 x=0，得 y=-193。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-003","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Foundation","V3修复变式1003：解答：函数 f(x)=10x²+5，求 f'(18)。","","360","360","f'(x)=20x，代入 x=18 得 20×18=360。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-004","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Exam","V3修复变式1004：选择：函数 f(x)=4x²+6，求曲线 y=f(x) 在 x=15 处切线的 y 轴截距。","-894 | -893 | -895 | -892","-894","-894","f'(15)=120，f(15)=906。切线方程为 y-906=120(x-15)，令 x=0，得 y=-894。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-011","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Foundation","V3修复变式1011：填空：函数 f(x)=2x²+3，求 f'(12)。","","48","48","f'(x)=4x，代入 x=12 得 4×12=48。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-012","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Exam","V3修复变式1012：解答：函数 f(x)=8x²+2，求曲线 y=f(x) 在 x=11 处切线的 y 轴截距。","","-966","-966","f'(11)=176，f(11)=970。切线方程为 y-970=176(x-11)，令 x=0，得 y=-966。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-019","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Foundation","V3修复变式1019：选择：函数 f(x)=3x²+6，求 f'(15)。","93 | 87 | 90 | 96","90","90","f'(x)=6x，代入 x=15 得 6×15=90。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-033","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Core","V3修复变式1033：解答：函数 f(x)=3x²+6，求 f'(12)。","","72","72","f'(x)=6x，代入 x=12 得 6×12=72。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-040","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Exam","V3修复变式1040：选择：函数 f(x)=8x²+2，求曲线 y=f(x) 在 x=9 处切线的 y 轴截距。","-646 | -645 | -647 | -644","-646","-646","f'(9)=144，f(9)=650。切线方程为 y-650=144(x-9)，令 x=0，得 y=-646。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-046","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Challenge","V3修复变式1046：选择：函数 f(x)=2x²+2，求曲线 y=f(x) 在 x=15 处切线的 y 轴截距。","-449 | -446 | -448 | -447","-448","-448","f'(15)=60，f(15)=452。切线方程为 y-452=60(x-15)，令 x=0，得 y=-448。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-048","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Exam","V3修复变式1048：解答：函数 f(x)=2x²+2，求曲线 y=f(x) 在 x=4 处切线的 y 轴截距。","","-30","-30","f'(4)=16，f(4)=34。切线方程为 y-34=16(x-4)，令 x=0，得 y=-30。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-058","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Challenge","V3修复变式1058：选择：函数 f(x)=6x²+3，求曲线 y=f(x) 在 x=10 处切线的 y 轴截距。","-596 | -598 | -595 | -597","-597","-597","f'(10)=120，f(10)=603。切线方程为 y-603=120(x-10)，令 x=0，得 y=-597。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-059","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Foundation","V3修复变式1059：填空：函数 f(x)=7x²+10，求 f'(15)。","","210","210","f'(x)=14x，代入 x=15 得 14×15=210。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-060","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Exam","V3修复变式1060：解答：函数 f(x)=4x²+4，求曲线 y=f(x) 在 x=6 处切线的 y 轴截距。","","-140","-140","f'(6)=48，f(6)=148。切线方程为 y-148=48(x-6)，令 x=0，得 y=-140。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-063","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Foundation","V3修复变式1063：解答：函数 f(x)=7x²+5，求 f'(9)。","","126","126","f'(x)=14x，代入 x=9 得 14×9=126。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-070","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Challenge","V3修复变式1070：选择：函数 f(x)=10x²+8，求曲线 y=f(x) 在 x=15 处切线的 y 轴截距。","-2240 | -2242 | -2241 | -2243","-2242","-2242","f'(15)=300，f(15)=2258。切线方程为 y-2258=300(x-15)，令 x=0，得 y=-2242。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-076","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Exam","V3修复变式1076：选择：从 7 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","106 | 104 | 107 | 105","105","105","先选无序小组有 C(7,2)=21 种，再从余下 5 个元素中选观察员，所以共有 21×5=105 种。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-078","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Challenge","V3修复变式1078：解答：从 12 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","660","660","先选无序小组有 C(12,2)=66 种，再从余下 10 个元素中选观察员，所以共有 66×10=660 种。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-079","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Foundation","V3修复变式1079：选择：从 4 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","6 | 7 | 5 | 8","6","6","组合数 C(4,2)=4×3/2=6。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-083","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Foundation","V3修复变式1083：填空：从 11 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","55","55","组合数 C(11,2)=11×10/2=55。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-084","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Exam","V3修复变式1084：解答：从 9 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","252","252","先选无序小组有 C(9,2)=36 种，再从余下 7 个元素中选观察员，所以共有 36×7=252 种。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-088","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Exam","V3修复变式1088：选择：从 9 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","252 | 253 | 251 | 254","252","252","先选无序小组有 C(9,2)=36 种，再从余下 7 个元素中选观察员，所以共有 36×7=252 种。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-099","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Foundation","V3修复变式1099：解答：从 3 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","3","3","组合数 C(3,2)=3×2/2=3。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-104","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Exam","V3修复变式1104：填空：从 13 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","858","858","先选无序小组有 C(13,2)=78 种，再从余下 11 个元素中选观察员，所以共有 78×11=858 种。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-107","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Foundation","V3修复变式1107：填空：从 8 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","28","28","组合数 C(8,2)=8×7/2=28。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-110","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Challenge","V3修复变式1110：填空：从 5 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","30","30","先选无序小组有 C(5,2)=10 种，再从余下 3 个元素中选观察员，所以共有 10×3=30 种。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-113","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Core","V3修复变式1113：填空：从 13 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","78","78","组合数 C(13,2)=13×12/2=78。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-122","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Challenge","V3修复变式1122：填空：从 13 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","858","858","先选无序小组有 C(13,2)=78 种，再从余下 11 个元素中选观察员，所以共有 78×11=858 种。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-124","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Exam","V3修复变式1124：选择：从 5 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","31 | 29 | 32 | 30","30","30","先选无序小组有 C(5,2)=10 种，再从余下 3 个元素中选观察员，所以共有 10×3=30 种。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-130","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Challenge","V3修复变式1130：选择：从 7 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","105 | 106 | 104 | 107","105","105","先选无序小组有 C(7,2)=21 种，再从余下 5 个元素中选观察员，所以共有 21×5=105 种。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-134","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Challenge","V3修复变式1134：填空：从 6 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","60","60","先选无序小组有 C(6,2)=15 种，再从余下 4 个元素中选观察员，所以共有 15×4=60 种。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-138","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Challenge","V3修复变式1138：解答：从 9 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","252","252","先选无序小组有 C(9,2)=36 种，再从余下 7 个元素中选观察员，所以共有 36×7=252 种。","challenge-exam-targeted-p2-sweep"
