"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v3-s5-349","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V3修复变式0849：选择：椭圆 x²/64+y²/36=1 的两个焦点为 F1，F2。求 |F1F2|²。","114 | 112 | 113 | 111","112","112","c²=64-36=28，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=112。","grade-pass-sample"
"hjb-high-ds-v3-s5-355","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V3修复变式0855：选择：椭圆 x²/196+y²/25=1 的两个焦点为 F1，F2。求 |F1F2|²。","683 | 686 | 684 | 685","684","684","c²=196-25=171，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=684。","grade-pass-sample"
"hjb-high-ds-v3-s5-363","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","short-answer","Core","V3修复变式0863：解答：空间向量 p=(8,15,9)，求 |p|²。","","370","370","|p|²=8²+15²+9²=370。","grade-pass-sample"
"hjb-high-ds-v3-s5-367","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","V3修复变式0867：选择：空间向量 p=(8,8,1)，q=(1,1,1)，求 |p+q|²-|p|²。","39 | 37 | 38 | 36","37","37","|p+q|²-|p|²=2p·q+|q|²=2×(8+8+1)+3=37。","grade-pass-sample"
"hjb-high-ds-v3-s5-386","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Foundation","V3修复变式0886：选择：空间向量 p=(7,10,7)，求 |p|²。","205 | 191 | 198 | 212","198","198","|p|²=7²+10²+7²=198。","grade-pass-sample"
"hjb-high-ds-v3-s5-387","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Core","V3修复变式0887：填空：空间向量 p=(8,18,3)，求 |p|²。","","397","397","|p|²=8²+18²+3²=397。","grade-pass-sample"
"hjb-high-ds-v3-s5-394","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","V3修复变式0894：选择：空间向量 p=(6,17,8)，q=(1,1,1)，求 |p+q|²-|p|²。","66 | 64 | 67 | 65","65","65","|p+q|²-|p|²=2p·q+|q|²=2×(6+17+8)+3=65。","grade-pass-sample"
"hjb-high-ds-v3-s5-397","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Challenge","V3修复变式0897：填空：空间向量 p=(8,14,1)，q=(1,1,1)，求 |p+q|²-|p|²。","","49","49","|p+q|²-|p|²=2p·q+|q|²=2×(8+14+1)+3=49。","grade-pass-sample"
"hjb-high-ds-v3-s5-421","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Challenge","V3修复变式0921：填空：空间向量 p=(7,11,1)，q=(1,1,1)，求 |p+q|²-|p|²。","","41","41","|p+q|²-|p|²=2p·q+|q|²=2×(7+11+1)+3=41。","grade-pass-sample"
"hjb-high-ds-v3-s5-435","S5","选择性必修 第一册","数列","数列","fill-in","Core","V3修复变式0935：填空：等差数列首项为 6，公差为 8，求第 11 项。","","86","86","a_11=a_1+(11-1)d=6+10×8=86。","grade-pass-sample"
"hjb-high-ds-v3-s5-454","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0954：选择：等差数列首项为 9，公差为 10，求第 12 项。","119 | 120 | 118 | 121","119","119","a_12=a_1+(12-1)d=9+11×10=119。","grade-pass-sample"
"hjb-high-ds-v3-s5-464","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0964：选择：等差数列首项为 2，公差为 1，求第 4 项。","6 | 4 | 7 | 5","5","5","a_4=a_1+(4-1)d=2+3×1=5。","grade-pass-sample"
"hjb-high-ds-v3-s5-471","S5","选择性必修 第一册","数列","数列","fill-in","Core","V3修复变式0971：填空：等差数列首项为 3，公差为 12，求第 14 项。","","159","159","a_14=a_1+(14-1)d=3+13×12=159。","grade-pass-sample"
"hjb-high-ds-v3-s5-479","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V3修复变式0979：选择：等差数列首项为 7，公差为 4，求第 7 项。","32 | 31 | 30 | 33","31","31","a_7=a_1+(7-1)d=7+6×4=31。","grade-pass-sample"
"hjb-high-ds-v3-s6-001","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Core","V3修复变式1001：选择：函数 f(x)=8x²+9，求 f'(15)。","248 | 232 | 256 | 240","240","240","f'(x)=16x，代入 x=15 得 16×15=240。","grade-pass-sample"
"hjb-high-ds-v3-s6-004","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Exam","V3修复变式1004：选择：函数 f(x)=4x²+6，求曲线 y=f(x) 在 x=15 处切线的 y 轴截距。","-894 | -893 | -895 | -892","-894","-894","f'(15)=120，f(15)=906。切线方程为 y-906=120(x-15)，令 x=0，得 y=-894。","grade-pass-sample"
"hjb-high-ds-v3-s6-017","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Core","V3修复变式1017：填空：函数 f(x)=11x²+9，求 f'(9)。","","198","198","f'(x)=22x，代入 x=9 得 22×9=198。","grade-pass-sample"
"hjb-high-ds-v3-s6-032","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Exam","V3修复变式1032：填空：函数 f(x)=2x²+1，求曲线 y=f(x) 在 x=19 处切线的 y 轴截距。","","-721","-721","f'(19)=76，f(19)=723。切线方程为 y-723=76(x-19)，令 x=0，得 y=-721。","grade-pass-sample"
"hjb-high-ds-v3-s6-050","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Challenge","V3修复变式1050：填空：函数 f(x)=6x²+7，求曲线 y=f(x) 在 x=5 处切线的 y 轴截距。","","-143","-143","f'(5)=60，f(5)=157。切线方程为 y-157=60(x-5)，令 x=0，得 y=-143。","grade-pass-sample"
"hjb-high-ds-v3-s6-060","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Exam","V3修复变式1060：解答：函数 f(x)=4x²+4，求曲线 y=f(x) 在 x=6 处切线的 y 轴截距。","","-140","-140","f'(6)=48，f(6)=148。切线方程为 y-148=48(x-6)，令 x=0，得 y=-140。","grade-pass-sample"
"hjb-high-ds-v3-s6-070","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Challenge","V3修复变式1070：选择：函数 f(x)=10x²+8，求曲线 y=f(x) 在 x=15 处切线的 y 轴截距。","-2240 | -2242 | -2241 | -2243","-2242","-2242","f'(15)=300，f(15)=2258。切线方程为 y-2258=300(x-15)，令 x=0，得 y=-2242。","grade-pass-sample"
"hjb-high-ds-v3-s6-074","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Challenge","V3修复变式1074：填空：函数 f(x)=7x²+7，求曲线 y=f(x) 在 x=12 处切线的 y 轴截距。","","-1001","-1001","f'(12)=168，f(12)=1015。切线方程为 y-1015=168(x-12)，令 x=0，得 y=-1001。","grade-pass-sample"
"hjb-high-ds-v3-s6-075","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Foundation","V3修复变式1075：解答：函数 f(x)=8x²+11，求 f'(5)。","","80","80","f'(x)=16x，代入 x=5 得 16×5=80。","grade-pass-sample"
"hjb-high-ds-v3-s6-084","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Exam","V3修复变式1084：解答：从 9 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","252","252","先选无序小组有 C(9,2)=36 种，再从余下 7 个元素中选观察员，所以共有 36×7=252 种。","grade-pass-sample"
"hjb-high-ds-v3-s6-085","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Core","V3修复变式1085：选择：从 13 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","79 | 77 | 80 | 78","78","78","组合数 C(13,2)=13×12/2=78。","grade-pass-sample"
"hjb-high-ds-v3-s6-086","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Challenge","V3修复变式1086：填空：从 5 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","30","30","先选无序小组有 C(5,2)=10 种，再从余下 3 个元素中选观察员，所以共有 10×3=30 种。","grade-pass-sample"
"hjb-high-ds-v3-s6-095","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Foundation","V3修复变式1095：填空：从 11 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","55","55","组合数 C(11,2)=11×10/2=55。","grade-pass-sample"
"hjb-high-ds-v3-s6-099","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Foundation","V3修复变式1099：解答：从 3 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","3","3","组合数 C(3,2)=3×2/2=3。","grade-pass-sample"
"hjb-high-ds-v3-s6-106","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Challenge","V3修复变式1106：选择：从 4 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","13 | 11 | 14 | 12","12","12","先选无序小组有 C(4,2)=6 种，再从余下 2 个元素中选观察员，所以共有 6×2=12 种。","grade-pass-sample"
"hjb-high-ds-v3-s6-108","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Exam","V3修复变式1108：解答：从 7 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","105","105","先选无序小组有 C(7,2)=21 种，再从余下 5 个元素中选观察员，所以共有 21×5=105 种。","grade-pass-sample"
"hjb-high-ds-v3-s6-111","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Foundation","V3修复变式1111：解答：从 7 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","21","21","组合数 C(7,2)=7×6/2=21。","grade-pass-sample"
"hjb-high-ds-v3-s6-117","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Core","V3修复变式1117：解答：从 3 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","3","3","组合数 C(3,2)=3×2/2=3。","grade-pass-sample"
"hjb-high-ds-v3-s6-119","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Foundation","V3修复变式1119：填空：从 13 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","78","78","组合数 C(13,2)=13×12/2=78。","grade-pass-sample"
"hjb-high-ds-v3-s6-129","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Core","V3修复变式1129：解答：从 11 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","55","55","组合数 C(11,2)=11×10/2=55。","grade-pass-sample"
"hjb-high-ds-v3-s6-130","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Challenge","V3修复变式1130：选择：从 7 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","105 | 106 | 104 | 107","105","105","先选无序小组有 C(7,2)=21 种，再从余下 5 个元素中选观察员，所以共有 21×5=105 种。","grade-pass-sample"
"hjb-high-ds-v3-s6-147","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Foundation","V3修复变式1147：解答：从 11 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","55","55","组合数 C(11,2)=11×10/2=55。","grade-pass-sample"
"hjb-high-ds-v3-s6-156","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Exam","V3修复变式1156：解答：若事件 A 有 2 种情况，其中 1 种 A 情况下事件 B 有 16 种情况，其余 A 情况下事件 B 有 17 种情况。按分步计数共有多少种结果？","","33","33","分类后按分步计数相加：1×16+(2-1)×17=33。","grade-pass-sample"
"hjb-high-ds-v3-s6-162","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Challenge","V3修复变式1162：解答：若事件 A 有 10 种情况，其中 1 种 A 情况下事件 B 有 9 种情况，其余 A 情况下事件 B 有 10 种情况。按分步计数共有多少种结果？","","99","99","分类后按分步计数相加：1×9+(10-1)×10=99。","grade-pass-sample"
"hjb-high-ds-v3-s6-192","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Exam","V3修复变式1192：解答：若事件 A 有 5 种情况，其中 1 种 A 情况下事件 B 有 8 种情况，其余 A 情况下事件 B 有 9 种情况。按分步计数共有多少种结果？","","44","44","分类后按分步计数相加：1×8+(5-1)×9=44。","grade-pass-sample"
"hjb-high-ds-v3-s6-208","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Challenge","V3修复变式1208：选择：若事件 A 有 5 种情况，其中 1 种 A 情况下事件 B 有 18 种情况，其余 A 情况下事件 B 有 19 种情况。按分步计数共有多少种结果？","93 | 96 | 94 | 95","94","94","分类后按分步计数相加：1×18+(5-1)×19=94。","grade-pass-sample"
"hjb-high-ds-v3-s6-222","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Core","V3修复变式1222：解答：若事件 A 有 5 种情况，且每种 A 情况下事件 B 有 4 种情况，则按分步计数共有多少种结果？","","20","20","分步计数原理：总数=5×4=20。","grade-pass-sample"
"hjb-high-ds-v3-s6-231","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","V3修复变式1231：解答：一组数据为 3，12，21，求这组数据的平均数。","","12","12","三数等差，中间数就是平均数，所以平均数为 12。","grade-pass-sample"
"hjb-high-ds-v3-s6-233","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","V3修复变式1233：填空：一组数据为 3，14，25，求这组数据的平均数。","","14","14","三数等差，中间数就是平均数，所以平均数为 14。","grade-pass-sample"
"hjb-high-ds-v3-s6-250","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","V3修复变式1250：选择：一组数据为 5，13，21，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","23 | 21 | 22 | 20","21","21","原平均数为 (5+13+21)/3=13。加入 x 后平均数为 13+2=15，所以 x=4×15-(5+13+21)=21。","grade-pass-sample"
"hjb-high-ds-v3-s6-252","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","V3修复变式1252：解答：一组数据为 9，21，33，求这组数据的平均数。","","21","21","三数等差，中间数就是平均数，所以平均数为 21。","grade-pass-sample"
"hjb-high-ds-v3-s6-271","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","V3修复变式1271：选择：一组数据为 9，12，15，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","19 | 22 | 20 | 21","20","20","原平均数为 (9+12+15)/3=12。加入 x 后平均数为 12+2=14，所以 x=4×14-(9+12+15)=20。","grade-pass-sample"
"hjb-high-ds-v3-s6-286","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","V3修复变式1286：选择：一组数据为 8，20，32，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","28 | 29 | 27 | 30","28","28","原平均数为 (8+20+32)/3=20。加入 x 后平均数为 20+2=22，所以 x=4×22-(8+20+32)=28。","grade-pass-sample"
"hjb-high-ds-v3-s6-312","S6","选择性必修 第一册复习","数列","数列综合复习","short-answer","Core","V3修复变式1312：解答：等差数列首项为 6，公差为 6，求第 10 项。","","60","60","a_10=a_1+(10-1)d=6+9×6=60。","grade-pass-sample"
"hjb-high-ds-v3-s6-317","S6","选择性必修 第一册复习","数列","数列综合复习","fill-in","Foundation","V3修复变式1317：填空：等差数列首项为 2，公差为 6，求第 7 项。","","38","38","a_7=a_1+(7-1)d=2+6×6=38。","grade-pass-sample"
"hjb-high-ds-v3-s6-329","S6","选择性必修 第一册复习","平面直角坐标系中的直线","解析几何直线综合复习","fill-in","Foundation","V3修复变式1329：填空：直线经过点 (2,8) 和 (3,16)，求斜率。","","8","8","斜率=(16-8)/(3-2)=8。","grade-pass-sample"
"hjb-high-ds-v3-s6-334","S6","选择性必修 第一册复习","平面直角坐标系中的直线","解析几何直线综合复习","multiple-choice","Challenge","V3修复变式1334：选择：直线 l 经过点 (2,13) 和 (3,18)。直线 m 与 l 平行，且经过点 (0,6)。求直线 m 在 x=2 时的 y 坐标。","15 | 18 | 16 | 17","16","16","l 的斜率为 (18-13)/(3-2)=5。m 与 l 平行，斜率也为 5，且过 (0,6)，所以 x=2 时 y=5×2+6=16。","grade-pass-sample"
"hjb-high-ds-v3-s6-385","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","fill-in","Challenge","V3修复变式1385：填空：空间向量 p=(6,15,10)，q=(1,1,1)，求 |p+q|²-|p|²。","","65","65","|p+q|²-|p|²=2p·q+|q|²=2×(6+15+10)+3=65。","grade-pass-sample"
"hjb-high-ds-v3-s6-390","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","multiple-choice","Core","V3修复变式1390：选择：空间向量 p=(6,17,5)，求 |p|²。","350 | 356 | 344 | 362","350","350","|p|²=6²+17²+5²=350。","grade-pass-sample"
"hjb-high-ds-v3-s6-393","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","fill-in","Core","V3修复变式1393：填空：空间向量 p=(11,18,4)，求 |p|²。","","461","461","|p|²=11²+18²+4²=461。","grade-pass-sample"
"hjb-high-ds-v3-s6-396","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","multiple-choice","Core","V3修复变式1396：选择：空间向量 p=(6,17,1)，求 |p|²。","332 | 320 | 326 | 338","326","326","|p|²=6²+17²+1²=326。","grade-pass-sample"
"hjb-high-ds-v3-s6-428","S6","跨册综合复习","跨册综合：三角向量解析几何","三角、向量与解析几何综合","multiple-choice","Core","V3修复变式1428：选择：在三角形 ABC 中，AB=10，AC=10，且 ∠A=60°。求 △ABC 的面积。","24√3 | 20√3 | 25√3 | 26√3","25√3","25√3","三角形面积 S=1/2×AB×AC×sin60°=1/2×10×10×√3/2=25√3。","grade-pass-sample"
"hjb-high-ds-v3-s6-433","S6","跨册综合复习","跨册综合：三角向量解析几何","三角、向量与解析几何综合","fill-in","Core","V3修复变式1433：填空：在三角形 ABC 中，AB=8，AC=16，且 ∠A=60°。求 △ABC 的面积。","","32√3","32√3","三角形面积 S=1/2×AB×AC×sin60°=1/2×8×16×√3/2=32√3。","grade-pass-sample"
"hjb-high-ds-v3-s6-442","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","multiple-choice","Core","V3修复变式1442：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 6 和 20，这两条棱围成的矩形面积是多少？","126 | 114 | 120 | 132","120","120","相邻垂直棱围成矩形，面积=6×20=120。","grade-pass-sample"
"hjb-high-ds-v3-s6-455","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","fill-in","Core","V3修复变式1455：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 7 和 8，这两条棱围成的矩形面积是多少？","","56","56","相邻垂直棱围成矩形，面积=7×8=56。","grade-pass-sample"
"hjb-high-ds-v3-s6-464","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","multiple-choice","Core","V3修复变式1464：选择：袋中有 8 个红球和 8 个蓝球，随机取出 1 个，取到红球的概率是多少？","7/16 | 8/17 | 1/2 | 9/16","1/2","1/2 | 8/16","总球数为 16，红球 8 个，所以概率为 8/16=1/2。","grade-pass-sample"
"hjb-high-ds-v3-s6-470","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","multiple-choice","Core","V3修复变式1470：选择：袋中有 9 个红球和 14 个蓝球，随机取出 1 个，取到红球的概率是多少？","3/8 | 9/23 | 10/23 | 8/23","9/23","9/23","总球数为 23，红球 9 个，所以概率为 9/23=9/23。","grade-pass-sample"
"hjb-high-ds-v3-s6-480","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","multiple-choice","Core","V3修复变式1480：选择：袋中有 8 个红球和 6 个蓝球，随机取出 1 个，取到红球的概率是多少？","4/7 | 9/14 | 1/2 | 8/15","4/7","4/7 | 8/14","总球数为 14，红球 8 个，所以概率为 8/14=4/7。","grade-pass-sample"
"hjb-high-ds-v3-s6-484","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","V3修复变式1484：选择：等差数列首项为 6，公差为 4，求第 12 项。","50 | 51 | 49 | 52","50","50","a_12=a_1+(12-1)d=6+11×4=50。","grade-pass-sample"
"hjb-high-ds-v3-s6-499","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","V3修复变式1499：选择：等差数列首项为 7，公差为 9，求第 3 项。","26 | 24 | 25 | 27","25","25","a_3=a_1+(3-1)d=7+2×9=25。","grade-pass-sample"
