"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","remediationReason","mandatoryOriginalP2","adjacentOverusedFamily","promptZhHans","answer","acceptedAnswers","reviewNotes"
"hjb-high-ds-v3-s4-260","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0260：填空：在三角形 ABC 中，AB=9，AC=11，且 ∠A=60°。求 △ABC 的面积。","99√3/4","99√3/4","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-261","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0261：解答：在三角形 ABC 中，AB=7，AC=18，且 ∠A=60°。求 △ABC 的面积。","63√3/2","63√3/2","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-262","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0262：选择：在三角形 ABC 中，AB=3，AC=9，且 ∠A=60°。求 BC²。","63","63","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-263","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0263：填空：在三角形 ABC 中，AB=6，AC=20，且 ∠A=60°。求 △ABC 的面积。","30√3","30√3","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-264","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0264：解答：在三角形 ABC 中，AB=3，AC=12，且 ∠A=60°。求 △ABC 的面积。","9√3","9√3","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-265","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0265：选择：在三角形 ABC 中，AB=2，AC=9，且 ∠A=60°。求 BC²。","67","67","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-266","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0266：填空：在三角形 ABC 中，AB=8，AC=16，且 ∠A=60°。求 △ABC 的面积。","32√3","32√3","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-267","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0267：解答：在三角形 ABC 中，AB=5，AC=19，且 ∠A=60°。求 △ABC 的面积。","95√3/4","95√3/4","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-268","S4","必修 第二册","三角","三角","multiple-choice","Challenge","mandatory-original-p2-remediation","yes","no","V3修复变式0268：选择：在三角形 ABC 中，AB=4，AC=10，且 ∠A=60°。求 BC²。","76","76","V3 remediated candidate row; remediation reason: mandatory-original-p2-remediation. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-269","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0269：填空：在三角形 ABC 中，AB=11，AC=11，且 ∠A=60°。求 △ABC 的面积。","121√3/4","121√3/4","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-270","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0270：解答：在三角形 ABC 中，AB=6，AC=19，且 ∠A=60°。求 △ABC 的面积。","57√3/2","57√3/2","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-271","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0271：选择：在三角形 ABC 中，AB=8，AC=5，且 ∠A=60°。求 BC²。","49","49","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-272","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0272：填空：在三角形 ABC 中，AB=11，AC=12，且 ∠A=60°。求 △ABC 的面积。","33√3","33√3","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-273","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0273：解答：在三角形 ABC 中，AB=6，AC=9，且 ∠A=60°。求 △ABC 的面积。","27√3/2","27√3/2","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-274","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0274：选择：在三角形 ABC 中，AB=5，AC=12，且 ∠A=60°。求 BC²。","109","109","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-275","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0275：填空：在三角形 ABC 中，AB=3，AC=14，且 ∠A=60°。求 △ABC 的面积。","21√3/2","21√3/2","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-276","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0276：解答：在三角形 ABC 中，AB=10，AC=7，且 ∠A=60°。求 △ABC 的面积。","35√3/2","35√3/2","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-277","S4","必修 第二册","三角","三角","multiple-choice","Challenge","mandatory-original-p2-remediation","yes","no","V3修复变式0277：选择：在三角形 ABC 中，AB=9，AC=8，且 ∠A=60°。求 BC²。","73","73","V3 remediated candidate row; remediation reason: mandatory-original-p2-remediation. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-278","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0278：填空：在三角形 ABC 中，AB=9，AC=8，且 ∠A=60°。求 △ABC 的面积。","18√3","18√3","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-279","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0279：解答：在三角形 ABC 中，AB=9，AC=20，且 ∠A=60°。求 △ABC 的面积。","45√3","45√3","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-280","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0280：选择：在三角形 ABC 中，AB=8，AC=16，且 ∠A=60°。求 BC²。","192","192","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-281","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0281：填空：在三角形 ABC 中，AB=4，AC=15，且 ∠A=60°。求 △ABC 的面积。","15√3","15√3","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-282","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0282：解答：在三角形 ABC 中，AB=10，AC=9，且 ∠A=60°。求 △ABC 的面积。","45√3/2","45√3/2","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-283","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0283：选择：在三角形 ABC 中，AB=4，AC=5，且 ∠A=60°。求 BC²。","21","21","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-284","S4","必修 第二册","三角","三角","fill-in","Foundation","mandatory-original-p2-remediation","yes","no","V3修复变式0284：填空：在三角形 ABC 中，AB=3，AC=14，且 ∠A=60°。求 △ABC 的面积。","21√3/2","21√3/2","V3 remediated candidate row; remediation reason: mandatory-original-p2-remediation. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-285","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0285：解答：在三角形 ABC 中，AB=6，AC=6，且 ∠A=60°。求 △ABC 的面积。","9√3","9√3","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-286","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0286：选择：在三角形 ABC 中，AB=9，AC=13，且 ∠A=60°。求 BC²。","133","133","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-287","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0287：填空：在三角形 ABC 中，AB=2，AC=17，且 ∠A=60°。求 △ABC 的面积。","17√3/2","17√3/2","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-288","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0288：解答：在三角形 ABC 中，AB=7，AC=16，且 ∠A=60°。求 △ABC 的面积。","28√3","28√3","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-289","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0289：选择：在三角形 ABC 中，AB=7，AC=15，且 ∠A=60°。求 BC²。","169","169","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-290","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0290：填空：在三角形 ABC 中，AB=9，AC=20，且 ∠A=60°。求 △ABC 的面积。","45√3","45√3","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-291","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0291：解答：在三角形 ABC 中，AB=2，AC=16，且 ∠A=60°。求 △ABC 的面积。","8√3","8√3","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-292","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0292：选择：在三角形 ABC 中，AB=5，AC=17，且 ∠A=60°。求 BC²。","229","229","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-293","S4","必修 第二册","三角","三角","fill-in","Foundation","mandatory-original-p2-remediation","yes","no","V3修复变式0293：填空：在三角形 ABC 中，AB=2，AC=6，且 ∠A=60°。求 △ABC 的面积。","3√3","3√3","V3 remediated candidate row; remediation reason: mandatory-original-p2-remediation. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-294","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0294：解答：在三角形 ABC 中，AB=3，AC=8，且 ∠A=60°。求 △ABC 的面积。","6√3","6√3","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-295","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0295：选择：在三角形 ABC 中，AB=6，AC=16，且 ∠A=60°。求 BC²。","196","196","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-296","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0296：填空：在三角形 ABC 中，AB=8，AC=9，且 ∠A=60°。求 △ABC 的面积。","18√3","18√3","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-297","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0297：解答：在三角形 ABC 中，AB=10，AC=18，且 ∠A=60°。求 △ABC 的面积。","45√3","45√3","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-298","S4","必修 第二册","三角","三角","multiple-choice","Challenge","mandatory-original-p2-remediation","yes","no","V3修复变式0298：选择：在三角形 ABC 中，AB=3，AC=13，且 ∠A=60°。求 BC²。","139","139","V3 remediated candidate row; remediation reason: mandatory-original-p2-remediation. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-299","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0299：填空：在三角形 ABC 中，AB=4，AC=18，且 ∠A=60°。求 △ABC 的面积。","18√3","18√3","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-300","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0300：解答：在三角形 ABC 中，AB=3，AC=5，且 ∠A=60°。求 △ABC 的面积。","15√3/4","15√3/4","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-301","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0301：选择：在三角形 ABC 中，AB=12，AC=6，且 ∠A=60°。求 BC²。","108","108","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-302","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0302：填空：在三角形 ABC 中，AB=12，AC=6，且 ∠A=60°。求 △ABC 的面积。","18√3","18√3","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-303","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0303：解答：在三角形 ABC 中，AB=11，AC=5，且 ∠A=60°。求 △ABC 的面积。","55√3/4","55√3/4","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-304","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0304：选择：在三角形 ABC 中，AB=3，AC=9，且 ∠A=60°。求 BC²。","63","63","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-305","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0305：填空：在三角形 ABC 中，AB=3，AC=15，且 ∠A=60°。求 △ABC 的面积。","45√3/4","45√3/4","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-306","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0306：解答：在三角形 ABC 中，AB=6，AC=13，且 ∠A=60°。求 △ABC 的面积。","39√3/2","39√3/2","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-307","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0307：选择：在三角形 ABC 中，AB=11，AC=15，且 ∠A=60°。求 BC²。","181","181","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-308","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0308：填空：在三角形 ABC 中，AB=5，AC=16，且 ∠A=60°。求 △ABC 的面积。","20√3","20√3","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-309","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0309：解答：在三角形 ABC 中，AB=5，AC=13，且 ∠A=60°。求 △ABC 的面积。","65√3/4","65√3/4","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-310","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0310：选择：在三角形 ABC 中，AB=6，AC=5，且 ∠A=60°。求 BC²。","31","31","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-311","S4","必修 第二册","三角","三角","fill-in","Foundation","adjacent-overused-template-family","no","yes","V3修复变式0311：填空：在三角形 ABC 中，AB=9，AC=10，且 ∠A=60°。求 △ABC 的面积。","45√3/2","45√3/2","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-312","S4","必修 第二册","三角","三角","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0312：解答：在三角形 ABC 中，AB=3，AC=17，且 ∠A=60°。求 △ABC 的面积。","51√3/4","51√3/4","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-313","S4","必修 第二册","三角","三角","multiple-choice","Challenge","adjacent-overused-template-family","no","yes","V3修复变式0313：选择：在三角形 ABC 中，AB=10，AC=12，且 ∠A=60°。求 BC²。","124","124","V3 remediated candidate row; remediation reason: adjacent-overused-template-family. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-314","S4","必修 第二册","三角函数","三角函数","fill-in","Foundation","full-package-template-normalization","no","no","V3修复变式0314：填空：函数 y=12sin(2x+13π/6) 的最小正周期是多少？","π","π","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-315","S4","必修 第二册","三角函数","三角函数","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0315：解答：函数 y=5sin(2x+12π/6) 的最小正周期是多少？","π","π","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-316","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","full-package-template-normalization","no","no","V3修复变式0316：选择：函数 y=5sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。","2","2","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-317","S4","必修 第二册","三角函数","三角函数","fill-in","Foundation","full-package-template-normalization","no","no","V3修复变式0317：填空：函数 y=11sin(2x+12π/6) 的最小正周期是多少？","π","π","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-318","S4","必修 第二册","三角函数","三角函数","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0318：解答：函数 y=9sin(2x+3π/6) 的最小正周期是多少？","π","π","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-319","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","full-package-template-normalization","no","no","V3修复变式0319：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。","2","2","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-320","S4","必修 第二册","三角函数","三角函数","fill-in","Foundation","full-package-template-normalization","no","no","V3修复变式0320：填空：函数 y=5sin(2x+12π/6) 的最小正周期是多少？","π","π","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-321","S4","必修 第二册","三角函数","三角函数","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0321：解答：函数 y=12sin(2x+1π/6) 的最小正周期是多少？","π","π","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-322","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","full-package-template-normalization","no","no","V3修复变式0322：选择：函数 y=10sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。","2","2","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-323","S4","必修 第二册","三角函数","三角函数","fill-in","Foundation","full-package-template-normalization","no","no","V3修复变式0323：填空：函数 y=7sin(2x+4π/6) 的最小正周期是多少？","π","π","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-324","S4","必修 第二册","三角函数","三角函数","short-answer","Core","full-package-template-normalization","no","no","V3修复变式0324：解答：函数 y=2sin(2x+10π/6) 的最小正周期是多少？","π","π","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
"hjb-high-ds-v3-s4-325","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","full-package-template-normalization","no","no","V3修复变式0325：选择：函数 y=9sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。","3","3","V3 remediated candidate row; remediation reason: full-package-template-normalization. Prompt content rebuilt offline from deterministic HJB safe-template patterns with V3 IDs and evidence fields preserved; S18 manual re-review required before any app integration."
