"id","grade","reviewer","mathQaStatus","terminologyQaStatus","sourceDistanceStatus","decision","p2IssueCodes","notes"
"hjb-high-ds-v3-s6-084","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-088","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-099","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-104","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-107","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-110","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-113","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-122","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-124","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-130","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-134","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-138","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-148","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-153","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-156","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-158","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-160","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-178","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-185","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-190","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-194","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-196","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-200","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-212","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-225","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-231","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-241","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-248","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-255","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-260","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-272","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-280","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-290","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-299","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-301","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-304","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-307","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-329","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-370","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-397","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v3-s6-399","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-401","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-415","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-424","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-452","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-462","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-480","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-483","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-484","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-492","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v3-s6-495","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V3 P2 remediation. Review reason: mandatory-original-p2-recheck."
