"grade","semester","topicId","topicTitleZhHans","volume","chapter","type","difficulty","count","evidenceCardIds","assessmentPatternCardIds"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","fill-in","Exam","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","fill-in","Foundation","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","multiple-choice","Core","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","multiple-choice","Exam","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","multiple-choice","Foundation","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","short-answer","Challenge","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","short-answer","Core","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","short-answer","Exam","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","short-answer","Foundation","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-数学建模活动-三","数学建模活动（三）","选择性必修 第一册","数学建模活动（三）","fill-in","Core","23","bnu-high-s5-selective-1-modeling-activity-3","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-conics-unit-core"
"S5","lower","bnu-high-s5-数学建模活动-三","数学建模活动（三）","选择性必修 第一册","数学建模活动（三）","multiple-choice","Exam","24","bnu-high-s5-selective-1-modeling-activity-3","bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-space-vectors-unit-synthesis"
"S5","lower","bnu-high-s5-数学建模活动-三","数学建模活动（三）","选择性必修 第一册","数学建模活动（三）","short-answer","Foundation","24","bnu-high-s5-selective-1-modeling-activity-3","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-conics-unit-core"
"S5","lower","bnu-high-s5-概率","概率","选择性必修 第一册","概率","fill-in","Core","17","bnu-high-s5-selective-1-probability-distributions","bnu-high-s5-assessment-probability-unit-core | bnu-high-s5-assessment-probability-unit-synthesis | bnu-high-s5-assessment-final-integrated"
"S5","lower","bnu-high-s5-概率","概率","选择性必修 第一册","概率","fill-in","Exam","7","bnu-high-s5-selective-1-probability-distributions","bnu-high-s5-assessment-probability-unit-synthesis | bnu-high-s5-assessment-probability-unit-core | bnu-high-s5-assessment-final-integrated"
"S5","lower","bnu-high-s5-概率","概率","选择性必修 第一册","概率","multiple-choice","Core","16","bnu-high-s5-selective-1-probability-distributions","bnu-high-s5-assessment-probability-unit-core | bnu-high-s5-assessment-probability-unit-synthesis | bnu-high-s5-assessment-final-integrated"
"S5","lower","bnu-high-s5-概率","概率","选择性必修 第一册","概率","multiple-choice","Exam","7","bnu-high-s5-selective-1-probability-distributions","bnu-high-s5-assessment-probability-unit-synthesis | bnu-high-s5-assessment-probability-unit-core | bnu-high-s5-assessment-final-integrated"
"S5","lower","bnu-high-s5-概率","概率","选择性必修 第一册","概率","short-answer","Core","17","bnu-high-s5-selective-1-probability-distributions","bnu-high-s5-assessment-probability-unit-core | bnu-high-s5-assessment-probability-unit-synthesis | bnu-high-s5-assessment-final-integrated"
"S5","lower","bnu-high-s5-概率","概率","选择性必修 第一册","概率","short-answer","Exam","7","bnu-high-s5-selective-1-probability-distributions","bnu-high-s5-assessment-probability-unit-synthesis | bnu-high-s5-assessment-probability-unit-core | bnu-high-s5-assessment-final-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","fill-in","Challenge","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","fill-in","Core","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","fill-in","Exam","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","fill-in","Foundation","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","multiple-choice","Challenge","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","multiple-choice","Core","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","multiple-choice","Exam","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","multiple-choice","Foundation","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","short-answer","Challenge","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","short-answer","Core","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","short-answer","Exam","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-直线与圆","直线与圆","选择性必修 第一册","直线与圆","short-answer","Foundation","6","bnu-high-s5-selective-1-lines-circles","bnu-high-s5-assessment-lines-circles-unit-core | bnu-high-s5-assessment-lines-circles-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","fill-in","Challenge","4","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","fill-in","Core","10","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","fill-in","Exam","5","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","fill-in","Foundation","5","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","multiple-choice","Challenge","5","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","multiple-choice","Core","5","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","multiple-choice","Exam","9","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","multiple-choice","Foundation","5","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","short-answer","Challenge","5","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","short-answer","Core","5","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","short-answer","Exam","5","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-空间向量与立体几何","空间向量与立体几何","选择性必修 第一册","空间向量与立体几何","short-answer","Foundation","9","bnu-high-s5-selective-1-space-vectors-solid-geometry","bnu-high-s5-assessment-space-vectors-unit-core | bnu-high-s5-assessment-space-vectors-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-统计案例","统计案例","选择性必修 第一册","统计案例","fill-in","Core","7","bnu-high-s5-selective-1-statistical-cases","bnu-high-s5-assessment-statistics-case-unit | bnu-high-s5-assessment-final-integrated | bnu-high-s5-assessment-lines-circles-unit-core"
"S5","lower","bnu-high-s5-统计案例","统计案例","选择性必修 第一册","统计案例","multiple-choice","Core","32","bnu-high-s5-selective-1-statistical-cases","bnu-high-s5-assessment-statistics-case-unit | bnu-high-s5-assessment-final-integrated | bnu-high-s5-assessment-lines-circles-unit-core"
"S5","lower","bnu-high-s5-统计案例","统计案例","选择性必修 第一册","统计案例","short-answer","Core","32","bnu-high-s5-selective-1-statistical-cases","bnu-high-s5-assessment-statistics-case-unit | bnu-high-s5-assessment-final-integrated | bnu-high-s5-assessment-lines-circles-unit-core"
"S5","lower","bnu-high-s5-计数原理","计数原理","选择性必修 第一册","计数原理","fill-in","Core","18","bnu-high-s5-selective-1-counting-principles","bnu-high-s5-assessment-counting-unit-core | bnu-high-s5-assessment-counting-unit-synthesis | bnu-high-s5-assessment-permutation-combination-topic-review"
"S5","lower","bnu-high-s5-计数原理","计数原理","选择性必修 第一册","计数原理","fill-in","Exam","6","bnu-high-s5-selective-1-counting-principles","bnu-high-s5-assessment-counting-unit-core | bnu-high-s5-assessment-counting-unit-synthesis | bnu-high-s5-assessment-permutation-combination-topic-review"
"S5","lower","bnu-high-s5-计数原理","计数原理","选择性必修 第一册","计数原理","multiple-choice","Core","6","bnu-high-s5-selective-1-counting-principles","bnu-high-s5-assessment-counting-unit-core | bnu-high-s5-assessment-counting-unit-synthesis | bnu-high-s5-assessment-permutation-combination-topic-review"
"S5","lower","bnu-high-s5-计数原理","计数原理","选择性必修 第一册","计数原理","multiple-choice","Exam","18","bnu-high-s5-selective-1-counting-principles","bnu-high-s5-assessment-counting-unit-core | bnu-high-s5-assessment-counting-unit-synthesis | bnu-high-s5-assessment-permutation-combination-topic-review"
"S5","lower","bnu-high-s5-计数原理","计数原理","选择性必修 第一册","计数原理","short-answer","Core","6","bnu-high-s5-selective-1-counting-principles","bnu-high-s5-assessment-counting-unit-core | bnu-high-s5-assessment-counting-unit-synthesis | bnu-high-s5-assessment-permutation-combination-topic-review"
"S5","lower","bnu-high-s5-计数原理","计数原理","选择性必修 第一册","计数原理","short-answer","Exam","6","bnu-high-s5-selective-1-counting-principles","bnu-high-s5-assessment-counting-unit-core | bnu-high-s5-assessment-counting-unit-synthesis | bnu-high-s5-assessment-permutation-combination-topic-review"
"S5","lower","bnu-high-s5-计数原理","计数原理","选择性必修 第一册","计数原理","short-answer","Foundation","11","bnu-high-s5-selective-1-counting-principles","bnu-high-s5-assessment-counting-unit-core | bnu-high-s5-assessment-counting-unit-synthesis | bnu-high-s5-assessment-permutation-combination-topic-review"
"S6","upper","bnu-high-s6-导数及其应用","导数及其应用","选择性必修 第二册","导数及其应用","fill-in","Core","27","bnu-high-s6-selective-2-derivatives","bnu-high-s6-assessment-derivatives-foundation-review | bnu-high-s6-assessment-derivatives-foundation-unit | bnu-high-s6-assessment-derivative-parameter-monotonicity-topic"
"S6","upper","bnu-high-s6-导数及其应用","导数及其应用","选择性必修 第二册","导数及其应用","fill-in","Exam","48","bnu-high-s6-selective-2-derivatives","bnu-high-s6-assessment-derivatives-foundation-review | bnu-high-s6-assessment-derivatives-foundation-unit | bnu-high-s6-assessment-derivatives-comprehensive-unit"
"S6","upper","bnu-high-s6-导数及其应用","导数及其应用","选择性必修 第二册","导数及其应用","multiple-choice","Core","49","bnu-high-s6-selective-2-derivatives","bnu-high-s6-assessment-derivatives-foundation-review | bnu-high-s6-assessment-derivatives-foundation-unit | bnu-high-s6-assessment-derivative-parameter-monotonicity-topic"
"S6","upper","bnu-high-s6-导数及其应用","导数及其应用","选择性必修 第二册","导数及其应用","multiple-choice","Exam","26","bnu-high-s6-selective-2-derivatives","bnu-high-s6-assessment-derivatives-foundation-review | bnu-high-s6-assessment-derivatives-foundation-unit | bnu-high-s6-assessment-derivatives-comprehensive-unit"
"S6","upper","bnu-high-s6-导数及其应用","导数及其应用","选择性必修 第二册","导数及其应用","short-answer","Challenge","22","bnu-high-s6-selective-2-derivatives","bnu-high-s6-assessment-derivatives-foundation-review | bnu-high-s6-assessment-derivatives-foundation-unit | bnu-high-s6-assessment-derivative-parameter-monotonicity-topic"
"S6","upper","bnu-high-s6-导数及其应用","导数及其应用","选择性必修 第二册","导数及其应用","short-answer","Core","26","bnu-high-s6-selective-2-derivatives","bnu-high-s6-assessment-derivatives-foundation-review | bnu-high-s6-assessment-derivatives-foundation-unit | bnu-high-s6-assessment-derivative-parameter-monotonicity-topic"
"S6","upper","bnu-high-s6-导数及其应用","导数及其应用","选择性必修 第二册","导数及其应用","short-answer","Exam","27","bnu-high-s6-selective-2-derivatives","bnu-high-s6-assessment-derivatives-foundation-review | bnu-high-s6-assessment-derivatives-foundation-unit | bnu-high-s6-assessment-derivatives-comprehensive-unit"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","fill-in","Challenge","17","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","fill-in","Core","17","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","fill-in","Exam","25","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-gaokao-review"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","fill-in","Foundation","16","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","multiple-choice","Challenge","17","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","multiple-choice","Core","24","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","multiple-choice","Exam","17","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-gaokao-review"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","multiple-choice","Foundation","17","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","short-answer","Challenge","24","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","short-answer","Core","17","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","short-answer","Exam","17","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-gaokao-review"
"S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","short-answer","Foundation","17","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic"
"S6","full-year","bnu-high-s6-高三数列与导数综合复习","高三数列与导数综合复习","选择性必修 第二册综合复习","高三数列与导数综合复习","multiple-choice","Exam","25","bnu-high-s6-selective-2-sequences | bnu-high-s6-selective-2-derivatives","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-selective-2-full-volume-comprehensive"
"S6","full-year","bnu-high-s6-高三数列与导数综合复习","高三数列与导数综合复习","选择性必修 第二册综合复习","高三数列与导数综合复习","short-answer","Core","20","bnu-high-s6-selective-2-sequences | bnu-high-s6-selective-2-derivatives","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-selective-2-full-volume-comprehensive"
"S6","full-year","bnu-high-s6-高三数列与导数综合复习","高三数列与导数综合复习","选择性必修 第二册综合复习","高三数列与导数综合复习","short-answer","Exam","5","bnu-high-s6-selective-2-sequences | bnu-high-s6-selective-2-derivatives","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-selective-2-full-volume-comprehensive"
