"id","batch","grade","semester","topicId","topicTitleZhHans","volume","chapter","conceptIds","competencyTags","skillTags","misconceptionTags","difficulty","type","evidenceCardIds","assessmentPatternCardIds","sourceDistanceStatus","mathQaStatus","terminologyQaStatus","manualQaStatus","reviewNotes"
"bnu-high-ds-v1-s4-001","bnu-high-v1","S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","sets | number-sets | inequality-properties | quadratic-equations | basic-inequality | logic-conditions","数学抽象 | 逻辑推理 | 数学运算 | 数学语言","集合语言 | 不等式性质 | 方程转化 | 条件判断 | 函数性质综合 | 定义域检查 | 指数对数转化 | 图像判断","set notation misread | interval endpoint error | inequality direction error | condition direction reversed | set relation confused | inequality direction reversed | condition direction unsupported | domain omitted in property check","Core","multiple-choice","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-271","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Core","multiple-choice","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-272","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Foundation","short-answer","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-273","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 函数性质综合 | 定义域检查 | 指数对数转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | domain omitted in property check | exponential and logarithmic monotonicity mixed","Exam","fill-in","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-274","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Core","multiple-choice","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-275","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Foundation","short-answer","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-276","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 函数性质综合 | 定义域检查 | 指数对数转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | domain omitted in property check | exponential and logarithmic monotonicity mixed","Exam","fill-in","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-277","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Core","multiple-choice","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-278","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Foundation","short-answer","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-279","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 函数性质综合 | 定义域检查 | 指数对数转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | domain omitted in property check | exponential and logarithmic monotonicity mixed","Exam","fill-in","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-280","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Core","multiple-choice","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-281","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Foundation","short-answer","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-282","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 函数性质综合 | 定义域检查 | 指数对数转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | domain omitted in property check | exponential and logarithmic monotonicity mixed","Exam","fill-in","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-283","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Core","multiple-choice","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-284","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Foundation","short-answer","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-285","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 函数性质综合 | 定义域检查 | 指数对数转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | domain omitted in property check | exponential and logarithmic monotonicity mixed","Exam","fill-in","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-286","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Core","multiple-choice","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-287","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 集合语言 | 不等式性质 | 方程转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | set relation confused | inequality direction reversed","Foundation","short-answer","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-288","bnu-high-v1","S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","mathematical-modeling | data-modeling | function-modeling | model-validation","数学建模 | 数据意识 | 应用意识 | 数学表达","函数零点 | 模型选择 | 参数解释 | 近似求解 | 结果检验 | 函数性质综合 | 定义域检查 | 指数对数转化","assumption not stated | data limitation ignored | model conclusion not checked against context | model domain overstated | zero not interpreted | growth comparison outside interval | domain omitted in property check | exponential and logarithmic monotonicity mixed","Exam","fill-in","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-289","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Core","multiple-choice","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-290","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Foundation","short-answer","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-291","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Exam","fill-in","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-292","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Core","multiple-choice","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-293","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Foundation","short-answer","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-294","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Exam","fill-in","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-295","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Core","multiple-choice","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-296","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Foundation","short-answer","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-297","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Exam","fill-in","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-298","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Core","multiple-choice","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-299","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Foundation","short-answer","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-300","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Exam","fill-in","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-301","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Core","multiple-choice","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-302","bnu-high-v1","S4","lower","bnu-high-s4-三角函数","三角函数","必修 第二册","三角函数","periodic-change | unit-circle | trigonometric-functions | trigonometric-graphs | trigonometric-transformations","直观想象 | 数学抽象 | 数学运算 | 数学建模","角度制与弧度制 | 单位圆定义 | 图像性质 | 周期与相位 | 三角方程 | 图像识别 | 参数变换 | 单调区间","degree and radian mixed | phase direction reversed | period formula misread | solution interval incomplete | quadrant sign overlooked | amplitude and vertical shift confused | period formula inverted | monotonic interval copied without transformation","Foundation","short-answer","bnu-high-s4-lower-trigonometric-functions","bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions | bnu-high-s4-lower-assessment-midterm-integrated-s4-lower","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
