"questionId","grade","volume","chapter","type","difficulty","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"bnu-high-ds-v1-s4-237","S4","必修 第一册","概率","fill-in","Exam","0.648","0.648","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-238","S4","必修 第一册","概率","multiple-choice","Core","1","1","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-239","S4","必修 第一册","概率","short-answer","Foundation","2/5","2/5","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-240","S4","必修 第一册","概率","fill-in","Exam","0.94","0.94","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-241","S4","必修 第一册","概率","multiple-choice","Core","13/28","13/28","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-242","S4","必修 第一册","概率","short-answer","Foundation","{（正，正），（正，反），（反，正），（反，反）}","{（正，正），（正，反），（反，正），（反，反）} | {(正,正),(正,反),(反,正),(反,反)}","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-243","S4","必修 第一册","概率","fill-in","Exam","0.80","0.80 | 0.8","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-244","S4","必修 第一册","概率","multiple-choice","Core","1/2","1/2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-245","S4","必修 第一册","概率","short-answer","Foundation","0.7","0.7","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-246","S4","必修 第一册","概率","fill-in","Exam","1/2","1/2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-247","S4","必修 第一册","概率","multiple-choice","Core","1/2","1/2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-248","S4","必修 第一册","概率","short-answer","Foundation","17/32","17/32","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-249","S4","必修 第一册","概率","fill-in","Exam","整群抽样","整群抽样","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-250","S4","必修 第一册","概率","multiple-choice","Core","0.3","0.3","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-251","S4","必修 第一册","概率","short-answer","Foundation","样本空间包含15种等可能结果（无序组合），颜色相同的概率为4/15。","样本空间包含15种等可能结果（无序组合），颜色相同的概率为4/15。 | 样本空间有15个基本事件，颜色相同的概率是4/15。 | 样本空间大小为15，颜色相同的概率为4/15。","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-252","S4","必修 第一册","概率","fill-in","Exam","估计白球有8个；前提是每次摸球等可能且试验次数足够多时频率稳定于概率。","估计白球有8个；前提是每次摸球等可能且试验次数足够多时频率稳定于概率。 | 白球估计为8个；前提是等可能性和大数定律。","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-253","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","C. 分段常数函数模型","C. 分段常数函数模型","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-254","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","a=1.0，b≈1.5，预测t=5时细菌数量约为7.7百个。","a=1.0，b≈1.5，预测t=5时细菌数量约为7.7百个。 | a=1，b=1.5，t=5时y≈7.7。","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-255","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","a=100，k≈0.22，预测2024年底资产约为374万元。","a=100，k≈0.22，预测2024年底资产约为374万元。 | a=100，k=0.22，2024年底资产374万元。","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-256","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","C. y=8+1.5(x-2)+ceil(t/5)，其中ceil表示向上取整","C. y=8+1.5(x-2)+ceil(t/5)，其中ceil表示向上取整","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-257","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","k=1.5，b=0；在t=10秒时可能不合理，因为实际速度不会无限增加，模型未考虑物理限制。","k=1.5，b=0；在t=10秒时可能不合理，因为实际速度不会无限增加，模型未考虑物理限制。 | k=1.5，b=0；不合理，因为速度有上限。","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-258","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","r≈0.019，2030年人口预测约为106万；局限性：未考虑资源限制，长期预测可能偏差较大。","r≈0.019，2030年人口预测约为106万；局限性：未考虑资源限制，长期预测可能偏差较大。 | r=0.019，2030年人口106万；局限性：未考虑环境容量。","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-259","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","C. 一条折线，分为三段，斜率依次增大","C. 一条折线，分为三段，斜率依次增大","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-260","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","a=100，b≈0.96，预测t=30时温度约为44摄氏度；不适合预测t=60，因为模型未考虑室温下限，长时间后温度应接近室温而非趋于0。","a=100，b≈0.96，预测t=30时温度约为44摄氏度；不适合预测t=60，因为模型未考虑室温下限，长时间后温度应接近室温而非趋于0。 | a=100，b=0.96，t=30时44°C；不适合，因为温度不会无限下降。","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-261","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","y=10+2.5(x-3)，定义域为{x|x>3}","y=10+2.5(x-3)，定义域为{x|x>3} | y=2.5x+2.5，定义域为{x|x>3} | y=10+2.5(x-3)，定义域为(3,+∞) | y=2.5x+2.5，定义域为(3,+∞)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-262","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","x>40","x>40","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-263","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","ab/(a+b)小时","ab/(a+b)小时 | ab/(a+b) | ab/(a+b)h","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-264","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","L=20x-5000，利润为零时x=250","L=20x-5000，利润为零时x=250 | L=20x-5000，x=250 | L=20x-5000，产量为250件","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-265","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","10.5公里","10.5公里","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-266","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","20%","20% | 0.2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-267","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","y=2×10+3×10+4(x-20)=50+4(x-20)","y=2×10+3×10+4(x-20)=50+4(x-20) | y=50+4(x-20) | y=4x-30","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-268","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","t>200","t>200","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-269","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","10年","10年 | 10","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-270","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","k≈0.04，m=100e^{-0.04t}","k≈0.04，m=100e^{-0.04t} | k=0.04，m=100e^{-0.04t} | k≈0.04，m=100e^{-0.0446t}","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-271","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","乙同学的二次模型更合适，因为它的预测误差更小","乙同学的二次模型更合适，因为它的预测误差更小","needs-review","P2","long-explanation","long-explanation: 271 chars","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-272","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","a=100, b=2, 第5天销售3200件","a=100, b=2, 第5天销售3200件 | a=100，b=2，第5天销售3200件","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-273","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","k=3, 不可能，因为当t=30时V=40>0","k=3, 不可能，因为当t=30时V=40>0 | k=3，不可能，因为当t=30时V=40>0","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-274","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","y = 10, 0<x≤3; y = 10+2(x-3), 3<x≤10; y = 10+2*7+3(x-10), x>10","y = 10, 0<x≤3; y = 10+2(x-3), 3<x≤10; y = 10+2*7+3(x-10), x>10","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-275","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","a=1, b=50, 2030年人口70万","a=1, b=50, 2030年人口70万 | a=1，b=50，2030年人口70万","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-276","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","k≈0.07, 20年","k≈0.07, 20年 | k≈0.07，20年","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-277","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","当产量为 80 件时，利润为 400 元","当产量为 80 件时，利润为 400 元","needs-review","P1","long-explanation | self-contradiction-wording","long-explanation: 316 chars | self-contradiction-wording: contradiction wording detected","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-278","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","12小时","12小时 | 12","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-279","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","10公里","10公里 | 10","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-280","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","22.5件","22.5件","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-281","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","（1）甲：y = 0.425x - 0.05；乙：y = 0.075x² + 0.5；（2）乙模型更准确；（3）11.3 m","（1）甲：y = 0.425x - 0.05；乙：y = 0.075x² + 0.5；（2）乙模型更准确；（3）11.3 m","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-282","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","（1）a=5, b=5；（2）150 万元；（3）误差 0 万元，但模型为二次函数，长期会无限增长，不符合实际利润趋于饱和的规律，不适合长期预测。","（1）a=5, b=5；（2）150 万元；（3）误差 0 万元，但模型为二次函数，长期会无限增长，不符合实际利润趋于饱和的规律，不适合长期预测。","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-283","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","C. 当 x=5 时，保有量约为 20.2 万辆","C. 当 x=5 时，保有量约为 20.2 万辆","needs-review","P1","long-explanation | self-contradiction-wording","long-explanation: 739 chars | self-contradiction-wording: contradiction wording detected","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-284","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","（1）模型①误差 0，模型②误差 1；（2）模型①更好，因为对前三个点无误差，整体误差较小；（3）15 分钟","（1）模型①误差 0，模型②误差 1；（2）模型①更好，因为对前三个点无误差，整体误差较小；（3）15 分钟","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-285","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","（1）y = { 10 + 0.5x, 0≤x≤3; 10 + 2(x-3) + 0.5x, x>3 }；（2）x = 7 公里","（1）y = { 10 + 0.5x, 0≤x≤3; 10 + 2(x-3) + 0.5x, x>3 }；（2）x = 7 公里","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-286","S4","必修 第一册","数学建模活动（一）","multiple-choice","Core","B. 两边取自然对数，得到 ln y = ln a + x ln b","B. 两边取自然对数，得到 ln y = ln a + x ln b","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-287","S4","必修 第一册","数学建模活动（一）","short-answer","Foundation","（1）甲：7.1 万元，乙：7.2 万元；（2）乙更准确；（3）9.6 万元","（1）甲：7.1 万元，乙：7.2 万元；（2）乙更准确；（3）9.6 万元","needs-review","P2","long-explanation","long-explanation: 436 chars","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-288","S4","必修 第一册","数学建模活动（一）","fill-in","Exam","（1）模型①：17，模型②：2×5.0625+1=11.125；（2）模型①更符合，因为数据点 (4,17) 与模型①完全吻合，且整体趋势更接近指数增长；（3）65 百个","（1）模型①：17，模型②：2×5.0625+1=11.125；（2）模型①更符合，因为数据点 (4,17) 与模型①完全吻合，且整体趋势更接近指数增长；（3）65 百个","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-289","S4","必修 第二册","三角函数","multiple-choice","Core","D. f(x) 的最大值为 3","D. f(x) 的最大值为 3","needs-review","P2","long-explanation","long-explanation: 1062 chars","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-290","S4","必修 第二册","三角函数","short-answer","Foundation","sinα = 4/5, cosα = -3/5, tanα = -4/3","sinα = 4/5, cosα = -3/5, tanα = -4/3","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-291","S4","必修 第二册","三角函数","fill-in","Exam","[0, 5π/12] 和 [11π/12, π]","[0, 5π/12] 和 [11π/12, π] | [0,5π/12]和[11π/12,π] | [0, 5π/12] ∪ [11π/12, π]","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-292","S4","必修 第二册","三角函数","multiple-choice","Core","y = sin x","y = sin x","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-293","S4","必修 第二册","三角函数","short-answer","Foundation","1/5","1/5 | 0.2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-294","S4","必修 第二册","三角函数","fill-in","Exam","π/6","π/6 | pi/6","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-295","S4","必修 第二册","三角函数","multiple-choice","Core","y = cos 2x","y = cos 2x","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-296","S4","必修 第二册","三角函数","short-answer","Foundation","1/3","1/3 | 0.333","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-297","S4","必修 第二册","三角函数","fill-in","Exam","x = π/12","x = π/12 | x=π/12","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-298","S4","必修 第二册","三角函数","multiple-choice","Core","f(x) = 2 sin(2x + π/6)","f(x) = 2 sin(2x + π/6)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-299","S4","必修 第二册","三角函数","short-answer","Foundation","π","π | pi","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-300","S4","必修 第二册","三角函数","fill-in","Exam","5π/6","5π/6 | 5pi/6","needs-review","P0","long-explanation | source-original | self-contradiction-wording","long-explanation: 1194 chars | source-original: source/reference wording detected | self-contradiction-wording: contradiction wording detected","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-301","S4","必修 第二册","三角函数","multiple-choice","Core","[kπ - π/12, kπ + 5π/12], k ∈ Z","[kπ - π/12, kπ + 5π/12], k ∈ Z","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-302","S4","必修 第二册","三角函数","short-answer","Foundation","7π/4","7π/4 | 315°","needs-review","P1","long-explanation | self-contradiction-wording","long-explanation: 226 chars | self-contradiction-wording: contradiction wording detected","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-303","S4","必修 第二册","三角函数","fill-in","Core","2π/3","2π/3","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-304","S4","必修 第二册","三角函数","multiple-choice","Foundation","1/5","1/5","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-305","S4","必修 第二册","三角函数","short-answer","Core","π/2, 7π/6, 11π/6","π/2, 7π/6, 11π/6","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-306","S4","必修 第二册","三角函数","fill-in","Foundation","y = sin(2x + π/3)","y = sin(2x + π/3)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-307","S4","必修 第二册","三角函数","multiple-choice","Core","[kπ - π/12, kπ + 5π/12], k ∈ Z","[kπ - π/12, kπ + 5π/12], k ∈ Z","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-308","S4","必修 第二册","三角函数","short-answer","Foundation","9 cm","9 cm | 9","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-309","S4","必修 第二册","三角函数","fill-in","Core","5","5","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-310","S4","必修 第二册","三角函数","multiple-choice","Foundation","y = cos 2x","y = cos 2x","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-311","S4","必修 第二册","三角函数","short-answer","Core","[2kπ/3 - π/12, 2kπ/3 + π/4], k∈Z","[2kπ/3 - π/12, 2kπ/3 + π/4], k∈Z","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-312","S4","必修 第二册","三角函数","fill-in","Foundation","7π/6","7π/6","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-313","S4","必修 第二册","三角函数","multiple-choice","Core","向右平移 π/4 个单位","向右平移 π/4 个单位","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-314","S4","必修 第二册","三角函数","short-answer","Foundation","1/5","1/5","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-315","S4","必修 第二册","三角函数","fill-in","Core","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-316","S4","必修 第二册","三角函数","multiple-choice","Foundation","5π/3","5π/3","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-317","S4","必修 第二册","三角函数","short-answer","Core","x = π/4, 7π/12, 13π/12, 19π/12","x = π/4, 7π/12, 13π/12, 19π/12","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-318","S4","必修 第二册","三角函数","fill-in","Foundation","2","2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-319","S4","必修 第二册","三角函数","multiple-choice","Core","x = π/12","x = π/12","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-320","S4","必修 第二册","三角函数","short-answer","Foundation","-4/5","-4/5","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-321","S4","必修 第二册","三角函数","fill-in","Core","[0, π/12] 和 [π/4, π/2]","[0, π/12] 和 [π/4, π/2] | [0,π/12]和[π/4,π/2] | [0, π/12] 与 [π/4, π/2] | [0,π/12]与[π/4,π/2]","needs-review","P1","long-explanation | self-contradiction-wording","long-explanation: 805 chars | self-contradiction-wording: contradiction wording detected","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-322","S4","必修 第二册","三角函数","multiple-choice","Foundation","C. \( y = \sin 2x \)","C. \( y = \sin 2x \)","needs-review","P2","long-explanation","long-explanation: 225 chars","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-323","S4","必修 第二册","三角函数","short-answer","Core","1/5","1/5 | 0.2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-324","S4","必修 第二册","三角函数","fill-in","Foundation","4π","4π | 4pi","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-325","S4","必修 第二册","平面向量及其应用","multiple-choice","Core","B. \( 45^\circ \)","B. \( 45^\circ \)","needs-review","P2","long-explanation","long-explanation: 990 chars","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-326","S4","必修 第二册","平面向量及其应用","short-answer","Foundation","0","0","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-327","S4","必修 第二册","平面向量及其应用","fill-in","Core","(-1/10, -3/10)","(-1/10, -3/10) | (-0.1, -0.3)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-328","S4","必修 第二册","平面向量及其应用","multiple-choice","Foundation","A. \( -2 \)","A. \( -2 \)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-329","S4","必修 第二册","平面向量及其应用","short-answer","Core","\vec{AD} = \frac{1}{3}\vec{a} + \frac{2}{3}\vec{b}","\vec{AD} = \frac{1}{3}\vec{a} + \frac{2}{3}\vec{b} | AD = 1/3 a + 2/3 b","needs-review","P2","long-explanation","long-explanation: 235 chars","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-330","S4","必修 第二册","平面向量及其应用","fill-in","Foundation","(3/5, 4/5)","(3/5, 4/5) | (0.6, 0.8)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-331","S4","必修 第二册","平面向量及其应用","multiple-choice","Core","−1/4 a + 2/3 b","−1/4 a + 2/3 b","needs-review","P2","long-explanation","long-explanation: 231 chars","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-332","S4","必修 第二册","平面向量及其应用","short-answer","Foundation","x > 3/2 且 x ≠ −6","x > 3/2 且 x ≠ −6","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-333","S4","必修 第二册","平面向量及其应用","fill-in","Core","5/3","5/3","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-334","S4","必修 第二册","平面向量及其应用","multiple-choice","Foundation","−1","−1","needs-review","P2","long-explanation","long-explanation: 257 chars","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-335","S4","必修 第二册","平面向量及其应用","short-answer","Core","√37","√37","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-336","S4","必修 第二册","平面向量及其应用","fill-in","Foundation","k < 2 且 k ≠ −1/2","k < 2 且 k ≠ −1/2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-337","S4","必修 第二册","平面向量及其应用","multiple-choice","Core","1/4 a + 3/4 b","1/4 a + 3/4 b","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-338","S4","必修 第二册","平面向量及其应用","short-answer","Foundation","(3/10, −1/10)","(3/10, −1/10)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-339","S4","必修 第二册","平面向量及其应用","fill-in","Core","(1, −1) 或 (−1, 1)","(1, −1) 或 (−1, 1) | (1, −1) | (−1, 1)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-340","S4","必修 第二册","平面向量及其应用","multiple-choice","Foundation","(5, 5)","(5, 5)","needs-review","P1","long-explanation | self-contradiction-wording | self-contradiction-wording","long-explanation: 406 chars | self-contradiction-wording: contradiction wording detected | self-contradiction-wording: contradiction wording detected","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-341","S4","必修 第二册","平面向量及其应用","short-answer","Core","λ = 1, μ = 2","λ = 1, μ = 2 | λ=1, μ=2 | λ=1,μ=2 | λ=1 μ=2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-342","S4","必修 第二册","平面向量及其应用","fill-in","Foundation","(3/5, -4/5)","(3/5, -4/5) | (0.6, -0.8) | 3/5, -4/5 | 0.6, -0.8","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-343","S4","必修 第二册","平面向量及其应用","multiple-choice","Core","B. x > -2 且 x ≠ 1/2","B. x > -2 且 x ≠ 1/2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-344","S4","必修 第二册","平面向量及其应用","short-answer","Foundation","(-1/10, 3/10)","(-1/10, 3/10) | (-0.1, 0.3)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-345","S4","必修 第二册","平面向量及其应用","fill-in","Core","9/4","9/4 | 2.25","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-346","S4","必修 第二册","平面向量及其应用","multiple-choice","Foundation","A. 2√13","A. 2√13","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-347","S4","必修 第二册","平面向量及其应用","short-answer","Core","5/2","5/2 | 2.5","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-348","S4","必修 第二册","平面向量及其应用","fill-in","Foundation","4/5","4/5 | 0.8","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-349","S4","必修 第二册","平面向量及其应用","multiple-choice","Core","B. a ⊥ b","B. a ⊥ b","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-350","S4","必修 第二册","平面向量及其应用","short-answer","Foundation","约 14°","约 14° | 约14° | 14° | 约14度 | 14度","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-351","S4","必修 第二册","平面向量及其应用","fill-in","Core","-3/2","-3/2 | -1.5","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-352","S4","必修 第二册","平面向量及其应用","multiple-choice","Foundation","3/2","3/2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-353","S4","必修 第二册","平面向量及其应用","short-answer","Core","AD = (1/3)a + (2/3)b","AD = (1/3)a + (2/3)b | AD=1/3a+2/3b | 1/3a+2/3b","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-354","S4","必修 第二册","平面向量及其应用","fill-in","Foundation","(3/5, 4/5)","(3/5, 4/5) | (0.6, 0.8)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-355","S4","必修 第二册","平面向量及其应用","multiple-choice","Core","2","2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-356","S4","必修 第二册","平面向量及其应用","short-answer","Foundation","m < 1 且 m ≠ -4","m < 1 且 m ≠ -4 | m<1且m≠-4","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-357","S4","必修 第二册","平面向量及其应用","fill-in","Core","(3/2, -1/2)","(3/2, -1/2) | (1.5, -0.5)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-358","S4","必修 第二册","平面向量及其应用","multiple-choice","Foundation","1","1","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-359","S4","必修 第二册","平面向量及其应用","short-answer","Core","EF = (1/2)a - (1/3)b","EF = (1/2)a - (1/3)b | EF=1/2a-1/3b | 1/2a-1/3b","needs-review","P1","long-explanation | self-contradiction-wording","long-explanation: 1121 chars | self-contradiction-wording: contradiction wording detected","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-360","S4","必修 第二册","平面向量及其应用","fill-in","Foundation","x > 1 且 x ≠ -4","x > 1 且 x ≠ -4 | x>1且x≠-4","pass","none","","","Include in S18 pass-sample review before app integration."
