"id","topicId","slot","reviewStatus","decision","candidatePath","srcAfterApproval","grade","semester","volume","ragCardIds","altZhHans","captionZhHans","reviewerNotes"
"hjb-primary-p2-lower-within-10000-number-sense-worked-example","hjb-primary-p2-lower-within-10000-number-sense","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p2-lower-within-10000-number-sense/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p2-lower-within-10000-number-sense/worked-example.png","P2","lower","二年级下册","hjb-primary-p2-lower-within-10000-number-sense","位值块、计数片、十格结构和数线路径帮助理解数感。画面以例题工作区方式对应沪教版《万以内的数》。","先看清数量结构，再把数的组成和位置说清楚。例题中要把模型、步骤和检查连起来。","Review 万以内的数 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p2-lower-two-three-digit-add-sub-concept","hjb-primary-p2-lower-two-three-digit-add-sub","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p2-lower-two-three-digit-add-sub/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p2-lower-two-three-digit-add-sub/concept.png","P2","lower","二年级下册","hjb-primary-p2-lower-two-three-digit-add-sub","分组计数片、重组托盘、部分整体条和进退路径展示运算思路。主题对应沪教版《两位数与三位数的加减法》。","运算前先判断数量关系，再用模型检查结果是否合理。","Review 两位数与三位数的加减法 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p2-lower-two-three-digit-add-sub-worked-example","hjb-primary-p2-lower-two-three-digit-add-sub","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p2-lower-two-three-digit-add-sub/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p2-lower-two-three-digit-add-sub/worked-example.png","P2","lower","二年级下册","hjb-primary-p2-lower-two-three-digit-add-sub","分组计数片、重组托盘、部分整体条和进退路径展示运算思路。画面以例题工作区方式对应沪教版《两位数与三位数的加减法》。","运算前先判断数量关系，再用模型检查结果是否合理。例题中要把模型、步骤和检查连起来。","Review 两位数与三位数的加减法 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p2-lower-math-square-review-concept","hjb-primary-p2-lower-math-square-review","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p2-lower-math-square-review/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p2-lower-math-square-review/concept.png","P2","lower","二年级下册","hjb-primary-p2-lower-math-square-review","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《二年级下册数学广场与整理复习》。","比例推理要保持对应量同步变化。","Review 二年级下册数学广场与整理复习 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p2-lower-math-square-review-worked-example","hjb-primary-p2-lower-math-square-review","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p2-lower-math-square-review/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p2-lower-math-square-review/worked-example.png","P2","lower","二年级下册","hjb-primary-p2-lower-math-square-review","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《二年级下册数学广场与整理复习》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 二年级下册数学广场与整理复习 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-review-place-value-operations-concept","hjb-primary-p3-upper-review-place-value-operations","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-review-place-value-operations/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-review-place-value-operations/concept.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-review-place-value-operations","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《三年级上册复习与数的运算》。","比例推理要保持对应量同步变化。","Review 三年级上册复习与数的运算 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-review-place-value-operations-worked-example","hjb-primary-p3-upper-review-place-value-operations","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-review-place-value-operations/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-review-place-value-operations/worked-example.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-review-place-value-operations","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《三年级上册复习与数的运算》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 三年级上册复习与数的运算 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-multiplication-division-extension-concept","hjb-primary-p3-upper-multiplication-division-extension","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-multiplication-division-extension/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-multiplication-division-extension/concept.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-multiplication-division-extension","相同小组转化为阵列、行列和部分矩形。主题对应沪教版《乘与除》。","乘除法模型要先保证每组数量相同。","Review 乘与除 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-multiplication-division-extension-worked-example","hjb-primary-p3-upper-multiplication-division-extension","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-multiplication-division-extension/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-multiplication-division-extension/worked-example.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-multiplication-division-extension","相同小组转化为阵列、行列和部分矩形。画面以例题工作区方式对应沪教版《乘与除》。","乘除法模型要先保证每组数量相同。例题中要把模型、步骤和检查连起来。","Review 乘与除 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-time-measurement-concept","hjb-primary-p3-upper-time-measurement","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-time-measurement/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-time-measurement/concept.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-time-measurement","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《时间与日程推理》。","比例推理要保持对应量同步变化。","Review 时间与日程推理 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-time-measurement-worked-example","hjb-primary-p3-upper-time-measurement","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-time-measurement/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-time-measurement/worked-example.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-time-measurement","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《时间与日程推理》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 时间与日程推理 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-one-digit-multiplication-concept","hjb-primary-p3-upper-one-digit-multiplication","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-one-digit-multiplication/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-one-digit-multiplication/concept.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-one-digit-multiplication","相同小组转化为阵列、行列和部分矩形。主题对应沪教版《用一位数乘》。","乘除法模型要先保证每组数量相同。","Review 用一位数乘 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-one-digit-multiplication-worked-example","hjb-primary-p3-upper-one-digit-multiplication","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-one-digit-multiplication/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-one-digit-multiplication/worked-example.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-one-digit-multiplication","相同小组转化为阵列、行列和部分矩形。画面以例题工作区方式对应沪教版《用一位数乘》。","乘除法模型要先保证每组数量相同。例题中要把模型、步骤和检查连起来。","Review 用一位数乘 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-rectangle-square-geometry-concept","hjb-primary-p3-upper-rectangle-square-geometry","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-rectangle-square-geometry/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-rectangle-square-geometry/concept.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-rectangle-square-geometry","平面图形、线段、角的两边、平行垂直线组和移动箭头展示几何关系。主题对应沪教版《长方形与正方形》。","几何判断要同时看形状特征、位置关系和测量线索。","Review 长方形与正方形 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-rectangle-square-geometry-worked-example","hjb-primary-p3-upper-rectangle-square-geometry","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-rectangle-square-geometry/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-rectangle-square-geometry/worked-example.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-rectangle-square-geometry","平面图形、线段、角的两边、平行垂直线组和移动箭头展示几何关系。画面以例题工作区方式对应沪教版《长方形与正方形》。","几何判断要同时看形状特征、位置关系和测量线索。例题中要把模型、步骤和检查连起来。","Review 长方形与正方形 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-fraction-introduction-concept","hjb-primary-p3-upper-fraction-introduction","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-fraction-introduction/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-fraction-introduction/concept.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-fraction-introduction","分数圆、分数条、小数条、等值分割和平衡部分展示数的意义。主题对应沪教版《分数的初步认识》。","分数和小数都要先确认整体、单位和等分关系。","Review 分数的初步认识 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-fraction-introduction-worked-example","hjb-primary-p3-upper-fraction-introduction","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-fraction-introduction/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-fraction-introduction/worked-example.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-fraction-introduction","分数圆、分数条、小数条、等值分割和平衡部分展示数的意义。画面以例题工作区方式对应沪教版《分数的初步认识》。","分数和小数都要先确认整体、单位和等分关系。例题中要把模型、步骤和检查连起来。","Review 分数的初步认识 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-math-square-review-concept","hjb-primary-p3-upper-math-square-review","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-math-square-review/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-math-square-review/concept.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-math-square-review","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《三年级上册数学广场与整理复习》。","比例推理要保持对应量同步变化。","Review 三年级上册数学广场与整理复习 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-upper-math-square-review-worked-example","hjb-primary-p3-upper-math-square-review","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-upper-math-square-review/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-upper-math-square-review/worked-example.png","P3","upper","三年级上册（老课本暂用）","hjb-primary-p3-upper-math-square-review","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《三年级上册数学广场与整理复习》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 三年级上册数学广场与整理复习 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-review-multiplication-division-concept","hjb-primary-p3-lower-review-multiplication-division","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-review-multiplication-division/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-review-multiplication-division/concept.png","P3","lower","三年级下册","hjb-primary-p3-lower-review-multiplication-division","相同小组转化为阵列、行列和部分矩形。主题对应沪教版《三年级下册复习与乘除运算》。","乘除法模型要先保证每组数量相同。","Review 三年级下册复习与乘除运算 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-review-multiplication-division-worked-example","hjb-primary-p3-lower-review-multiplication-division","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-review-multiplication-division/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-review-multiplication-division/worked-example.png","P3","lower","三年级下册","hjb-primary-p3-lower-review-multiplication-division","相同小组转化为阵列、行列和部分矩形。画面以例题工作区方式对应沪教版《三年级下册复习与乘除运算》。","乘除法模型要先保证每组数量相同。例题中要把模型、步骤和检查连起来。","Review 三年级下册复习与乘除运算 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-two-digit-multiplication-division-concept","hjb-primary-p3-lower-two-digit-multiplication-division","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-two-digit-multiplication-division/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-two-digit-multiplication-division/concept.png","P3","lower","三年级下册","hjb-primary-p3-lower-two-digit-multiplication-division","相同小组转化为阵列、行列和部分矩形。主题对应沪教版《两位数乘除与问题解决》。","乘除法模型要先保证每组数量相同。","Review 两位数乘除与问题解决 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-two-digit-multiplication-division-worked-example","hjb-primary-p3-lower-two-digit-multiplication-division","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-two-digit-multiplication-division/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-two-digit-multiplication-division/worked-example.png","P3","lower","三年级下册","hjb-primary-p3-lower-two-digit-multiplication-division","相同小组转化为阵列、行列和部分矩形。画面以例题工作区方式对应沪教版《两位数乘除与问题解决》。","乘除法模型要先保证每组数量相同。例题中要把模型、步骤和检查连起来。","Review 两位数乘除与问题解决 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-decimal-introduction-concept","hjb-primary-p3-lower-decimal-introduction","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-decimal-introduction/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-decimal-introduction/concept.png","P3","lower","三年级下册","hjb-primary-p3-lower-decimal-introduction","分数圆、分数条、小数条、等值分割和平衡部分展示数的意义。主题对应沪教版《小数的初步认识》。","分数和小数都要先确认整体、单位和等分关系。","Review 小数的初步认识 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-decimal-introduction-worked-example","hjb-primary-p3-lower-decimal-introduction","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-decimal-introduction/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-decimal-introduction/worked-example.png","P3","lower","三年级下册","hjb-primary-p3-lower-decimal-introduction","分数圆、分数条、小数条、等值分割和平衡部分展示数的意义。画面以例题工作区方式对应沪教版《小数的初步认识》。","分数和小数都要先确认整体、单位和等分关系。例题中要把模型、步骤和检查连起来。","Review 小数的初步认识 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-area-measurement-concept","hjb-primary-p3-lower-area-measurement","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-area-measurement/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-area-measurement/concept.png","P3","lower","三年级下册","hjb-primary-p3-lower-area-measurement","尺子、测量条、比较条、单位块和钟面弧线展示测量推理。主题对应沪教版《面积与周长》。","测量时要看清单位、起点和比较对象。","Review 面积与周长 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-area-measurement-worked-example","hjb-primary-p3-lower-area-measurement","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-area-measurement/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-area-measurement/worked-example.png","P3","lower","三年级下册","hjb-primary-p3-lower-area-measurement","尺子、测量条、比较条、单位块和钟面弧线展示测量推理。画面以例题工作区方式对应沪教版《面积与周长》。","测量时要看清单位、起点和比较对象。例题中要把模型、步骤和检查连起来。","Review 面积与周长 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-data-statistics-concept","hjb-primary-p3-lower-data-statistics","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-data-statistics/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-data-statistics/concept.png","P3","lower","三年级下册","hjb-primary-p3-lower-data-statistics","原创条形图、点图、分类标记、平均数天平和可能性方块展示统计思路。主题对应沪教版《数据整理与统计表达》。","读数据要先配对类别与数值，再比较和解释结论。","Review 数据整理与统计表达 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-data-statistics-worked-example","hjb-primary-p3-lower-data-statistics","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-data-statistics/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-data-statistics/worked-example.png","P3","lower","三年级下册","hjb-primary-p3-lower-data-statistics","原创条形图、点图、分类标记、平均数天平和可能性方块展示统计思路。画面以例题工作区方式对应沪教版《数据整理与统计表达》。","读数据要先配对类别与数值，再比较和解释结论。例题中要把模型、步骤和检查连起来。","Review 数据整理与统计表达 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-math-square-review-concept","hjb-primary-p3-lower-math-square-review","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-math-square-review/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-math-square-review/concept.png","P3","lower","三年级下册","hjb-primary-p3-lower-math-square-review","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《三年级下册数学广场与整理复习》。","比例推理要保持对应量同步变化。","Review 三年级下册数学广场与整理复习 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p3-lower-math-square-review-worked-example","hjb-primary-p3-lower-math-square-review","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p3-lower-math-square-review/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p3-lower-math-square-review/worked-example.png","P3","lower","三年级下册","hjb-primary-p3-lower-math-square-review","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《三年级下册数学广场与整理复习》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 三年级下册数学广场与整理复习 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-upper-review-operations-fractions-concept","hjb-primary-p4-upper-review-operations-fractions","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-review-operations-fractions/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-review-operations-fractions/concept.png","P4","upper","四年级上册","hjb-primary-p4-upper-review-operations-fractions","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《复习与提高》。","比例推理要保持对应量同步变化。","Review 复习与提高 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-upper-review-operations-fractions-worked-example","hjb-primary-p4-upper-review-operations-fractions","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-review-operations-fractions/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-review-operations-fractions/worked-example.png","P4","upper","四年级上册","hjb-primary-p4-upper-review-operations-fractions","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《复习与提高》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 复习与提高 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-upper-large-numbers-measurement-concept","hjb-primary-p4-upper-large-numbers-measurement","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-large-numbers-measurement/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-large-numbers-measurement/concept.png","P4","upper","四年级上册","hjb-primary-p4-upper-large-numbers-measurement","尺子、测量条、比较条、单位块和钟面弧线展示测量推理。主题对应沪教版《数与量》。","测量时要看清单位、起点和比较对象。","Review 数与量 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-upper-large-numbers-measurement-worked-example","hjb-primary-p4-upper-large-numbers-measurement","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-large-numbers-measurement/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-large-numbers-measurement/worked-example.png","P4","upper","四年级上册","hjb-primary-p4-upper-large-numbers-measurement","尺子、测量条、比较条、单位块和钟面弧线展示测量推理。画面以例题工作区方式对应沪教版《数与量》。","测量时要看清单位、起点和比较对象。例题中要把模型、步骤和检查连起来。","Review 数与量 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-upper-fraction-extension-concept","hjb-primary-p4-upper-fraction-extension","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-fraction-extension/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-fraction-extension/concept.png","P4","upper","四年级上册","hjb-primary-p4-upper-fraction-extension","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《分数的初步认识（二）》。","比例推理要保持对应量同步变化。","Review 分数的初步认识（二） concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-upper-fraction-extension-worked-example","hjb-primary-p4-upper-fraction-extension","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-fraction-extension/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-fraction-extension/worked-example.png","P4","upper","四年级上册","hjb-primary-p4-upper-fraction-extension","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《分数的初步认识（二）》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 分数的初步认识（二） worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-upper-four-operations-problem-solving-concept","hjb-primary-p4-upper-four-operations-problem-solving","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-four-operations-problem-solving/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-four-operations-problem-solving/concept.png","P4","upper","四年级上册","hjb-primary-p4-upper-four-operations-problem-solving","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《整数的四则运算》。","比例推理要保持对应量同步变化。","Review 整数的四则运算 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-upper-four-operations-problem-solving-worked-example","hjb-primary-p4-upper-four-operations-problem-solving","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-four-operations-problem-solving/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-four-operations-problem-solving/worked-example.png","P4","upper","四年级上册","hjb-primary-p4-upper-four-operations-problem-solving","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《整数的四则运算》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 整数的四则运算 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-upper-geometry-circle-lines-angles-concept","hjb-primary-p4-upper-geometry-circle-lines-angles","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-geometry-circle-lines-angles/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-geometry-circle-lines-angles/concept.png","P4","upper","四年级上册","hjb-primary-p4-upper-geometry-circle-lines-angles","尺子、测量条、比较条、单位块和钟面弧线展示测量推理。主题对应沪教版《几何小实践》。","测量时要看清单位、起点和比较对象。","Review 几何小实践 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-upper-geometry-circle-lines-angles-worked-example","hjb-primary-p4-upper-geometry-circle-lines-angles","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-geometry-circle-lines-angles/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-geometry-circle-lines-angles/worked-example.png","P4","upper","四年级上册","hjb-primary-p4-upper-geometry-circle-lines-angles","尺子、测量条、比较条、单位块和钟面弧线展示测量推理。画面以例题工作区方式对应沪教版《几何小实践》。","测量时要看清单位、起点和比较对象。例题中要把模型、步骤和检查连起来。","Review 几何小实践 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-upper-review-integration-concept","hjb-primary-p4-upper-review-integration","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-review-integration/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-review-integration/concept.png","P4","upper","四年级上册","hjb-primary-p4-upper-review-integration","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《四年级上册整理与提高》。","比例推理要保持对应量同步变化。","Review 四年级上册整理与提高 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
