"id","batch","grade","volume","chapter","topicTitleZhHans","type","difficulty","verdict","solvable","answerMatches","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","acceptedAnswers","answerCheckZhHans","recommendedActionZhHans","confidence","promptZhHans"
"hjb-high-ds-v2-s4-498","hjb-v2","S4","必修 第二册","复数","复数","multiple-choice","Core","pass","true","true","none","","","28","28","28","实部相加：8+20=28，虚部抵消：11i-11i=0，z=28，实部为28。选项B为28，唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0498：选择：复数 z=(8+11i)+(20-11i)，求 z 的实部。"
"hjb-high-ds-v2-s4-499","hjb-v2","S4","必修 第二册","复数","复数","multiple-choice","Core","pass","true","true","none","","","13","13","13","实部相加：5+8=13，虚部抵消：8i-8i=0，z=13，实部为13。选项C为13，唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0499：选择：复数 z=(5+8i)+(8-8i)，求 z 的实部。"
"hjb-high-ds-v2-s4-500","hjb-v2","S4","必修 第二册","复数","复数","multiple-choice","Core","pass","true","true","none","","","20","20","20","实部相加：12+8=20，虚部抵消：3i-3i=0，z=20，实部为20。选项D为20，唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0500：选择：复数 z=(12+3i)+(8-3i)，求 z 的实部。"
"hjb-high-ds-v2-s5-001","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Core","pass","true","true","none","","","85","85","85","标准答案85，acceptedAnswers包含85，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0501：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 17，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-002","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Challenge","pass","true","true","none","","","39","39","39","标准答案39，acceptedAnswers包含39，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0502：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 3 和 13，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-003","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Foundation","pass","true","true","none","","","168","168","168","标准答案168，acceptedAnswers包含168，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0503：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 12 和 14，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-004","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Exam","pass","true","true","none","","","32","32","32","标准答案32，acceptedAnswers包含32，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0504：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 4，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-005","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Core","pass","true","true","none","","","104","104","104","标准答案104，acceptedAnswers包含104，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0505：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 13，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-006","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Challenge","pass","true","true","none","","","114","114","114","标准答案114，acceptedAnswers包含114，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0506：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 6 和 19，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-007","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Foundation","pass","true","true","none","","","120","120","120","标准答案120，acceptedAnswers包含120，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0507：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 6 和 20，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-008","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Exam","pass","true","true","none","","","42","42","42","标准答案42，acceptedAnswers包含42，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0508：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 3 和 14，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-009","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Core","pass","true","true","none","","","30","30","30","标准答案30，acceptedAnswers包含30，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0509：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 6，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-010","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Challenge","pass","true","true","none","","","76","76","76","标准答案76，acceptedAnswers包含76，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0510：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 4 和 19，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-011","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Foundation","pass","true","true","none","","","60","60","60","标准答案60，acceptedAnswers包含60，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0511：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 3 和 20，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-012","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Exam","pass","true","true","none","","","152","152","152","标准答案152，acceptedAnswers包含152，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0512：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 19，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-013","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Core","pass","true","true","none","","","48","48","48","标准答案48，acceptedAnswers包含48，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0513：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 6，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-014","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Challenge","pass","true","true","none","","","132","132","132","标准答案132，acceptedAnswers包含132，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0514：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 11 和 12，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-015","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Foundation","pass","true","true","none","","","168","168","168","标准答案168，acceptedAnswers包含168，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0515：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 12 和 14，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-016","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Exam","pass","true","true","none","","","49","49","49","标准答案49，acceptedAnswers包含49，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0516：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 7 和 7，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-017","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Core","pass","true","true","none","","","135","135","135","标准答案135，acceptedAnswers包含135，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0517：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 9 和 15，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-018","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Challenge","pass","true","true","none","","","119","119","119","标准答案119，acceptedAnswers包含119，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0518：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 7 和 17，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-019","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Foundation","pass","true","true","none","","","36","36","36","标准答案36，acceptedAnswers包含36，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0519：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 3 和 12，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-020","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Exam","pass","true","true","none","","","18","18","18","标准答案18，acceptedAnswers包含18，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0520：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 3 和 6，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-021","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Core","pass","true","true","none","","","50","50","50","标准答案50，acceptedAnswers包含50，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0521：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 10 和 5，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-022","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Challenge","pass","true","true","none","","","18","18","18","标准答案18，acceptedAnswers包含18，解析正确。选项18唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0522：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 3 和 6，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-023","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Foundation","pass","true","true","none","","","65","65","65","标准答案65，acceptedAnswers包含65，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0523：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 13，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-024","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Exam","pass","true","true","none","","","95","95","95","标准答案95，acceptedAnswers包含95，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0524：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 19，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-025","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Core","pass","true","true","none","","","144","144","144","标准答案144，acceptedAnswers包含144，解析正确。选项144唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0525：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 9 和 16，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-026","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Challenge","pass","true","true","none","","","45","45","45","标准答案45，acceptedAnswers包含45，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0526：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 9，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-027","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Foundation","pass","true","true","none","","","60","60","60","标准答案60，acceptedAnswers包含60，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0527：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 10 和 6，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-028","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Exam","pass","true","true","none","","","28","28","28","标准答案28，acceptedAnswers包含28，解析正确。选项28唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0528：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 7 和 4，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-029","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Core","pass","true","true","none","","","26","26","26","标准答案26，acceptedAnswers包含26，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0529：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 2 和 13，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-030","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Challenge","pass","true","true","none","","","14","14","14","标准答案14，acceptedAnswers包含14，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0530：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 2 和 7，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-031","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Foundation","pass","true","true","none","","","36","36","36","标准答案36，acceptedAnswers包含36，解析正确。选项36唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0531：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 2 和 18，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-032","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Exam","pass","true","true","none","","","15","15","15","标准答案15，acceptedAnswers包含15，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0532：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 3 和 5，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-033","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Core","pass","true","true","none","","","24","24","24","标准答案24，acceptedAnswers包含24，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0533：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 4 和 6，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-034","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Challenge","pass","true","true","none","","","72","72","72","标准答案72，acceptedAnswers包含72，解析正确。选项72唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0534：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 12 和 6，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-035","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Foundation","pass","true","true","none","","","70","70","70","标准答案70，acceptedAnswers包含70，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0535：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 14，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-036","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Exam","pass","true","true","none","","","42","42","42","标准答案42，acceptedAnswers包含42，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0536：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 7 和 6，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-037","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Core","pass","true","true","none","","","180","180","180","标准答案180，acceptedAnswers包含180，解析正确。选项180唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0537：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 12 和 15，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-038","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Challenge","pass","true","true","none","","","180","180","180","标准答案180，acceptedAnswers包含180，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0538：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 10 和 18，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-039","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Foundation","pass","true","true","none","","","55","55","55","标准答案55，acceptedAnswers包含55，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0539：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 11，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-040","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Exam","pass","true","true","none","","","209","209","209","标准答案209，acceptedAnswers包含209，解析正确。选项209唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0540：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 11 和 19，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-041","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Core","pass","true","true","none","","","55","55","55","标准答案55，acceptedAnswers包含55，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0541：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 11 和 5，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-042","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Challenge","pass","true","true","none","","","28","28","28","标准答案28，acceptedAnswers包含28，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0542：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 7 和 4，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-043","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Foundation","pass","true","true","none","","","112","112","112","标准答案112，acceptedAnswers包含112，解析正确，且只有一个正确选项。","无需修改；进入人工抽样复核即可。","high","二轮变式0543：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 14，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-044","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Exam","pass","true","true","none","","","112","112","112","标准答案112，acceptedAnswers包含112，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0544：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 7 和 16，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-045","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Core","pass","true","true","none","","","132","132","132","标准答案132，acceptedAnswers包含132，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0545：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 12 和 11，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-046","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Challenge","pass","true","true","none","","","72","72","72","标准答案72，acceptedAnswers包含72，解析正确，且只有一个正确选项。","无需修改；进入人工抽样复核即可。","high","二轮变式0546：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 9，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-047","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Foundation","pass","true","true","none","","","228","228","228","标准答案228，acceptedAnswers包含228，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0547：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 12 和 19，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-048","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Exam","pass","true","true","none","","","80","80","80","标准答案80，acceptedAnswers包含80，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0548：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 10，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-049","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Core","pass","true","true","none","","","160","160","160","标准答案160，acceptedAnswers包含160，解析正确，且只有一个正确选项。","无需修改；进入人工抽样复核即可。","high","二轮变式0549：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 20，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-050","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Challenge","pass","true","true","none","","","10","10","10","标准答案10，acceptedAnswers包含10，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0550：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 2 和 5，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-051","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Foundation","pass","true","true","none","","","34","34","34","标准答案34，acceptedAnswers包含34，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0551：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 2 和 17，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-052","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Exam","pass","true","true","none","","","30","30","30","标准答案30，acceptedAnswers包含30，解析正确，且只有一个正确选项。","无需修改；进入人工抽样复核即可。","high","二轮变式0552：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 6，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-053","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Core","pass","true","true","none","","","105","105","105","标准答案105，acceptedAnswers包含105，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0553：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 7 和 15，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-054","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Challenge","pass","true","true","none","","","104","104","104","标准答案104，acceptedAnswers包含104，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0554：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 13，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-055","hjb-v2","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Foundation","pass","true","true","none","","","36","36","36","标准答案36，acceptedAnswers包含36，解析正确，且只有一个正确选项。","无需修改；进入人工抽样复核即可。","high","二轮变式0555：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 2 和 18，这两条棱围成的矩形面积是多少？"
"hjb-high-ds-v2-s5-056","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","fill-in","Exam","pass","true","true","none","","","448","448","448","标准答案448，acceptedAnswers包含448，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0556：填空：一个长方体的长、宽、高分别为 8、8、7，求体积。"
"hjb-high-ds-v2-s5-057","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","short-answer","Core","pass","true","true","none","","","704","704","704","标准答案704，acceptedAnswers包含704，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0557：解答：一个长方体的长、宽、高分别为 8、8、11，求体积。"
"hjb-high-ds-v2-s5-058","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","multiple-choice","Challenge","pass","true","true","none","","","1815","1815","1815","标准答案1815，acceptedAnswers包含1815，解析正确，且只有一个正确选项。","无需修改；进入人工抽样复核即可。","high","二轮变式0558：选择：一个长方体的长、宽、高分别为 11、11、15，求体积。"
"hjb-high-ds-v2-s5-059","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","fill-in","Foundation","pass","true","true","none","","","1694","1694","1694","标准答案1694，acceptedAnswers包含1694，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0559：填空：一个长方体的长、宽、高分别为 11、11、14，求体积。"
"hjb-high-ds-v2-s5-060","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","short-answer","Exam","pass","true","true","none","","","486","486","486","标准答案486，acceptedAnswers包含486，解析正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0560：解答：一个长方体的长、宽、高分别为 9、9、6，求体积。"
"hjb-high-ds-v2-s5-061","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","multiple-choice","Core","pass","true","true","none","","","729","729","729","标准答案 729 与独立计算一致，选项 C 为 729，唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0561：选择：一个长方体的长、宽、高分别为 9、9、9，求体积。"
"hjb-high-ds-v2-s5-062","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","fill-in","Challenge","pass","true","true","none","","","1377","1377","1377","标准答案 1377 与独立计算一致，acceptedAnswers 包含 1377。","无需修改；进入人工抽样复核即可。","high","二轮变式0562：填空：一个长方体的长、宽、高分别为 9、9、17，求体积。"
"hjb-high-ds-v2-s5-063","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","short-answer","Foundation","pass","true","true","none","","","500","500","500","标准答案 500 与独立计算一致，acceptedAnswers 包含 500。","无需修改；进入人工抽样复核即可。","high","二轮变式0563：解答：一个长方体的长、宽、高分别为 5、5、20，求体积。"
"hjb-high-ds-v2-s5-064","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","multiple-choice","Exam","pass","true","true","none","","","605","605","605","标准答案 605 与独立计算一致，选项 B 为 605，唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0564：选择：一个长方体的长、宽、高分别为 11、11、5，求体积。"
"hjb-high-ds-v2-s5-065","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","fill-in","Core","pass","true","true","none","","","768","768","768","标准答案 768 与独立计算一致，acceptedAnswers 包含 768。","无需修改；进入人工抽样复核即可。","high","二轮变式0565：填空：一个长方体的长、宽、高分别为 8、8、12，求体积。"
"hjb-high-ds-v2-s5-066","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","short-answer","Challenge","pass","true","true","none","","","192","192","192","标准答案 192 与独立计算一致，acceptedAnswers 包含 192。","无需修改；进入人工抽样复核即可。","high","二轮变式0566：解答：一个长方体的长、宽、高分别为 4、4、12，求体积。"
"hjb-high-ds-v2-s5-067","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","multiple-choice","Foundation","pass","true","true","none","","","588","588","588","标准答案 588 与独立计算一致，选项 A 为 588，唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0567：选择：一个长方体的长、宽、高分别为 7、7、12，求体积。"
"hjb-high-ds-v2-s5-068","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","fill-in","Exam","pass","true","true","none","","","288","288","288","标准答案 288 与独立计算一致，acceptedAnswers 包含 288。","无需修改；进入人工抽样复核即可。","high","二轮变式0568：填空：一个长方体的长、宽、高分别为 6、6、8，求体积。"
"hjb-high-ds-v2-s5-069","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","short-answer","Core","pass","true","true","none","","","80","80","80","标准答案 80 与独立计算一致，acceptedAnswers 包含 80。","无需修改；进入人工抽样复核即可。","high","二轮变式0569：解答：一个长方体的长、宽、高分别为 2、2、20，求体积。"
"hjb-high-ds-v2-s5-070","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","multiple-choice","Challenge","pass","true","true","none","","","1089","1089","1089","标准答案 1089 与独立计算一致，选项 A 为 1089，唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0570：选择：一个长方体的长、宽、高分别为 11、11、9，求体积。"
"hjb-high-ds-v2-s5-071","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","fill-in","Foundation","pass","true","true","none","","","36","36","36","标准答案 36 与独立计算一致，acceptedAnswers 包含 36。","无需修改；进入人工抽样复核即可。","high","二轮变式0571：填空：一个长方体的长、宽、高分别为 2、2、9，求体积。"
"hjb-high-ds-v2-s5-072","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","short-answer","Exam","pass","true","true","none","","","272","272","272","标准答案 272 与独立计算一致，acceptedAnswers 包含 272。","无需修改；进入人工抽样复核即可。","high","二轮变式0572：解答：一个长方体的长、宽、高分别为 4、4、17，求体积。"
"hjb-high-ds-v2-s5-073","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","multiple-choice","Core","pass","true","true","none","","","931","931","931","标准答案 931 与独立计算一致，选项 B 为 931，唯一正确。","无需修改；进入人工抽样复核即可。","high","二轮变式0573：选择：一个长方体的长、宽、高分别为 7、7、19，求体积。"
"hjb-high-ds-v2-s5-074","hjb-v2","S5","必修 第三册","简单几何体","简单几何体","fill-in","Challenge","pass","true","true","none","","","700","700","700","标准答案 700 与独立计算一致，acceptedAnswers 包含 700。","无需修改；进入人工抽样复核即可。","high","二轮变式0574：填空：一个长方体的长、宽、高分别为 10、10、7，求体积。"
