id,grade,semester,type,difficulty,topicId,topicTitleZhHans,volume,chapter,status,severity,confidence,sourceStage,solvableStatus,ragFitStatus,answerMatchStatus,explanationMatchStatus,mcUniquenessStatus,independentAnswer,correctedAnswer,issueTags,qaOutputConcernTags,rationaleZhHans,answer,acceptedAnswers,stageASolvableStatus,stageASeverity,stageAIndependentAnswer,stageBAnswerMatchStatus,stageBExplanationMatchStatus,stageBMcUniquenessStatus,stageBCorrectedAnswer,stageCSeverity,promptZhHans
bnu-high-ds-v1-s4-309,S4,lower,fill-in,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,5,,,,存储答案5与独立解一致；解析正确。,5,5,pass,none,5,pass,pass,not_applicable,,,函数 y = 3 sin(2x + π/6) + 2 的最大值为 ______。
bnu-high-ds-v1-s4-310,S4,lower,multiple-choice,Foundation,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,pass,B,,,,存储答案y = cos 2x与独立解一致；解析正确，且为唯一正确选项。,y = cos 2x,y = cos 2x,pass,none,B,pass,pass,pass,,,下列函数中，最小正周期为 π 且为偶函数的是（ ）
bnu-high-ds-v1-s4-311,S4,lower,short-answer,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"[π/8 + 2kπ/3, 5π/8 + 2kπ/3], k∈Z","[π/8 + 2kπ/3, 5π/8 + 2kπ/3], k∈Z",math_error|answer_mismatch|explanation_contradiction,,"题目可解，独立求解得递增区间为[π/8+2kπ/3, 5π/8+2kπ/3]，与存储答案[2kπ/3-π/12, 2kπ/3+π/4]不等价，解析中端点计算错误，导致答案错误，判定为blocker。","[2kπ/3 - π/12, 2kπ/3 + π/4], k∈Z","[2kπ/3 - π/12, 2kπ/3 + π/4], k∈Z",pass,none,"[π/8 + 2kπ/3, 5π/8 + 2kπ/3], k∈Z",fail,fail,not_applicable,"[π/8 + 2kπ/3, 5π/8 + 2kπ/3], k∈Z",blocker,已知函数 f(x) = 2 sin(3x - π/4) + 1。求 f(x) 的单调递增区间。
bnu-high-ds-v1-s4-312,S4,lower,fill-in,Foundation,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,7π/6,,,,存储答案7π/6与独立解一致；解析正确。,7π/6,7π/6,pass,none,7π/6,pass,pass,not_applicable,,,将角度 210° 化为弧度，结果是 ______。
bnu-high-ds-v1-s4-313,S4,lower,multiple-choice,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,pass,向右平移 π/4 个单位,,,,存储答案与独立解一致，均为向右平移π/4个单位，解析正确。,向右平移 π/4 个单位,向右平移 π/4 个单位,pass,none,向右平移 π/4 个单位,pass,pass,pass,,,函数 y = 3 cos(2x + π/3) 的图像经过怎样的平移可以得到 y = 3 cos(2x - π/6) 的图像？
bnu-high-ds-v1-s4-314,S4,lower,short-answer,Foundation,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,1/5,,,,存储答案1/5与独立解一致，解析正确。,1/5,1/5,pass,none,1/5,pass,pass,not_applicable,,,"已知角 α 的终边经过点 P(-3, 4)，求 sin α + cos α 的值。"
bnu-high-ds-v1-s4-315,S4,lower,fill-in,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,4,,,,存储答案4与独立解一致，解析正确。,4,4,pass,none,4,pass,pass,not_applicable,,,函数 y = 4 sin(πx/2 + π/6) 的周期是 ______。
bnu-high-ds-v1-s4-316,S4,lower,multiple-choice,Foundation,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,pass,5π/3,,,,存储答案5π/3与独立解一致，解析正确。,5π/3,5π/3,pass,none,5π/3,pass,pass,pass,,,下列各角中，与角 -π/3 终边相同的是（　）。
bnu-high-ds-v1-s4-317,S4,lower,short-answer,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"x = π/4, 7π/12, 5π/4, 19π/12","x = π/4, 7π/12, 5π/4, 19π/12",math_error|answer_mismatch|explanation_contradiction,,"方程2cos(2x-π/3)=1的解为x=π/4+2kπ或x=7π/12+2kπ，在[0,2π]内得π/4,7π/12,5π/4,19π/12。存储答案13π/12错误，解析中x=π/3+kπ或kπ与最终答案矛盾，且未正确筛选区间内解。","x = π/4, 7π/12, 13π/12, 19π/12","x = π/4, 7π/12, 13π/12, 19π/12",pass,none,"x=π/4, 7π/12, 5π/4, 19π/12",fail,fail,not_applicable,"x = π/4, 7π/12, 5π/4, 19π/12",blocker,"求方程 2 cos(2x - π/3) = 1 在区间 [0, 2π] 内的所有解。"
bnu-high-ds-v1-s4-318,S4,lower,fill-in,Foundation,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,2,,,,存储答案2与独立解一致，解析正确。,2,2,pass,none,2,pass,pass,not_applicable,,,函数 y = 2 sin(3x + π/4) 的振幅是 ______。
bnu-high-ds-v1-s4-319,S4,lower,multiple-choice,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,pass,x=π/12,,,,存储答案x=π/12与独立解一致，解析正确。,x = π/12,x = π/12,pass,none,x=π/12,pass,pass,pass,,,函数 y = sin(2x + π/3) 的图像的一条对称轴方程是（　）。
bnu-high-ds-v1-s4-320,S4,lower,short-answer,Foundation,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,-4/5,,,,存储答案-4/5与独立解一致，解析正确。,-4/5,-4/5,pass,none,-4/5,pass,pass,not_applicable,,,已知 sin θ = 3/5，且 θ 是第二象限角，求 cos θ 的值。
bnu-high-ds-v1-s4-321,S4,lower,fill-in,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"[0, π/12] 和 [5π/12, π/2]","[0, π/12] 和 [5π/12, π/2]",math_error|answer_mismatch|explanation_contradiction,,"题目可解，符合教材范围。但存储答案包含错误区间[π/4, π/2]，正确单调递增区间应为[0, π/12]和[5π/12, π/2]。解析中虽指出k=1时交集为[5π/12, π/2]，却错误地给出[π/4, π/2]，存在数学错误和解释矛盾，必须修正。","[0, π/12] 和 [π/4, π/2]","[0, π/12] 和 [π/4, π/2] | [0,π/12]和[π/4,π/2] | [0, π/12] 与 [π/4, π/2] | [0,π/12]与[π/4,π/2]",pass,none,"[0, π/12]",fail,fail,not_applicable,"[0, π/12] 和 [5π/12, π/2]",blocker,"已知函数 \( f(x) = 2\sin\!\left(3x + \frac{\pi}{4}\right) + 1 \) 的最小正周期为 \( T \)。若 \( x \in \left[0, \frac{\pi}{2}\right] \)，则 \( f(x) \) 的单调递增区间是______。"
bnu-high-ds-v1-s4-322,S4,lower,multiple-choice,Foundation,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,pass,C,,,,存储答案与独立解一致，均为C，解析正确。,C. \( y = \sin 2x \),C. \( y = \sin 2x \),pass,none,C,pass,pass,pass,,,将函数 \( y = \sin\!\left(2x - \frac{\pi}{3}\right) \) 的图像向左平移 \( \frac{\pi}{6} \) 个单位长度，所得图像对应的函数是（　）。
bnu-high-ds-v1-s4-323,S4,lower,short-answer,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,1/5,,,,存储答案1/5与独立解一致，解析正确。,1/5,1/5 | 0.2,pass,none,1/5,pass,pass,not_applicable,,,"已知角 \( \alpha \) 的终边经过点 \( P(-3, 4) \)，求 \( \sin\alpha + \cos\alpha \) 的值。"
bnu-high-ds-v1-s4-324,S4,lower,fill-in,Foundation,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,4π,,,,存储答案4π与独立解一致，解析正确。,4π,4π | 4pi,pass,none,4π,pass,pass,not_applicable,,,函数 \( y = 3\cos\!\left(\frac{x}{2} + \frac{\pi}{6}\right) \) 的最小正周期是______。
bnu-high-ds-v1-s4-325,S4,lower,multiple-choice,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,,,math_error|answer_mismatch|bad_options|explanation_contradiction|unsolvable,,"向量(1,2)与(3,-1)的点积为1，模长分别为√5和√10，cosθ=1/(√5·√10)=√2/10，θ=arccos(√2/10)≈81.87°，不是特殊角，四个选项均不正确，题目无解。解析也指出计算错误并建议修改题目，但存储答案仍为B，存在答案不匹配、选项错误和解析矛盾。",B. \( 45^\circ \),B. \( 45^\circ \),pass,none,B,fail,fail,fail,,blocker,"已知向量 \( \vec{a} = (1, 2) \)，\( \vec{b} = (3, -1) \)，则 \( \vec{a} \) 与 \( \vec{b} \) 的夹角为（　）。"
bnu-high-ds-v1-s4-326,S4,lower,short-answer,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,0,,,,存储答案0与独立解一致，解析正确。,0,0,pass,none,0,pass,pass,not_applicable,,,"已知 \( \vec{a} = (2, 1) \)，\( \vec{b} = (1, -2) \)，求 \( (\vec{a} + \vec{b}) \cdot (\vec{a} - \vec{b}) \) 的值。"
bnu-high-ds-v1-s4-327,S4,lower,fill-in,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"(-1/10, -3/10)",,,,"存储答案(-1/10, -3/10)与独立解一致，解析正确。","(-1/10, -3/10)","(-1/10, -3/10) | (-0.1, -0.3)",pass,none,"(-1/10, -3/10)",pass,pass,not_applicable,,,"已知向量 \( \vec{a} = (2, -1) \)，\( \vec{b} = (1, 3) \)，则 \( \vec{a} \) 在 \( \vec{b} \) 方向上的投影向量的坐标为______。"
bnu-high-ds-v1-s4-328,S4,lower,multiple-choice,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,pass,A,,,,存储答案A与独立解一致，解析正确。,A. \( -2 \),A. \( -2 \),pass,none,A,pass,pass,pass,,,"已知向量 \( \vec{a} = (1, 2) \)，\( \vec{b} = (x, 1) \)，且 \( \vec{a} \perp \vec{b} \)，则 \( x = \)（　）。"
bnu-high-ds-v1-s4-329,S4,lower,short-answer,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,\vec{AD} = \frac{1}{3}\vec{a} + \frac{2}{3}\vec{b},,,,存储答案与独立解一致，解析推导正确。,\vec{AD} = \frac{1}{3}\vec{a} + \frac{2}{3}\vec{b},\vec{AD} = \frac{1}{3}\vec{a} + \frac{2}{3}\vec{b} | AD = 1/3 a + 2/3 b,pass,none,\vec{AD} = \frac{1}{3}\vec{a} + \frac{2}{3}\vec{b},pass,pass,not_applicable,,,"在 \( \triangle ABC \) 中，\( \vec{AB} = \vec{a} \)，\( \vec{AC} = \vec{b} \)，点 \( D \) 在边 \( BC \) 上，且 \( BD = 2DC \)，试用 \( \vec{a}, \vec{b} \) 表示 \( \vec{AD} \)。"
bnu-high-ds-v1-s4-330,S4,lower,fill-in,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"(3/5, 4/5)",,,,存储答案与独立解一致，解析正确。,"(3/5, 4/5)","(3/5, 4/5) | (0.6, 0.8)",pass,none,"(3/5, 4/5)",pass,pass,not_applicable,,,"已知 \( \vec{a} = (3, 4) \)，则与 \( \vec{a} \) 方向相同的单位向量是______。"
bnu-high-ds-v1-s4-331,S4,lower,multiple-choice,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,pass,−1/4 a + 2/3 b,−1/4 a + 2/3 b,math_error|explanation_contradiction,,题目可解，独立解为−1/4 a+2/3 b，与选项A一致。但解析中计算错误，得出EF=1/12 a+b，与答案矛盾，且最终声称选项−1/4 a+2/3 b最接近，实际应为该选项。解析不可用，需修正。,−1/4 a + 2/3 b,−1/4 a + 2/3 b,pass,none,−1/4 a + 2/3 b,fail,fail,pass,−1/4 a + 2/3 b,blocker,在平行四边形ABCD中，点E满足向量AE = 2向量EB，点F满足向量DF = 3向量FC。设向量AB = a，向量AD = b，则向量EF可表示为（ ）
bnu-high-ds-v1-s4-332,S4,lower,short-answer,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,pass,not_applicable,x > 3/2,x > 3/2,answer_mismatch,status_rationale_tension,夹角为锐角需a·b>0且a与b不共线。a·b=2x-3>0得x>3/2；共线时2×3=-1×x得x=-6，但x=-6不在x>3/2内，无需排除。正确答案为x>3/2，存储答案多出x≠-6，属于多余条件，导致答案不匹配。,x > 3/2 且 x ≠ −6,x > 3/2 且 x ≠ −6,pass,none,x > 3/2 且 x ≠ 6,fail,pass,not_applicable,x > 3/2,blocker,"已知向量a=(2, −1)，b=(x, 3)，且a与b的夹角为锐角，求实数x的取值范围。"
bnu-high-ds-v1-s4-333,S4,lower,fill-in,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,7/3,7/3,math_error|answer_mismatch|explanation_contradiction,,题目可解，独立解为7/3。存储答案5/3错误，解析中计算得7/3却强行改为5/3，自相矛盾。,5/3,5/3,pass,none,7/3,fail,fail,not_applicable,7/3,blocker,在△ABC中，AB=3，AC=4，∠A=60°，点D在边BC上，且BD=2DC，则向量AD在向量AB上的投影向量的模为______。
bnu-high-ds-v1-s4-334,S4,lower,multiple-choice,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,fail,−1,−1,math_error|answer_mismatch|explanation_contradiction|ambiguous_mc,,题目可解，独立计算得m=−1或m=5/2，选项仅含−1，故答案应为−1。但提供的解析错误地解得m=1或2，与答案−1矛盾，且解析过程存在计算错误。选项不唯一（实际有两个解，但选项只列出一个），但根据选项仍可选出−1。解析与答案严重不符，构成阻断性错误。,−1,−1,pass,none,−1,fail,fail,fail,−1,blocker,"已知向量a=(1, 2)，b=(−2, m)，若(a+2b)⊥(2a−b)，则实数m的值为（ ）"
bnu-high-ds-v1-s4-335,S4,lower,short-answer,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,√37,,,,存储答案与独立解一致，解析正确。,√37,√37,pass,none,√37,pass,pass,not_applicable,,,已知向量a与b的夹角为120°，|a|=2，|b|=3，求|2a−b|的值。
bnu-high-ds-v1-s4-336,S4,lower,fill-in,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,k < 2 且 k ≠ −1/2,,,,存储答案与独立解一致，解析正确。,k < 2 且 k ≠ −1/2,k < 2 且 k ≠ −1/2,pass,none,k < 2 且 k ≠ −1/2,pass,pass,not_applicable,,,"已知向量a=(2, 1)，b=(−1, k)，若a与b的夹角为钝角，则实数k的取值范围是______。"
bnu-high-ds-v1-s4-337,S4,lower,multiple-choice,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,pass,1/4 a + 3/4 b,,,,存储答案与独立解一致，均为1/4 a + 3/4 b，解析正确，选项唯一。,1/4 a + 3/4 b,1/4 a + 3/4 b,pass,none,1/4 a + 3/4 b,pass,pass,pass,,,在△ABC中，点D在边BC上，且BD=3DC，设向量AB=a，AC=b，则向量AD可表示为（ ）
bnu-high-ds-v1-s4-338,S4,lower,short-answer,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"(3/10, -1/10)",,,,"存储答案与独立解一致，均为(3/10, -1/10)，解析正确。","(3/10, −1/10)","(3/10, −1/10)",pass,none,"(3/10, -1/10)",pass,pass,not_applicable,,,"已知向量a=(1, 2)，b=(3, −1)，求向量a在向量b方向上的投影向量的坐标。"
bnu-high-ds-v1-s4-339,S4,lower,fill-in,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"(√10/2, -√10/2) 或 (-√10/2, √10/2)","(√10/2, -√10/2) 或 (-√10/2, √10/2)",math_error|answer_mismatch|explanation_contradiction,,"题目可解，但存储答案(1,-1)的模为√2，不满足|c|=√5；解析中虽指出矛盾却仍给出错误答案。正确解为(√10/2, -√10/2)或(-√10/2, √10/2)。","(1, −1) 或 (−1, 1)","(1, −1) 或 (−1, 1) | (1, −1) | (−1, 1)",pass,none,"(1, -1) 或 (-1, 1) 等",fail,fail,not_applicable,"(√10/2, -√10/2) 或 (-√10/2, √10/2)",blocker,"已知向量a=(1, 1)，b=(−2, 3)，若向量c满足c⊥a，且|c|=√5，则c的坐标为______。（写出一个即可）"
bnu-high-ds-v1-s4-340,S4,lower,multiple-choice,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,,,math_error|unsolvable|bad_options|explanation_contradiction,,"由条件c∥(a+b)且c⊥(a−b)，a+b=(1,5)，a−b=(3,1)，设c=λ(1,5)，则c·(a−b)=8λ=0，得λ=0，c为零向量。零向量方向任意，通常不认为与给定向量平行或垂直，且选项无零向量，故题目条件矛盾无解。存储答案(5,5)错误，解析混乱。","(5, 5)","(5, 5)",pass,none,"(5, 5)",fail,fail,fail,,blocker,"已知向量a=(2, 3)，b=(−1, 2)，若向量c满足c∥(a+b)，且c⊥(a−b)，则向量c的坐标是（ ）"
bnu-high-ds-v1-s4-341,S4,lower,short-answer,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"λ=1, μ=2",,,,"存储答案λ=1, μ=2与独立解一致，解析正确。","λ = 1, μ = 2","λ = 1, μ = 2 | λ=1, μ=2 | λ=1,μ=2 | λ=1 μ=2",pass,none,"λ=1, μ=2",pass,pass,not_applicable,,,"已知向量 a = (2, -1)，b = (1, 3)，c = (4, 5)。若存在实数 λ 和 μ，使得 c = λ a + μ b，求 λ 和 μ 的值。"
bnu-high-ds-v1-s4-342,S4,lower,fill-in,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"(3/5, -4/5)",,,,"存储答案(3/5, -4/5)与独立解一致，解析正确。","(3/5, -4/5)","(3/5, -4/5) | (0.6, -0.8) | 3/5, -4/5 | 0.6, -0.8",pass,none,"(3/5, -4/5)",pass,pass,not_applicable,,,"已知向量 a = (3, -4)，则与 a 方向相同的单位向量 e = ______。"
bnu-high-ds-v1-s4-343,S4,lower,multiple-choice,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,pass,B,,,,存储答案B与独立解一致，解析正确，选项唯一。,B. x > -2 且 x ≠ 1/2,B. x > -2 且 x ≠ 1/2,pass,none,B,pass,pass,pass,,,"已知向量 a = (1, 2)，b = (x, 1)，且 a 与 b 的夹角为锐角，则实数 x 的取值范围是（ ）。"
bnu-high-ds-v1-s4-344,S4,lower,short-answer,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"(-1/10, 3/10)",,,,"存储答案(-1/10, 3/10)与独立解一致，解析正确。","(-1/10, 3/10)","(-1/10, 3/10) | (-0.1, 0.3)",pass,none,"(-1/10, 3/10)",pass,pass,not_applicable,,,"已知向量 a = (2, 1)，b = (-1, 3)，求向量 a 在向量 b 上的投影向量的坐标。"
bnu-high-ds-v1-s4-345,S4,lower,fill-in,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,5/4,5/4,math_error|answer_mismatch|explanation_contradiction,,题目可解，符合北师大版平面向量垂直条件。Stage A 独立计算得 k=5/4，正确。存储答案为 9/4，解析过程错误得出 17/9，且与存储答案矛盾，存在严重数学错误和解释矛盾，必须阻断。,9/4,9/4 | 2.25,pass,none,k = 5/4,fail,fail,not_applicable,5/4,blocker,"已知向量 a = (2, 3)，b = (1, -2)，若 (a + k b) ⊥ (a - b)，则实数 k = ______。"
bnu-high-ds-v1-s4-346,S4,lower,multiple-choice,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,pass,A,,,,存储答案A. 2√13与Stage A一致，解析正确，选项唯一。,A. 2√13,A. 2√13,pass,none,A,pass,pass,pass,,,"已知向量 a = (1, 2)，b = (3, 4)，则 |a + b| 等于（ ）。"
bnu-high-ds-v1-s4-347,S4,lower,short-answer,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,5/2,,,,存储答案5/2与Stage A一致，解析正确。,5/2,5/2 | 2.5,pass,none,5/2,pass,pass,not_applicable,,,"在△ABC中，已知 AB = (2, 3)，AC = (1, -1)，求△ABC的面积。"
bnu-high-ds-v1-s4-348,S4,lower,fill-in,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,4/5,,,,存储答案4/5与Stage A一致，解析正确。,4/5,4/5 | 0.8,pass,none,4/5,pass,pass,not_applicable,,,"已知向量 a = (1, 2)，b = (2, 1)，则 a 与 b 的夹角 θ 的余弦值 cosθ = ______。"
bnu-high-ds-v1-s4-349,S4,lower,multiple-choice,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,weak,fail,B,B,ambiguous_mc|explanation_contradiction,,"向量a=(2,1), b=(1,-2)，计算得a·b=0，故a⊥b，B正确；|a|=√5，|b|=√5，故|a|=|b|，C也正确。单选题出现两个正确选项，答案不唯一，且解析未说明C也正确，存在歧义。",B. a ⊥ b,B. a ⊥ b,pass,none,B,fail,weak,fail,B,blocker,"已知向量 a = (2, 1)，b = (1, -2)，则下列结论正确的是（ ）。"
bnu-high-ds-v1-s4-350,S4,lower,short-answer,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,约14°,,,,存储答案约14°与Stage A一致，解析正确。,约 14°,约 14° | 约14° | 14° | 约14度 | 14度,pass,none,约14°,pass,pass,not_applicable,,,"已知向量 a = (3, 4)，b = (5, 12)，求 a 与 b 的夹角 θ（精确到度）。"
bnu-high-ds-v1-s4-351,S4,lower,fill-in,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,k = -3/2,,,,存储答案-3/2与Stage A一致，解析正确。,-3/2,-3/2 | -1.5,pass,none,k = -3/2,pass,pass,not_applicable,,,已知平面向量 a 与 b 不共线，向量 c = 2a - 3b，d = a + kb。若 c 与 d 共线，求实数 k 的值。
bnu-high-ds-v1-s4-352,S4,lower,multiple-choice,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,pass,3/2,,,,存储答案3/2与Stage A一致，解析正确，选项唯一。,3/2,3/2,pass,none,3/2,pass,pass,pass,,,"已知向量 a = (2, -1)，b = (x, 3)，且 a 与 b 垂直，则 x 的值为（　）。"
bnu-high-ds-v1-s4-353,S4,lower,short-answer,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-c,pass,pass,pass,pass,not_applicable,AD = (1/3)a + (2/3)b,,,,题目可解，向量分解正确，答案与解析一致，无数学错误，符合教材范围。,AD = (1/3)a + (2/3)b,AD = (1/3)a + (2/3)b | AD=1/3a+2/3b | 1/3a+2/3b,pass,none,AD = (1/3)a + (2/3)b,pass,pass,not_applicable,,none,在△ABC中，点D在边BC上，且BD = 2DC。设向量AB = a，AC = b，试用a和b表示向量AD。
bnu-high-ds-v1-s4-354,S4,lower,fill-in,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"(3/5, 4/5)",,,,存储答案与独立解一致，解析正确。,"(3/5, 4/5)","(3/5, 4/5) | (0.6, 0.8)",pass,none,"(3/5, 4/5)",pass,pass,not_applicable,,,"已知向量 a = (3, 4)，则与 a 方向相同的单位向量 e 的坐标为______。"
bnu-high-ds-v1-s4-355,S4,lower,multiple-choice,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,pass,2,,,,存储答案与独立解一致，解析正确，选项唯一。,2,2,pass,none,2,pass,pass,pass,,,已知向量 a 与 b 的夹角为 60°，|a|=2，|b|=1，则 |a - 2b| 的值为（　）。
bnu-high-ds-v1-s4-356,S4,lower,short-answer,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,m < 1 且 m ≠ -4,,,,存储答案与独立解一致，解析正确。,m < 1 且 m ≠ -4,m < 1 且 m ≠ -4 | m<1且m≠-4,pass,none,m < 1 且 m ≠ -4,pass,pass,not_applicable,,,"已知向量 a = (1, 2)，b = (-2, m)，若 a 与 b 的夹角为钝角，求实数 m 的取值范围。"
bnu-high-ds-v1-s4-357,S4,lower,fill-in,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"(3/2, -1/2)",,,,存储答案与独立解一致，解析正确。,"(3/2, -1/2)","(3/2, -1/2) | (1.5, -0.5)",pass,none,"(3/2, -1/2)",pass,pass,not_applicable,,,"已知向量 a = (2, 1)，b = (3, -1)，则 a 在 b 方向上的投影向量的坐标为______。"
