id,grade,semester,type,difficulty,topicId,topicTitleZhHans,volume,chapter,status,severity,confidence,sourceStage,solvableStatus,ragFitStatus,answerMatchStatus,explanationMatchStatus,mcUniquenessStatus,independentAnswer,correctedAnswer,issueTags,qaOutputConcernTags,rationaleZhHans,answer,acceptedAnswers,stageASolvableStatus,stageASeverity,stageAIndependentAnswer,stageBAnswerMatchStatus,stageBExplanationMatchStatus,stageBMcUniquenessStatus,stageBCorrectedAnswer,stageCSeverity,promptZhHans
bnu-high-ds-v1-s4-277,S4,upper,multiple-choice,Core,bnu-high-s4-数学建模活动-一,数学建模活动（一）,必修 第一册,数学建模活动（一）,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,B、C、D,B、C、D均正确，题目存在多个正确选项，违反单选题唯一性要求。,math_error|ambiguous_mc|bad_options|explanation_contradiction,,利润函数L(x)=30x-2000，代入计算得L(70)=100，L(80)=400，L(100)=1000，故B、C、D均正确，A错误。单选题出现多个正确选项，违反唯一性要求，题目不可解。存储答案仅选C，与事实不符；解析承认B、C、D正确却强行选C，自相矛盾。,当产量为 80 件时，利润为 400 元,当产量为 80 件时，利润为 400 元,pass,blocker,B、C、D,fail,fail,fail,B、C、D均正确，题目存在多个正确选项，违反单选题唯一性要求。,blocker,某工厂生产一种产品，固定成本为 2000 元，每生产一件产品的可变成本为 50 元，产品售价为 80 元。设产量为 x 件，利润为 L(x) 元。则利润函数为 L(x)=30x-2000。下列说法正确的是：
bnu-high-ds-v1-s4-281,S4,upper,short-answer,Foundation,bnu-high-s4-数学建模活动-一,数学建模活动（一）,必修 第一册,数学建模活动（一）,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,(1) 甲：y=0.85x-0.9；乙：y=0.0625x²+0.55；(2) 乙模型更准确；(3) 9.6 m,(1) 甲：y=0.85x-0.9；乙：y=0.0625x²+0.55；(2) 乙模型更准确；(3) 9.6 m,math_error|answer_mismatch|explanation_contradiction,,存储答案参数计算错误：甲模型应为y=0.85x-0.9，乙模型应为y=0.0625x²+0.55；检验结果应为乙模型更准确；预测值应为9.6 m。解析中计算错误且结论矛盾，与独立求解结果不一致。,（1）甲：y = 0.425x - 0.05；乙：y = 0.075x² + 0.5；（2）乙模型更准确；（3）11.3 m,（1）甲：y = 0.425x - 0.05；乙：y = 0.075x² + 0.5；（2）乙模型更准确；（3）11.3 m,pass,none,(1) 甲：y=0.85x-0.9；乙：y=0.0625x²+0.55；(2) 乙模型更准确；(3) 9.6 m,fail,fail,not_applicable,(1) 甲：y=0.85x-0.9；乙：y=0.0625x²+0.55；(2) 乙模型更准确；(3) 9.6 m,blocker,"某城市公园计划在湖边修建一条步行道，设计人员收集了湖边不同位置离岸距离 x（单位：m）与水深 y（单位：m）的测量数据如下：\n(2, 0.8), (4, 1.5), (6, 2.5), (8, 3.8), (10, 5.4)。\n为了预测离岸 12 m 处的水深，甲同学选择一次函数模型 y = ax + b，乙同学选择二次函数模型 y = cx² + d。两人分别用前三个数据点确定模型参数。\n（1）求甲、乙两位同学得到的模型表达式；\n（2）用第四个数据点 (8, 3.8) 检验两个模型，哪个模型预测更准确？\n（3）根据较优模型，预测离岸 12 m 处的水深（结果保留一位小数）。"
bnu-high-ds-v1-s4-283,S4,upper,multiple-choice,Core,bnu-high-s4-数学建模活动-一,数学建模活动（一）,必修 第一册,数学建模活动（一）,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,无正确选项,无正确选项,math_error|bad_options|explanation_contradiction|unsolvable,,模型 y=2·1.5ˣ+1，当 x=5 时，计算得 y=2×7.59375+1=16.1875≈16.2 万辆，选项 C 为 20.2 万辆，数值错误。其他选项均明显错误，导致无正确选项，题目不可解。解析中计算过程错误且与选项矛盾。,C. 当 x=5 时，保有量约为 20.2 万辆,C. 当 x=5 时，保有量约为 20.2 万辆,pass,blocker,C,fail,fail,fail,无正确选项,blocker,在数学建模活动中，某小组研究了某地区新能源汽车保有量 y（万辆）与年份 x（以 2015 年为第 1 年）的关系，得到模型 y = 2·1.5ˣ + 1。下列关于该模型的判断中，正确的是（ ）
bnu-high-ds-v1-s4-284,S4,upper,short-answer,Foundation,bnu-high-s4-数学建模活动-一,数学建模活动（一）,必修 第一册,数学建模活动（一）,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,(1) 模型①误差0分钟，模型②误差1分钟；(2) 模型①拟合更好，因为对所有数据点误差更小；(3) 15分钟,(1) 模型①误差0分钟，模型②误差1分钟；(2) 模型①拟合更好，因为对所有数据点误差更小；(3) 15分钟,math_error|answer_mismatch|explanation_contradiction,,"存储答案中模型②在(4,9)的误差计算错误（应为1分钟而非0），导致模型比较结论错误（模型①整体误差更小），解析中误差计算矛盾。正确答案应为模型①误差0、模型②误差1，模型①拟合更好，预测15分钟。",（1）模型①误差 0，模型②误差 1；（2）模型①更好，因为对前三个点无误差，整体误差较小；（3）15 分钟,（1）模型①误差 0，模型②误差 1；（2）模型①更好，因为对前三个点无误差，整体误差较小；（3）15 分钟,pass,none,(1) 模型①误差0分钟，模型②误差1分钟；(2) 模型①拟合更好，因为对所有数据点误差更小；(3) 15分钟,fail,fail,not_applicable,(1) 模型①误差0分钟，模型②误差1分钟；(2) 模型①拟合更好，因为对所有数据点误差更小；(3) 15分钟,blocker,"某校数学建模小组研究本校学生中午食堂就餐排队时间问题。他们记录了连续 5 天中午 12:00 到达食堂的人数 x（百人）与平均排队时间 y（分钟）的数据：(2, 5), (3, 7), (4, 9), (5, 12), (6, 16)。小组成员提出两种模型：① y = 2x + 1；② y = 0.5x² + 1。\n（1）分别计算两个模型对数据 (4, 9) 的预测误差；\n（2）从所有数据点看，哪个模型拟合得更好？请简要说明理由。\n（3）若某天中午 12:00 到达人数为 7 百人，用较优模型预测排队时间。"
bnu-high-ds-v1-s4-285,S4,upper,fill-in,Exam,bnu-high-s4-数学建模活动-一,数学建模活动（一）,必修 第一册,数学建模活动（一）,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"(1) y={10, 0≤x≤3; 2.5x+4, x>3}；(2) x=8.4公里","(1) y={10, 0≤x≤3; 2.5x+4, x>3}；(2) x=8.4公里",math_error|answer_mismatch|explanation_contradiction,,分段函数表达式错误：x≤3时总费用应为10元，不含燃油附加费0.5x；x>3时表达式正确但答案未简化。解方程得x=8.4公里，非7公里。解析中计算过程与答案矛盾。,"（1）y = { 10 + 0.5x, 0≤x≤3; 10 + 2(x-3) + 0.5x, x>3 }；（2）x = 7 公里","（1）y = { 10 + 0.5x, 0≤x≤3; 10 + 2(x-3) + 0.5x, x>3 }；（2）x = 7 公里",pass,none,"(1) y={10, 0≤x≤3; 10+2(x-3)+0.5x=2.5x+4, x>3}；(2) x=8.4公里",fail,fail,not_applicable,"(1) y={10, 0≤x≤3; 2.5x+4, x>3}；(2) x=8.4公里",blocker,"某城市出租车收费标准如下：起步价 10 元（含 3 公里），超过 3 公里后每公里 2 元。另外，燃油附加费为每公里 0.5 元（按实际行驶里程计算）。设行驶里程为 x 公里（x≥0），总费用为 y 元。\n（1）写出 y 关于 x 的分段函数表达式；\n（2）若乘客支付了 25 元，求行驶里程 x 的值。"
bnu-high-ds-v1-s4-287,S4,upper,short-answer,Foundation,bnu-high-s4-数学建模活动-一,数学建模活动（一）,必修 第一册,数学建模活动（一）,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,(1) 甲：7.1万元，乙：约6.6万元；(2) 甲模型更准确；(3) 9.2万元,(1) 甲：7.1万元，乙：约6.6万元；(2) 甲模型更准确；(3) 9.2万元,math_error|answer_mismatch|explanation_contradiction,,乙模型计算错误：4.5×1.1⁴≈6.588，四舍五入为6.6万元，而非7.2万元。因此甲模型更准确，预测2025年应为9.2万元。答案与解析均错误，且解析中试图修改模型参数，与题目矛盾。,（1）甲：7.1 万元，乙：7.2 万元；（2）乙更准确；（3）9.6 万元,（1）甲：7.1 万元，乙：7.2 万元；（2）乙更准确；（3）9.6 万元,pass,none,(1) 甲：7.1万元，乙：约7.2万元；(2) 甲模型更准确；(3) 9.2万元,fail,fail,not_applicable,(1) 甲：7.1万元，乙：约6.6万元；(2) 甲模型更准确；(3) 9.2万元,blocker,"某地区 2018 年至 2022 年的人均 GDP（单位：万元）数据如下：\n2018: 5.0, 2019: 5.5, 2020: 6.0, 2021: 6.8, 2022: 7.8。\n为了预测 2025 年的人均 GDP，甲同学选择线性模型 y = 0.7t + 4.3（t 为年份减 2018），乙同学选择指数模型 y = 4.5·1.1ᵗ。\n（1）分别计算两个模型对 2022 年数据的预测值；\n（2）哪个模型对 2022 年的预测更准确？\n（3）用较优模型预测 2025 年的人均 GDP（结果保留一位小数）。"
bnu-high-ds-v1-s4-289,S4,lower,multiple-choice,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,D,,ambiguous_mc|explanation_contradiction|answer_mismatch,,题目为单选题，但选项C和D均正确，不满足唯一答案要求。存储答案D错误，解析声称所有选项正确，与Stage A独立解矛盾。,D. f(x) 的最大值为 3,D. f(x) 的最大值为 3,pass,none,D,fail,fail,fail,,blocker,已知函数 f(x) = 2sin(3x - π/4) + 1，则下列结论正确的是（ ）
bnu-high-ds-v1-s4-291,S4,lower,fill-in,Exam,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"[0, π/12] ∪ [7π/12, π]","[0, π/12] ∪ [7π/12, π]",math_error|answer_mismatch,,"Stage A 独立求解得递增区间为 [0, π/12] ∪ [7π/12, π]，存储答案为 [0, 5π/12] 和 [11π/12, π]，两者不一致。存储答案错误，需修正。","[0, 5π/12] 和 [11π/12, π]","[0, 5π/12] 和 [11π/12, π] | [0,5π/12]和[11π/12,π] | [0, 5π/12] ∪ [11π/12, π]",pass,none,"[0, π/12] ∪ [7π/12, π]",fail,fail,not_applicable,"[0, π/12] ∪ [7π/12, π]",blocker,"已知函数 f(x) = 3 sin(2x - π/3) + 1，x ∈ [0, π]。求 f(x) 的单调递增区间。"
bnu-high-ds-v1-s4-295,S4,lower,multiple-choice,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,fail,blocker,high,stage-c,fail,pass,pass,weak,fail,B,,ambiguous_mc|explanation_contradiction,,y=|sin x| 的最小正周期为 π 且为偶函数，与 y=cos 2x 同时满足条件，单选题存在两个正确选项，不唯一。解析未澄清此歧义，且自身表述矛盾。,y = cos 2x,y = cos 2x,pass,none,B,pass,weak,fail,,blocker,下列函数中，最小正周期为 π 且为偶函数的是（ ）
bnu-high-ds-v1-s4-300,S4,lower,fill-in,Exam,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,fail,blocker,high,stage-c,fail,pass,fail,fail,not_applicable,无解（条件矛盾）,无解（条件矛盾）,math_error|missing_condition|unsolvable|explanation_contradiction|answer_mismatch,self_correction_language|overlong_rationale,由最小正周期π得ω=2。f(x)≤f(π/3)恒成立要求f(π/3)为最大值1，即sin(2π/3+φ)=1，解得φ=-π/6+2kπ。在0<φ<π内无解（k=0得负，k=1得11π/6>π）。存储答案5π/6代入得f(π/3)=sin(3π/2)=-1，为最小值，与条件矛盾。题目条件无法满足，不可解。,5π/6,5π/6 | 5pi/6,pass,none,π/6,fail,fail,not_applicable,无解（条件矛盾）,blocker,"已知函数 f(x) = sin(ωx + φ) (ω>0, 0<φ<π) 的最小正周期为 π，且 f(x) ≤ f(π/3) 对任意 x ∈ R 恒成立，则 φ = ______。"
bnu-high-ds-v1-s4-302,S4,lower,short-answer,Foundation,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,3π/4,3π/4,math_error|answer_mismatch|explanation_contradiction,,与-2025°终边相同的最小正角为135°，弧度表示为3π/4。存储答案7π/4（315°）错误，且解析中计算过程正确但最终给出7π/4，自相矛盾。,7π/4,7π/4 | 315°,pass,none,7π/4,fail,fail,not_applicable,3π/4,blocker,写出与角 -2025° 终边相同的最小正角，并用弧度表示。
bnu-high-ds-v1-s4-311,S4,lower,short-answer,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"[π/8 + 2kπ/3, 5π/8 + 2kπ/3], k∈Z","[π/8 + 2kπ/3, 5π/8 + 2kπ/3], k∈Z",math_error|answer_mismatch|explanation_contradiction,,"题目可解，独立求解得递增区间为[π/8+2kπ/3, 5π/8+2kπ/3]，与存储答案[2kπ/3-π/12, 2kπ/3+π/4]不等价，解析中端点计算错误，导致答案错误，判定为blocker。","[2kπ/3 - π/12, 2kπ/3 + π/4], k∈Z","[2kπ/3 - π/12, 2kπ/3 + π/4], k∈Z",pass,none,"[π/8 + 2kπ/3, 5π/8 + 2kπ/3], k∈Z",fail,fail,not_applicable,"[π/8 + 2kπ/3, 5π/8 + 2kπ/3], k∈Z",blocker,已知函数 f(x) = 2 sin(3x - π/4) + 1。求 f(x) 的单调递增区间。
bnu-high-ds-v1-s4-317,S4,lower,short-answer,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"x = π/4, 7π/12, 5π/4, 19π/12","x = π/4, 7π/12, 5π/4, 19π/12",math_error|answer_mismatch|explanation_contradiction,,"方程2cos(2x-π/3)=1的解为x=π/4+2kπ或x=7π/12+2kπ，在[0,2π]内得π/4,7π/12,5π/4,19π/12。存储答案13π/12错误，解析中x=π/3+kπ或kπ与最终答案矛盾，且未正确筛选区间内解。","x = π/4, 7π/12, 13π/12, 19π/12","x = π/4, 7π/12, 13π/12, 19π/12",pass,none,"x=π/4, 7π/12, 5π/4, 19π/12",fail,fail,not_applicable,"x = π/4, 7π/12, 5π/4, 19π/12",blocker,"求方程 2 cos(2x - π/3) = 1 在区间 [0, 2π] 内的所有解。"
bnu-high-ds-v1-s4-321,S4,lower,fill-in,Core,bnu-high-s4-三角函数,三角函数,必修 第二册,三角函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"[0, π/12] 和 [5π/12, π/2]","[0, π/12] 和 [5π/12, π/2]",math_error|answer_mismatch|explanation_contradiction,,"题目可解，符合教材范围。但存储答案包含错误区间[π/4, π/2]，正确单调递增区间应为[0, π/12]和[5π/12, π/2]。解析中虽指出k=1时交集为[5π/12, π/2]，却错误地给出[π/4, π/2]，存在数学错误和解释矛盾，必须修正。","[0, π/12] 和 [π/4, π/2]","[0, π/12] 和 [π/4, π/2] | [0,π/12]和[π/4,π/2] | [0, π/12] 与 [π/4, π/2] | [0,π/12]与[π/4,π/2]",pass,none,"[0, π/12]",fail,fail,not_applicable,"[0, π/12] 和 [5π/12, π/2]",blocker,"已知函数 \( f(x) = 2\sin\!\left(3x + \frac{\pi}{4}\right) + 1 \) 的最小正周期为 \( T \)。若 \( x \in \left[0, \frac{\pi}{2}\right] \)，则 \( f(x) \) 的单调递增区间是______。"
bnu-high-ds-v1-s4-325,S4,lower,multiple-choice,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,,,math_error|answer_mismatch|bad_options|explanation_contradiction|unsolvable,,"向量(1,2)与(3,-1)的点积为1，模长分别为√5和√10，cosθ=1/(√5·√10)=√2/10，θ=arccos(√2/10)≈81.87°，不是特殊角，四个选项均不正确，题目无解。解析也指出计算错误并建议修改题目，但存储答案仍为B，存在答案不匹配、选项错误和解析矛盾。",B. \( 45^\circ \),B. \( 45^\circ \),pass,none,B,fail,fail,fail,,blocker,"已知向量 \( \vec{a} = (1, 2) \)，\( \vec{b} = (3, -1) \)，则 \( \vec{a} \) 与 \( \vec{b} \) 的夹角为（　）。"
bnu-high-ds-v1-s4-331,S4,lower,multiple-choice,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,pass,−1/4 a + 2/3 b,−1/4 a + 2/3 b,math_error|explanation_contradiction,,题目可解，独立解为−1/4 a+2/3 b，与选项A一致。但解析中计算错误，得出EF=1/12 a+b，与答案矛盾，且最终声称选项−1/4 a+2/3 b最接近，实际应为该选项。解析不可用，需修正。,−1/4 a + 2/3 b,−1/4 a + 2/3 b,pass,none,−1/4 a + 2/3 b,fail,fail,pass,−1/4 a + 2/3 b,blocker,在平行四边形ABCD中，点E满足向量AE = 2向量EB，点F满足向量DF = 3向量FC。设向量AB = a，向量AD = b，则向量EF可表示为（ ）
bnu-high-ds-v1-s4-332,S4,lower,short-answer,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,pass,not_applicable,x > 3/2,x > 3/2,answer_mismatch,status_rationale_tension,夹角为锐角需a·b>0且a与b不共线。a·b=2x-3>0得x>3/2；共线时2×3=-1×x得x=-6，但x=-6不在x>3/2内，无需排除。正确答案为x>3/2，存储答案多出x≠-6，属于多余条件，导致答案不匹配。,x > 3/2 且 x ≠ −6,x > 3/2 且 x ≠ −6,pass,none,x > 3/2 且 x ≠ 6,fail,pass,not_applicable,x > 3/2,blocker,"已知向量a=(2, −1)，b=(x, 3)，且a与b的夹角为锐角，求实数x的取值范围。"
bnu-high-ds-v1-s4-333,S4,lower,fill-in,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,7/3,7/3,math_error|answer_mismatch|explanation_contradiction,,题目可解，独立解为7/3。存储答案5/3错误，解析中计算得7/3却强行改为5/3，自相矛盾。,5/3,5/3,pass,none,7/3,fail,fail,not_applicable,7/3,blocker,在△ABC中，AB=3，AC=4，∠A=60°，点D在边BC上，且BD=2DC，则向量AD在向量AB上的投影向量的模为______。
bnu-high-ds-v1-s4-334,S4,lower,multiple-choice,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,fail,−1,−1,math_error|answer_mismatch|explanation_contradiction|ambiguous_mc,,题目可解，独立计算得m=−1或m=5/2，选项仅含−1，故答案应为−1。但提供的解析错误地解得m=1或2，与答案−1矛盾，且解析过程存在计算错误。选项不唯一（实际有两个解，但选项只列出一个），但根据选项仍可选出−1。解析与答案严重不符，构成阻断性错误。,−1,−1,pass,none,−1,fail,fail,fail,−1,blocker,"已知向量a=(1, 2)，b=(−2, m)，若(a+2b)⊥(2a−b)，则实数m的值为（ ）"
bnu-high-ds-v1-s4-339,S4,lower,fill-in,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"(√10/2, -√10/2) 或 (-√10/2, √10/2)","(√10/2, -√10/2) 或 (-√10/2, √10/2)",math_error|answer_mismatch|explanation_contradiction,,"题目可解，但存储答案(1,-1)的模为√2，不满足|c|=√5；解析中虽指出矛盾却仍给出错误答案。正确解为(√10/2, -√10/2)或(-√10/2, √10/2)。","(1, −1) 或 (−1, 1)","(1, −1) 或 (−1, 1) | (1, −1) | (−1, 1)",pass,none,"(1, -1) 或 (-1, 1) 等",fail,fail,not_applicable,"(√10/2, -√10/2) 或 (-√10/2, √10/2)",blocker,"已知向量a=(1, 1)，b=(−2, 3)，若向量c满足c⊥a，且|c|=√5，则c的坐标为______。（写出一个即可）"
bnu-high-ds-v1-s4-340,S4,lower,multiple-choice,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,,,math_error|unsolvable|bad_options|explanation_contradiction,,"由条件c∥(a+b)且c⊥(a−b)，a+b=(1,5)，a−b=(3,1)，设c=λ(1,5)，则c·(a−b)=8λ=0，得λ=0，c为零向量。零向量方向任意，通常不认为与给定向量平行或垂直，且选项无零向量，故题目条件矛盾无解。存储答案(5,5)错误，解析混乱。","(5, 5)","(5, 5)",pass,none,"(5, 5)",fail,fail,fail,,blocker,"已知向量a=(2, 3)，b=(−1, 2)，若向量c满足c∥(a+b)，且c⊥(a−b)，则向量c的坐标是（ ）"
bnu-high-ds-v1-s4-345,S4,lower,fill-in,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,5/4,5/4,math_error|answer_mismatch|explanation_contradiction,,题目可解，符合北师大版平面向量垂直条件。Stage A 独立计算得 k=5/4，正确。存储答案为 9/4，解析过程错误得出 17/9，且与存储答案矛盾，存在严重数学错误和解释矛盾，必须阻断。,9/4,9/4 | 2.25,pass,none,k = 5/4,fail,fail,not_applicable,5/4,blocker,"已知向量 a = (2, 3)，b = (1, -2)，若 (a + k b) ⊥ (a - b)，则实数 k = ______。"
bnu-high-ds-v1-s4-349,S4,lower,multiple-choice,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,weak,fail,B,B,ambiguous_mc|explanation_contradiction,,"向量a=(2,1), b=(1,-2)，计算得a·b=0，故a⊥b，B正确；|a|=√5，|b|=√5，故|a|=|b|，C也正确。单选题出现两个正确选项，答案不唯一，且解析未说明C也正确，存在歧义。",B. a ⊥ b,B. a ⊥ b,pass,none,B,fail,weak,fail,B,blocker,"已知向量 a = (2, 1)，b = (1, -2)，则下列结论正确的是（ ）。"
bnu-high-ds-v1-s4-353,S4,lower,short-answer,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,pass,none,high,stage-c,pass,pass,pass,pass,not_applicable,AD = (1/3)a + (2/3)b,,,,题目可解，向量分解正确，答案与解析一致，无数学错误，符合教材范围。,AD = (1/3)a + (2/3)b,AD = (1/3)a + (2/3)b | AD=1/3a+2/3b | 1/3a+2/3b,pass,none,AD = (1/3)a + (2/3)b,pass,pass,not_applicable,,none,在△ABC中，点D在边BC上，且BD = 2DC。设向量AB = a，AC = b，试用a和b表示向量AD。
bnu-high-ds-v1-s4-358,S4,lower,multiple-choice,Foundation,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,pass,1/2,1/2,math_error|answer_mismatch|explanation_contradiction,,题目可解，符合教材范围。独立求解得λ=1/2，但存储答案为1，解析计算错误（交叉相乘后应为6+18λ=10+20λ，解得λ=1/2），导致答案与解析矛盾。选项中有1/2，唯一正确。需修正答案为1/2。,1,1,pass,none,1/2,fail,fail,pass,1/2,blocker,"已知向量 a = (1, 2)，b = (3, 4)，c = (5, 6)，若 (a + λb) ∥ c，则实数 λ 的值为（　）。"
bnu-high-ds-v1-s4-359,S4,lower,short-answer,Core,bnu-high-s4-平面向量及其应用,平面向量及其应用,必修 第二册,平面向量及其应用,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,EF = -2/3 a + 1/2 b,EF = -2/3 a + 1/2 b,math_error|answer_mismatch|explanation_contradiction,,题目可解，符合教材范围。独立计算得 EF = -2/3 a + 1/2 b，与存储答案 (1/2)a - (1/3)b 不符，解析中计算过程错误，最终结果错误，属于严重数学错误。,EF = (1/2)a - (1/3)b,EF = (1/2)a - (1/3)b | EF=1/2a-1/3b | 1/2a-1/3b,pass,none,EF = (1/2)a - (1/3)b,fail,fail,not_applicable,EF = -2/3 a + 1/2 b,blocker,在平行四边形ABCD中，E为BC的中点，F为CD上一点，且CF = 2FD。设向量AB = a，AD = b，试用a和b表示向量EF。
bnu-high-ds-v1-s4-361,S4,lower,multiple-choice,Core,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,stage-c,pass,pass,fail,fail,pass,40√2 m,40√2 m,math_error|answer_mismatch|explanation_contradiction,,题目可解，符合建模与三角测量章节。独立求解得CD=40√2 m，对应选项B。存储答案40 m错误，解析中∠ACB误算为90°（实际应为45°），导致后续计算全错。答案不匹配，解析矛盾，需修正为40√2 m。,40 m,40 m,pass,none,40√2 m,fail,fail,pass,40√2 m,blocker,某测量小组要测量河对岸一座塔的高度。他们在河岸边选取两个观测点A和B，A、B与塔基C在同一水平面内，且A、B、C三点不共线。测得AB = 80 m，∠CAB = 75°，∠CBA = 60°。在点A测得塔顶D的仰角为30°。假设测量过程中所有点在同一铅垂面内，且塔垂直于地面。求塔的高度CD。
bnu-high-ds-v1-s4-362,S4,lower,short-answer,Foundation,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,stage-c,fail,pass,fail,fail,not_applicable,,,missing_condition|unsolvable|answer_mismatch|explanation_contradiction,,题目仅给出∠CAB=60°，未明确A、B与山脚C的相对位置，无法唯一确定△ABC的形状，缺少AC或BC的距离，条件不足，无法求解唯一山高。存储答案50√3米基于错误假设，解析中余弦定理应用不当，实际不可解。,50√3 米,50√3 米 | 50√3 | 50*sqrt(3) 米 | 50*sqrt(3),fail,blocker,,fail,fail,not_applicable,,blocker,某数学建模小组要测量一座小山的高度。他们在地面上选择了两个观测点A和B，A、B两点与山脚C在同一水平面上，且A、B、C三点不共线。在A点测得山顶D的仰角为30°，在B点测得山顶D的仰角为45°。已知A、B两点之间的距离为100米，且从A点观测B点的方位角为60°（即∠CAB = 60°）。假设测量点高度忽略不计，山体垂直于地面。请建立适当的数学模型，计算小山的高度。
bnu-high-ds-v1-s4-363,S4,lower,fill-in,Core,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,h = 60(√3 - 1) 米,h = 60(√3 - 1) 米,math_error|answer_mismatch|explanation_contradiction,,题目可解，RAG匹配。但存储答案h=60(√3+1)错误，解析中方程求解有误，正确解为h=60(√3-1)。Stage A独立解正确。,h = 60(√3 + 1) 米,h = 60(√3 + 1) 米 | 60(√3+1) | 60(√3+1)米 | 60(√3 + 1) | 60(√3+1) 米,pass,none,h = 60(√3 - 1) 米,fail,fail,not_applicable,h = 60(√3 - 1) 米,blocker,某数学建模小组要测量一座底部不可到达的电视塔的高度。他们在与塔底同一水平面上的A、B两点进行观测，A、B两点相距120米。在A点测得塔顶的仰角为30°，在B点测得塔顶的仰角为45°，且A、B两点与塔底在一条直线上，塔底位于A、B之间。设塔高为h米，塔底为C，A、B、C共线，C在A、B之间。请根据上述测量数据，列出关于h的方程，并求出塔高h的值（结果保留根号）。
bnu-high-ds-v1-s4-364,S4,lower,multiple-choice,Foundation,bnu-high-s4-数学建模活动-二,数学建模活动（二）,必修 第二册,数学建模活动（二）,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,,,math_error|unsolvable|ambiguous_mc|explanation_contradiction,self_correction_language|overlong_rationale,题目条件矛盾：由仰角得AO=√3h，BO=h，在△AOB中已知AB=80，∠OAB=60°，用余弦定理求BO得方程2h²-80√3h+6400=0，判别式负，无实数解。存储答案56米基于错误余弦定理（用错边），且选项无正确值，题目不可解。,56米,56米,pass,none,69米,fail,fail,fail,,blocker,某数学建模小组计划测量一栋高层建筑物的高度。他们在地面上选取两个观测点A和B，两点之间的距离为80米，且A、B与建筑物底部O在同一水平面内。在点A测得建筑物顶部C的仰角为30°，在点B测得建筑物顶部C的仰角为45°，且从点A到点B的方向与从点A到点O的方向的夹角为60°。假设测量仪器的高度忽略不计，则建筑物的高度最接近下列哪个值？（参考数据：√3≈1.732，√2≈1.414）
