id,source
bnu-high-ds-v1-s5-129,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-134,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-140,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-144,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-146,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-147,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-152,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-157,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-161,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-164,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-171,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-174,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-178,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-180,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-184,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-186,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-187,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-188,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-189,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-195,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-202,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-217,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-221,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-222,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-223,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-227,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-231,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-243,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-252,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-256,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-262,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-265,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-266,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-268,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-271,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-272,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-279,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-280,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-286,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-289,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-294,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-300,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-320,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-327,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-329,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-330,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-336,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-386,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-390,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-437,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-443,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-446,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-452,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-454,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-466,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-478,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-482,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-484,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-485,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-488,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-497,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-498,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-052,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-089,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-112,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-141,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-182,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-222,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-232,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-239,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-255,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-263,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-292,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-313,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-364,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-377,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-379,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-391,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-412,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-426,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s6-480,deepseek-full-only-vs-baseline
