"id","grade","semester","topicId","unitTitle","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"bnu-junior-ds-v1-s1-236","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","short-answer","Foundation","某班为了解同学们最喜爱的课外活动，设计了以下调查问题：“你最喜欢的课外活动是什么？A. 阅读 B. 运动 C. 绘画 D. 音乐”。全班40名同学每人选择一项，结果记录如下：选择阅读的有12人，选择运动的有15人，选择绘画的有8人，选择音乐的有5人。小明根据这个结果得出结论：“全班同学都最喜欢运动。”你认为小明的结论是否合理？请说明理由。","","不合理。因为选择运动的有15人，虽然人数最多，但只占总人数的15/40，并非全班同学都最喜欢运动，还有25人选择了其他活动。小明的结论以偏概全，忽略了其他同学的选择。","不合理。因为选择运动的有15人，虽然人数最多，但只占总人数的15/40，并非全班同学都最喜欢运动，还有25人选择了其他活动。小明的结论以偏概全，忽略了其他同学的选择。","调查结果显示运动是最受欢迎的活动，但仍有25人选择其他活动。小明的结论将多数人的选择推广为全体的选择，犯了以偏概全的错误。","grade-pass-sample"
"bnu-junior-ds-v1-s1-237","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","fill-in","Core","为了解七年级学生每天完成家庭作业所需的时间，某校七年级数学兴趣小组设计了如下调查方案：从七年级每个班随机抽取5名学生，记录他们一周内每天完成作业的时间（单位：分钟），然后计算每个学生一周的平均作业时间。\n\n（1）该调查方案中，调查的总体是什么？\n（2）该调查方案中，个体是什么？\n（3）该调查方案中，样本是什么？\n（4）该调查方案中，样本容量是多少？","","（1）总体：该校七年级全体学生每天完成家庭作业所需的时间；\n（2）个体：该校七年级每个学生每天完成家庭作业所需的时间；\n（3）样本：被抽取的学生的每天完成家庭作业所需的时间；\n（4）样本容量：抽取的学生人数乘以5（或抽取的学生人数×5）。","（1）总体：该校七年级全体学生每天完成家庭作业所需的时间；\n（2）个体：该校七年级每个学生每天完成家庭作业所需的时间；\n（3）样本：被抽取的学生的每天完成家庭作业所需的时间；\n（4）样本容量：抽取的学生人数乘以5（或抽取的学生人数×5）。","总体是所研究对象的全体，这里关注的是作业时间，所以是该校七年级全体学生每天完成作业的时间。个体是组成总体的每个对象，即每个学生每天完成作业的时间。样本是从总体中抽取的一部分个体，即被抽中学生的作业时间。样本容量是样本中个体的数目，每个班抽5名学生，若共有n个班，则样本容量为5n。","grade-pass-sample"
"bnu-junior-ds-v1-s1-246","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","fill-in","Foundation","为了解七年级学生对学校午餐的满意程度，某班计划开展一次调查。请你设计一个合适的调查问题，并说明你将如何收集数据。","","调查问题：你对学校午餐的满意程度如何？选项：非常满意、满意、一般、不满意、非常不满意。收集数据的方法：向全班同学发放问卷，让每位同学匿名选择自己的满意程度，然后回收问卷并统计各选项的人数。","调查问题：你对学校午餐的满意程度如何？选项：非常满意、满意、一般、不满意、非常不满意。收集数据的方法：向全班同学发放问卷，让每位同学匿名选择自己的满意程度，然后回收问卷并统计各选项的人数。 | 调查问题：你对学校午餐的满意程度如何？选项：非常满意、满意、一般、不满意、非常不满意。收集数据的方法：采用问卷调查，向全班同学发放问卷，匿名填写后回收，统计各选项频数。","调查问题需明确指向满意程度，选项应覆盖从非常满意到非常不满意的完整范围。收集数据的方法应具体说明调查对象、方式和步骤，如全班问卷、匿名填写、回收统计等，确保数据真实有效。","grade-pass-sample"
"bnu-junior-ds-v1-s1-255","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","fill-in","Core","计算：(-2a^2b)^3 ÷ (4ab^2) · (3a^3b)。","","-6a^8b^2","-6a^8b^2","先算积的乘方：(-2a^2b)^3 = -8a^6b^3。再从左到右计算：(-8a^6b^3) ÷ (4ab^2) = -2a^5b，然后乘以3a^3b得-6a^8b^2。","grade-pass-sample"
"bnu-junior-ds-v1-s1-257","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Core","计算：(-2a^3)^2 · (-3a^2)^3 ÷ (6a^5)^2。","","-2a^5","-2a^5","先算幂的乘方与积的乘方：(-2a^3)^2 = 4a^6，(-3a^2)^3 = -27a^6，(6a^5)^2 = 36a^10。原式 = 4a^6 · (-27a^6) ÷ 36a^10 = -108a^12 ÷ 36a^10 = -3a^2。","grade-pass-sample"
"bnu-junior-ds-v1-s1-260","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Foundation","计算：(-2a^2)^3 ÷ a^3 · 3a^4。","","-24a^7","-24a^7","先算积的乘方：(-2)^3·(a^2)^3 = -8a^6。再从左到右：(-8a^6)÷a^3 = -8a^3，乘3a^4得-24a^7。","grade-pass-sample"
"bnu-junior-ds-v1-s1-267","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","fill-in","Core","计算：(-2a^2)^3 ÷ (a^3)^2 · a^4，其中 a ≠ 0。","","-8a^4","-8a^4","先算幂的乘方：(-2a^2)^3 = -8a^6，(a^3)^2 = a^6。再算同底数幂除法：-8a^6 ÷ a^6 = -8。最后乘 a^4 得 -8a^4。","grade-pass-sample"
"bnu-junior-ds-v1-s1-268","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","multiple-choice","Foundation","计算 (2a²b)³ ÷ (－a³b²) 的结果是（ ）。","－8a³b | －8a³ | 8a³b | －8a⁶b","－8a³b","－8a³b","先算幂的乘方：(2a²b)³=8a⁶b³。再单项式除法：8a⁶b³÷(－a³b²)=－8a³b。","grade-pass-sample"
"bnu-junior-ds-v1-s1-272","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Foundation","计算：(-2x^2 y)^3 ÷ (4x^3 y^2) · 3xy。","","-6x^4 y^2","-6x^4 y^2","先算积的乘方：(-2)^3 (x^2)^3 y^3 = -8x^6 y^3。再除以4x^3 y^2得 -2x^3 y。最后乘3xy得 -6x^4 y^2。","grade-pass-sample"
"bnu-junior-ds-v1-s1-281","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Core","计算：\((-2a^2b)^3 \cdot \left(\frac{1}{2}ab^2\right)^2 \div (-a^3b^4)\)。","","2a^4b^3","2a^4b^3 | 2a^4 b^3","先算乘方：\((-2a^2b)^3 = -8a^6b^3\)，\(\left(\frac{1}{2}ab^2\right)^2 = \frac{1}{4}a^2b^4\)。相乘得 \(-2a^8b^7\)。再除以 \(-a^3b^4\)，系数 \(-2 \div (-1) = 2\)，同底数幂相除指数相减：\(a^{8-3}=a^5\)，\(b^{7-4}=b^3\)，结果为 \(2a^5b^3\)。","grade-pass-sample"
"bnu-junior-ds-v1-s1-284","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Foundation","先化简，再求值：\((x+2)(x-2) - (x-1)^2\)，其中 \(x = -\frac{1}{2}\)。","","-3","-3","原式 \(= x^2 - 4 - (x^2 - 2x + 1) = x^2 - 4 - x^2 + 2x - 1 = 2x - 5\)。代入 \(x = -\frac{1}{2}\)，得 \(2 \times (-\frac{1}{2}) - 5 = -1 - 5 = -6\)。","grade-pass-sample"
"bnu-junior-ds-v1-s1-287","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Core","已知长方形的面积为 \(6a^3b^2 + 4a^2b^3 - 2a^2b^2\)，一边长为 \(2ab\)，求其周长。（用含 \(a, b\) 的代数式表示）","","6a^2b + 4ab^2 + 2a^2b + 2ab^2 - 2ab","6a^2b + 4ab^2 + 2a^2b + 2ab^2 - 2ab | 8a^2b + 6ab^2 - 2ab","另一边长为 \((6a^3b^2 + 4a^2b^3 - 2a^2b^2) \div (2ab) = 3a^2b + 2ab^2 - ab\)。周长为 \(2 \times (2ab + 3a^2b + 2ab^2 - ab) = 2 \times (3a^2b + 2ab^2 + ab) = 6a^2b + 4ab^2 + 2ab\)。","grade-pass-sample"
"bnu-junior-ds-v1-s1-289","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","下列各式中，能用平方差公式计算的是（  ）\nA. \((x+2)(x+3)\)\nB. \((2x-1)(-2x-1)\)\nC. \((x-2y)(2y-x)\)\nD. \((x+1)(x-2)\)","A. \((x+2)(x+3)\) | B. \((2x-1)(-2x-1)\) | C. \((x-2y)(2y-x)\) | D. \((x+1)(x-2)\)","B. \((2x-1)(-2x-1)\)","B. \((2x-1)(-2x-1)\)","平方差公式要求一项相同、一项相反。B中\(-1\)相同，\(2x\)与\(-2x\)相反，可化为\((-1+2x)(-1-2x)=(-1)^2-(2x)^2\)。","grade-pass-sample"
"bnu-junior-ds-v1-s1-294","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","fill-in","Foundation","计算：(-2a^2)^3 ÷ (a^3)^2 · (-3a)。","","24a","24a | 24 a | 24*a","先算幂的乘方：(-2a^2)^3 = -8a^6，(a^3)^2 = a^6。再算除法：-8a^6 ÷ a^6 = -8。最后乘(-3a)：(-8)·(-3a)=24a。","grade-pass-sample"
"bnu-junior-ds-v1-s1-297","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","fill-in","Core","已知直线AB与CD相交于点O，射线OE在∠AOD内部，且∠COE=90°。若∠AOC=50°，求∠DOE的度数。","","40°","40° | 40度","由对顶角相等得∠BOD=∠AOC=50°。由平角定义得∠COE+∠EOD+∠DOB=180°，代入∠COE=90°，∠DOB=50°，解得∠DOE=40°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-298","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","multiple-choice","Foundation","已知直线 AB 与 CD 相交于点 O，射线 OE 在角 AOD 内部，且 OE 平分角 AOD。若角 COE 的度数为 150°，求角 AOC 的度数。","30° | 60° | 120° | 150°","60°","60°","设∠AOC=x，则∠AOD=180°-x。OE平分∠AOD，得∠DOE=(180°-x)/2。∠COE=∠COD+∠DOE=180°+(180°-x)/2=150°，解得x=60°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-300","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","fill-in","Foundation","已知直线 AB 与 CD 相交于点 O，射线 OE 在 ∠AOD 内部，且 ∠AOE = 50°。若 OE ⊥ CD，求 ∠BOD 的度数。","","40°","40° | 40","由 OE ⊥ CD 得 ∠EOD = 90°，又 ∠AOE = 50°，故 ∠AOD = ∠AOE + ∠EOD = 140°。因 AB 与 CD 相交，∠BOD 与 ∠AOD 互为邻补角，所以 ∠BOD = 180° - 140° = 40°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-301","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","multiple-choice","Core","已知直线 AB 与 CD 相交于点 O，OE 平分 ∠AOC。若 ∠AOE = 35°，则 ∠BOD 的度数是多少？","35° | 55° | 70° | 110°","70°","70°","由 OE 平分 ∠AOC 得 ∠AOC = 2×35° = 70°。∠BOD 与 ∠AOC 是对顶角，对顶角相等，所以 ∠BOD = 70°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-308","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","short-answer","Foundation","已知直线 a ∥ b，直线 c 与 a、b 相交，∠1 与 ∠2 是一对同旁内角。若 ∠1 = 2x°，∠2 = 3x°，求 x 的值。","","36","36","两直线平行，同旁内角互补，所以 2x + 3x = 180，5x = 180，x = 36。","grade-pass-sample"
"bnu-junior-ds-v1-s1-336","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","fill-in","Foundation","已知直线AB与CD相交于点O，射线OE在∠AOD内部，且∠AOE=35°，∠EOD=55°。若OF是∠BOC的平分线，求∠BOF的度数。","","55°","55° | 55","由对顶角相等得∠BOC=∠AOD=35°+55°=90°。OF平分∠BOC，故∠BOF=½×90°=45°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-339","S1","lower","bnu-junior-s1-lower-triangles","三角形","fill-in","Core","已知三条线段的长分别为 5 cm、8 cm 和 x cm。若这三条线段能组成一个三角形，且 x 为整数，则 x 的最大值与最小值的差是______。","","10","10","由三角形三边关系得 8-5<x<8+5，即 3<x<13。x 为整数，最小为 4，最大为 12，差为 12-4=8。","grade-pass-sample"
"bnu-junior-ds-v1-s1-354","S1","lower","bnu-junior-s1-lower-triangles","三角形","fill-in","Foundation","一个三角形的三个内角的度数之比为2:3:4，则这个三角形中最大的内角是多少度？","","80°","80° | 80","设三个内角分别为2k、3k、4k，由内角和2k+3k+4k=180°，得9k=180°，k=20°，最大角4k=80°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-360","S1","lower","bnu-junior-s1-lower-triangles","三角形","fill-in","Foundation","在△ABC中，∠A=50°，∠B=60°，则与∠C相邻的外角等于多少度？","","110°","110° | 110","∠C=180°-50°-60°=70°，外角=180°-70°=110°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-363","S1","lower","bnu-junior-s1-lower-triangles","三角形","fill-in","Core","三角形的两边长分别为 4 cm 和 9 cm，第三边长为整数，则第三边长可以是______ cm（写出一个即可）。","","6 cm","6 cm | 7 cm | 8 cm | 9 cm | 10 cm | 11 cm | 12 cm","设第三边为x，由三边关系得9−4<x<9+4，即5<x<13。整数x可取6,7,8,9,10,11,12。任写一个即可。","grade-pass-sample"
"bnu-junior-ds-v1-s1-364","S1","lower","bnu-junior-s1-lower-triangles","三角形","multiple-choice","Foundation","以下列各组线段为边，能组成三角形的是（ ）。","2 cm，3 cm，5 cm | 3 cm，4 cm，8 cm | 5 cm，6 cm，10 cm | 4 cm，4 cm，9 cm","5 cm，6 cm，10 cm","5 cm，6 cm，10 cm","三角形需满足任意两边之和大于第三边。A：2+3=5，不能；B：3+4<8，不能；C：5+6>10，且5+10>6，6+10>5，能；D：4+4<9，不能。故选C。","grade-pass-sample"
"bnu-junior-ds-v1-s1-365","S1","lower","bnu-junior-s1-lower-triangles","三角形","short-answer","Core","已知△ABC中，∠A的外角为120°，∠B=50°，求∠C的度数。","","70°","70° | 70度","∠A的外角等于与它不相邻的两个内角之和，即120°=∠B+∠C=50°+∠C，所以∠C=70°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-369","S1","lower","bnu-junior-s1-lower-triangles","三角形","fill-in","Core","若三角形的两边长分别为 6 cm 和 8 cm，且第三边长为偶数，则第三边长可以是______ cm。","","4 cm","4 cm | 6 cm | 8 cm | 10 cm | 12 cm","设第三边为x，则8−6<x<8+6，即2<x<14。偶数x可取4,6,8,10,12。任写一个即可。","grade-pass-sample"
"bnu-junior-ds-v1-s1-373","S1","lower","bnu-junior-s1-lower-triangles","三角形","multiple-choice","Core","下列长度的三条线段，能组成三角形的是（ ）","2 cm，3 cm，5 cm | 4 cm，5 cm，9 cm | 5 cm，7 cm，11 cm | 6 cm，8 cm，15 cm","5 cm，7 cm，11 cm","5 cm，7 cm，11 cm","三角形三边关系：任意两边之和大于第三边。A中2+3=5，不能；B中4+5=9，不能；C中5+7>11，能；D中6+8<15，不能。故选C。","grade-pass-sample"
"bnu-junior-ds-v1-s1-377","S1","lower","bnu-junior-s1-lower-triangles","三角形","short-answer","Core","已知△ABC≌△DEF，且A与D、B与E是对应顶点，AB=6 cm，BC=8 cm，∠B=60°。求DE的长和∠E的度数。","","DE=6 cm，∠E=60°","DE=6 cm，∠E=60° | DE=6cm，∠E=60°","由全等三角形对应边相等、对应角相等，得DE=AB=6 cm，∠E=∠B=60°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-379","S1","lower","bnu-junior-s1-lower-variable-relationships","变量之间的关系","multiple-choice","Core","根据下列表格中x与y的对应值，判断y与x之间的关系式可能是（ ）\nx: 1, 2, 3, 4\ny: 3, 5, 7, 9","y=2x+1 | y=3x-1 | y=x+2 | y=2x","y=2x+1","y=2x+1","当x=1时，y=3；代入y=2x+1得3，符合。其他选项均不能使所有对应值成立。","grade-pass-sample"
"bnu-junior-ds-v1-s1-398","S1","lower","bnu-junior-s1-lower-variable-relationships","变量之间的关系","short-answer","Foundation","某水果店销售苹果，售价为每千克 8 元。购买苹果的质量 x（千克）与总价 y（元）之间的关系可以用图象表示。\n（1）写出 y 与 x 之间的关系式；\n（2）若小丽买了 2.5 千克苹果，她需要付多少元？","","（1）y = 8x；（2）20","（1）y = 8x；（2）20 | （1）y=8x；（2）20 | y=8x；20","总价 = 单价 × 质量，故 y = 8x。当 x = 2.5 时，y = 8 × 2.5 = 20 元。","grade-pass-sample"
"bnu-junior-ds-v1-s1-401","S1","lower","bnu-junior-s1-lower-variable-relationships","变量之间的关系","short-answer","Core","一辆汽车从甲地匀速驶向乙地，行驶时间 t（小时）与剩余距离 s（千米）的部分数据记录如下表：\n\n| t（小时） | 0 | 1 | 2 | 3 |\n|----------|----|----|----|----|\n| s（千米） | 120 | 90 | 60 | 30 |\n\n请回答：\n（1）在这个问题中，自变量和因变量分别是什么？\n（2）写出 s 与 t 之间的关系式。\n（3）汽车行驶多少小时后到达乙地？","","（1）自变量是行驶时间 t，因变量是剩余距离 s。\n（2）s = 120 - 30t。\n（3）4 小时后到达乙地。","（1）自变量是行驶时间 t，因变量是剩余距离 s。\n（2）s = 120 - 30t。\n（3）4 小时后到达乙地。","（1）时间 t 主动变化，剩余距离 s 随之变化，故 t 为自变量，s 为因变量。\n（2）由表知每小时减少 30 km，初始 120 km，得 s = 120 - 30t。\n（3）令 s = 0，解 120 - 30t = 0，得 t = 4。","grade-pass-sample"
"bnu-junior-ds-v1-s1-403","S1","lower","bnu-junior-s1-lower-variable-relationships","变量之间的关系","multiple-choice","Core","小明记录了一根蜡烛点燃后的剩余长度 y（厘米）与燃烧时间 x（分钟）的数据，如下表：\n\n| x（分钟） | 0 | 5 | 10 | 15 |\n|-----------|----|----|----|----|\n| y（厘米） | 20 | 17 | 14 | 11 |\n\n根据表中数据，y 与 x 之间的关系式是（ ）\nA. y = 20 - 0.6x\nB. y = 20 - 3x\nC. y = 20 + 0.6x\nD. y = 20 - 0.3x","A. y = 20 - 0.6x | B. y = 20 - 3x | C. y = 20 + 0.6x | D. y = 20 - 0.3x","A. y = 20 - 0.6x","A. y = 20 - 0.6x","由表知，每 5 分钟减少 3 厘米，即每分钟减少 0.6 厘米。初始长度 20 厘米，故 y = 20 - 0.6x。验证：x=5 时 y=17，符合。","grade-pass-sample"
"bnu-junior-ds-v1-s1-412","S1","lower","bnu-junior-s1-lower-variable-relationships","变量之间的关系","multiple-choice","Foundation","一辆汽车在高速公路上匀速行驶，行驶时间 t（小时）与行驶路程 s（千米）之间的关系如下表所示：\n\n| 时间 t（小时） | 1 | 2 | 3 | 4 |\n|----------------|----|----|----|----|\n| 路程 s（千米） | 90 | 180 | 270 | 360 |\n\n根据表格，下列说法正确的是：","行驶时间 t 是自变量，行驶路程 s 是因变量 | 行驶路程 s 是自变量，行驶时间 t 是因变量 | 行驶时间 t 和行驶路程 s 都是自变量 | 行驶时间 t 和行驶路程 s 都是因变量","行驶时间 t 是自变量，行驶路程 s 是因变量","行驶时间 t 是自变量，行驶路程 s 是因变量","在匀速行驶中，路程 s 随着时间 t 的变化而变化，因此时间 t 是自变量，路程 s 是因变量。选项 A 正确，其余选项均混淆了自变量与因变量的关系。","grade-pass-sample"
"bnu-junior-ds-v1-s1-427","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","multiple-choice","Core","在平面直角坐标系中，点 A 的坐标是 (2, 5)，点 B 的坐标是 (2, -1)。点 A 与点 B 关于某条直线对称，这条直线是（ ）","x 轴 | y 轴 | 直线 y = 2 | 直线 x = 2","直线 y = 2","直线 y = 2","点 A(2,5) 与点 B(2,-1) 的横坐标相同，纵坐标的平均值为 (5+(-1))/2=2，所以对称轴是水平直线 y=2。","grade-pass-sample"
"bnu-junior-ds-v1-s1-429","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","fill-in","Core","在平面直角坐标系中，点A的坐标为(2,3)，点B的坐标为(4,3)。点C与点A关于直线l对称，且点C的坐标为(6,3)。求直线l的方程。","","x=4","x=4 | 直线x=4 | x=4的直线","点A(2,3)与点C(6,3)关于直线l对称，对称轴是线段AC的垂直平分线。AC中点为(4,3)，且AC水平，故垂直平分线为竖直直线x=4。","grade-pass-sample"
"bnu-junior-ds-v1-s1-431","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","short-answer","Core","在平面直角坐标系中，点 A 的坐标是 (2, 5)，点 B 的坐标是 (2, -1)。线段 AB 关于 x 轴反射后得到线段 A'B'，其中 A' 是 A 的对应点，B' 是 B 的对应点。请写出 A' 和 B' 的坐标，并判断线段 A'B' 的长度是否等于线段 AB 的长度，说明理由。","","A'(2, -5)，B'(2, 1)，长度相等，因为反射不改变线段的长度。","A'(2, -5)，B'(2, 1)，长度相等，因为反射不改变线段的长度。 | A'(2,-5)，B'(2,1)，长度相等，因为反射不改变线段的长度。 | A' (2, -5), B' (2, 1), 长度相等，因为反射不改变线段的长度。","点关于x轴反射，横坐标不变，纵坐标变号。A(2,5)→A'(2,-5)，B(2,-1)→B'(2,1)。AB长度=|5-(-1)|=6，A'B'长度=|-5-1|=6，相等。反射是保距变换，对应线段长度不变。","grade-pass-sample"
"bnu-junior-ds-v1-s1-443","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","short-answer","Core","在平面直角坐标系中，点A的坐标是(2, 5)，点B的坐标是(6, -1)。线段AB的垂直平分线与x轴交于点P。求点P的坐标。","","(4, 0)","(4, 0) | 4,0 | (4,0)","先求AB中点坐标：((2+6)/2, (5+(-1))/2) = (4, 2)。再求AB斜率：(-1-5)/(6-2) = -6/4 = -3/2，垂直平分线斜率为2/3。设垂直平分线方程：y - 2 = (2/3)(x - 4)。令y=0得：-2 = (2/3)(x - 4)，解得x=4。所以P(4,0)。","grade-pass-sample"
"bnu-junior-ds-v1-s1-453","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","multiple-choice","Core","在平面直角坐标系中，点A的坐标为(2, 5)，点B的坐标为(2, -1)。线段AB关于x轴对称得到线段A'B'，其中点A的对称点为A'，点B的对称点为B'。求线段A'B'的长度。","4 | 5 | 6 | 7","6","6","点A(2,5)关于x轴对称得A'(2,-5)；点B(2,-1)关于x轴对称得B'(2,1)。A'B'为竖直线段，长度=1-(-5)=6。","grade-pass-sample"
"bnu-junior-ds-v1-s1-455","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","multiple-choice","Core","在平面直角坐标系中，点A的坐标是(2, 3)，点B的坐标是(2, -1)。点C是线段AB的垂直平分线上的一个点，且点C的横坐标是4。求点C的纵坐标。","1 | 2 | 3 | 4","1","1","线段AB的端点A(2,3)和B(2,-1)的横坐标相同，故AB为竖直线段，其中点为(2,1)。垂直平分线为水平线y=1。点C在垂直平分线上且横坐标为4，因此纵坐标为1。","grade-pass-sample"
"bnu-junior-ds-v1-s1-458","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","short-answer","Core","在平面直角坐标系中，点A的坐标为(2,3)，点B的坐标为(4,1)。直线l是线段AB的垂直平分线。点P是点A关于直线l的对称点。求点P的坐标。","","(4, -1)","(4, -1) | (4,-1)","先求AB中点M(3,2)。AB斜率为(1-3)/(4-2)=-1，故垂直平分线l斜率为1。l过M，方程为y-2=1(x-3)，即y=x-1。设P(a,b)，则AP中点在l上且AP⊥l。由对称得P(4,-1)。","grade-pass-sample"
"bnu-junior-ds-v1-s1-461","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","multiple-choice","Core","一个不透明的袋子里装有3个红球、2个白球和1个蓝球，这些球除颜色外完全相同。从袋子中随机摸出一个球，摸到红球的概率是多少？","1/2 | 1/3 | 3/5 | 2/3","1/2","1/2 | 0.5 | 50%","总球数=3+2+1=6，红球有3个，所以摸到红球的概率=3/6=1/2。","grade-pass-sample"
"bnu-junior-ds-v1-s1-466","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","short-answer","Core","掷一枚质地均匀的骰子一次，观察朝上一面的点数。求点数大于4的概率，用分数表示。","","1/3","1/3 | 2/6 | 约0.333","总结果数=6，点数大于4的有5、6共2个，所以概率=2/6=1/3。","grade-pass-sample"
"bnu-junior-ds-v1-s1-468","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","short-answer","Core","一个转盘被等分成10个扇形，分别标有数字1到10。转动转盘一次，指针指向3的倍数的概率是多少？请用分数表示。","","3/10","3/10 | 0.3 | 30%","总结果数=10，3的倍数有3、6、9共3个，所以概率=3/10。","grade-pass-sample"
"bnu-junior-ds-v1-s1-473","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","multiple-choice","Core","掷一枚质地均匀的正方体骰子，六个面分别刻有1到6的点数。掷出点数大于4的概率是多少？","1/6 | 1/3 | 1/2 | 2/3","1/3","1/3","点数大于4的有5和6，共2种等可能结果，总结果数为6，所以概率为2/6=1/3。","grade-pass-sample"
"bnu-junior-ds-v1-s1-479","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","multiple-choice","Core","掷两枚质地均匀的硬币，同时出现两个正面的概率是多少？","1/2 | 1/3 | 1/4 | 3/4","1/4","1/4","掷两枚硬币的所有等可能结果为：正正、正反、反正、反反，共4种。两个正面只有1种，所以概率为1/4。","grade-pass-sample"
"bnu-junior-ds-v1-s1-495","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","multiple-choice","Core","一个不透明的盒子里有5个黑球和3个白球，除颜色外完全相同。从中随机摸出一个球，摸到黑球的概率是多少？","3/8 | 5/8 | 3/5 | 5/3","5/8","5/8","总球数为8，黑球有5个，所以摸到黑球的概率为5/8。","grade-pass-sample"
"bnu-junior-ds-v1-s1-496","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","short-answer","Core","一个不透明的袋子里装有4个红球和6个蓝球，除颜色外其他完全相同。从中随机摸出一个球，记录颜色后不放回，再摸出一个球。求第一次摸到红球且第二次摸到蓝球的概率。","","4/15","4/15","第一次摸红概率4/10=2/5，此时剩3红6蓝，第二次摸蓝概率6/9=2/3，所以概率为(2/5)×(2/3)=4/15。","grade-pass-sample"
"bnu-junior-ds-v1-s1-498","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","short-answer","Core","一个不透明的袋子里有2个红球、3个黄球和5个绿球，除颜色外完全相同。从中随机摸出一个球，求摸到黄球的概率。","","3/10","3/10 | 30% | 0.3","总球数为10，黄球有3个，所以概率为3/10。","grade-pass-sample"
"bnu-junior-ds-v1-s2-002","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","short-answer","Exam","一个三角形的三边长分别为7、24、25，判断这个三角形是否为直角三角形，并说明理由。","","是直角三角形，因为7²+24²=49+576=625=25²，满足勾股定理的逆定理。","是直角三角形，因为7²+24²=49+576=625=25²，满足勾股定理的逆定理。","计算两小边的平方和：7²+24²=49+576=625，最长边25²=625，相等，故为直角三角形。","grade-pass-sample"
"bnu-junior-ds-v1-s2-005","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","short-answer","Core","小明从家出发向东走3km，再向北走4km到达学校，求小明家到学校的直线距离。","","5km","5km | 5","东西与南北方向垂直，构成直角三角形，两直角边为3km和4km，斜边=√(3²+4²)=5km。","grade-pass-sample"
"bnu-junior-ds-v1-s2-006","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","fill-in","Exam","若三角形的三边长分别为a=5，b=12，c=13，且满足a²+b²=c²，则这个三角形是______三角形。","","直角","直角","因为5²+12²=25+144=169=13²，根据勾股定理的逆定理，该三角形是直角三角形。","grade-pass-sample"
