id,grade,semester,type,difficulty,topicId,unitTitle,status,severity,solvable,answerMatches,issueTags,qaOutputConcernTags,correctedAnswer,confidence,rationale,answer,acceptedAnswers,promptZhHans
bnu-junior-ds-v1-s2-013,S2,upper,multiple-choice,Core,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,三角形ABC是直角三角形，且∠B是直角,high,三边满足5²+12²=13²，最长边AC为斜边，直角应为∠B，而非∠C。选项A正确，答案与解释均错误。,三角形ABC是直角三角形，且∠C是直角,三角形ABC是直角三角形，且∠C是直角,已知三角形ABC的三边长分别为AB=5 cm，BC=12 cm，AC=13 cm。下列说法正确的是：
bnu-junior-ds-v1-s2-019,S2,upper,multiple-choice,Foundation,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,fail,blocker,true,false,ambiguous_mc|bad_options,rationale_status_tension|answer_match_tension,,medium,题目要求判断三角形ABD的形状，但选项A“直角三角形，因为AB²+BD²=AD²”需要先计算AD，而AD未知，无法直接判断；且选项B、C、D均不正确，但A的推理不完整，且题目未给出AD长度，学生无法直接验证。实际上，由已知可算得AD=√45，AB²+BD²=45=AD²，故A正确，但选项表述为“因为AB²+BD²=AD²”未提供AD值，导致选项不严谨，且其他选项错误，但A是唯一可能正确的，但严格来说，选项A的因果关系不成立，因为AD未知。因此，该题选项设计有缺陷，答案匹配但选项不严谨。,直角三角形，因为AB²+BD²=AD²,直角三角形，因为AB²+BD²=AD²,已知三角形ABC的三边长分别为AB=6，BC=8，AC=10。点D在边BC上，且BD=3。连接AD。判断三角形ABD的形状，并说明理由。
bnu-junior-ds-v1-s2-020,S2,upper,short-answer,Challenge,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,fail,blocker,false,false,missing_condition|answer_mismatch|explanation_mismatch,solvability_tension,,high,题目中D在AC上，AD=4，但解释中却用BD²=AB²+AD²，这要求∠BAD=90°，但∠BAD并非直角，因为△ABC中∠B=90°，A点处不是直角。实际上，在Rt△ABC中，∠B=90°，AB=5，BC=12，AC=13，D在AC上，AD=4，则CD=9。要求BD，需用余弦定理或相似，不能直接用勾股定理。解释错误，答案错误，题目不可解（缺少条件或方法不当）。,三角形 ABD 是直角三角形，因为 AB² + AD² = BD²，满足勾股定理的逆定理。,三角形 ABD 是直角三角形，因为 AB² + AD² = BD²，满足勾股定理的逆定理。|是直角三角形，因为 AB² + AD² = BD²|直角三角形，勾股定理逆定理,已知三角形 ABC 的三边长分别为 AB = 5 cm，BC = 12 cm，AC = 13 cm。点 D 在边 AC 上，且 AD = 4 cm。连接 BD。判断三角形 ABD 是否为直角三角形，并说明理由。
bnu-junior-ds-v1-s2-031,S2,upper,multiple-choice,Foundation,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,fail,blocker,true,false,answer_mismatch|explanation_mismatch|ambiguous_mc,,三角形ABC是直角三角形，∠B是直角,high,解释中正确指出∠B是直角，但答案却写“∠C是直角”，选项C对应∠A是直角，选项B对应∠C是直角，选项A对应∠B是直角。正确答案应为选项A，答案与解释矛盾，且选项设置导致答案不唯一。,三角形ABC是直角三角形，∠C是直角,三角形ABC是直角三角形，∠C是直角,已知三角形ABC的三边长分别为AB=5，BC=12，AC=13。下列说法正确的是：
bnu-junior-ds-v1-s2-066,S2,upper,fill-in,Exam,bnu-junior-s2-upper-real-numbers,实数,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,³√49,high,由平方根互为相反数解得a=-2，平方根为-7和7，x=49，其立方根为³√49，不是4。答案错误。,4,4|四,已知一个正数 x 的两个平方根分别是 2a-3 与 5-a。求 x 的立方根。
bnu-junior-ds-v1-s2-069,S2,upper,fill-in,Core,bnu-junior-s2-upper-real-numbers,实数,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,49/9,high,由平方根互为相反数解得a=4/3，平方根为±7/3，正数为49/9，不是9。答案错误。,9,9,已知一个正数的平方根是 2a-5 与 a+1，求这个正数的值。
bnu-junior-ds-v1-s2-132,S2,upper,fill-in,Challenge,bnu-junior-s2-upper-linear-functions,一次函数,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,1/6,high,"由两点求得一次函数为y=3x-1，与x轴交点A(1/3,0)，与y轴交点B(0,-1)，三角形AOB面积为1/2×|1/3|×|-1|=1/6，但答案为1，解释中也提到面积为1/6，答案与解释矛盾，且答案错误。",1,1|1平方单位,已知一次函数y=kx+b，当x=2时y=5，当x=-1时y=-4。若该函数图象与x轴交于点A，与y轴交于点B，则三角形AOB的面积为______（其中O为坐标原点）。
bnu-junior-ds-v1-s2-136,S2,upper,multiple-choice,Challenge,bnu-junior-s2-upper-linear-functions,一次函数,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,4,high,由两点求得k=2，b=2，k+b=4，但答案为6，解释中也算出k+b=4，答案与解释矛盾，且答案错误。,6,6,"已知一次函数y=kx+b的图象经过点(1,4)和(-2,-2)，则k+b的值为（　）"
bnu-junior-ds-v1-s2-156,S2,upper,fill-in,Challenge,bnu-junior-s2-upper-linear-functions,一次函数,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,-2,high,"题目可解，但答案错误。解析中正确计算出k=-2, b=0，k+b=-2，但答案误写为2。",2,2,已知一次函数y = kx + b，当x = -1时，y = 2；当x = 3时，y = -6。则k + b = ______。
bnu-junior-ds-v1-s2-157,S2,upper,multiple-choice,Core,bnu-junior-s2-upper-linear-systems,二元一次方程组,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,3,high,"题目可解，但答案错误。解析中正确计算出x=1, y=2，x+y=3，但答案误写为2。",2,2,"解方程组：\n2x + 3y = 8\n3x - 2y = -1\n则x + y的值为（ ）"
bnu-junior-ds-v1-s2-159,S2,upper,fill-in,Foundation,bnu-junior-s2-upper-linear-systems,二元一次方程组,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,-1,high,"题目可解，但答案错误。解析中正确计算出a=1, b=2，a-b=-1，但答案误写为0。",0,0,"已知二元一次方程组\nx + 2y = 5\n3x - y = 1\n的解为x = a，y = b，则a - b = ______。"
bnu-junior-ds-v1-s2-160,S2,upper,multiple-choice,Challenge,bnu-junior-s2-upper-linear-systems,二元一次方程组,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,a > 3,high,题目可解，但答案错误。解析中正确推导出a>3，但答案误写为a<-6。,a < -6,a < -6,"已知关于x、y的方程组\nx + y = 3\nx - 2y = a\n的解满足x > 0，y < 0，则a的取值范围是（ ）"
bnu-junior-ds-v1-s2-183,S2,upper,fill-in,Exam,bnu-junior-s2-upper-linear-systems,二元一次方程组,fail,blocker,false,false,missing_condition|answer_mismatch|explanation_mismatch,,,high,"题目条件矛盾：已知每辆A型客车可坐45人，B型客车可坐30人，但后续条件要求求解座位数，且方程组3x+2y=195与2x+4y=210的解为x=45, y=30，与已知信息一致，但题目本身已给出座位数，导致条件冗余且问题不明确，无法构成有效求解。",A型客车每辆45人，B型客车每辆30人,"A型客车每辆45人，B型客车每辆30人|A型客车45人，B型客车30人|45,30|45人，30人",某校组织八年级学生去科技馆参观，计划租用A、B两种型号的客车。已知每辆A型客车可坐45人，每辆B型客车可坐30人。若租用3辆A型客车和2辆B型客车，总座位数为195个；若租用2辆A型客车和4辆B型客车，总座位数比前一种方案多15个。求每辆A型客车和每辆B型客车的座位数。
bnu-junior-ds-v1-s2-186,S2,upper,fill-in,Exam,bnu-junior-s2-upper-linear-systems,二元一次方程组,fail,blocker,false,false,missing_condition|answer_mismatch,,,high,题目已明确给出每辆A型客车可载45人、B型客车可载30人，却要求求解实际载客量，条件与问题矛盾，无法求解。,A型客车载客量45人，B型客车载客量30人,A型客车载客量45人，B型客车载客量30人|A型客车45人，B型客车30人|45人和30人,某校组织八年级学生去博物馆参观，计划租用A、B两种型号的客车。已知每辆A型客车可载45人，每辆B型客车可载30人。若租用3辆A型客车和2辆B型客车，则总载客量为210人，恰好坐满；若租用2辆A型客车和4辆B型客车，则总载客量为240人，也恰好坐满。求每辆A型客车和每辆B型客车的实际载客量分别是多少人？
bnu-junior-ds-v1-s2-188,S2,upper,short-answer,Core,bnu-junior-s2-upper-linear-systems,二元一次方程组,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,,high,解为分数，但笔记本数量应为整数，不符合实际意义，答案与解释虽一致但题目本身存在逻辑缺陷。,"x = 20/3, y = 25/3","x = 20/3, y = 25/3|x=20/3, y=25/3|x=20/3,y=25/3|x = 20/3 y = 25/3",某文具店出售两种笔记本，A型笔记本每本售价5元，B型笔记本每本售价8元。小丽用100元恰好买了这两种笔记本共15本。设她买了x本A型笔记本，y本B型笔记本。请列出关于x、y的二元一次方程组，并求出x和y的值。
bnu-junior-ds-v1-s2-192,S2,upper,fill-in,Exam,bnu-junior-s2-upper-linear-systems,二元一次方程组,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,3,high,答案应为3，但给出的答案是7，解释中计算过程得出a=3，答案与解释矛盾。,7,7,已知关于x、y的方程组：3x-2y=5，4x+ay=1的解满足x+y=0，则a的值为______。
bnu-junior-ds-v1-s2-235,S2,upper,multiple-choice,Foundation,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch|ambiguous_mc,,①,high,条件①中∠EGB=60°与∠GHD=120°是同旁内角，互补可判定平行；条件③中∠BGH与∠DHF是同位角，相等可判定平行。题目要求选一个条件，但①和③均正确，答案③不唯一，且解释中错误否定①，导致答案与解释矛盾。,③,③,已知直线AB与直线CD被直线EF所截，交点分别为G和H。给出以下四个条件：① ∠EGB = 60°，∠GHD = 120°；② ∠AGH = 70°，∠GHC = 110°；③ ∠BGH = 80°，∠DHF = 80°；④ ∠AGE = 50°，∠CHF = 130°。其中能判定AB∥CD的条件是哪一个？
bnu-junior-ds-v1-s2-236,S2,upper,short-answer,Core,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,AB与CD不平行。因为∠AGE与∠CHF是同位角，但∠AGE=70°，∠CHF=110°，不相等也不互补，故不能判定平行。,high,∠AGE与∠CHF是同位角，同位角相等才平行，70°≠110°，且同位角互补不是判定定理，答案错误。,AB与CD平行。因为∠AGE与∠CHF是同位角，且∠AGE = 70°，∠CHF = 110°，∠AGE + ∠CHF = 180°，所以同位角互补，故AB∥CD。,AB与CD平行。因为∠AGE与∠CHF是同位角，且∠AGE = 70°，∠CHF = 110°，∠AGE + ∠CHF = 180°，所以同位角互补，故AB∥CD。|AB∥CD。因为同位角互补，两直线平行。|平行。同位角互补，所以平行。,已知直线AB与CD被直线EF所截，交点分别为G和H。若∠AGE = 70°，∠CHF = 110°，判断AB与CD是否平行，并写出推理依据。
bnu-junior-ds-v1-s2-237,S2,upper,fill-in,Exam,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,"①,③,④",high,条件④中∠AGE=50°，∠CHG=130°，是同旁内角互补，可判定平行，答案遗漏④。,"①,③","①,③|③,①|①③|③①","已知直线AB与直线CD被直线EF所截，交点分别为G和H。给出以下四个条件：①∠EGB = 60°，∠GHD = 60°；②∠AGH = 110°，∠CHF = 70°；③∠BGH = 80°，∠DHF = 100°；④∠AGE = 50°，∠CHG = 130°。其中能判定AB∥CD的条件序号是______。（填写所有正确条件的序号，用逗号分隔，如：①,②）"
bnu-junior-ds-v1-s2-238,S2,upper,multiple-choice,Foundation,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,2个,high,条件③中∠EGB=50°，∠CHF=130°，∠CHF与∠GHD是对顶角，得∠GHD=130°，与∠EGB不相等，不能判定平行。故只有①②正确，共2个。,3个,3个,已知直线AB与CD被直线EF所截，交点分别为G和H。给出下列四个条件：①∠EGB=50°，∠GHD=50°；②∠AGH=130°，∠GHD=50°；③∠EGB=50°，∠CHF=130°；④∠AGE=130°，∠CHF=130°。其中能判定AB∥CD的条件有（ ）
bnu-junior-ds-v1-s2-239,S2,upper,short-answer,Core,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,①能，同旁内角互补，两直线平行；②能，同位角相等，两直线平行；③能，内错角相等，两直线平行；④能，同旁内角互补，两直线平行。,high,条件④中∠BGH=80°，∠CHF=100°，∠CHF与∠DHG是对顶角，得∠DHG=100°，与∠BGH是同旁内角，互补，可判定平行。答案错误否定④。,①能，同旁内角互补，两直线平行；②能，同位角相等，两直线平行；③能，内错角相等，两直线平行；④不能，同旁内角不互补。,①能，同旁内角互补，两直线平行；②能，同位角相等，两直线平行；③能，内错角相等，两直线平行；④不能，同旁内角不互补。|①能，同旁内角互补；②能，同位角相等；③能，内错角相等；④不能，同旁内角不互补。|①能，根据同旁内角互补，两直线平行；②能，根据同位角相等，两直线平行；③能，根据内错角相等，两直线平行；④不能，因为同旁内角不互补。,"已知直线 AB 与直线 CD 被直线 EF 所截，交点分别为 G 和 H。给出以下条件：\n① ∠AGE = 60°，∠CHG = 120°；\n② ∠BGE = 70°，∠DHF = 70°；\n③ ∠AGH = 50°，∠GHD = 50°；\n④ ∠BGH = 80°，∠CHF = 100°。\n请分别判断每种条件是否能推出 AB ∥ CD，并说明理由（只需写出“能”或“不能”，并简要说明依据的定理或性质）。"
bnu-junior-ds-v1-s2-240,S2,upper,fill-in,Exam,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,②③④,high,条件④中∠BGH=80°，∠CHG=100°，是同旁内角互补，可判定平行，答案遗漏④。,②③,②③|②和③|②、③|③②|③和②|③、②,已知直线AB与直线CD被直线EF所截，交点分别为G和H。给出以下条件：①∠AGE=60°，∠CHG=120°；②∠BGE=70°，∠DHF=70°；③∠AGH=110°，∠CHF=70°；④∠BGH=80°，∠CHG=100°。其中能判定AB∥CD的条件序号是______。
bnu-junior-ds-v1-s2-242,S2,upper,short-answer,Core,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,选择条件①和②或③和④。证明：若选①和②，∠AGE=60°，∠CHF=120°，∠AGE与∠CHF是同旁内角，互补，故AB∥CD；若选③和④，∠BGE=120°，∠DHF=60°，∠BGE与∠DHF是同旁内角，互补，故AB∥CD。,high,条件③和④组合也可判定平行，答案仅给出一种组合，未覆盖所有可能，且解释中称其他组合无法推出平行，不准确。,选择条件①和②。证明：∵∠AGE=60°，∠CHF=120°，∴∠AGE+∠CHF=180°。又∵∠AGE与∠CHF是同旁内角，且同旁内角互补，两直线平行，∴AB∥CD。,选择条件①和②。证明：∵∠AGE=60°，∠CHF=120°，∴∠AGE+∠CHF=180°。又∵∠AGE与∠CHF是同旁内角，且同旁内角互补，两直线平行，∴AB∥CD。|选择条件①和②。证明：因为∠AGE=60°，∠CHF=120°，所以∠AGE+∠CHF=180°。而∠AGE与∠CHF是同旁内角，根据同旁内角互补，两直线平行，所以AB∥CD。,已知直线AB与直线CD被直线EF所截，交点分别为G、H。给出以下条件：①∠AGE=60°，②∠CHF=120°，③∠BGE=120°，④∠DHF=60°。若要证明AB∥CD，需要选择哪两个条件组合？并写出证明过程。
bnu-junior-ds-v1-s2-243,S2,upper,fill-in,Exam,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,3,high,条件③中∠BGH=110°，∠DHF=110°，∠DHF与∠CHG是对顶角，得∠CHG=110°，与∠BGH是内错角，相等，可判定平行。故①②③正确，共3个。,2,2|两个|二,已知直线AB与直线CD被直线EF所截，交点分别为G和H。给出以下四个条件：①∠EGB=60°，∠GHD=120°；②∠AGH=70°，∠CHF=70°；③∠BGH=110°，∠DHF=110°；④∠AGE=50°，∠CHG=130°。其中能判定AB∥CD的条件有（ ）个。
bnu-junior-ds-v1-s2-244,S2,upper,multiple-choice,Foundation,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,3个,high,条件③中∠BGH=80°，∠DHF=100°，∠DHF与∠CHG是对顶角，得∠CHG=100°，与∠BGH是同旁内角，互补，可判定平行。故①③④正确，共3个。,2个,2个,已知直线AB与CD被直线EF所截，交点分别为G和H。给出下列条件：①∠EGB = 60°，∠GHD = 120°；②∠AGE = 110°，∠CHG = 70°；③∠BGH = 80°，∠DHF = 100°；④∠AGH = 90°，∠GHC = 90°。其中能判定AB∥CD的条件共有几个？
bnu-junior-ds-v1-s2-247,S2,upper,multiple-choice,Foundation,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,2个,high,解释中判定①②④正确，但③错误，应为2个，答案却为3个，与解释矛盾。,3个,3个,已知：直线AB与直线CD被直线EF所截，交点分别为G、H。给出以下四个条件：①∠EGB = 60°，∠GHD = 60°；②∠AGH = 120°，∠GHD = 60°；③∠BGH = 120°，∠GHC = 120°；④∠AGH = 60°，∠CHF = 120°。其中能判定AB∥CD的条件有几个？
bnu-junior-ds-v1-s2-248,S2,upper,short-answer,Core,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,①②④,high,解释中条件①同旁内角互补可判定平行，条件④同旁内角互补也可判定，但答案仅②③，与解释矛盾。,②和③,②和③|②③|③和②|③②,已知直线AB与直线CD被直线EF所截，交点分别为G和H。给出以下四个条件：①∠AGE=60°，∠CHG=120°；②∠BGE=70°，∠DHF=70°；③∠AGH=110°，∠CHF=70°；④∠BGH=80°，∠CHG=100°。其中能够判定AB∥CD的条件有哪些？请写出所有满足条件的序号，并简要说明理由。
bnu-junior-ds-v1-s2-250,S2,upper,multiple-choice,Foundation,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,2个,high,解释中条件③通过等量代换可判定平行，但条件④不能，故应为2个，答案3个错误。,3个,3个,已知直线AB与直线CD被直线EF所截，交点分别为G和H。给出以下四个条件：①∠EGB=60°，∠GHD=60°；②∠AGH=120°，∠GHD=60°；③∠EGB=60°，∠CHF=120°；④∠AGH=120°，∠CHF=120°。其中能判定AB∥CD的条件有几个？
bnu-junior-ds-v1-s2-252,S2,upper,fill-in,Exam,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,①②③,high,解释中条件①同旁内角互补可判定平行，但答案仅②③，遗漏①。,②③,②③|③②,"已知直线AB与直线CD被直线EF所截，交点分别为G和H。给出以下四个条件：\n① ∠AGE = 60°，∠CHG = 120°；\n② ∠BGE = 70°，∠DHF = 70°；\n③ ∠AGH = 50°，∠GHD = 50°；\n④ ∠BGH = 110°，∠CHF = 70°。\n其中能判定AB∥CD的条件是______。（填序号）"
bnu-junior-ds-v1-s2-256,S2,upper,multiple-choice,Foundation,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch|ambiguous_mc,,①,high,解释中条件①同位角相等可判定平行，但答案选②，且条件②同旁内角互补也可判定，导致多解，选项不唯一。,②,②,已知直线AB与直线CD被直线EF所截，交点分别为G和H。给出以下四个条件：①∠EGB = 50°，∠GHD = 50°；②∠AGH = 130°，∠GHD = 50°；③∠BGH = 130°，∠CHF = 130°；④∠AGH = 50°，∠CHF = 130°。其中能判定AB∥CD的条件是哪一个？
bnu-junior-ds-v1-s2-263,S2,upper,short-answer,Core,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,①,high,条件③中∠BGH与∠DHF是同旁内角，70°+110°=180°互补，可判定平行，解释错误称不互补；条件④中∠AGE与∠CHG是内错角，50°≠130°不相等，不能判定。因此能判定的有①和③，答案应为①③，但答案只给出①，与正确结论不符。,①,①|条件①,"已知：直线AB与直线CD被直线EF所截，交点分别为G和H。给出以下四个条件：\n① ∠EGB = 60°，∠GHD = 60°；\n② ∠AGH = 110°，∠CHF = 110°；\n③ ∠BGH = 70°，∠DHF = 110°；\n④ ∠AGE = 50°，∠CHG = 130°。\n其中能够判定AB∥CD的条件是哪一个？请写出序号，并说明理由。"
bnu-junior-ds-v1-s2-264,S2,upper,fill-in,Exam,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fail,major,true,false,answer_mismatch|explanation_mismatch,,②④,medium,条件①中∠AGE与∠CHG是同位角，65°+115°=180°互补不能判定平行，解释正确；条件②同位角相等可判定；条件③内错角不相等不能；条件④同旁内角互补可判定。故②④正确，答案②④匹配，但解释中①的判定理由错误（互补不能判定平行），但答案本身正确，然而解释存在错误，可能导致混淆。,②④,"②④|④②|②,④|④,②","已知：直线AB与直线CD被直线EF所截，交点分别为G和H。给出以下四个条件：\n① ∠AGE = 65°，∠CHG = 115°\n② ∠BGE = 70°，∠DHF = 70°\n③ ∠AGH = 110°，∠CHF = 70°\n④ ∠BGH = 120°，∠DHG = 60°\n其中，能判定AB∥CD的条件是______。（填写所有正确条件的序号）"
bnu-junior-ds-v1-s2-273,S2,lower,fill-in,Exam,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,110°,high,题目可解，但答案应为110°，而提供的答案是110°，但解释中计算得出∠ADB=90°，∠ADC=90°，与答案矛盾。正确计算：∠B=∠C=70°，∠BAD=20°，∠ADB=180°-70°-20°=90°，∠ADC=180°-90°=90°，但答案写110°，解释也错误。实际∠ADC=110°？重新计算：∠B=∠C=70°，∠BAD=20°，在△ABD中，∠ADB=180°-70°-20°=90°，所以∠ADC=180°-90°=90°。但答案给出110°，解释也得出90°，自相矛盾。正确应为90°，但题目要求∠ADC，根据等腰三角形性质，AD是角平分线，也是高和中线？AB=AC，AD平分∠BAC，则AD⊥BC，所以∠ADB=90°，∠ADC=90°。因此答案应为90°，但提供的答案是110°，解释也错误。,110°,110°|110,在 △ABC 中，AB = AC，∠A = 40°，点 D 在 BC 上，且 AD 平分 ∠BAC。则 ∠ADC 的度数为______。
bnu-junior-ds-v1-s2-281,S2,lower,short-answer,Core,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,125°,high,题目可解，但答案与解析矛盾。解析正确得出∠ADC=125°，而答案误写为105°。,105°,105°|105度,在△ABC中，AB=AC，∠A=40°，点D在边BC上，且BD=BA。求∠ADC的度数。
bnu-junior-ds-v1-s2-285,S2,lower,fill-in,Exam,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,125°,high,题目与281题相同，但答案140°错误，解析中错误假设AD=BD，实际应为BD=AB，正确∠ADC=125°。,140°,140°|140,在△ABC中，AB=AC，∠A=40°，点D在边BC上，且BD=AB。求∠ADC的度数。
bnu-junior-ds-v1-s2-287,S2,lower,short-answer,Core,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,90°,high,题目可解，但答案110°错误，解析正确得出∠ADC=90°，答案与解析矛盾。,110°,110°|110度|110,在△ABC中，AB=AC，∠A=40°，点D在BC边上，且AD平分∠BAC。求∠ADC的度数。
bnu-junior-ds-v1-s2-291,S2,lower,fill-in,Exam,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,60°,high,题目条件∠A=40°，但解析错误使用∠A=100°，导致答案30°错误。正确计算得∠DAC=60°。,30°,30°|30度|30,在△ABC中，AB=AC，∠A=40°，点D在边BC上，且BD=AD。求∠DAC的度数。
bnu-junior-ds-v1-s2-294,S2,lower,fill-in,Exam,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,140°,high,题目可解，但答案110°错误。正确计算：∠BAD=∠CAD=20°，DE⊥AB，DF⊥AC，四边形AEDF中∠A=40°，∠AED=∠AFD=90°，故∠EDF=360°-40°-90°-90°=140°。解释中虽得出140°，但答案写为110°，矛盾。,110°,110°|110,在△ABC中，AB=AC，∠A=40°，点D在边BC上，且AD平分∠BAC。过点D作DE⊥AB于点E，作DF⊥AC于点F。求∠EDF的度数。
bnu-junior-ds-v1-s2-296,S2,lower,short-answer,Core,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,90°,high,题目可解，但答案110°错误。正确计算：∠B=∠C=70°，∠CAD=20°，在△ADC中∠ADC=180°-70°-20°=90°。解释中得出90°，但答案写为110°，矛盾。,110°,110°|110,在△ABC中，AB=AC，∠A=40°。点D在边BC上，且AD平分∠BAC。求∠ADC的度数。
bnu-junior-ds-v1-s2-297,S2,lower,fill-in,Exam,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,90°,high,题目可解，但答案110°错误。正确计算：∠C=40°，∠BAC=100°，∠CAD=50°，在△ADC中∠ADC=180°-40°-50°=90°。解释中得出90°，但答案写为110°，矛盾。,110°,110°|110,在三角形ABC中，AB=AC，点D在BC边上，且AD平分∠BAC。已知∠B=40°，求∠ADC的度数。
bnu-junior-ds-v1-s2-299,S2,lower,short-answer,Exam,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,∠BDE = 110°,high,题目可解，但答案∠BDE = 110°与解释矛盾。解释中∠BDE=∠BDA+∠ADE，∠BDA=180°-∠B-∠BAD=180°-70°-20°=90°，∠ADE=70°，故∠BDE=160°，但解释写为110°。正确计算：∠B=70°，∠BAD=20°，∠BDA=90°；DE垂直平分AC，则DA=DC，∠DAC=∠DCA=20°，∠ADC=140°，∠ADE=70°，所以∠BDE=90°+70°=160°。答案错误。,∠BDE = 110°,∠BDE = 110°|110°,在△ABC中，AB=AC，∠A=40°，点D在边BC上，且AD平分∠BAC。点E在边AC上，连接DE。若DE垂直平分AC，求∠BDE的度数。
bnu-junior-ds-v1-s2-300,S2,lower,fill-in,Core,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,90°,high,题目可解，但答案110°错误。正确计算：∠B=∠C=70°，∠CAD=20°，在△ADC中∠ADC=180°-70°-20°=90°。解释中得出90°，但答案写为110°，矛盾。,110°,110°|110度|110,在△ABC中，AB=AC，∠A=40°，点D在边BC上，且AD平分∠BAC。求∠ADC的度数。
bnu-junior-ds-v1-s2-301,S2,lower,multiple-choice,Exam,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,false,false,missing_condition|answer_mismatch,solvability_tension,,high,题目条件矛盾：AB=AC，∠A=40°，则∠B=∠C=70°。若BD=AD，则∠BAD=∠B=70°，但∠BAC=40°，∠BAD>∠BAC，点D不可能在边BC上。解释中承认矛盾并假设D在延长线上，但题目明确“点D在边BC上”，故不可解。,30°,30°,已知△ABC中，AB=AC，∠A=40°，点D在边BC上，且BD=AD。求∠DAC的度数。
bnu-junior-ds-v1-s2-303,S2,lower,fill-in,Exam,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,90°,high,题目可解，但答案115°错误。正确计算：∠C=50°，∠BAC=80°，∠CAD=40°，在△ADC中∠ADC=180°-50°-40°=90°。解释中得出90°，但答案写为115°，矛盾。,115°,115°|115|115度,在三角形ABC中，AB = AC，点D在边BC上，且AD平分∠BAC。已知∠B = 50°，求∠ADC的度数。
