"questionId","grade","volume","chapter","type","difficulty","solverRule","independentAnswer","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"hjb-high-ds-v3-s4-351","S4","必修 第二册","三角函数","short-answer","Core","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-352","S4","必修 第二册","三角函数","multiple-choice","Challenge","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-353","S4","必修 第二册","三角函数","fill-in","Foundation","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-354","S4","必修 第二册","三角函数","short-answer","Core","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-355","S4","必修 第二册","三角函数","multiple-choice","Challenge","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-356","S4","必修 第二册","三角函数","fill-in","Foundation","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-357","S4","必修 第二册","三角函数","short-answer","Core","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-358","S4","必修 第二册","三角函数","multiple-choice","Challenge","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-359","S4","必修 第二册","三角函数","fill-in","Foundation","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-360","S4","必修 第二册","三角函数","short-answer","Core","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-361","S4","必修 第二册","三角函数","multiple-choice","Challenge","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-362","S4","必修 第二册","三角函数","fill-in","Foundation","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-363","S4","必修 第二册","三角函数","short-answer","Core","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-364","S4","必修 第二册","三角函数","multiple-choice","Challenge","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-365","S4","必修 第二册","三角函数","fill-in","Foundation","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-366","S4","必修 第二册","三角函数","short-answer","Core","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-367","S4","必修 第二册","三角函数","multiple-choice","Challenge","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-368","S4","必修 第二册","三角函数","fill-in","Foundation","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-369","S4","必修 第二册","三角函数","short-answer","Core","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-370","S4","必修 第二册","三角函数","multiple-choice","Challenge","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-371","S4","必修 第二册","三角函数","fill-in","Foundation","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-372","S4","必修 第二册","三角函数","short-answer","Core","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-373","S4","必修 第二册","三角函数","multiple-choice","Challenge","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-374","S4","必修 第二册","三角函数","fill-in","Foundation","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-375","S4","必修 第二册","三角函数","short-answer","Core","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-376","S4","必修 第二册","三角函数","multiple-choice","Challenge","v3-trig-period","π","π","π","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-377","S4","必修 第二册","平面向量","fill-in","Foundation","v3-plane-vector-identity","108","108","108","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-378","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","120","120","120","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-379","S4","必修 第二册","平面向量","fill-in","Challenge","v3-plane-vector-identity","120","120","120","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-380","S4","必修 第二册","平面向量","multiple-choice","Foundation","v3-plane-vector-identity","96","96","96","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-381","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","100","100","100","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-382","S4","必修 第二册","平面向量","multiple-choice","Challenge","v3-plane-vector-identity","144","144","144","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-383","S4","必修 第二册","平面向量","fill-in","Foundation","v3-plane-vector-identity","108","108","108","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-384","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","62","62","62","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-385","S4","必修 第二册","平面向量","fill-in","Challenge","v3-plane-vector-identity","96","96","96","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-386","S4","必修 第二册","平面向量","multiple-choice","Foundation","v3-plane-vector-identity","106","106","106","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-387","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","122","122","122","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-388","S4","必修 第二册","平面向量","multiple-choice","Challenge","v3-plane-vector-identity","150","150","150","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-389","S4","必修 第二册","平面向量","fill-in","Foundation","v3-plane-vector-identity","214","214","214","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-390","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","108","108","108","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-391","S4","必修 第二册","平面向量","fill-in","Challenge","v3-plane-vector-identity","204","204","204","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-392","S4","必修 第二册","平面向量","multiple-choice","Foundation","v3-plane-vector-identity","134","134","134","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-393","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","92","92","92","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-394","S4","必修 第二册","平面向量","multiple-choice","Challenge","v3-plane-vector-identity","114","114","114","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-395","S4","必修 第二册","平面向量","fill-in","Foundation","v3-plane-vector-identity","154","154","154","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-396","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","80","80","80","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-397","S4","必修 第二册","平面向量","fill-in","Challenge","v3-plane-vector-identity","78","78","78","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-398","S4","必修 第二册","平面向量","multiple-choice","Foundation","v3-plane-vector-identity","94","94","94","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-399","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","108","108","108","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-400","S4","必修 第二册","平面向量","multiple-choice","Challenge","v3-plane-vector-identity","116","116","116","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-401","S4","必修 第二册","平面向量","fill-in","Foundation","v3-plane-vector-identity","124","124","124","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-402","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","90","90","90","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-403","S4","必修 第二册","平面向量","fill-in","Challenge","v3-plane-vector-identity","168","168","168","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-404","S4","必修 第二册","平面向量","multiple-choice","Foundation","v3-plane-vector-identity","102","102","102","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-405","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","42","42","42","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-406","S4","必修 第二册","平面向量","multiple-choice","Challenge","v3-plane-vector-identity","102","102","102","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-407","S4","必修 第二册","平面向量","fill-in","Foundation","v3-plane-vector-identity","76","76","76","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-408","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","218","218","218","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-409","S4","必修 第二册","平面向量","fill-in","Challenge","v3-plane-vector-identity","148","148","148","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-410","S4","必修 第二册","平面向量","multiple-choice","Foundation","v3-plane-vector-identity","48","48","48","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-411","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","160","160","160","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-412","S4","必修 第二册","平面向量","multiple-choice","Challenge","v3-plane-vector-identity","120","120","120","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-413","S4","必修 第二册","平面向量","fill-in","Foundation","v3-plane-vector-identity","160","160","160","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-414","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","120","120","120","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-415","S4","必修 第二册","平面向量","fill-in","Challenge","v3-plane-vector-identity","116","116","116","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-416","S4","必修 第二册","平面向量","multiple-choice","Foundation","v3-plane-vector-identity","144","144","144","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-417","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","64","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-418","S4","必修 第二册","平面向量","multiple-choice","Challenge","v3-plane-vector-identity","164","164","164","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-419","S4","必修 第二册","平面向量","fill-in","Foundation","v3-plane-vector-identity","116","116","116","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-420","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","76","76","76","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-421","S4","必修 第二册","平面向量","fill-in","Challenge","v3-plane-vector-identity","162","162","162","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-422","S4","必修 第二册","平面向量","multiple-choice","Foundation","v3-plane-vector-identity","202","202","202","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-423","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","80","80","80","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-424","S4","必修 第二册","平面向量","multiple-choice","Challenge","v3-plane-vector-identity","80","80","80","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-425","S4","必修 第二册","平面向量","fill-in","Foundation","v3-plane-vector-identity","60","60","60","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-426","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","178","178","178","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-427","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","36","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-428","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","162","162","162","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-429","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","106","106","106","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-430","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","98","98","98","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-431","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","156","156","156","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-432","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","152","152","152","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-433","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","204","204","204","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-434","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","38","38","38","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-435","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","120","120","120","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-436","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","102","102","102","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-437","S4","必修 第二册","平面向量","fill-in","Core","v3-plane-vector-identity","34","34","34","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-438","S4","必修 第二册","平面向量","multiple-choice","Core","v3-plane-vector-identity","106","106","106","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-439","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-440","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","30","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-441","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-442","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-443","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-444","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-445","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","32","32","32","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-446","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","10","10","10","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-447","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","10","10","10","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-448","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-449","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","22","22","22","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-450","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-451","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","30","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-452","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-453","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-454","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","26","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-455","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-456","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","26","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-457","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","26","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-458","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-459","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","22","22","22","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-460","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","10","10","10","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-461","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-462","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-463","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-464","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-465","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","26","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-466","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","28","28","28","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-467","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-468","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-469","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-470","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","32","32","32","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-471","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","26","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-472","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-473","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","32","32","32","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-474","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-475","S4","必修 第二册","复数","fill-in","Core","v3-complex-transform","10","10","10","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-476","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","30","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-477","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","10","10","10","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-478","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-479","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-480","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-481","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","26","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-482","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-483","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","10","10","10","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-484","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","26","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-485","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","32","32","32","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-486","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","32","32","32","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-487","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","30","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-488","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","30","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-489","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-490","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-491","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-492","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","30","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-493","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-494","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","34","34","34","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-495","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-496","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-497","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-498","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-499","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-500","S4","必修 第二册","复数","multiple-choice","Core","v3-complex-transform","26","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-001","S5","必修 第三册","空间直线与平面","multiple-choice","Core","v3-cuboid-adjacent-face-sum","70","70","70","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-002","S5","必修 第三册","空间直线与平面","fill-in","Challenge","v3-cuboid-adjacent-face-sum","96","96","96","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-003","S5","必修 第三册","空间直线与平面","short-answer","Foundation","v3-cuboid-adjacent-face-sum","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-004","S5","必修 第三册","空间直线与平面","multiple-choice","Exam","v3-cuboid-adjacent-face-sum","60","60","60","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-005","S5","必修 第三册","空间直线与平面","fill-in","Core","v3-cuboid-adjacent-face-sum","32","32","32","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-006","S5","必修 第三册","空间直线与平面","short-answer","Challenge","v3-cuboid-adjacent-face-sum","39","39","39","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-007","S5","必修 第三册","空间直线与平面","multiple-choice","Foundation","v3-cuboid-adjacent-face-sum","104","104","104","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-008","S5","必修 第三册","空间直线与平面","fill-in","Exam","v3-cuboid-adjacent-face-sum","40","40","40","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-009","S5","必修 第三册","空间直线与平面","short-answer","Core","v3-cuboid-adjacent-face-sum","80","80","80","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-010","S5","必修 第三册","空间直线与平面","multiple-choice","Challenge","v3-cuboid-adjacent-face-sum","33","33","33","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-011","S5","必修 第三册","空间直线与平面","fill-in","Foundation","v3-cuboid-adjacent-face-sum","72","72","72","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-012","S5","必修 第三册","空间直线与平面","short-answer","Exam","v3-cuboid-adjacent-face-sum","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-013","S5","必修 第三册","空间直线与平面","multiple-choice","Core","v3-cuboid-adjacent-face-sum","22","22","22","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-014","S5","必修 第三册","空间直线与平面","fill-in","Challenge","v3-cuboid-adjacent-face-sum","128","128","128","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-015","S5","必修 第三册","空间直线与平面","short-answer","Foundation","v3-cuboid-adjacent-face-sum","65","65","65","pass","none","","","Include in S18 pass-sample review before app integration."
