"questionId","grade","type","difficulty","topicId","chapter","queueReason","reviewer","decision","mathQaStatus","terminologyQaStatus","sourceDistanceStatus","p0IssueCodes","p1IssueCodes","p2IssueCodes","templateFamilySize","promptZhHans","answer","notes"
"hjb-high-ds-v3-s5-025","S5","multiple-choice","Core","hjb-high-s5-空间直线与平面","空间直线与平面","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","29","V3安全变式0525：选择：长方体中同一顶点出发的三条互相垂直棱长分别为 4、8、7。求含有长为 4 的棱的两个相邻面的面积之和。","60","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-029","S5","fill-in","Core","hjb-high-s5-空间直线与平面","空间直线与平面","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","28","V3安全变式0529：填空：长方体中同一顶点出发的三条互相垂直棱长分别为 5、4、3。求含有长为 5 的棱的两个相邻面的面积之和。","35","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-051","S5","short-answer","Foundation","hjb-high-s5-空间直线与平面","空间直线与平面","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","manual-sample-pass","manual-sample-pass","manual-sample-pass","manual-sample-pass","","","","18","V3安全变式0551：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 7、8、7。求含有长为 7 的棱的两个相邻面的面积之和。","105","Manual sample row is mathematically coherent, source-safe, and acceptable as a candidate pending broader package remediation."
"hjb-high-ds-v3-s5-052","S5","multiple-choice","Exam","hjb-high-s5-空间直线与平面","空间直线与平面","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse | p2-challenge-exam-too-routine","29","V3安全变式0552：选择：长方体中同一顶点出发的三条互相垂直棱长分别为 5、8、2。求含有长为 5 的棱的两个相邻面的面积之和。","50","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-054","S5","short-answer","Challenge","hjb-high-s5-空间直线与平面","空间直线与平面","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-challenge-exam-too-routine","18","V3安全变式0554：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 3、11、4。求含有长为 3 的棱的两个相邻面的面积之和。","45","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-061","S5","multiple-choice","Core","hjb-high-s5-简单几何体","简单几何体","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","manual-sample-pass","manual-sample-pass","manual-sample-pass","manual-sample-pass","","","","18","V3安全变式0561：选择：一个长方体的长、宽、高分别为 4、6、4；另一个长方体的长、宽、高分别为 5、6、3。求两个长方体体积之和。","186","Manual sample row is mathematically coherent, source-safe, and acceptable as a candidate pending broader package remediation."
"hjb-high-ds-v3-s5-062","S5","fill-in","Challenge","hjb-high-s5-简单几何体","简单几何体","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-challenge-exam-too-routine","19","V3安全变式0562：填空：一个长方体的长、宽、高分别为 6、11、6；另一个长方体的长、宽、高分别为 7、11、5。求两个长方体体积之和。","781","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-076","S5","multiple-choice","Exam","hjb-high-s5-简单几何体","简单几何体","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-challenge-exam-too-routine","18","V3安全变式0576：选择：一个长方体的长、宽、高分别为 7、9、2；另一个长方体的长、宽、高分别为 8、9、1。求两个长方体体积之和。","198","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-081","S5","short-answer","Core","hjb-high-s5-简单几何体","简单几何体","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","manual-sample-pass","manual-sample-pass","manual-sample-pass","manual-sample-pass","","","","18","V3安全变式0581：解答：一个长方体的长、宽、高分别为 6、6、5；另一个长方体的长、宽、高分别为 7、6、6。求两个长方体体积之和。","432","Manual sample row is mathematically coherent, source-safe, and acceptable as a candidate pending broader package remediation."
"hjb-high-ds-v3-s5-112","S5","multiple-choice","Exam","hjb-high-s5-概率初步","概率初步","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","30","V3安全变式0612：选择：袋中有 6 个红球和 10 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","1/8","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-141","S5","short-answer","Core","hjb-high-s5-概率初步","概率初步","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","manual-sample-pass","manual-sample-pass","manual-sample-pass","manual-sample-pass","","","","19","V3安全变式0641：解答：袋中有 11 个红球和 9 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","11/38","Manual sample row is mathematically coherent, source-safe, and acceptable as a candidate pending broader package remediation."
"hjb-high-ds-v3-s5-148","S5","multiple-choice","Exam","hjb-high-s5-概率初步","概率初步","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","30","V3安全变式0648：选择：袋中有 10 个红球和 13 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","45/253","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-152","S5","fill-in","Exam","hjb-high-s5-概率初步","概率初步","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","26","V3安全变式0652：填空：袋中有 9 个红球和 8 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","9/34","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-173","S5","fill-in","Core","hjb-high-s5-统计","统计","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式0673：填空：一组数据为 7，11，15，若再加入一个数 x 后，四个数平均数比原平均数大 5，求 x。","31","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-183","S5","short-answer","Foundation","hjb-high-s5-统计","统计","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式0683：解答：一组数据为 5，7，9，若再加入一个数 x 后，四个数平均数比原平均数大 3，求 x。","19","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-187","S5","multiple-choice","Foundation","hjb-high-s5-统计","统计","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","44","V3安全变式0687：选择：一组数据为 8，16，24，若再加入一个数 x 后，四个数平均数比原平均数大 1，求 x。","20","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-194","S5","fill-in","Challenge","hjb-high-s5-统计","统计","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式0694：填空：一组数据为 8，10，12，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","18","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-203","S5","fill-in","Foundation","hjb-high-s5-统计","统计","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式0703：填空：一组数据为 2，10，18，若再加入一个数 x 后，四个数平均数比原平均数大 4，求 x。","26","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-215","S5","fill-in","Foundation","hjb-high-s5-统计","统计","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式0715：填空：一组数据为 2，8，14，若再加入一个数 x 后，四个数平均数比原平均数大 3，求 x。","20","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-244","S5","multiple-choice","Challenge","hjb-high-s5-平面直角坐标系中的直线","平面直角坐标系中的直线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0744：选择：直线 l 经过点 (4,3) 和 (5,10)。直线 m 与 l 平行，且经过点 (0,1)。求直线 m 在 x=2 时的 y 坐标。","15","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-255","S5","short-answer","Core","hjb-high-s5-平面直角坐标系中的直线","平面直角坐标系中的直线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0755：解答：直线 l 经过点 (2,11) 和 (3,17)。直线 m 与 l 平行，且经过点 (0,3)。求直线 m 在 x=2 时的 y 坐标。","15","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-262","S5","multiple-choice","Challenge","hjb-high-s5-平面直角坐标系中的直线","平面直角坐标系中的直线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0762：选择：直线 l 经过点 (4,10) 和 (5,18)。直线 m 与 l 平行，且经过点 (0,6)。求直线 m 在 x=2 时的 y 坐标。","22","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-268","S5","multiple-choice","Challenge","hjb-high-s5-平面直角坐标系中的直线","平面直角坐标系中的直线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0768：选择：直线 l 经过点 (7,4) 和 (8,13)。直线 m 与 l 平行，且经过点 (0,6)。求直线 m 在 x=2 时的 y 坐标。","24","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-287","S5","fill-in","Foundation","hjb-high-s5-平面直角坐标系中的直线","平面直角坐标系中的直线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","33","V3安全变式0787：填空：直线 l 经过点 (2,3) 和 (3,9)。直线 m 与 l 平行，且经过点 (0,5)。求直线 m 在 x=2 时的 y 坐标。","17","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-299","S5","fill-in","Foundation","hjb-high-s5-圆锥曲线","圆锥曲线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0799：填空：椭圆 x²/196+y²/64=1 的两个焦点为 F1，F2。求 |F1F2|²。","528","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-302","S5","fill-in","Foundation","hjb-high-s5-圆锥曲线","圆锥曲线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0802：填空：椭圆 x²/144+y²/49=1 的两个焦点为 F1，F2。求 |F1F2|²。","380","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-317","S5","fill-in","Foundation","hjb-high-s5-圆锥曲线","圆锥曲线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0817：填空：椭圆 x²/361+y²/144=1 的两个焦点为 F1，F2。求 |F1F2|²。","868","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-318","S5","short-answer","Core","hjb-high-s5-圆锥曲线","圆锥曲线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","33","V3安全变式0818：解答：椭圆 x²/169+y²/36=1 的两个焦点为 F1，F2。求 |F1F2|²。","532","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-324","S5","short-answer","Core","hjb-high-s5-圆锥曲线","圆锥曲线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","33","V3安全变式0824：解答：椭圆 x²/196+y²/36=1 的两个焦点为 F1，F2。求 |F1F2|²。","640","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-332","S5","fill-in","Foundation","hjb-high-s5-圆锥曲线","圆锥曲线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0832：填空：椭圆 x²/441+y²/144=1 的两个焦点为 F1，F2。求 |F1F2|²。","1188","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-340","S5","multiple-choice","Challenge","hjb-high-s5-圆锥曲线","圆锥曲线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0840：选择：椭圆 x²/256+y²/100=1 的两个焦点为 F1，F2。求 |F1F2|²。","624","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-378","S5","multiple-choice","Core","hjb-high-s5-空间向量及其应用","空间向量及其应用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","46","V3安全变式0878：选择：空间向量 p=(2,5,4)，q=(1,1,1)，求 |p+q|²-|p|²。","25","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-381","S5","fill-in","Core","hjb-high-s5-空间向量及其应用","空间向量及其应用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","44","V3安全变式0881：填空：空间向量 p=(6,8,6)，q=(1,1,1)，求 |p+q|²-|p|²。","43","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-388","S5","multiple-choice","Challenge","hjb-high-s5-空间向量及其应用","空间向量及其应用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","46","V3安全变式0888：选择：空间向量 p=(8,3,2)，q=(1,1,1)，求 |p+q|²-|p|²。","29","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-394","S5","multiple-choice","Challenge","hjb-high-s5-空间向量及其应用","空间向量及其应用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","46","V3安全变式0894：选择：空间向量 p=(6,10,3)，q=(1,1,1)，求 |p+q|²-|p|²。","41","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-401","S5","fill-in","Foundation","hjb-high-s5-空间向量及其应用","空间向量及其应用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","44","V3安全变式0901：填空：空间向量 p=(7,9,2)，q=(1,1,1)，求 |p+q|²-|p|²。","39","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-411","S5","fill-in","Core","hjb-high-s5-空间向量及其应用","空间向量及其应用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","44","V3安全变式0911：填空：空间向量 p=(6,3,9)，q=(1,1,1)，求 |p+q|²-|p|²。","39","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-432","S5","multiple-choice","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式0932：选择：等差数列首项为 3，公差为 3，第 8 项为 24。求前 8 项和。","108","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-439","S5","fill-in","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0939：填空：等差数列首项为 4，公差为 1，第 10 项为 13。求前 10 项和。","85","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-441","S5","fill-in","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0941：填空：等差数列首项为 7，公差为 3，第 5 项为 19。求前 5 项和。","65","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-448","S5","multiple-choice","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式0948：选择：等差数列首项为 3，公差为 4，第 6 项为 23。求前 6 项和。","78","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-463","S5","fill-in","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式0963：填空：等差数列首项为 8，公差为 5，第 5 项为 28。求前 5 项和。","90","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-466","S5","multiple-choice","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式0966：选择：等差数列首项为 6，公差为 6，第 7 项为 42。求前 7 项和。","168","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-477","S5","multiple-choice","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式0977：选择：等差数列首项为 7，公差为 1，第 5 项为 11。求前 5 项和。","45","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-488","S5","multiple-choice","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式0988：选择：等差数列首项为 5，公差为 2，第 9 项为 21。求前 9 项和。","117","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-489","S5","multiple-choice","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式0989：选择：等差数列首项为 3，公差为 6，第 8 项为 45。求前 8 项和。","192","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-492","S5","multiple-choice","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式0992：选择：等差数列首项为 5，公差为 5，第 9 项为 45。求前 9 项和。","225","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-493","S5","multiple-choice","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式0993：选择：等差数列首项为 5，公差为 5，第 9 项为 45。求前 9 项和。","225","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s5-499","S5","multiple-choice","Core","hjb-high-s5-数列","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式0999：选择：等差数列首项为 5，公差为 2，第 10 项为 23。求前 10 项和。","140","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-001","S6","multiple-choice","Core","hjb-high-s6-导数及其运用","导数及其运用","grade-type-coverage | grade-difficulty-coverage","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1001：选择：函数 f(x)=7x²+5x+8 在 x=4 处的切线与 y 轴交于点 (0,k)，求 k。","-104","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-002","S6","fill-in","Challenge","hjb-high-s6-导数及其运用","导数及其运用","grade-type-coverage | grade-difficulty-coverage","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1002：填空：函数 f(x)=5x²+6x+8 在 x=6 处的切线与 y 轴交于点 (0,k)，求 k。","-172","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-003","S6","short-answer","Foundation","hjb-high-s6-导数及其运用","导数及其运用","grade-type-coverage | grade-difficulty-coverage","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1003：解答：函数 f(x)=6x²+4x+3 在 x=2 处的切线与 y 轴交于点 (0,k)，求 k。","-21","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-004","S6","multiple-choice","Exam","hjb-high-s6-导数及其运用","导数及其运用","grade-difficulty-coverage","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1004：选择：函数 f(x)=7x²+9x+4 在 x=5 处的切线与 y 轴交于点 (0,k)，求 k。","-171","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-011","S6","fill-in","Foundation","hjb-high-s6-导数及其运用","导数及其运用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1011：填空：函数 f(x)=6x²+10x+5 在 x=3 处的切线与 y 轴交于点 (0,k)，求 k。","-49","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-019","S6","multiple-choice","Foundation","hjb-high-s6-导数及其运用","导数及其运用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1019：选择：函数 f(x)=3x²+8x+9 在 x=7 处的切线与 y 轴交于点 (0,k)，求 k。","-138","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-033","S6","short-answer","Core","hjb-high-s6-导数及其运用","导数及其运用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1033：解答：函数 f(x)=5x²+10x+2 在 x=4 处的切线与 y 轴交于点 (0,k)，求 k。","-78","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-046","S6","multiple-choice","Challenge","hjb-high-s6-导数及其运用","导数及其运用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1046：选择：函数 f(x)=8x²+4x+8 在 x=5 处的切线与 y 轴交于点 (0,k)，求 k。","-192","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-048","S6","short-answer","Exam","hjb-high-s6-导数及其运用","导数及其运用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1048：解答：函数 f(x)=8x²+11x+6 在 x=5 处的切线与 y 轴交于点 (0,k)，求 k。","-194","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-058","S6","multiple-choice","Challenge","hjb-high-s6-导数及其运用","导数及其运用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1058：选择：函数 f(x)=6x²+4x+2 在 x=4 处的切线与 y 轴交于点 (0,k)，求 k。","-94","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
