questionId,status,qaStatus,reviewNotes,batchPhase,illustrationType,grade,volume,unitTitle,imagePath,promptZhHans,generationBriefZhHans,copyrightSafetyZhHans
hjb-junior-ds-v2-s2-262,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-262.png,已知四边形ABCD的对角线AC与BD相交于点O。给出下列四个条件：①AB=CD，AD=BC；②∠A=∠C，∠B=∠D；③AO=OC，BO=OD；④AB∥CD，AD=BC。其中能判定四边形ABCD是平行四边形的条件共有（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s2-262 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-264,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-264.png,在△ABC中，AB=6，AC=8，BC=10。点D、E分别是AB、AC的中点，连接DE。点F是BC的中点，连接AF。求AF与DE的交点G到顶点A的距离。,为沪教版初中数学题 hjb-junior-ds-v2-s2-264 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-265,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-265.png,在矩形ABCD中，AB=3，BC=4，对角线AC与BD相交于点O。过点O作OE⊥BC于点E，则OE的长度为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s2-265 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-266,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-266.png,在四边形ABCD中，∠A=70°，∠B=110°，∠C=70°，则∠D=______°。,为沪教版初中数学题 hjb-junior-ds-v2-s2-266 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-267,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-267.png,在△ABC中，D、E分别是AB、AC的中点，F是BC上一点，连接DF、EF。若BC=12，求DE的长，并说明理由。,为沪教版初中数学题 hjb-junior-ds-v2-s2-267 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-268,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-268.png,下列条件中，能判定四边形是平行四边形的是（　）,为沪教版初中数学题 hjb-junior-ds-v2-s2-268 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-269,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-269.png,矩形的两条对角线相交于点O，若一条对角线与一边的夹角为25°，则两条对角线所夹的锐角为______°。,为沪教版初中数学题 hjb-junior-ds-v2-s2-269 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-270,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-270.png,在△ABC中，中线AD、BE交于点G，若AG=6，求GD的长，并说明理由。,为沪教版初中数学题 hjb-junior-ds-v2-s2-270 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-271,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-271.png,已知四边形ABCD中，AB∥CD，AD∥BC，且AC=BD。则四边形ABCD一定是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s2-271 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-272,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-272.png,在△ABC中，D、E分别是AB、AC的中点，若BC=12，则DE=______。,为沪教版初中数学题 hjb-junior-ds-v2-s2-272 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-273,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-273.png,已知平行四边形ABCD的周长为40，AB=12，求BC的长。,为沪教版初中数学题 hjb-junior-ds-v2-s2-273 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-275,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-275.png,在菱形ABCD中，对角线AC=6，BD=8，则菱形的面积为______。,为沪教版初中数学题 hjb-junior-ds-v2-s2-275 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-276,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-276.png,在平行四边形ABCD中，对角线AC与BD相交于点O。已知AB=8，BC=6，∠ABC=60°。点E是边AD的中点，连接OE并延长交BC于点F。求线段OF的长度。,为沪教版初中数学题 hjb-junior-ds-v2-s2-276 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-277,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-277.png,在四边形ABCD中，对角线AC与BD相交于点O。给出下列四组条件：①AB=CD，AD=BC；②∠A=∠C，∠B=∠D；③OA=OC，OB=OD；④AB∥CD，AD=BC。其中，能判定四边形ABCD是平行四边形的条件共有（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s2-277 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-278,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-278.png,在△ABC中，点D、E分别是边AB、AC的中点，连接DE。点F在边BC上，且BF=⅓BC。连接DF、EF。若△ABC的面积为24，则△DEF的面积为______。,为沪教版初中数学题 hjb-junior-ds-v2-s2-278 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-280,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-280.png,顺次连接四边形各边中点所得的四边形是菱形，则原四边形一定满足,为沪教版初中数学题 hjb-junior-ds-v2-s2-280 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-281,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-281.png,在四边形ABCD中，对角线AC与BD相交于点O。已知AB = CD，AD = BC，且AC = BD。请判断四边形ABCD是什么特殊四边形，并说明理由。,为沪教版初中数学题 hjb-junior-ds-v2-s2-281 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-282,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-282.png,在矩形ABCD中，AB=6，BC=8，对角线AC与BD相交于点O。点E、F、G、H分别是边AB、BC、CD、DA的中点。连接EG与FH，设交点为P。求线段OP的长度。,为沪教版初中数学题 hjb-junior-ds-v2-s2-282 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-283,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-283.png,在四边形ABCD中，对角线AC与BD相交于点O。已知AB∥CD，AD∥BC，且AC⊥BD。下列结论一定正确的是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s2-283 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-284,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-284.png,在平行四边形ABCD中，对角线AC与BD相交于点O。已知AC=12，BD=16，且AC⊥BD。求AB的长。,为沪教版初中数学题 hjb-junior-ds-v2-s2-284 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-285,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-285.png,在菱形ABCD中，对角线AC与BD相交于点O，AC=10，BD=24。点E、F、G、H分别是边AB、BC、CD、DA的中点，顺次连接E、F、G、H得到四边形EFGH。求四边形EFGH的周长。,为沪教版初中数学题 hjb-junior-ds-v2-s2-285 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-287,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-287.png,在平行四边形ABCD中，∠A比∠B大40°，则∠C的度数为______。,为沪教版初中数学题 hjb-junior-ds-v2-s2-287 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-288,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-288.png,在四边形ABCD中，对角线AC与BD相交于点O。已知OA=OC，OB=OD，且AC⊥BD。求证：四边形ABCD是菱形。,为沪教版初中数学题 hjb-junior-ds-v2-s2-288 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-289,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-289.png,下列条件中，能判定一个四边形是正方形的是（ ）。,为沪教版初中数学题 hjb-junior-ds-v2-s2-289 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-290,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-290.png,在△ABC中，点D、E分别是AB、AC的中点，连接DE。点F在BC上，且BF:FC=1:2，连接DF并延长交AC的延长线于点G。若DE=3，求CG的长。,为沪教版初中数学题 hjb-junior-ds-v2-s2-290 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-291,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-291.png,在四边形ABCD中，对角线AC与BD相交于点O。已知AB=CD=10，AD=BC=8，且∠ABC=90°。求证：四边形ABCD是矩形，并求对角线AC的长度。,为沪教版初中数学题 hjb-junior-ds-v2-s2-291 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-292,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-292.png,在四边形ABCD中，对角线AC与BD相交于点O。给出下列条件：①AB∥CD，AD∥BC；②AB=CD，AD=BC；③OA=OC，OB=OD；④∠A=∠C，∠B=∠D。其中能判定四边形ABCD是平行四边形的条件共有（　）,为沪教版初中数学题 hjb-junior-ds-v2-s2-292 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-294,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-294.png,在△ABC中，D、E分别是AB、AC的中点，F是BC的中点，连接DE、DF、EF。若△DEF的周长为15，求△ABC的周长。,为沪教版初中数学题 hjb-junior-ds-v2-s2-294 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-295,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-295.png,已知菱形的两条对角线长分别为6和8，则这个菱形的面积为（　）,为沪教版初中数学题 hjb-junior-ds-v2-s2-295 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-297,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-297.png,在四边形ABCD中，对角线AC与BD相交于点O。已知OA=OC，OB=OD，且AC⊥BD。请判断四边形ABCD的形状，并说明理由。,为沪教版初中数学题 hjb-junior-ds-v2-s2-297 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-298,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-298.png,在平行四边形ABCD中，AB=5，BC=3，∠B=60°，则对角线AC的长为______。,为沪教版初中数学题 hjb-junior-ds-v2-s2-298 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-299,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-299.png,在△ABC中，D、E分别是AB、AC的中点，F是BC的中点。若△ABC的面积为24 cm²，则△DEF的面积为______ cm²。,为沪教版初中数学题 hjb-junior-ds-v2-s2-299 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-300,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-300.png,在矩形ABCD中，AB=8，AD=6，点E在边CD上，且CE=2。连接AE，过点B作BF⊥AE于点F。求BF的长。,为沪教版初中数学题 hjb-junior-ds-v2-s2-300 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-301,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-301.png,在四边形ABCD中，对角线AC与BD相交于点O。给出下列四组条件：①AB∥CD，AD=BC；②∠A=∠C，∠B=∠D；③OA=OC，OB=OD；④AB=CD，∠ABC=∠ADC。其中能判定四边形ABCD是平行四边形的条件共有（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s2-301 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-302,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-302.png,在平行四边形ABCD中，AB=10，BC=6，点E、F分别是边AB、CD的中点。连接EF，则EF的长为______。,为沪教版初中数学题 hjb-junior-ds-v2-s2-302 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-303,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-303.png,在四边形ABCD中，AB=CD=10，AD=BC=8，且∠ABC=90°。求证：四边形ABCD是矩形，并求对角线AC的长度。,为沪教版初中数学题 hjb-junior-ds-v2-s2-303 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-304,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-304.png,已知四边形ABCD中，AB∥CD，AD∥BC，对角线AC与BD相交于点O。下列条件中，能判定四边形ABCD是矩形的是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s2-304 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-305,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-305.png,在四边形ABCD中，点E、F、G、H分别是边AB、BC、CD、DA的中点。连接AC、BD、EG、FH。若AC=10，BD=14，且AC⊥BD，则四边形EFGH的周长为______。,为沪教版初中数学题 hjb-junior-ds-v2-s2-305 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-306,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-306.png,在四边形ABCD中，已知AB=CD，AD=BC，且∠A=70°，求∠C的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s2-306 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-307,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-307.png,已知四边形ABCD的对角线AC与BD相交于点O，且OA=OC，OB=OD。若添加一个条件使四边形ABCD成为矩形，以下哪个条件符合要求？,为沪教版初中数学题 hjb-junior-ds-v2-s2-307 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-308,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-308.png,在△ABC中，D、E分别是AB、AC的中点，若BC=12 cm，则DE=______ cm。,为沪教版初中数学题 hjb-junior-ds-v2-s2-308 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-309,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-309.png,在平行四边形ABCD中，对角线AC与BD相交于点O，点E是边BC的中点，连接OE。若AB=8，则OE的长为______。,为沪教版初中数学题 hjb-junior-ds-v2-s2-309 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-310,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-310.png,在四边形ABCD中，AB=BC=CD=DA，且∠A=90°。关于这个四边形，以下哪个结论一定正确？,为沪教版初中数学题 hjb-junior-ds-v2-s2-310 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-311,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-311.png,在四边形ABCD中，已知AB∥CD，AD∥BC，对角线AC与BD相交于点O。若AB=8，BC=6，∠ABC=60°，则对角线AC的长为______。,为沪教版初中数学题 hjb-junior-ds-v2-s2-311 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-312,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-312.png,在△ABC中，点D、E分别是边AB、AC的中点，点F是边BC的中点，连接AF交DE于点G。若△ABC的面积为24 cm²，求四边形DGFB的面积。,为沪教版初中数学题 hjb-junior-ds-v2-s2-312 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s2-313,queued,pending,,full,geometry-diagram,S2,八年级下册,四边形,candidates/hjb-junior-ds-v2-s2-313.png,在四边形ABCD中，对角线AC与BD相交于点O。给出下列四组条件：①AB=CD，AD=BC；②AB∥CD，AD=BC；③AO=OC，BO=OD；④∠A=∠C，∠B=∠D。其中能判定四边形ABCD是平行四边形的条件组共有（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s2-313 绘制原创题目插图，单元「四边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
