index,id,grade,semester,volume,unitTitle,topicId,questionType,difficulty,illustrationNeed,illustrationType,priority,confidence,manualReviewRequired,reasonZhHans,generationBriefZhHans,copyrightSafetyZhHans,promptZhHans,answer,skillTags,competencyTags,misconceptionTags,evidenceCardIds
530,hjb-junior-ds-v2-s2-030,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Exam,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-030 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知一个正方体的体积是50 cm³，求它的棱长（精确到0.1 cm）。,3.7 cm,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
531,hjb-junior-ds-v2-s2-031,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Foundation,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-031 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,在实数 3.14159，√8，－∛27，0.1010010001…（每两个1之间依次多一个0），22/7 中，无理数的个数是（ ）,2个,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
532,hjb-junior-ds-v2-s2-032,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Challenge,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-032 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知一个正方体的体积是 125 cm³，它的棱长恰好等于一个正数的平方根。求这个正数。,25,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
533,hjb-junior-ds-v2-s2-033,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Core,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-033 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,比较下列三个数的大小，并用“<”连接：√3，1.7，∛8。,1.7 < √3 < ∛8,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
534,hjb-junior-ds-v2-s2-034,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Exam,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-034 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知实数 a = √(17) - 3，b = ∛(-8) + 1，c = π - 3.14，d = 0.1010010001…（相邻两个1之间0的个数逐次加1）。关于这四个数，下列说法正确的是（ ）,c 和 d 都是无理数,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
535,hjb-junior-ds-v2-s2-035,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Foundation,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-035 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,在实数范围内，下列说法正确的是：① 4的平方根是2；② -8的立方根是-2；③ √16 = ±4；④ 无理数都是无限小数。其中正确说法的个数是______。,2,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
536,hjb-junior-ds-v2-s2-036,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Challenge,must-have,number-line,P1,high,false,题干涉及数轴或解集边界，数轴图能清楚表达区间、端点和方向。 判定信号：题干直接要求或依赖数轴表达。,为沪教版初中数学题 hjb-junior-ds-v2-s2-036 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,已知数轴上从左到右依次有四个点 A、B、C、D，它们表示的数分别是 a、b、c、d。其中 a = -√7，b = -³√8，c = √2，d = ³√9。请将这四个数按从小到大的顺序用“<”连接，并说明比较过程中用到的依据。,a < b < c < d,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
537,hjb-junior-ds-v2-s2-037,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Core,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-037 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,在实数范围内，下列各数中，属于无理数的是（ ）。,C. 0.1010010001…（相邻两个1之间0的个数逐次增加1）,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
538,hjb-junior-ds-v2-s2-038,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Exam,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-038 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知 a = √(3+√5) - √(3-√5)，b = ³√(7+5√2) + ³√(7-5√2)。请计算 a² + b³ 的值。,10,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
539,hjb-junior-ds-v2-s2-039,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Foundation,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-039 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,比较大小：-√6 ______ -2.4（填“>”“<”或“=”）。,<,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
540,hjb-junior-ds-v2-s2-040,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Challenge,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-040 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,在实数范围内，下列说法正确的是（ ）,A. 无理数都是无限不循环小数,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
541,hjb-junior-ds-v2-s2-041,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Core,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-041 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,若一个正数的平方根分别是 $2a-1$ 与 $3-a$，则 $a$ 的值为______。,-2,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
542,hjb-junior-ds-v2-s2-042,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Exam,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-042 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知a是√7的整数部分，b是√7的小数部分，求a²+b²的值。,13-4√7,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
543,hjb-junior-ds-v2-s2-043,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Foundation,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-043 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,在实数 $\sqrt{9}$，$\frac{22}{7}$，$\sqrt{8}$，$0.1010010001\ldots$（每两个1之间依次多一个0）中，无理数的个数是（　）,2个,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
544,hjb-junior-ds-v2-s2-044,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Challenge,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-044 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知x是√3的整数部分，y是√3的小数部分，求x²+y²的值。,5-2√3,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
545,hjb-junior-ds-v2-s2-045,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Core,must-have,number-line,P1,high,false,题干涉及数轴或解集边界，数轴图能清楚表达区间、端点和方向。 判定信号：题干直接要求或依赖数轴表达。,为沪教版初中数学题 hjb-junior-ds-v2-s2-045 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在数轴上，点 $A$ 表示 $\sqrt{2}$，点 $B$ 表示 $\sqrt{3}$，点 $C$ 表示 $\frac{\sqrt{2}+\sqrt{3}}{2}$。请用“<”连接 $A$、$B$、$C$ 三点表示的数，并说明理由。,√2 < (√2+√3)/2 < √3,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
546,hjb-junior-ds-v2-s2-046,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Exam,must-have,number-line,P1,high,false,题干涉及数轴或解集边界，数轴图能清楚表达区间、端点和方向。 判定信号：题干直接要求或依赖数轴表达。,为沪教版初中数学题 hjb-junior-ds-v2-s2-046 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在数轴上，点A表示的数是√5，点B表示的数是2.5，点C表示的数是∛8，点D表示的数是π。下列说法正确的是（　）,点B和点C表示的数都是有理数,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
547,hjb-junior-ds-v2-s2-047,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Foundation,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-047 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,写出一个大于3且小于4的无理数：______。,√10,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
548,hjb-junior-ds-v2-s2-048,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Challenge,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-048 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知a是√11的整数部分，b是√11的小数部分，求a²-b²的值。,6√11-2,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
549,hjb-junior-ds-v2-s2-049,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Core,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-049 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,下列各数中，与√8最接近的整数是（　）,3,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
550,hjb-junior-ds-v2-s2-050,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Exam,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-050 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,比较大小：-√11 ______ -3.3（填“>”“<”或“=”）。,<,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
551,hjb-junior-ds-v2-s2-051,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Foundation,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-051 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知一个正数的两个平方根分别是 2a-3 与 5-a，求这个正数。,49,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
552,hjb-junior-ds-v2-s2-052,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Challenge,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-052 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,下列说法正确的是（　） A. 无理数都是无限小数 B. 无限小数都是无理数 C. 带根号的数都是无理数 D. 无理数都是开方开不尽的数,A. 无理数都是无限小数,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
553,hjb-junior-ds-v2-s2-053,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Core,must-have,number-line,P1,high,false,题干涉及数轴或解集边界，数轴图能清楚表达区间、端点和方向。 判定信号：题干直接要求或依赖数轴表达。,为沪教版初中数学题 hjb-junior-ds-v2-s2-053 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在数轴上，点A表示√5，点B表示2.2，则点A在点B的______侧（填“左”或“右”）。,右,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
554,hjb-junior-ds-v2-s2-054,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Exam,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-054 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知一个正方体的体积是 81 cm³，求它的棱长（结果保留根号）。,3∛3 cm,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
555,hjb-junior-ds-v2-s2-055,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Foundation,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-055 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,下列各数中，在√5和√15之间的数是（ ）,2.8,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
556,hjb-junior-ds-v2-s2-056,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Challenge,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-056 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知 a = √(8)，b = ³√(27)，c = π，d = 22/7，e = √(25)，f = ³√(-8)。请将以上各数分别填入有理数集合和无理数集合中。,"有理数集合：b, d, e, f；无理数集合：a, c",平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
557,hjb-junior-ds-v2-s2-057,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Core,must-have,number-line,P1,high,false,题干涉及数轴或解集边界，数轴图能清楚表达区间、端点和方向。 判定信号：题干直接要求或依赖数轴表达。,为沪教版初中数学题 hjb-junior-ds-v2-s2-057 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在数轴上，点A表示√5，点B表示√8，点C表示√12。请将这三个点表示的数按从小到大的顺序排列，并说明你的比较方法。,√5 < √8 < √12,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
558,hjb-junior-ds-v2-s2-058,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Exam,must-have,number-line,P1,high,false,题干涉及数轴或解集边界，数轴图能清楚表达区间、端点和方向。 判定信号：题干直接要求或依赖数轴表达。,为沪教版初中数学题 hjb-junior-ds-v2-s2-058 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在数轴上，点A表示√2，点B表示√5，点C表示√8，点D表示√10。下列说法正确的是（　）,点C在点D的左侧,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
559,hjb-junior-ds-v2-s2-059,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Foundation,must-have,number-line,P1,high,false,题干涉及数轴或解集边界，数轴图能清楚表达区间、端点和方向。 判定信号：题干直接要求或依赖数轴表达。,为沪教版初中数学题 hjb-junior-ds-v2-s2-059 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在数轴上，点A表示√5，点B表示√7，点C表示√6。请将点A、B、C所表示的数按从小到大的顺序排列，并用“<”连接。,√5 < √6 < √7,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
560,hjb-junior-ds-v2-s2-060,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Challenge,must-have,number-line,P1,high,false,题干涉及数轴或解集边界，数轴图能清楚表达区间、端点和方向。 判定信号：题干直接要求或依赖数轴表达。,为沪教版初中数学题 hjb-junior-ds-v2-s2-060 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在数轴上，点A表示数a，点B表示数b，点C表示数c。已知a是面积为7的正方形的边长，b是体积为9的立方体的棱长，c是面积为11的正方形的边长。请将a、b、c按从小到大的顺序排列，并用“<”连接。,b < a < c,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
561,hjb-junior-ds-v2-s2-061,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Core,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-061 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,给出四个数：√(16)，√(7)，∛(-27)，0.1010010001…（每两个1之间依次多一个0）。其中无理数的个数是（ ）,2个,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
562,hjb-junior-ds-v2-s2-062,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Exam,must-have,number-line,P1,high,false,题干涉及数轴或解集边界，数轴图能清楚表达区间、端点和方向。 判定信号：题干直接要求或依赖数轴表达。,为沪教版初中数学题 hjb-junior-ds-v2-s2-062 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,已知一个正方体的体积是 2025 cm³，它的棱长是一个无理数。若将这个棱长表示在数轴上，它位于两个连续整数之间，则这两个整数分别是多少？,12 和 13,平方根；立方根；无理数识别；实数分类；数轴表示；大小比较,数感；运算能力；数学抽象,square root sign treated as both roots；irrational number mistaken for any decimal；approximation order reversed,hjb-junior-s2-upper-real-numbers
563,hjb-junior-ds-v2-s2-063,S2,upper,八年级上册,二次根式,hjb-junior-s2-upper-quadratic-radicals,short-answer,Foundation,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-063 绘制原创题目插图，单元「二次根式」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,当x取何值时，二次根式√(2x-6)有意义？请写出x的取值范围。,x≥3,二次根式意义；最简二次根式；二次根式乘除；二次根式加减；化简求值,运算能力；符号意识；逻辑推理,nonnegative condition ignored；radicals combined across unlike radicands；factor extraction incomplete,hjb-junior-s2-upper-quadratic-radicals
564,hjb-junior-ds-v2-s2-064,S2,upper,八年级上册,二次根式,hjb-junior-s2-upper-quadratic-radicals,multiple-choice,Challenge,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-064 绘制原创题目插图，单元「二次根式」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知二次根式 \(\sqrt{12a^3b^2}\)，其中 \(a>0\)，\(b<0\)。将其化为最简二次根式，正确的是（ ）,\(-2ab\sqrt{3a}\),二次根式意义；最简二次根式；二次根式乘除；二次根式加减；化简求值,运算能力；符号意识；逻辑推理,nonnegative condition ignored；radicals combined across unlike radicands；factor extraction incomplete,hjb-junior-s2-upper-quadratic-radicals
565,hjb-junior-ds-v2-s2-065,S2,upper,八年级上册,二次根式,hjb-junior-s2-upper-quadratic-radicals,fill-in,Core,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-065 绘制原创题目插图，单元「二次根式」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,当x取何值时，二次根式√(3x-6)有意义？,x≥2,二次根式意义；最简二次根式；二次根式乘除；二次根式加减；化简求值,运算能力；符号意识；逻辑推理,nonnegative condition ignored；radicals combined across unlike radicands；factor extraction incomplete,hjb-junior-s2-upper-quadratic-radicals
566,hjb-junior-ds-v2-s2-066,S2,upper,八年级上册,二次根式,hjb-junior-s2-upper-quadratic-radicals,short-answer,Exam,not-needed,none,P3,high,false,题目主要依靠符号运算或文字条件即可作答，逐题插图不是必要投入。,为沪教版初中数学题 hjb-junior-ds-v2-s2-066 绘制原创题目插图，单元「二次根式」，不要复制教材或试卷版式。 无需生成逐题插图。,无需生成题图。,已知最简二次根式√(3a+1)与√(2a+7)是同类二次根式，求a的值。,a=6,二次根式意义；最简二次根式；二次根式乘除；二次根式加减；化简求值,运算能力；符号意识；逻辑推理,nonnegative condition ignored；radicals combined across unlike radicands；factor extraction incomplete,hjb-junior-s2-upper-quadratic-radicals
