index,id,grade,semester,volume,unitTitle,topicId,questionType,difficulty,illustrationNeed,illustrationType,priority,confidence,manualReviewRequired,reasonZhHans,generationBriefZhHans,copyrightSafetyZhHans,promptZhHans,answer,skillTags,competencyTags,misconceptionTags,evidenceCardIds
384,hjb-junior-ds-v2-s1-384,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-384 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,下列长度的三条线段，能组成三角形的是（ ）。,5 cm，7 cm，11 cm,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
385,hjb-junior-ds-v2-s1-385,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Foundation,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-385 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,一个三角形的两边长分别为 3 和 7，第三边长为偶数，则第三边的长可以是______。（写出一个即可）,6,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
386,hjb-junior-ds-v2-s1-386,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-386 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,已知三角形ABC中，∠A = 50°，∠B = 60°，则∠C的外角等于多少度？,110°,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
387,hjb-junior-ds-v2-s1-387,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Foundation,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-387 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,若三角形的两边长分别为5 cm和8 cm，且第三边长为整数，则第三边长可以是______ cm（写出一个即可）。,4,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
388,hjb-junior-ds-v2-s1-388,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-388 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在三角形DEF中，已知∠D = 40°，∠E = 80°，则三角形DEF按角分类属于什么三角形？,锐角三角形,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
389,hjb-junior-ds-v2-s1-389,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Foundation,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-389 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,一个三角形的三个内角的度数之比为2:3:4，则最小的内角为______度。,40,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
390,hjb-junior-ds-v2-s1-390,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-390 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,下列长度的三条线段能组成三角形的是哪一组？,"5 cm, 7 cm, 11 cm",三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
391,hjb-junior-ds-v2-s1-391,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Foundation,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-391 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,已知三条线段的长度分别为 5 cm、8 cm 和 x cm。若这三条线段能组成一个三角形，则 x 的取值范围是______。,3 < x < 13,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
392,hjb-junior-ds-v2-s1-392,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-392 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在△ABC中，∠A=50°，∠B=60°，则∠C的外角等于（　）。,110°,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
393,hjb-junior-ds-v2-s1-393,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Foundation,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-393 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在△ABC中，∠A=40°，∠B=70°，则∠C=______°。,70,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
394,hjb-junior-ds-v2-s1-394,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-394 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,下列长度的三条线段中，能组成三角形的是（　）。,5 cm，6 cm，10 cm,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
396,hjb-junior-ds-v2-s1-396,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-396 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在△ABC中，∠A＝50°，∠B＝70°，则与∠C相邻的外角等于（ ）,120°,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
397,hjb-junior-ds-v2-s1-397,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Foundation,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-397 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,已知三角形的两边长分别为4 cm和9 cm，若第三边长为整数，则第三边长可以是______cm（写出一个即可）。,6,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
399,hjb-junior-ds-v2-s1-399,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Foundation,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-399 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,一个三角形的三个内角的度数之比为2∶3∶4，则最小的内角为______度。,40,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
401,hjb-junior-ds-v2-s1-401,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Foundation,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-401 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,已知三角形的三个内角度数之比为2:3:4，求这个三角形最大内角的度数。,80,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
402,hjb-junior-ds-v2-s1-402,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-402 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在△ABC中，已知∠A=35°，∠B=55°，则∠C的度数为（ ）。,90°,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
403,hjb-junior-ds-v2-s1-403,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Foundation,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-403 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,一个三角形的两边长分别为5 cm和8 cm，且第三边长为整数，求第三边长的最小值。,4,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
404,hjb-junior-ds-v2-s1-404,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-404 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,有四根木棒，长度分别为3 cm、4 cm、7 cm、9 cm，从中任选三根组成三角形，则能组成三角形的选法有（ ）。,2种,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
405,hjb-junior-ds-v2-s1-405,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Foundation,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-405 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在△ABC中，∠A=50°，∠B的外角为120°，求∠C的度数。,70,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
406,hjb-junior-ds-v2-s1-406,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-406 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,已知三条线段的长度分别为 5 cm、8 cm、12 cm，它们能否组成三角形？,能，因为 5+8>12,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
407,hjb-junior-ds-v2-s1-407,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Core,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-407 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在△ABC中，∠A=40°，∠B=70°，则∠C的度数是______。,70°,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
408,hjb-junior-ds-v2-s1-408,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-408 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在△ABC中，∠A=30°，∠B=80°，则∠C的外角等于多少？,110°,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
409,hjb-junior-ds-v2-s1-409,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Core,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-409 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,已知△ABC的三边长分别为 a=4 cm，b=6 cm，c=9 cm，则此三角形的周长是______ cm。,19,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
410,hjb-junior-ds-v2-s1-410,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-410 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,下列各组线段中，能组成三角形的是哪一组？,"5 cm, 7 cm, 11 cm",三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
411,hjb-junior-ds-v2-s1-411,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Core,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-411 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,已知三角形的两条边长分别为5 cm和8 cm，第三条边的长为整数厘米。若该三角形是等腰三角形，求第三条边的长。,5 cm或8 cm,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
412,hjb-junior-ds-v2-s1-412,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-412 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在△ABC中，∠A=40°，∠B=70°，则∠C的外角等于多少度？,110°,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
413,hjb-junior-ds-v2-s1-413,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Core,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-413 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,一个三角形的三个内角的度数之比为2:3:4，求最小的内角的度数。,40°,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
414,hjb-junior-ds-v2-s1-414,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-414 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,下列长度的三条线段，能组成三角形的是哪一组？,"5 cm, 7 cm, 11 cm",三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
415,hjb-junior-ds-v2-s1-415,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,fill-in,Core,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-415 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在△ABC中，∠A=55°，∠B比∠A大15°，求∠C的度数。,55°,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
416,hjb-junior-ds-v2-s1-416,S1,lower,七年级下册,三角形,hjb-junior-s1-lower-triangles,multiple-choice,Core,recommended,geometry-diagram,P2,medium,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-416 绘制原创题目插图，单元「三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,已知三条线段的长度分别为 5 cm、8 cm 和 x cm。若这三条线段能组成一个三角形，且 x 为整数，则 x 的最大值是（ ）,12,三角形分类；三边关系；内角和；外角关系；全等初步,几何直观；逻辑推理；空间观念,triangle inequality checked partially；exterior angle relationship misused；corresponding vertices not matched,hjb-junior-s1-lower-triangles
