questionId,grade,volume,unitTitle,questionType,difficulty,needTier,visualCategory,reason,promptZhHans,assetStatus
hjb-primary-ds-v1-p1-114,P1,一年级上册,一年级上册整理与复习,short-answer,Foundation,B_strong_recommended,solid_shapes_blocks,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小芳说：“我整理了立体图形，发现球和圆柱都可以滚动。”你觉得她说得对吗？为什么？,not-generated
hjb-primary-ds-v1-p1-115,P1,一年级上册,一年级上册整理与复习,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小东在整理错题时，发现下面有一道题不是用加法解决的，是哪一道？,not-generated
hjb-primary-ds-v1-p1-116,P1,一年级上册,一年级上册整理与复习,fill-in,Foundation,A_required,solid_shapes_blocks,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,在整理数学知识时，小明把下面的内容分成了三类：① 数数、② 加法、③ 减法、④ 长方体、⑤ 正方体、⑥ 圆柱。你觉得他分得对吗？如果不对，请把分类错误的地方写出来。,not-generated
hjb-primary-ds-v1-p1-117,P1,一年级上册,一年级上册整理与复习,short-answer,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小丽在整理20以内的加法时，发现一道题算错了：8+5=12。请你帮小丽检查，并说说她可能错在哪里。,not-generated
hjb-primary-ds-v1-p1-118,P1,一年级下册,20以内数的加减法（二）,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,计算13-6时，下面哪种方法是对的？,not-generated
hjb-primary-ds-v1-p1-119,P1,一年级下册,20以内数的加减法（二）,fill-in,Core,B_strong_recommended,array_multiplication_division,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,用凑十法计算7+6时，先把6分成____和____，7+____=10，10+____=____。,not-generated
hjb-primary-ds-v1-p1-120,P1,一年级下册,20以内数的加减法（二）,short-answer,Foundation,B_strong_recommended,money_shopping,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,妈妈买了15个苹果，吃了8个，还剩几个？请用两种不同的方法计算，并写出过程。,not-generated
hjb-primary-ds-v1-p1-121,P1,一年级下册,20以内数的加减法（二）,multiple-choice,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小乐在计算 13 - 6 时，先算 10 - 6 = 4，再算 4 + 3 = 7。他用的方法是（ ）。,not-generated
hjb-primary-ds-v1-p1-122,P1,一年级下册,20以内数的加减法（二）,fill-in,Foundation,B_strong_recommended,array_multiplication_division,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,计算 8 + 7 时，可以先把 7 分成 2 和 5，8 + 2 = 10，10 + 5 = 15。这种方法是______法。,not-generated
hjb-primary-ds-v1-p1-123,P1,一年级下册,20以内数的加减法（二）,short-answer,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,计算 15 - 9，并写出你是怎么算的。,not-generated
hjb-primary-ds-v1-p1-124,P1,一年级下册,20以内数的加减法（二）,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪道题的计算过程用了“想加算减”的方法？,not-generated
hjb-primary-ds-v1-p1-125,P1,一年级下册,20以内数的加减法（二）,fill-in,Core,B_strong_recommended,array_multiplication_division,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计算 17 - 8 时，小丁把 8 分成了 7 和 1，先算 17 - 7 = 10，再算 10 - 1 = 9。这种方法是______法。,not-generated
hjb-primary-ds-v1-p1-126,P1,一年级下册,20以内数的加减法（二）,short-answer,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小芳有13块饼干，送给同学5块。她想用“破十法”计算还剩几块。请你写出计算过程。,not-generated
hjb-primary-ds-v1-p1-127,P1,一年级下册,20以内数的加减法（二）,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,计算14 - 8时，下面哪种方法正确？,not-generated
hjb-primary-ds-v1-p1-128,P1,一年级下册,20以内数的加减法（二）,fill-in,Foundation,B_strong_recommended,array_multiplication_division,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计算12 - 7时，小明把7分成了2和5。他先算12 - 2 = 10，再算10 - 5 = 5。这种方法是______法。,not-generated
hjb-primary-ds-v1-p1-129,P1,一年级下册,20以内数的加减法（二）,short-answer,Core,B_strong_recommended,money_shopping,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,妈妈买了15个苹果，吃了8个，还剩几个？请你用两种不同的方法计算，并写出过程。,not-generated
hjb-primary-ds-v1-p1-130,P1,一年级下册,20以内数的加减法（二）,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪道算式的结果和11 - 6相同？,not-generated
hjb-primary-ds-v1-p1-131,P1,一年级下册,20以内数的加减法（二）,fill-in,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小乐有13颗糖，送给朋友一些后还剩7颗。小乐送出了多少颗糖？请用退位减法计算，并写出你用的方法（如“破十法”或“想加算减”）。,not-generated
hjb-primary-ds-v1-p1-132,P1,一年级下册,20以内数的加减法（二）,short-answer,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,计算：8 + 7 = □。请用凑十法写出计算过程。,not-generated
hjb-primary-ds-v1-p1-133,P1,一年级下册,20以内数的加减法（二）,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪道题的计算过程使用了“破十法”？,not-generated
hjb-primary-ds-v1-p1-134,P1,一年级下册,20以内数的加减法（二）,fill-in,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计算15 - 8时，小明想：8 + □ = 15，□里应该填几？,not-generated
hjb-primary-ds-v1-p1-135,P1,一年级下册,20以内数的加减法（二）,short-answer,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,树上有14只小鸟，飞走了一些，还剩9只。飞走了多少只？请列出算式并计算。,not-generated
hjb-primary-ds-v1-p1-136,P1,一年级下册,20以内数的加减法（二）,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小乐有14块饼干，吃了6块，还剩几块？下面哪种方法算得对？,not-generated
hjb-primary-ds-v1-p1-137,P1,一年级下册,100以内的数,fill-in,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,一个两位数，十位上的数字是7，个位上的数字比十位上的数字小2，这个数是______。,not-generated
hjb-primary-ds-v1-p1-138,P1,一年级下册,100以内的数,short-answer,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,按规律填数：90，80，70，______，50，______。,not-generated
hjb-primary-ds-v1-p1-139,P1,一年级下册,100以内的数,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数比56大，比63小？,not-generated
hjb-primary-ds-v1-p1-140,P1,一年级下册,100以内的数,fill-in,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,6个十和3个一合起来是______。,not-generated
hjb-primary-ds-v1-p1-141,P1,一年级下册,100以内的数,short-answer,Core,A_required,counting_manipulatives,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小丽用小棒表示数。她摆了6捆小棒（每捆10根）和3根单独的小棒。她表示的数是多少？,not-generated
hjb-primary-ds-v1-p1-142,P1,一年级下册,100以内的数,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数的十位是5，个位是2？,not-generated
hjb-primary-ds-v1-p1-143,P1,一年级下册,100以内的数,fill-in,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,按规律填数：10，20，30，___，50，60。,not-generated
hjb-primary-ds-v1-p1-144,P1,一年级下册,100以内的数,short-answer,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,写出比79大1的数。,not-generated
hjb-primary-ds-v1-p1-145,P1,一年级下册,100以内的数,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪组数是从小到大排列的？,not-generated
hjb-primary-ds-v1-p1-146,P1,一年级下册,100以内的数,fill-in,Foundation,A_required,counting_manipulatives,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小丽用小棒摆数：每10根捆成一捆，她摆了5捆和3根。这个数写作______。,not-generated
hjb-primary-ds-v1-p1-147,P1,一年级下册,100以内的数,short-answer,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计数器上，十位上有4颗珠子，个位上有9颗珠子。这个数是多少？请写出这个数，并说出它是由几个十和几个一组成的。,not-generated
hjb-primary-ds-v1-p1-148,P1,一年级下册,100以内的数,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数表示6个十和2个一？,not-generated
hjb-primary-ds-v1-p1-149,P1,一年级下册,100以内的数,fill-in,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,按规律填数：70、72、74、______、78。,not-generated
hjb-primary-ds-v1-p1-150,P1,一年级下册,100以内的数,short-answer,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,比较大小：87和78。哪个数大？为什么？,not-generated
hjb-primary-ds-v1-p1-151,P1,一年级下册,100以内的数,multiple-choice,Core,A_required,counting_manipulatives,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小乐用一捆一捆的小棒表示数。他摆了3捆和5根散的小棒，这个数是多少？,not-generated
hjb-primary-ds-v1-p1-152,P1,一年级下册,100以内的数,fill-in,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,一个两位数，十位上是6，个位上是2，这个数写作______。,not-generated
hjb-primary-ds-v1-p1-153,P1,一年级下册,100以内的数,short-answer,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,按规律填数：78，76，74，______，70。,not-generated
hjb-primary-ds-v1-p1-154,P1,一年级下册,100以内的数,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数比45大，比50小？,not-generated
hjb-primary-ds-v1-p1-155,P1,一年级下册,100以内的数,fill-in,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计数器上，十位拨了4颗珠子，个位拨了9颗珠子，这个数是______。,not-generated
hjb-primary-ds-v1-p1-156,P1,一年级下册,100以内数的加减法（一）,short-answer,Foundation,B_strong_recommended,counting_manipulatives,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小华有36张贴纸，送给小丽10张后，又送给小刚6张。小华现在还有多少张贴纸？,not-generated
hjb-primary-ds-v1-p1-157,P1,一年级下册,100以内数的加减法（一）,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,计算 45 + 30 时，下面哪种想法是正确的？,not-generated
hjb-primary-ds-v1-p1-158,P1,一年级下册,100以内数的加减法（一）,fill-in,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在算式 68 - 40 = □ 中，□里应该填______。,not-generated
hjb-primary-ds-v1-p1-159,P1,一年级下册,100以内数的加减法（一）,short-answer,Core,B_strong_recommended,plane_geometry,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,一（2）班图书角原来有57本故事书，同学们借走了20本，又还回来5本。现在图书角有多少本故事书？,not-generated
hjb-primary-ds-v1-p1-160,P1,一年级下册,100以内数的加减法（一）,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪道题的得数最小？,not-generated
hjb-primary-ds-v1-p1-161,P1,一年级下册,100以内数的加减法（一）,fill-in,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,计算 45 + 30 时，可以先算 40 + 30 = 70，再算 70 + 5 = 75。请你用同样的方法计算 56 + 20，把过程写出来。,not-generated
hjb-primary-ds-v1-p1-162,P1,一年级下册,100以内数的加减法（一）,short-answer,Foundation,B_strong_recommended,money_shopping,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小明有23本故事书，妈妈又给他买了5本。小明现在一共有多少本故事书？,not-generated
hjb-primary-ds-v1-p1-163,P1,一年级下册,100以内数的加减法（一）,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个算式的得数与 47 + 30 相同？,not-generated
hjb-primary-ds-v1-p1-164,P1,一年级下册,100以内数的加减法（一）,fill-in,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计算 68 - 5 时，可以先算 8 - 5 = 3，再算 60 + 3 = 63。请你用同样的方法计算 79 - 4，把过程写出来。,not-generated
hjb-primary-ds-v1-p1-165,P1,一年级下册,100以内数的加减法（一）,short-answer,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,一（2）班有42人，一（1）班比一（2）班多3人。一（1）班有多少人？,not-generated
hjb-primary-ds-v1-p1-166,P1,一年级下册,100以内数的加减法（一）,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,计算 34 + 20 时，下面哪种想法是正确的？,not-generated
hjb-primary-ds-v1-p1-167,P1,一年级下册,100以内数的加减法（一）,fill-in,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在算式 56 + 3 中，先算 ______ + ______ = ______，再算 ______ + ______ = ______。,not-generated
hjb-primary-ds-v1-p1-168,P1,一年级下册,100以内数的加减法（一）,short-answer,Foundation,B_strong_recommended,money_shopping,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,妈妈买了 23 个苹果，又买了 10 个苹果。妈妈一共买了多少个苹果？,not-generated
hjb-primary-ds-v1-p1-169,P1,一年级下册,100以内数的加减法（一）,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪道题的得数比 50 大？,not-generated
hjb-primary-ds-v1-p1-170,P1,一年级下册,100以内数的加减法（一）,fill-in,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,计算 78 - 5 时，先算 ______ - ______ = ______，再算 ______ + ______ = ______。,not-generated
hjb-primary-ds-v1-p1-171,P1,一年级下册,100以内数的加减法（一）,short-answer,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小华有34本故事书，小丽有20本故事书。两人一共有多少本故事书？,not-generated
hjb-primary-ds-v1-p1-172,P1,一年级下册,100以内数的加减法（一）,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,计算 45 + 3 时，下面哪种想法是正确的？,not-generated
hjb-primary-ds-v1-p1-173,P1,一年级下册,100以内数的加减法（一）,fill-in,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计算 68 - 5 时，先算 8 - 5 = 3，再算 60 + 3 = ______。,not-generated
hjb-primary-ds-v1-p1-174,P1,一年级下册,100以内数的加减法（一）,short-answer,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,停车场原来有45辆车，开走了20辆，还剩多少辆？,not-generated
hjb-primary-ds-v1-p1-175,P1,一年级下册,时间的初步认识,multiple-choice,Core,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个钟面表示的时间是半时？,not-generated
hjb-primary-ds-v1-p1-176,P1,一年级下册,时间的初步认识,fill-in,Foundation,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小明的钟面上，时针指向7和8的中间，分针指向6。这时是几时半？,not-generated
hjb-primary-ds-v1-p1-177,P1,一年级下册,时间的初步认识,short-answer,Core,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,按时间顺序排列下面的活动：① 下午5时吃晚饭 ② 上午7时半到校 ③ 中午12时吃午饭。请写出正确的顺序（用序号）。,not-generated
hjb-primary-ds-v1-p1-178,P1,一年级下册,时间的初步认识,multiple-choice,Foundation,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个钟面表示的时间是8时？,not-generated
hjb-primary-ds-v1-p1-179,P1,一年级下册,时间的初步认识,fill-in,Core,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小红每天下午4时半开始写作业。请用文字描述此时钟面上时针和分针的位置。,not-generated
hjb-primary-ds-v1-p1-180,P1,一年级下册,时间的初步认识,short-answer,Foundation,B_strong_recommended,time_clock,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小华晚上9时睡觉。请写出他睡觉前1小时是几时。,not-generated
hjb-primary-ds-v1-p1-181,P1,一年级下册,时间的初步认识,multiple-choice,Core,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小明的钟面上，时针指向9和10之间，分针指向6。这个时间是（ ）。,not-generated
hjb-primary-ds-v1-p1-182,P1,一年级下册,时间的初步认识,fill-in,Foundation,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,写出下面钟面表示的时间：时针指向4，分针指向12。这个时间是______时。,not-generated
hjb-primary-ds-v1-p1-183,P1,一年级下册,时间的初步认识,multiple-choice,Core,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪件事最可能在下午1:30发生？,not-generated
hjb-primary-ds-v1-p1-184,P1,一年级下册,时间的初步认识,fill-in,Foundation,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,按照时间顺序，把下面的活动排一排：①晚上8:00睡觉 ②早上7:00起床 ③中午12:00吃午饭。正确的顺序是______。（填序号）,not-generated
hjb-primary-ds-v1-p1-185,P1,一年级下册,时间的初步认识,multiple-choice,Core,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,钟面上，时针指向8，分针指向12。这个时间是（ ）。,not-generated
hjb-primary-ds-v1-p1-186,P1,一年级下册,时间的初步认识,fill-in,Foundation,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,钟面上，时针指向8和9之间，分针指向6，这时是几时半？请用中文填写。,not-generated
hjb-primary-ds-v1-p1-187,P1,一年级下册,时间的初步认识,multiple-choice,Core,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个时间表示的是半时？,not-generated
hjb-primary-ds-v1-p1-188,P1,一年级下册,时间的初步认识,fill-in,Foundation,B_strong_recommended,time_clock,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小明上午7时起床，8时到校，11时半吃午饭。请按时间顺序排列这三件事：起床、到校、吃午饭。,not-generated
hjb-primary-ds-v1-p1-189,P1,一年级下册,时间的初步认识,multiple-choice,Core,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小丽每天下午4时半放学，下面哪个钟面表示的是放学时间？,not-generated
hjb-primary-ds-v1-p1-190,P1,一年级下册,时间的初步认识,fill-in,Foundation,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,钟面上，时针指向10和11之间，分针指向6，这时是几时半？请用中文填写。,not-generated
hjb-primary-ds-v1-p1-191,P1,一年级下册,时间的初步认识,multiple-choice,Core,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小明的钟面显示：时针指向8和9的中间，分针指向6。小明说：“现在是8时半。”他说得对吗？,not-generated
hjb-primary-ds-v1-p1-192,P1,一年级下册,时间的初步认识,fill-in,Foundation,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,看钟面：时针指向7，分针指向12。这个时间是____时。,not-generated
hjb-primary-ds-v1-p1-193,P1,一年级下册,时间的初步认识,multiple-choice,Core,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪件事最可能在上午9时半发生？,not-generated
hjb-primary-ds-v1-p1-194,P1,一年级下册,长度的比较与测量,fill-in,Foundation,A_required,counting_manipulatives,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,用铅笔测量课桌的长度，铅笔的一端对齐课桌的左端，另一端指向第8支铅笔的末尾。课桌的长度相当于____支铅笔的长度。,not-generated
hjb-primary-ds-v1-p1-195,P1,一年级下册,长度的比较与测量,multiple-choice,Core,A_required,measurement_ruler,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,比较两根绳子的长度，哪种方法最公平？,not-generated
hjb-primary-ds-v1-p1-196,P1,一年级下册,长度的比较与测量,fill-in,Foundation,A_required,counting_manipulatives,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小华用回形针测量铅笔的长度，用了8个回形针。小明用同样的回形针测量同一支铅笔，但他没有把回形针的一端和铅笔的一端对齐，结果用了9个回形针。谁测出的铅笔长度更准确？为什么？,not-generated
hjb-primary-ds-v1-p1-197,P1,一年级下册,长度的比较与测量,multiple-choice,Core,A_required,measurement_ruler,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪种比较长短的方法是正确的？,not-generated
hjb-primary-ds-v1-p1-198,P1,一年级下册,长度的比较与测量,fill-in,Foundation,A_required,measurement_ruler,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小丽用数学书的长边去量课桌的长边，量了4次正好量完。小丽说课桌的长边大约有4本数学书的长边那么长。她说的对吗？为什么？,not-generated
hjb-primary-ds-v1-p1-199,P1,一年级下册,长度的比较与测量,multiple-choice,Core,A_required,measurement_ruler,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,测量教室门的宽度，用下面哪种东西量最方便？,not-generated
hjb-primary-ds-v1-p1-200,P1,一年级下册,长度的比较与测量,fill-in,Foundation,A_required,measurement_ruler,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小东和小红都用拃（张开大拇指和中指两端的距离）测量同一张课桌的长边。小东量了5拃，小红量了6拃。谁的一拃更长？为什么？,not-generated
hjb-primary-ds-v1-p1-201,P1,一年级下册,长度的比较与测量,multiple-choice,Foundation,A_required,counting_manipulatives,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小华用回形针测量铅笔的长度，他把铅笔的一端对齐回形针的一端，数出铅笔的长度是8个回形针。小丽用同样的回形针测量同一支铅笔，但她没有对齐起点，结果数出铅笔的长度是9个回形针。谁测出的铅笔长度更准确？,not-generated
