"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v4-s5-483","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V4安全变式0983：选择：等差数列首项为 11，公差为 6，求第 7 项。","47 | 48 | 46 | 49","47","47","a_7=a_1+(7-1)d=11+6×6=47。","grade-pass-sample"
"hjb-high-ds-v4-s6-001","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Core","V4安全变式1001：选择：函数 f(x)=8x²+9，求 f'(15)。","248 | 232 | 256 | 240","240","240","f'(x)=16x，代入 x=15 得 16×15=240。","grade-pass-sample"
"hjb-high-ds-v4-s6-005","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Core","V4安全变式1005：填空：函数 f(x)=9x²+9，求 f'(7)。","","126","126","f'(x)=18x，代入 x=7 得 18×7=126。","grade-pass-sample"
"hjb-high-ds-v4-s6-008","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Exam","V4安全变式1008：填空：函数 f(x)=12x²+4，求 f'(6)。","","144","144","f'(x)=24x，代入 x=6 得 24×6=144。","grade-pass-sample"
"hjb-high-ds-v4-s6-016","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Exam","V4安全变式1016：选择：函数 f(x)=12x²+10，求 f'(10)。","252 | 228 | 264 | 240","240","240","f'(x)=24x，代入 x=10 得 24×10=240。","grade-pass-sample"
"hjb-high-ds-v4-s6-034","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Challenge","V4安全变式1034：选择：函数 f(x)=9x²+9，求 f'(7)。","135 | 117 | 144 | 126","126","126","f'(x)=18x，代入 x=7 得 18×7=126。","grade-pass-sample"
"hjb-high-ds-v4-s6-040","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Exam","V4安全变式1040：选择：函数 f(x)=8x²+2，求 f'(9)。","144 | 152 | 136 | 160","144","144","f'(x)=16x，代入 x=9 得 16×9=144。","grade-pass-sample"
"hjb-high-ds-v4-s6-042","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Challenge","V4安全变式1042：解答：函数 f(x)=2x²+6，求 f'(15)。","","60","60","f'(x)=4x，代入 x=15 得 4×15=60。","grade-pass-sample"
"hjb-high-ds-v4-s6-066","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Challenge","V4安全变式1066：解答：函数 f(x)=4x²+6，求 f'(18)。","","144","144","f'(x)=8x，代入 x=18 得 8×18=144。","grade-pass-sample"
"hjb-high-ds-v4-s6-078","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Challenge","V4安全变式1078：解答：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","66","66","组合数 C(12,2)=12×11/2=66。","grade-pass-sample"
"hjb-high-ds-v4-s6-108","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Exam","V4安全变式1108：解答：从 7 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","21","21","组合数 C(7,2)=7×6/2=21。","grade-pass-sample"
"hjb-high-ds-v4-s6-109","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Core","V4安全变式1109：选择：从 14 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","91 | 92 | 90 | 93","91","91","组合数 C(14,2)=14×13/2=91。","grade-pass-sample"
"hjb-high-ds-v4-s6-121","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Core","V4安全变式1121：选择：从 5 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","11 | 9 | 10 | 12","10","10","组合数 C(5,2)=5×4/2=10。","grade-pass-sample"
"hjb-high-ds-v4-s6-134","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Challenge","V4安全变式1134：填空：从 6 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","15","15","组合数 C(6,2)=6×5/2=15。","grade-pass-sample"
"hjb-high-ds-v4-s6-137","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Core","V4安全变式1137：填空：从 5 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","10","10","组合数 C(5,2)=5×4/2=10。","grade-pass-sample"
"hjb-high-ds-v4-s6-141","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Core","V4安全变式1141：解答：从 4 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","6","6","组合数 C(4,2)=4×3/2=6。","grade-pass-sample"
"hjb-high-ds-v4-s6-150","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Challenge","V4安全变式1150：解答：从 7 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","21","21","组合数 C(7,2)=7×6/2=21。","grade-pass-sample"
"hjb-high-ds-v4-s6-156","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Exam","V4安全变式1156：解答：若事件 A 有 2 种情况，且每种 A 情况下事件 B 有 17 种情况，则按分步计数共有多少种结果？","","34","34","分步计数原理：总数=2×17=34。","grade-pass-sample"
"hjb-high-ds-v4-s6-157","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Core","V4安全变式1157：选择：若事件 A 有 11 种情况，且每种 A 情况下事件 B 有 12 种情况，则按分步计数共有多少种结果？","143 | 121 | 154 | 132","132","132","分步计数原理：总数=11×12=132。","grade-pass-sample"
"hjb-high-ds-v4-s6-162","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Challenge","V4安全变式1162：解答：若事件 A 有 10 种情况，且每种 A 情况下事件 B 有 10 种情况，则按分步计数共有多少种结果？","","100","100","分步计数原理：总数=10×10=100。","grade-pass-sample"
"hjb-high-ds-v4-s6-171","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Foundation","V4安全变式1171：解答：若事件 A 有 10 种情况，且每种 A 情况下事件 B 有 14 种情况，则按分步计数共有多少种结果？","","140","140","分步计数原理：总数=10×14=140。","grade-pass-sample"
"hjb-high-ds-v4-s6-179","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Foundation","V4安全变式1179：填空：若事件 A 有 9 种情况，且每种 A 情况下事件 B 有 14 种情况，则按分步计数共有多少种结果？","","126","126","分步计数原理：总数=9×14=126。","grade-pass-sample"
"hjb-high-ds-v4-s6-187","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Foundation","V4安全变式1187：选择：若事件 A 有 5 种情况，且每种 A 情况下事件 B 有 7 种情况，则按分步计数共有多少种结果？","40 | 30 | 35 | 45","35","35","分步计数原理：总数=5×7=35。","grade-pass-sample"
"hjb-high-ds-v4-s6-191","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Foundation","V4安全变式1191：填空：若事件 A 有 7 种情况，且每种 A 情况下事件 B 有 20 种情况，则按分步计数共有多少种结果？","","140","140","分步计数原理：总数=7×20=140。","grade-pass-sample"
"hjb-high-ds-v4-s6-209","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Foundation","V4安全变式1209：填空：若事件 A 有 9 种情况，且每种 A 情况下事件 B 有 19 种情况，则按分步计数共有多少种结果？","","171","171","分步计数原理：总数=9×19=171。","grade-pass-sample"
"hjb-high-ds-v4-s6-240","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","V4安全变式1240：解答：一组数据为 2，4，6，求这组数据的平均数。","","4","4","三数等差，中间数就是平均数，所以平均数为 4。","grade-pass-sample"
"hjb-high-ds-v4-s6-253","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","V4安全变式1253：选择：一组数据为 6，12，18，求这组数据的平均数。","13 | 11 | 12 | 14","12","12","三数等差，中间数就是平均数，所以平均数为 12。","grade-pass-sample"
"hjb-high-ds-v4-s6-255","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","V4安全变式1255：解答：一组数据为 6，13，20，求这组数据的平均数。","","13","13","三数等差，中间数就是平均数，所以平均数为 13。","grade-pass-sample"
"hjb-high-ds-v4-s6-263","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","V4安全变式1263：填空：一组数据为 10，15，20，求这组数据的平均数。","","15","15","三数等差，中间数就是平均数，所以平均数为 15。","grade-pass-sample"
"hjb-high-ds-v4-s6-276","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","V4安全变式1276：解答：一组数据为 2，14，26，求这组数据的平均数。","","14","14","三数等差，中间数就是平均数，所以平均数为 14。","grade-pass-sample"
"hjb-high-ds-v4-s6-296","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","V4安全变式1296：填空：一组数据为 10，17，24，求这组数据的平均数。","","17","17","三数等差，中间数就是平均数，所以平均数为 17。","grade-pass-sample"
"hjb-high-ds-v4-s6-327","S6","选择性必修 第一册复习","平面直角坐标系中的直线","解析几何直线综合复习","short-answer","Core","V4安全变式1327：解答：直线经过点 (2,9) 和 (3,29)，求斜率。","","20","20","斜率=(29-9)/(3-2)=20。","grade-pass-sample"
"hjb-high-ds-v4-s6-344","S6","选择性必修 第一册复习","平面直角坐标系中的直线","解析几何直线综合复习","fill-in","Foundation","V4安全变式1344：填空：直线经过点 (12,9) 和 (13,16)，求斜率。","","7","7","斜率=(16-9)/(13-12)=7。","grade-pass-sample"
"hjb-high-ds-v4-s6-354","S6","选择性必修 第一册复习","圆锥曲线","圆锥曲线综合复习","short-answer","Core","V4安全变式1354：解答：椭圆 x²/324+y²/121=1 中，求 c²=a²-b² 的值。","","203","203","这里 a²=324，b²=121，所以 c²=324-121=203。","grade-pass-sample"
"hjb-high-ds-v4-s6-358","S6","选择性必修 第一册复习","圆锥曲线","圆锥曲线综合复习","multiple-choice","Challenge","V4安全变式1358：选择：椭圆 x²/576+y²/196=1 中，求 c²=a²-b² 的值。","380 | 390 | 370 | 400","380","380","这里 a²=576，b²=196，所以 c²=576-196=380。","grade-pass-sample"
"hjb-high-ds-v4-s6-390","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","multiple-choice","Core","V4安全变式1390：选择：空间向量 p=(6,17,5)，求 |p|²。","350 | 356 | 344 | 362","350","350","|p|²=6²+17²+5²=350。","grade-pass-sample"
"hjb-high-ds-v4-s6-399","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","fill-in","Core","V4安全变式1399：填空：空间向量 p=(3,13,2)，求 |p|²。","","182","182","|p|²=3²+13²+2²=182。","grade-pass-sample"
"hjb-high-ds-v4-s6-404","S6","跨册综合复习","跨册综合：函数与导数","函数、导数与不等式综合","multiple-choice","Foundation","V4安全变式1404：选择：已知 f(x)=11x+10，求 f(11)。","131 | 142 | 120 | 153","131","131","f(11)=11×11+10=131。","grade-pass-sample"
"hjb-high-ds-v4-s6-411","S6","跨册综合复习","跨册综合：函数与导数","函数、导数与不等式综合","fill-in","Core","V4安全变式1411：填空：已知 f(x)=7x+3，求 f(9)。","","66","66","f(9)=7×9+3=66。","grade-pass-sample"
"hjb-high-ds-v4-s6-417","S6","跨册综合复习","跨册综合：函数与导数","函数、导数与不等式综合","fill-in","Core","V4安全变式1417：填空：已知 f(x)=12x+7，求 f(20)。","","247","247","f(20)=12×20+7=247。","grade-pass-sample"
"hjb-high-ds-v4-s6-434","S6","跨册综合复习","跨册综合：三角向量解析几何","三角、向量与解析几何综合","multiple-choice","Core","V4安全变式1434：选择：在三角形 ABC 中，若 AB=11，AC=17，且 ∠A=60°，表达式 AB·AC 的值是多少？","198 | 176 | 209 | 187","187","187","AB·AC 只表示两边长度乘积，11×17=187。","grade-pass-sample"
"hjb-high-ds-v4-s6-439","S6","跨册综合复习","跨册综合：三角向量解析几何","三角、向量与解析几何综合","fill-in","Core","V4安全变式1439：填空：在三角形 ABC 中，若 AB=9，AC=7，且 ∠A=60°，表达式 AB·AC 的值是多少？","","63","63","AB·AC 只表示两边长度乘积，9×7=63。","grade-pass-sample"
"hjb-high-ds-v4-s6-442","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","multiple-choice","Core","V4安全变式1442：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 6 和 20，这两条棱围成的矩形面积是多少？","126 | 114 | 120 | 132","120","120","相邻垂直棱围成矩形，面积=6×20=120。","grade-pass-sample"
"hjb-high-ds-v4-s6-448","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","multiple-choice","Core","V4安全变式1448：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 4 和 5，这两条棱围成的矩形面积是多少？","20 | 24 | 16 | 28","20","20","相邻垂直棱围成矩形，面积=4×5=20。","grade-pass-sample"
"hjb-high-ds-v4-s6-449","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","fill-in","Core","V4安全变式1449：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 4，这两条棱围成的矩形面积是多少？","","32","32","相邻垂直棱围成矩形，面积=8×4=32。","grade-pass-sample"
"hjb-high-ds-v4-s6-456","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","multiple-choice","Core","V4安全变式1456：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 11 和 12，这两条棱围成的矩形面积是多少？","143 | 121 | 154 | 132","132","132","相邻垂直棱围成矩形，面积=11×12=132。","grade-pass-sample"
"hjb-high-ds-v4-s6-466","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","multiple-choice","Core","V4安全变式1466：选择：袋中有 6 个红球和 12 个蓝球，随机取出 1 个，取到红球的概率是多少？","6/18 | 12/18 | 7/18 | 6/19","6/18","6/18","总球数为 18，红球 6 个，所以概率为 6/18。","grade-pass-sample"
"hjb-high-ds-v4-s6-473","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","fill-in","Core","V4安全变式1473：填空：袋中有 12 个红球和 14 个蓝球，随机取出 1 个，取到红球的概率是多少？","","12/26","12/26","总球数为 26，红球 12 个，所以概率为 12/26。","grade-pass-sample"
"hjb-high-ds-v4-s6-486","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","V4安全变式1486：选择：等差数列首项为 10，公差为 9，求第 7 项。","65 | 63 | 64 | 66","64","64","a_7=a_1+(7-1)d=10+6×9=64。","grade-pass-sample"
"hjb-high-ds-v4-s6-491","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","V4安全变式1491：选择：等差数列首项为 7，公差为 11，求第 5 项。","52 | 50 | 51 | 53","51","51","a_5=a_1+(5-1)d=7+4×11=51。","grade-pass-sample"
"hjb-high-ds-v4-s6-494","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","V4安全变式1494：选择：等差数列首项为 9，公差为 1，求第 6 项。","15 | 14 | 13 | 16","14","14","a_6=a_1+(6-1)d=9+5×1=14。","grade-pass-sample"
