"id","grade","reviewer","mathQaStatus","terminologyQaStatus","sourceDistanceStatus","decision","p2IssueCodes","notes"
"hjb-high-ds-v4-s6-082","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v4-s6-093","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-100","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v4-s6-105","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-108","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v4-s6-114","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v4-s6-134","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v4-s6-148","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-150","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v4-s6-156","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v4-s6-162","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v4-s6-168","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v4-s6-169","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-176","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v4-s6-188","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-200","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v4-s6-204","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-208","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v4-s6-211","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-212","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-219","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-220","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-221","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-228","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-232","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-235","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v4-s6-241","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v4-s6-248","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-249","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-253","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v4-s6-264","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-273","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-283","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-307","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v4-s6-311","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-340","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-358","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v4-s6-360","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-373","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: challenge-exam-targeted-p2-sweep."
"hjb-high-ds-v4-s6-379","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-402","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-406","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-420","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-431","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-443","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-466","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v4-s6-470","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-473","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: mandatory-original-p2-recheck."
"hjb-high-ds-v4-s6-481","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
"hjb-high-ds-v4-s6-490","S6","S18/Codex manual re-review","pass","pass","pass","manual-re-review-pass","","Manual re-review pass after V4 P2 remediation. Review reason: fresh-150-sample-fill."
