"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v4-s5-048","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Exam","V4修复变式0548：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 5、10、6。求含有长为 5 的棱的两个相邻面的面积之和。","","80","80","两个相邻面的面积分别为 5×10 和 5×6，面积和为 5×10+5×6=80。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-052","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Exam","V4修复变式0552：选择：长方体中同一顶点出发的三条互相垂直棱长分别为 7、5、10。求含有长为 7 的棱的两个相邻面的面积之和。","104 | 107 | 105 | 106","105","105","两个相邻面的面积分别为 7×5 和 7×10，面积和为 7×5+7×10=105。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-054","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Challenge","V4修复变式0554：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 12、17、3。求含有长为 12 的棱的两个相邻面的面积之和。","","240","240","两个相邻面的面积分别为 12×17 和 12×3，面积和为 12×17+12×3=240。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-062","S5","必修 第三册","简单几何体","简单几何体","fill-in","Challenge","V4修复变式0562：填空：一个长方体的长、宽、高分别为 10、10、17；另一个长方体的长、宽、高分别为 11、9、17。求两个长方体体积之和。","","3383","3383","两个体积分别为 10×10×17 和 11×9×17，体积之和为 3383。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-064","S5","必修 第三册","简单几何体","简单几何体","multiple-choice","Exam","V4修复变式0564：选择：一个长方体的长、宽、高分别为 10、10、18；另一个长方体的长、宽、高分别为 11、9、18。求两个长方体体积之和。","3584 | 3582 | 3583 | 3581","3582","3582","两个体积分别为 10×10×18 和 11×9×18，体积之和为 3582。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-070","S5","必修 第三册","简单几何体","简单几何体","multiple-choice","Challenge","V4修复变式0570：选择：一个长方体的长、宽、高分别为 4、4、18；另一个长方体的长、宽、高分别为 5、3、18。求两个长方体体积之和。","557 | 560 | 558 | 559","558","558","两个体积分别为 4×4×18 和 5×3×18，体积之和为 558。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-072","S5","必修 第三册","简单几何体","简单几何体","short-answer","Exam","V4修复变式0572：解答：一个长方体的长、宽、高分别为 12、12、15；另一个长方体的长、宽、高分别为 13、11、15。求两个长方体体积之和。","","4305","4305","两个体积分别为 12×12×15 和 13×11×15，体积之和为 4305。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-084","S5","必修 第三册","简单几何体","简单几何体","short-answer","Exam","V4修复变式0584：解答：一个长方体的长、宽、高分别为 7、7、6；另一个长方体的长、宽、高分别为 8、6、6。求两个长方体体积之和。","","582","582","两个体积分别为 7×7×6 和 8×6×6，体积之和为 582。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-086","S5","必修 第三册","简单几何体","简单几何体","fill-in","Challenge","V4修复变式0586：填空：一个长方体的长、宽、高分别为 5、5、16；另一个长方体的长、宽、高分别为 6、4、16。求两个长方体体积之和。","","784","784","两个体积分别为 5×5×16 和 6×4×16，体积之和为 784。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-102","S5","必修 第三册","简单几何体","简单几何体","short-answer","Challenge","V4修复变式0602：解答：一个长方体的长、宽、高分别为 11、11、16；另一个长方体的长、宽、高分别为 12、10、16。求两个长方体体积之和。","","3856","3856","两个体积分别为 11×11×16 和 12×10×16，体积之和为 3856。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-128","S5","必修 第三册","概率初步","概率初步","fill-in","Exam","V4修复变式0628：填空：袋中有 2 个红球和 5 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","","1/21","1/21 | 2/42","不放回取两次都为红球的概率为 2/7×1/6=2/42=1/21。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-130","S5","必修 第三册","概率初步","概率初步","multiple-choice","Challenge","V4修复变式0630：选择：袋中有 11 个红球和 7 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","37/102 | 109/306 | 110/307 | 55/153","55/153","55/153 | 110/306","不放回取两次都为红球的概率为 11/18×10/17=110/306=55/153。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-132","S5","必修 第三册","概率初步","概率初步","short-answer","Exam","V4修复变式0632：解答：袋中有 11 个红球和 10 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","","11/42","11/42 | 110/420","不放回取两次都为红球的概率为 11/21×10/20=110/420=11/42。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-134","S5","必修 第三册","概率初步","概率初步","fill-in","Challenge","V4修复变式0634：填空：袋中有 2 个红球和 20 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","","1/231","1/231 | 2/462","不放回取两次都为红球的概率为 2/22×1/21=2/462=1/231。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-136","S5","必修 第三册","概率初步","概率初步","multiple-choice","Exam","V4修复变式0636：选择：袋中有 2 个红球和 18 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","2/381 | 1/190 | 3/380 | 1/380","1/190","1/190 | 2/380","不放回取两次都为红球的概率为 2/20×1/19=2/380=1/190。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-140","S5","必修 第三册","概率初步","概率初步","fill-in","Exam","V4修复变式0640：填空：袋中有 7 个红球和 11 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","","7/51","7/51 | 42/306","不放回取两次都为红球的概率为 7/18×6/17=42/306=7/51。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-150","S5","必修 第三册","概率初步","概率初步","short-answer","Challenge","V4修复变式0650：解答：袋中有 2 个红球和 14 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","","1/120","1/120 | 2/240","不放回取两次都为红球的概率为 2/16×1/15=2/240=1/120。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-156","S5","必修 第三册","概率初步","概率初步","short-answer","Exam","V4修复变式0656：解答：袋中有 12 个红球和 14 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","","66/325","66/325 | 132/650","不放回取两次都为红球的概率为 12/26×11/25=132/650=66/325。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-163","S5","必修 第三册","概率初步","概率初步","multiple-choice","Foundation","V4修复变式0663：选择：袋中有 3 个红球和 12 个蓝球，随机取出 1 个，取到红球的概率是多少？","4/15 | 2/15 | 3/16 | 1/5","1/5","1/5 | 3/15","总球数为 15，红球 3 个，所以概率为 3/15=1/5。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-172","S5","必修 第三册","统计","统计","multiple-choice","Exam","V4修复变式0672：选择：一组数据为 9，10，11，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","20 | 18 | 19 | 17","18","18","原平均数为 (9+10+11)/3=10。加入 x 后平均数为 10+2=12，所以 x=4×12-(9+10+11)=18。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-174","S5","必修 第三册","统计","统计","short-answer","Challenge","V4修复变式0674：解答：一组数据为 11，14，17，若再加入一个数 x 后，四个数平均数比原平均数大 1，求 x。","","18","18","原平均数为 (11+14+17)/3=14。加入 x 后平均数为 14+1=15，所以 x=4×15-(11+14+17)=18。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-178","S5","必修 第三册","统计","统计","multiple-choice","Challenge","V4修复变式0678：选择：一组数据为 8，14，20，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","23 | 21 | 24 | 22","22","22","原平均数为 (8+14+20)/3=14。加入 x 后平均数为 14+2=16，所以 x=4×16-(8+14+20)=22。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-184","S5","必修 第三册","统计","统计","multiple-choice","Exam","V4修复变式0684：选择：一组数据为 2，15，28，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","22 | 25 | 23 | 24","23","23","原平均数为 (2+15+28)/3=15。加入 x 后平均数为 15+2=17，所以 x=4×17-(2+15+28)=23。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-190","S5","必修 第三册","统计","统计","multiple-choice","Challenge","V4修复变式0690：选择：一组数据为 12，16，20，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","26 | 24 | 25 | 23","24","24","原平均数为 (12+16+20)/3=16。加入 x 后平均数为 16+2=18，所以 x=4×18-(12+16+20)=24。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-198","S5","必修 第三册","统计","统计","short-answer","Challenge","V4修复变式0698：解答：一组数据为 11，22，33，若再加入一个数 x 后，四个数平均数比原平均数大 1，求 x。","","26","26","原平均数为 (11+22+33)/3=22。加入 x 后平均数为 22+1=23，所以 x=4×23-(11+22+33)=26。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-200","S5","必修 第三册","统计","统计","fill-in","Exam","V4修复变式0700：填空：一组数据为 4，16，28，若再加入一个数 x 后，四个数平均数比原平均数大 3，求 x。","","28","28","原平均数为 (4+16+28)/3=16。加入 x 后平均数为 16+3=19，所以 x=4×19-(4+16+28)=28。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-202","S5","必修 第三册","统计","统计","multiple-choice","Challenge","V4修复变式0702：选择：一组数据为 9，18，27，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","27 | 25 | 28 | 26","26","26","原平均数为 (9+18+27)/3=18。加入 x 后平均数为 18+2=20，所以 x=4×20-(9+18+27)=26。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-205","S5","必修 第三册","统计","统计","multiple-choice","Challenge","V4修复变式0705：选择：一组数据为 6，12，18，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","20 | 21 | 19 | 22","20","20","原平均数为 (6+12+18)/3=12。加入 x 后平均数为 12+2=14，所以 x=4×14-(6+12+18)=20。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-208","S5","必修 第三册","统计","统计","multiple-choice","Challenge","V4修复变式0708：选择：一组数据为 12，25，38，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","35 | 33 | 34 | 32","33","33","原平均数为 (12+25+38)/3=25。加入 x 后平均数为 25+2=27，所以 x=4×27-(12+25+38)=33。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-214","S5","必修 第三册","统计","统计","multiple-choice","Challenge","V4修复变式0714：选择：一组数据为 7，10，13，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","17 | 20 | 18 | 19","18","18","原平均数为 (7+10+13)/3=10。加入 x 后平均数为 10+2=12，所以 x=4×12-(7+10+13)=18。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-217","S5","必修 第三册","统计","统计","multiple-choice","Challenge","V4修复变式0717：选择：一组数据为 2，12，22，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","22 | 20 | 21 | 19","20","20","原平均数为 (2+12+22)/3=12。加入 x 后平均数为 12+2=14，所以 x=4×14-(2+12+22)=20。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-228","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","short-answer","Core","V4修复变式0728：解答：直线经过点 (12,9) 和 (13,24)，求斜率。","","15","15","斜率=(24-9)/(13-12)=15。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-229","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","multiple-choice","Challenge","V4修复变式0729：选择：直线 l 经过点 (8,9) 和 (9,25)。直线 m 与 l 平行，且经过点 (0,6)。求直线 m 在 x=2 时的 y 坐标。","37 | 40 | 38 | 39","38","38","l 的斜率为 (25-9)/(9-8)=16。m 与 l 平行，斜率也为 16，且过 (0,6)，所以 x=2 时 y=16×2+6=38。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-250","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","multiple-choice","Challenge","V4修复变式0750：选择：直线 l 经过点 (9,7) 和 (10,20)。直线 m 与 l 平行，且经过点 (0,6)。求直线 m 在 x=2 时的 y 坐标。","31 | 34 | 32 | 33","32","32","l 的斜率为 (20-7)/(10-9)=13。m 与 l 平行，斜率也为 13，且过 (0,6)，所以 x=2 时 y=13×2+6=32。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-280","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","multiple-choice","Challenge","V4修复变式0780：选择：直线 l 经过点 (4,5) 和 (5,14)。直线 m 与 l 平行，且经过点 (0,1)。求直线 m 在 x=2 时的 y 坐标。","21 | 19 | 20 | 18","19","19","l 的斜率为 (14-5)/(5-4)=9。m 与 l 平行，斜率也为 9，且过 (0,1)，所以 x=2 时 y=9×2+1=19。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-285","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","short-answer","Core","V4修复变式0785：解答：直线经过点 (7,5) 和 (8,16)，求斜率。","","11","11","斜率=(16-5)/(8-7)=11。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-289","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","multiple-choice","Challenge","V4修复变式0789：选择：直线 l 经过点 (9,9) 和 (10,28)。直线 m 与 l 平行，且经过点 (0,3)。求直线 m 在 x=2 时的 y 坐标。","41 | 42 | 40 | 43","41","41","l 的斜率为 (28-9)/(10-9)=19。m 与 l 平行，斜率也为 19，且过 (0,3)，所以 x=2 时 y=19×2+3=41。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-297","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","short-answer","Core","V4修复变式0797：解答：椭圆 x²/324+y²/169=1 中，求 c²=a²-b² 的值。","","155","155","这里 a²=324，b²=169，所以 c²=324-169=155。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-301","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V4修复变式0801：选择：椭圆 x²/361+y²/289=1 的两个焦点为 F1，F2。求 |F1F2|²。","290 | 288 | 289 | 287","288","288","c²=361-289=72，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=288。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-322","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V4修复变式0822：选择：椭圆 x²/121+y²/81=1 的两个焦点为 F1，F2。求 |F1F2|²。","160 | 161 | 159 | 162","160","160","c²=121-81=40，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=160。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-328","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V4修复变式0828：选择：椭圆 x²/729+y²/324=1 的两个焦点为 F1，F2。求 |F1F2|²。","1619 | 1622 | 1620 | 1621","1620","1620","c²=729-324=405，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=1620。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-331","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V4修复变式0831：选择：椭圆 x²/256+y²/36=1 的两个焦点为 F1，F2。求 |F1F2|²。","880 | 881 | 879 | 882","880","880","c²=256-36=220，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=880。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-337","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V4修复变式0837：选择：椭圆 x²/729+y²/256=1 的两个焦点为 F1，F2。求 |F1F2|²。","1891 | 1894 | 1892 | 1893","1892","1892","c²=729-256=473，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=1892。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-341","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","V4修复变式0841：填空：椭圆 x²/529+y²/361=1 中，求 c²=a²-b² 的值。","","168","168","这里 a²=529，b²=361，所以 c²=529-361=168。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-344","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","V4修复变式0844：填空：椭圆 x²/196+y²/121=1 中，求 c²=a²-b² 的值。","","75","75","这里 a²=196，b²=121，所以 c²=196-121=75。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-358","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","V4修复变式0858：选择：椭圆 x²/784+y²/400=1 的两个焦点为 F1，F2。求 |F1F2|²。","1537 | 1535 | 1538 | 1536","1536","1536","c²=784-400=384，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=1536。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-361","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","V4修复变式0861：选择：空间向量 p=(8,10,7)，q=(1,1,1)，求 |p+q|²-|p|²。","54 | 52 | 55 | 53","53","53","|p+q|²-|p|²=2p·q+|q|²=2×(8+10+7)+3=53。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-365","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Foundation","V4修复变式0865：填空：空间向量 p=(2,11,2)，求 |p|²。","","129","129","|p|²=2²+11²+2²=129。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-370","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","V4修复变式0870：选择：空间向量 p=(6,20,3)，q=(1,1,1)，求 |p+q|²-|p|²。","63 | 61 | 62 | 60","61","61","|p+q|²-|p|²=2p·q+|q|²=2×(6+20+3)+3=61。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-371","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Foundation","V4修复变式0871：填空：空间向量 p=(9,6,2)，求 |p|²。","","121","121","|p|²=9²+6²+2²=121。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-388","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","V4修复变式0888：选择：空间向量 p=(4,6,4)，q=(1,1,1)，求 |p+q|²-|p|²。","31 | 32 | 30 | 33","31","31","|p+q|²-|p|²=2p·q+|q|²=2×(4+6+4)+3=31。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-400","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","V4修复变式0900：选择：空间向量 p=(9,18,12)，q=(1,1,1)，求 |p+q|²-|p|²。","82 | 80 | 83 | 81","81","81","|p+q|²-|p|²=2p·q+|q|²=2×(9+18+12)+3=81。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-406","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","V4修复变式0906：选择：空间向量 p=(11,5,13)，q=(1,1,1)，求 |p+q|²-|p|²。","63 | 61 | 62 | 60","61","61","|p+q|²-|p|²=2p·q+|q|²=2×(11+5+13)+3=61。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-407","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Foundation","V4修复变式0907：填空：空间向量 p=(10,8,8)，求 |p|²。","","228","228","|p|²=10²+8²+8²=228。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-420","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Core","V4修复变式0920：选择：空间向量 p=(12,14,10)，求 |p|²。","452 | 428 | 464 | 440","440","440","|p|²=12²+14²+10²=440。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-436","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V4修复变式0936：选择：等差数列首项为 9，公差为 4，求第 11 项。","49 | 50 | 48 | 51","49","49","a_11=a_1+(11-1)d=9+10×4=49。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-442","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V4修复变式0942：选择：等差数列首项为 7，公差为 8，求第 5 项。","40 | 38 | 41 | 39","39","39","a_5=a_1+(5-1)d=7+4×8=39。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-443","S5","选择性必修 第一册","数列","数列","fill-in","Core","V4修复变式0943：填空：等差数列首项为 9，公差为 7，求第 8 项。","","58","58","a_8=a_1+(8-1)d=9+7×7=58。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-447","S5","选择性必修 第一册","数列","数列","fill-in","Core","V4修复变式0947：填空：等差数列首项为 3，公差为 3，求第 13 项。","","39","39","a_13=a_1+(13-1)d=3+12×3=39。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-466","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V4修复变式0966：选择：等差数列首项为 9，公差为 13，求第 13 项。","166 | 165 | 164 | 167","165","165","a_13=a_1+(13-1)d=9+12×13=165。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-490","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V4修复变式0990：选择：等差数列首项为 6，公差为 5，求第 3 项。","16 | 17 | 15 | 18","16","16","a_3=a_1+(3-1)d=6+2×5=16。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-498","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","V4修复变式0998：选择：等差数列首项为 3，公差为 3，求第 11 项。","33 | 34 | 32 | 35","33","33","a_11=a_1+(11-1)d=3+10×3=33。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-003","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Foundation","V4修复变式1003：解答：函数 f(x)=10x²+5，求 f'(18)。","","360","360","f'(x)=20x，代入 x=18 得 20×18=360。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-008","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Exam","V4修复变式1008：填空：函数 f(x)=12x²+4，求曲线 y=f(x) 在 x=6 处切线的 y 轴截距。","","-428","-428","f'(6)=144，f(6)=436。切线方程为 y-436=144(x-6)，令 x=0，得 y=-428。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-016","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Exam","V4修复变式1016：选择：函数 f(x)=12x²+10，求曲线 y=f(x) 在 x=10 处切线的 y 轴截距。","-1188 | -1190 | -1189 | -1191","-1190","-1190","f'(10)=240，f(10)=1210。切线方程为 y-1210=240(x-10)，令 x=0，得 y=-1190。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-024","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Exam","V4修复变式1024：解答：函数 f(x)=7x²+12，求曲线 y=f(x) 在 x=20 处切线的 y 轴截距。","","-2788","-2788","f'(20)=280，f(20)=2812。切线方程为 y-2812=280(x-20)，令 x=0，得 y=-2788。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-034","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Challenge","V4修复变式1034：选择：函数 f(x)=9x²+9，求曲线 y=f(x) 在 x=7 处切线的 y 轴截距。","-430 | -432 | -431 | -433","-432","-432","f'(7)=126，f(7)=450。切线方程为 y-450=126(x-7)，令 x=0，得 y=-432。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-040","S6","选择性必修 第二册","导数及其运用","导数及其运用","multiple-choice","Exam","V4修复变式1040：选择：函数 f(x)=8x²+2，求曲线 y=f(x) 在 x=9 处切线的 y 轴截距。","-646 | -645 | -647 | -644","-646","-646","f'(9)=144，f(9)=650。切线方程为 y-650=144(x-9)，令 x=0，得 y=-646。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-042","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Challenge","V4修复变式1042：解答：函数 f(x)=2x²+6，求曲线 y=f(x) 在 x=15 处切线的 y 轴截距。","","-444","-444","f'(15)=60，f(15)=456。切线方程为 y-456=60(x-15)，令 x=0，得 y=-444。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-051","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Foundation","V4修复变式1051：解答：函数 f(x)=11x²+4，求 f'(18)。","","396","396","f'(x)=22x，代入 x=18 得 22×18=396。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-062","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Challenge","V4修复变式1062：填空：函数 f(x)=9x²+13，求曲线 y=f(x) 在 x=5 处切线的 y 轴截距。","","-212","-212","f'(5)=90，f(5)=238。切线方程为 y-238=90(x-5)，令 x=0，得 y=-212。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-066","S6","选择性必修 第二册","导数及其运用","导数及其运用","short-answer","Challenge","V4修复变式1066：解答：函数 f(x)=4x²+6，求曲线 y=f(x) 在 x=18 处切线的 y 轴截距。","","-1290","-1290","f'(18)=144，f(18)=1302。切线方程为 y-1302=144(x-18)，令 x=0，得 y=-1290。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-078","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Challenge","V4修复变式1078：解答：从 12 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","660","660","先选无序小组有 C(12,2)=66 种，再从余下 10 个元素中选观察员，所以共有 66×10=660 种。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-082","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Challenge","V4修复变式1082：选择：从 4 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","11 | 14 | 12 | 13","12","12","先选无序小组有 C(4,2)=6 种，再从余下 2 个元素中选观察员，所以共有 6×2=12 种。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s6-093","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Core","V4修复变式1093：解答：从 13 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","78","78","组合数 C(13,2)=13×12/2=78。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-100","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Exam","V4修复变式1100：选择：从 3 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","5 | 3 | 4 | 2","3","3","先选无序小组有 C(3,2)=3 种，再从余下 1 个元素中选观察员，所以共有 3×1=3 种。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s6-105","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Core","V4修复变式1105：解答：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？","","45","45","组合数 C(10,2)=10×9/2=45。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-108","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Exam","V4修复变式1108：解答：从 7 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","105","105","先选无序小组有 C(7,2)=21 种，再从余下 5 个元素中选观察员，所以共有 21×5=105 种。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-114","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Challenge","V4修复变式1114：解答：从 13 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","858","858","先选无序小组有 C(13,2)=78 种，再从余下 11 个元素中选观察员，所以共有 78×11=858 种。","challenge-exam-targeted-p2-sweep"
