id,grade,topicId,topicTitleZhHans,volume,chapter,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,reviewNotes
hjb-high-ds-v4-s4-057,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,short-answer,V4修复变式0057：解答：解不等式 x+3>9，并写出解集右端常数的值。,,6,6,两边同时减去 3，得 x>9-3=6，所以解集右端常数为 6。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration. S18 DeepSeek V4 Pro remediation 2026-05-27: prompt-clarification.
hjb-high-ds-v4-s4-058,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,multiple-choice,V4修复变式0058：选择：求不等式组 x+10>19，x≤15 的整数解个数。,8 | 6 | 7 | 5,6,6,由 x+10>19 得 x>9。又 x≤15，整数 x 为 10 到 15，共有 15-9=6 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-059,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,fill-in,V4修复变式0059：填空：解不等式 x+3>11，并写出解集右端常数的值。,,8,8,两边同时减去 3，得 x>11-3=8，所以解集右端常数为 8。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration. S18 DeepSeek V4 Pro remediation 2026-05-27: prompt-clarification.
hjb-high-ds-v4-s4-060,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,short-answer,V4修复变式0060：解答：求不等式组 x+7>6，x≤2 的整数解个数。,,3,3,由 x+7>6 得 x>-1。又 x≤2，整数 x 为 0 到 2，共有 2--1=3 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-061,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,multiple-choice,V4修复变式0061：选择：解不等式 x+3>14，并写出解集右端常数的值。,12 | 10 | 13 | 11,11,11,两边同时减去 3，得 x>14-3=11，所以解集右端常数为 11。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration. S18 DeepSeek V4 Pro remediation 2026-05-27: prompt-clarification.
hjb-high-ds-v4-s4-062,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,fill-in,V4修复变式0062：填空：求不等式组 x+11>20，x≤14 的整数解个数。,,5,5,由 x+11>20 得 x>9。又 x≤14，整数 x 为 10 到 14，共有 14-9=5 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-063,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,short-answer,V4修复变式0063：解答：解不等式 x+10>13，求 x 的取值范围右端常数 13-10 的值。,,3,3,两边同时减去 10，得 x>13-10=3。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-064,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,multiple-choice,V4修复变式0064：选择：求不等式组 x+4>20，x≤23 的整数解个数。,7 | 8 | 6 | 9,7,7,由 x+4>20 得 x>16。又 x≤23，整数 x 为 17 到 23，共有 23-16=7 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-065,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,fill-in,V4修复变式0065：填空：解不等式 x+8>11，求 x 的取值范围右端常数 11-8 的值。,,3,3,两边同时减去 8，得 x>11-8=3。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-066,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,short-answer,V4修复变式0066：解答：求不等式组 x+4>20，x≤20 的整数解个数。,,4,4,由 x+4>20 得 x>16。又 x≤20，整数 x 为 17 到 20，共有 20-16=4 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-067,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,multiple-choice,V4修复变式0067：选择：解不等式 x+7>18，求 x 的取值范围右端常数 18-7 的值。,12 | 11 | 10 | 13,11,11,两边同时减去 7，得 x>18-7=11。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-068,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,fill-in,V4修复变式0068：填空：求不等式组 x+10>8，x≤4 的整数解个数。,,6,6,由 x+10>8 得 x>-2。又 x≤4，整数 x 为 -1 到 4，共有 4--2=6 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-069,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,short-answer,V4修复变式0069：解答：解不等式 x+2>4，求 x 的取值范围右端常数 4-2 的值。,,2,2,两边同时减去 2，得 x>4-2=2。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-070,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,multiple-choice,V4修复变式0070：选择：求不等式组 x+7>11，x≤7 的整数解个数。,4 | 2 | 5 | 3,3,3,由 x+7>11 得 x>4。又 x≤7，整数 x 为 5 到 7，共有 7-4=3 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-071,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,fill-in,V4修复变式0071：填空：解不等式 x+11>6，求 x 的取值范围右端常数 6-11 的值。,,-5,-5,两边同时减去 11，得 x>6-11=-5。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-072,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,short-answer,V4修复变式0072：解答：求不等式组 x+4>14，x≤15 的整数解个数。,,5,5,由 x+4>14 得 x>10。又 x≤15，整数 x 为 11 到 15，共有 15-10=5 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-073,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,multiple-choice,V4修复变式0073：选择：解不等式 x+4>8，求 x 的取值范围右端常数 8-4 的值。,4 | 5 | 3 | 6,4,4,两边同时减去 4，得 x>8-4=4。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-074,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,fill-in,V4修复变式0074：填空：求不等式组 x+4>18，x≤21 的整数解个数。,,7,7,由 x+4>18 得 x>14。又 x≤21，整数 x 为 15 到 21，共有 21-14=7 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-075,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,short-answer,V4修复变式0075：解答：解不等式 x+12>20，求 x 的取值范围右端常数 20-12 的值。,,8,8,两边同时减去 12，得 x>20-12=8。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-076,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,multiple-choice,V4修复变式0076：选择：求不等式组 x+6>18，x≤16 的整数解个数。,6 | 4 | 5 | 3,4,4,由 x+6>18 得 x>12。又 x≤16，整数 x 为 13 到 16，共有 16-12=4 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-077,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,fill-in,V4修复变式0077：填空：解不等式 x+6>15，求 x 的取值范围右端常数 15-6 的值。,,9,9,两边同时减去 6，得 x>15-6=9。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-078,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,short-answer,V4修复变式0078：解答：求不等式组 x+12>10，x≤4 的整数解个数。,,6,6,由 x+12>10 得 x>-2。又 x≤4，整数 x 为 -1 到 4，共有 4--2=6 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-079,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,multiple-choice,V4修复变式0079：选择：解不等式 x+10>18，求 x 的取值范围右端常数 18-10 的值。,9 | 7 | 8 | 10,8,8,两边同时减去 10，得 x>18-10=8。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-080,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,fill-in,V4修复变式0080：填空：求不等式组 x+7>11，x≤7 的整数解个数。,,3,3,由 x+7>11 得 x>4。又 x≤7，整数 x 为 5 到 7，共有 7-4=3 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-081,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,short-answer,V4修复变式0081：解答：解不等式 x+2>12，并写出解集右端常数的值。,,10,10,两边同时减去 2，得 x>12-2=10，所以解集右端常数为 10。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration. S18 DeepSeek V4 Pro remediation 2026-05-27: prompt-clarification.
hjb-high-ds-v4-s4-082,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,multiple-choice,V4修复变式0082：选择：求不等式组 x+12>16，x≤9 的整数解个数。,5 | 6 | 4 | 7,5,5,由 x+12>16 得 x>4。又 x≤9，整数 x 为 5 到 9，共有 9-4=5 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-083,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,fill-in,V4修复变式0083：填空：解不等式 x+7>15，求 x 的取值范围右端常数 15-7 的值。,,8,8,两边同时减去 7，得 x>15-7=8。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-084,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,short-answer,V4修复变式0084：解答：求不等式组 x+11>19，x≤15 的整数解个数。,,7,7,由 x+11>19 得 x>8。又 x≤15，整数 x 为 9 到 15，共有 15-8=7 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-085,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,multiple-choice,V4修复变式0085：选择：解不等式 x+2>15，求 x 的取值范围右端常数 15-2 的值。,14 | 13 | 12 | 15,13,13,两边同时减去 2，得 x>15-2=13。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-086,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,fill-in,V4修复变式0086：填空：求不等式组 x+6>6，x≤4 的整数解个数。,,4,4,由 x+6>6 得 x>0。又 x≤4，整数 x 为 1 到 4，共有 4-0=4 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-087,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,short-answer,V4修复变式0087：解答：解不等式 x+11>13，求 x 的取值范围右端常数 13-11 的值。,,2,2,两边同时减去 11，得 x>13-11=2。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-088,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,multiple-choice,V4修复变式0088：选择：求不等式组 x+3>12，x≤15 的整数解个数。,5 | 8 | 6 | 7,6,6,由 x+3>12 得 x>9。又 x≤15，整数 x 为 10 到 15，共有 15-9=6 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-089,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,fill-in,V4修复变式0089：填空：解不等式 x+8>19，求 x 的取值范围右端常数 19-8 的值。,,11,11,两边同时减去 8，得 x>19-8=11。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-090,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,short-answer,V4修复变式0090：解答：求不等式组 x+11>8，x≤0 的整数解个数。,,3,3,由 x+11>8 得 x>-3。又 x≤0，整数 x 为 -2 到 0，共有 0--3=3 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-091,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,multiple-choice,V4修复变式0091：选择：解不等式 x+4>14，求 x 的取值范围右端常数 14-4 的值。,10 | 11 | 9 | 12,10,10,两边同时减去 4，得 x>14-4=10。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-092,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,fill-in,V4修复变式0092：填空：求不等式组 x+9>14，x≤10 的整数解个数。,,5,5,由 x+9>14 得 x>5。又 x≤10，整数 x 为 6 到 10，共有 10-5=5 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-093,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,short-answer,V4修复变式0093：解答：解不等式 x+10>12，求 x 的取值范围右端常数 12-10 的值。,,2,2,两边同时减去 10，得 x>12-10=2。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
