"questionId","grade","volume","chapter","type","difficulty","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"hjb-high-ds-v4-s4-423","S4","必修 第二册","平面向量","fill-in","Core","82","82","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-424","S4","必修 第二册","平面向量","multiple-choice","Challenge","220","220","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-425","S4","必修 第二册","平面向量","fill-in","Foundation","292","292","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-426","S4","必修 第二册","平面向量","multiple-choice","Core","47","47","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-427","S4","必修 第二册","平面向量","fill-in","Core","224","224","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-428","S4","必修 第二册","平面向量","multiple-choice","Core","68","68","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-429","S4","必修 第二册","平面向量","fill-in","Core","242","242","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-430","S4","必修 第二册","平面向量","multiple-choice","Core","140","140","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-431","S4","必修 第二册","平面向量","fill-in","Core","150","150","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-432","S4","必修 第二册","平面向量","multiple-choice","Core","108","108","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-433","S4","必修 第二册","平面向量","fill-in","Core","247","247","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-434","S4","必修 第二册","平面向量","multiple-choice","Core","178","178","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-435","S4","必修 第二册","平面向量","fill-in","Core","268","268","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-436","S4","必修 第二册","平面向量","multiple-choice","Core","141","141","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-437","S4","必修 第二册","平面向量","fill-in","Core","251","251","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-438","S4","必修 第二册","平面向量","multiple-choice","Core","332","332","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-439","S4","必修 第二册","复数","fill-in","Core","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-440","S4","必修 第二册","复数","multiple-choice","Core","23","23","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-441","S4","必修 第二册","复数","fill-in","Core","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-442","S4","必修 第二册","复数","multiple-choice","Core","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-443","S4","必修 第二册","复数","fill-in","Core","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-444","S4","必修 第二册","复数","multiple-choice","Core","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-445","S4","必修 第二册","复数","fill-in","Core","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-446","S4","必修 第二册","复数","multiple-choice","Core","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-447","S4","必修 第二册","复数","fill-in","Core","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-448","S4","必修 第二册","复数","multiple-choice","Core","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-449","S4","必修 第二册","复数","fill-in","Core","23","23","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-450","S4","必修 第二册","复数","multiple-choice","Core","23","23","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-451","S4","必修 第二册","复数","fill-in","Core","13","13","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-452","S4","必修 第二册","复数","multiple-choice","Core","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-453","S4","必修 第二册","复数","fill-in","Core","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-454","S4","必修 第二册","复数","multiple-choice","Core","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-455","S4","必修 第二册","复数","fill-in","Core","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-456","S4","必修 第二册","复数","multiple-choice","Core","12","12","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-457","S4","必修 第二册","复数","fill-in","Core","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-458","S4","必修 第二册","复数","multiple-choice","Core","23","23","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-459","S4","必修 第二册","复数","fill-in","Core","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-460","S4","必修 第二册","复数","multiple-choice","Core","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-461","S4","必修 第二册","复数","fill-in","Core","23","23","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-462","S4","必修 第二册","复数","multiple-choice","Core","7","7","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-463","S4","必修 第二册","复数","fill-in","Core","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-464","S4","必修 第二册","复数","multiple-choice","Core","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-465","S4","必修 第二册","复数","fill-in","Core","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-466","S4","必修 第二册","复数","multiple-choice","Core","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-467","S4","必修 第二册","复数","fill-in","Core","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-468","S4","必修 第二册","复数","multiple-choice","Core","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-469","S4","必修 第二册","复数","fill-in","Core","19","19","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-470","S4","必修 第二册","复数","multiple-choice","Core","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-471","S4","必修 第二册","复数","fill-in","Core","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-472","S4","必修 第二册","复数","multiple-choice","Core","22","22","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-473","S4","必修 第二册","复数","fill-in","Core","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-474","S4","必修 第二册","复数","multiple-choice","Core","29","29","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-475","S4","必修 第二册","复数","fill-in","Core","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-476","S4","必修 第二册","复数","multiple-choice","Core","11","11","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-477","S4","必修 第二册","复数","multiple-choice","Core","19","19","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-478","S4","必修 第二册","复数","multiple-choice","Core","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-479","S4","必修 第二册","复数","multiple-choice","Core","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-480","S4","必修 第二册","复数","multiple-choice","Core","29","29","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-481","S4","必修 第二册","复数","multiple-choice","Core","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-482","S4","必修 第二册","复数","multiple-choice","Core","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-483","S4","必修 第二册","复数","multiple-choice","Core","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-484","S4","必修 第二册","复数","multiple-choice","Core","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-485","S4","必修 第二册","复数","multiple-choice","Core","19","19","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-486","S4","必修 第二册","复数","multiple-choice","Core","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-487","S4","必修 第二册","复数","multiple-choice","Core","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-488","S4","必修 第二册","复数","multiple-choice","Core","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-489","S4","必修 第二册","复数","multiple-choice","Core","31","31","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-490","S4","必修 第二册","复数","multiple-choice","Core","22","22","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-491","S4","必修 第二册","复数","multiple-choice","Core","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-492","S4","必修 第二册","复数","multiple-choice","Core","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-493","S4","必修 第二册","复数","multiple-choice","Core","11","11","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-494","S4","必修 第二册","复数","multiple-choice","Core","29","29","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-495","S4","必修 第二册","复数","multiple-choice","Core","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-496","S4","必修 第二册","复数","multiple-choice","Core","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-497","S4","必修 第二册","复数","multiple-choice","Core","10","10","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-498","S4","必修 第二册","复数","multiple-choice","Core","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-499","S4","必修 第二册","复数","multiple-choice","Core","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s4-500","S4","必修 第二册","复数","multiple-choice","Core","11","11","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-001","S5","必修 第三册","空间直线与平面","multiple-choice","Core","85","85","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-002","S5","必修 第三册","空间直线与平面","fill-in","Challenge","66","66","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-003","S5","必修 第三册","空间直线与平面","short-answer","Foundation","136","136","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-004","S5","必修 第三册","空间直线与平面","multiple-choice","Exam","150","150","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-005","S5","必修 第三册","空间直线与平面","fill-in","Core","100","100","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-006","S5","必修 第三册","空间直线与平面","short-answer","Challenge","324","324","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-007","S5","必修 第三册","空间直线与平面","multiple-choice","Foundation","70","70","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-008","S5","必修 第三册","空间直线与平面","fill-in","Exam","56","56","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-009","S5","必修 第三册","空间直线与平面","short-answer","Core","140","140","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-010","S5","必修 第三册","空间直线与平面","multiple-choice","Challenge","42","42","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-011","S5","必修 第三册","空间直线与平面","fill-in","Foundation","51","51","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-012","S5","必修 第三册","空间直线与平面","short-answer","Exam","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-013","S5","必修 第三册","空间直线与平面","multiple-choice","Core","135","135","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-014","S5","必修 第三册","空间直线与平面","fill-in","Challenge","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-015","S5","必修 第三册","空间直线与平面","short-answer","Foundation","42","42","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-016","S5","必修 第三册","空间直线与平面","multiple-choice","Exam","112","112","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-017","S5","必修 第三册","空间直线与平面","fill-in","Core","90","90","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-018","S5","必修 第三册","空间直线与平面","short-answer","Challenge","100","100","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-019","S5","必修 第三册","空间直线与平面","multiple-choice","Foundation","45","45","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-020","S5","必修 第三册","空间直线与平面","fill-in","Exam","152","152","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-021","S5","必修 第三册","空间直线与平面","short-answer","Core","40","40","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-022","S5","必修 第三册","空间直线与平面","multiple-choice","Challenge","100","100","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-023","S5","必修 第三册","空间直线与平面","fill-in","Foundation","130","130","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-024","S5","必修 第三册","空间直线与平面","short-answer","Exam","126","126","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-025","S5","必修 第三册","空间直线与平面","multiple-choice","Core","44","44","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-026","S5","必修 第三册","空间直线与平面","fill-in","Challenge","133","133","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-027","S5","必修 第三册","空间直线与平面","short-answer","Foundation","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-028","S5","必修 第三册","空间直线与平面","multiple-choice","Exam","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-029","S5","必修 第三册","空间直线与平面","fill-in","Core","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-030","S5","必修 第三册","空间直线与平面","short-answer","Challenge","231","231","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-031","S5","必修 第三册","空间直线与平面","multiple-choice","Foundation","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-032","S5","必修 第三册","空间直线与平面","fill-in","Exam","120","120","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-033","S5","必修 第三册","空间直线与平面","short-answer","Core","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-034","S5","必修 第三册","空间直线与平面","multiple-choice","Challenge","184","184","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-035","S5","必修 第三册","空间直线与平面","fill-in","Foundation","100","100","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-036","S5","必修 第三册","空间直线与平面","short-answer","Exam","84","84","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-037","S5","必修 第三册","空间直线与平面","multiple-choice","Core","63","63","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-038","S5","必修 第三册","空间直线与平面","fill-in","Challenge","198","198","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-039","S5","必修 第三册","空间直线与平面","short-answer","Foundation","99","99","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-040","S5","必修 第三册","空间直线与平面","multiple-choice","Exam","48","48","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-041","S5","必修 第三册","空间直线与平面","fill-in","Core","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-042","S5","必修 第三册","空间直线与平面","short-answer","Challenge","210","210","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-043","S5","必修 第三册","空间直线与平面","multiple-choice","Foundation","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-044","S5","必修 第三册","空间直线与平面","fill-in","Exam","104","104","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-045","S5","必修 第三册","空间直线与平面","short-answer","Core","88","88","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-046","S5","必修 第三册","空间直线与平面","multiple-choice","Challenge","117","117","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-047","S5","必修 第三册","空间直线与平面","fill-in","Foundation","220","220","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-048","S5","必修 第三册","空间直线与平面","short-answer","Exam","80","80","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-049","S5","必修 第三册","空间直线与平面","multiple-choice","Core","102","102","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-050","S5","必修 第三册","空间直线与平面","fill-in","Challenge","95","95","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-051","S5","必修 第三册","空间直线与平面","short-answer","Foundation","40","40","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-052","S5","必修 第三册","空间直线与平面","multiple-choice","Exam","105","105","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-053","S5","必修 第三册","空间直线与平面","fill-in","Core","65","65","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-054","S5","必修 第三册","空间直线与平面","short-answer","Challenge","240","240","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-055","S5","必修 第三册","空间直线与平面","multiple-choice","Foundation","60","60","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-056","S5","必修 第三册","简单几何体","fill-in","Exam","2169","2169","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-057","S5","必修 第三册","简单几何体","short-answer","Core","2057","2057","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-058","S5","必修 第三册","简单几何体","multiple-choice","Challenge","539","539","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-059","S5","必修 第三册","简单几何体","fill-in","Foundation","450","450","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-060","S5","必修 第三册","简单几何体","short-answer","Exam","1610","1610","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-061","S5","必修 第三册","简单几何体","multiple-choice","Core","729","729","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-062","S5","必修 第三册","简单几何体","fill-in","Challenge","3383","3383","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-063","S5","必修 第三册","简单几何体","short-answer","Foundation","1573","1573","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-064","S5","必修 第三册","简单几何体","multiple-choice","Exam","3582","3582","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-065","S5","必修 第三册","简单几何体","fill-in","Core","252","252","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-066","S5","必修 第三册","简单几何体","short-answer","Challenge","102","102","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-067","S5","必修 第三册","简单几何体","multiple-choice","Foundation","980","980","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-068","S5","必修 第三册","简单几何体","fill-in","Exam","923","923","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-069","S5","必修 第三册","简单几何体","short-answer","Core","900","900","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-070","S5","必修 第三册","简单几何体","multiple-choice","Challenge","558","558","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-071","S5","必修 第三册","简单几何体","fill-in","Foundation","2736","2736","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-072","S5","必修 第三册","简单几何体","short-answer","Exam","4305","4305","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-073","S5","必修 第三册","简单几何体","multiple-choice","Core","28","28","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-074","S5","必修 第三册","简单几何体","fill-in","Challenge","1207","1207","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-075","S5","必修 第三册","简单几何体","short-answer","Foundation","1600","1600","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-076","S5","必修 第三册","简单几何体","multiple-choice","Exam","2159","2159","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-077","S5","必修 第三册","简单几何体","fill-in","Core","2160","2160","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-078","S5","必修 第三册","简单几何体","short-answer","Challenge","1261","1261","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-079","S5","必修 第三册","简单几何体","multiple-choice","Foundation","224","224","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-080","S5","必修 第三册","简单几何体","fill-in","Exam","279","279","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-081","S5","必修 第三册","简单几何体","short-answer","Core","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-082","S5","必修 第三册","简单几何体","multiple-choice","Challenge","1270","1270","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-083","S5","必修 第三册","简单几何体","fill-in","Foundation","125","125","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-084","S5","必修 第三册","简单几何体","short-answer","Exam","582","582","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-085","S5","必修 第三册","简单几何体","multiple-choice","Core","180","180","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-086","S5","必修 第三册","简单几何体","fill-in","Challenge","784","784","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-087","S5","必修 第三册","简单几何体","short-answer","Foundation","256","256","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-088","S5","必修 第三册","简单几何体","multiple-choice","Exam","589","589","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-089","S5","必修 第三册","简单几何体","fill-in","Core","1452","1452","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-090","S5","必修 第三册","简单几何体","short-answer","Challenge","1905","1905","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-091","S5","必修 第三册","简单几何体","multiple-choice","Foundation","162","162","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-092","S5","必修 第三册","简单几何体","fill-in","Exam","970","970","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-093","S5","必修 第三册","简单几何体","short-answer","Core","475","475","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-094","S5","必修 第三册","简单几何体","multiple-choice","Challenge","3059","3059","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-095","S5","必修 第三册","简单几何体","fill-in","Foundation","684","684","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-096","S5","必修 第三册","简单几何体","short-answer","Exam","465","465","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-097","S5","必修 第三册","简单几何体","multiple-choice","Core","810","810","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-098","S5","必修 第三册","简单几何体","fill-in","Challenge","2093","2093","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-099","S5","必修 第三册","简单几何体","short-answer","Foundation","208","208","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-100","S5","必修 第三册","简单几何体","multiple-choice","Exam","2189","2189","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-101","S5","必修 第三册","简单几何体","fill-in","Core","720","720","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-102","S5","必修 第三册","简单几何体","short-answer","Challenge","3856","3856","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-103","S5","必修 第三册","简单几何体","multiple-choice","Foundation","600","600","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-104","S5","必修 第三册","简单几何体","fill-in","Exam","465","465","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-105","S5","必修 第三册","简单几何体","short-answer","Core","1458","1458","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-106","S5","必修 第三册","简单几何体","multiple-choice","Challenge","5453","5453","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-107","S5","必修 第三册","简单几何体","fill-in","Foundation","1024","1024","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-108","S5","必修 第三册","简单几何体","short-answer","Exam","568","568","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-109","S5","必修 第三册","简单几何体","multiple-choice","Core","864","864","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-110","S5","必修 第三册","简单几何体","fill-in","Challenge","441","441","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-111","S5","必修 第三册","概率初步","short-answer","Foundation","5/9","5/9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-112","S5","必修 第三册","概率初步","multiple-choice","Exam","14/95","14/95 | 56/380","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-113","S5","必修 第三册","概率初步","fill-in","Core","5/16","5/16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v4-s5-114","S5","必修 第三册","概率初步","short-answer","Challenge","2/57","2/57 | 12/342","pass","none","","","Include in S18 pass-sample review before app integration."
