questionId,grade,volume,chapter,topicId,topicZh,questionType,difficulty,batch,promptZh,answer,illustrationTier,wideScopeCandidate,illustrationCategory,reusableTemplateKey,suggestedImageKind,exactMathLabelsNeeded,generationPriority,gptImage2Notes,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,topicOrder
hjb-high-ds-v2-s4-110,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v2,已知 \(2^a = 5^b = m\)，且 \(\frac{1}{a} + \frac{1}{b} = 2\)，则实数 \(m\) 的值为______。,\sqrt{10},P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-113,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v2,方程 \(\log_2 (x-1) + \log_2 (x+1) = 3\) 的解为 \(x =\) ______。,3,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-116,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Exam,hjb-v2,二轮变式0116：填空：已知 log_2(2^14)=m，求 m。,14,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-119,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Foundation,hjb-v2,若 \(\log_a \frac{2}{3} < 1\)，则实数 \(a\) 的取值范围是 ______。,"(0, \frac{2}{3}) \cup (1, +\infty)",P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-122,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v2,已知正实数 x 满足 log₂x + log₄x + log₈x = 11，则 x = ______。,64,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-125,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v2,若 3ᵃ = 4ᵇ = 36，则 1/a + 1/b = ______。,1/2,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-128,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Exam,hjb-v2,"已知 log₃2 = a，log₃7 = b，则 log₉56 用 a, b 表示为 ______。",(3a+b)/2,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-131,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Foundation,hjb-v2,计算：\(\sqrt[3]{(-8)^2} + \log_2 8 - \log_3 \frac{1}{9}\)。,9,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-134,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v2,若 \(\log_2 [\log_3 (\log_4 x)] = 0\)，则 \(x\) 的值为______。,64,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-137,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v2,二轮变式0137：填空：已知 log_2(2^3)=m，求 m。,3,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-140,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Exam,hjb-v2,方程 \(\log_2 (x-1) = 2 - \log_2 (x+1)\) 的解为______。,\sqrt{5},P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-143,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Foundation,hjb-v2,计算：log_2 3 · log_3 4 · log_4 5 · log_5 8 = ______。,3,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-146,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v2,若 log_a 2 < 1，则实数 a 的取值范围是______。,"(0, 1) ∪ (2, +∞)",P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-149,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v2,计算：\log_2 \frac{1}{25} \cdot \log_3 \frac{1}{8} \cdot \log_5 \frac{1}{9} = ______。,-12,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-101,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v3-remediated,V3修复变式0101：填空：已知 log_11(11^23)=m，求 m。,23,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-104,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Exam,hjb-v3-remediated,V3修复变式0104：填空：已知 log_10(10^17)=m，且 log_10(10^n)=m+3。求 m+n。,37,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-107,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Foundation,hjb-v3-remediated,V3修复变式0107：填空：已知 log_6(6^7)=m，求 m。,7,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-110,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v3-remediated,V3修复变式0110：填空：已知 log_2(2^10)=m，且 log_2(2^n)=m+3。求 m+n。,23,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-113,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v3-remediated,V3修复变式0113：填空：已知 log_6(6^8)=m，求 m。,8,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-116,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Exam,hjb-v3-remediated,V3修复变式0116：填空：已知 log_6(6^7)=m，且 log_6(6^n)=m+3。求 m+n。,17,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-119,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Foundation,hjb-v3-remediated,V3修复变式0119：填空：已知 log_8(8^11)=m，求 m。,11,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-122,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v3-remediated,V3修复变式0122：填空：已知 log_10(10^23)=m，且 log_10(10^n)=m+3。求 m+n。,49,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-125,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v3-remediated,V3修复变式0125：填空：已知 log_4(4^10)=m，求 m。,10,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-128,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Exam,hjb-v3-remediated,V3修复变式0128：填空：已知 log_4(4^12)=m，且 log_4(4^n)=m+3。求 m+n。,27,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-131,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Foundation,hjb-v3-remediated,V3修复变式0131：填空：已知 log_10(10^20)=m，求 m。,20,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-134,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v3-remediated,V3修复变式0134：填空：已知 log_2(2^12)=m，且 log_2(2^n)=m+3。求 m+n。,27,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-137,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v3-remediated,V3修复变式0137：填空：已知 log_2(2^9)=m，求 m。,9,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-140,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Exam,hjb-v3-remediated,V3修复变式0140：填空：已知 log_7(7^9)=m，且 log_7(7^n)=m+3。求 m+n。,21,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-143,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Foundation,hjb-v3-remediated,V3修复变式0143：填空：已知 log_7(7^10)=m，求 m。,10,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-146,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v3-remediated,V3修复变式0146：填空：已知 log_4(4^14)=m，且 log_4(4^n)=m+3。求 m+n。,31,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v3-s4-149,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v3-remediated,V3修复变式0149：填空：已知 log_9(9^15)=m，求 m。,15,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v4-s4-101,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v4-remediated,V4修复变式0101：填空：已知 log_11(11^23)=m，求 m。,23,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v4-s4-104,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Exam,hjb-v4-remediated,V4修复变式0104：填空：已知 log_10(10^17)=m，且 log_10(10^n)=m+3。求 m+n。,37,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,3
hjb-high-ds-v4-s4-107,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Foundation,hjb-v4-remediated,V4修复变式0107：填空：已知 log_6(6^7)=m，求 m。,7,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v4-s4-110,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v4-remediated,V4修复变式0110：填空：已知 log_2(2^10)=m，且 log_2(2^n)=m+3。求 m+n。,23,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,3
hjb-high-ds-v4-s4-113,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v4-remediated,V4修复变式0113：填空：已知 log_6(6^8)=m，求 m。,8,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v4-s4-116,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Exam,hjb-v4-remediated,V4修复变式0116：填空：已知 log_6(6^7)=m，且 log_6(6^n)=m+3。求 m+n。,17,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,3
hjb-high-ds-v4-s4-119,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Foundation,hjb-v4-remediated,V4修复变式0119：填空：已知 log_8(8^11)=m，求 m。,11,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v4-s4-122,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v4-remediated,V4修复变式0122：填空：已知 log_10(10^23)=m，且 log_10(10^n)=m+3。求 m+n。,49,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,3
hjb-high-ds-v4-s4-125,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v4-remediated,V4修复变式0125：填空：已知 log_4(4^10)=m，求 m。,10,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v4-s4-128,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Exam,hjb-v4-remediated,V4修复变式0128：填空：已知 log_4(4^12)=m，且 log_4(4^n)=m+3。求 m+n。,27,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,3
hjb-high-ds-v4-s4-131,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Foundation,hjb-v4-remediated,V4修复变式0131：填空：已知 log_10(10^20)=m，求 m。,20,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v4-s4-134,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v4-remediated,V4修复变式0134：填空：已知 log_2(2^12)=m，且 log_2(2^n)=m+3。求 m+n。,27,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,3
hjb-high-ds-v4-s4-137,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v4-remediated,V4修复变式0137：填空：已知 log_2(2^9)=m，求 m。,9,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v4-s4-140,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Exam,hjb-v4-remediated,V4修复变式0140：填空：已知 log_7(7^9)=m，且 log_7(7^n)=m+3。求 m+n。,21,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,3
hjb-high-ds-v4-s4-143,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Foundation,hjb-v4-remediated,V4修复变式0143：填空：已知 log_7(7^10)=m，求 m。,10,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v4-s4-146,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Challenge,hjb-v4-remediated,V4修复变式0146：填空：已知 log_4(4^14)=m，且 log_4(4^n)=m+3。求 m+n。,31,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,3
hjb-high-ds-v4-s4-149,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,fill-in,Core,hjb-v4-remediated,V4修复变式0149：填空：已知 log_9(9^15)=m，求 m。,15,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:fill-in,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-102,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Challenge,hjb-v1,变式0102：解答：已知 log_6(6^17)=m，求 m。,17,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-105,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Core,hjb-v1,变式0105：解答：已知 log_2(2^12)=m，求 m。,12,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
