questionId,curriculumTrack,batch,grade,topicId,type,storedAnswer,independentAnswer,status,severity,notes
bnu-junior-ds-v1-s1-320,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,short-answer,115°,115°,pass,none,OK
bnu-junior-ds-v1-s1-321,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,fill-in,70°,70°,pass,none,OK
bnu-junior-ds-v1-s1-322,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,multiple-choice,40°,40°,pass,none,OK
bnu-junior-ds-v1-s1-323,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,short-answer,100°,100°,pass,none,OK
bnu-junior-ds-v1-s1-324,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,fill-in,40°,40°,pass,none,OK
bnu-junior-ds-v1-s1-325,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,multiple-choice,15°,15°,pass,none,OK
bnu-junior-ds-v1-s1-326,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,short-answer,110°,110°,pass,none,OK
bnu-junior-ds-v1-s1-327,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,fill-in,95°,95°,pass,none,OK
bnu-junior-ds-v1-s1-328,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,multiple-choice,35°,35°,pass,none,OK
bnu-junior-ds-v1-s1-329,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,short-answer,115°,115°,pass,none,OK
bnu-junior-ds-v1-s1-330,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,fill-in,60°,60°,pass,none,OK
bnu-junior-ds-v1-s1-331,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,multiple-choice,140°,140°,pass,none,OK
bnu-junior-ds-v1-s1-332,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,short-answer,不平行,不平行,pass,none,OK
bnu-junior-ds-v1-s1-333,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,fill-in,100°,100°,pass,none,OK
bnu-junior-ds-v1-s1-334,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,multiple-choice,45°,45°,pass,none,OK
bnu-junior-ds-v1-s1-335,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,short-answer,不平行。因为∠AOD=90°，所以AB⊥CD。由∠BOM=40°得∠AOM=140°，而∠CON=85°，∠AOC=90°，故∠AON=5°，∠AOM与∠AON不相等，同位角不相等，所以AB与MN不平行。,不平行。因为∠AOD=90°，所以AB⊥CD。由∠BOM=40°得∠AOM=140°，而∠CON=85°，∠AOC=90°，故∠AON=5°，∠AOM与∠AON不相等，同位角不相等，所以AB与MN不平行。,pass,none,OK
bnu-junior-ds-v1-s1-336,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-intersecting-parallel-lines,fill-in,45°,45°,pass,none,OK
bnu-junior-ds-v1-s1-337,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,12,12,pass,none,OK
bnu-junior-ds-v1-s1-338,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,"4,5,6,7,8,9,10,11,12","4,5,6,7,8,9,10,11,12",pass,none,OK
bnu-junior-ds-v1-s1-339,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,8,8,pass,none,OK
bnu-junior-ds-v1-s1-340,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,9,9,pass,none,OK
bnu-junior-ds-v1-s1-341,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,70°,70°,pass,none,OK
bnu-junior-ds-v1-s1-342,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,5或8,5或8,pass,none,OK
bnu-junior-ds-v1-s1-343,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,"C. 5 cm, 6 cm, 10 cm","C. 5 cm, 6 cm, 10 cm",pass,none,OK
bnu-junior-ds-v1-s1-344,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,110°,110°,pass,none,OK
bnu-junior-ds-v1-s1-345,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,90,90,pass,none,OK
bnu-junior-ds-v1-s1-346,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,C. 100°,C. 100°,pass,none,OK
bnu-junior-ds-v1-s1-347,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,最大值为16，最小值为4,最大值为16，最小值为4,pass,none,OK
bnu-junior-ds-v1-s1-348,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,100,100,pass,none,OK
bnu-junior-ds-v1-s1-349,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,A. 锐角三角形,A. 锐角三角形,pass,none,OK
bnu-junior-ds-v1-s1-350,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,75°，锐角三角形,75°，锐角三角形,pass,none,OK
bnu-junior-ds-v1-s1-351,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,12,12,pass,none,OK
bnu-junior-ds-v1-s1-352,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,110°,110°,pass,none,OK
bnu-junior-ds-v1-s1-353,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,∠F=70°，BC=6 cm,∠F=70°，BC=6 cm,pass,none,OK
bnu-junior-ds-v1-s1-354,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,80°,80°,pass,none,OK
bnu-junior-ds-v1-s1-355,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,"5 cm, 6 cm, 10 cm","5 cm, 6 cm, 10 cm",pass,none,OK
bnu-junior-ds-v1-s1-356,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,90°,90°,pass,none,OK
bnu-junior-ds-v1-s1-357,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,32 cm,32 cm,pass,none,OK
bnu-junior-ds-v1-s1-358,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,锐角三角形,锐角三角形,pass,none,OK
bnu-junior-ds-v1-s1-359,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,70°,70°,pass,none,OK
bnu-junior-ds-v1-s1-360,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,110°,110°,pass,none,OK
bnu-junior-ds-v1-s1-361,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,5 cm 或 8 cm,5 cm 或 8 cm,pass,none,OK
bnu-junior-ds-v1-s1-362,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,70°,70°,pass,none,OK
bnu-junior-ds-v1-s1-363,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,6 cm,6 cm,pass,none,OK
bnu-junior-ds-v1-s1-364,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,5 cm，6 cm，10 cm,5 cm，6 cm，10 cm,pass,none,OK
bnu-junior-ds-v1-s1-365,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,70°,70°,pass,none,OK
bnu-junior-ds-v1-s1-366,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,70,70,pass,none,OK
bnu-junior-ds-v1-s1-367,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,5 cm,5 cm,pass,none,OK
bnu-junior-ds-v1-s1-368,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,80°,80°,pass,none,OK
bnu-junior-ds-v1-s1-369,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,4 cm,4 cm,pass,none,OK
bnu-junior-ds-v1-s1-370,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,110°,110°,pass,none,OK
bnu-junior-ds-v1-s1-371,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,"4,5,6,7,8,9,10,11,12","4,5,6,7,8,9,10,11,12",pass,none,OK
bnu-junior-ds-v1-s1-372,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,110,110,pass,none,OK
bnu-junior-ds-v1-s1-373,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,5 cm，7 cm，11 cm,5 cm，7 cm，11 cm,pass,none,OK
bnu-junior-ds-v1-s1-374,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,22,22,pass,none,OK
bnu-junior-ds-v1-s1-375,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,fill-in,锐角,锐角,pass,none,OK
bnu-junior-ds-v1-s1-376,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,multiple-choice,100°,100°,pass,none,OK
bnu-junior-ds-v1-s1-377,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-triangles,short-answer,DE=6 cm，∠E=60°,DE=6 cm，∠E=60°,pass,none,OK
bnu-junior-ds-v1-s1-378,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,Q=40-5t，自变量是t，因变量是Q,Q=40-5t，自变量是t，因变量是Q,pass,none,OK
bnu-junior-ds-v1-s1-379,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,y=2x+1,y=2x+1,pass,none,OK
bnu-junior-ds-v1-s1-380,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,200/3 米/分钟,200/3 米/分钟,pass,none,OK
bnu-junior-ds-v1-s1-381,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,（1）t，s；（2）30；（3）120-30t,（1）t，s；（2）30；（3）120-30t,pass,none,OK
bnu-junior-ds-v1-s1-382,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,B. 蜡烛每分钟燃烧 2 厘米,B. 蜡烛每分钟燃烧 2 厘米,pass,none,OK
bnu-junior-ds-v1-s1-383,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,（1）y=8+1.5(x-3)；（2）17元,（1）y=8+1.5(x-3)；（2）17元,pass,none,OK
bnu-junior-ds-v1-s1-384,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,9，4，36/a,9，4，36/a,pass,none,OK
bnu-junior-ds-v1-s1-385,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,B. y = 2x + 12,B. y = 2x + 12,pass,none,OK
bnu-junior-ds-v1-s1-386,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,y=7.2x；57.6元,y=7.2x；57.6元,pass,none,OK
bnu-junior-ds-v1-s1-387,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,（1）1/4，1/6；（2）(1/4-1/6)t；（3）6,（1）1/4，1/6；（2）(1/4-1/6)t；（3）6,pass,none,OK
bnu-junior-ds-v1-s1-388,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,"A. 一条从点 (0,40) 开始下降的直线，与 t 轴交于点 (8,0)","A. 一条从点 (0,40) 开始下降的直线，与 t 轴交于点 (8,0)",pass,none,OK
bnu-junior-ds-v1-s1-389,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,（1）s₁=4(t+2)，s₂=12t；（2）1小时，12千米,（1）s₁=4(t+2)，s₂=12t；（2）1小时，12千米,pass,none,OK
bnu-junior-ds-v1-s1-390,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,（1）67.5；（2）2.5×20+3.5(x-20),（1）67.5；（2）2.5×20+3.5(x-20),pass,none,OK
bnu-junior-ds-v1-s1-391,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,t 是自变量，s 是因变量，汽车的速度是 50 千米/小时,t 是自变量，s 是因变量，汽车的速度是 50 千米/小时,pass,none,OK
bnu-junior-ds-v1-s1-392,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,（1）y = 12 + 0.5x；（2）14,（1）y = 12 + 0.5x；（2）14,pass,none,OK
bnu-junior-ds-v1-s1-393,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,（1）增大；（2）不变；（3）1600,（1）增大；（2）不变；（3）1600,pass,none,OK
bnu-junior-ds-v1-s1-394,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,a 是自变量，b 是因变量，a 与 b 成反比例关系,a 是自变量，b 是因变量，a 与 b 成反比例关系,pass,none,OK
bnu-junior-ds-v1-s1-395,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,（1）y = 8 + 1.5(x - 3)；（2）18.5,（1）y = 8 + 1.5(x - 3)；（2）18.5,pass,none,OK
bnu-junior-ds-v1-s1-396,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,（1）时间 t，气温 T；（2）上升；（3）22,（1）时间 t，气温 T；（2）上升；（3）22,pass,none,OK
bnu-junior-ds-v1-s1-397,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,C 与 a 成正比例，S 与 a 不成正比例,C 与 a 成正比例，S 与 a 不成正比例,pass,none,OK
bnu-junior-ds-v1-s1-398,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,（1）y = 8x；（2）20,（1）y = 8x；（2）20,pass,none,OK
bnu-junior-ds-v1-s1-399,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,（1）0.6；（2）0.6t；（3）12,（1）0.6；（2）0.6t；（3）12,pass,none,OK
bnu-junior-ds-v1-s1-400,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,"图象是一条从点 (0,40) 开始逐渐下降的直线","图象是一条从点 (0,40) 开始逐渐下降的直线",pass,none,OK
bnu-junior-ds-v1-s1-401,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,"（1）自变量是行驶时间 t，因变量是剩余距离 s。
（2）s = 120 - 30t。
（3）4 小时后到达乙地。","（1）自变量是行驶时间 t，因变量是剩余距离 s。
（2）s = 120 - 30t。
（3）4 小时后到达乙地。",pass,none,OK
bnu-junior-ds-v1-s1-402,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,40,40,pass,none,OK
bnu-junior-ds-v1-s1-403,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,A. y = 20 - 0.6x,A. y = 20 - 0.6x,pass,none,OK
bnu-junior-ds-v1-s1-404,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,"（1）Q = 50 - 2t。
（2）26 立方米。","（1）Q = 50 - 2t。
（2）26 立方米。",pass,none,OK
bnu-junior-ds-v1-s1-405,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,15 + (5/3)(t - 8) 或 5/3 t + 5/3,15 + (5/3)(t - 8) 或 5/3 t + 5/3,pass,none,OK
bnu-junior-ds-v1-s1-406,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,A. 对于 x 的每一个值，y 都有唯一确定的值与之对应,A. 对于 x 的每一个值，y 都有唯一确定的值与之对应,pass,none,OK
bnu-junior-ds-v1-s1-407,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,"（1）y = 8 + 1.5(x - 3)。
（2）18.5 元。","（1）y = 8 + 1.5(x - 3)。
（2）18.5 元。",pass,none,OK
bnu-junior-ds-v1-s1-408,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,6,6,pass,none,OK
bnu-junior-ds-v1-s1-409,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,A. y = 10 + 0.5x,A. y = 10 + 0.5x,pass,none,OK
bnu-junior-ds-v1-s1-410,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,是固定的，每年增长 0.6 米。,是固定的，每年增长 0.6 米。,pass,none,OK
bnu-junior-ds-v1-s1-411,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,"（1）反映了时间 t 与路程 s 之间的关系；自变量是时间 t，因变量是路程 s。
（2）s = 90t
（3）450；6","（1）反映了时间 t 与路程 s 之间的关系；自变量是时间 t，因变量是路程 s。
（2）s = 90t
（3）450；6",pass,none,OK
bnu-junior-ds-v1-s1-412,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,行驶时间 t 是自变量，行驶路程 s 是因变量,行驶时间 t 是自变量，行驶路程 s 是因变量,pass,none,OK
bnu-junior-ds-v1-s1-413,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,"（1）反映了行驶时间t与离乙地距离s之间的关系；自变量是t，因变量是s。
（2）当t=2.5时，s=45 km。
（3）s=120-30t；当t=3.5时，s=120-30×3.5=15（km）>0，所以汽车还未到达乙地。","（1）反映了行驶时间t与离乙地距离s之间的关系；自变量是t，因变量是s。
（2）当t=2.5时，s=45 km。
（3）s=120-30t；当t=3.5时，s=120-30×3.5=15（km）>0，所以汽车还未到达乙地。",pass,none,OK
bnu-junior-ds-v1-s1-414,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,"（1）时间 t，剩余油量 y
（2）y = 40 - 6t
（3）6 h","（1）时间 t，剩余油量 y
（2）y = 40 - 6t
（3）6 h",pass,none,OK
bnu-junior-ds-v1-s1-415,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,行驶时间 t 是自变量，行驶路程 s 是因变量，且 s 与 t 之间的关系式为 s = 90t,行驶时间 t 是自变量，行驶路程 s 是因变量，且 s 与 t 之间的关系式为 s = 90t,pass,none,OK
bnu-junior-ds-v1-s1-416,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,short-answer,"（1）自变量是时间 t，因变量是剩余油量 y。
（2）y = 40 - 6t。
（3）10 升。","（1）自变量是时间 t，因变量是剩余油量 y。
（2）y = 40 - 6t。
（3）10 升。",pass,none,OK
bnu-junior-ds-v1-s1-417,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,fill-in,"（1）行驶路程 x 与剩余油量 y；自变量是行驶路程 x，因变量是剩余油量 y。
（2）33 升。
（3）t = 10y；最多还能行驶 250 千米。","（1）行驶路程 x 与剩余油量 y；自变量是行驶路程 x，因变量是剩余油量 y。
（2）33 升。
（3）t = 10y；最多还能行驶 250 千米。",pass,none,OK
bnu-junior-ds-v1-s1-418,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-variable-relationships,multiple-choice,y = 12 + 2x,y = 12 + 2x,pass,none,OK
bnu-junior-ds-v1-s1-419,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,short-answer,"(-3, 2)","(-3, 2)",pass,none,OK
bnu-junior-ds-v1-s1-420,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,fill-in,"(4,3)","(4,3)",pass,none,OK
bnu-junior-ds-v1-s1-421,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,multiple-choice,直线y=1,直线y=1,pass,none,OK
bnu-junior-ds-v1-s1-422,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,short-answer,关于x轴对称。因为点A和点B的横坐标相同，纵坐标互为相反数，所以它们关于x轴对称。,关于x轴对称。因为点A和点B的横坐标相同，纵坐标互为相反数，所以它们关于x轴对称。,pass,none,OK
bnu-junior-ds-v1-s1-423,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,fill-in,y = x - 1,y = x - 1,pass,none,OK
bnu-junior-ds-v1-s1-424,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,multiple-choice,"A'(4, 3)，B'(2, 3)","A'(4, 3)，B'(2, 3)",pass,none,OK
bnu-junior-ds-v1-s1-425,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,short-answer,"(6, 5)","(6, 5)",pass,none,OK
bnu-junior-ds-v1-s1-426,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,fill-in,"(2, -7)","(2, -7)",pass,none,OK
bnu-junior-ds-v1-s1-427,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,multiple-choice,直线 y = 2,直线 y = 2,pass,none,OK
bnu-junior-ds-v1-s1-428,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,short-answer,"(-3, -2)","(-3, -2)",pass,none,OK
bnu-junior-ds-v1-s1-429,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,fill-in,x=4,x=4,pass,none,OK
bnu-junior-ds-v1-s1-430,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,multiple-choice,点A与点B关于x轴对称,点A与点B关于x轴对称,pass,none,OK
bnu-junior-ds-v1-s1-431,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,short-answer,"A'(2, -5)，B'(2, 1)，长度相等，因为反射不改变线段的长度。","A'(2, -5)，B'(2, 1)，长度相等，因为反射不改变线段的长度。",pass,none,OK
bnu-junior-ds-v1-s1-432,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,fill-in,"(3, 2)","(3, 2)",pass,none,OK
bnu-junior-ds-v1-s1-433,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,multiple-choice,y = x - 1,y = x - 1,pass,none,OK
bnu-junior-ds-v1-s1-434,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,short-answer,"(6, 3)","(6, 3)",pass,none,OK
bnu-junior-ds-v1-s1-435,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,fill-in,y=2,y=2,pass,none,OK
bnu-junior-ds-v1-s1-436,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,multiple-choice,点 A 与点 B 关于 x 轴对称,点 A 与点 B 关于 x 轴对称,pass,none,OK
bnu-junior-ds-v1-s1-437,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,short-answer,2√5,2√5,pass,none,OK
bnu-junior-ds-v1-s1-438,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,fill-in,"(-2, -5)","(-2, -5)",pass,none,OK
bnu-junior-ds-v1-s1-439,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,multiple-choice,x = 4,x = 4,pass,none,OK
bnu-junior-ds-v1-s1-440,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,short-answer,10,10,pass,none,OK
bnu-junior-ds-v1-s1-441,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,fill-in,"(4, 5)","(4, 5)",pass,none,OK
bnu-junior-ds-v1-s1-442,MAINLAND_PEP_HIGH,bnu-junior-v1-1500,S1,bnu-junior-s1-lower-axis-symmetry,multiple-choice,"(6, -1)","(6, -1)",pass,none,OK
