batch,questionId,grade,topicId,type,difficulty,qualityScore,knowledgeMatchScore,solvabilityScore,overallScore,evidenceCardIds,examPatternCardIds,riskFlags,reviewRecommendation
seed-v1,pep-high-s5-sa-071,S5,pep-high-s5-space-vectors,short-answer,Exam,92,100,80,90.7,pep-high-space-vectors-solid-geometry|pep-high-solid-geometry-intro,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-072,S5,pep-high-s5-lines-circles,short-answer,Core,74,100,80,84.7,pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-073,S5,pep-high-s5-conics,short-answer,Exam,74,100,80,84.7,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-074,S5,pep-high-s5-sequences,short-answer,Exam,92,100,80,90.7,pep-high-sequences,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-075,S5,pep-high-s5-derivatives,short-answer,Exam,92,100,80,90.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-076,S5,pep-high-s5-space-vectors,short-answer,Exam,92,100,80,90.7,pep-high-space-vectors-solid-geometry|pep-high-solid-geometry-intro,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-077,S5,pep-high-s5-lines-circles,short-answer,Core,74,100,80,84.7,pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-078,S5,pep-high-s5-conics,short-answer,Exam,74,100,80,84.7,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-079,S5,pep-high-s5-sequences,short-answer,Exam,92,100,80,90.7,pep-high-sequences,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-080,S5,pep-high-s5-derivatives,short-answer,Exam,92,100,80,90.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-081,S5,pep-high-s5-space-vectors,short-answer,Exam,92,100,80,90.7,pep-high-space-vectors-solid-geometry|pep-high-solid-geometry-intro,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-082,S5,pep-high-s5-lines-circles,short-answer,Core,74,100,80,84.7,pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-083,S5,pep-high-s5-conics,short-answer,Exam,74,100,80,84.7,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-084,S5,pep-high-s5-sequences,short-answer,Exam,92,100,80,90.7,pep-high-sequences,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-085,S5,pep-high-s5-derivatives,short-answer,Exam,92,100,80,90.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-086,S5,pep-high-s5-space-vectors,short-answer,Exam,92,100,80,90.7,pep-high-space-vectors-solid-geometry|pep-high-solid-geometry-intro,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-087,S5,pep-high-s5-lines-circles,short-answer,Core,74,100,80,84.7,pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-088,S5,pep-high-s5-conics,short-answer,Exam,74,100,80,84.7,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-089,S5,pep-high-s5-sequences,short-answer,Exam,92,100,80,90.7,pep-high-sequences,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-090,S5,pep-high-s5-derivatives,short-answer,Exam,92,100,80,90.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-091,S5,pep-high-s5-space-vectors,short-answer,Exam,92,100,80,90.7,pep-high-space-vectors-solid-geometry|pep-high-solid-geometry-intro,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-092,S5,pep-high-s5-lines-circles,short-answer,Core,74,100,80,84.7,pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-093,S5,pep-high-s5-conics,short-answer,Exam,74,100,80,84.7,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-094,S5,pep-high-s5-sequences,short-answer,Exam,92,100,80,90.7,pep-high-sequences,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-095,S5,pep-high-s5-derivatives,short-answer,Exam,92,100,80,90.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-096,S5,pep-high-s5-space-vectors,short-answer,Exam,92,100,80,90.7,pep-high-space-vectors-solid-geometry|pep-high-solid-geometry-intro,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-097,S5,pep-high-s5-lines-circles,short-answer,Core,74,100,80,84.7,pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-098,S5,pep-high-s5-conics,short-answer,Exam,74,100,80,84.7,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-099,S5,pep-high-s5-sequences,short-answer,Exam,92,100,80,90.7,pep-high-sequences,,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
seed-v1,pep-high-s5-sa-100,S5,pep-high-s5-derivatives,short-answer,Exam,92,100,100,97.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-001,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-002,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-003,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-004,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-005,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-006,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-007,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-008,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-009,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-010,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-011,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-012,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-013,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-014,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-015,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-016,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-017,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-018,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-019,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-020,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-021,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-022,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-023,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-024,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-025,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-026,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-027,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-028,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-029,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-030,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-031,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-032,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-033,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-034,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-035,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-036,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-037,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-038,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-039,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-040,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-041,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-042,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-043,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-044,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-045,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-046,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-047,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-048,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-049,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-050,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-051,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-052,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-053,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-054,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-055,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-056,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-057,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-058,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-059,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-060,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-061,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-062,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-063,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-064,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-065,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-066,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-067,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-068,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-069,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-070,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-071,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-072,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-073,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-074,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-075,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-076,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-077,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-078,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-079,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-080,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-081,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-082,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-083,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-probability|pep-high-probability-event-operations,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-084,S6,pep-high-s6-exam-practice,multiple-choice,Exam,74,100,100,91.3,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-085,S6,pep-high-s6-counting,multiple-choice,Exam,74,100,100,91.3,pep-high-counting-principles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-086,S6,pep-high-s6-random-variables,multiple-choice,Exam,74,100,100,91.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-087,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,74,100,100,91.3,pep-high-bivariate-statistics,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-088,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
seed-v1,pep-high-s6-mc-089,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,74,100,100,91.3,pep-high-conic-sections|pep-high-lines-circles,,exact-prompt-duplicate|near-duplicate-template-cluster,sample-review
