sampleReason,questionId,grade,semester,type,difficulty,unitTitle,topicId,promptZhHans,optionsZhHans,answer,explanationZhHans,overallScore,languageScore,diversityScore,canonicalPromptCount,riskFlags
balanced-coverage,pep-primary-p4-l-sa-184,P4,lower,short-answer,Challenge,周长面积、平行与垂直,pep-primary-p4-lower-perimeter-area-lines,第184小组：一个长方形长9厘米、宽7厘米，周长是多少？,,32厘米,长方形周长=（长+宽）x2=(9+7)x2=32厘米。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p4-l-sa-200,P4,lower,short-answer,Challenge,周长面积、平行与垂直,pep-primary-p4-lower-perimeter-area-lines,第200小组：一个长方形长7厘米、宽4厘米，周长是多少？,,22厘米,长方形周长=（长+宽）x2=(7+4)x2=22厘米。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-mc-016,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第16小组：解方程：3x+7=16。x是多少？,9 | 3 | 4 | 2,3,先算16-7=9，再算9÷3=3。,91.5,60,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-mc-036,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第36小组：解方程：3x+4=13。x是多少？,9 | 3 | 4 | 2,3,先算13-4=9，再算9÷3=3。,91.5,60,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-mc-040,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第40小组：解方程：2x+7=13。x是多少？,6 | 3 | 4 | 2,3,先算13-7=6，再算6÷2=3。,91.5,60,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-mc-001,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第1小组：解方程：3x+7=22。x是多少？,5 | 6 | 4 | 15,5,先算22-7=15，再算15÷3=5。,93,60,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-mc-021,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第21小组：解方程：3x+4=19。x是多少？,5 | 6 | 4 | 15,5,先算19-4=15，再算15÷3=5。,93,60,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-mc-041,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第41小组：解方程：3x+10=25。x是多少？,5 | 6 | 4 | 15,5,先算25-10=15，再算15÷3=5。,93,60,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-fi-061,P5,upper,fill-in,Core,多边形面积,pep-primary-p5-upper-polygon-area,第61小组：一个三角形的底是7厘米，高是6厘米，面积是多少？,,21平方厘米,三角形面积=底x高÷2，7x6÷2=21平方厘米。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-fi-062,P5,upper,fill-in,Core,多边形面积,pep-primary-p5-upper-polygon-area,第62小组：一个三角形的底是8厘米，高是8厘米，面积是多少？,,32平方厘米,三角形面积=底x高÷2，8x8÷2=32平方厘米。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-fi-063,P5,upper,fill-in,Core,多边形面积,pep-primary-p5-upper-polygon-area,第63小组：一个三角形的底是9厘米，高是10厘米，面积是多少？,,45平方厘米,三角形面积=底x高÷2，9x10÷2=45平方厘米。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-fi-074,P5,upper,fill-in,Core,多边形面积,pep-primary-p5-upper-polygon-area,第74小组：一个三角形的底是10厘米，高是8厘米，面积是多少？,,40平方厘米,三角形面积=底x高÷2，10x8÷2=40平方厘米。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-fi-087,P5,upper,fill-in,Core,多边形面积,pep-primary-p5-upper-polygon-area,第87小组：一个三角形的底是13厘米，高是10厘米，面积是多少？,,65平方厘米,三角形面积=底x高÷2，13x10÷2=65平方厘米。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-u-fi-100,P5,upper,fill-in,Core,多边形面积,pep-primary-p5-upper-polygon-area,第100小组：一个三角形的底是6厘米，高是4厘米，面积是多少？,,12平方厘米,三角形面积=底x高÷2，6x4÷2=12平方厘米。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-fi-101,P5,lower,fill-in,Core,因数倍数与分数运算,pep-primary-p5-lower-factors-fractions,第101小组：计算：3/11+2/11=？,,5/11,分母相同，分子相加：5/11=5/11。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-fi-102,P5,lower,fill-in,Core,因数倍数与分数运算,pep-primary-p5-lower-factors-fractions,第102小组：计算：1/6+1/6=？,,1/3,分母相同，分子相加：2/6=1/3。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-fi-103,P5,lower,fill-in,Core,因数倍数与分数运算,pep-primary-p5-lower-factors-fractions,第103小组：计算：2/7+3/7=？,,5/7,分母相同，分子相加：5/7=5/7。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-fi-111,P5,lower,fill-in,Core,因数倍数与分数运算,pep-primary-p5-lower-factors-fractions,第111小组：计算：1/9+1/9=？,,2/9,分母相同，分子相加：2/9=2/9。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-fi-121,P5,lower,fill-in,Core,因数倍数与分数运算,pep-primary-p5-lower-factors-fractions,第121小组：计算：2/7+3/7=？,,5/7,分母相同，分子相加：5/7=5/7。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-fi-130,P5,lower,fill-in,Core,因数倍数与分数运算,pep-primary-p5-lower-factors-fractions,第130小组：计算：2/10+3/10=？,,1/2,分母相同，分子相加：5/10=1/2。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-sa-131,P5,lower,short-answer,Core,因数倍数与分数运算,pep-primary-p5-lower-factors-fractions,第131小组：计算：3/11+2/11=？,,5/11,分母相同，分子相加：5/11=5/11。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-sa-132,P5,lower,short-answer,Core,因数倍数与分数运算,pep-primary-p5-lower-factors-fractions,第132小组：计算：1/6+1/6=？,,1/3,分母相同，分子相加：2/6=1/3。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-sa-133,P5,lower,short-answer,Core,因数倍数与分数运算,pep-primary-p5-lower-factors-fractions,第133小组：计算：2/7+3/7=？,,5/7,分母相同，分子相加：5/7=5/7。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-sa-154,P5,lower,short-answer,Core,长方体正方体与数据,pep-primary-p5-lower-volume-data,第154小组：一个长方体长7厘米、宽5厘米、高4厘米，体积是多少？,,140立方厘米,长方体体积=长x宽x高，7x5x4=140立方厘米。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-sa-177,P5,lower,short-answer,Challenge,长方体正方体与数据,pep-primary-p5-lower-volume-data,第177小组：一个长方体长6厘米、宽6厘米、高5厘米，体积是多少？,,180立方厘米,长方体体积=长x宽x高，6x6x5=180立方厘米。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p5-l-sa-200,P5,lower,short-answer,Exam,长方体正方体与数据,pep-primary-p5-lower-volume-data,第200小组：一个长方体长5厘米、宽2厘米、高2厘米，体积是多少？,,20立方厘米,长方体体积=长x宽x高，5x2x2=20立方厘米。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-u-mc-002,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第2小组：100的25%是多少？,30 | 20 | 75 | 25,25,25%表示25/100，所以100x25/100=25。,93,60,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-u-mc-003,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第3小组：110的50%是多少？,50 | 56 | 55 | 60,55,50%表示50/100，所以110x50/100=55。,93,60,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-u-mc-004,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第4小组：120的10%是多少？,108 | 12 | 17 | 7,12,10%表示10/100，所以120x10/100=12。,93,60,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-u-mc-001,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第1小组：90的20%是多少？,18 | 23 | 13 | 72,18,20%表示20/100，所以90x20/100=18。,95,80,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-u-mc-021,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第21小组：170的20%是多少？,34 | 39 | 29 | 136,34,20%表示20/100，所以170x20/100=34。,93,60,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-u-mc-041,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第41小组：130的20%是多少？,26 | 31 | 21 | 104,26,20%表示20/100，所以130x20/100=26。,93,60,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-u-fi-061,P6,upper,fill-in,Core,位置与数据表达,pep-primary-p6-upper-coordinate-data,第61小组：点A的横坐标是2，纵坐标是0，请写出它的数对。,,"(2, 0)","数对按（横坐标，纵坐标）书写，所以A是(2, 0)。",98.6,100,86,19,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-u-fi-062,P6,upper,fill-in,Core,位置与数据表达,pep-primary-p6-upper-coordinate-data,第62小组：点A的横坐标是3，纵坐标是2，请写出它的数对。,,"(3, 2)","数对按（横坐标，纵坐标）书写，所以A是(3, 2)。",98.6,100,86,19,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-u-fi-067,P6,upper,fill-in,Core,位置与数据表达,pep-primary-p6-upper-coordinate-data,第67小组：点A的横坐标是1，纵坐标是0，请写出它的数对。,,"(1, 0)","数对按（横坐标，纵坐标）书写，所以A是(1, 0)。",98.6,100,86,19,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-u-fi-074,P6,upper,fill-in,Core,位置与数据表达,pep-primary-p6-upper-coordinate-data,第74小组：点A的横坐标是1，纵坐标是2，请写出它的数对。,,"(1, 2)","数对按（横坐标，纵坐标）书写，所以A是(1, 2)。",98.6,100,86,19,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-u-fi-087,P6,upper,fill-in,Core,位置与数据表达,pep-primary-p6-upper-coordinate-data,第87小组：点A的横坐标是0，纵坐标是-2，请写出它的数对。,,"(0, -2)","数对按（横坐标，纵坐标）书写，所以A是(0, -2)。",100,100,100,9,
balanced-coverage,pep-primary-p6-u-fi-100,P6,upper,fill-in,Core,位置与数据表达,pep-primary-p6-upper-coordinate-data,第100小组：点A的横坐标是-1，纵坐标是0，请写出它的数对。,,"(-1, 0)","数对按（横坐标，纵坐标）书写，所以A是(-1, 0)。",98.6,100,86,14,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-l-fi-101,P6,lower,fill-in,Core,比、比例与比例尺,pep-primary-p6-lower-ratio-proportion-scale,第101小组：把15升饮料按2:3分成两部分，较大的部分是多少升？,,9升,一共有5份，每份15÷5=3升，较大部分是3x3=9升。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-l-fi-102,P6,lower,fill-in,Core,比、比例与比例尺,pep-primary-p6-lower-ratio-proportion-scale,第102小组：把20升饮料按2:3分成两部分，较大的部分是多少升？,,12升,一共有5份，每份20÷5=4升，较大部分是3x4=12升。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-l-fi-103,P6,lower,fill-in,Core,比、比例与比例尺,pep-primary-p6-lower-ratio-proportion-scale,第103小组：把25升饮料按2:3分成两部分，较大的部分是多少升？,,15升,一共有5份，每份25÷5=5升，较大部分是3x5=15升。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-l-fi-111,P6,lower,fill-in,Core,比、比例与比例尺,pep-primary-p6-lower-ratio-proportion-scale,第111小组：把15升饮料按2:3分成两部分，较大的部分是多少升？,,9升,一共有5份，每份15÷5=3升，较大部分是3x3=9升。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-l-fi-121,P6,lower,fill-in,Core,比、比例与比例尺,pep-primary-p6-lower-ratio-proportion-scale,第121小组：把15升饮料按2:3分成两部分，较大的部分是多少升？,,9升,一共有5份，每份15÷5=3升，较大部分是3x3=9升。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-l-fi-130,P6,lower,fill-in,Core,比、比例与比例尺,pep-primary-p6-lower-ratio-proportion-scale,第130小组：把10升饮料按2:3分成两部分，较大的部分是多少升？,,6升,一共有5份，每份10÷5=2升，较大部分是3x2=6升。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-l-sa-156,P6,lower,short-answer,Core,负数与小学总复习,pep-primary-p6-lower-negative-review,第156小组：气温是-10°C，升高3°C后是多少摄氏度？,,-7°C,-10+3=-7，所以新的气温是-7°C。,95,80,70,42,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-l-sa-168,P6,lower,short-answer,Challenge,负数与小学总复习,pep-primary-p6-lower-negative-review,第168小组：气温是-10°C，升高3°C后是多少摄氏度？,,-7°C,-10+3=-7，所以新的气温是-7°C。,95,80,70,42,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-l-sa-180,P6,lower,short-answer,Challenge,负数与小学总复习,pep-primary-p6-lower-negative-review,第180小组：气温是-10°C，升高3°C后是多少摄氏度？,,-7°C,-10+3=-7，所以新的气温是-7°C。,95,80,70,42,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-l-sa-131,P6,lower,short-answer,Core,比、比例与比例尺,pep-primary-p6-lower-ratio-proportion-scale,第131小组：把15升饮料按2:3分成两部分，较大的部分是多少升？,,9升,一共有5份，每份15÷5=3升，较大部分是3x3=9升。,97,100,70,50,near-duplicate-template-cluster
balanced-coverage,pep-primary-p6-l-sa-154,P6,lower,short-answer,Core,负数与小学总复习,pep-primary-p6-lower-negative-review,第154小组：气温是0°C，升高7°C后是多少摄氏度？,,7°C,0+7=7，所以新的气温是7°C。,98.5,100,100,8,
balanced-coverage,pep-primary-p6-l-sa-177,P6,lower,short-answer,Challenge,负数与小学总复习,pep-primary-p6-lower-negative-review,第177小组：气温是-1°C，升高5°C后是多少摄氏度？,,4°C,-1+5=4，所以新的气温是4°C。,97,100,70,42,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p1-l-fi-104,P1,lower,fill-in,Foundation,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,第104小组：计算：58-20=？,,38,按位计算可得：58-20=38。,93.5,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p1-l-fi-105,P1,lower,fill-in,Foundation,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,第105小组：计算：65+7=？,,72,按位计算可得：65+7=72。,93.5,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p1-l-fi-106,P1,lower,fill-in,Foundation,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,第106小组：计算：72-12=？,,60,按位计算可得：72-12=60。,93.5,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p1-l-fi-107,P1,lower,fill-in,Foundation,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,第107小组：计算：79+17=？,,96,按位计算可得：79+17=96。,93.5,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p1-l-fi-108,P1,lower,fill-in,Foundation,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,第108小组：计算：36-4=？,,32,按位计算可得：36-4=32。,93.5,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p1-l-fi-109,P1,lower,fill-in,Foundation,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,第109小组：计算：43+9=？,,52,按位计算可得：43+9=52。,93.5,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p2-l-fi-115,P2,lower,fill-in,Foundation,表内除法与有余数除法,pep-primary-p2-lower-division-remainder,第115小组：把45个物品按每组5个分组，商和余数是多少？,,9,5x9+0=45，所以结果是9。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p2-l-fi-120,P2,lower,fill-in,Foundation,表内除法与有余数除法,pep-primary-p2-lower-division-remainder,第120小组：把15个物品按每组3个分组，商和余数是多少？,,5,3x5+0=15，所以结果是5。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p2-l-fi-126,P2,lower,fill-in,Core,表内除法与有余数除法,pep-primary-p2-lower-division-remainder,第126小组：把6个物品按每组2个分组，商和余数是多少？,,3,2x3+0=6，所以结果是3。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p2-l-fi-128,P2,lower,fill-in,Core,表内除法与有余数除法,pep-primary-p2-lower-division-remainder,第128小组：把28个物品按每组4个分组，商和余数是多少？,,7,4x7+0=28，所以结果是7。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p2-l-fi-140,P2,lower,fill-in,Core,表内除法与有余数除法,pep-primary-p2-lower-division-remainder,第140小组：把6个物品按每组2个分组，商和余数是多少？,,3,2x3+0=6，所以结果是3。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p2-l-fi-141,P2,lower,fill-in,Core,表内除法与有余数除法,pep-primary-p2-lower-division-remainder,第141小组：把15个物品按每组3个分组，商和余数是多少？,,5,3x5+0=15，所以结果是5。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p3-l-sa-155,P3,lower,short-answer,Core,统计表达与综合复习,pep-primary-p3-lower-statistics-review,第155小组：求7、9、11这三个数的平均数。,,9,平均数=(7+9+11)÷3=9。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p3-l-sa-160,P3,lower,short-answer,Core,统计表达与综合复习,pep-primary-p3-lower-statistics-review,第160小组：求4、6、8这三个数的平均数。,,6,平均数=(4+6+8)÷3=6。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p3-l-sa-161,P3,lower,short-answer,Core,统计表达与综合复习,pep-primary-p3-lower-statistics-review,第161小组：求5、7、9这三个数的平均数。,,7,平均数=(5+7+9)÷3=7。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p3-l-sa-162,P3,lower,short-answer,Core,统计表达与综合复习,pep-primary-p3-lower-statistics-review,第162小组：求6、8、10这三个数的平均数。,,8,平均数=(6+8+10)÷3=8。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p3-l-sa-163,P3,lower,short-answer,Core,统计表达与综合复习,pep-primary-p3-lower-statistics-review,第163小组：求7、9、11这三个数的平均数。,,9,平均数=(7+9+11)÷3=9。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p3-l-sa-168,P3,lower,short-answer,Core,统计表达与综合复习,pep-primary-p3-lower-statistics-review,第168小组：求4、6、8这三个数的平均数。,,6,平均数=(4+6+8)÷3=6。,93.5,80,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p4-l-fi-135,P4,lower,fill-in,Core,小数运算与平均数,pep-primary-p4-lower-decimals-average,第135小组：计算：1+2=？,,3,小数点对齐计算：1+2=3。,93.5,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p4-l-fi-144,P4,lower,fill-in,Core,小数运算与平均数,pep-primary-p4-lower-decimals-average,第144小组：计算：1+2=？,,3,小数点对齐计算：1+2=3。,93.5,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p4-l-fi-102,P4,lower,fill-in,Core,小数运算与平均数,pep-primary-p4-lower-decimals-average,第102小组：计算：1.3+2.6=？,,3.9,小数点对齐计算：1.3+2.6=3.9。,95,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p4-l-fi-103,P4,lower,fill-in,Core,小数运算与平均数,pep-primary-p4-lower-decimals-average,第103小组：计算：1.4+2.8=？,,4.2,小数点对齐计算：1.4+2.8=4.2。,95,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p4-l-fi-104,P4,lower,fill-in,Core,小数运算与平均数,pep-primary-p4-lower-decimals-average,第104小组：计算：1.5+2.1=？,,3.6,小数点对齐计算：1.5+2.1=3.6。,95,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p4-l-fi-105,P4,lower,fill-in,Core,小数运算与平均数,pep-primary-p4-lower-decimals-average,第105小组：计算：1.6+2.3=？,,3.9,小数点对齐计算：1.6+2.3=3.9。,95,80,70,100,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p5-u-mc-002,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第2小组：解方程：4x+10=38。x是多少？,8 | 6 | 28 | 7,7,先算38-10=28，再算28÷4=7。,93,60,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p5-u-mc-003,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第3小组：解方程：5x+4=49。x是多少？,8 | 45 | 9 | 10,9,先算49-4=45，再算45÷5=9。,93,60,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p5-u-mc-004,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第4小组：解方程：6x+7=25。x是多少？,18 | 3 | 4 | 2,3,先算25-7=18，再算18÷6=3。,93,60,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p5-u-mc-005,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第5小组：解方程：2x+10=20。x是多少？,5 | 6 | 4 | 10,5,先算20-10=10，再算10÷2=5。,93,60,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p5-u-mc-006,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第6小组：解方程：3x+4=25。x是多少？,8 | 6 | 21 | 7,7,先算25-4=21，再算21÷3=7。,93,60,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p5-u-mc-007,P5,upper,multiple-choice,Foundation,小数乘除与简易方程,pep-primary-p5-upper-decimals-equations,第7小组：解方程：4x+7=43。x是多少？,8 | 36 | 9 | 10,9,先算43-7=36，再算36÷4=9。,93,60,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p6-u-mc-005,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第5小组：130的20%是多少？,26 | 31 | 21 | 104,26,20%表示20/100，所以130x20/100=26。,93,60,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p6-u-mc-006,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第6小组：140的25%是多少？,40 | 30 | 105 | 35,35,25%表示25/100，所以140x25/100=35。,93,60,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p6-u-mc-007,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第7小组：150的50%是多少？,70 | 76 | 75 | 80,75,50%表示50/100，所以150x50/100=75。,93,60,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p6-u-mc-008,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第8小组：160的10%是多少？,144 | 16 | 21 | 11,16,10%表示10/100，所以160x10/100=16。,93,60,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p6-u-mc-009,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第9小组：170的20%是多少？,34 | 39 | 29 | 136,34,20%表示20/100，所以170x20/100=34。,93,60,70,50,near-duplicate-template-cluster
risk-weighted-add-on,pep-primary-p6-u-mc-010,P6,upper,multiple-choice,Foundation,分数运算与百分数,pep-primary-p6-upper-percent-fractions,第10小组：180的25%是多少？,50 | 40 | 135 | 45,45,25%表示25/100，所以180x25/100=45。,93,60,70,50,near-duplicate-template-cluster
