questionId,curriculumTrack,batch,grade,topicId,type,storedAnswer,independentAnswer,status,severity,notes
pep-high-s5-sa-097,MAINLAND_PEP_HIGH,seed-v1,S5,pep-high-s5-lines-circles,short-answer,4,4,pass,none,OK
pep-high-s5-sa-098,MAINLAND_PEP_HIGH,seed-v1,S5,pep-high-s5-conics,short-answer,3,3,pass,none,OK
pep-high-s5-sa-099,MAINLAND_PEP_HIGH,seed-v1,S5,pep-high-s5-sequences,short-answer,209,209,pass,none,OK
pep-high-s5-sa-100,MAINLAND_PEP_HIGH,seed-v1,S5,pep-high-s5-derivatives,short-answer,0,0,pass,none,OK
pep-high-s6-mc-001,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-002,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,4,4,pass,none,OK
pep-high-s6-mc-003,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,20,20,pass,none,OK
pep-high-s6-mc-004,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,11,11,pass,none,OK
pep-high-s6-mc-005,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,8,8,pass,none,OK
pep-high-s6-mc-006,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s6-mc-007,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,192,192,pass,none,OK
pep-high-s6-mc-008,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-009,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,3,3,pass,none,OK
pep-high-s6-mc-010,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,18,18,pass,none,OK
pep-high-s6-mc-011,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,5,5,pass,none,OK
pep-high-s6-mc-012,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,16,16,pass,none,OK
pep-high-s6-mc-013,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,4/7,4/7,pass,none,OK
pep-high-s6-mc-014,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,108,108,pass,none,OK
pep-high-s6-mc-015,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-016,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,2,2,pass,none,OK
pep-high-s6-mc-017,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,9,9,pass,none,OK
pep-high-s6-mc-018,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,6,6,pass,none,OK
pep-high-s6-mc-019,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,14,14,pass,none,OK
pep-high-s6-mc-020,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,4/11,4/11,pass,none,OK
pep-high-s6-mc-021,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,48,48,pass,none,OK
pep-high-s6-mc-022,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-023,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,6,6,pass,none,OK
pep-high-s6-mc-024,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,7,7,pass,none,OK
pep-high-s6-mc-025,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,7,7,pass,none,OK
pep-high-s6-mc-026,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,12,12,pass,none,OK
pep-high-s6-mc-027,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,2/5,2/5,pass,none,OK
pep-high-s6-mc-028,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,432,432,pass,none,OK
pep-high-s6-mc-029,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-030,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,5,5,pass,none,OK
pep-high-s6-mc-031,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,23,23,pass,none,OK
pep-high-s6-mc-032,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,1,1,pass,none,OK
pep-high-s6-mc-033,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,10,10,pass,none,OK
pep-high-s6-mc-034,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,4/9,4/9,pass,none,OK
pep-high-s6-mc-035,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,300,300,pass,none,OK
pep-high-s6-mc-036,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-037,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,4,4,pass,none,OK
pep-high-s6-mc-038,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,21,21,pass,none,OK
pep-high-s6-mc-039,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,12,12,pass,none,OK
pep-high-s6-mc-040,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,8,8,pass,none,OK
pep-high-s6-mc-041,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s6-mc-042,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,192,192,pass,none,OK
pep-high-s6-mc-043,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-044,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,3,3,pass,none,OK
pep-high-s6-mc-045,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,12,12,pass,none,OK
pep-high-s6-mc-046,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,6,6,pass,none,OK
pep-high-s6-mc-047,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,16,16,pass,none,OK
pep-high-s6-mc-048,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,4/7,4/7,pass,none,OK
pep-high-s6-mc-049,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,108,108,pass,none,OK
pep-high-s6-mc-050,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-051,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,2,2,pass,none,OK
pep-high-s6-mc-052,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,10,10,pass,none,OK
pep-high-s6-mc-053,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,7,7,pass,none,OK
pep-high-s6-mc-054,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,14,14,pass,none,OK
pep-high-s6-mc-055,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,4/11,4/11,pass,none,OK
pep-high-s6-mc-056,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,48,48,pass,none,OK
pep-high-s6-mc-057,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-058,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,6,6,pass,none,OK
pep-high-s6-mc-059,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,8,8,pass,none,OK
pep-high-s6-mc-060,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,1,1,pass,none,OK
pep-high-s6-mc-061,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,12,12,pass,none,OK
pep-high-s6-mc-062,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,2/5,2/5,pass,none,OK
pep-high-s6-mc-063,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,432,432,pass,none,OK
pep-high-s6-mc-064,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-065,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,5,5,pass,none,OK
pep-high-s6-mc-066,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,24,24,pass,none,OK
pep-high-s6-mc-067,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,2,2,pass,none,OK
pep-high-s6-mc-068,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,10,10,pass,none,OK
pep-high-s6-mc-069,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,4/9,4/9,pass,none,OK
pep-high-s6-mc-070,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,300,300,pass,none,OK
pep-high-s6-mc-071,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-072,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,4,4,pass,none,OK
pep-high-s6-mc-073,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,22,22,pass,none,OK
pep-high-s6-mc-074,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,13,13,pass,none,OK
pep-high-s6-mc-075,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,8,8,pass,none,OK
pep-high-s6-mc-076,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s6-mc-077,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,192,192,pass,none,OK
pep-high-s6-mc-078,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-079,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,3,3,pass,none,OK
pep-high-s6-mc-080,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,13,13,pass,none,OK
pep-high-s6-mc-081,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,7,7,pass,none,OK
pep-high-s6-mc-082,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,16,16,pass,none,OK
pep-high-s6-mc-083,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,4/7,4/7,pass,none,OK
pep-high-s6-mc-084,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,108,108,pass,none,OK
pep-high-s6-mc-085,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-086,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,2,2,pass,none,OK
pep-high-s6-mc-087,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,11,11,pass,none,OK
pep-high-s6-mc-088,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,8,8,pass,none,OK
pep-high-s6-mc-089,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,14,14,pass,none,OK
pep-high-s6-mc-090,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,4/11,4/11,pass,none,OK
pep-high-s6-mc-091,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,48,48,pass,none,OK
pep-high-s6-mc-092,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-093,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,6,6,pass,none,OK
pep-high-s6-mc-094,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,multiple-choice,2,2,pass,none,OK
pep-high-s6-mc-095,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,multiple-choice,2,2,pass,none,OK
pep-high-s6-mc-096,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,12,12,pass,none,OK
pep-high-s6-mc-097,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,2/5,2/5,pass,none,OK
pep-high-s6-mc-098,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,multiple-choice,432,432,pass,none,OK
pep-high-s6-mc-099,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,multiple-choice,15,15,pass,none,OK
pep-high-s6-mc-100,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,multiple-choice,5,5,pass,none,OK
pep-high-s6-fi-001,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-002,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,4,4,pass,none,OK
pep-high-s6-fi-003,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,20,20,pass,none,OK
pep-high-s6-fi-004,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,11,11,pass,none,OK
pep-high-s6-fi-005,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,0,0,pass,none,OK
pep-high-s6-fi-006,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,1/2,1/2,pass,none,OK
pep-high-s6-fi-007,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,192,192,pass,none,OK
pep-high-s6-fi-008,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-009,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,3,3,pass,none,OK
pep-high-s6-fi-010,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,18,18,pass,none,OK
pep-high-s6-fi-011,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,5,5,pass,none,OK
pep-high-s6-fi-012,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,48,48,pass,none,OK
pep-high-s6-fi-013,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,4/7,4/7,pass,none,OK
pep-high-s6-fi-014,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,108,108,pass,none,OK
pep-high-s6-fi-015,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-016,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,2,2,pass,none,OK
pep-high-s6-fi-017,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,9,9,pass,none,OK
pep-high-s6-fi-018,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,6,6,pass,none,OK
pep-high-s6-fi-019,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,33,33,pass,none,OK
pep-high-s6-fi-020,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,4/11,4/11,pass,none,OK
pep-high-s6-fi-021,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,48,48,pass,none,OK
pep-high-s6-fi-022,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-023,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,6,6,pass,none,OK
pep-high-s6-fi-024,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,7,7,pass,none,OK
pep-high-s6-fi-025,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,7,7,pass,none,OK
pep-high-s6-fi-026,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,20,20,pass,none,OK
pep-high-s6-fi-027,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,2/5,2/5,pass,none,OK
pep-high-s6-fi-028,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,432,432,pass,none,OK
pep-high-s6-fi-029,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-030,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,5,5,pass,none,OK
pep-high-s6-fi-031,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,23,23,pass,none,OK
pep-high-s6-fi-032,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,1,1,pass,none,OK
pep-high-s6-fi-033,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,9,9,pass,none,OK
pep-high-s6-fi-034,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,4/9,4/9,pass,none,OK
pep-high-s6-fi-035,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,300,300,pass,none,OK
pep-high-s6-fi-036,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-037,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,4,4,pass,none,OK
pep-high-s6-fi-038,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,21,21,pass,none,OK
pep-high-s6-fi-039,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,12,12,pass,none,OK
pep-high-s6-fi-040,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,0,0,pass,none,OK
pep-high-s6-fi-041,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,1/2,1/2,pass,none,OK
pep-high-s6-fi-042,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,192,192,pass,none,OK
pep-high-s6-fi-043,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-044,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,3,3,pass,none,OK
pep-high-s6-fi-045,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,12,12,pass,none,OK
pep-high-s6-fi-046,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,6,6,pass,none,OK
pep-high-s6-fi-047,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,48,48,pass,none,OK
pep-high-s6-fi-048,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,4/7,4/7,pass,none,OK
pep-high-s6-fi-049,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,108,108,pass,none,OK
pep-high-s6-fi-050,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-051,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,2,2,pass,none,OK
pep-high-s6-fi-052,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,10,10,pass,none,OK
pep-high-s6-fi-053,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,7,7,pass,none,OK
pep-high-s6-fi-054,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,33,33,pass,none,OK
pep-high-s6-fi-055,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,4/11,4/11,pass,none,OK
pep-high-s6-fi-056,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,48,48,pass,none,OK
pep-high-s6-fi-057,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-058,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,6,6,pass,none,OK
pep-high-s6-fi-059,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,8,8,pass,none,OK
pep-high-s6-fi-060,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,1,1,pass,none,OK
pep-high-s6-fi-061,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,20,20,pass,none,OK
pep-high-s6-fi-062,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,2/5,2/5,pass,none,OK
pep-high-s6-fi-063,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,432,432,pass,none,OK
pep-high-s6-fi-064,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-065,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,5,5,pass,none,OK
pep-high-s6-fi-066,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,24,24,pass,none,OK
pep-high-s6-fi-067,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,2,2,pass,none,OK
pep-high-s6-fi-068,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,9,9,pass,none,OK
pep-high-s6-fi-069,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,4/9,4/9,pass,none,OK
pep-high-s6-fi-070,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,300,300,pass,none,OK
pep-high-s6-fi-071,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-072,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,4,4,pass,none,OK
pep-high-s6-fi-073,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,22,22,pass,none,OK
pep-high-s6-fi-074,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,13,13,pass,none,OK
pep-high-s6-fi-075,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,0,0,pass,none,OK
pep-high-s6-fi-076,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,1/2,1/2,pass,none,OK
pep-high-s6-fi-077,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,192,192,pass,none,OK
pep-high-s6-fi-078,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-079,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,3,3,pass,none,OK
pep-high-s6-fi-080,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,13,13,pass,none,OK
pep-high-s6-fi-081,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,7,7,pass,none,OK
pep-high-s6-fi-082,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,48,48,pass,none,OK
pep-high-s6-fi-083,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-probability-statistics-synthesis,fill-in,4/7,4/7,pass,none,OK
pep-high-s6-fi-084,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-exam-practice,fill-in,108,108,pass,none,OK
pep-high-s6-fi-085,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-counting,fill-in,30,30,pass,none,OK
pep-high-s6-fi-086,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-random-variables,fill-in,2,2,pass,none,OK
pep-high-s6-fi-087,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-bivariate-data,fill-in,11,11,pass,none,OK
pep-high-s6-fi-088,MAINLAND_PEP_HIGH,seed-v1,S6,pep-high-s6-derivative-synthesis,fill-in,8,8,pass,none,OK
