id,bank,grade,type,gradeAppropriate,solvable,answerCorrect,display,notes
hjb-primary-ds-v1-p5-109,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-110,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-111,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-112,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-113,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-114,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-115,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-116,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-117,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-118,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-119,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-120,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-121,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-122,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-123,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-124,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-125,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-126,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-127,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-128,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-129,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-130,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-131,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-132,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-133,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-134,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-135,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-136,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-137,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-138,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-139,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-140,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-141,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-142,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-143,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-144,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-145,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-146,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-147,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-148,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-149,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-150,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-151,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-152,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-153,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-154,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-155,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-156,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-157,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-158,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-159,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-161,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-164,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-166,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-167,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,alias reviewed-ok (intentional dual form) | HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-168,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-170,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-171,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-173,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-174,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-175,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-176,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-177,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-179,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-180,MAINLAND/MAINLAND_HJB,P5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-181,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-182,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-183,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-184,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-185,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-186,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-187,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-188,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-189,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-190,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-191,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-192,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-193,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-194,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-195,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-196,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-197,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-198,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-199,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-200,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-201,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-202,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-203,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-204,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-205,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-206,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-207,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-208,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-209,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-210,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-211,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-212,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-213,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-214,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-215,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-216,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-217,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-218,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-219,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-220,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-221,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-222,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-223,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-224,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-225,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-226,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-227,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-228,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-229,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-230,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-231,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-232,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-233,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-234,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-235,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-236,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-237,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-238,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-239,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-240,MAINLAND/MAINLAND_HJB,P5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-241,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-242,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-243,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-244,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-245,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-246,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-247,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-248,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-249,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p5-250,MAINLAND/MAINLAND_HJB,P5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-001,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-002,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-003,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-004,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-005,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-006,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-007,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-008,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-009,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-010,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-011,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-012,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-013,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-014,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-015,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-016,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-017,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-018,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-019,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-020,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-021,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-022,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-023,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-024,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-025,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-026,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-027,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-029,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-030,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-031,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-032,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,warn,fail-en,grader-mixed-number-hole | grader-mixed-number-hole | HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-033,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-035,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-036,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-037,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-038,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-039,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-040,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-041,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-042,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-044,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-045,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-046,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-047,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-048,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-049,MAINLAND/MAINLAND_HJB,P6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-050,MAINLAND/MAINLAND_HJB,P6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-primary-ds-v1-p6-051,MAINLAND/MAINLAND_HJB,P6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
