questionId,curriculumTrack,batch,grade,topicId,type,storedAnswer,independentAnswer,status,severity,notes
pep-high-s4-rag4-fi-013,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,11,11,pass,none,OK
pep-high-s4-rag4-fi-014,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,10,10,pass,none,OK
pep-high-s4-rag4-fi-015,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,10,10,pass,none,OK
pep-high-s4-rag4-fi-016,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,9,9,pass,none,OK
pep-high-s4-rag4-fi-017,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,9,9,pass,none,OK
pep-high-s4-rag4-fi-018,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-019,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,-2,-2,pass,none,OK
pep-high-s4-rag4-fi-020,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-021,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,10,10,pass,none,OK
pep-high-s4-rag4-fi-022,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,3,3,pass,none,OK
pep-high-s4-rag4-fi-023,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,-2,-2,pass,none,OK
pep-high-s4-rag4-fi-024,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,2,2,pass,none,OK
pep-high-s4-rag4-fi-025,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-026,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,7,7,pass,none,OK
pep-high-s4-rag4-fi-027,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,7,7,pass,none,OK
pep-high-s4-rag4-fi-028,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,2,2,pass,none,OK
pep-high-s4-rag4-fi-029,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,-1,-1,pass,none,OK
pep-high-s4-rag4-fi-030,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,-2,-2,pass,none,OK
pep-high-s4-rag4-fi-031,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,11,11,pass,none,OK
pep-high-s4-rag4-fi-032,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-033,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,-1,-1,pass,none,OK
pep-high-s4-rag4-fi-034,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,fill-in,3,3,pass,none,OK
pep-high-s4-rag4-fi-035,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-10,-10,pass,none,OK
pep-high-s4-rag4-fi-036,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-8,-8,pass,none,OK
pep-high-s4-rag4-fi-037,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-6,-6,pass,none,OK
pep-high-s4-rag4-fi-038,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-4,-4,pass,none,OK
pep-high-s4-rag4-fi-039,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-2,-2,pass,none,OK
pep-high-s4-rag4-fi-040,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-10,-10,pass,none,OK
pep-high-s4-rag4-fi-041,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-8,-8,pass,none,OK
pep-high-s4-rag4-fi-042,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-6,-6,pass,none,OK
pep-high-s4-rag4-fi-043,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-4,-4,pass,none,OK
pep-high-s4-rag4-fi-044,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-2,-2,pass,none,OK
pep-high-s4-rag4-fi-045,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-10,-10,pass,none,OK
pep-high-s4-rag4-fi-046,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-8,-8,pass,none,OK
pep-high-s4-rag4-fi-047,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-6,-6,pass,none,OK
pep-high-s4-rag4-fi-048,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-4,-4,pass,none,OK
pep-high-s4-rag4-fi-049,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-2,-2,pass,none,OK
pep-high-s4-rag4-fi-050,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-10,-10,pass,none,OK
pep-high-s4-rag4-fi-051,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,fill-in,-8,-8,pass,none,OK
pep-high-s4-rag4-fi-052,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-053,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,3,3,pass,none,OK
pep-high-s4-rag4-fi-054,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,2,2,pass,none,OK
pep-high-s4-rag4-fi-055,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,6,6,pass,none,OK
pep-high-s4-rag4-fi-056,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,5,5,pass,none,OK
pep-high-s4-rag4-fi-057,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-058,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,3,3,pass,none,OK
pep-high-s4-rag4-fi-059,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,2,2,pass,none,OK
pep-high-s4-rag4-fi-060,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,6,6,pass,none,OK
pep-high-s4-rag4-fi-061,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,5,5,pass,none,OK
pep-high-s4-rag4-fi-062,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-063,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,3,3,pass,none,OK
pep-high-s4-rag4-fi-064,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,2,2,pass,none,OK
pep-high-s4-rag4-fi-065,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,6,6,pass,none,OK
pep-high-s4-rag4-fi-066,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,5,5,pass,none,OK
pep-high-s4-rag4-fi-067,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-068,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,fill-in,3,3,pass,none,OK
pep-high-s4-rag4-fi-069,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-070,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-071,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-072,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-073,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-074,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-075,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-076,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-077,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-078,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-079,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-080,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-081,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-082,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-083,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-084,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-085,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-086,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,23,23,pass,none,OK
pep-high-s4-rag4-fi-087,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,47,47,pass,none,OK
pep-high-s4-rag4-fi-088,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,44,44,pass,none,OK
pep-high-s4-rag4-fi-089,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,27,27,pass,none,OK
pep-high-s4-rag4-fi-090,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,28,28,pass,none,OK
pep-high-s4-rag4-fi-091,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,15,15,pass,none,OK
pep-high-s4-rag4-fi-092,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,55,55,pass,none,OK
pep-high-s4-rag4-fi-093,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,36,36,pass,none,OK
pep-high-s4-rag4-fi-094,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,35,35,pass,none,OK
pep-high-s4-rag4-fi-095,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,20,20,pass,none,OK
pep-high-s4-rag4-fi-096,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,23,23,pass,none,OK
pep-high-s4-rag4-fi-097,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,47,47,pass,none,OK
pep-high-s4-rag4-fi-098,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,44,44,pass,none,OK
pep-high-s4-rag4-fi-099,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,27,27,pass,none,OK
pep-high-s4-rag4-fi-100,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,28,28,pass,none,OK
pep-high-s4-rag4-fi-101,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,fill-in,15,15,pass,none,OK
pep-high-s4-rag4-fi-102,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,0,0,pass,none,OK
pep-high-s4-rag4-fi-103,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-104,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,3,3,pass,none,OK
pep-high-s4-rag4-fi-105,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,2,2,pass,none,OK
pep-high-s4-rag4-fi-106,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-107,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,0,0,pass,none,OK
pep-high-s4-rag4-fi-108,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-109,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,3,3,pass,none,OK
pep-high-s4-rag4-fi-110,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,2,2,pass,none,OK
pep-high-s4-rag4-fi-111,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-112,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,0,0,pass,none,OK
pep-high-s4-rag4-fi-113,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-114,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,3,3,pass,none,OK
pep-high-s4-rag4-fi-115,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,2,2,pass,none,OK
pep-high-s4-rag4-fi-116,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,1,1,pass,none,OK
pep-high-s4-rag4-fi-117,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,fill-in,0,0,pass,none,OK
pep-high-s4-rag4-fi-118,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,32,32,pass,none,OK
pep-high-s4-rag4-fi-119,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,144,144,pass,none,OK
pep-high-s4-rag4-fi-120,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,80,80,pass,none,OK
pep-high-s4-rag4-fi-121,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,96,96,pass,none,OK
pep-high-s4-rag4-fi-122,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,48,48,pass,none,OK
pep-high-s4-rag4-fi-123,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,48,48,pass,none,OK
pep-high-s4-rag4-fi-124,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,96,96,pass,none,OK
pep-high-s4-rag4-fi-125,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,120,120,pass,none,OK
pep-high-s4-rag4-fi-126,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,64,64,pass,none,OK
pep-high-s4-rag4-fi-127,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,72,72,pass,none,OK
pep-high-s4-rag4-fi-128,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,32,32,pass,none,OK
pep-high-s4-rag4-fi-129,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,144,144,pass,none,OK
pep-high-s4-rag4-fi-130,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,80,80,pass,none,OK
pep-high-s4-rag4-fi-131,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,96,96,pass,none,OK
pep-high-s4-rag4-fi-132,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,48,48,pass,none,OK
pep-high-s4-rag4-fi-133,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,fill-in,48,48,pass,none,OK
pep-high-s4-rag4-fi-134,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-135,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-136,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-137,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-138,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-139,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-140,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-141,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-142,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-143,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-144,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-145,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-146,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-147,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-148,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-149,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,fill-in,4,4,pass,none,OK
pep-high-s4-rag4-fi-150,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,1/3,1/3,pass,none,OK
pep-high-s4-rag4-fi-151,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,1/2,1/2,pass,none,OK
pep-high-s4-rag4-fi-152,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,3/7,3/7,pass,none,OK
pep-high-s4-rag4-fi-153,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,5/8,5/8,pass,none,OK
pep-high-s4-rag4-fi-154,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,3/10,3/10,pass,none,OK
pep-high-s4-rag4-fi-155,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,5/11,5/11,pass,none,OK
pep-high-s4-rag4-fi-156,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,3/8,3/8,pass,none,OK
pep-high-s4-rag4-fi-157,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,5/9,5/9,pass,none,OK
pep-high-s4-rag4-fi-158,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,1/2,1/2,pass,none,OK
pep-high-s4-rag4-fi-159,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,5/12,5/12,pass,none,OK
pep-high-s4-rag4-fi-160,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,1/3,1/3,pass,none,OK
pep-high-s4-rag4-fi-161,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,1/2,1/2,pass,none,OK
pep-high-s4-rag4-fi-162,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,3/7,3/7,pass,none,OK
pep-high-s4-rag4-fi-163,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,5/8,5/8,pass,none,OK
pep-high-s4-rag4-fi-164,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,3/10,3/10,pass,none,OK
pep-high-s4-rag4-fi-165,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,fill-in,5/11,5/11,pass,none,OK
pep-high-s4-rag4-sa-001,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,10,10,pass,none,OK
pep-high-s4-rag4-sa-002,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,9,9,pass,none,OK
pep-high-s4-rag4-sa-003,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,11,11,pass,none,OK
pep-high-s4-rag4-sa-004,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,11,11,pass,none,OK
pep-high-s4-rag4-sa-005,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,10,10,pass,none,OK
pep-high-s4-rag4-sa-006,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,10,10,pass,none,OK
pep-high-s4-rag4-sa-007,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,9,9,pass,none,OK
pep-high-s4-rag4-sa-008,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,11,11,pass,none,OK
pep-high-s4-rag4-sa-009,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,11,11,pass,none,OK
pep-high-s4-rag4-sa-010,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,10,10,pass,none,OK
pep-high-s4-rag4-sa-011,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,10,10,pass,none,OK
pep-high-s4-rag4-sa-012,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,9,9,pass,none,OK
pep-high-s4-rag4-sa-013,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,11,11,pass,none,OK
pep-high-s4-rag4-sa-014,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,11,11,pass,none,OK
pep-high-s4-rag4-sa-015,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,10,10,pass,none,OK
pep-high-s4-rag4-sa-016,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,short-answer,10,10,pass,none,OK
pep-high-s4-rag4-sa-017,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,-3,-3,pass,none,OK
pep-high-s4-rag4-sa-018,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,2,2,pass,none,OK
pep-high-s4-rag4-sa-019,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,0,0,pass,none,OK
pep-high-s4-rag4-sa-020,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,-2,-2,pass,none,OK
pep-high-s4-rag4-sa-021,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,3,3,pass,none,OK
pep-high-s4-rag4-sa-022,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,1,1,pass,none,OK
pep-high-s4-rag4-sa-023,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,-1,-1,pass,none,OK
pep-high-s4-rag4-sa-024,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,-3,-3,pass,none,OK
pep-high-s4-rag4-sa-025,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,2,2,pass,none,OK
pep-high-s4-rag4-sa-026,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,0,0,pass,none,OK
pep-high-s4-rag4-sa-027,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,-2,-2,pass,none,OK
pep-high-s4-rag4-sa-028,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,3,3,pass,none,OK
pep-high-s4-rag4-sa-029,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,1,1,pass,none,OK
pep-high-s4-rag4-sa-030,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,-1,-1,pass,none,OK
pep-high-s4-rag4-sa-031,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,-3,-3,pass,none,OK
pep-high-s4-rag4-sa-032,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,short-answer,2,2,pass,none,OK
pep-high-s4-rag4-sa-033,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,short-answer,0,0,pass,none,OK
pep-high-s4-rag4-sa-034,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,short-answer,2,2,pass,none,OK
