questionId,grade,semester,topicId,unitTitle,questionType,difficulty,promptZhHans,answer,illustrationCategory,categoryLabelZh,illustrationPhase,gptImage2Batch,templateFamilyId,templateKey,normalizedPromptTemplate,suggestedImageKind,exactMathLabelsNeeded,notes
pep-junior-v2-s1-k04-fi-001,S1,lower,pep-junior-s1-lower-lines-coordinates,相交线、平行线与平面直角坐标系,fill-in,Core,两条平行直线被一条截线所截，一组同位角中一个角为89°，另一个同位角为____。,89°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-001,plane_geometry | pep-junior-s1-lower-lines-coordinates | fill-in | 两条平行直线被一条截线所截，N组同位角中N个角为#°，另N个同位角为____。,两条平行直线被一条截线所截，N组同位角中N个角为#°，另N个同位角为____。,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-015,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=20厘米。若CD与AB是对边，CD长多少？,20厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-016,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=21厘米。若CD与AB是对边，CD长多少？,21厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-017,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=22厘米。若CD与AB是对边，CD长多少？,22厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-018,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=23厘米。若CD与AB是对边，CD长多少？,23厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-019,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=24厘米。若CD与AB是对边，CD长多少？,24厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-020,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=25厘米。若CD与AB是对边，CD长多少？,25厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-021,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=26厘米。若CD与AB是对边，CD长多少？,26厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-022,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=27厘米。若CD与AB是对边，CD长多少？,27厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-023,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=28厘米。若CD与AB是对边，CD长多少？,28厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-024,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=29厘米。若CD与AB是对边，CD长多少？,29厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-025,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=30厘米。若CD与AB是对边，CD长多少？,30厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-026,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=31厘米。若CD与AB是对边，CD长多少？,31厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-027,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=32厘米。若CD与AB是对边，CD长多少？,32厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-028,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=33厘米。若CD与AB是对边，CD长多少？,33厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-029,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=34厘米。若CD与AB是对边，CD长多少？,34厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-030,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=35厘米。若CD与AB是对边，CD长多少？,35厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-031,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=36厘米。若CD与AB是对边，CD长多少？,36厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-032,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=37厘米。若CD与AB是对边，CD长多少？,37厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-033,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Core,平行四边形ABCD中，AB=38厘米。若CD与AB是对边，CD长多少？,38厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k08-sa-034,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,short-answer,Exam,平行四边形ABCD中，AB=39厘米。若CD与AB是对边，CD长多少？,39厘米,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-006,plane_geometry | pep-junior-s2-lower-roots-pythagorean-quadrilaterals | short-answer | 平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,平行N边形PPPP中，PP=#厘米。若PP与PP是对边，PP长多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-001,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为65°和67°，第三个内角是多少？,48°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-002,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为70°和74°，第三个内角是多少？,36°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-003,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为75°和81°，第三个内角是多少？,24°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-004,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为35°和88°，第三个内角是多少？,57°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-005,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为40°和40°，第三个内角是多少？,100°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-006,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为45°和47°，第三个内角是多少？,88°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-007,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为50°和54°，第三个内角是多少？,76°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-008,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为55°和61°，第三个内角是多少？,64°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-009,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为60°和68°，第三个内角是多少？,52°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-010,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为65°和75°，第三个内角是多少？,40°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-011,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为70°和82°，第三个内角是多少？,28°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-012,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为75°和89°，第三个内角是多少？,16°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-013,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为35°和41°，第三个内角是多少？,104°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-014,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为40°和48°，第三个内角是多少？,92°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-015,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为45°和55°，第三个内角是多少？,80°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-016,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为50°和62°，第三个内角是多少？,68°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-017,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为55°和69°，第三个内角是多少？,56°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k06-mc-018,S2,upper,pep-junior-s2-upper-triangles-congruence,三角形、全等与轴对称,multiple-choice,Foundation,三角形的两个内角分别为60°和76°，第三个内角是多少？,44°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-007,plane_geometry | pep-junior-s2-upper-triangles-congruence | multiple-choice | N角形的两个内角分别为#°和#°，第N个内角是多少？,N角形的两个内角分别为#°和#°，第N个内角是多少？,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
